ModelID,CellLineName,OncotreePrimaryDisease,OncotreeSubtype,TACSTD2,TGFB1,TGFB2,TGFB3,TGFBR1,TGFBR2,TGFBR3,SMAD2,SMAD3,SMAD4,SMAD6,SMAD7,HALLMARK_TGFB_ZMEAN,FTBRS_ZMEAN,CLDN4,CD8A
ACH-001113,LC-1/sq-SF,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,3.0669502439246266,4.514753498439753,0.6959938131099002,0.5360529002402097,4.708739041359579,4.339137384919585,3.936402377725064,5.182295025025483,5.307428525192247,4.581351247168778,2.176322772640463,3.739848102699328,0.3657235932500209,-0.06150364065748347,6.349082146391089,0.0
ACH-000327,NCI-H1395,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,0.3561438102252753,0.6780719051126377,0.1243281350022017,0.903038270112912,2.4329594072761065,2.608809242675524,0.2265085298086797,5.765534746362977,3.5096958419333872,3.7548875021634687,4.155425431747197,2.643856189774725,-0.6455130314953068,-0.5821033516014652,3.016139702655253,0.0426443374084937
ACH-000705,LC-1F,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,0.5945485495503542,5.316507819103109,0.2387868595871165,0.3673710656485294,3.150559676575381,1.7398481026993275,3.969012307516316,5.542877099354142,3.995484518877507,4.477677327565307,1.0214797274104517,1.232660756790275,0.06908392044824453,-0.07987087303744149,8.272769732436512,0.2141248053528473
ACH-000528,ABC-1,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,7.385689870739212,2.954196310386876,0.1890338243900171,1.6644828403646823,4.01435529297707,5.37920505996061,4.442943495848728,5.592756010441026,4.078097423026661,4.612352498752662,3.15704371014558,3.1210154009613658,0.16054152856676487,-0.20009585343624373,8.603477988254005,0.070389327891398
ACH-002075,Lu-138,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0.2265085298086797,0.5849625007211562,1.6825732973475784,1.0496307677246008,4.738767836800191,0.7907720378619999,1.280956313831056,6.612942196304665,1.765534746362977,5.793375711264754,0.5849625007211562,3.823749360308273,-0.18581240523355838,-0.6109047156251436,5.617944917420585,0.6959938131099002
ACH-000769,LK-2,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,5.211790976252541,0.9781956296816516,4.501439145158873,0.1505596765753814,4.768713657030485,1.4005379295837286,0.4854268271702416,4.888499735514123,3.264536430999025,4.897240425574799,3.357552004618084,3.1127001327493624,-0.059131462899038804,-0.5518833717635344,2.541019153133559,1.2448870591235344
ACH-000800,NCI-H446,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0.3895668117627256,0.9855004303048848,0.7824085649273732,4.944858445807539,4.017921907997263,3.6322682154995127,1.632268215499513,6.219942913954125,2.3673710656485296,6.043519493662743,2.2265085298086795,2.5777309314900805,-0.0590387082163331,-0.37045267977840934,0.7048719644563528,0.01435529297707
ACH-000700,NCI-H2882,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,0.2016338611696504,4.521050736900963,6.386810946472217,1.6599245584023783,3.4154882710497003,4.478324711485028,3.0806576633452254,5.247547806890298,5.815575428862573,4.23035674505615,3.442280035252584,2.8155754288625725,0.07289905853718295,0.05103279307524429,3.817623257511431,0.5360529002402097
ACH-000176,LOU-NH91,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,0.4114262457264649,6.203201156316611,5.272769732436511,0.4854268271702416,2.867896463992655,4.507794640198696,1.6276068381296498,6.005624549193878,6.632122775200898,5.03342300153745,2.5993177936982264,4.1440463696167065,0.47770122015284855,0.7437078604893653,7.581953750848818,0.0426443374084937
ACH-000587,NCI-H1975,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,5.3125199674749455,3.740927560318628,4.339137384919585,2.060047383669939,3.931683057059806,4.803743668505225,0.8318772411916731,5.355439197248685,5.299757511839318,4.887525270741588,2.204766750654613,3.473786911614367,0.46488999234358747,0.2759883227753183,7.45022149589718,0.1505596765753814
ACH-000785,NCI-H2126,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,8.774490584953922,0.8237493603082727,3.2883585621936606,0.8875252707415875,5.41886457739032,3.671293372481576,0.3785116232537298,6.046796609573758,4.062639828286463,3.864928972289788,2.097610796626422,0.7311832415722002,0.227021046790829,-0.1606829019162988,7.608365723163637,0.0426443374084937
ACH-000585,EPLC-272H,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,8.924070185585345,3.71259578044703,4.328405658958567,0.8073549220576041,4.33699741660501,4.631104282365877,1.097610796626422,3.8379432418910273,5.580748491763774,3.125981653854716,1.0214797274104517,1.1699250014423124,0.26286935694777136,0.445205347175862,7.23035674505615,0.0976107966264223
ACH-000627,LCLC-103H,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,4.305240965954483,3.937344392150232,5.346956889378885,0.6135316529179271,3.906890595608519,3.802193216941825,0.722466024471091,6.414642958410008,6.555356038635833,4.933572638261024,1.232660756790275,3.040892430646901,0.2450627449770613,0.7214178888861754,7.908272516291422,0.3334237337251918
ACH-000392,Calu-3,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,7.265755676027326,3.8972404255748,3.6758159311722696,0.4005379295837288,2.613531652917927,5.485748821377781,1.510961919277379,5.285032249622911,4.413458688007979,4.135042286233651,3.073820233291672,1.967168607532628,-0.37608849969393143,-0.30045883757196795,7.484863164322325,0.1763227726404628
ACH-000729,NCI-H1963,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0.5160151470036647,0.765534746362977,0.9855004303048848,2.192194165283345,4.017031080527841,0.1505596765753814,1.4646682670034443,7.555432734898092,1.9745293124838816,7.823749360308272,2.049630767724601,4.580748491763774,0.1549224874588342,-0.5463628266624366,3.6322682154995127,0.1243281350022017
ACH-000035,NCI-H1650,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,9.811824211241978,4.769771739249448,3.4356285940520905,1.978195629681652,3.442280035252584,6.189429245809757,3.001802242633985,6.24412594328373,4.930264245235024,4.642123916153487,4.101818134227409,3.4369613378336026,0.3600751191222249,0.29814857722733634,7.974471952285043,0.3785116232537298
ACH-000638,NCI-H441,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,9.17587385548062,4.8109571587378,2.720278465233327,0.632268215499513,3.24031432933371,4.731726322715782,0.0426443374084937,5.446587085306882,6.082574866339516,5.357200084860054,0.2868811477881615,3.20006486151431,0.42119803590336713,-0.21169634353198302,8.106484424292539,0.2750070474998697
