n_used,n_events,or,logor,se_logor,or_lo,or_hi,p,estimable,effect,cohort,cancer,gene,measure,cutoff,endpoint,reason
27,21,1.1229145972406216,0.11592762410276206,0.22699803348233763,0.7196512772005736,1.7521502881243862,0.609561978661902,True,HR,GSE135222,NSCLC,CLDN4,raw,continuous,PFS_Cox,
27,21,1.1809405919834606,0.1663112328030367,0.438935530911913,0.49957256918910165,2.791627819073358,0.7047645602446938,True,HR,GSE135222,NSCLC,CLDN4,raw,median,PFS_Cox,
27,21,1.0746175701660003,0.07196484960326158,0.2149105303186965,0.7052099001163313,1.637530786109189,0.7377310151155471,True,HR,GSE135222,NSCLC,CLDN4,residual,continuous,PFS_Cox,
27,21,1.1904577935189002,0.1743379335812482,0.43894217153011883,0.5035920704746076,2.8141621785550863,0.6912366077913537,True,HR,GSE135222,NSCLC,CLDN4,residual,median,PFS_Cox,
27,21,1.0691651065137426,0.06687806961516844,0.233369153158889,0.6767011944900391,1.6892448754253961,0.7744367596293651,True,HR,GSE135222,NSCLC,TACSTD2,raw,continuous,PFS_Cox,
27,21,1.4187477723984816,0.34977463213073545,0.4461598821814065,0.591733604990501,3.4016071162934307,0.4330594637978047,True,HR,GSE135222,NSCLC,TACSTD2,raw,median,PFS_Cox,
27,21,1.0493172584519812,0.048139722632460115,0.2288587699981453,0.6700362480027581,1.64329424291184,0.8333969677833127,True,HR,GSE135222,NSCLC,TACSTD2,residual,continuous,PFS_Cox,
27,21,1.4187477723984816,0.34977463213073545,0.4461598821814065,0.591733604990501,3.4016071162934307,0.4330594637978047,True,HR,GSE135222,NSCLC,TACSTD2,residual,median,PFS_Cox,
43,35,1.0951710982428593,0.0909106051651312,0.16494109400048745,0.792649665198246,1.513152388863363,0.5815170502593905,True,HR,GSE190265,NSCLC,CLDN4,raw,continuous,PFS_Cox,
43,35,0.8638031114850233,-0.14641041637239277,0.34508171725849807,0.4392130912484491,1.6988469384878386,0.6713634292474431,True,HR,GSE190265,NSCLC,CLDN4,raw,median,PFS_Cox,
43,35,1.1100195832174937,0.10437765770689758,0.1635184371140372,0.8056398447860903,1.529397389044842,0.5232631310607803,True,HR,GSE190265,NSCLC,CLDN4,residual,continuous,PFS_Cox,
43,35,1.0456860749202936,0.044673201018768316,0.3467282899042326,0.5299809337214486,2.063205103632876,0.8974825921145259,True,HR,GSE190265,NSCLC,CLDN4,residual,median,PFS_Cox,
43,35,1.1687574184838552,0.15594114896648067,0.18359377774149152,0.8155417559038248,1.6749527456717181,0.3956690722995051,True,HR,GSE190265,NSCLC,TACSTD2,raw,continuous,PFS_Cox,
43,35,0.9497685343856543,-0.05153697208965106,0.33948819280701786,0.4882470115451184,1.8475489815173514,0.879338491797706,True,HR,GSE190265,NSCLC,TACSTD2,raw,median,PFS_Cox,
43,35,1.1272470255294034,0.11977839961910448,0.17713301115261437,0.7966002437553146,1.5951361633717929,0.4989098827303188,True,HR,GSE190265,NSCLC,TACSTD2,residual,continuous,PFS_Cox,
43,35,0.9497685343856543,-0.05153697208965106,0.33948819280701786,0.4882470115451184,1.8475489815173514,0.879338491797706,True,HR,GSE190265,NSCLC,TACSTD2,residual,median,PFS_Cox,
70,52,0.818813875719454,-0.19989847892987866,0.1297743835056921,0.6349200010647997,1.055969511034961,0.12347410979873281,True,HR,GSE190266,NSCLC,CLDN4,raw,continuous,PFS_Cox,
70,52,0.7069811847870995,-0.346751226187781,0.27954018180441176,0.40875064347365947,1.2228051591438784,0.2148148055736886,True,HR,GSE190266,NSCLC,CLDN4,raw,median,PFS_Cox,
70,52,1.0050683298591088,0.005055529109390943,0.1273633203876272,0.7830360220709597,1.2900585914478353,0.9683372763242574,True,HR,GSE190266,NSCLC,CLDN4,residual,continuous,PFS_Cox,
