k,n_total,fe_or,fe_or_lo,fe_or_hi,re_or,re_or_lo,re_or_hi,re_logor,re_se,re_p,tau2,Q,I2,estimable,cohorts,subset,gene,measure,cutoff,endpoint,histology_split
2,48.0,0.8110098223234715,0.21842664688348132,3.0112485875224544,0.8110098223234715,0.21842664688348132,3.0112485875224544,-0.209475113567105,0.6693009793097403,0.7542989297873006,0.0,0.2886143133355145,0.0,True,"GSE135222,GSE190265",lung_DCB,TACSTD2,residual,tertile,DCB,all
2,70.0,0.965182716319893,0.573532816685958,1.6242796380259075,0.965182716319893,0.573532816685958,1.6242796380259075,-0.0354378522296616,0.2655623826778818,0.8938418158930377,0.0,0.06382001245557509,0.0,True,"GSE135222,GSE190265",lung_DCB,TACSTD2,residual,continuous,DCB,all
2,51.0,0.4295978831584346,0.11909114639824502,1.549689853492986,0.4295978831584346,0.11909114639824502,1.549689853492986,-0.8449056632706775,0.6545716732957138,0.19678122601217618,0.0,0.3562166482381886,0.0,True,"GSE207422,GSE283829",lung_ORR,CLDN4,raw,median,ORR,all
2,34.0,0.7703189085258437,0.17374109377640448,3.4153763392102845,0.7692655551501664,0.1514769763226399,3.9066629708798004,-0.26231904379474486,0.8290829557421048,0.751701483154045,0.2200982722562207,1.1906005656651808,16.008774996565997,True,"GSE207422,GSE283829",lung_ORR,CLDN4,raw,tertile,ORR,all
2,51.0,0.7957633134260819,0.430186881769162,1.4720096726116638,0.7957633134260819,0.430186881769162,1.4720096726116638,-0.2284534822956346,0.31381738451450825,0.46662445854464574,0.0,0.35070152931590715,0.0,True,"GSE207422,GSE283829",lung_ORR,CLDN4,raw,continuous,ORR,all
2,51.0,0.6566992600061674,0.18221135507903716,2.3667785023912726,0.6430494858201161,0.13978015360906623,2.958307245605252,-0.4415335968658572,0.7786483801700957,0.5706793105605592,0.3547154589865515,1.4109806697223493,29.127306882469302,True,"GSE207422,GSE283829",lung_ORR,CLDN4,residual,median,ORR,all
2,34.0,0.3424176317821793,0.07643576451087863,1.533965615515348,0.3424176317821793,0.07643576451087863,1.533965615515348,-1.0717241413494119,0.7650920556760059,0.1612804608703473,0.0,0.47041984461026937,0.0,True,"GSE207422,GSE283829",lung_ORR,CLDN4,residual,tertile,ORR,all
2,51.0,0.6843336584224706,0.362524086602927,1.2918108709362144,0.6843336584224706,0.362524086602927,1.2918108709362144,-0.3793096755864129,0.32416055383022513,0.2419490461438225,0.0,0.16283552795619335,0.0,True,"GSE207422,GSE283829",lung_ORR,CLDN4,residual,continuous,ORR,all
2,51.0,0.6390392936514216,0.18470796447688828,2.210902058214201,0.6390392936514216,0.18470796447688828,2.210902058214201,-0.44778933408294275,0.6332601721791191,0.47949347703851375,0.0,0.004281139579289316,0.0,True,"GSE207422,GSE283829",lung_ORR,TACSTD2,raw,median,ORR,all
2,34.0,0.7398324198299292,0.15899507094275842,3.4425721890992897,0.7398324198299292,0.15899507094275842,3.4425721890992897,-0.3013315781190738,0.7844645405527362,0.7008866187537071,0.0,0.12647243138919742,0.0,True,"GSE207422,GSE283829",lung_ORR,TACSTD2,raw,tertile,ORR,all
2,51.0,0.8351328874379704,0.4465173700906936,1.5619704548981401,0.8357423379872263,0.3642228472965916,1.917686550112507,-0.1794349215525793,0.42375227513976077,0.6719721001173231,0.1550401318366174,1.7596517504480587,43.17057339639103,True,"GSE207422,GSE283829",lung_ORR,TACSTD2,raw,continuous,ORR,all
2,51.0,0.6390392936514216,0.18470796447688828,2.210902058214201,0.6390392936514216,0.18470796447688828,2.210902058214201,-0.44778933408294275,0.6332601721791191,0.47949347703851375,0.0,0.004281139579289316,0.0,True,"GSE207422,GSE283829",lung_ORR,TACSTD2,residual,median,ORR,all
2,34.0,0.3957487357474126,0.07766215249936698,2.0166459054421906,0.3957487357474126,0.07766215249936698,2.0166459054421906,-0.9269757747999335,0.8308221751528203,0.26453641121865346,0.0,0.22570426227221702,0.0,True,"GSE207422,GSE283829",lung_ORR,TACSTD2,residual,tertile,ORR,all
2,51.0,0.7015491287675062,0.366162707386847,1.3441324584550696,0.6988527525294755,0.33506918895695786,1.457594985794896,-0.3583152134033646,0.3750525616730018,0.3393889380022541,0.06111708754594533,1.2770516779115306,21.694633248093485,True,"GSE207422,GSE283829",lung_ORR,TACSTD2,residual,continuous,ORR,all
2,38.0,0.3900129479587024,0.0898865745770764,1.692244924129413,0.3900129479587024,0.0898865745770764,1.692244924129413,-0.9415753405154406,0.748791502774078,0.2085871254745102,0.0,0.9320992752433102,0.0,True,"GSE126044,GSE166449",lung_author,CLDN4,raw,median,author_R_vs_NR,all
2,28.0,0.5114020895561203,0.09079449223588774,2.8804841655250972,0.5114020895561203,0.09079449223588774,2.8804841655250972,-0.6705991301808752,0.8819171036881968,0.44702272963049605,0.0,0.8094657481188234,0.0,True,"GSE126044,GSE166449",lung_author,CLDN4,raw,tertile,author_R_vs_NR,all
2,38.0,0.7669445374903732,0.36794166554595703,1.5986336386055575,0.7164547454151418,0.244511422164288,2.099318705377218,-0.3334401943295033,0.5484964593931271,0.5432426784421842,0.3119712156689086,2.0461818950984094,51.128489485930785,True,"GSE126044,GSE166449",lung_author,CLDN4,raw,continuous,author_R_vs_NR,all
2,38.0,0.6124199784222749,0.1535931395109913,2.441894417711932,0.6124199784222749,0.1535931395109913,2.441894417711932,-0.4903369925722165,0.7056689445590956,0.4871467107241785,0.0,0.013527086451640899,0.0,True,"GSE126044,GSE166449",lung_author,CLDN4,residual,median,author_R_vs_NR,all
2,28.0,1.0003520971077173,0.20608567031590883,4.85576855806533,1.0003520971077173,0.20608567031590883,4.85576855806533,0.00035203513607688153,0.8060282430922755,0.999651521651489,0.0,0.6270540827198339,0.0,True,"GSE126044,GSE166449",lung_author,CLDN4,residual,tertile,author_R_vs_NR,all
2,38.0,1.0698721801389222,0.525231893057417,2.179278328229932,1.0698721801389222,0.525231893057417,2.179278328229932,0.0675391835240704,0.3629870389663445,0.8523937882864532,0.0,0.3727733843519513,0.0,True,"GSE126044,GSE166449",lung_author,CLDN4,residual,continuous,author_R_vs_NR,all
2,38.0,1.5910755364093907,0.3774731558071783,6.706493756217167,1.529853350595367,0.23628860600232665,9.905053459517326,0.42517188152643415,0.9529965284871881,0.6554945968080497,0.7342874000912788,1.674345571512399,40.275172759186006,True,"GSE126044,GSE166449",lung_author,TACSTD2,raw,median,author_R_vs_NR,all
2,28.0,1.4681852110527618,0.248830307994067,8.662802499145078,1.4681852110527618,0.248830307994067,8.662802499145078,0.38402708780139444,0.9056179574699733,0.6715295157574557,0.0,0.2169235532165669,0.0,True,"GSE126044,GSE166449",lung_author,TACSTD2,raw,tertile,author_R_vs_NR,all
2,38.0,0.8392167240388815,0.39365587662021323,1.789087250400745,0.8069530998613793,0.2878189052332305,2.2624410472558045,-0.21448972905359226,0.5259867698186419,0.6834312281079107,0.2512399543926936,1.8192684015005072,45.03284951383677,True,"GSE126044,GSE166449",lung_author,TACSTD2,raw,continuous,author_R_vs_NR,all
2,38.0,0.9974983708713157,0.2501696741408134,3.977312611163532,0.9974983708713157,0.2501696741408134,3.977312611163532,-0.0025047634311658996,0.7056689445590956,0.9971679242949394,0.0,0.4963367732611944,0.0,True,"GSE126044,GSE166449",lung_author,TACSTD2,residual,median,author_R_vs_NR,all
2,28.0,1.8891081949050703,0.3891810991069142,9.169843500228943,1.8891081949050703,0.3891810991069142,9.169843500228943,0.6361048631655808,0.8060282430922755,0.43000427620016346,0.0,0.004242358570579508,0.0,True,"GSE126044,GSE166449",lung_author,TACSTD2,residual,tertile,author_R_vs_NR,all
2,38.0,0.9442541214656642,0.4648346786032497,1.9181353865078432,0.9442541214656642,0.4648346786032497,1.9181353865078432,-0.05735995259563957,0.36158852750018333,0.8739578540581139,0.0,0.24689398367586218,0.0,True,"GSE126044,GSE166449",lung_author,TACSTD2,residual,continuous,author_R_vs_NR,all
8,510.0,1.1712804996177733,0.8095661375502112,1.694608933293942,1.1712796331349093,0.8061145571595363,1.7018623058126203,0.15809685468579907,0.19062564836224366,0.40690201375708046,0.0036629288156377862,7.0797240677187165,1.1260900418737059,True,"GSE135222,GSE190265,GSE190266,Gide,Liu,Braun,Snyder,Miao1",all_open_DCB,CLDN4,raw,median,DCB,all
8,352.0,1.0212546889341467,0.6542003428613418,1.5942534287100443,1.0212546889341467,0.6542003428613418,1.5942534287100443,0.02103195854912079,0.2272314277217186,0.9262551589106292,0.0,4.875018827411446,0.0,True,"GSE135222,GSE190265,GSE190266,Gide,Liu,Braun,Snyder,Miao1",all_open_DCB,CLDN4,raw,tertile,DCB,all
8,510.0,1.080813545809357,0.8931732556785048,1.3078738233352014,1.080813545809357,0.8931732556785048,1.3078738233352014,0.07771404071758277,0.09729017465524688,0.4244144425985825,0.0,5.510661849555619,0.0,True,"GSE135222,GSE190265,GSE190266,Gide,Liu,Braun,Snyder,Miao1",all_open_DCB,CLDN4,raw,continuous,DCB,all
8,510.0,0.945892076464596,0.655523068005621,1.36488228101659,0.945892076464596,0.655523068005621,1.36488228101659,-0.055626800513821795,0.1870892777644324,0.7662164342930562,0.0,3.3516371465727826,0.0,True,"GSE135222,GSE190265,GSE190266,Gide,Liu,Braun,Snyder,Miao1",all_open_DCB,CLDN4,residual,median,DCB,all
8,346.0,1.0014440843921393,0.6422451868309001,1.5615379838230945,1.0014440843921393,0.6422451868309001,1.5615379838230945,0.0014430427050090419,0.2266470305893122,0.9949199699951317,0.0,2.0135638164449956,0.0,True,"GSE135222,GSE190265,GSE190266,Gide,Liu,Braun,Snyder,Miao1",all_open_DCB,CLDN4,residual,tertile,DCB,all
8,510.0,1.010261791408219,0.8377244784067018,1.2183348027749106,1.010261791408219,0.8377244784067018,1.2183348027749106,0.010209496680881773,0.09554873161225545,0.9149070278046489,0.0,3.169687595241477,0.0,True,"GSE135222,GSE190265,GSE190266,Gide,Liu,Braun,Snyder,Miao1",all_open_DCB,CLDN4,residual,continuous,DCB,all
7,441.0,1.084298359970049,0.7322429403897939,1.605618666405821,1.069393512379778,0.6273628781926502,1.8228724141513226,0.06709167691579228,0.2721029742753401,0.8052431675018878,0.14624062472671762,8.645404297760226,30.5989657238537,True,"GSE135222,GSE190265,Gide,Liu,Braun,Snyder,Miao1",all_open_DCB,TACSTD2,raw,median,DCB,all
7,300.0,1.1066892500770338,0.682217650961209,1.7952644504439943,1.0300281466684003,0.5056502111857027,2.0982053590787424,0.02958612873069695,0.3630082957718384,0.9350422379725216,0.29547394778437797,9.41524662975328,36.27357587172174,True,"GSE135222,GSE190265,Gide,Liu,Braun,Snyder,Miao1",all_open_DCB,TACSTD2,raw,tertile,DCB,all
7,441.0,1.0262994429231493,0.8408835297933976,1.2525998063051096,1.0016229080262715,0.7777232299516141,1.289981334292177,0.0016215925341302628,0.12908477356827439,0.9899770547541968,0.025673100105991192,7.786292393013764,22.941501588310654,True,"GSE135222,GSE190265,Gide,Liu,Braun,Snyder,Miao1",all_open_DCB,TACSTD2,raw,continuous,DCB,all
7,441.0,0.9187059534630906,0.6206190163028363,1.3599657869920625,0.9222962113040343,0.557132519651469,1.526800664800384,-0.08088883662699478,0.25717516017172265,0.7531199124920533,0.10892499909043186,7.97354167927986,24.75113015848815,True,"GSE135222,GSE190265,Gide,Liu,Braun,Snyder,Miao1",all_open_DCB,TACSTD2,residual,median,DCB,all
7,300.0,0.9260174083424949,0.5726333059564005,1.4974823008612084,0.8620385784514251,0.4396493668276722,1.6902344613857434,-0.1484552547358807,0.3435318921407615,0.6656367386738211,0.238162340400039,8.802617075353915,31.838452716531844,True,"GSE135222,GSE190265,Gide,Liu,Braun,Snyder,Miao1",all_open_DCB,TACSTD2,residual,tertile,DCB,all
7,441.0,0.9624080727269717,0.7889439048380604,1.1740116030684882,0.95846826846719,0.7764184535215931,1.1832040022899128,-0.04241882245164307,0.10747185584609215,0.6930664939428348,0.004642885206253891,6.324494303221951,5.1307549293963435,True,"GSE135222,GSE190265,Gide,Liu,Braun,Snyder,Miao1",all_open_DCB,TACSTD2,residual,continuous,DCB,all
13,921.0,0.8890303295544333,0.6609783005358275,1.1957653166933624,0.8890303295544333,0.6609783005358275,1.1957653166933624,-0.11762392756600959,0.15122976547937064,0.4366970026963588,0.0,11.818885032025738,0.0,True,"GSE207422,GSE283829,IMvigor210,Gide,Liu,Riaz,Braun,Hugo,Snyder,Shiuan,Puch,Miao1,Kim",all_open_ORR,CLDN4,raw,median,ORR,all
13,628.0,0.8490460303708434,0.5877140049493048,1.2265815611296667,0.8197189246475459,0.5127952200974798,1.310345902400566,-0.19879377230462103,0.23932904198839788,0.4061829410979283,0.1801071864954156,16.33631598939661,26.544026157495832,True,"GSE207422,GSE283829,IMvigor210,Gide,Liu,Riaz,Braun,Hugo,Snyder,Shiuan,Puch,Miao1,Kim",all_open_ORR,CLDN4,raw,tertile,ORR,all
13,921.0,0.9075479248261187,0.7812686568708279,1.0542381658507676,0.9075479248261187,0.7812686568708279,1.0542381658507676,-0.09700890451176507,0.07644249638277685,0.20442531017881205,0.0,8.953063125990383,0.0,True,"GSE207422,GSE283829,IMvigor210,Gide,Liu,Riaz,Braun,Hugo,Snyder,Shiuan,Puch,Miao1,Kim",all_open_ORR,CLDN4,raw,continuous,ORR,all
13,921.0,0.8478408651407966,0.6306943915253022,1.1397503168915624,0.8478408651407966,0.6306943915253022,1.1397503168915624,-0.16506231983247285,0.15095486631626304,0.2741941738860536,0.0,9.176363359430196,0.0,True,"GSE207422,GSE283829,IMvigor210,Gide,Liu,Riaz,Braun,Hugo,Snyder,Shiuan,Puch,Miao1,Kim",all_open_ORR,CLDN4,residual,median,ORR,all
13,622.0,0.8802016638695009,0.6121739500199505,1.2655797736140015,0.8339498064753332,0.539094085359089,1.2900758858390993,-0.18158206251685913,0.22259342111842087,0.41463933397311203,0.11471484310740494,14.819418739459088,19.025164137861438,True,"GSE207422,GSE283829,IMvigor210,Gide,Liu,Riaz,Braun,Hugo,Snyder,Shiuan,Puch,Miao1,Kim",all_open_ORR,CLDN4,residual,tertile,ORR,all
13,921.0,0.8848602365253226,0.7620858280755098,1.02741398585104,0.8848602365253226,0.7620858280755098,1.02741398585104,-0.12232557127579047,0.07620945055759089,0.10846665378704334,0.0,8.754842374055436,0.0,True,"GSE207422,GSE283829,IMvigor210,Gide,Liu,Riaz,Braun,Hugo,Snyder,Shiuan,Puch,Miao1,Kim",all_open_ORR,CLDN4,residual,continuous,ORR,all
13,921.0,0.9411515574780499,0.7011093246418761,1.2633782250661192,0.9411515574780499,0.7011093246418761,1.2633782250661192,-0.06065109234634825,0.150224671680802,0.6864069405996975,0.0,5.857597305628167,0.0,True,"GSE207422,GSE283829,IMvigor210,Gide,Liu,Riaz,Braun,Hugo,Snyder,Shiuan,Puch,Miao1,Kim",all_open_ORR,TACSTD2,raw,median,ORR,all
13,622.0,0.835903524801829,0.582892570308134,1.1987366769947854,0.835903524801829,0.582892570308134,1.1987366769947854,-0.17924207351138802,0.18393382988960372,0.32981223450247055,0.0,11.856860601377903,0.0,True,"GSE207422,GSE283829,IMvigor210,Gide,Liu,Riaz,Braun,Hugo,Snyder,Shiuan,Puch,Miao1,Kim",all_open_ORR,TACSTD2,raw,tertile,ORR,all
13,921.0,0.9235750692887604,0.7950852722265184,1.0728294667351392,0.9235750692887604,0.7950852722265184,1.0728294667351392,-0.07950319484060427,0.07642995641679956,0.2982424080994699,0.0,7.030724694999648,0.0,True,"GSE207422,GSE283829,IMvigor210,Gide,Liu,Riaz,Braun,Hugo,Snyder,Shiuan,Puch,Miao1,Kim",all_open_ORR,TACSTD2,raw,continuous,ORR,all
13,921.0,0.9454474458710231,0.7023666634709093,1.2726556076661857,0.9035067906816869,0.6549389743236499,1.2464131053598286,-0.10147165300500853,0.1641538590070927,0.5364766862764774,0.02709929396311495,12.994871921991642,7.655880934909316,True,"GSE207422,GSE283829,IMvigor210,Gide,Liu,Riaz,Braun,Hugo,Snyder,Shiuan,Puch,Miao1,Kim",all_open_ORR,TACSTD2,residual,median,ORR,all
13,622.0,0.7177845307093665,0.49874831789089763,1.0330152785364781,0.5784998038291074,0.349553382427814,0.9573988977189384,-0.54731707145113,0.2570315908668983,0.03322310959358088,0.24694325583044596,17.950821802981057,33.15069286684588,True,"GSE207422,GSE283829,IMvigor210,Gide,Liu,Riaz,Braun,Hugo,Snyder,Shiuan,Puch,Miao1,Kim",all_open_ORR,TACSTD2,residual,tertile,ORR,all
13,921.0,0.8618728160816437,0.7413316220955602,1.0020141175156156,0.8618728160816437,0.7413316220955602,1.0020141175156156,-0.14864756435320553,0.07686717155794216,0.05313479781756514,0.0,9.10540013086295,0.0,True,"GSE207422,GSE283829,IMvigor210,Gide,Liu,Riaz,Braun,Hugo,Snyder,Shiuan,Puch,Miao1,Kim",all_open_ORR,TACSTD2,residual,continuous,ORR,all
11,870.0,0.9262470630401034,0.682995542420033,1.25613355945272,0.9220187843212747,0.6764814691020524,1.2566769046456086,-0.08118968218267278,0.15799007238476603,0.6073281741107606,0.0046414316421838795,10.15855835990309,1.5608352512787294,True,"IMvigor210,Gide,Liu,Riaz,Braun,Hugo,Snyder,Shiuan,Puch,Miao1,Kim",nonlung_ORR,CLDN4,raw,median,ORR,all
11,594.0,0.8544320494061983,0.5845247376756475,1.248970454108621,0.824861036009565,0.4932086035836647,1.3795293183918576,-0.1925403480357957,0.2623891405086637,0.4630725066470509,0.23183408468006172,15.12824790033983,33.89849197424001,True,"IMvigor210,Gide,Liu,Riaz,Braun,Hugo,Snyder,Shiuan,Puch,Miao1,Kim",nonlung_ORR,CLDN4,raw,tertile,ORR,all
11,870.0,0.9151039773343711,0.7841161988117713,1.0679734592936379,0.9151039773343711,0.7841161988117713,1.0679734592936379,-0.08871758373173916,0.07881656791443933,0.2603259767974817,0.0,8.415853937768633,0.0,True,"IMvigor210,Gide,Liu,Riaz,Braun,Hugo,Snyder,Shiuan,Puch,Miao1,Kim",nonlung_ORR,CLDN4,raw,continuous,ORR,all
11,870.0,0.8601133450093483,0.6345933560061924,1.1657779887880695,0.8601133450093483,0.6345933560061924,1.1657779887880695,-0.15069110189648416,0.15514273855548352,0.3313958285326948,0.0,7.604268498539072,0.0,True,"IMvigor210,Gide,Liu,Riaz,Braun,Hugo,Snyder,Shiuan,Puch,Miao1,Kim",nonlung_ORR,CLDN4,residual,median,ORR,all
11,588.0,0.9335207697690477,0.6420647200712922,1.3572791034109954,0.8977636727121318,0.5681739975365389,1.4185436425040616,-0.10784841601460786,0.23340773340095586,0.6440381749417912,0.12065119088184266,12.731398327587923,21.454032442525982,True,"IMvigor210,Gide,Liu,Riaz,Braun,Hugo,Snyder,Shiuan,Puch,Miao1,Kim",nonlung_ORR,CLDN4,residual,tertile,ORR,all
11,870.0,0.8982644047438528,0.7703050547401344,1.0474797430766336,0.8982644047438528,0.7703050547401344,1.0474797430766336,-0.10729081666415209,0.0784070668059475,0.17119254440199638,0.0,7.926756752827599,0.0,True,"IMvigor210,Gide,Liu,Riaz,Braun,Hugo,Snyder,Shiuan,Puch,Miao1,Kim",nonlung_ORR,CLDN4,residual,continuous,ORR,all
11,870.0,0.9631312244730648,0.7113023044398212,1.304117461401343,0.9631312244730648,0.7113023044398212,1.304117461401343,-0.037565610140254106,0.15463885068863448,0.8080636619954666,0.0,5.457291262652883,0.0,True,"IMvigor210,Gide,Liu,Riaz,Braun,Hugo,Snyder,Shiuan,Puch,Miao1,Kim",nonlung_ORR,TACSTD2,raw,median,ORR,all
11,588.0,0.8418616777688215,0.5810096460552315,1.219826709087653,0.7894742544316505,0.5150404184679502,1.21013725537192,-0.23638805578440056,0.21791930773038184,0.2780322197993006,0.07390515783527869,11.704757061354737,14.56465138420758,True,"IMvigor210,Gide,Liu,Riaz,Braun,Hugo,Snyder,Shiuan,Puch,Miao1,Kim",nonlung_ORR,TACSTD2,raw,tertile,ORR,all
11,870.0,0.9292374341408531,0.7963832521180394,1.0842546056966698,0.9292374341408531,0.7963832521180394,1.0842546056966698,-0.07339099247801634,0.07871619592874286,0.351156022173188,0.0,5.165747642521026,0.0,True,"IMvigor210,Gide,Liu,Riaz,Braun,Hugo,Snyder,Shiuan,Puch,Miao1,Kim",nonlung_ORR,TACSTD2,raw,continuous,ORR,all
11,870.0,0.9682423813113746,0.7129238876547098,1.3149977510945419,0.8773839537973239,0.6051824165058189,1.2720174634710704,-0.1308105787722564,0.18949733303054397,0.490003657407001,0.07628654970737626,12.584737531856954,20.538668568287257,True,"IMvigor210,Gide,Liu,Riaz,Braun,Hugo,Snyder,Shiuan,Puch,Miao1,Kim",nonlung_ORR,TACSTD2,residual,median,ORR,all
11,588.0,0.7406258610026619,0.5097767567292838,1.076013487757404,0.5828843589720902,0.3340803789750437,1.0169833289122454,-0.5397664674145279,0.283983261188736,0.05734155721253975,0.3202931124014889,17.184542287294835,41.80816787076507,True,"IMvigor210,Gide,Liu,Riaz,Braun,Hugo,Snyder,Shiuan,Puch,Miao1,Kim",nonlung_ORR,TACSTD2,residual,tertile,ORR,all
11,870.0,0.8719958446677853,0.7468841962467855,1.018065125676646,0.8719958446677853,0.7468841962467855,1.018065125676646,-0.1369706203737485,0.0790176074479131,0.08302122679022528,0.0,7.421597871837391,0.0,True,"IMvigor210,Gide,Liu,Riaz,Braun,Hugo,Snyder,Shiuan,Puch,Miao1,Kim",nonlung_ORR,TACSTD2,residual,continuous,ORR,all
5,371.0,1.0467207192896981,0.6863621698514117,1.5962771730667076,1.0048022419649054,0.5710757063918672,1.767939931881646,0.004790747984189965,0.2882776737112386,0.9867409506104714,0.11539448530421513,5.611220188476415,28.714257048499487,True,"Gide,Liu,Braun,Snyder,Miao1",nonlung_DCB,CLDN4,raw,median,DCB,all
5,258.0,0.8716514199164754,0.521352136785169,1.4573186609101498,0.8716514199164754,0.521352136785169,1.4573186609101498,-0.13736568279581662,0.26222647775375824,0.6003872705659292,0.0,2.727986477498204,0.0,True,"Gide,Liu,Braun,Snyder,Miao1",nonlung_DCB,CLDN4,raw,tertile,DCB,all
5,371.0,1.0547170593681203,0.8507993357334729,1.3075093369262123,1.0547170593681203,0.8507993357334729,1.3075093369262123,0.0532725407862165,0.10961812101927533,0.626979235423478,0.0,3.0791818747833775,0.0,True,"Gide,Liu,Braun,Snyder,Miao1",nonlung_DCB,CLDN4,raw,continuous,DCB,all
5,371.0,0.9475261827572429,0.6223417067077819,1.4426252609036103,0.9475261827572429,0.6223417067077819,1.4426252609036103,-0.05390070889047524,0.21447207168483307,0.8015681991970549,0.0,3.13888662006036,0.0,True,"Gide,Liu,Braun,Snyder,Miao1",nonlung_DCB,CLDN4,residual,median,DCB,all
5,252.0,1.002531421326817,0.6002851186541587,1.6743197849064404,1.002531421326817,0.6002851186541587,1.6743197849064404,0.0025282226768001616,0.2616728375288561,0.9922911431124637,0.0,1.6324229603171745,0.0,True,"Gide,Liu,Braun,Snyder,Miao1",nonlung_DCB,CLDN4,residual,tertile,DCB,all
5,371.0,1.0195481376602813,0.8229680532663954,1.2630847587349396,1.0195481376602813,0.8229680532663954,1.2630847587349396,0.019359526847832213,0.10928439965438892,0.8593920387952791,0.0,2.683103069050988,0.0,True,"Gide,Liu,Braun,Snyder,Miao1",nonlung_DCB,CLDN4,residual,continuous,DCB,all
5,371.0,1.0885399610566207,0.7120671510654334,1.6640554827507619,1.08518663308926,0.5282498525596278,2.229304983104896,0.08175198426387839,0.3673152478881953,0.8238730914044479,0.2967821209507818,8.055495946867302,50.34446015014683,True,"Gide,Liu,Braun,Snyder,Miao1",nonlung_DCB,TACSTD2,raw,median,DCB,all
5,252.0,1.1233726548844427,0.6690353550486158,1.8862472845705136,0.9982535135163929,0.37676254351483407,2.6449287340279044,-0.0017480133691747403,0.4971388442141345,0.9971945261938282,0.6030305379539286,9.390349741234747,57.40307751866507,True,"Gide,Liu,Braun,Snyder,Miao1",nonlung_DCB,TACSTD2,raw,tertile,DCB,all
5,371.0,1.046139980044143,0.8430201692929883,1.2982000878633813,1.0003698633192075,0.7020098560510281,1.4255353465643479,0.00036979493663111745,0.18070287246570765,0.9983671899586612,0.06656982750323549,7.456220225800174,46.35351587176685,True,"Gide,Liu,Braun,Snyder,Miao1",nonlung_DCB,TACSTD2,raw,continuous,DCB,all
5,371.0,0.896897155258069,0.5869469010484872,1.3705234760981622,0.9050644369358654,0.4590599014554372,1.7843894280658539,-0.09974913678277891,0.3463395083640517,0.7733393160782047,0.24101866202980438,7.3003469796639395,45.208083791872944,True,"Gide,Liu,Braun,Snyder,Miao1",nonlung_DCB,TACSTD2,residual,median,DCB,all
