sampleId,CD274,CD8A,CLDN4,EGFR,KEAP1,KRAS,STK11,TACSTD2,TP53
TCGA-62-A46V-01,19.8511,17.866,6080.89,1282.34,1691.32,1332.01,1199.5,8755.83,1200.99
TCGA-62-A46Y-01,177.945,440.601,11873.7,1314.28,1537.84,1683.71,1156.39,9959.9,1761.4
TCGA-62-A470-01,27.0936,65.2709,4955.66,347.291,486.453,2378.08,439.655,4267.24,1056.65
TCGA-62-A471-01,22.5064,226.087,6012.79,165.724,2532.48,1335.55,1365.22,3830.69,1259.34
TCGA-62-A472-01,162.162,488.417,9286.68,1501.91,1226.83,1326.25,886.1,6026.06,383.205
TCGA-64-1676-01,248.045,440.661,14622.2,514.798,1080.87,998.417,466.99,19795.8,331.882
TCGA-64-1677-01,110.503,351.204,9374.18,265.864,1368.71,1400.44,666.302,3509.85,2160.83
TCGA-64-1678-01,7.4924,164.833,8007.49,86.1625,79.6066,2815.27,219.152,2740.34,352.142
TCGA-64-1679-01,100.406,33.9524,11506.4,2271.03,1404.53,1198.78,1565.29,15481.1,1595.47
TCGA-64-1680-01,27.6532,103.886,19363.2,568.005,1942.45,925.262,738.415,7248.13,1547.83
TCGA-64-1681-01,34.3363,62.1668,15138.0,1531.4,1247.31,1598.63,736.243,14326.2,1515.14
TCGA-64-5774-01,41.1792,117.454,10252.2,2423.46,1384.18,1480.11,337.857,1719.23,1340.66
TCGA-64-5775-01,594.524,58.9419,1535.74,1001.08,1893.57,1752.01,1493.04,643.255,1650.84
TCGA-64-5778-01,116.762,1751.95,12950.2,248.055,974.057,959.526,851.067,13478.5,1629.48
TCGA-64-5779-01,35.1882,403.437,2761.05,439.443,1009.82,1574.47,297.872,1797.87,409.984
TCGA-64-5781-01,71.3826,1435.37,7732.48,580.051,3189.07,1012.22,216.077,14834.1,756.913
TCGA-64-5815-01,73.0558,142.184,11186.2,1170.46,1995.29,1644.93,855.46,6899.45,1307.15
TCGA-67-3770-01,41.3534,194.549,8631.58,1603.36,1156.95,1160.71,490.601,5029.14,754.699
TCGA-67-3771-01,56.0261,369.381,6171.99,449.511,3387.62,936.808,587.622,7919.22,1076.22
TCGA-67-3772-01,14.5131,160.581,15713.0,936.798,1711.14,1261.7,605.337,17618.9,1774.34
TCGA-67-3773-01,96.6084,417.266,10380.3,688.592,1445.02,2027.75,727.646,6334.02,829.394
TCGA-67-3774-01,51.0937,250.998,3347.92,293.15,1192.4,2040.56,515.408,4944.6,1546.22
TCGA-67-4679-01,70.5781,259.934,11217.9,1301.38,1246.88,1739.78,1025.39,7014.78,1916.51
TCGA-67-6215-01,27.5594,58.843,6032.16,1525.45,1235.33,2483.7,1466.98,4246.01,1443.89
TCGA-67-6216-01,107.853,291.145,8753.2,1132.14,1800.5,1354.35,1120.38,13145.7,2211.88
TCGA-67-6217-01,58.5625,558.902,9335.88,3571.71,1963.83,960.88,765.861,8535.34,1145.66
TCGA-69-7760-01,26.2336,38.7258,11582.1,4860.05,1579.01,1567.15,397.252,7384.76,1405.37
TCGA-69-7761-01,105.774,974.096,5196.98,662.164,854.83,1565.57,517.539,6723.69,848.354
TCGA-69-7763-01,41.3773,142.456,4148.37,281.354,1289.2,1648.59,544.998,4726.47,1428.7
TCGA-69-7764-01,37.1353,393.899,6570.29,1306.96,972.149,1773.21,801.724,6892.57,1383.95
TCGA-69-7765-01,63.6704,270.287,8732.83,1812.07,1041.82,1282.15,622.347,3907.62,621.723
TCGA-69-7973-01,37.1537,188.865,6107.15,793.888,1004.18,2479.24,590.332,753.653,2603.34
TCGA-69-7974-01,400.017,276.279,11368.6,1339.03,1552.45,1829.91,1205.34,4605.92,904.96
TCGA-69-7978-01,706.792,873.907,10556.8,1908.82,1007.4,1213.18,1018.83,10883.0,950.908
TCGA-69-7979-01,55.3784,73.6445,18577.0,1061.17,2254.86,1032.47,1561.03,6266.45,1715.57
TCGA-69-7980-01,104.417,457.169,13578.8,898.706,1389.57,2243.59,1216.57,8058.79,603.231
TCGA-69-8253-01,23.9998,86.2849,9329.34,320.274,2522.83,1198.56,381.139,5534.8,1803.7
TCGA-69-8254-01,89.5724,239.434,13240.5,1295.11,1842.63,1477.95,889.326,4613.72,1181.17
TCGA-69-8255-01,72.6768,1509.57,3031.07,3032.43,1987.52,1077.39,240.499,258.807,458.252
TCGA-69-8453-01,93.0799,396.199,10888.4,649.581,1388.4,959.064,987.817,11976.6,1075.05
TCGA-69-A59K-01,811.808,441.574,5202.34,1252.75,1225.09,2423.74,799.508,14889.3,1089.79
TCGA-71-6725-01,21.2177,6.2405,23156.0,1699.27,1357.0,1296.78,976.328,10260.7,202.817
TCGA-71-8520-01,59.519,66.3389,14151.3,3593.32,1663.43,1081.26,1196.58,5129.17,315.575
TCGA-73-4658-01,533.372,352.704,12993.1,1352.66,1445.34,1310.7,994.246,5698.5,1034.52
TCGA-73-4659-01,63.2911,77.4262,8035.02,522.354,1748.1,2143.46,616.456,4973.0,1406.33
TCGA-73-4662-01,165.504,373.205,22687.2,2118.02,1484.15,1966.83,1005.45,2856.24,1312.78
TCGA-73-4666-01,688.172,1131.86,26062.0,1542.09,2462.68,1175.12,720.367,5142.93,3723.57
TCGA-73-4668-01,51.4145,167.528,18129.2,2261.72,970.726,4831.49,899.139,12499.4,1790.65
TCGA-73-4670-01,46.1938,85.8275,10298.8,1087.87,1528.5,2061.5,764.794,8806.61,269.236
TCGA-73-4675-01,10.223,69.7026,6534.7,441.118,3478.93,1366.79,239.777,3757.74,1520.45
TCGA-73-4676-01,169.921,244.327,12370.4,1500.26,1814.78,1262.27,592.084,13009.0,1290.24
TCGA-73-4677-01,33.5381,285.652,5667.94,762.122,627.972,1284.28,462.595,5355.98,1380.27
TCGA-73-7498-01,23.9847,134.096,9872.44,982.499,1293.27,1371.22,639.956,4712.18,1453.8
TCGA-73-7499-01,57.2963,1386.21,11847.8,622.74,1409.49,1196.42,597.314,6168.67,395.345
TCGA-73-A9RS-01,110.035,249.12,4490.32,469.19,2025.53,1752.64,1066.9,5936.62,418.134
TCGA-75-5122-01,498.413,4673.58,2824.62,666.799,1320.92,5090.76,881.743,1149.14,1717.79
TCGA-75-5125-01,1106.19,507.216,10089.7,636.072,797.938,2234.02,712.371,4026.8,1787.63
TCGA-75-5126-01,1046.18,750.796,13947.5,891.704,1327.23,1544.59,1102.71,9325.64,613.057
TCGA-75-5146-01,16.3005,251.595,8889.44,293.409,1048.19,1878.1,484.763,8024.1,966.69
TCGA-75-5147-01,62.8133,247.125,11343.3,445.002,1368.33,1173.7,586.847,7943.38,1466.82
TCGA-75-6203-01,89.4085,271.664,3318.43,1042.63,1323.93,902.338,782.668,3559.15,1050.89
TCGA-75-6205-01,232.203,885.593,4121.19,2427.08,1196.61,865.254,1640.68,8622.88,1113.56
TCGA-75-6206-01,30.2077,99.4336,6101.95,1022.03,1268.09,1197.61,292.637,4464.44,1174.32
TCGA-75-6207-01,625.934,127.912,24154.3,3713.82,2472.97,1077.8,1078.24,12385.9,264.176
TCGA-75-6211-01,19.0664,240.631,5938.86,1629.84,1514.14,1141.35,610.125,3227.48,305.062
TCGA-75-6212-01,49.8846,75.6064,6020.45,2802.88,1183.2,853.495,978.986,7301.86,1887.04
TCGA-75-6214-01,92.0203,99.9165,7992.1,8094.7,1530.33,1004.33,1189.58,26358.2,1931.82
TCGA-75-7025-01,32.5265,374.811,4925.11,1881.59,1427.0,992.814,996.218,11586.2,1354.77
TCGA-75-7027-01,22.872,127.678,6892.88,290.09,1710.19,4765.2,211.349,4554.72,1595.25
TCGA-75-7030-01,47.9167,478.125,5943.75,917.708,1394.79,1348.96,1014.58,10128.1,1342.71
TCGA-75-7031-01,38.7097,638.71,6867.74,455.914,1576.34,1550.54,567.742,5872.04,1696.77
TCGA-78-7143-01,60.9405,107.486,17503.4,1854.6,1278.79,1411.71,886.756,13600.3,1947.22
TCGA-78-7145-01,62.8473,35.4971,17436.6,1120.2,811.778,2069.31,655.824,14965.2,1305.83
TCGA-78-7146-01,114.428,224.378,10347.8,2949.24,240.298,2210.95,1075.62,4843.28,2343.28
TCGA-78-7147-01,16.0412,297.349,13247.7,3394.07,1419.84,539.14,833.751,17796.3,345.081
TCGA-78-7148-01,24.4616,474.342,10926.3,716.831,1668.17,2157.4,299.92,11203.4,2015.95
TCGA-78-7149-01,4.9628,103.115,5878.69,209.534,2090.43,873.449,211.745,9137.58,2324.79
TCGA-78-7150-01,19.5066,135.972,4112.45,946.07,201.951,2562.82,429.145,5846.82,1088.35
TCGA-78-7152-01,23.2126,417.827,9694.52,292.479,2314.76,1511.61,617.456,2533.89,2907.15
TCGA-78-7153-01,4.2984,245.626,6205.12,240.713,1918.34,1162.42,599.94,1581.21,3632.8
TCGA-78-7154-01,27.385,155.38,6268.79,728.073,3460.04,1609.17,641.167,4045.84,1953.27
TCGA-78-7155-01,24.8843,204.861,1427.08,93.75,1048.61,4454.28,764.468,1254.05,2574.65
TCGA-78-7156-01,7.4627,94.5274,5184.7,560.317,345.149,1177.86,213.93,4641.79,2366.92
TCGA-78-7158-01,34.0249,51.0373,9836.1,1141.89,1380.91,1221.99,1086.31,5011.2,4117.84
TCGA-78-7159-01,33.6088,190.083,5698.62,1359.77,1050.14,2010.47,472.176,2487.05,1887.6
TCGA-78-7160-01,78.8644,928.076,8436.59,616.404,576.025,1722.4,387.382,9314.2,2399.37
TCGA-78-7161-01,12.1251,113.535,4909.2,430.251,1506.09,1529.23,860.516,5388.33,1685.39
TCGA-78-7162-01,39.8829,393.707,5299.3,821.804,1683.86,1114.16,424.808,3703.26,1745.7
TCGA-78-7163-01,53.7533,197.552,12251.6,1272.27,2371.99,727.211,862.45,3043.4,2006.33
TCGA-78-7166-01,23.6291,118.145,6518.5,188.141,2148.02,1380.29,1168.52,19599.2,3083.37
TCGA-78-7167-01,3.5661,99.8514,7305.79,612.476,1845.47,1751.26,477.563,7405.94,1696.58
TCGA-78-7220-01,38.0903,265.603,5027.41,410.758,2315.79,3856.9,246.043,2219.53,1853.56
TCGA-78-7535-01,27.0092,85.2922,9666.8,581.021,2066.91,823.78,755.902,12642.8,443.164
TCGA-78-7536-01,31.4762,237.479,9597.69,1205.03,1263.91,1603.5,343.935,4771.34,1712.77
TCGA-78-7537-01,15.3352,237.518,4764.62,427.603,2429.39,1026.03,468.973,5068.47,2254.28
TCGA-78-7539-01,68.3358,696.613,9675.11,1458.91,1516.35,1810.6,635.346,4648.6,1306.63
TCGA-78-7540-01,29.1632,89.478,24276.7,1158.9,1704.39,2319.8,807.954,15578.5,907.374
TCGA-78-7542-01,566.966,209.998,7404.87,2443.83,1669.66,1082.34,1144.53,13884.7,321.272
TCGA-78-7633-01,19.0019,30.2304,6177.36,880.406,1500.87,1281.48,162.956,4285.51,1450.77
TCGA-78-8640-01,27.4252,249.161,17493.8,86.3603,2474.69,926.623,1199.71,39394.3,823.341
TCGA-78-8648-01,109.244,1160.43,3385.79,474.4,1453.02,929.717,1247.52,1719.63,1177.23
TCGA-78-8655-01,50.0317,405.32,13826.5,954.395,1753.64,1530.08,921.469,11915.8,1807.47
TCGA-78-8660-01,133.579,605.481,9562.86,538.388,2947.49,855.723,1220.88,6013.39,546.566
TCGA-78-8662-01,9.2654,96.6248,15929.8,3876.89,1385.84,1078.76,1154.86,9281.93,240.9
TCGA-80-5607-01,68.3483,680.228,14714.4,633.027,1492.27,1377.54,1039.06,3920.26,1519.12
TCGA-80-5608-01,56.0335,245.413,13104.0,349.319,1289.84,1751.93,410.676,7150.3,981.296
TCGA-80-5611-01,47.9376,135.452,5727.98,435.34,1226.31,523.969,802.676,9128.21,1134.89
TCGA-83-5908-01,1201.28,1654.15,8806.23,2189.58,1280.51,2418.7,886.97,4826.89,1512.58
TCGA-86-6562-01,71.821,69.6771,22895.9,2133.18,1183.97,1963.29,751.976,7889.59,1913.44
TCGA-86-6851-01,159.784,936.201,9855.03,1562.5,1165.76,2117.06,987.753,4671.89,2041.01
TCGA-86-7701-01,76.9231,642.782,5178.08,213.909,1061.12,2006.32,315.068,1550.05,639.621
TCGA-86-7711-01,61.8011,238.375,2290.76,836.371,300.765,877.575,876.692,6875.81,1044.44
TCGA-86-7713-01,34.149,45.9328,6597.25,2246.12,864.546,3596.22,680.815,2919.98,223.892
TCGA-86-7714-01,24.4361,86.4662,6890.04,2762.21,1451.13,1287.59,633.459,13409.8,1200.19
TCGA-86-7953-01,45.2027,230.445,12868.0,1233.44,1412.22,1812.84,1529.51,9468.65,470.635
TCGA-86-7954-01,114.532,370.622,9456.62,755.154,1434.32,4770.72,1187.6,2175.83,1946.5
TCGA-86-7955-01,21.0859,96.3928,8480.16,1175.06,1136.83,486.181,137.36,7349.95,904.586
TCGA-86-8054-01,31.3046,82.924,7178.09,2622.22,880.526,2806.76,445.591,373.99,1730.08
TCGA-86-8055-01,83.1547,130.304,7637.81,8359.11,1125.59,1332.62,701.672,6405.92,1310.33
TCGA-86-8056-01,63.745,142.041,7324.09,1355.59,1547.55,2450.03,830.764,5798.72,722.674
TCGA-86-8073-01,24.0591,168.07,15018.4,764.736,1263.79,1346.28,574.326,14637.2,357.793
TCGA-86-8074-01,78.6276,162.616,8091.85,4358.03,1520.73,1051.47,873.838,13198.4,2730.52
TCGA-86-8075-01,104.271,51.1356,19731.5,3184.35,874.447,1110.41,549.921,8532.21,1190.12
TCGA-86-8076-01,68.9924,1094.13,5736.11,839.193,1648.8,1342.82,902.748,2539.08,2305.59
TCGA-86-8278-01,94.38,106.566,5794.78,2049.88,2147.4,1200.49,1122.19,4390.74,932.132
TCGA-86-8279-01,17.7778,37.3333,21676.4,1599.99,1414.81,759.111,1103.41,12321.5,2221.93
TCGA-86-8280-01,91.2395,311.887,10945.1,2049.32,1214.83,1111.23,844.42,6601.24,1521.99
TCGA-86-8281-01,13.5794,104.109,6985.03,541.424,1663.3,1611.42,430.362,5710.65,1870.82
TCGA-86-8358-01,29.177,234.742,3869.27,51.0597,2840.78,1438.29,722.794,125.328,989.365
TCGA-86-8359-01,30.3767,1517.62,12624.5,371.197,1825.03,1029.77,1492.1,7544.35,1663.43
TCGA-86-8585-01,60.6549,592.212,3407.7,44.1126,1269.34,1375.21,511.706,4575.58,331.947
TCGA-86-8668-01,58.0357,165.923,28360.1,9674.81,1688.24,822.917,1325.89,7930.06,1246.28
TCGA-86-8669-01,57.3409,216.131,7278.51,448.015,1672.34,1657.85,1194.71,4954.0,1049.78
TCGA-86-8671-01,114.065,1239.84,5036.51,716.303,1959.5,790.192,1400.19,5401.29,1410.11
TCGA-86-8672-01,100.485,717.256,10507.3,94.2273,744.283,887.041,414.414,5499.65,944.56
TCGA-86-8673-01,15.8358,361.877,9033.44,655.127,2183.58,1261.59,351.907,2241.65,2629.92
TCGA-86-8674-01,18.5497,50.5902,9329.96,182.125,2400.22,1289.49,335.02,8858.35,2092.75
TCGA-86-A456-01,104.096,256.691,9031.49,790.182,1036.82,1413.57,662.428,6092.56,950.466
TCGA-86-A4D0-01,26.0586,151.233,3822.71,156.338,1882.74,1803.63,414.611,2130.76,2556.07
TCGA-86-A4JF-01,261.332,289.238,16602.1,1877.13,2506.58,2831.69,1757.13,6426.57,1215.86
TCGA-86-A4P7-01,52.1822,520.873,10296.5,1463.44,1394.21,1393.26,1240.99,3381.4,911.765
TCGA-86-A4P8-01,88.423,775.296,3656.79,1107.96,1414.31,876.481,1163.63,6126.71,975.387
TCGA-91-6828-01,89.2256,492.424,6139.73,1052.18,1183.5,2660.77,781.145,1801.35,1462.12
TCGA-91-6829-01,76.9231,213.733,7606.09,1089.31,971.089,2291.17,735.674,5118.74,502.839
TCGA-91-6830-01,79.6935,464.368,9470.5,1592.33,1576.25,998.467,387.74,5273.56,2278.16
TCGA-91-6831-01,63.2838,114.991,4247.73,1514.15,942.311,1958.71,236.928,1668.53,2135.44
TCGA-91-6835-01,162.528,1313.77,14409.9,2515.98,1199.55,3593.68,810.835,4195.94,1592.33
TCGA-91-6836-01,212.175,216.586,15210.4,1815.15,1198.5,8071.02,848.699,5277.9,569.475
TCGA-91-6840-01,27.5067,487.481,8379.62,1501.39,2079.82,1247.74,734.277,4239.86,2177.62
TCGA-91-6847-01,31.5284,179.232,10696.7,14566.3,903.701,2030.5,943.797,14686.1,2154.56
TCGA-91-6848-01,505.834,576.182,135.671,1443.8,2135.56,1266.26,731.114,449.723,3424.43
TCGA-91-6849-01,24.4716,337.041,5131.26,480.523,1333.7,676.307,612.903,7090.1,1729.7
TCGA-91-7771-01,62.8571,730.286,8877.14,462.851,1032.57,1997.71,490.857,3662.86,1650.86
TCGA-91-8496-01,108.417,208.316,9803.24,1329.64,2011.14,947.102,875.856,18043.0,1177.1
TCGA-91-8497-01,65.5304,197.915,6236.64,977.634,2315.41,928.678,863.809,2282.31,1376.8
TCGA-91-8499-01,33.673,229.213,4241.62,18.3134,2247.23,2373.65,907.99,337.321,4571.26
TCGA-91-A4BC-01,41.7755,3218.02,2855.09,218.61,1179.5,1052.87,749.347,126.632,787.206
TCGA-91-A4BD-01,13.1502,106.955,9537.38,411.162,1893.62,738.163,1083.57,6230.55,1106.37
TCGA-93-7347-01,63.7141,1084.3,9470.09,1422.68,1975.14,1400.93,1189.2,7739.32,1508.16
TCGA-93-7348-01,30.3807,226.534,14596.6,1041.52,1513.75,1465.54,858.585,3923.73,1521.02
TCGA-93-8067-01,30.4778,76.9066,6961.19,657.688,3213.56,2081.32,323.293,8770.78,1514.21
TCGA-93-A4JN-01,51.9534,102.66,6359.93,730.249,1410.22,763.508,1348.3,15377.4,1943.47
TCGA-93-A4JO-01,81.0669,598.326,11464.4,536.057,1555.44,1464.44,1299.69,5717.57,1474.9
TCGA-93-A4JP-01,87.442,129.573,6925.81,1663.37,1056.86,976.568,690.395,8428.62,874.818
TCGA-93-A4JQ-01,152.136,309.503,13278.1,1107.21,935.92,1021.36,998.256,11228.4,1004.36
TCGA-95-7039-01,84.2857,268.571,27787.9,1447.86,1543.57,1362.14,1200.0,16462.9,1932.86
TCGA-95-7043-01,8.6224,175.583,9947.09,1383.49,3923.97,1204.78,562.806,482.069,4184.99
TCGA-95-7562-01,48.474,243.716,17073.2,1927.74,1099.64,1350.54,1057.45,7386.45,3066.43
TCGA-95-7567-01,88.045,347.398,17813.2,614.062,1565.68,2366.81,1420.25,8476.51,2225.32
TCGA-95-7944-01,234.627,1824.3,210.102,2222.5,2266.84,1030.75,278.55,4216.32,1538.43
TCGA-95-7947-01,74.2592,266.783,17355.6,899.35,2030.67,801.878,1097.39,13003.0,2050.23
TCGA-95-7948-01,10.8553,111.842,17421.4,2137.46,2631.91,1045.72,960.526,9015.46,1988.49
TCGA-95-8039-01,96.7245,163.391,10969.9,1134.49,1744.51,977.264,1286.71,16186.5,1187.28
TCGA-95-8494-01,122.371,52.2626,13189.9,2324.99,1852.77,4267.05,2001.27,7722.12,1256.85
TCGA-95-A4VK-01,31.2347,356.759,13993.2,618.834,1003.42,1194.73,276.232,10143.5,1877.5
TCGA-95-A4VN-01,1320.52,802.686,8051.88,3477.96,1300.14,1708.2,1040.76,4743.4,1229.27
TCGA-95-A4VP-01,36.1683,396.278,3294.46,208.072,1255.41,1238.11,1299.44,2640.81,1408.99
TCGA-97-7546-01,161.274,437.37,7504.7,2368.98,1045.93,1543.84,610.125,5020.35,1121.61
TCGA-97-7547-01,57.7744,119.05,12995.7,1128.77,1763.43,1572.16,1116.97,11740.0,1304.74
TCGA-97-7552-01,114.863,2018.25,6072.88,1072.82,1480.67,1820.14,735.219,7499.6,1599.25
TCGA-97-7553-01,166.978,680.414,9252.56,1132.65,1142.51,1049.19,741.134,6566.17,1542.99
TCGA-97-7554-01,507.254,247.124,17350.7,3681.83,1225.61,4683.34,848.924,3011.01,1935.97
TCGA-97-7937-01,16.4725,38.5697,16640.4,1569.68,1461.63,1274.01,504.219,9352.35,2142.63
TCGA-97-7938-01,113.595,280.363,10218.1,1948.63,981.873,1507.55,671.299,8236.86,857.402
TCGA-97-7941-01,26.2004,212.838,8636.42,664.704,2334.75,969.738,1176.11,7554.77,1450.08
TCGA-97-8171-01,8.1449,12.6387,10954.9,2116.12,1126.53,922.904,693.723,1973.32,2939.47
TCGA-97-8172-01,49.7486,407.251,11085.7,879.825,1300.34,2519.71,872.188,3377.88,1603.86
TCGA-97-8174-01,44.3501,211.074,1827.94,1021.93,1539.94,1368.28,464.855,2094.86,1415.1
TCGA-97-8175-01,185.739,72.0,18505.7,700.852,1510.96,1714.09,987.826,11875.8,706.087
TCGA-97-8176-01,11.2978,129.032,9645.31,394.214,4883.01,1426.49,1078.64,8931.17,3629.55
TCGA-97-8177-01,47.0467,314.904,16782.3,969.049,1574.52,925.137,822.802,4886.33,1709.13
TCGA-97-8179-01,36.4765,105.549,12806.0,935.557,659.682,1249.51,285.603,5049.67,2701.2
TCGA-97-8547-01,52.8559,38.3014,7175.39,2515.61,1992.44,1058.65,1411.79,6754.84,800.5
TCGA-97-8552-01,42.0732,180.488,10900.0,1382.9,1788.41,922.561,1247.56,6632.32,1307.93
TCGA-97-A4LX-01,235.352,815.154,4554.83,1910.08,1392.32,1501.41,908.415,7321.87,1411.67
TCGA-97-A4M0-01,70.7117,587.591,8119.98,2580.24,2026.46,2028.74,1267.34,5736.31,552.92
TCGA-97-A4M1-01,38.1791,184.533,3508.57,1201.15,1608.42,679.393,1075.87,8191.87,1798.34
TCGA-97-A4M2-01,88.1393,582.779,6405.27,615.029,1453.58,989.76,970.977,3315.58,1221.91
TCGA-97-A4M3-01,18.7152,79.9191,9472.43,324.214,2112.29,1496.21,767.324,6400.61,2290.84
TCGA-97-A4M5-01,66.1642,137.353,4130.65,597.131,1920.02,1479.48,675.879,2755.86,1130.65
TCGA-97-A4M6-01,59.3946,228.441,5330.44,1007.88,1489.89,740.149,824.215,6770.99,1172.82
TCGA-97-A4M7-01,63.1715,304.684,8679.85,2823.75,1674.69,1261.28,1138.81,3694.03,1801.46
TCGA-99-7458-01,325.747,761.731,8241.33,3252.81,1387.07,1819.08,863.031,10465.3,611.106
TCGA-99-8025-01,34.9883,79.9733,16469.2,413.509,1566.14,1172.28,1499.17,6463.51,933.356
TCGA-99-8028-01,294.572,1649.0,7856.12,343.224,1482.34,1862.18,1112.83,7535.28,1572.34
TCGA-99-8032-01,34.0276,147.844,5589.52,490.462,1335.29,1533.59,743.913,2193.41,1458.49
TCGA-99-8033-01,166.016,647.266,4397.27,1813.64,2007.81,1442.97,434.766,5205.08,295.703
TCGA-99-AA5R-01,134.636,790.988,6349.62,745.179,1296.42,742.671,1281.76,3880.02,948.426
TCGA-J2-8192-01,128.39,189.582,10638.4,3775.04,997.091,1587.24,691.882,8376.16,1441.58
TCGA-J2-8194-01,40.5582,68.9054,4889.23,846.036,1203.66,1508.07,319.669,3728.74,1320.98
TCGA-J2-A4AD-01,22.7365,99.4722,23399.9,791.299,1014.62,922.452,787.657,35468.9,1303.29
TCGA-J2-A4AE-01,63.8298,323.286,7293.74,1277.17,1116.43,895.39,949.764,6218.09,734.043
TCGA-J2-A4AG-01,50.6543,328.127,21074.4,657.943,951.738,2552.98,1148.73,6078.51,1147.04
TCGA-L4-A4E5-01,105.12,182.025,18563.8,3709.1,1151.76,1187.71,1147.67,10543.8,1060.3
TCGA-L4-A4E6-01,72.8612,214.69,3295.44,607.362,1378.24,977.23,964.993,2564.6,1066.78
TCGA-L9-A443-01,21.3393,401.516,8595.25,865.871,929.945,1911.55,750.246,3251.44,1295.52
TCGA-L9-A444-01,315.11,2026.58,12151.1,4103.2,1449.51,782.84,1183.75,4535.31,1123.01
TCGA-L9-A50W-01,13.5052,66.7757,12388.8,1943.93,2465.45,965.247,910.1,12630.7,772.047
TCGA-L9-A5IP-01,98.5977,246.275,8989.04,2096.64,609.553,2212.09,201.139,14723.9,1437.77
TCGA-L9-A743-01,143.06,593.957,10249.3,899.877,1497.17,923.513,1399.43,5517.47,1066.57
TCGA-L9-A7SV-01,23.0102,134.289,12557.9,2421.66,1310.45,1391.55,661.637,3009.05,1687.29
TCGA-L9-A8F4-01,57.7201,718.991,10799.1,296.116,1663.84,744.087,778.384,14216.7,1915.22
TCGA-MN-A4N1-01,23.6834,30.3314,14830.8,911.142,1717.67,1578.89,1500.78,17447.2,1521.55
TCGA-MN-A4N4-01,29.3084,214.288,5344.22,733.162,1041.65,1152.16,1277.08,24671.0,2093.39
TCGA-MN-A4N5-01,225.591,642.126,14277.6,1014.13,1401.57,2690.55,1871.26,22335.8,409.449
TCGA-MP-A4SV-01,137.238,634.887,11192.4,1379.59,1325.35,1791.36,1301.84,6645.57,1029.93
TCGA-MP-A4SW-01,51.0018,168.944,12113.4,2698.04,1640.26,1328.78,1297.81,8976.32,1115.21
TCGA-MP-A4SY-01,144.165,51.0855,7926.91,1039.01,983.613,1941.68,817.801,5051.84,763.252
TCGA-MP-A4T4-01,550.508,1162.4,12327.2,1283.67,1311.74,1234.9,1110.2,9668.92,994.683
TCGA-MP-A4T6-01,36.5965,214.456,17276.5,2308.78,1593.78,610.43,1371.64,10956.3,983.349
TCGA-MP-A4T7-01,32.6424,151.302,11018.6,614.026,1788.72,1163.66,1671.82,6788.3,1584.92
TCGA-MP-A4T8-01,15.958,41.5748,9503.41,571.964,1148.98,1853.23,787.402,6916.96,325.879
TCGA-MP-A4T9-01,121.864,219.833,11280.8,5027.05,1247.71,1442.85,919.952,6413.78,597.77
TCGA-MP-A4TA-01,39.9908,453.633,10724.4,570.37,1659.42,709.736,234.693,5777.26,1362.92
TCGA-MP-A4TC-01,329.845,272.521,11891.7,1037.31,1464.97,830.755,1053.69,12667.0,2091.9
TCGA-MP-A4TD-01,18.7284,139.97,7781.67,307.999,2619.02,1454.41,918.679,2751.6,1675.21
TCGA-MP-A4TE-01,20.7048,56.8282,10973.6,557.7,1946.26,2249.78,1477.97,2967.84,1283.7
TCGA-MP-A4TF-01,223.491,173.736,4521.21,4560.32,1142.74,29832.8,351.55,4524.47,1064.44
TCGA-MP-A4TH-01,55.3506,463.561,4821.49,880.996,964.483,1113.01,610.24,2397.14,1395.76
TCGA-MP-A4TI-01,346.485,815.47,5553.5,523.828,1594.55,1517.67,1297.27,8333.58,1372.1
TCGA-MP-A4TJ-01,267.249,1122.27,4806.99,910.035,1199.13,1753.71,724.891,2732.75,1505.68
TCGA-MP-A4TK-01,44.0812,234.274,11400.7,2846.4,1446.76,1613.67,1211.49,8339.77,1547.8
TCGA-MP-A5C7-01,11.2045,24.0689,5597.68,541.546,415.396,1635.85,257.288,7911.61,2072.41
TCGA-NJ-A4YF-01,7.8979,83.2321,6131.23,213.846,1140.95,1654.92,1510.94,3577.16,213.852
TCGA-NJ-A4YG-01,49.6536,140.3,11609.1,494.209,1702.08,1681.29,1056.58,6493.07,2035.22
TCGA-NJ-A4YI-01,145.015,32.8969,12903.7,1411.18,2055.05,1720.71,1703.93,6427.66,1912.72
TCGA-NJ-A4YP-01,30.9959,258.13,5467.48,237.546,1688.52,1148.12,1061.23,2829.52,2074.7
TCGA-NJ-A4YQ-01,82.2348,1153.8,7078.47,357.188,1590.71,553.045,785.311,40035.8,588.826
TCGA-NJ-A55A-01,60.32,386.397,8203.51,1779.85,1434.57,1139.09,1066.53,5702.42,1347.15
TCGA-NJ-A55O-01,117.269,113.769,7854.73,527.415,1299.3,1297.55,810.968,5330.81,906.651
TCGA-NJ-A55R-01,27.6326,64.8766,5920.59,394.303,1852.11,1496.01,445.005,1954.23,1238.18
TCGA-NJ-A7XG-01,14.1958,38.4659,10984.3,556.355,1637.55,1209.85,1329.82,9985.12,1778.13
TCGA-O1-A52J-01,51.6746,98.0861,9750.24,2734.44,1304.78,483.732,837.321,2547.37,361.244
TCGA-S2-AA1A-01,66.1747,437.015,5534.43,459.266,1360.19,1337.91,1211.46,1014.24,1156.42
