sampleId,CD274,CD8A,CLDN4,EGFR,KEAP1,KRAS,STK11,TACSTD2,TP53
TCGA-18-3406-01,42.5197,333.858,3652.76,1399.99,1704.72,1119.68,450.394,11621.3,1196.06
TCGA-18-3407-01,568.982,195.528,2570.88,2137.93,5640.82,967.65,556.613,19713.6,444.815
TCGA-18-3408-01,377.28,233.131,2923.92,9996.14,1901.23,3913.39,223.639,8235.5,2651.64
TCGA-18-3410-01,1600.75,855.521,5003.54,1185.98,3329.13,1493.22,1828.03,8826.6,5145.73
TCGA-18-3411-01,41.0339,157.699,6615.71,1354.51,3599.72,1125.21,520.97,5666.7,281.605
TCGA-18-3412-01,79.0297,105.634,11512.9,999.605,2710.88,1879.89,579.812,51083.3,2746.09
TCGA-18-3414-01,42.8281,321.58,8954.03,1487.51,2259.18,1307.73,1086.21,18759.5,2088.98
TCGA-18-3415-01,853.179,591.908,3163.01,1341.03,4265.32,1188.44,886.705,9326.01,2264.16
TCGA-18-3416-01,1097.95,2566.34,7536.13,1269.78,4203.78,1145.93,890.41,22292.1,416.752
TCGA-18-3417-01,63.2911,158.803,9628.31,1446.49,1135.79,1462.6,493.671,9874.57,563.866
TCGA-18-3419-01,70.0134,470.815,6866.89,618.959,2104.97,1516.96,983.738,25507.2,847.263
TCGA-18-3421-01,195.011,903.061,2260.2,1104.88,2095.8,1085.03,739.229,12650.2,2159.3
TCGA-18-4083-01,1032.8,352.397,2148.44,3927.6,2372.58,1594.2,912.952,7100.08,1545.84
TCGA-18-4086-01,249.484,252.256,5264.91,1146.83,3710.19,1725.4,748.453,14720.0,515.997
TCGA-18-4721-01,629.699,593.985,1790.41,1920.11,3828.95,1593.98,831.767,1825.19,2326.13
TCGA-18-5592-01,51.8674,315.953,1461.42,80121.9,4888.69,1247.01,1157.15,5717.1,3970.05
TCGA-21-1071-01,117.478,239.388,3081.9,1345.43,2435.55,3202.48,661.864,5286.05,2462.6
TCGA-21-1072-01,105.454,120.061,2090.92,4102.02,2488.51,3386.3,616.338,5022.26,4045.74
TCGA-21-1075-01,220.641,12.8114,2574.02,2114.2,3294.31,2208.9,782.206,2258.36,204.626
TCGA-21-1076-01,144.836,525.129,5444.0,1347.8,2330.83,1198.65,840.522,10639.9,1894.74
TCGA-21-1079-01,294.903,57.6985,294.048,3922.18,2049.79,1083.02,1301.85,6404.53,1751.9
TCGA-21-1080-01,42.6045,414.389,2039.79,5096.82,2219.05,1191.32,2075.96,50718.6,1816.32
TCGA-21-1081-01,21.2667,67.8382,5925.88,4018.54,2069.07,994.153,1296.46,16971.7,489.673
TCGA-21-1082-01,29.6296,357.585,4586.1,705.81,3079.05,1267.99,1669.0,23218.3,3689.5
TCGA-21-5782-01,26.9663,232.584,2393.26,1953.79,3248.31,1306.74,2210.11,18521.3,2588.76
TCGA-21-5783-01,28.7406,76.0611,3828.31,3898.21,1008.54,1205.66,894.153,3228.24,2788.42
TCGA-21-5784-01,22.5589,352.98,7639.06,1264.16,3078.18,602.013,1193.85,35094.5,716.576
TCGA-21-5786-01,26.9315,191.214,1617.24,1493.01,1316.28,2859.79,1361.39,3347.92,2447.4
TCGA-21-5787-01,59.9415,2571.64,1617.69,240.132,1552.63,1033.63,733.553,4379.02,1866.23
TCGA-22-0940-01,139.865,1160.06,4636.13,1093.86,1650.71,1460.36,290.202,12201.2,704.188
TCGA-22-0944-01,46.4118,81.0617,10554.9,2578.62,3342.61,1802.43,1192.72,9088.77,2289.76
TCGA-22-1000-01,81.9037,580.409,4104.93,1983.74,1747.43,1051.47,1187.83,25642.1,1476.48
TCGA-22-1002-01,52.6082,262.571,3674.12,4018.82,1651.99,1110.88,1016.46,10516.0,637.404
TCGA-22-1005-01,71.298,1597.81,4305.3,468.007,1124.31,893.967,731.261,5391.22,1493.6
TCGA-22-1011-01,86.5014,383.471,4641.32,3922.84,2348.76,1607.71,1476.03,44079.3,1965.84
TCGA-22-1012-01,66.2215,215.915,7385.64,2151.34,3634.95,2019.48,1467.45,8834.17,372.287
TCGA-22-1016-01,81.5174,125.504,4291.36,1569.4,1201.78,786.925,739.306,9147.3,1710.65
TCGA-22-1017-01,492.723,308.048,15113.3,1772.34,1588.43,1743.81,886.361,4902.94,1884.14
TCGA-22-4591-01,45.9841,141.018,6121.4,2452.77,2051.2,1736.66,624.463,6849.17,413.55
TCGA-22-4593-01,37.0173,144.874,630.892,38212.0,2604.26,1119.31,1084.95,2213.32,422.637
TCGA-22-4594-01,53.7822,348.929,11241.8,243.55,794.053,1780.5,355.925,2294.27,1740.71
TCGA-22-4595-01,63.4015,229.789,3097.28,2888.57,2099.3,2634.35,1081.85,3559.88,1144.25
TCGA-22-4596-01,420.487,404.546,9180.91,1490.66,1519.96,1329.1,991.332,3746.9,1197.7
TCGA-22-4599-01,175.341,1172.02,1501.93,4445.64,3352.24,2206.76,657.529,560.63,2010.65
TCGA-22-4601-01,110.434,167.555,8969.54,1088.34,1996.19,1396.04,646.611,21342.7,3110.43
TCGA-22-4604-01,319.018,377.301,1920.55,1593.24,2494.48,1451.84,966.258,5692.33,577.914
TCGA-22-4605-01,147.714,98.1031,8463.35,2058.26,3280.67,1489.08,859.801,19602.7,577.801
