sampleId,CD274,CD8A,CLDN4,EGFR,KEAP1,KRAS,STK11,TACSTD2,TP53
TCGA-22-4607-01,21.9903,82.7432,11634.4,869.545,7535.59,1036.9,505.777,49731.6,2028.7
TCGA-22-4609-01,177.348,671.414,7906.41,4250.86,2167.85,1388.95,950.831,6457.44,605.629
TCGA-22-4613-01,81.4159,401.77,2253.1,1464.59,4000.0,1316.81,1069.03,9494.69,2118.58
TCGA-22-5471-01,84.5628,1653.11,6240.01,929.824,3321.34,2987.77,1249.37,8860.38,3442.25
TCGA-22-5472-01,33.0205,139.034,12558.2,2982.96,2599.24,1170.32,1294.06,36237.1,2322.91
TCGA-22-5473-01,690.903,137.031,3631.79,5992.6,4251.79,2716.66,1222.74,3742.95,390.33
TCGA-22-5474-01,620.011,796.337,9141.88,887.914,7192.18,1941.5,677.146,10410.9,3140.79
TCGA-22-5477-01,638.16,284.897,3310.63,2052.5,6249.55,5396.67,1652.46,2588.25,2945.93
TCGA-22-5478-01,20.7949,110.555,10048.2,2715.42,1393.0,1091.6,915.504,5337.19,1422.74
TCGA-22-5479-01,161.136,223.727,2084.12,1353.44,3979.58,1397.85,1215.4,4142.94,419.931
TCGA-22-5480-01,195.002,199.088,994.893,2835.15,2394.5,868.795,1443.73,811.33,5120.99
TCGA-22-5481-01,353.252,549.551,285.986,23.2681,1860.18,1153.25,1217.98,154.839,4693.39
TCGA-22-5482-01,29.9719,63.0659,4990.32,3059.3,4129.88,1313.14,1048.39,11758.0,2889.48
TCGA-22-5483-01,46.7182,304.735,12049.3,109.797,5838.35,1492.37,686.069,2748.78,527.18
TCGA-22-5485-01,132.439,87.0558,1912.66,1619.46,272.585,1457.69,1733.98,2363.64,5996.86
TCGA-22-5489-01,269.975,485.345,1806.54,3045.97,2457.23,925.236,1084.48,865.14,663.803
TCGA-22-5491-01,76.9625,180.262,12111.2,1582.55,4043.31,1790.62,830.785,26923.7,1704.29
TCGA-22-5492-01,117.457,446.598,3961.7,3427.12,1128.89,1314.47,883.538,10092.2,453.123
TCGA-22-A5C4-01,18.7996,108.354,3282.76,2324.97,776.596,893.837,1216.16,2580.68,194.149
TCGA-33-4532-01,38.684,83.8756,3418.29,1429.09,536.153,1521.69,706.435,7562.55,4602.68
TCGA-33-4533-01,14.356,196.062,1246.1,1020.91,1745.28,1132.49,878.589,1265.79,227.646
TCGA-33-4538-01,476.381,198.959,4716.57,2132.89,4700.16,2423.54,1274.62,10892.3,4214.97
TCGA-33-4547-01,13.7431,43.8892,3287.7,1358.34,1871.72,1686.85,705.33,13612.3,1507.3
TCGA-33-4566-01,103.239,623.482,1271.26,1270.24,1789.47,1959.51,81.9838,8392.71,2315.79
TCGA-33-4582-01,4.4839,103.536,2559.06,3083.66,1224.09,2369.51,710.079,5821.26,896.363
TCGA-33-4583-01,423.215,406.019,8069.74,770.958,5700.5,1131.12,826.367,20900.9,4727.97
TCGA-33-4586-01,407.985,40.6234,3040.8,2316.93,7584.66,2551.22,718.263,2368.41,2471.37
TCGA-33-4587-01,18.1867,83.9797,5695.11,1268.21,1156.19,1410.27,832.041,2346.08,6375.5
TCGA-33-4589-01,413.606,718.242,5278.15,1799.51,2227.57,1158.94,449.729,16615.9,99.3377
TCGA-33-6738-01,13.5646,116.097,32345.7,1098.33,2920.79,1541.58,1002.99,29650.3,223.019
TCGA-33-A4WN-01,102.8,90.4,9985.2,2367.98,3363.2,2006.0,1154.0,22500.8,2578.8
TCGA-33-A5GW-01,133.511,22.8183,6970.26,1963.34,5475.91,1540.48,1574.95,20336.4,723.389
TCGA-33-AAS8-01,86.0927,65.3422,1993.82,1290.5,4970.86,1793.38,1818.98,920.53,2183.22
TCGA-33-AASB-01,7.2296,38.5581,5980.92,838.988,3319.21,16208.9,480.37,7944.17,2129.53
TCGA-33-AASD-01,32.287,63.2287,3929.15,2921.48,2467.71,1583.41,727.803,11108.1,765.919
TCGA-33-AASI-01,42.4081,411.712,3765.48,1359.4,1643.9,1146.2,1058.43,13464.0,3253.64
TCGA-33-AASJ-01,289.538,153.771,12996.6,520.195,3727.49,1418.49,1847.2,31111.4,425.791
TCGA-33-AASL-01,53.9117,152.44,11441.1,1256.66,3659.8,1705.96,905.964,12008.1,1542.37
TCGA-34-2596-01,1234.23,165.532,1286.51,6290.58,6220.89,2171.16,1507.21,1197.2,459.207
TCGA-34-2600-01,10.2166,66.2035,33801.4,2582.72,3030.24,1394.36,2083.78,39474.9,2530.45
TCGA-34-2608-01,59.7391,324.247,5956.64,2038.68,1804.77,1493.84,700.675,12901.8,1664.06
TCGA-34-5231-01,41.9403,428.804,356.011,6950.69,3174.45,1769.69,2475.93,705.755,345.646
TCGA-34-5232-01,50.9686,361.932,6702.65,1664.86,2936.66,1432.0,1214.3,47778.2,1950.09
TCGA-34-5234-01,45.8078,913.701,5017.18,478.119,1777.91,958.691,725.153,11629.9,631.493
TCGA-34-5236-01,27.8931,127.733,4236.65,5572.83,2035.97,1176.16,877.746,5450.0,1488.07
TCGA-34-5239-01,172.408,875.228,5273.74,4480.43,2240.59,1397.87,1311.66,6069.83,865.572
TCGA-34-5240-01,224.119,156.556,8260.44,1036.68,6276.06,1558.3,661.823,23783.1,1521.25
TCGA-34-5241-01,71.6831,441.836,9120.94,1030.79,1830.22,1857.89,722.7,21861.2,460.7
TCGA-34-5927-01,9.5465,76.6447,3317.81,2273.41,2684.47,1688.36,1242.68,3675.12,423.864
TCGA-34-5928-01,55.1913,230.344,5033.35,4347.78,1083.98,1350.36,555.106,4444.04,3356.41
TCGA-34-5929-01,27.69,85.2772,1684.27,1556.24,2318.94,1027.34,1383.7,717.733,7873.19
TCGA-34-7107-01,507.2,130.552,1214.07,3458.54,6135.96,2007.85,1625.97,6139.8,3955.67
TCGA-34-8454-01,50.7845,453.344,1331.54,3538.37,2492.98,877.787,1712.63,20133.8,1538.81
TCGA-34-8455-01,30.6807,151.965,1214.29,4502.35,2139.98,906.999,1251.68,15460.7,1122.72
TCGA-34-8456-01,201.75,177.693,6582.29,2350.98,3469.66,1036.09,705.85,5424.28,1385.46
TCGA-34-A5IX-01,37.1622,163.288,3363.18,2568.68,2586.71,560.811,1594.59,24203.3,1347.41
TCGA-37-3783-01,68.3102,1206.99,9702.11,916.282,1920.9,920.39,129.944,14248.1,717.514
TCGA-37-3789-01,53.3804,534.982,5613.97,13512.2,1549.21,1157.1,635.463,11976.1,223.334
TCGA-37-3792-01,726.227,670.245,6857.36,1073.23,1532.21,1102.76,748.85,25579.4,1953.22
TCGA-37-4129-01,7.5512,231.571,4058.97,171.521,1817.69,1130.53,820.568,26.2496,375.045
TCGA-37-4130-01,65.4018,3940.15,1474.01,131.421,1040.26,2044.73,149.314,54.2959,1207.47
TCGA-37-4132-01,62.4164,886.759,2994.2,24.0749,1577.8,1144.45,451.627,1916.63,1275.52
TCGA-37-4133-01,387.182,378.869,18724.7,427.431,2453.02,1110.8,424.806,52174.1,1869.85
TCGA-37-4135-01,25.6142,216.937,9683.74,89.3884,1638.79,1766.34,555.149,8216.94,381.077
TCGA-37-4141-01,65.8786,802.832,2790.11,23.2111,2129.28,627.724,711.353,4458.58,2287.32
TCGA-37-5819-01,19.6597,317.958,6023.44,22.6843,2664.27,1143.67,346.314,378.072,2191.3
TCGA-37-A5EL-01,4.0013,123.708,3307.1,6797.45,2742.58,1359.79,1790.6,6669.56,1982.66
TCGA-37-A5EN-01,60.0,252.857,5327.86,1053.56,1727.86,1924.29,640.714,8243.57,1485.71
TCGA-39-5011-01,107.34,667.64,7251.17,210.493,1900.15,747.955,689.337,7471.18,3257.51
TCGA-39-5016-01,935.0,557.5,9136.79,2552.5,6103.21,1271.07,861.429,24856.1,2402.5
TCGA-39-5019-01,112.177,320.578,10866.3,1829.21,1758.94,2273.21,709.959,6365.95,418.297
TCGA-39-5021-01,124.549,493.027,3529.23,407.755,2477.54,6054.83,746.259,1971.07,2178.83
TCGA-39-5022-01,228.268,1247.0,4563.92,587.467,2989.59,1333.43,710.933,7496.38,851.339
TCGA-39-5024-01,33.286,195.733,3173.27,3061.73,2934.29,1138.27,1529.17,19975.6,491.325
TCGA-39-5027-01,68.2226,73.6086,5040.99,19133.3,4622.68,1851.59,1196.59,4210.35,2461.4
TCGA-39-5028-01,65.0542,266.472,4133.03,2651.79,2025.02,1111.76,1073.81,26220.6,1086.74
TCGA-39-5029-01,18.6716,537.197,7695.81,2431.19,1736.85,943.304,873.286,15362.4,353.982
TCGA-39-5030-01,234.459,971.155,3384.85,3476.78,2433.44,876.138,1313.59,2580.29,866.883
TCGA-39-5031-01,44.2478,349.365,4490.19,2199.3,2694.88,1183.92,1494.04,6517.89,535.206
TCGA-39-5034-01,36.5707,224.221,7627.7,268.585,2070.14,2745.2,258.393,2699.04,302.158
TCGA-39-5035-01,1141.69,1105.72,3137.33,963.482,4061.04,3642.51,875.749,23028.9,2687.19
TCGA-39-5036-01,97.7938,272.237,11265.3,1689.98,5335.31,1631.84,1148.68,33018.4,242.106
TCGA-39-5037-01,67.5845,45.0563,3063.0,1211.93,4589.9,2191.91,675.428,5992.49,2385.48
TCGA-39-5039-01,22.1477,313.423,5823.49,1361.07,2214.77,734.228,926.174,15305.4,690.604
TCGA-39-5040-01,139.665,130.043,15411.9,29232.5,888.889,2582.56,762.57,1943.82,430.478
TCGA-43-2576-01,33.4467,361.111,13202.9,725.051,1447.85,1041.95,1160.43,14599.2,1337.87
TCGA-43-2578-01,29.5231,343.3,4901.97,150.265,1844.44,1674.49,1006.81,2521.2,731.264
TCGA-43-2581-01,69.8344,319.295,3332.97,2848.44,1511.52,1520.16,1187.18,4578.47,1336.57
TCGA-43-3394-01,134.085,97.0299,3944.61,2906.69,2116.7,6308.09,582.561,9997.13,484.767
TCGA-43-3920-01,46.1662,707.119,4595.13,545.309,1670.67,2039.08,314.935,5597.99,1613.53
TCGA-43-5668-01,121.316,855.278,6059.21,1030.13,1466.87,1073.65,624.514,8238.94,2547.37
TCGA-43-5670-01,9.3223,20.4374,5690.57,1565.77,2142.34,1394.05,869.846,26036.2,1873.43
TCGA-43-6143-01,68.2146,60.6599,3276.08,3235.18,2332.19,1192.53,650.817,5783.14,2792.36
TCGA-43-6647-01,407.751,199.569,450.061,3184.49,1133.39,1781.9,1232.61,2938.87,1812.22
TCGA-43-6770-01,317.995,64.9068,1828.77,3304.62,4107.53,2753.69,765.803,5840.88,4460.64
TCGA-43-6771-01,183.424,205.163,5330.16,6436.88,909.511,1220.65,1623.64,17501.4,2006.25
TCGA-43-6773-01,179.677,705.012,4996.99,1353.6,3269.24,900.027,1199.67,8781.16,2125.99
TCGA-43-7656-01,175.901,647.036,2393.65,1429.25,1187.14,944.595,883.766,2741.57,2731.89
TCGA-43-7657-01,12.2395,58.8819,3190.21,11691.2,1887.2,1243.47,1012.24,5917.3,3862.06
TCGA-43-7658-01,59.1517,938.63,5280.1,221.012,2238.89,1884.52,1314.51,805.001,5925.66
TCGA-43-8115-01,85.2671,656.233,2145.17,1211.0,1853.75,1404.75,784.134,5935.78,1136.54
TCGA-43-8116-01,18.7354,190.867,2374.12,3165.08,2593.09,2393.44,1665.11,5916.86,2568.5
TCGA-43-8118-01,25.369,124.539,3242.62,2844.06,2086.25,1216.33,968.635,11826.1,1157.75
TCGA-43-A474-01,40.6977,6.6445,2541.53,1851.31,3708.47,2021.59,903.654,8431.06,255.399
TCGA-43-A475-01,697.179,1866.05,4593.01,2285.81,4511.35,1833.72,909.814,8635.15,1711.86
TCGA-43-A56U-01,74.1788,678.925,4505.42,1308.03,1590.44,974.383,946.095,11126.2,793.965
TCGA-43-A56V-01,29.3852,73.7208,5678.05,2167.11,1254.8,3852.04,798.041,10697.8,1223.35
TCGA-46-3765-01,63.1579,227.569,4569.92,2196.48,2349.87,1842.11,623.559,10273.2,1047.12
TCGA-46-3766-01,72.0257,688.103,4828.94,1107.39,1312.54,1459.81,574.277,5614.15,1451.45
TCGA-46-3767-01,48.1317,258.898,3855.6,2919.32,1241.8,2002.28,606.46,7958.45,2093.98
TCGA-46-3768-01,102.314,113.392,7921.8,715.543,5397.2,2002.93,1116.32,5989.9,2628.54
TCGA-46-3769-01,114.205,523.793,9230.53,10941.8,2403.24,1229.82,876.983,10654.6,237.575
TCGA-46-6025-01,317.232,108.101,2452.48,11192.7,1340.66,1252.0,998.169,8030.06,2888.93
TCGA-46-6026-01,3.1431,90.2922,2891.92,488.018,1611.83,1386.38,1860.42,3917.99,3149.94
TCGA-51-4079-01,268.192,278.229,6697.58,2040.35,3476.86,2095.75,895.714,28939.1,418.749
TCGA-51-4080-01,73.3774,103.363,3110.43,24792.7,4168.05,1382.18,823.732,8260.96,1907.11
TCGA-51-4081-01,63.4718,26.8371,3782.32,2154.6,3729.07,2902.24,855.378,4111.61,3721.41
TCGA-52-7622-01,816.609,476.067,7149.65,1353.49,3162.92,1813.73,1000.0,7447.23,1295.85
TCGA-52-7809-01,22.792,184.408,6156.61,991.753,1398.95,1376.5,866.097,3063.8,3172.24
TCGA-52-7810-01,32.7027,11.7882,7260.39,734.655,2581.61,1583.42,807.681,15461.2,219.032
TCGA-52-7811-01,68.0544,169.115,7511.16,1624.78,1992.97,1581.92,782.285,13534.3,394.375
TCGA-52-7812-01,415.268,872.902,9433.25,1509.16,2775.78,1843.72,1294.56,5613.91,2497.6
TCGA-56-1622-01,778.43,50.9402,17110.7,692.067,1674.26,2727.29,922.097,15385.5,3307.13
TCGA-56-5897-01,51.4306,373.778,4101.41,2517.2,2750.09,1219.12,1024.27,10835.2,747.555
TCGA-56-5898-01,42.4201,133.82,12846.7,1329.45,2012.11,2089.95,889.073,15276.0,1914.59
TCGA-56-6545-01,162.417,230.044,449.002,32271.8,1479.49,2622.23,819.013,3995.84,3567.07
TCGA-56-6546-01,73.4297,883.81,3508.99,202.595,1373.64,1432.32,747.567,1146.86,2790.33
TCGA-56-7221-01,14.1456,41.1509,3937.31,3842.58,1683.33,2084.55,1019.13,6808.23,2141.13
TCGA-56-7222-01,14.6802,10.8354,6386.58,5076.4,1314.23,1710.24,886.403,11847.6,235.582
TCGA-56-7223-01,16.3723,35.545,4047.82,147.35,3049.12,7458.42,554.287,1539.21,2697.97
TCGA-56-7579-01,10.9842,17.1353,11101.1,3717.76,1724.08,970.562,689.367,24205.2,705.624
TCGA-56-7580-01,12.9672,122.807,2485.89,1680.77,2511.06,1673.91,1000.38,11118.6,601.831
TCGA-56-7582-01,65.091,189.074,6090.66,4252.02,4132.25,1744.54,644.711,6472.94,378.665
TCGA-56-7730-01,119.501,46.5852,8677.0,711.668,3895.18,1759.1,1098.3,6211.53,2571.56
TCGA-56-7731-01,65.1163,167.829,6057.75,803.058,2093.8,1303.88,1318.6,18708.9,1479.46
TCGA-56-7822-01,29.2826,71.4014,5435.73,4111.55,1381.9,2059.81,931.427,34792.5,1189.35
TCGA-56-7823-01,49.0724,70.018,5575.1,3181.31,4067.03,1746.86,1857.57,8923.4,189.707
TCGA-56-8082-01,60.3555,22.3233,6740.39,2613.83,1629.19,1663.5,798.264,8164.12,4030.18
TCGA-56-8083-01,4.6416,105.725,3563.69,2053.1,1106.24,1091.28,890.15,1842.19,560.082
TCGA-56-8201-01,184.68,950.919,419.103,2534.19,1490.14,1190.1,1059.4,4887.95,3298.85
TCGA-56-8304-01,87.9341,176.425,2423.75,3485.6,2836.15,1951.8,1371.88,25994.0,2407.06
TCGA-56-8305-01,15.544,34.1969,2514.51,1175.6,2562.69,1409.84,1252.33,7668.91,2495.85
TCGA-56-8307-01,264.331,195.177,6881.26,3224.29,2847.59,825.751,1606.92,2678.8,357.143
TCGA-56-8308-01,274.971,138.921,12233.6,3226.13,3435.13,2243.4,1217.57,42872.6,1776.12
TCGA-56-8309-01,281.25,964.897,6786.39,2704.18,3047.52,1134.42,1319.35,5000.0,1786.82
TCGA-56-8503-01,78.7097,238.71,2543.87,1263.86,1752.9,1325.16,1126.45,9869.68,1953.55
TCGA-56-8504-01,40.9849,319.315,3862.36,3505.1,2874.45,1725.65,1080.9,7214.56,2802.26
TCGA-56-8622-01,85.7951,28.7666,4819.67,3575.1,2245.31,817.072,1734.07,28959.4,805.465
TCGA-56-8623-01,190.957,486.517,5525.7,685.621,1330.18,893.198,1007.9,5911.53,681.711
TCGA-56-8624-01,14.0515,114.754,2612.41,4233.0,1479.51,1659.84,1312.06,14343.7,680.328
TCGA-56-8625-01,187.927,765.354,4067.72,890.284,2131.23,2236.75,1229.92,4448.82,1567.98
TCGA-56-8626-01,20.4358,75.1315,1860.26,7514.92,2229.9,1117.36,1324.72,11130.3,1096.32
TCGA-56-8628-01,48.1884,304.437,4278.0,1869.12,1985.93,1317.53,1667.32,9480.08,624.748
TCGA-56-8629-01,18.2536,166.256,5888.51,1078.93,2667.98,2364.08,1141.1,13225.9,1401.58
TCGA-56-A49D-01,100.201,560.123,4745.51,1299.51,1355.22,872.75,1035.58,11784.6,1179.36
TCGA-56-A4BW-01,32.445,246.234,1359.79,7058.96,2283.89,2054.46,997.683,13386.4,1526.65
TCGA-56-A4BX-01,51.3942,89.1612,9247.07,4993.69,5336.04,2022.28,1869.27,14272.8,153.404
TCGA-56-A4BY-01,171.531,250.7,9761.3,1438.18,2746.1,2131.15,984.406,26770.9,1012.0
TCGA-56-A4ZJ-01,50.5141,148.86,6883.77,1177.36,1186.86,1438.09,1639.7,16156.5,669.647
TCGA-56-A4ZK-01,393.373,270.178,9417.59,2776.08,3184.37,1190.31,957.094,25981.3,500.85
TCGA-56-A5DR-01,40.4085,154.973,11798.0,2159.39,421.403,1367.67,834.813,13607.9,1944.49
TCGA-56-A5DS-01,24.5123,194.597,4931.97,2019.49,2147.57,1249.62,1195.1,16588.3,958.479
TCGA-56-A62T-01,32.6809,36.4811,2921.52,5269.76,2159.22,1365.76,807.524,13462.7,275.508
TCGA-58-8386-01,111.031,133.156,1622.86,33004.3,1754.79,1534.36,1276.25,3226.88,1070.57
TCGA-58-8387-01,737.892,492.654,893.887,879.354,2736.8,2511.88,1298.75,12929.4,314.166
TCGA-58-8388-01,51.6062,414.398,2444.07,5515.61,1315.96,737.453,1121.4,4426.27,602.245
TCGA-58-8390-01,38.0132,128.726,4223.79,1910.99,1285.11,951.626,1013.4,2684.25,2659.2
TCGA-58-8391-01,196.491,101.868,8218.22,4080.98,4732.54,938.087,1288.06,15791.7,2816.53
TCGA-58-8392-01,153.025,58.6947,5638.88,21159.7,4395.81,1734.01,1293.38,6506.3,2147.39
TCGA-58-8393-01,280.191,711.555,7901.39,2557.28,3525.63,1141.18,1122.07,14591.2,1589.05
TCGA-58-A46J-01,45.679,165.432,1215.64,1454.85,1587.65,1167.9,2057.2,11367.9,2985.19
TCGA-58-A46K-01,689.605,272.328,3841.87,1772.31,2194.0,2183.02,979.502,4680.09,3007.32
TCGA-58-A46L-01,87.6928,456.607,2287.27,28307.3,4997.88,1706.99,637.436,5416.69,890.535
TCGA-58-A46M-01,542.325,518.623,1761.85,610.0,3885.44,1060.95,1011.29,1869.64,202.596
TCGA-58-A46N-01,310.337,72.4739,2007.9,1807.6,5908.01,1877.82,2115.21,12819.5,129.152
TCGA-60-2695-01,66.1511,524.272,6001.32,397.558,2122.76,2260.33,1183.48,4646.7,825.078
TCGA-60-2697-01,96.2596,812.979,3852.19,898.055,1434.16,988.193,615.412,7182.69,1311.22
TCGA-60-2698-01,97.4576,816.384,2518.01,3988.98,2669.14,2960.45,1372.88,12253.5,618.644
TCGA-60-2703-01,29.2648,64.2398,2507.49,37804.6,872.234,2863.67,498.216,6775.87,2112.78
TCGA-60-2704-01,148.552,494.923,1536.29,5969.33,1239.19,1737.87,594.584,3193.68,666.792
TCGA-60-2706-01,56.3923,473.695,12768.2,34.5189,2920.78,4340.84,1088.88,2458.36,352.025
TCGA-60-2707-01,59.6414,124.405,14696.7,3319.03,1651.66,1407.24,832.784,33897.5,1012.44
TCGA-60-2708-01,176.089,41.7053,1987.95,4497.12,2219.18,1260.43,1079.24,3431.42,583.874
TCGA-60-2709-01,439.477,830.378,5362.84,1203.68,3083.99,1803.81,1115.71,3443.91,1679.5
TCGA-60-2710-01,90.2734,400.509,5652.89,3591.85,4002.22,1605.53,1290.21,14838.8,2275.91
TCGA-60-2711-01,24.568,427.156,6471.21,1536.3,2026.7,1465.24,1100.65,9534.03,302.678
TCGA-60-2713-01,127.613,482.384,1547.57,2480.19,2225.57,1389.57,1015.12,6944.66,529.263
TCGA-60-2714-01,474.455,387.943,14314.7,4869.17,1193.8,795.3,1197.89,5229.22,1939.03
TCGA-60-2716-01,24.8407,29.6798,3801.92,1441.41,2882.49,1268.49,1656.91,23835.1,6598.92
TCGA-60-2719-01,38.2137,194.404,1999.24,1593.73,2958.83,1535.83,1714.46,11742.2,3516.57
TCGA-60-2720-01,16.5654,364.44,6952.51,429.591,1443.4,1220.87,908.89,14024.3,2113.75
TCGA-60-2721-01,61.4305,999.321,5054.51,2301.06,3327.81,1561.19,774.337,9920.43,431.97
TCGA-60-2722-01,330.124,94.5198,12641.0,2785.18,3193.17,1932.1,997.67,13955.6,1687.46
TCGA-60-2723-01,1086.15,651.305,4399.66,1702.64,3193.04,1833.44,661.631,2280.52,492.208
TCGA-60-2724-01,25.922,35.8334,2040.22,1954.82,1866.77,1070.05,1022.4,9083.77,987.325
TCGA-60-2725-01,276.44,889.032,3705.19,2088.11,2644.1,1570.18,1061.97,5912.29,577.208
TCGA-60-2726-01,16.4908,362.314,2316.96,781.361,1777.13,1485.15,1508.91,9015.16,176.549
TCGA-63-5128-01,87.6832,49.3218,3745.72,7814.13,1949.86,4921.22,1229.76,6167.97,345.801
TCGA-63-5131-01,28.9996,89.8182,3086.85,2437.57,1932.9,1634.85,1081.04,9467.16,1772.2
TCGA-63-6202-01,380.521,1240.87,8042.16,2174.4,1461.45,1189.3,1603.62,476.697,1590.73
TCGA-63-7020-01,60.063,394.882,7382.0,3974.81,1728.41,1377.62,824.269,16813.8,1347.58
TCGA-63-7021-01,237.335,240.215,6554.36,3048.45,3098.03,1175.73,1219.51,24415.0,982.175
TCGA-63-7022-01,43.3751,267.067,1010.64,2682.43,2158.22,953.634,1146.96,5286.81,2194.78
TCGA-63-7023-01,19.8981,270.994,6884.28,4654.2,2386.83,16936.6,1678.55,2227.64,114.177
TCGA-63-A5M9-01,414.172,190.602,1282.68,1309.54,4362.64,3066.31,680.94,1798.41,1058.36
TCGA-63-A5MB-01,89.8682,234.608,4559.08,1516.08,4585.44,4003.89,544.826,4146.47,1245.19
