gene,counts_bg,counts_fg,freq_bg,freq_fg,n_cells_with_min_umis_above_thresh,log2_FC,p.value,adj.p.value,neglog10_p,neglog10_padj
MXRA8,5.0,7.0,1.3672207191909117e-07,1.6613102070092197e-07,12,0.036850332709576,0.77586,0.8386437032685323,0.11021663790775618,0.07642250945711974
AURKAIP1,4347.0,5489.0,0.00011886616932645785,0.0001302704532324801,5826,0.13111769220611996,2e-05,7.137566137566138e-05,4.698970004336019,4.1464498545013395
CCNL2,774.0,893.0,2.116457673307531e-05,2.119357164084619e-05,1530,0.0018860487708848039,0.97816,1.0,0.009590100801655583,-0.0
MRPL20,4398.0,4728.0,0.00012026073446003258,0.00011220963798199415,5706,-0.09911568008408107,0.00164,0.004499715254237288,2.785156151952302,2.3468149678749173
RP4-758J18.13,6.0,8.0,1.6406648630290938e-07,1.8986402365819652e-07,14,0.03162325243606079,0.79148,0.8505814328960646,0.10156005490065186,0.07028410161117064
ANKRD65,18.0,10.0,4.921994589087281e-07,2.3733002957274567e-07,27,-0.2702100325989294,0.07316,0.13037363276089828,1.1357263031956206,0.8848102330237892
VWA1,10.0,22.0,2.7344414383818234e-07,5.221260650600405e-07,31,0.2573521691297348,0.10056,0.17164332349219738,0.9975747353220987,0.7653730849087201
ATAD3C,62.0,162.0,1.6953536917967304e-06,3.84474647907848e-06,215,0.8459465729224399,0.0,0.0,300.0,300.0
ATAD3B,203.0,208.0,5.550916119915101e-06,4.9364646151131095e-06,394,-0.14209266765110357,0.24642,0.35346343659176294,0.6083240467627039,0.45165550437828733
ATAD3A,251.0,246.0,6.863448010338376e-06,5.838318727489543e-06,468,-0.20152038554235815,0.08122,0.14280013033278305,1.0903370148459819,0.8452713961818146
SSU72,4415.0,4039.0,0.0001207255895045575,9.585759894443197e-05,5706,-0.32969534270283524,0.0,0.0,300.0,300.0
RP5-832C2.5,100.0,94.0,2.734441438381823e-06,2.230902277983809e-06,189,-0.20895535934097545,0.16402,0.2546374635568513,0.7851031924397796,0.5940777003717748
C1orf233,73.0,48.0,1.996142250018731e-06,1.1391841419491792e-06,118,-0.4860454456043892,0.00232,0.006185953353538016,2.6345120151091,2.2085933592079483
RP11-345P4.9,97.0,97.0,2.6524081952303684e-06,2.302101286855633e-06,192,-0.14546363738478058,0.32586,0.4445615721701612,0.4869689468237289,0.35206808035886067
MIB2,450.0,540.0,1.2304986472718205e-05,1.2815821596928266e-05,918,0.05435431508297882,0.54118,0.6533486844460354,0.2666582616866378,0.18485497903887918
MMP23B,76.0,65.0,2.0781754931701856e-06,1.5426451922228468e-06,124,-0.27574532665075585,0.1715,0.2644846048319488,0.7657358756212107,0.5775996023853922
CDK11B,534.0,519.0,1.4601917280958936e-05,1.23174285348255e-05,989,-0.22840779020000107,0.00696,0.01678812730957206,2.157390760389438,1.7749977460584152
RP11-345P4.10,23.0,21.0,6.289215308278194e-07,4.983930621027658e-07,44,-0.12050098264878095,0.44622,0.5660269370611836,0.3504509681288725,0.2471629003688675
SLC35E2B,472.0,525.0,1.2906563589162206e-05,1.2459826552569148e-05,935,-0.0471061446476805,0.58822,0.6966714486391571,0.2304602131815975,0.15697198758879366
RP11-345P4.7,12.0,6.0,3.2813297260581876e-07,1.423980177436474e-07,18,-0.2173342153117253,0.09988,0.17061217288536212,1.0005214663206898,0.7679899858980291
CDK11A,636.0,614.0,1.7391047548108395e-05,1.4572063815766584e-05,1161,-0.240043495423804,0.00262,0.006914790661275596,2.5816987086802548,2.1602209632089036
SLC35E2,34.0,54.0,9.297100890498199e-07,1.2815821596928265e-06,86,0.24165048634670339,0.14484,0.22888226474033582,0.839111483855026,0.6403878579318889
NADK,627.0,562.0,1.714494781865403e-05,1.3337947661988307e-05,1049,-0.33972937688334853,6e-05,0.00020463509185909322,4.221848749616356,3.6890198892262247
GNB1,2248.0,2165.0,6.147024353482339e-05,5.1381951402499434e-05,3197,-0.25409934824133146,0.0,0.0,300.0,300.0
RP1-140A9.1,11.0,7.0,3.0078855822200055e-07,1.6613102070092197e-07,18,-0.15765658088097903,0.23668,0.34218489568448124,0.6258384393950257,0.4657391644783091
TMEM52,21.0,41.0,5.742327020601828e-07,9.730531212482572e-07,59,0.32578098394640237,0.05602,0.1051251692478902,1.2516568955124505,0.9782932919943584
CFAP74,20.0,25.0,5.468882876763647e-07,5.933250739318641e-07,45,0.042671626135919065,0.76678,0.8325263347105222,0.11532922339297676,0.07960201987741325
RP11-547D24.1,37.0,8.0,1.0117433322012746e-06,1.8986402365819652e-07,45,-0.7576495376149613,0.0,0.0,300.0,300.0
PRKCZ,150.0,164.0,4.101662157572735e-06,3.892212484993029e-06,305,-0.06048029765804818,0.64794,0.7393180275177624,0.1884652084432373,0.1311687038443713
RP5-892K4.1,114.0,90.0,3.1172632397552785e-06,2.135970266154711e-06,202,-0.3927738106629203,0.00832,0.019679158386908237,2.079876673709276,1.7059934788588098
RP11-181G12.2,2.0,3.0,5.4688828767636465e-08,7.11990088718237e-08,5,0.022409116264320638,1.0,1.0,-0.0,-0.0
FAAP20,2374.0,2336.0,6.491563974718448e-05,5.544029490819339e-05,3635,-0.2238952866293994,0.0,0.0,300.0,300.0
SKI,680.0,400.0,1.8594201780996397e-05,9.493201182909826e-06,985,-0.9009719312643919,0.0,0.0,300.0,300.0
MORN1,46.0,47.0,1.2578430616556387e-06,1.1154511389919045e-06,91,-0.09397984677196033,0.57302,0.6828657067137809,0.24183021967649243,0.16566469685684082
RER1,3712.0,3981.0,0.00010150246619273328,9.448108477291005e-05,4960,-0.10237175888755985,0.00406,0.010336449421238047,2.3914739664228057,1.985628616132998
PEX10,359.0,289.0,9.816644763790746e-06,6.85883785465235e-06,619,-0.4608651649358091,2e-05,7.137566137566138e-05,4.698970004336019,4.1464498545013395
PLCH2,53.0,66.0,1.4492539623423664e-06,1.5663781951801213e-06,117,0.06739141509598161,0.67712,0.7653199575490143,0.16933435831694585,0.11615696125516019
PANK4,122.0,123.0,3.336018554825824e-06,2.9191593637447715e-06,242,-0.1458266922693382,0.29928,0.4142223529411765,0.5239223048098514,0.3827664687041075
RP3-395M20.12,322.0,342.0,8.80490143158947e-06,8.116687011387901e-06,614,-0.1049934804222399,0.32938,0.44861037221511746,0.48230277478780953,0.34813068941619113
RP3-395M20.8,175.0,271.0,4.785272517168191e-06,6.431643801421408e-06,419,0.3612964354667691,0.00356,0.009176636942675159,2.4485500020271247,2.037316450044792
TNFRSF14,2214.0,2473.0,6.054053344577356e-05,5.869171631334e-05,3649,-0.04400621316539768,0.32668,0.4454727272727273,0.48587745308353525,0.35117887918607904
RP3-395M20.9,38.0,52.0,1.0390877465850928e-06,1.2341161537782774e-06,90,0.1317803356887591,0.41956,0.5391716372412041,0.377205923260522,0.2682729616389373
FAM213B,127.0,236.0,3.4727406267449155e-06,5.600988697916797e-06,342,0.5615230287217381,2e-05,7.137566137566138e-05,4.698970004336019,4.1464498545013395
MMEL1,30.0,47.0,8.203324315145469e-07,1.1154511389919045e-06,76,0.21676342249694236,0.18252,0.277461663286004,0.7386895398993768,0.5567970146080087
TTC34,19.0,7.0,5.195438732925464e-07,1.6613102070092197e-07,26,-0.3819084382145118,0.0084,0.01983592017738359,2.0757207139381184,1.7025476480413224
LINC00982,2.0,3.0,5.4688828767636465e-08,7.11990088718237e-08,5,0.022409116264320638,1.0,1.0,-0.0,-0.0
PRDM16,4.0,9.0,1.0937765753527293e-07,2.135970266154711e-07,7,0.12953888050146936,0.73578,0.808147874938935,0.13325202135361033,0.09250916472785536
ARHGEF16,1.0,6.0,2.7344414383818233e-08,1.423980177436474e-07,7,0.15314545887491987,0.12404,0.20401664244186046,0.9064382424347113,0.6903344040159614
MEGF6,56.0,36.0,1.531287205493821e-06,8.543881064618844e-07,90,-0.4489279896984929,0.00666,0.016127943992340833,2.176525770829699,1.7924209934103843
RP11-46F15.2,5.0,7.0,1.3672207191909117e-07,1.6613102070092197e-07,12,0.036850332709576,0.77546,0.838439971147681,0.11044059917507833,0.07652802564293347
TPRG1L,286.0,228.0,7.820502513772015e-06,5.411124674258601e-06,495,-0.4602833856209717,6e-05,0.00020463509185909322,4.221848749616356,3.6890198892262247
WRAP73,459.0,423.0,1.2551086202172569e-05,1.0039060250927142e-05,839,-0.2957911355016691,0.00124,0.0034709365057407665,2.906578314837765,2.459553330857149
TP73,11.0,35.0,3.0078855822200055e-07,8.306551035046098e-07,46,0.4929735395546936,0.00152,0.0041966434711420385,2.8181564120552274,2.377097925020741
RP5-1092A11.5,4.0,6.0,1.0937765753527293e-07,1.423980177436474e-07,10,0.04231480564644324,0.75496,0.8232265775718057,0.12207605795951637,0.08448061697928115
TP73-AS1,75.0,108.0,2.0508310787863674e-06,2.563164319385653e-06,183,0.22395671486670152,0.13114,0.2104375812846947,0.8822648206695034,0.6768766985149995
SMIM1,85.0,299.0,2.3242752226245496e-06,7.0961678842250955e-06,355,1.28419937611203,0.0,0.0,300.0,300.0
LRRC47,516.0,530.0,1.4109717822050208e-05,1.257849156735552e-05,983,-0.15415349834264178,0.06714,0.12138830414581844,1.1730186630880064,0.915823155844192
CEP104,329.0,378.0,8.996312332276199e-06,8.971075117849786e-06,671,-0.003646909098938432,0.9715,0.9959622302158274,0.01255719506419866,0.001757130973764712
DFFB,70.0,76.0,1.914109006867276e-06,1.803708224752867e-06,145,-0.0557186253886051,0.72262,0.8001212421340631,0.14109002260547648,0.096844199507789
C1orf174,675.0,545.0,1.8457479709077308e-05,1.293448661171464e-05,1146,-0.48166500242449106,0.0,0.0,300.0,300.0
LINC01134,9.0,12.0,2.4609972945436407e-07,2.847960354872948e-07,21,0.04411980962539159,0.66446,0.7539588459597376,0.17753115814058665,0.12265235898483295
AJAP1,0.0,7.0,0.0,1.6613102070092197e-07,5,0.22172989170842414,0.06272,0.11514599891126837,1.202593950323618,0.9387511482854844
NPHP4,41.0,34.0,1.1211209897365474e-06,8.069221005473353e-07,75,-0.23129260468560597,0.15896,0.24752255482878027,0.7987121458982412,0.6063852210076872
KCNAB2,1472.0,1059.0,4.025097797298044e-05,2.5133250131753764e-05,2108,-0.6585417625409933,0.0,0.0,300.0,300.0
CHD5,3.0,2.0,8.203324315145469e-08,4.746600591454913e-08,5,-0.04684139957973136,0.37594,0.4951161850839516,0.42488146291330897,0.30529287658154475
RPL22,44759.0,38462.0,0.0012239086434053202,0.0009128187597426943,14631,-0.42269418863670594,0.0,0.0,300.0,300.0
RP1-120G22.11,1.0,6.0,2.7344414383818233e-08,1.423980177436474e-07,7,0.15314545887491987,0.12344,0.20400264619405423,0.9085440869449082,0.6903641991426197
RNF207,104.0,138.0,2.8438190959170962e-06,3.27515440810389e-06,231,0.15343608830749889,0.2936,0.40761550600343055,0.532243948755967,0.38974930345943326
ICMT,405.0,440.0,1.1074487825446384e-05,1.0442521301200809e-05,788,-0.0775570166112907,0.4042,0.5232207650972365,0.3934036908207148,0.28131502846782713
LINC00337,11.0,12.0,3.0078855822200055e-07,2.847960354872948e-07,23,-0.017847126358496234,0.99376,1.0,0.0027184880985244935,-0.0
GPR153,68.0,31.0,1.8594201780996397e-06,7.357230916755115e-07,97,-0.7201858266712178,0.0,0.0,300.0,300.0
ACOT7,1634.0,730.0,4.468077310315899e-05,1.7325092158810434e-05,1410,-1.3177666132916626,0.0,0.0,300.0,300.0
RP1-202O8.3,38.0,32.0,1.0390877465850928e-06,7.594560946327861e-07,68,-0.21279434553352952,0.20044,0.30043728888888893,0.6980156059295609,0.5222461656969815
HES2,191.0,83.0,5.222783147309282e-06,1.969839245453789e-06,219,-1.0671751303569126,0.0,0.0,300.0,300.0
ESPN,14.0,19.0,3.8282180137345524e-07,4.5092705618821675e-07,31,0.06935973705303962,0.72196,0.7996751491597788,0.14148686373300162,0.09708639998182811
TNFRSF25,624.0,821.0,1.7062914575502577e-05,1.948479542792242e-05,1184,0.18152278499962224,0.03672,0.07262527612159125,1.4350973274707952,1.138912203409111
PLEKHG5,15.0,9.0,4.1016621575727346e-07,2.135970266154711e-07,24,-0.21657576655058292,0.14698,0.23146862012607985,0.8327417569563716,0.6355078773450179
NOL9,263.0,218.0,7.191580982944195e-06,5.173794644685855e-06,467,-0.4079844240274384,0.00026,0.0008132787138661307,3.5850266520291822,3.089760594442085
ZBTB48,312.0,208.0,8.531457287751289e-06,4.9364646151131095e-06,504,-0.6830927998143532,0.0,0.0,300.0,300.0
KLHL21,147.0,223.0,4.01962891442128e-06,5.2924596594722285e-06,353,0.32604334824320913,0.0108,0.02487909836065574,1.9665762445130504,1.6041653628914814
PHF13,91.0,82.0,2.488341708927459e-06,1.9461062424965145e-06,169,-0.24373191192331453,0.11098,0.18673543156494263,0.954755279521853,0.7287732703037478
THAP3,229.0,292.0,6.261870893894375e-06,6.930036863524174e-06,507,0.12698629122199406,0.24688,0.35402287577067537,0.6075140912809269,0.45096867441492045
DNAJC11,133.0,108.0,3.6368071130478247e-06,2.563164319385653e-06,238,-0.3799726966288938,0.00676,0.01635249252839211,2.170053304058364,1.7864160406291918
RP11-242F24.1,29.0,20.0,7.929880171307288e-07,4.7466005914549135e-07,48,-0.28198342587105096,0.08954,0.15558968656075567,1.0479829099525737,0.8080191940956878
RP11-312B8.1,10.0,4.0,2.7344414383818234e-07,9.493201182909826e-08,13,-0.21789439049821704,0.07594,0.13473440596229722,1.1195294071962216,0.8705214880813036
CAMTA1,3070.0,2856.0,8.394735215832197e-05,6.778145644597616e-05,4217,-0.3045493135233395,0.0,0.0,300.0,300.0
VAMP3,1487.0,1163.0,4.0661144188737714e-05,2.7601482439310322e-05,2086,-0.5426125372840976,0.0,0.0,300.0,300.0
PER3,226.0,105.0,6.17983765074292e-06,2.4919653105138294e-06,315,-1.0399119952634954,0.0,0.0,300.0,300.0
RP3-467L1.4,7.0,7.0,1.9141090068672762e-07,1.6613102070092197e-07,14,-0.030941172330196016,0.78698,0.8477715236371379,0.10403630448973723,0.07172117532967225
UTS2,197.0,83.0,5.386849633612192e-06,1.969839245453789e-06,229,-1.1047196439216538,0.0,0.0,300.0,300.0
TNFRSF9,409.0,1171.0,1.1183865482981657e-05,2.779134646296852e-05,943,1.2406633410723955,0.0,0.0,300.0,300.0
PARK7,9703.0,9362.0,0.0002653228527661883,0.00022218837368600448,8586,-0.25491435301684345,0.0,0.0,300.0,300.0
ERRFI1,476.0,642.0,1.3015941246697478e-05,1.5236587898570272e-05,779,0.21217985112524992,0.08768,0.15275116659492036,1.057099458859706,0.8160154642683748
RP11-431K24.1,14.0,14.0,3.8282180137345524e-07,3.3226204140184395e-07,28,-0.05373738153197746,0.716,0.7939864478298991,0.14508697769214446,0.10018691027179774
SLC45A1,24.0,12.0,6.562659452116375e-07,2.847960354872948e-07,36,-0.36639499751992854,0.0116,0.026552714932126693,1.9355420107730816,1.575891067058569
RERE,546.0,625.0,1.4930050253564755e-05,1.4833126848296603e-05,1082,-0.008804619870494072,0.91462,0.9481702802397665,0.03875930613194944,0.0231136614724022
RP5-1115A15.1,8.0,8.0,2.1875531507054586e-07,1.8986402365819652e-07,16,-0.034611797199264945,0.80448,0.8597577268406043,0.09448474833015509,0.06562391238392787
ENO1,13404.0,13390.0,0.00036652453040069956,0.00031778490959790643,8793,-0.20525720802484335,0.0,0.0,300.0,300.0
ENO1-AS1,35.0,48.0,9.57054503433638e-07,1.1391841419491792e-06,82,0.12837674050995806,0.43148,0.5502522372069574,0.3650393299393615,0.259438183023299
CA6,1.0,4.0,2.7344414383818233e-08,9.493201182909826e-08,5,0.09192136832608558,0.37518,0.4951161850839516,0.42576032093568783,0.30529287658154475
SLC2A5,44.0,335.0,1.2031542328880022e-06,7.95055599068698e-06,307,2.0224068073540282,0.0,0.0,300.0,300.0
GPR157,191.0,182.0,5.222783147309282e-06,4.319406538223971e-06,287,-0.22629467196005398,0.18016,0.2748445114595898,0.7443416268287478,0.5609129313073608
MIR34AHG,24.0,39.0,6.562659452116375e-07,9.25587115333708e-07,62,0.21736404971225015,0.19266,0.2902162659123055,0.7152084440498538,0.5372782500719968
RP3-510D11.2,15.0,38.0,4.1016621575727346e-07,9.018541123764335e-07,50,0.4315413614768555,0.009,0.021117230983302412,2.0457574905606752,1.6753630296757531
H6PD,391.0,294.0,1.0691666024072929e-05,6.977502869438722e-06,643,-0.5514713962888258,0.0,0.0,300.0,300.0
SPSB1,101.0,229.0,2.7617858527656414e-06,5.434857677215876e-06,312,0.7744905171532729,0.0,0.0,300.0,300.0
SLC25A33,631.0,542.0,1.7254325476189306e-05,1.2863287602842815e-05,1036,-0.3969689347949804,0.0,0.0,300.0,300.0
TMEM201,39.0,50.0,1.066432160968911e-06,1.1866501478637283e-06,88,0.08158041332189123,0.62158,0.7228593643393222,0.20650296787087355,0.14094618850414395
PIK3CD,363.0,392.0,9.926022421326019e-06,9.30333715925163e-06,712,-0.08465659952250736,0.3958,0.514453558581706,0.40252421012962253,0.28865382432631376
PIK3CD-AS1,6.0,5.0,1.6406648630290938e-07,1.1866501478637284e-07,11,-0.05739537622889889,0.55086,0.6614438701637788,0.2589587622245652,0.17950700395178987
PIK3CD-AS2,32.0,153.0,8.750212602821834e-07,3.6311494524630086e-06,175,1.304463361232518,0.0,0.0,300.0,300.0
CLSTN1,511.0,534.0,1.3972995750131117e-05,1.2673423579184618e-05,962,-0.13098838713729066,0.13192,0.2115047302115522,0.8796893573635376,0.6746799153726108
CTNNBIP1,879.0,816.0,2.4035740243376225e-05,1.9366130413136047e-05,1464,-0.2978172201684098,6e-05,0.00020463509185909322,4.221848749616356,3.6890198892262247
LZIC,726.0,683.0,1.9852044842652038e-05,1.6209641019818528e-05,1283,-0.2769718634310186,0.00022,0.0006961219702892885,3.657577319177794,3.157314659264881
NMNAT1,269.0,158.0,7.3556474692471046e-06,3.7498144672493815e-06,418,-0.814880463993739,0.0,0.0,300.0,300.0
RBP7,842.0,277.0,2.3023996911174952e-05,6.574041819165055e-06,803,-1.6653409024919283,0.0,0.0,300.0,300.0
UBE4B,383.0,400.0,1.0472910709002383e-05,9.493201182909826e-06,749,-0.1287765824228784,0.17318,0.2667501941082439,0.7615022646926414,0.5738952558768438
KIF1B,524.0,485.0,1.4328473137120754e-05,1.1510506434278165e-05,899,-0.2930738058798374,0.00118,0.0033135303913405497,2.9281179926938745,2.4797090417528387
PGD,2981.0,1422.0,8.151369927816215e-05,3.374833020524443e-05,2536,-1.2476900093639323,0.0,0.0,300.0,300.0
APITD1-CORT,4.0,5.0,1.0937765753527293e-07,1.1866501478637284e-07,9,0.012027509185654421,1.0,1.0,-0.0,-0.0
APITD1,140.0,151.0,3.828218013734552e-06,3.5836834465484597e-06,270,-0.07498340745794112,0.59524,0.704079113813059,0.22530789198574436,0.152378538639102
DFFA,631.0,582.0,1.7254325476189306e-05,1.3812607721133798e-05,1109,-0.30141271438040496,0.00014,0.0004547921014609086,3.853871964321762,3.3421870864683174
RP5-1113E3.3,2.0,2.0,5.4688828767636465e-08,4.746600591454913e-08,4,-0.009913990678032765,0.62428,0.7228593643393222,0.20462057829756072,0.14094618850414395
PEX14,401.0,265.0,1.096511016791111e-05,6.28924578367776e-06,614,-0.7149922283358388,0.0,0.0,300.0,300.0
CASZ1,76.0,63.0,2.0781754931701856e-06,1.4951791863082977e-06,134,-0.30293206150297963,0.06024,0.1119849701423978,1.220115036807356,0.9508402614568835
RP4-734G22.3,1.0,3.0,2.7344414383818233e-08,7.11990088718237e-08,4,0.06030660863640274,0.62344,0.7228593643393222,0.20520533676887373,0.14094618850414395
C1orf127,13.0,8.0,3.5547738698963703e-07,1.8986402365819652e-07,21,-0.18800433197801406,0.18794,0.28433389906542056,0.72598077748067,0.5461713594463505
TARDBP,1100.0,987.0,3.0078855822200057e-05,2.3424473918829996e-05,1897,-0.3476059032775072,0.0,0.0,300.0,300.0
MASP2,6.0,2.0,1.6406648630290938e-07,4.746600591454913e-08,8,-0.15227003694898059,0.0695,0.12499622255799485,1.158015195409886,0.9031031113679993
RP4-635E18.8,14.0,4.0,3.8282180137345524e-07,9.493201182909826e-08,18,-0.33677396360892153,0.0071,0.017097286683327384,2.1487416512809245,1.76707280609657
SRM,1024.0,2629.0,2.800068032902987e-05,6.239406477467484e-05,2410,1.1282610304420195,0.0,0.0,300.0,300.0
EXOSC10,427.0,384.0,1.1676064941890385e-05,9.113473135593434e-06,751,-0.32582842814668794,0.00056,0.0016559403770276195,3.2518119729937998,2.780955304262525
RP4-635E18.7,5.0,11.0,1.3672207191909117e-07,2.6106303253002025e-07,16,0.14976082962982407,0.21016,0.3131277225535675,0.6774499402219861,0.5042784807093152
RP4-635E18.6,31.0,26.0,8.476768458983652e-07,6.170580768891387e-07,57,-0.19234096067329162,0.22838,0.3321308969383355,0.6413419313804504,0.47869072167449583
MTOR,167.0,229.0,4.566517202097645e-06,5.434857677215876e-06,381,0.20913327993641612,0.0886,0.1541548581255374,1.0525662781129492,0.8120427841138121
UBIAD1,288.0,248.0,7.87519134253965e-06,5.885784733404092e-06,521,-0.36615714386318504,0.00074,0.002147103527387439,3.1307682802690238,2.668147014581396
FBXO2,66.0,202.0,1.8047313493320032e-06,4.7940665973694625e-06,258,1.0467136779550337,0.0,0.0,300.0,300.0
FBXO44,274.0,350.0,7.4923695411661955e-06,8.306551035046099e-06,604,0.13207945993769785,0.20336,0.30445321100917433,0.691734466790067,0.5164794411653403
FBXO6,660.0,647.0,1.8047313493320033e-05,1.5355252913356644e-05,1115,-0.2198334597329442,0.00638,0.015518608005769926,2.1951793212788377,1.8091472368487762
MAD2L2,976.0,1305.0,2.6688148438606593e-05,3.097156885924331e-05,1962,0.20752095849691482,0.0008,0.0023066400683955544,3.0969100130080562,2.637020168159858
DRAXIN,103.0,71.0,2.816474681533278e-06,1.6850432099664941e-06,169,-0.5072953150765241,0.00096,0.0027344594594594595,3.0177287669604316,2.5631285110033906
AGTRAP,1766.0,1261.0,4.8290235801823e-05,2.9927316729123228e-05,2251,-0.6724202129530348,0.0,0.0,300.0,300.0
