family	thesis_direction	n	n_GSE131907	n_GSE205335	delta	mean_delta	p	p_onesided_thesis	agrees_thesis	composite
barrier_inhibitory	high>low	40	19	21	0.08245073247235268	0.09732378923072246	1.8189894035458565e-11	9.094947017729282e-12	True	mean of pre-specified pair scores per patient
ifn_recruit	low>high	40	19	21	0.06873802794179942	0.07060227282454433	4.7302397433668375e-05	0.9999779791896799	False	mean of pre-specified pair scores per patient
