pair	ligand	receptor	family	axis	thesis_direction	n_sender_high	n_receiver_high	ligand_mean_high	receptor_mean_high	ligand_frac_high	receptor_frac_high	cpdb_mean_score_high	pass_expr_prop_high	gene_missing_high	n_sender_low	n_receiver_low	ligand_mean_low	receptor_mean_low	ligand_frac_low	receptor_frac_low	cpdb_mean_score_low	pass_expr_prop_low	gene_missing_low	delta_high_minus_low	pass_either	pass_both	gene_missing	cohort	patient_id	unit_id	n_high	n_low	n_tnk
F11R–ITGAL+ITGB2	F11R	ITGAL+ITGB2	barrier_inhibitory	barrier	high>low	409	611	0.5502088069915771	0.21322427690029144	0.5672371638141809	0.1260229132569558	0.3817165419459343	True	False	777	611	0.40895628929138184	0.21322427690029144	0.435006435006435	0.1260229132569558	0.31109028309583664	True	False	0.07062625885009766	True	True	False	GSE131907	P1006	GSE131907:P1006	409	777	611
F11R–ITGAL	F11R	ITGAL	barrier_inhibitory	barrier	high>low	409	611	0.5502088069915771	0.21322427690029144	0.5672371638141809	0.1260229132569558	0.3817165419459343	True	False	777	611	0.40895628929138184	0.21322427690029144	0.435006435006435	0.1260229132569558	0.31109028309583664	True	False	0.07062625885009766	True	True	False	GSE131907	P1006	GSE131907:P1006	409	777	611
F11R–ITGB2	F11R	ITGB2	barrier_inhibitory	barrier	high>low	409	611	0.5502088069915771	1.1696847677230835	0.5672371638141809	0.5531914893617021	0.8599467873573303	True	False	777	611	0.40895628929138184	1.1696847677230835	0.435006435006435	0.5531914893617021	0.7893205285072327	True	False	0.07062625885009766	True	True	False	GSE131907	P1006	GSE131907:P1006	409	777	611
NECTIN2–TIGIT	NECTIN2	TIGIT	barrier_inhibitory	inhibitory	high>low	409	611	0.9267146587371826	0.3054070472717285	0.7310513447432763	0.15548281505728315	0.6160608530044556	True	False	777	611	0.6298348903656006	0.3054070472717285	0.5315315315315315	0.15548281505728315	0.46762096881866455	True	False	0.14843988418579102	True	True	False	GSE131907	P1006	GSE131907:P1006	409	777	611
CDH1–ITGAE	CDH1	ITGAE	barrier_inhibitory	barrier	high>low	409	611	0.9573435187339783	0.1594492346048355	0.7188264058679706	0.09656301145662848	0.5583963766694069	False	False	777	611	0.7428804636001587	0.1594492346048355	0.5328185328185329	0.09656301145662848	0.4511648491024971	False	False	0.10723152756690979	False	False	False	GSE131907	P1006	GSE131907:P1006	409	777	611
CDH1–ITGAE+ITGB7	CDH1	ITGAE+ITGB7	barrier_inhibitory	barrier	high>low	409	611	0.9573435187339783	0.1594492346048355	0.7188264058679706	0.09656301145662848	0.5583963766694069	False	False	777	611	0.7428804636001587	0.1594492346048355	0.5328185328185329	0.09656301145662848	0.4511648491024971	False	False	0.10723152756690979	False	False	False	GSE131907	P1006	GSE131907:P1006	409	777	611
LGALS9–PTPRC	LGALS9	PTPRC	barrier_inhibitory	inhibitory	high>low	409	611	0.006657687481492758	1.3576799631118774	0.012224938875305624	0.6546644844517185	0.6821688252966851	False	False	777	611	0.009537676349282265	1.3576799631118774	0.015444015444015444	0.6546644844517185	0.6836088197305799	False	False	-0.0014399944338947535	False	False	False	GSE131907	P1006	GSE131907:P1006	409	777	611
LGALS9–CD44	LGALS9	CD44	barrier_inhibitory	inhibitory	high>low	409	611	0.006657687481492758	0.7717811465263367	0.012224938875305624	0.40589198036006546	0.3892194170039147	False	False	777	611	0.009537676349282265	0.7717811465263367	0.015444015444015444	0.40589198036006546	0.39065941143780947	False	False	-0.0014399944338947535	False	False	False	GSE131907	P1006	GSE131907:P1006	409	777	611
CXCL9–CXCR3	CXCL9	CXCR3	ifn_recruit	T_recruit	low>high	409	611	0.002589400624856353	0.21324031054973602	0.004889975550122249	0.12274959083469722	0.10791485558729619	False	False	777	611	0.002570368582382798	0.21324031054973602	0.005148005148005148	0.12274959083469722	0.10790533956605941	False	False	9.516021236777306e-06	False	False	False	GSE131907	P1006	GSE131907:P1006	409	777	611
CXCL10–CXCR3	CXCL10	CXCR3	ifn_recruit	T_recruit	low>high	409	611	0.011847914196550846	0.21324031054973602	0.017114914425427872	0.12274959083469722	0.11254411237314343	False	False	777	611	0.006559126079082489	0.21324031054973602	0.010296010296010296	0.12274959083469722	0.10989971831440926	False	False	0.0026443940587341785	False	False	False	GSE131907	P1006	GSE131907:P1006	409	777	611
