family	pair	ligand	receptor	axis	thesis_direction	n	n_GSE131907	n_GSE205335	n_nonzero_delta	n_pass_expr_prop	delta	mean_delta	mean_score_high	mean_score_low	median_ligand_frac_high	median_ligand_frac_low	median_receptor_frac	p	p_onesided_thesis	agrees_thesis	sparse_sender	gene_missing	note	padj_family
barrier_inhibitory	F11R–ITGAL+ITGB2	F11R	ITGAL+ITGB2	barrier	high>low	40	19	21	40	28	0.0999554730951786	0.12702882047742606	0.45552582838572564	0.32849700790829955	0.6628787878787878	0.4175885417352994	0.12605348464715702	9.094947017729282e-12	4.547473508864641e-12	True	False	False	JAM-A to LFA-1 complex	2.4253192047278087e-11
barrier_inhibitory	F11R–ITGAL	F11R	ITGAL	barrier	high>low	40	19	21	40	28	0.0999554730951786	0.12702882047742606	0.45552582838572564	0.32849700790829955	0.6628787878787878	0.4175885417352994	0.12605348464715702	9.094947017729282e-12	4.547473508864641e-12	True	False	False	JAM-A to ITGAL subunit	2.4253192047278087e-11
barrier_inhibitory	F11R–ITGB2	F11R	ITGB2	barrier	high>low	40	19	21	40	40	0.0999554730951786	0.12702882047742606	0.8036080555990338	0.6765792351216078	0.6628787878787878	0.4175885417352994	0.5367557265379592	9.094947017729282e-12	4.547473508864641e-12	True	False	False	JAM-A to ITGB2 subunit	2.4253192047278087e-11
barrier_inhibitory	NECTIN2–TIGIT	NECTIN2	TIGIT	inhibitory	high>low	40	19	21	40	35	0.0827815867960453	0.10312316524796188	0.47313702751416714	0.37001386226620525	0.5827228327228327	0.30083401160095197	0.22782331101923958	7.821654435247183e-11	3.9108272176235914e-11	True	False	False	PVRL2 aliased to NECTIN2 if needed	1.5643308870494366e-10
barrier_inhibitory	CDH1–ITGAE	CDH1	ITGAE	barrier	high>low	40	19	21	40	36	0.12999315559864044	0.12909362330101432	0.47902704011648894	0.34993341681547463	0.689009900990099	0.35880067598596593	0.17038830969019148	3.0740920919924974e-10	1.5370460459962487e-10	True	False	False	E-cadherin to CD103	4.098789455989997e-10
barrier_inhibitory	CDH1–ITGAE+ITGB7	CDH1	ITGAE+ITGB7	barrier	high>low	40	19	21	40	32	0.12999315559864044	0.12909362330101432	0.4506960312835872	0.3216024079825729	0.689009900990099	0.35880067598596593	0.15260747525483823	3.0740920919924974e-10	1.5370460459962487e-10	True	False	False	E-cadherin to αEβ7	4.098789455989997e-10
barrier_inhibitory	LGALS9–PTPRC	LGALS9	PTPRC	inhibitory	high>low	40	19	21	40	31	0.010157886892557144	0.018096720281755553	0.8575150684569962	0.8394183481752406	0.2783882783882784	0.2285190057467285	0.7222409874490262	0.010628069954691455	0.005314034977345727	True	False	False	galectin-9 to CD45	0.010628069954691455
barrier_inhibitory	LGALS9–CD44	LGALS9	CD44	inhibitory	high>low	40	19	21	40	32	0.010157886892557144	0.018096720281755553	0.5883055276353844	0.5702088073536288	0.2783882783882784	0.2285190057467285	0.5103224844932082	0.010628069954691455	0.005314034977345727	True	False	False	galectin-9 to CD44	0.010628069954691455
ifn_recruit	CXCL9–CXCR3	CXCL9	CXCR3	T_recruit	low>high	40	19	21	34	0	0.0	-0.0008418146671829163	0.17347641317755916	0.17431822784474207	0.006504824151882976	0.003746159134595148	0.19078337453646477	0.6628649274388577	0.6685675362805712	False	True	False	IFN-inducible CXCR3 ligand	0.6628649274388577
ifn_recruit	CXCL10–CXCR3	CXCL10	CXCR3	T_recruit	low>high	40	19	21	37	6	-0.0001416948580299504	-0.00533252306668146	0.1832192400292115	0.18855176309589297	0.015851194034098993	0.011619430019851728	0.19078337453646477	0.4461451000894179	0.22307255004470894	True	True	False	IFN-inducible CXCR3 ligand	0.5576813751117723
ifn_recruit	CXCL11–CXCR3	CXCL11	CXCR3	T_recruit	low>high	40	19	21	30	1	0.0	0.0003257714330175077	0.17368803686767934	0.17336226543466182	0.0008794995013147157	0.0	0.19078337453646477	0.5857115693468691	0.7071442153265655	False	True	False	IFN-inducible CXCR3 ligand	0.6507906326076323
ifn_recruit	CCL5–CCR5	CCL5	CCR5	T_recruit	low>high	40	19	21	40	5	-0.002674444578588009	-0.029488607626990414	0.08625756411347538	0.1157461717404658	0.08120265151515152	0.10427589772022655	0.04856728271299626	0.022363033434885438	0.011181516717442719	True	False	False	T-recruit chemokine	0.031947190621264915
ifn_recruit	HLA-A–CD8A	HLA-A	CD8A	MHC_I	low>high	40	19	21	40	35	0.11388611793518066	0.12841550670564175	1.3591160691692494	1.2307005624636076	0.9583623693379791	0.8488304093567252	0.21739369905265477	1.1274605640210211e-05	0.9999947975129544	False	False	False	classical MHC-I to CD8	3.304458914499264e-05
ifn_recruit	HLA-A–CD8B	HLA-A	CD8B	MHC_I	low>high	40	19	21	40	31	0.11388611793518066	0.12841550670564175	1.282775830209721	1.1543603235040791	0.9583623693379791	0.8488304093567252	0.19285958969284056	1.1274605640210211e-05	0.9999947975129544	False	False	False	classical MHC-I to CD8	3.304458914499264e-05
ifn_recruit	HLA-B–CD8A	HLA-B	CD8A	MHC_I	low>high	40	19	21	40	35	0.10085579752922058	0.11914694234728813	1.3113723569898865	1.1922254146425986	0.9163194664570363	0.8343259137943869	0.21739369905265477	5.078317190054804e-05	0.9999763488012832	False	False	False	classical MHC-I to CD8	8.463861983424674e-05
ifn_recruit	HLA-B–CD8B	HLA-B	CD8B	MHC_I	low>high	40	19	21	40	31	0.10085579752922058	0.11914694234728813	1.235032118030358	1.1158851756830699	0.9163194664570363	0.8343259137943869	0.19285958969284056	5.078317190054804e-05	0.9999763488012832	False	False	False	classical MHC-I to CD8	8.463861983424674e-05
ifn_recruit	HLA-C–CD8A	HLA-C	CD8A	MHC_I	low>high	40	19	21	40	35	0.10469827055931091	0.12311750203371048	1.2420091326697729	1.1188916306360626	0.919063024889296	0.813971397139714	0.21739369905265477	1.3217835657997057e-05	0.999993894650288	False	False	False	classical MHC-I to CD8	3.304458914499264e-05
ifn_recruit	HLA-C–CD8B	HLA-C	CD8B	MHC_I	low>high	40	19	21	40	31	0.10469827055931091	0.12311750203371048	1.1656688937102444	1.0425513916765339	0.919063024889296	0.813971397139714	0.19285958969284056	1.3217835657997057e-05	0.999993894650288	False	False	False	classical MHC-I to CD8	3.304458914499264e-05
