dataset	unit_id	n_cells	n_malignant	n_tnk	frac_tnk	pct_ELF3	mean_ELF3	pct_GRHL1	mean_GRHL1	pct_GRHL2	mean_GRHL2	pct_GRHL3	mean_GRHL3	pct_TACSTD2	mean_TACSTD2	pct_CLDN4	mean_CLDN4	pct_CLDN7	mean_CLDN7	wmean_ELF3	wmean_ELF3_ntarget	wmean_GRHL2	wmean_GRHL2_ntarget	wmean_GRHL2_noCLDN4	wmean_GRHL2_noCLDN4_ntarget	module4_pct	module3_pct	module4_mean	module3_mean
GSE123902	LX255B	3886	228	1583	0.4073597529593412	29.385964912280706	0.4165499039461463	8.771929824561402	0.072734282159209	0.8771929824561403	0.0060802384259644	0.4385964912280701	0.0048184749502987	26.75438596491228	0.3398879678215479	35.08771929824561	0.4488016514639581	31.57894736842105	0.3977556430523953	0.09041103822898532	52.0	0.10762240490338555	75.0	0.10056837175191838	74.0	-0.5921771068903792	-0.6237865008906675	-0.7173354212519583	-0.7055550296739872
GSE123902	LX653	392	145	49	0.125	62.75862068965517	1.2113341360573595	19.310344827586206	0.1509863979687342	20.0	0.1498146804735936	0.6896551724137931	0.004780325383172	81.37931034482759	1.6300223873176969	71.72413793103448	1.2524068271342224	57.93103448275863	0.73128044239534	0.23933570647225386	52.0	0.28308080294497096	75.0	0.2717619184487542	74.0	1.2161524670414696	1.2542819086805486	1.1218775314758453	1.168270042008037
GSE123902	LX661	4566	117	3726	0.8160315374507228	58.119658119658126	1.090194319240455	7.6923076923076925	0.060250041378255	5.982905982905983	0.0473946790126458	0.0	0.0	50.427350427350426	0.7067307646232721	58.97435897435898	0.8576085684228482	35.04273504273504	0.3773776422977389	0.1520990674329861	52.0	0.18826233816032245	75.0	0.1789596680510363	74.0	0.3390413808804943	0.270302017768876	0.03740146156879745	0.006489457374016257
GSE123902	LX666	1316	786	177	0.1344984802431611	59.28753180661578	0.9261090669777436	1.653944020356234	0.011464266345139	0.0	0.0	0.0	0.0	10.432569974554708	0.0940643356090849	67.17557251908397	0.9923952117887151	44.27480916030535	0.5203556883367487	0.1476210089938897	52.0	0.1756160028505846	75.0	0.1707385040220057	74.0	0.10372549343090662	-0.16277518587402975	-0.22029354811302443	-0.434127316713334
GSE123902	LX675	3435	618	1336	0.3889374090247453	30.258899676375407	0.5161219937079005	6.148867313915858	0.0474882648136415	5.339805825242718	0.0409492679726977	0.8090614886731391	0.0056079868977341	36.56957928802589	0.6401633834497221	31.3915857605178	0.582960587751478	30.582524271844655	0.4472961640549566	0.12938961935404136	52.0	0.16890214733711334	75.0	0.16498126384302045	74.0	-0.5211183127870496	-0.4752649390128763	-0.38180581608077835	-0.3547538084317569
GSE123902	LX676	4014	147	2606	0.6492277030393623	40.81632653061224	0.7973665125390275	10.20408163265306	0.092795432471187	6.122448979591836	0.0479541145663662	0.0	0.0	41.49659863945578	0.87339030097246	42.17687074829932	0.831390019521496	35.374149659863946	0.4984749627640607	0.11767744813621062	52.0	0.16556576861897587	75.0	0.15682217179035565	74.0	-0.1519534238278881	-0.13996444762943447	0.06781787260840581	0.06591756204761144
GSE123902	LX679	2017	497	625	0.3098661378284581	61.56941649899397	0.9402950056630938	5.23138832997988	0.0420768580532288	4.225352112676056	0.0292879090377441	0.0	0.0	41.4486921529175	0.4922372145393383	43.25955734406438	0.5643712240448416	61.16700201207244	0.9849635211600284	0.174968949159963	52.0	0.18280964985359274	75.0	0.17623805495440395	74.0	0.4693152217738602	0.6726413126587157	0.1444080388734156	0.3602458407733283
GSE123902	LX680	941	258	344	0.3655685441020191	71.70542635658916	1.939281228466868	15.503875968992247	0.1300770358632129	13.953488372093023	0.1146640066904776	0.7751937984496124	0.005373233957829	11.24031007751938	0.1725733377854354	73.25581395348837	1.85907788462344	64.34108527131784	1.2585396731517275	0.15888964957047363	52.0	0.22221739395513032	75.0	0.20607667971723725	74.0	0.6093283541940815	0.4228981336377575	1.36283786301078	1.052850644203772
GSE123902	LX681	1630	1207	86	0.052760736196319	69.42833471416736	1.528000263837045	3.8939519469759736	0.0285728748891481	14.91300745650373	0.1215843324834554	0.7456503728251864	0.0051684545360725	61.88898094449047	1.1094841508793991	63.29743164871583	1.1775350457817828	62.3860811930406	1.1210757788029502	0.19467631509969432	52.0	0.2054690225996164	75.0	0.19639387319943546	74.0	1.038577389499212	1.1401186083483854	1.2330388360555045	1.37038004601643
GSE123902	LX682	4092	421	2558	0.6251221896383187	14.964370546318287	0.3274525784867755	7.363420427553444	0.0695484163817656	2.375296912114014	0.0183905036147643	0.4750593824228029	0.0032928607152491	23.51543942992874	0.4780691641773257	18.76484560570071	0.4613182340255857	18.28978622327791	0.3670429284505622	0.08919078105042792	52.0	0.1282330747270641	75.0	0.12458049881454819	74.0	-1.1672779083543992	-1.1530996491371202	-0.6975952378143397	-0.6882445928482029
