cohort	term	nes	fdr	nom_p	lead_genes
TCGA-LUAD	GOBP_KERATINIZATION	2.774880580048435	0.0	0.0	KRT16;PPL;SFN;CDH3;IVL;KRT80;EVPL;KRT7;CDSN;KRT81;KRT17;KRT86;SPRR3;TMEM79;KRT78;KRT4;ABCA12;IL1A;LIPK;SPRR1B;SPRR1A;KRT5;KLK5;KRT6B;KRT6A;KRT6C;KRT75;CASP14;KRT77;KRT85;KRT79;KRT74;CNFN
TCGA-LUAD	GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	2.5794480332827723	0.0	0.0	CLDN4;KRT16;GRHL1;MET;SFN;CLDN1;GRHL3;TP63;ELOVL1;LSR;IL18;TMEM79;PLEC;ABCA12;KLF4;FA2H;TMPRSS11F
TCGA-LUAD	CUSTOM_BARRIER_KERATIN	2.522174526812545	0.0	0.0	KRT16;PPL;IVL;EVPL;KRT17;KRT14;CSTA;SPRR3;S100A9;SPRR1B;DSC1;SPRR1A;KRT5;KRT6B;KRT10;S100A8;KRT6A
TCGA-LUAD	CUSTOM_TJ_CORE	2.0096686319278865	0.0002484804465002	0.0019011406844106	CLDN4;CLDN1;AMOT;TJP3;CLDN8;PARD6B;F11R;CGN;MAGI3;INADL;TJP2;CLDN3;TJP1;CLDN7;CRB3
TCGA-LUAD	GOBP_TIGHT_JUNCTION_ORGANIZATION	1.7863698783754949	0.0036961466416911	0.0	CLDN4;EPHA2;CLDN1;CLDN9;MICALL2;CLDN12;CLDN16;LSR;EPHB2;ILDR1;PLEC;CLDN8;F11R;MARVELD3;CLDN23;CLDN6;PRKCH;GRHL2;PDCD6IP;EXT1;CLDN3;POF1B;CLDN17;OCEL1
TCGA-LUAD	CUSTOM_CLAUDIN_PAR_FOCAL	1.7436534312734648	0.0042517765290042	0.0	CLDN4;CLDN1;F11R
TCGA-LUAD	KEGG_TIGHT_JUNCTION	1.5472175731695537	0.0196073661420196	0.0	CLDN4;CLDN1;CLDN9;EPB41L1;CLDN16;EXOC4;ACTB;ACTN4;RRAS;TJP3;GNAI3;CLDN8;PARD6B;F11R;MYL12A;CGN;CDC42;CLDN23;MAGI3;MYH14;CLDN6;PRKCH;MYL12B;EXOC3;LLGL2;PRKCA;TJP2;GNAI2;CLDN3;CLDN17;MYH9;CTNNA1;RHOA;SRC;TJP1;CTTN;PRKCZ;CLDN7;CRB3;MYH11;PPP2CB
TCGA-LUAD	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	1.546723265585779	0.0181183658906431	0.0018050541516245	TNFRSF12A;LAMC2;SDC1;SDC4;NT5E;ITGA2;FUCA1;GADD45A;GPC1;DST;CAPG;AREG;ITGB5;FAS;DKK1;WNT5A;PMEPA1;PDLIM4;CD59;TNC;IGFBP3;LOXL1;NOTCH2;COL8A2;TGFBI;JUN;TPM4;CXCL6;IGFBP4;ITGB3;FSTL3;TGFB1;MMP3;COMP;CD44;ITGAV;OXTR;TGM2;PLAUR;ANPEP;FLNA
TCGA-LUAD	GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	0.9310945402204578	0.5972705378645973	0.6291739894551845	ADAM8;ACVR1;VASN;BCL9L;ADAM15;EDN1;TGFB2;MSX2;SMAD3;PEF1;LRG1;WNT5A;SPRY2;SPRED1;SPRED2;TGFB1;TIAM1;DAG1;ZNF750;HMGA2;FOXC1;BMP4;RTN4;SOX9;FLNA;DLG5;S100A4;OVOL2;ADIPOR1;TRIM62;POFUT2;BMP7
TCGA-LUAD	CUSTOM_EMT_CORE	-0.7704771503392553	0.8818571866380631	0.7870563674321504	CDH2;ZEB2;SNAI1;SPARC;COL3A1;ZEB1
TCGA-LUSC	GOBP_KERATINIZATION	3.217379635257503	0.0	0.0	TGM1;IVL;SPRR3;TMEM79;SPRR2D;SPRR1A;SFN;SPRR1B;KRT78;PPL;KRT6C;SPRR2E;KRT6A;KRT6B;KRT16;SPRR2F;EVPL;IL1A;KRT4;KRT80;KRT5;SPRR2B;CNFN;CDH3;SPRR4;ABCA12;KRT17;SPRR2G;KRT3;TGM3;LCE3E;LCE3D;KLK5;LIPK;LIPN;KRT76;LCE5A;LCE2D;LCE2C;KRT75;SHARPIN;TCHH;LCE1C;LCE2B;LIPM;LCE1B
TCGA-LUSC	CUSTOM_BARRIER_KERATIN	3.212389233460837	0.0	0.0	S100A9;S100A8;TGM1;IVL;SPRR2A;SPRR3;SPRR2D;SPRR1A;SPRR1B;CSTA;PPL;KRT6A;KRT6B;KRT16;EVPL;PI3;KRT5;S100A7;CNFN;KRT14;KRT17;PKP1;LCE3D;KRT10
TCGA-LUSC	GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	2.895175880839105	0.0	0.0	TMEM79;ELOVL1;SFN;GRHL3;KRT16;TMPRSS11F;CLDN1;GRHL1;CLDN4;KLF4;LSR;ABCA12;IL18;TP63;NFKBIZ;MET;ALOXE3;PLEC;FLG;ALOX12B;UGCG;ALOX12;FLG2
TCGA-LUSC	CUSTOM_CLAUDIN_PAR_FOCAL	1.8713213137592644	0.0012580054894784	0.0	CLDN1;CLDN7;CLDN4;F11R;PARD3
TCGA-LUSC	GOBP_TIGHT_JUNCTION_ORGANIZATION	1.7920332078200094	0.0028754411188079	0.0	EPHA2;CLDN1;CLDN7;CLDN4;MPP7;LSR;POF1B;F11R;PRKCH;CLDN16;CLDN17;MARVELD3;CLDN8;ILDR1;PLEC;DLG1;MICALL2;FZD5;SNAI2;TJP1;PARD3;EXT1;OCLN;CLDN12;RAB13;OCEL1;GRHL2;PDCD6IP;MARVELD2;FRMPD2;CLDN23
TCGA-LUSC	CUSTOM_TJ_CORE	1.4787698770297462	0.0387465690759377	0.0450704225352112	CLDN1;CLDN7;CLDN4;F11R;CLDN8;CRB3;TJP2;TJP1;PARD3;MAGI3;OCLN;TJP3
TCGA-LUSC	GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	-1.4557770734283215	0.0744702949729954	0.0053262316910785	LRP6;LOXL3;FGFR1;SLC39A10;BAMBI;FERMT2;ROCK1;EOMES;NCAM1;ROCK2;CLASP2;SMAD4;RBPJ;PHLDB1;LEF1;HGF;CRB2;CTNNB1;BMP5;IL17RD;TBX20;SFRP1;WNT11;ACVRL1;AXIN2;CLASP1;EPHA3;SMAD7;AKNA;MSX1;TBX5;TRIM28;SPRY2;GSC;TBX3;SPRED1;FGF8;CUL7;DACT3;AGT;HEYL;GLIPR2;HDAC2;OLFM1;FUZ;TMEM100;IGF1;BMP4;SOX9;SDCBP;TGFBR1;FOXA2;DDX5;SMAD2;SNAI1;KLHL12;POLR1B;EPB41L5;MDK;APLF;MSX2;LIMS1;LOXL2;HEY1;TGFB2;EDNRA;HAS2
TCGA-LUSC	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	-1.357502071876479	0.0866223514748649	0.0226666666666666	SLIT2;CADM1;CDH2;FERMT2;SNTB1;COL4A2;FBN2;ID2;SGCG;FN1;COL4A1;WIPF1;MAGEE1;VCAM1;VIM;SCG2;VCAN;LAMA1;PTX3;LAMC1;FGF2;MEST;GEM;FBN1;MCM7;CDH11;SFRP1;APLP1;SGCD;SGCB;CXCL12;PCOLCE2;MSX1;COPA;NID2;PRRX1;FMOD;FBLN5;TNFRSF11B;OXTR;SLIT3;LAMA2;PDGFRB;FBLN2;TPM1;BGN;COL6A2;GPX7;TIMP3;THY1;DPYSL3;PCOLCE;PMP22;ABI3BP;EDIL3;COL6A3;THBS2;SPARC;COL5A1;GAS1;SPOCK1;COL1A2;FSTL1;CALD1;LOXL2;CRLF1;POSTN;NTM;ANPEP;ADAM12;VEGFC;COL5A2;ITGB3;EFEMP2;COL8A2;PLOD3;MXRA5;INHBA;FZD8;ECM2;SERPINH1;MATN3;TPM2;BDNF;IL6;ACTA2;COL11A1
TCGA-LUSC	CUSTOM_EMT_CORE	-1.3560010115305858	0.0583714167012879	0.1127694859038142	CDH2;FN1;VIM;ZEB1;ZEB2;SPARC;SNAI1
TCGA-LUSC	KEGG_TIGHT_JUNCTION	1.3148256282971325	0.0887465690759377	0.0452830188679245	CLDN1;CLDN7;CLDN4;MYL12B;F11R;PRKCH;CLDN16;CLDN17;CLDN8;CDC42;CRB3;EPB41L1;GNAI1;AKT1;PARD6G;TJP2;GNAI3;RRAS;MYL12A;VAPA;TJP1;PARD3;RRAS2;ACTN4;LLGL2;PPP2CB;PRKCZ;MAGI3;EXOC3;HRAS;SRC;PRKCD;OCLN;TJP3;RAB13;ACTB;PPP2CA
