term	nes	fdr	nom_p	es	lead_genes	cohort	split	n_high	n_low	n_rank_genes	bucket	expected	primary
CUSTOM_CLAUDIN_PAR_FOCAL	1.7900849351228014	0.0035060268891979607	0.0	0.8664082302072463	F11R;CLDN1;PARD3;CLDN4;CLDN7	TCGA-CESC	median	151	151	20126	TJ	UP	True
GOBP_CORNIFICATION	1.782311005485806	0.003005165905026823	0.004424778761061947	0.7407605010769959	TMEM79;CASP14;LIPK;KLK5	TCGA-CESC	median	151	151	20126	KERATIN_BARRIER	UP	True
GOBP_TIGHT_JUNCTION_ORGANIZATION	1.6157730180850751	0.014820931849791377	0.0023752969121140144	0.3770807874859991	F11R;CLDN1;PARD3;EPHA2;PRKCH;MPP7;CLDN16;SNAI2;GRHL2;CLDN8;CLDN4;EXT1;TJP1;PAK2;PRKACA;DLG1;IKBKB;CLDN17;ILDR1;CLDN7;RAB13;POF1B;PDCD6IP	TCGA-CESC	median	151	151	20126	TJ	UP	True
CUSTOM_TJ_CORE	1.5695788754659385	0.02124864781332097	0.029411764705882353	0.48960965436006876	F11R;CLDN1;PARD3;CLDN8;TJP2;CLDN4;TJP1;INADL;AMOTL1	TCGA-CESC	median	151	151	20126	TJ	UP	True
HALLMARK_APICAL_JUNCTION	1.4629829609749194	0.03671766342141864	0.0027548209366391185	0.29334259779377514	DSC3;JUP;KRT31;MPZL2;CTNND1;PARD6G;GNAI1;SHROOM2;ADAM15;ITGA2;NFASC;ALOX15B;CDH3;ARPC2;CD86;EGFR;CLDN8;CAP1;DSC1;IKBKG;LDLRAP1;CLDN4;FSCN1;TJP1;ICAM4;DLG1;EXOC4;CDH1;MAPK13;PCDH1;WASL;SYK;BAIAP2;SRC;HRAS;PTPRC;MSN;GRB7;CD274;CX3CL1;CRAT;ITGB4;CLDN7;CNN2;PIK3CB;HADH;STX4;MYL12B;ACTN4;LAMB3;BMP1;ZYX;CRB3;MMP9;ACTB;ADAM23;EVL;CADM3;PPP2R2C;ICAM1;LAYN;MYH9;RAC2;TRAF1;RSU1	TCGA-CESC	median	151	151	20126	TJ	UP	True
KEGG_TIGHT_JUNCTION	1.4522067845809046	0.03650904033379694	0.01411764705882353	0.31165608476742857	F11R;CLDN1;PARD3;PRKCH;CDC42;PARD6G;GNAI1;EPB41L1;GNAI3;CLDN16;CLDN8;TJP2;CLDN4;TJP1;PRKCE;AMOTL1;EXOC4;VAPA;PPP2R2A;PPP2R2D;SRC;HRAS;CLDN17;EXOC3;HCLS1;MYH14;PRKCQ;CLDN7;RAB13;CASK;MYL12B;ACTN4;MAGI3;CRB3;ACTB;LLGL1;PPP2R2C;MYH9;PPP2R2B;PRKCB;PRKCD;PRKCZ;MYL12A	TCGA-CESC	median	151	151	20126	TJ	UP	True
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	-1.4335568697444163	0.09893307468477207	0.0112	-0.3015943144452875	FERMT2;PLOD3;FBN2;TPM1;SLIT2;SERPINH1;SGCB;SCG2;CDH6;FZD8;CDH2;LOXL2;TIMP1;COL4A2;SNTB1;NT5E;TPM2;ANPEP;PTX3;RHOB;PLOD1;PPIB;CALU;COL4A1;LAMC1;CADM1;OXTR;MEST;PFN2;MSX1;BDNF;FBLN5;TGM2;HTRA1;FSTL1;NNMT;CAP2;IL6;FMOD;ITGB3;LAMA1;LGALS1;GPX7;CDH11;FGF2;PCOLCE;COL6A2;EFEMP2;NID2;PMP22;FUCA1;SPOCK1;TGFBR3;MATN3;PMEPA1;TNFRSF11B;SERPINE2;VIM;ID2;QSOX1;ENO2;SFRP1;FN1;CRLF1;ITGB1;SPARC;EMP3;GEM;FOXC2;SLIT3;PDGFRB;THBS1;COL12A1;FBN1;THY1;NTM	TCGA-CESC	median	151	151	20126	EMT	DOWN	True
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	-1.163546441540116	0.30825654704170713	0.17687074829931973	-0.25277231757723484	SLC39A10;FOXA2;FERMT2;PHLDB1;LRP6;NOG;FGFR1;BMP4;CUL7;HPN;LOXL2;SPRED1;HMGA2;TRIM28;POFUT2;SPRY1;ALX1;FUZ;MSX2;TGFBR2;AXIN2;MSX1;IL6;LOXL3;AGT;RBPJ;BAMBI;TGFB1I1;ACVRL1;SPRED2;NOTCH4;SPRY2;CTNNB1;TWIST1;VASN;BMP5;SOX9;NKX2-1	TCGA-CESC	median	151	151	20126	EMT	DOWN	True
CUSTOM_EMT_CORE	-0.8908302510417335	0.687560620756547	0.6230088495575221	-0.31787302342280643	CDH2;TWIST1;ZEB1;VIM;FN1;SPARC	TCGA-CESC	median	151	151	20126	EMT	DOWN	True
GOBP_KERATINIZATION	2.5600289219998906	0.0	0.0	0.6309711588819997	KLK5;KRT17;KRT6B;KRT81;KRT7;KRT5;PPL;KRT6C;KRT16;KRT86;KRT83;SFN;KRT6A;CDH3;TMEM79;TGM1;CNFN;EVPL;KRT4;KRT75;KRT78;SPRR2D;KRT80;KRT77;LCE1C;SPRR2E;SPRR1B;KRT71;LIPK;KRT74;SPRR2G	TCGA-BRCA	quartile	275	275	20196	KERATIN_BARRIER	UP	True
CUSTOM_BARRIER_KERATIN	2.532532524604525	0.0	0.0	0.7503416775652132	KRT17;KRT14;KRT6B;KRT5;PPL;KRT16;PI3;PKP1;DSG1;KRT6A;TGM1;CNFN;EVPL;SPRR2D;KRT10;SPRR2A;LOR;CSTA;DSC1;SPRR1B	TCGA-BRCA	quartile	275	275	20196	KERATIN_BARRIER	UP	True
GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	2.4141247478389807	0.0	0.0	0.7325111944974033	LSR;CLDN4;KRT16;GRHL3;SFN;GRHL1;CLDN1;ELOVL1;SRF;MET;KLF4;TMEM79;NFKBIZ;TP63	TCGA-BRCA	quartile	275	275	20196	KERATIN_BARRIER	UP	True
GOBP_KERATINOCYTE_DIFFERENTIATION	2.3736186886217054	0.0	0.0	0.5224241798830486	KLK5;KRT17;KRT14;KRT6B;KRT81;ST14;KRT7;KRT5;EPHA2;PPL;KRT6C;KRT16;KRT86;KRT83;SFN;SLC39A2;GRHL1;AQP3;YAP1;KRT6A;FOXC1;CDH3;ZFP36;ANXA1;TMEM79;SAV1;TGM1;POU2F3;CNFN;WNT5A;ZFP36L1;AKR1C3;IRF6;NFKBIZ;EVPL;TP63;KRT4;KRT75;SCEL;KRT78;SPRR2D;NOTCH1;KRT10;KRT80;KRT77;JAG1;LCE1C;SPRR2E;CSTA;ERRFI1;SPRR1B;KRT71;LIPK;HOXA7;OPN3;KRT74;OVOL2;ETV4;SPRR2G	TCGA-BRCA	quartile	275	275	20196	KERATIN_BARRIER	UP	True
GOBP_EPIDERMAL_CELL_DIFFERENTIATION	2.224181898355327	0.0	0.0	0.4695751968387297	KLK5;KRT17;KRT14;KRT6B;KRT81;ST14;KRT7;KRT5;EPHA2;HES1;PPL;KRT6C;KRT16;KRT86;KRT83;SFN;SLC39A2;OVOL1;GRHL1;AQP3;YAP1;KRT6A;FOXC1;CDH3;ZFP36;MAFF;ANXA1;KLF4;JAG2;TMEM79;SAV1;TRIOBP;DLL1;TGM1;FGF2;POU2F3;CNFN;WNT5A;ZFP36L1;AKR1C3;IRF6;NFKBIZ;HEY2;EVPL;TP63;KRT4;KRT75;SCEL;KRT78;SPRR2D;NOTCH1;KRT10;KRT80;KRT77;KCNQ1;JAG1;LCE1C;SPRR2E;CSTA;ERRFI1;SPRR1B;GATA6;SPINK5;KRT71;LIPK;HOXA7;OPN3;KRT74;KEAP1;OVOL2;ETV4;SPRR2G	TCGA-BRCA	quartile	275	275	20196	KERATIN_BARRIER	UP	True
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	1.9522015267959292	0.0007403189066059225	0.0	0.419080559315744	TNFRSF12A;JUN;SFRP1;ANPEP;LAMC2;PDLIM4;TAGLN;TPM2;MYL9;FOXC2;TPM1;FZD8;OXTR;SDC4;PMEPA1;FGF2;PPIB;TIMP1;WNT5A;CAPG;MGP;GADD45B;TPM4;ACTA2;SDC1;PTX3;FBLN5;NNMT;PLOD1;CXCL1;CRLF1;GPC1;CXCL6;MYLK;CD59;IL6;FBLN2;COL16A1;QSOX1;VIM;GAS1;COL7A1;PLAUR;ELN;PMP22;IGFBP3;LGALS1;SERPINE2;SERPINH1;TNFRSF11B;GADD45A;PLOD3;MMP3;GEM;COL6A2;GPX7;DST;PCOLCE2;MMP14;FBLN1;FSTL3;SAT1;CALD1;MATN2;SNAI2;TFPI2;GLIPR1;LOXL1;PCOLCE;LAMA1;IL32;DKK1;VEGFA;COL8A2;BGN;EMP3	TCGA-BRCA	quartile	275	275	20196	EMT	DOWN	True
KEGG_TIGHT_JUNCTION	1.9324372234904033	0.0006345590628050765	0.0	0.4272955022331475	CLDN4;CLDN3;CLDN1;MYL12B;CLDN23;ACTB;RRAS;MYL9;PRKCZ;F11R;ACTN4;CLDN8;MYL7;MYL12A;CLDN19;CLDN9;CLDN5;CLDN7;RAB13;ACTN1;CSNK2B;AKT1;PARD3;CLDN11;MYH11;PPP2R2D;TJP2;CLDN10;MYH14;TJAP1;CLDN16;HRAS;MRAS;CRB3;CLDN14;EPB41L1;MYLPF	TCGA-BRCA	quartile	275	275	20196	TJ	UP	True
GOBP_TIGHT_JUNCTION_ORGANIZATION	1.906783374908487	0.0005552391799544419	0.0	0.47074896729014565	LSR;EPHA2;CLDN4;CLDN3;CLDN1;CLDN23;MARVELD3;SRF;WNT11;F11R;CLDN8;CLDN19;CLDN9;CLDN5;CLDN7;POF1B;RAB13;PARD3;CLDN11;SNAI1;CLDN25;CLDN10;EXT1;CLDN16	TCGA-BRCA	quartile	275	275	20196	TJ	UP	True
CUSTOM_TJ_CORE	1.8803310105658735	0.0006580612503163756	0.0	0.5884021804346361	CLDN4;CLDN3;CLDN1;F11R;CLDN8;CLDN7;PARD3;TJP2;AMOT;INADL;CRB3	TCGA-BRCA	quartile	275	275	20196	TJ	UP	True
HALLMARK_APICAL_JUNCTION	1.8506795155430507	0.0007403189066059225	0.0	0.397634478716661	MPZL2;CLDN4;ITGB4;LAMB3;DSC3;CNN2;VASP;LAMC2;ACTG2;MYL12B;ACTB;CX3CL1;ADAM15;RRAS;SPEG;COL17A1;MYL9;CDH3;ICAM5;ACTN4;CLDN8;CLDN19;CLDN9;CLDN5;CLDN7;CALB2;STX4;LDLRAP1;MVD;ACTN1;ZYX;FSCN1;IKBKG;CLDN11;JUP;ICAM1;SORBS3;COL16A1;ICAM4;ICAM2;PFN1;MPZL1;EGFR;NRTN;HRAS;DSC1;CAP1;SHC1;CRB3;CLDN14;RSU1;ADAMTS5;CD99	TCGA-BRCA	quartile	275	275	20196	TJ	UP	True
CUSTOM_CLAUDIN_PAR_FOCAL	1.849545306784225	0.000673017187823566	0.0	0.9356644049328909	CLDN4;CLDN1;F11R;CLDN7;PARD3	TCGA-BRCA	quartile	275	275	20196	TJ	UP	True
GOBP_CORNIFICATION	1.515140854129998	0.021962794229309034	0.044964028776978415	0.6537135212597662	KLK5;TMEM79;LIPK	TCGA-BRCA	quartile	275	275	20196	KERATIN_BARRIER	UP	True
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	1.2827774451181635	0.10068337129840546	0.051515151515151514	0.28106165627664503	EFNA1;SOX9;SFRP1;ADAM15;FOXC1;EDN1;ZNF750;TCF7L2;VASN;WNT11;WNT5A;IL17RD;GCNT2;HEY2;CRB2;TGFB1I1;BAMBI;PEF1;SPRY2;SNAI1;DAB2IP;NOTCH1;IL6;SERPINB3;POFUT2;JAG1;BMP2;SPRY1;LRG1;PDCD6;GSC;OVOL2;GLIPR2;WWTR1;S100A4;ENG;DACT3;TMEM100;TGFB2;RTN4;AGT;APLF;NOG;SDHAF2;SNAI2;FOXF2;NOTCH4;ACVR1;TNXB;PHLDB1;MSX2	TCGA-BRCA	quartile	275	275	20196	EMT	DOWN	True
CUSTOM_EMT_CORE	-0.6862524457559784	0.9415708812260536	0.8708133971291866	-0.23031818992044523	ZEB2;FN1;CDH2;ZEB1;AXL	TCGA-BRCA	quartile	275	275	20196	EMT	DOWN	True
CUSTOM_BARRIER_KERATIN	2.4202505464646293	0.0	0.0	0.733812310697765	KRT17;KRT14;KRT6B;PPL;KRT16;KRT5;PI3;PKP1;KRT6A;TGM1;DSG1;CNFN;EVPL;SPRR2D;LOR;SPRR2A;SPRR1B;KRT10;DSC1;IVL;CSTA;S100A9;S100A8	TCGA-BRCA	median	548	548	20248	KERATIN_BARRIER	UP	True
GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	2.3737312212494017	0.0	0.0	0.7178702880272693	KRT16;CLDN4;LSR;GRHL3;CLDN1;GRHL1;SFN;MET;SRF;TMEM79;ELOVL1;KLF4;TP63	TCGA-BRCA	median	548	548	20248	KERATIN_BARRIER	UP	True
GOBP_KERATINIZATION	2.3703101464190794	0.0	0.0	0.5929059777013322	KLK5;KRT17;KRT6B;KRT81;KRT7;PPL;KRT6C;KRT16;KRT5;KRT86;SFN;KRT83;KRT6A;TMEM79;TGM1;CDH3;CNFN;KRT78;KRT4;EVPL;SPRR2D;SPRR2E;LCE1C;KRT74;SPRR1B;KRT77;LIPK;SPRR2G;IVL;SPRR2F;KRT75;KRT79;KRT80;KRT76;LCE3D;KRT71;SPRR2B;SPRR3;KRT85;KRT84;SPRR1A;KRT3;SPRR4;SHARPIN;KRT1;LCE3E	TCGA-BRCA	median	548	548	20248	KERATIN_BARRIER	UP	True
GOBP_KERATINOCYTE_DIFFERENTIATION	2.170320950695193	0.0	0.0	0.4855350909577564	KLK5;KRT17;KRT14;EPHA2;KRT6B;KRT81;KRT7;ST14;PPL;KRT6C;KRT16;KRT5;KRT86;ZFP36;SLC39A2;GRHL1;SFN;KRT83;FOXC1;KRT6A;TMEM79;TGM1;ANXA1;YAP1;CDH3;AQP3;TP63;AKR1C3;WNT5A;CNFN;NOTCH1;ZFP36L1;KRT78;KRT4;JAG1;EVPL;SCEL;SAV1;SPRR2D;POU2F3;NFKBIZ;SPRR2E;HOXA7;LCE1C;KRT74;SPRR1B;KRT77;KRT10;ERRFI1;LIPK;SPRR2G;IVL;SPRR2F;CSTA;KRT75;OVOL2;ETV4;OPN3;KRT79;IRF6	TCGA-BRCA	median	548	548	20248	KERATIN_BARRIER	UP	True
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.1495806147941385	0.0	0.0	0.47417375029051156	JUN;TNFRSF12A;SFRP1;ANPEP;PDLIM4;FOXC2;TAGLN;MYL9;TPM2;GADD45B;MGP;CRLF1;FBLN5;FZD8;LAMC2;PMEPA1;TIMP1;WNT5A;SDC4;FGF2;SDC1;ACTA2;PTX3;OXTR;ELN;COL16A1;NNMT;CXCL1;GPC1;IL6;PLOD1;TPM1;FBLN2;CAPG;VIM;PPIB;CXCL6;MYLK;TPM4;QSOX1;GEM;MMP3;IGFBP3;TNFRSF11B;FBLN1;COL7A1;GAS1;MATN2;SERPINE2;COL6A2;CD59;LOXL1;MSX1;PCOLCE;FSTL3;GADD45A;LGALS1;PMP22;BGN;IGFBP4;PCOLCE2;SERPINH1;SNAI2;PLAUR;EMP3;EFEMP2;HTRA1;GPX7;PLOD3;MMP14;CALD1;DST;LAMA1;TFPI2;FMOD;MMP2;TGFB1;GLIPR1;SGCG;VEGFC;BMP1;COL8A2;TNC;TGFBR3	TCGA-BRCA	median	548	548	20248	EMT	DOWN	True
GOBP_EPIDERMAL_CELL_DIFFERENTIATION	2.0992398026781207	0.0	0.0	0.4535607228290644	KLK5;KRT17;KRT14;EPHA2;KRT6B;KRT81;KRT7;ST14;PPL;KRT6C;KRT16;KRT5;HES1;KRT86;OVOL1;ZFP36;SLC39A2;GRHL1;SFN;KRT83;JAG2;TRIOBP;FOXC1;KRT6A;DLL1;TMEM79;TGM1;ANXA1;YAP1;CDH3;AQP3;KLF4;MAFF;TP63;AKR1C3;WNT5A;FGF2;CNFN;NOTCH1;ZFP36L1;KRT78;KRT4;TMEM132E;JAG1;EVPL;SCEL;SAV1;SPRR2D;POU2F3;HEY2;PTCH2;NFKBIZ;SPRR2E;HOXA7;GLI1;LCE1C;KRT74;GATA6;SPRR1B;KRT77;KRT10;ERRFI1;LIPK;CDH23;KCNQ1;SPINK5;SPRR2G;IVL;HDAC1;SPRR2F;CSTA;KRT75;OVOL2;ETV4;KEAP1;OPN3;KRT79;IRF6	TCGA-BRCA	median	548	548	20248	KERATIN_BARRIER	UP	True
GOBP_TIGHT_JUNCTION_ORGANIZATION	1.946114488098708	0.00020352091177368474	0.0	0.492435943794225	EPHA2;CLDN4;LSR;CLDN1;CLDN3;CLDN5;CLDN23;SRF;CLDN19;WNT11;F11R;CLDN7;MARVELD3;CLDN11;SNAI1;CLDN8;CLDN25;RAB13;POF1B;CLDN10;ESAM;MICALL2;CLDN9;CLDN16;CLDN15;PARD3;EXT1;PECAM1;RAMP2	TCGA-BRCA	median	548	548	20248	TJ	UP	True
HALLMARK_APICAL_JUNCTION	1.8762066764254017	0.0003561615956039483	0.0	0.41339033558119004	MPZL2;CLDN4;ITGB4;LAMB3;CNN2;DSC3;VASP;SPEG;CX3CL1;RRAS;MYL9;ACTG2;CLDN5;ACTB;ADAM15;COL17A1;MYL12B;CLDN19;CDH3;LAMC2;ICAM5;CLDN7;ICAM2;FSCN1;CALB2;STX4;ACTN4;CLDN11;COL16A1;CLDN8;SORBS3;ZYX;LDLRAP1;ACTN1;NRTN;EGFR;CLDN9;ICAM1;IKBKG;ITGA10;TNFRSF11B;CADM3;MVD;CLDN15;SHC1;ADAMTS5;DSC1;FLNC;JUP;MPZL1;PFN1;NRXN2;THBS3;ICAM4;PECAM1;CD99;CD34;CRB3;HRAS;CAP1;PBX2;GNAI2;CLDN14;PARVA;RSU1;GNAI1;PARD6G;SRC;TSPAN4;CERCAM;LAYN;MAPK11;SDC3;MMP2;SIRPA;MSN;TMEM8B;BMP1;TRO;ACTA1	TCGA-BRCA	median	548	548	20248	TJ	UP	True
KEGG_TIGHT_JUNCTION	1.7948979579397388	0.0014246463824157932	0.0	0.4216400992276411	CLDN4;CLDN1;CLDN3;RRAS;MYL9;CLDN5;PRKCZ;ACTB;CLDN23;MYL12B;CLDN19;MYH11;F11R;CLDN7;ACTN4;CLDN11;CLDN8;MYL12A;RAB13;CSNK2B;MYL7;CLDN10;ACTN1;AKT1;TJAP1;PPP2R2D;CLDN9;CLDN16;CLDN15;PARD3;EPB41L1;MRAS;MYLPF;TJP2;MYH14;MYL2;JAM2;CRB3;AMOTL1;HRAS;GNAI2;CLDN14;MYL5;TJP3;GNAI1;PARD6G;SRC	TCGA-BRCA	median	548	548	20248	TJ	UP	True
CUSTOM_TJ_CORE	1.7729030435496596	0.001424646382415793	0.004815409309791332	0.5647972235715786	CLDN4;CLDN1;CLDN3;F11R;CLDN7;CLDN8;INADL;AMOT;PARD3;TJP2;JAM2;CRB3;AMOTL1;TJP3	TCGA-BRCA	median	548	548	20248	TJ	UP	True
CUSTOM_CLAUDIN_PAR_FOCAL	1.7676476479058996	0.0012951330749234483	0.0017985611510791368	0.8802055031368866	CLDN4;CLDN1;F11R;CLDN7;PARD3	TCGA-BRCA	median	548	548	20248	TJ	UP	True
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	1.465687722836558	0.028492927648315864	0.011523687580025609	0.3338223602961742	EFNA1;SFRP1;SOX9;VASN;FOXC1;ADAM15;EDN1;ZNF750;TCF7L2;WNT11;WNT5A;CRB2;TGFB1I1;NOTCH1;SPRY1;SNAI1;JAG1;BMP2;IL6;SPRY2;DAB2IP;PEF1;LRG1;DACT3;ENG;IL17RD;GCNT2;HEY2;BAMBI;TNXB;SERPINB3;NOTCH4;TMEM100;TGFB2;PHLDB1;POFUT2;GLIPR2;WWTR1;FOXF2;GSC;MSX1	TCGA-BRCA	median	548	548	20248	EMT	DOWN	True
GOBP_CORNIFICATION	1.3873644719746154	0.047670859719297694	0.09878682842287695	0.6052615508626306	KLK5;TMEM79;LIPK	TCGA-BRCA	median	548	548	20248	KERATIN_BARRIER	UP	True
CUSTOM_EMT_CORE	0.7035772877258478	0.9390454869237814	0.8797364085667215	0.2597211190355573	SNAI1;VIM;SNAI2;MMP2;ITGA5;COL1A1	TCGA-BRCA	median	548	548	20248	EMT	DOWN	True
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.715761377038675	0.0	0.0	0.6457661574285383	NNMT;PRRX1;LOXL1;CTHRC1;LAMC2;MMP14;CAPG;SERPINE1;FSTL3;EMP3;BGN;FBLN2;ITGA5;GAS1;ADAM12;PCOLCE;MMP2;GREM1;SPOCK1;LGALS1;VIM;LAMA1;LUM;COL1A1;SPP1;TGFB1;COL6A2;COL3A1;NTM;COL1A2;FAP;HTRA1;THBS2;POSTN;PMP22;PDLIM4;BASP1;COL11A1;TNC;COL5A2;PTHLH;SNAI2;FGF2;LOX;DCN;SPARC;ENO2;TIMP1;COL6A3;EFEMP2;CDH2;DPYSL3;ITGAV;COL16A1;FMOD;FBN1;PDGFRB;MMP1;COL5A1;LRRC15;FSTL1;SCG2;MXRA5;ECM1;PLAUR;THY1;CDH11;COL12A1;TAGLN;BMP1;FBLN5;VEGFC;MFAP5;APLP1;COL8A2;NOTCH2;SGCD;SFRP4;TPM2;TIMP3;INHBA;LAMA3;GADD45B;FBLN1;VCAN;CALD1;LOXL2;NID2;ACTA2;MGP;FLNA;ITGB1;ECM2;TNFRSF11B;CALU;FERMT2;GEM;SLIT3;LAMA2;VCAM1;DST;COMP;COL7A1;QSOX1;GPC1;COL5A3;FN1;SLIT2;COL4A2;GPX7;TPM4;PCOLCE2;DKK1;THBS1;MYL9;SERPINH1;SFRP1;WIPF1;RGS4;LAMC1;FOXC2;GLIPR1;CXCL6;TGFBR3;ITGB5;PTX3;MATN2;COL4A1;PLOD1;CAP2;CD59;ELN;SGCG;NT5E;GJA1;IGFBP4;MYLK;ITGB3;CRLF1	TCGA-COAD	quartile	72	72	19904	EMT	DOWN	True
CUSTOM_EMT_CORE	2.2066122717771894	0.0	0.0	0.8120585251205696	TWIST1;ITGA5;MMP2;VIM;COL1A1;COL3A1;AXL;SNAI2;SPARC;CDH2;ZEB2;MMP9;FN1;SNAI1	TCGA-COAD	quartile	72	72	19904	EMT	DOWN	True
CUSTOM_BARRIER_KERATIN	2.199556361579654	0.0	0.0	0.694978131951253	KRT16;KRT6A;KRT17;PPL;S100A8;KRT5;KRT14;SPRR1B;KRT6B;IVL;SPRR3;S100A9;PKP1;SPRR2A;SPRR2D;CNFN;SPRR1A;PI3;FLG	TCGA-COAD	quartile	72	72	19904	KERATIN_BARRIER	UP	True
GOBP_KERATINIZATION	2.1742535592853773	0.0	0.0	0.5894787371020667	KRT16;KRT86;KRT81;KRT6A;KRT17;PPL;KRT7;KRT6C;TMEM79;ABCA12;KRT80;KRT5;SPRR1B;CYP26B1;KLK5;KRT6B;IVL;SPRR3;KRT4;CDH3;KRT84;KRT79;SPRR2D;SFN;CNFN;SPRR1A;KRT85;CDSN;IL1A;SPRR2E;TGM1;LIPK;KRT78;LCE3D;KRT2;LIPN;KRT75;KRT3;KRT72;KRT1	TCGA-COAD	quartile	72	72	19904	KERATIN_BARRIER	UP	True
HALLMARK_APICAL_JUNCTION	2.089690519418633	0.0	0.0	0.4975699937357811	ALOX15B;LAMC2;BAIAP2;CALB2;CERCAM;MMP2;AMIGO2;NLGN2;ITGA3;FLNC;TSPAN4;CX3CL1;PECAM1;ICAM5;CLDN5;NRAP;ICAM2;LAYN;MSN;FSCN1;VCL;COL16A1;FBN1;THBS3;CD86;GNAI2;LAMB3;TRO;CLDN18;THY1;CDH11;BMP1;MAPK11;NEXN;RHOF;CAP1;LAMA3;CDH3;SGCE;ICAM4;MMP9;ACTN2;RAC2;VCAN;SPEG;CNTN1;JAM3;ACTC1;ADAM15;ITGB1;ITGA10;TNFRSF11B;AKT3;CADM3;CD276;EVL;VCAM1;ACTN1;MADCAM1;VWF;LDLRAP1;MYH10;SLIT2;SHC1;KRT31;PFN1;CDSN;MYL9;ACTB;CRAT;ITGB4;ARHGEF6;CD34;PTPRC;TJP1;ADAM9;VASP;PIK3R3;CD274;YWHAH;CLDN11;CD209;CNN2;B4GALT1;MYL12B;GNAI1;ARPC2;GAMT;IRS1;SDC3;ICAM1;LIMA1;COL17A1;SIRPA	TCGA-COAD	quartile	72	72	19904	TJ	UP	True
GOBP_KERATINOCYTE_DIFFERENTIATION	2.072679287274598	0.0	0.0	0.5053578520081092	GRHL1;ANXA1;SCEL;KRT16;KRT86;KRT81;KRT6A;KRT17;PPL;FOXN1;ALOX15B;POU2F3;KRT7;KRT6C;AQP3;CD109;TP63;TMEM79;LATS2;MAFB;ZBED2;PRKCH;ABCA12;CLIC4;FOXC1;SAV1;KRT80;KRT5;PALLD;KRT14;SPRR1B;CYP26B1;FOSL2;TRIM16;KLK5;KRT6B;PLEC;ROCK1;IVL;SPRR3;KRT4;CDH3;TXNIP;KRT84;KRT79;POU3F1;SPRR2D;SFN;CNFN;SPRR1A;KRT85;CDSN;OVOL2;FLG;PPP3CA;ADAM9;ERRFI1;MAP2K1;IRF6;EPHA2;IL1A;SPRR2E;TGM1;OPN3;UGCG;CYP27B1;LIPK;FLNB;S100A7;SGPP1;KRT78;LCE3D;KRT2;LIPN;KRT75;KRT3;KRT72;KRT1;EXPH5;WNT5A	TCGA-COAD	quartile	72	72	19904	KERATIN_BARRIER	UP	True
GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	1.9436216352325728	0.0	0.0	0.602485274972178	GRHL1;KRT16;GRHL3;TP63;TMEM79;ABCA12;ALOXE3;CYP26B1;PLEC;IL18;SFN;FLG;ALOX12;ELOVL1;UGCG	TCGA-COAD	quartile	72	72	19904	KERATIN_BARRIER	UP	True
GOBP_EPIDERMAL_CELL_DIFFERENTIATION	1.808328015919335	0.0012474411463664276	0.0	0.4276555453868195	GRHL1;ANXA1;SCEL;KRT16;KRT86;KRT81;KRT6A;KRT17;PPL;FOXN1;ALOX15B;POU2F3;KRT7;KRT6C;AQP3;CD109;TP63;TMEM79;LATS2;MAFB;ZBED2;PRKCH;ABCA12;CLIC4;FOXC1;SAV1;KRT80;FGF2;KRT5;PALLD;KRT14;SPRR1B;TMC1;CYP26B1;FOSL2;TRIM16;TMEM132E;KLK5;KRT6B;PLEC;ROCK1;IVL;SFRP4;SPRR3;KRT4;CDH3;CDH23;TXNIP;KRT84;KRT79;POU3F1;SPRR2D;SFN;TRIOBP;CNFN;GLI1;SPRR1A;PAFAH1B1;MAFF;KRT85;CDSN;OVOL2;FLG;PPP3CA;ADAM9;ERRFI1;DLL1;SPINK5;SLITRK6;MAP2K1;IRF6;EPHA2;IL1A;SPRR2E;TGM1;OPN3;UGCG;CYP27B1;LIPK;FLNB;S100A7;GDF3;SGPP1;KRT78;JAG2;LCE3D;KRT2;LIPN;KRT75;KRT3;KRT72;KRT1;EXPH5;WNT5A	TCGA-COAD	quartile	72	72	19904	KERATIN_BARRIER	UP	True
