cohort	split	term	bucket	gene	in_leading_edge	nes	fdr
TCGA-LUAD	quartile	GOBP_KERATINOCYTE_DIFFERENTIATION	KERATIN_BARRIER	CLDN1	False	2.788857099251805	0.0
TCGA-LUAD	quartile	GOBP_KERATINOCYTE_DIFFERENTIATION	KERATIN_BARRIER	CLDN4	False	2.788857099251805	0.0
TCGA-LUAD	quartile	GOBP_KERATINOCYTE_DIFFERENTIATION	KERATIN_BARRIER	CLDN7	False	2.788857099251805	0.0
TCGA-LUAD	quartile	GOBP_KERATINOCYTE_DIFFERENTIATION	KERATIN_BARRIER	F11R	False	2.788857099251805	0.0
TCGA-LUAD	quartile	GOBP_KERATINOCYTE_DIFFERENTIATION	KERATIN_BARRIER	PARD3	False	2.788857099251805	0.0
TCGA-LUAD	quartile	GOBP_KERATINIZATION	KERATIN_BARRIER	CLDN1	False	2.774880580048435	0.0
TCGA-LUAD	quartile	GOBP_KERATINIZATION	KERATIN_BARRIER	CLDN4	False	2.774880580048435	0.0
TCGA-LUAD	quartile	GOBP_KERATINIZATION	KERATIN_BARRIER	CLDN7	False	2.774880580048435	0.0
TCGA-LUAD	quartile	GOBP_KERATINIZATION	KERATIN_BARRIER	F11R	False	2.774880580048435	0.0
TCGA-LUAD	quartile	GOBP_KERATINIZATION	KERATIN_BARRIER	PARD3	False	2.774880580048435	0.0
TCGA-LUAD	quartile	GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	KERATIN_BARRIER	CLDN1	True	2.5794480332827723	0.0
TCGA-LUAD	quartile	GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	KERATIN_BARRIER	CLDN4	True	2.5794480332827723	0.0
TCGA-LUAD	quartile	GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	KERATIN_BARRIER	CLDN7	False	2.5794480332827723	0.0
TCGA-LUAD	quartile	GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	KERATIN_BARRIER	F11R	False	2.5794480332827723	0.0
TCGA-LUAD	quartile	GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	KERATIN_BARRIER	PARD3	False	2.5794480332827723	0.0
TCGA-LUAD	quartile	CUSTOM_BARRIER_KERATIN	KERATIN_BARRIER	CLDN1	False	2.522174526812545	0.0
TCGA-LUAD	quartile	CUSTOM_BARRIER_KERATIN	KERATIN_BARRIER	CLDN4	False	2.522174526812545	0.0
TCGA-LUAD	quartile	CUSTOM_BARRIER_KERATIN	KERATIN_BARRIER	CLDN7	False	2.522174526812545	0.0
TCGA-LUAD	quartile	CUSTOM_BARRIER_KERATIN	KERATIN_BARRIER	F11R	False	2.522174526812545	0.0
TCGA-LUAD	quartile	CUSTOM_BARRIER_KERATIN	KERATIN_BARRIER	PARD3	False	2.522174526812545	0.0
TCGA-LUAD	quartile	GOBP_EPIDERMAL_CELL_DIFFERENTIATION	KERATIN_BARRIER	CLDN1	False	2.5178107809329626	0.0
TCGA-LUAD	quartile	GOBP_EPIDERMAL_CELL_DIFFERENTIATION	KERATIN_BARRIER	CLDN4	False	2.5178107809329626	0.0
TCGA-LUAD	quartile	GOBP_EPIDERMAL_CELL_DIFFERENTIATION	KERATIN_BARRIER	CLDN7	False	2.5178107809329626	0.0
TCGA-LUAD	quartile	GOBP_EPIDERMAL_CELL_DIFFERENTIATION	KERATIN_BARRIER	F11R	False	2.5178107809329626	0.0
TCGA-LUAD	quartile	GOBP_EPIDERMAL_CELL_DIFFERENTIATION	KERATIN_BARRIER	PARD3	False	2.5178107809329626	0.0
TCGA-LUAD	quartile	HALLMARK_APICAL_JUNCTION	TJ	CLDN1	False	2.155763394701485	0.0
TCGA-LUAD	quartile	HALLMARK_APICAL_JUNCTION	TJ	CLDN4	True	2.155763394701485	0.0
TCGA-LUAD	quartile	HALLMARK_APICAL_JUNCTION	TJ	CLDN7	True	2.155763394701485	0.0
TCGA-LUAD	quartile	HALLMARK_APICAL_JUNCTION	TJ	F11R	False	2.155763394701485	0.0
TCGA-LUAD	quartile	HALLMARK_APICAL_JUNCTION	TJ	PARD3	False	2.155763394701485	0.0
TCGA-LUAD	quartile	CUSTOM_TJ_CORE	TJ	CLDN1	True	2.0096686319278865	0.0002484804465002485
TCGA-LUAD	quartile	CUSTOM_TJ_CORE	TJ	CLDN4	True	2.0096686319278865	0.0002484804465002485
TCGA-LUAD	quartile	CUSTOM_TJ_CORE	TJ	CLDN7	True	2.0096686319278865	0.0002484804465002485
TCGA-LUAD	quartile	CUSTOM_TJ_CORE	TJ	F11R	True	2.0096686319278865	0.0002484804465002485
TCGA-LUAD	quartile	CUSTOM_TJ_CORE	TJ	PARD3	False	2.0096686319278865	0.0002484804465002485
TCGA-LUAD	quartile	GOBP_TIGHT_JUNCTION_ORGANIZATION	TJ	CLDN1	True	1.7863698783754947	0.003696146641691196
TCGA-LUAD	quartile	GOBP_TIGHT_JUNCTION_ORGANIZATION	TJ	CLDN4	True	1.7863698783754947	0.003696146641691196
TCGA-LUAD	quartile	GOBP_TIGHT_JUNCTION_ORGANIZATION	TJ	CLDN7	False	1.7863698783754947	0.003696146641691196
TCGA-LUAD	quartile	GOBP_TIGHT_JUNCTION_ORGANIZATION	TJ	F11R	True	1.7863698783754947	0.003696146641691196
TCGA-LUAD	quartile	GOBP_TIGHT_JUNCTION_ORGANIZATION	TJ	PARD3	False	1.7863698783754947	0.003696146641691196
TCGA-LUAD	quartile	CUSTOM_CLAUDIN_PAR_FOCAL	TJ	CLDN1	True	1.7436534312734648	0.004251776529004252
TCGA-LUAD	quartile	CUSTOM_CLAUDIN_PAR_FOCAL	TJ	CLDN4	True	1.7436534312734648	0.004251776529004252
TCGA-LUAD	quartile	CUSTOM_CLAUDIN_PAR_FOCAL	TJ	CLDN7	False	1.7436534312734648	0.004251776529004252
TCGA-LUAD	quartile	CUSTOM_CLAUDIN_PAR_FOCAL	TJ	F11R	True	1.7436534312734648	0.004251776529004252
TCGA-LUAD	quartile	CUSTOM_CLAUDIN_PAR_FOCAL	TJ	PARD3	False	1.7436534312734648	0.004251776529004252
TCGA-LUAD	quartile	GOBP_CORNIFICATION	KERATIN_BARRIER	CLDN1	False	1.6488773513948052	0.009218624565159218
TCGA-LUAD	quartile	GOBP_CORNIFICATION	KERATIN_BARRIER	CLDN4	False	1.6488773513948052	0.009218624565159218
TCGA-LUAD	quartile	GOBP_CORNIFICATION	KERATIN_BARRIER	CLDN7	False	1.6488773513948052	0.009218624565159218
TCGA-LUAD	quartile	GOBP_CORNIFICATION	KERATIN_BARRIER	F11R	False	1.6488773513948052	0.009218624565159218
