sample	patient	pair_id	d_sdm_prox	d_sdm_geom	d_commot	d_commot_supply	d_expr	n_fov	d_squidpy	mean_hi	mean_lo	p_hi	p_lo	n_tumor_hi_interface	n_cd8_interface
Lung13	Lung13	HLA-B|CD8A	0.08862995773116586	0.08726190030092926	-0.006746062411452436	-0.005527166064427659	0.1803979166211031	20	0.0843805814152272	1.1579589057754651	1.073578324360238	0.0	0.0	3394	2381
Lung13	Lung13	HLA-B|CD8B	0.021582135090549785	0.010857403085575824	-0.004370438243292715	-0.0035344601977091	0.1803979166211031	20	0.0843805814152272	0.9530151744374542	0.868634593022227	0.0	0.0	3394	2381
Lung13	Lung13	HLA-C|CD8A	0.11512652393078174	0.1571097331420036	-0.007688378326249705	-0.0075947659375926995	0.3394682508049728	20	0.167705028345265	1.2452246125946944	1.0775195842494294	0.0	0.0	3394	2381
Lung13	Lung13	HLA-C|CD8B	0.11748496445815344	0.16129154874613028	-0.00325862464485221	-0.003057827037982045	0.3394682508049728	20	0.1677050283452649	1.0402808812566833	0.8725758529114184	0.0	0.0	3394	2381
Lung13	Lung13	ICAM1|ITGAL	0.08459962969248053	0.15100636585861593	0.00977410013956242	-0.007459469863557705	0.19976501321749068	20	0.0950235644692373	0.3137592187921787	0.2187356543229413	0.0	0.0	3394	2381
Lung13	Lung13	ICAM1|ITGAL_ITGB2	0.04555789141721208	0.08265826347870517	0.0040258379652417155	0.0002118229918999101	0.19976501321749068	20	0.0950235644692373	0.2754993775032502	0.1804758130340128	0.0	0.162	3394	2381
Lung13	Lung13	IFNG|IFNGR1_IFNGR2	0.04418993438308962	0.02861683882177518	0.0027540765027936004	0.10195976376466646	0.0016155598531914042	20	0.0099836515954106	0.0444715924560798	0.0344879408606692	0.0	0.038	3394	2381
Lung13	Lung13	LGALS9|CD44	-0.0013139832807661414	0.04137097259822284	-0.00298990296480402	-0.018587069319490262	-0.010938581666302169	20	-0.0057413727417754	0.2111153011804861	0.2168566739222616	0.0	0.0	3394	2381
Lung13	Lung13	LGALS9|HAVCR2	0.06015134825000722	0.044027976438559185	-0.0005587943661957492	0.008275123794222659	-0.010938581666302169	20	-0.0057413727417754	0.0698567641465261	0.0755981368883015	0.004	0.0	3394	2381
Lung13	Lung13	LGALS9|PTPRC	0.046982316911888804	0.04941303317575429	-0.00389177203018155	0.007802263083082452	-0.010938581666302169	20	-0.0057413727417754	0.2045327538633456	0.2102741266051211	0.0	0.0	3394	2381
Lung13	Lung13	MIF|CD74_CD44	0.08487504515320352	0.052330080176730374	0.0024911840750013654	-0.0013275200791578305	0.01719463990695459	20	0.0050095757016318	0.5542755033614322	0.5492659276598003	0.0	0.0	3394	2381
Lung13	Lung13	MIF|CD74_CXCR4	0.11827290278780497	0.09738651830056252	0.00339718792433642	0.001382238711481206	0.01719463990695459	20	0.0050095757016319	0.5419073624275872	0.5368977867259552	0.0	0.0	3394	2381
Lung13	Lung13	PDCD1LG2|PDCD1	-0.0620146128884179	-0.06178562441445775	0.0008404104829701899	0.020257502747299903	-0.0017028019803634852	20	0.0002723920928838	0.0523072304735354	0.0520348383806516	0.0	0.0	3394	2381
Lung13	Lung13	SPP1|CD44	0.01970222917297293	0.04321307239055735	-0.00450351205090102	0.022706349264991488	-0.2003859982286802	20	-0.0775454051220609	0.2998831130121021	0.377428518134163	0.988	0.0	3394	2381
Lung13	Lung13	TGFB1|TGFBR1_TGFBR2	-0.0029217448612698363	0.018289443822769674	3.9896280238030656e-05	-0.0017405276913603032	0.01320387571303304	20	0.0045419625727938	0.0858067794010797	0.0812648168282858	0.004	0.618	3394	2381
Lung5_Rep1	Lung5	APP|CD74	0.039267149500931534	0.06959074719079639	0.02704682811252763	-0.019503123394165597	0.20274603675458172	30	0.1014753539745043	0.8072120489316916	0.7057366949571873	0.0	0.0	3184	4329
Lung5_Rep1	Lung5	CCL5|CCR5	-0.025156403190532035	-0.04754740812658938	-0.0005992080146225439	-0.001760925753889006	-0.01687683142363846	30	-0.0088224550787835	0.0588999855473651	0.0677224406261486	1.0	1.0	3184	4329
Lung5_Rep1	Lung5	CD274|PDCD1	-0.0056274937683042136	-0.008837809999927827	-0.0013469625118617487	-0.006903448487968327	-0.012627022691549033	30	-0.0057237648975558	0.0537489777098678	0.0594727426074236	0.186	0.0	3184	4329
Lung5_Rep1	Lung5	CDH1|CDH1	0.005845449584448866	-0.00316848570047612	9.13056775325104e-05	-0.00023562282769740053	0.14890412603781994	30	0.0775894015362584	0.1633815754077433	0.0857921738714848	0.0	1.0	3184	4329
Lung5_Rep1	Lung5	CDH1|ITGA2_ITGB1	0.09891613525865153	0.07379076627772846	0.001917327390767151	0.005399629506194614	0.14890412603781994	30	0.0775894015362585	0.1550049096501465	0.077415508113888	0.0	1.0	3184	4329
Lung5_Rep1	Lung5	CXCL10|CXCR3	0.04158371400631937	0.09968816691342391	0.00029935203764616225	-0.012872545946440144	0.0049660858025300895	30	0.0032451299551313	0.0565421629414968	0.0532970329863654	0.012	0.144	3184	4329
Lung5_Rep1	Lung5	CXCL12|CXCR4	-0.0345568797957519	-0.016781356537540263	-0.003712925343209669	0.0237526958097705	-0.013731252484029349	30	-0.0049171448543069	0.2588832641417584	0.2638004089960654	0.0	0.0	3184	4329
Lung5_Rep1	Lung5	CXCL16|CXCR6	0.00030050633070564475	0.017930916969819258	0.0020925836872057895	0.001100092102504116	0.0650829904032443	30	0.0288949621718883	0.1302464921482431	0.1013515299763548	0.0	0.372	3184	4329
Lung5_Rep1	Lung5	CXCL9|CXCR3	-0.006840151883812055	0.03336419001846253	3.977165059524696e-05	0.0187891354347713	-0.008579927783184428	30	-0.0051333829271716	0.0510877488643	0.0562211317914717	0.721	0.004	3184	4329
Lung5_Rep1	Lung5	FASLG|FAS	0.022179292147371528	0.0034559436754612104	-0.00036332453538919304	0.030863439878561025	-0.00912781258109666	30	-0.0044075808884396	0.0473647980590158	0.0517723789474555	0.919	0.184	3184	4329
Lung5_Rep1	Lung5	HLA-A|CD8A	0.04695303256825272	0.14637978504928917	-0.008838306023269257	-0.018607227618334866	0.09728799456790191	30	0.045337837923233	0.7264861413952444	0.6811483034720113	0.0	0.0	3184	4329
Lung5_Rep1	Lung5	HLA-A|CD8B	0.046867569105766546	0.11909455661901718	-0.003852756371511757	-0.006306073173163474	0.09728799456790191	30	0.0453378379232332	0.5338252289687844	0.4884873910455511	0.0013333333333333	1.0	3184	4329
Lung5_Rep1	Lung5	HLA-B|CD8A	0.008578055050747824	0.07757382410960544	-0.007453927425758822	-0.006629803295128531	-0.0620416150814257	30	-0.0366513366975009	0.7862018832731799	0.8228532199706808	0.0	0.0	3184	4329
Lung5_Rep1	Lung5	HLA-B|CD8B	0.004768745159304435	0.08995718667104781	-0.00441465110155036	-0.00329981062940832	-0.0620416150814257	30	-0.0366513366975008	0.5935409708467199	0.6301923075442207	1.0	1.0	3184	4329
Lung5_Rep1	Lung5	HLA-C|CD8A	0.024168123007451782	0.09347262800583854	-0.009664328854838266	-0.01052844429980883	0.02492300240342851	30	0.0104698686399136	0.8589554706060383	0.8484856019661247	0.0	0.0	3184	4329
Lung5_Rep1	Lung5	HLA-C|CD8B	0.03858402558762191	0.09501128677494713	-0.004779027539995597	-0.004620143675580903	0.02492300240342851	30	0.0104698686399136	0.6662945581795782	0.6558246895396646	0.3693333333333333	0.945	3184	4329
Lung5_Rep1	Lung5	ICAM1|ITGAL	0.06257032980249469	0.12072182792371672	0.0057900189368535575	0.019199283997531128	0.05393501744279572	30	0.0241906544941958	0.1482486874566648	0.1240580329624689	0.0	0.0	3184	4329
Lung5_Rep1	Lung5	ICAM1|ITGAL_ITGB2	0.023157974938139095	0.08342169971676586	0.0014546772677195066	0.00804993901449067	0.05393501744279572	30	0.0241906544941958	0.1002651925486548	0.0760745380544589	0.0	0.0	3184	4329
Lung5_Rep1	Lung5	IFNG|IFNGR1_IFNGR2	0.02137637328412513	0.01344011096461228	0.00121578671619485	0.04008471570332613	-0.0043311004046726834	30	0.0119887297696608	0.0400560825130778	0.0280673527434169	0.0	1.0	3184	4329
Lung5_Rep1	Lung5	LGALS9|CD44	-0.024460400299588576	-0.0050353457533954754	-0.0010102895455192903	-0.0513346262474147	0.030527650249427458	30	0.0136911593509621	0.2073032434237545	0.1936120840727924	0.0	0.0	3184	4329
Lung5_Rep1	Lung5	LGALS9|HAVCR2	0.004962789069875351	0.012152954373462447	-0.0005927650001745007	-0.017197559110506744	0.030527650249427458	30	0.013691159350962	0.0832426823586496	0.0695515230076875	0.0	0.154	3184	4329
Lung5_Rep1	Lung5	LGALS9|PTPRC	-0.044216399476487665	-0.032708630672385136	0.002926748723853563	-0.030621793331539207	0.030527650249427458	30	0.0136911593509621	0.2230900617145907	0.2093989023636286	0.0	0.0	3184	4329
Lung5_Rep1	Lung5	MIF|CD74_CD44	-0.003520951406424582	0.04757932957734339	0.0010035680737146863	-0.026240578947819435	0.13900766642155293	30	0.0661702199042653	0.3698724690176111	0.3037022491133458	0.0	0.0	3184	4329
Lung5_Rep1	Lung5	MIF|CD74_CXCR4	0.0017133107321059373	0.04737454709341449	0.0034452623617337095	-0.033171325131652926	0.13900766642155293	30	0.0661702199042653	0.4390615605548682	0.3728913406506029	0.0	0.0	3184	4329
Lung5_Rep1	Lung5	PDCD1LG2|PDCD1	-0.02810266926068079	-0.029787286896879355	-0.002056847498139994	-0.04468300899961768	-0.004902030729385384	30	-0.0023449814609749	0.0425163167002374	0.0448612981612123	0.0546666666666666	0.0	3184	4329
Lung5_Rep1	Lung5	SPP1|CD44	0.029670579785219385	0.03758429987641044	-0.003467826652353979	-0.056227496084391024	-0.005769936259145073	30	-0.0045020673344292	0.178886893960103	0.1833889612945322	0.0	0.0	3184	4329
Lung5_Rep1	Lung5	TGFB1|TGFBR1_TGFBR2	0.012965928521899983	0.0172329044202293	-0.00012089158161175453	0.0027827831407473986	-0.01618153886466546	30	-0.008533745453992	0.0438332061309401	0.0523669515849322	1.0	1.0	3184	4329
Lung5_Rep2	Lung5	APP|CD74	0.0859789930770374	0.10856118285435765	0.027749946413876847	0.0009720956503335111	0.1871653638892161	29	0.0916319988952309	0.781891997906558	0.690259999011327	0.0	0.0	4302	6387
Lung5_Rep2	Lung5	CCL5|CCR5	-0.023743982586707207	-0.01693456924064173	-0.0004447082238777025	0.006221779902047093	-0.013109420069424269	29	-0.0062657993376467	0.0753365763389893	0.081602375676636	1.0	1.0	4302	6387
Lung5_Rep2	Lung5	CD274|PDCD1	0.07945566624071965	0.07942458491239485	-0.002012421852213135	-0.022949473281082513	-0.015577071390196737	29	-0.0072711271158674	0.0638630944006012	0.0711342215164687	1.0	0.0	4302	6387
Lung5_Rep2	Lung5	CDH1|CDH1	0.029428939607916087	0.02621077792756743	2.4271250698381178e-05	-0.0005256765592128508	0.11335001465336011	29	0.0574507632597223	0.1614039114815793	0.1039531482218569	0.0	1.0	4302	6387
Lung5_Rep2	Lung5	CDH1|ITGA2_ITGB1	0.036042149917539575	0.02810722951309467	0.0003203003530605181	-0.0060618836904325615	0.11335001465336011	29	0.0574507632597223	0.1479110128261973	0.090460249566475	0.0	0.04	4302	6387
Lung5_Rep2	Lung5	CXCL10|CXCR3	0.018302842605130824	0.026095776579787077	-0.0008082637165944895	0.006438212150888389	-0.005608040944789677	29	-0.0036037471929712	0.0566449185875928	0.0602486657805641	0.96	0.5066666666666667	4302	6387
Lung5_Rep2	Lung5	CXCL12|CXCR4	0.0333459586629447	0.020254390814019762	-0.001736729178036038	-0.0400925412375339	0.0039328182755969205	29	-0.0003871597382723	0.2202955432549656	0.2206827029932379	0.0	0.0	4302	6387
Lung5_Rep2	Lung5	CXCL16|CXCR6	-0.0041268415324541875	-0.005895897545484027	0.00044619186156796007	-0.015564314990976795	0.04891770761264779	29	0.0226986602933942	0.1236482581121526	0.1009495978187584	0.0	1.0	4302	6387
Lung5_Rep2	Lung5	CXCL9|CXCR3	0.0039326358295264895	0.012980214090475013	-0.001886206591608037	-0.007253540332240939	-0.00841987952295749	29	-0.005338378010841	0.0580799786407907	0.0634183566516317	0.997	0.528	4302	6387
Lung5_Rep2	Lung5	FASLG|FAS	0.01674873396217371	0.012222092243392896	-0.0036828143624330766	-0.020947669863250723	-0.020800895239129265	29	-0.0094963348540448	0.0662563678409951	0.0757527026950399	0.991	0.004	4302	6387
Lung5_Rep2	Lung5	HLA-A|CD8A	0.07187059499322353	0.16094318743087566	-0.0036131797915495765	-0.008821963247934324	0.10300814417906498	29	0.0524523433096966	0.6927725389112183	0.6403201956015216	0.0	0.0	4302	6387
Lung5_Rep2	Lung5	HLA-A|CD8B	0.023223991272294176	0.08608473031864192	-0.002275679670161793	-0.004942171286196785	0.10300814417906498	29	0.0524523433096965	0.5356749227067206	0.483222579397024	0.0	1.0	4302	6387
Lung5_Rep2	Lung5	HLA-B|CD8A	0.03443897280848975	0.1460754786360414	-0.002270871659958511	-0.0027017426347512264	-0.02249814734351618	29	-0.0104118497727159	0.7170288901605393	0.7274407399332552	0.0	0.0	4302	6387
Lung5_Rep2	Lung5	HLA-B|CD8B	0.02336290297301154	0.10309049594073993	-0.0026967720971827276	-0.003212242525650583	-0.02249814734351618	29	-0.0104118497727159	0.5599312739560417	0.5703431237287576	1.0	1.0	4302	6387
Lung5_Rep2	Lung5	HLA-C|CD8A	0.05425037406391854	0.11236803593474423	-0.0015471403801342932	-0.0030610418323222446	0.07218400248385642	29	0.0380786963246631	0.7979655610250156	0.7598868647003525	0.0	0.0	4302	6387
Lung5_Rep2	Lung5	HLA-C|CD8B	0.016140894185939978	0.06446164067641444	-0.003058700942018473	-0.004013434241413796	0.07218400248385642	29	0.0380786963246631	0.640867944820518	0.6027892484958549	0.0	1.0	4302	6387
Lung5_Rep2	Lung5	ICAM1|ITGAL	0.03963555943509438	0.10026839387935334	0.006944847077440204	0.027590411476507166	0.04880510276853599	29	0.0253411860720426	0.1407962573399453	0.1154550712679027	0.0	0.0	4302	6387
Lung5_Rep2	Lung5	ICAM1|ITGAL_ITGB2	0.034807961408835415	0.08471706418174167	0.0022217482006382416	0.008021161692149783	0.04880510276853599	29	0.0253411860720426	0.0958373814700264	0.0704961953979838	0.0	0.0	4302	6387
Lung5_Rep2	Lung5	IFNG|IFNGR1_IFNGR2	-0.011733219155246794	0.013954467407611644	0.0005813724088317519	0.012009064407827912	0.0013473377728696722	29	0.011201703740361	0.048491080570483	0.037289376830122	0.0	0.967	4302	6387
Lung5_Rep2	Lung5	LGALS9|CD44	0.04014391777040535	0.04261190685296709	0.000532046641655545	-0.028058721132414723	0.02945955746845376	29	0.0120727185130065	0.2243254034760328	0.2122526849630263	0.0	0.0	4302	6387
Lung5_Rep2	Lung5	LGALS9|HAVCR2	-0.014325099397303214	-0.02137312038291956	0.001015589597431003	-0.00110245628751868	0.02945955746845376	29	0.0120727185130065	0.0905616971985701	0.0784889786855635	0.0	0.812	4302	6387
Lung5_Rep2	Lung5	LGALS9|PTPRC	0.007234253755753296	-0.006357333481891081	-0.0006173947755825688	-0.04244337779609902	0.02945955746845376	29	0.0120727185130065	0.2069327279147031	0.1948600094016966	0.0	0.0	4302	6387
Lung5_Rep2	Lung5	MIF|CD74_CD44	0.027539884884294576	0.0337720988049261	0.0029013289185668063	-0.011565253624170772	0.1151143250479101	29	0.048137694960518	0.3677107717241907	0.3195730767636727	0.0	0.0	4302	6387
Lung5_Rep2	Lung5	MIF|CD74_CXCR4	-0.02189959040560059	0.008548604456742319	0.008207201873494895	-0.0011552975317394105	0.1151143250479101	29	0.0481376949605181	0.3883175878436251	0.340179892883107	0.0	0.0	4302	6387
Lung5_Rep2	Lung5	PDCD1LG2|PDCD1	0.005115123779037273	0.01244824850983675	-0.0011472661039832143	-0.01740454161161208	-0.0070060039176290485	29	-0.0025511658317865	0.0515040836495871	0.0540552494813736	0.894	0.594	4302	6387
Lung5_Rep2	Lung5	SPP1|CD44	0.032899169104406205	0.028558531282289468	-0.005814485945569518	-0.06535095078573566	-0.008312165942099065	29	-0.0053149598048855	0.204722931909198	0.2100378917140835	0.0	0.0	4302	6387
Lung5_Rep2	Lung5	TGFB1|TGFBR1_TGFBR2	0.030239857689070768	0.012838523490312047	0.00048344563026334807	0.010496004012355927	-0.0267353213310581	29	-0.0142230376841636	0.048325267449475	0.0625483051336387	1.0	1.0	4302	6387
Lung5_Rep3	Lung5	APP|CD74	0.024371110780332685	0.043015180607028795	0.023492626231116972	0.00698149957577082	0.15772806964793643	30	0.0822704278356847	0.7101804026284656	0.6279099747927809	0.0	0.0	2594	3421
Lung5_Rep3	Lung5	CCL5|CCR5	-0.04683281640806242	-0.021586932218850368	-0.0021742514746475364	-0.030730164544424784	-0.011906738298993073	30	-0.0076017360480255	0.0518985529360404	0.0595002889840659	1.0	1.0	2594	3421
Lung5_Rep3	Lung5	CD274|PDCD1	0.053871151346236566	0.08103042263036649	-0.0015394369328778001	-0.017661231019057172	-0.00407477504150357	30	-0.0043518229001576	0.0450408561363588	0.0493926790365164	0.364	0.004	2594	3421
Lung5_Rep3	Lung5	CDH1|CDH1	-0.009209629900906147	-0.02602845483927075	6.972172160484386e-05	-8.070902360468172e-05	0.11295776105810845	30	0.0595652483229776	0.1258975126635066	0.0663322643405289	0.0	1.0	2594	3421
Lung5_Rep3	Lung5	CDH1|ITGA2_ITGB1	-0.011298041176876755	-0.012030757625376299	0.00045094991735855893	-0.005705741035884938	0.11295776105810845	30	0.0595652483229776	0.1217771500801645	0.0622119017571869	0.0	1.0	2594	3421
Lung5_Rep3	Lung5	CXCL10|CXCR3	-0.016759526711398066	-0.02717471284846224	-0.0016178047722910085	0.004451171441978986	-0.005471982252479157	30	-0.0021182335231819	0.041063112054064	0.0431813455772459	0.144	0.0	2594	3421
Lung5_Rep3	Lung5	CXCL12|CXCR4	0.024296699186588683	0.017459909467256708	0.001432650809732696	0.08445164641178646	-0.006210070116431517	30	-0.0038901137323799	0.2507734139570545	0.2546635276894344	0.0	0.0	2594	3421
Lung5_Rep3	Lung5	CXCL16|CXCR6	-0.021472503004655537	-0.047128470769522236	0.0015542251634466035	-0.009336299690793026	0.06440159383994741	30	0.028797449762738	0.109676530994856	0.0808790812321179	0.0	0.752	2594	3421
Lung5_Rep3	Lung5	CXCL9|CXCR3	0.03623201256741186	-0.005148128919149107	0.0008466118881120842	0.029081444528564527	-0.0010262853774046208	30	-0.0003934335283899	0.0413933244831494	0.0417867580115393	0.2013333333333333	0.148	2594	3421
Lung5_Rep3	Lung5	FASLG|FAS	0.008675907570600848	-0.00769148029687441	-0.0012542720283843204	-0.07041828154788862	-0.011198393934163416	30	-0.0044898547003592	0.0465380104577185	0.0510278651580778	0.957	0.528	2594	3421
