sample	patient	pair_id	n_tumor_hi_interface	n_tumor_lo_interface	n_cd8_interface	mean_hi	mean_lo	delta_mean	p_hi	p_lo
Lung5_Rep1	Lung5	CDH1|CDH1	3184	5023	4329	0.1633815754077433	0.0857921738714848	0.0775894015362584	0.0	1.0
Lung5_Rep1	Lung5	CDH1|ITGA2_ITGB1	3184	5023	4329	0.1550049096501465	0.077415508113888	0.0775894015362585	0.0	1.0
Lung5_Rep1	Lung5	ICAM1|ITGAL_ITGB2	3184	5023	4329	0.1002651925486548	0.0760745380544589	0.0241906544941958	0.0	0.0
Lung5_Rep1	Lung5	ICAM1|ITGAL	3184	5023	4329	0.1482486874566648	0.1240580329624689	0.0241906544941958	0.0	0.0
Lung5_Rep1	Lung5	CD274|PDCD1	3184	5023	4329	0.0537489777098678	0.0594727426074236	-0.0057237648975558	0.186	0.0
Lung5_Rep1	Lung5	PDCD1LG2|PDCD1	3184	5023	4329	0.0425163167002374	0.0448612981612123	-0.0023449814609749	0.0546666666666666	0.0
Lung5_Rep1	Lung5	LGALS9|HAVCR2	3184	5023	4329	0.0832426823586496	0.0695515230076875	0.013691159350962	0.0	0.154
Lung5_Rep1	Lung5	LGALS9|PTPRC	3184	5023	4329	0.2230900617145907	0.2093989023636286	0.0136911593509621	0.0	0.0
Lung5_Rep1	Lung5	LGALS9|CD44	3184	5023	4329	0.2073032434237545	0.1936120840727924	0.0136911593509621	0.0	0.0
Lung5_Rep1	Lung5	MIF|CD74_CD44	3184	5023	4329	0.3698724690176111	0.3037022491133458	0.0661702199042653	0.0	0.0
Lung5_Rep1	Lung5	MIF|CD74_CXCR4	3184	5023	4329	0.4390615605548682	0.3728913406506029	0.0661702199042653	0.0	0.0
Lung5_Rep1	Lung5	TGFB1|TGFBR1_TGFBR2	3184	5023	4329	0.0438332061309401	0.0523669515849322	-0.008533745453992	1.0	1.0
Lung5_Rep1	Lung5	CXCL12|CXCR4	3184	5023	4329	0.2588832641417584	0.2638004089960654	-0.0049171448543069	0.0	0.0
Lung5_Rep1	Lung5	CXCL16|CXCR6	3184	5023	4329	0.1302464921482431	0.1013515299763548	0.0288949621718883	0.0	0.372
Lung5_Rep1	Lung5	CXCL9|CXCR3	3184	5023	4329	0.0510877488643	0.0562211317914717	-0.0051333829271716	0.721	0.004
Lung5_Rep1	Lung5	CXCL10|CXCR3	3184	5023	4329	0.0565421629414968	0.0532970329863654	0.0032451299551313	0.012	0.144
Lung5_Rep1	Lung5	CCL5|CCR5	3184	5023	4329	0.0588999855473651	0.0677224406261486	-0.0088224550787835	1.0	1.0
Lung5_Rep1	Lung5	HLA-A|CD8A	3184	5023	4329	0.7264861413952444	0.6811483034720113	0.045337837923233	0.0	0.0
Lung5_Rep1	Lung5	HLA-B|CD8A	3184	5023	4329	0.7862018832731799	0.8228532199706808	-0.0366513366975009	0.0	0.0
Lung5_Rep1	Lung5	HLA-C|CD8A	3184	5023	4329	0.8589554706060383	0.8484856019661247	0.0104698686399136	0.0	0.0
Lung5_Rep1	Lung5	HLA-A|CD8B	3184	5023	4329	0.5338252289687844	0.4884873910455511	0.0453378379232332	0.0013333333333333	1.0
Lung5_Rep1	Lung5	HLA-B|CD8B	3184	5023	4329	0.5935409708467199	0.6301923075442207	-0.0366513366975008	1.0	1.0
Lung5_Rep1	Lung5	HLA-C|CD8B	3184	5023	4329	0.6662945581795782	0.6558246895396646	0.0104698686399136	0.3693333333333333	0.945
Lung5_Rep1	Lung5	APP|CD74	3184	5023	4329	0.8072120489316916	0.7057366949571873	0.1014753539745043	0.0	0.0
Lung5_Rep1	Lung5	FASLG|FAS	3184	5023	4329	0.0473647980590158	0.0517723789474555	-0.0044075808884396	0.919	0.184
Lung5_Rep1	Lung5	SPP1|CD44	3184	5023	4329	0.178886893960103	0.1833889612945322	-0.0045020673344292	0.0	0.0
Lung5_Rep1	Lung5	IFNG|IFNGR1_IFNGR2	3184	5023	4329	0.0400560825130778	0.0280673527434169	0.0119887297696608	0.0	1.0
Lung5_Rep2	Lung5	CDH1|CDH1	4302	6270	6387	0.1614039114815793	0.1039531482218569	0.0574507632597223	0.0	1.0
Lung5_Rep2	Lung5	CDH1|ITGA2_ITGB1	4302	6270	6387	0.1479110128261973	0.090460249566475	0.0574507632597223	0.0	0.04
Lung5_Rep2	Lung5	ICAM1|ITGAL_ITGB2	4302	6270	6387	0.0958373814700264	0.0704961953979838	0.0253411860720426	0.0	0.0
Lung5_Rep2	Lung5	ICAM1|ITGAL	4302	6270	6387	0.1407962573399453	0.1154550712679027	0.0253411860720426	0.0	0.0
Lung5_Rep2	Lung5	CD274|PDCD1	4302	6270	6387	0.0638630944006012	0.0711342215164687	-0.0072711271158674	1.0	0.0
Lung5_Rep2	Lung5	PDCD1LG2|PDCD1	4302	6270	6387	0.0515040836495871	0.0540552494813736	-0.0025511658317865	0.894	0.594
Lung5_Rep2	Lung5	LGALS9|HAVCR2	4302	6270	6387	0.0905616971985701	0.0784889786855635	0.0120727185130065	0.0	0.812
Lung5_Rep2	Lung5	LGALS9|PTPRC	4302	6270	6387	0.2069327279147031	0.1948600094016966	0.0120727185130065	0.0	0.0
Lung5_Rep2	Lung5	LGALS9|CD44	4302	6270	6387	0.2243254034760328	0.2122526849630263	0.0120727185130065	0.0	0.0
Lung5_Rep2	Lung5	MIF|CD74_CD44	4302	6270	6387	0.3677107717241907	0.3195730767636727	0.048137694960518	0.0	0.0
Lung5_Rep2	Lung5	MIF|CD74_CXCR4	4302	6270	6387	0.3883175878436251	0.340179892883107	0.0481376949605181	0.0	0.0
Lung5_Rep2	Lung5	TGFB1|TGFBR1_TGFBR2	4302	6270	6387	0.048325267449475	0.0625483051336387	-0.0142230376841636	1.0	1.0
Lung5_Rep2	Lung5	CXCL12|CXCR4	4302	6270	6387	0.2202955432549656	0.2206827029932379	-0.0003871597382723	0.0	0.0
Lung5_Rep2	Lung5	CXCL16|CXCR6	4302	6270	6387	0.1236482581121526	0.1009495978187584	0.0226986602933942	0.0	1.0
Lung5_Rep2	Lung5	CXCL9|CXCR3	4302	6270	6387	0.0580799786407907	0.0634183566516317	-0.005338378010841	0.997	0.528
Lung5_Rep2	Lung5	CXCL10|CXCR3	4302	6270	6387	0.0566449185875928	0.0602486657805641	-0.0036037471929712	0.96	0.5066666666666667
Lung5_Rep2	Lung5	CCL5|CCR5	4302	6270	6387	0.0753365763389893	0.081602375676636	-0.0062657993376467	1.0	1.0
Lung5_Rep2	Lung5	HLA-A|CD8A	4302	6270	6387	0.6927725389112183	0.6403201956015216	0.0524523433096966	0.0	0.0
Lung5_Rep2	Lung5	HLA-B|CD8A	4302	6270	6387	0.7170288901605393	0.7274407399332552	-0.0104118497727159	0.0	0.0
Lung5_Rep2	Lung5	HLA-C|CD8A	4302	6270	6387	0.7979655610250156	0.7598868647003525	0.0380786963246631	0.0	0.0
Lung5_Rep2	Lung5	HLA-A|CD8B	4302	6270	6387	0.5356749227067206	0.483222579397024	0.0524523433096965	0.0	1.0
Lung5_Rep2	Lung5	HLA-B|CD8B	4302	6270	6387	0.5599312739560417	0.5703431237287576	-0.0104118497727159	1.0	1.0
Lung5_Rep2	Lung5	HLA-C|CD8B	4302	6270	6387	0.640867944820518	0.6027892484958549	0.0380786963246631	0.0	1.0
Lung5_Rep2	Lung5	APP|CD74	4302	6270	6387	0.781891997906558	0.690259999011327	0.0916319988952309	0.0	0.0
Lung5_Rep2	Lung5	FASLG|FAS	4302	6270	6387	0.0662563678409951	0.0757527026950399	-0.0094963348540448	0.991	0.004
