family	row	interaction_name	ligand	receptor	axis	thesis_expect	split	n_units	n_gse189357	n_gse205335	mean_delta	median_delta	se	wilcoxon_p	meta_p	I2	n_pos	n_neg	observed_direction	agrees_thesis
barrier_inhibitory	pair	JAM1_ITGAL_ITGB2	F11R	ITGAL_ITGB2	F11R	high>low	median	26	9	17	0.21322889259154235	0.21025492840161708	0.028116776771506553	2.9802322387695312e-08	3.358655159918597e-14	2.8421709430403998e-14	26	0	high>low	yes
barrier_inhibitory	pair	NECTIN2_TIGIT	NECTIN2	TIGIT	NECTIN2-TIGIT	high>low	median	27	8	19	0.11517228403648971	0.08412644003637662	0.021322908417137097	1.4901161193847656e-08	6.614481893749946e-08	0.0	27	0	high>low	yes
barrier_inhibitory	pair	CDH1_ITGAE_ITGB7	CDH1	ITGAE_ITGB7	CDH1	high>low	median	22	4	18	0.11074483369613415	0.0904525984944884	0.019115822716945247	4.76837158203125e-07	6.899219302822621e-09	1.6917684184764287e-14	22	0	high>low	yes
barrier_inhibitory	pair	CDH1_KLRG1	CDH1	KLRG1	CDH1	high>low	median	21	4	17	0.06672140038769411	0.05376974893422751	0.01222915996814787	9.5367431640625e-07	4.8718088557064785e-08	0.0	21	0	high>low	yes
barrier_inhibitory	pair	LGALS9_HAVCR2	LGALS9	HAVCR2	LGALS9	high>low	median	11	2	9	0.02950275895016499	0.015536056645131323	0.009899163302698868	0.001953125	0.002879393778984461	0.0	10	0	high>low	yes
barrier_inhibitory	pair	LGALS9_CD44	LGALS9	CD44	LGALS9	high>low	median	24	6	18	0.05802370477607635	0.06322509134997215	0.032859241389420334	0.033985137939453125	0.07742503493224448	0.0	19	5	high>low	yes
barrier_inhibitory	pair	LGALS9_CD45	LGALS9	PTPRC	LGALS9	high>low	median	23	6	17	0.07710255451085503	0.10063932453107044	0.04365224279347531	0.03838014602661133	0.07734707555654763	0.0	18	5	high>low	yes
barrier_inhibitory	FAMILY_AGGREGATE	FAMILY:barrier_inhibitory	CDH1|F11R|LGALS9|NECTIN2	T/NK	family	high>low	median	30	9	21	0.08989281746367116	0.08420787954745933	0.014158717049116882	3.855675458908081e-07	2.168063068527228e-10	1.2250736823450001e-14	28	2	high>low	yes
barrier_inhibitory	pair	JAM1_ITGAL_ITGB2	F11R	ITGAL_ITGB2	F11R	high>low	tertile	25	9	16	0.23375868378527698	0.21934198917752198	0.0292808053190495	5.960464477539063e-08	1.4242354812410909e-15	0.0	25	0	high>low	yes
barrier_inhibitory	pair	NECTIN2_TIGIT	NECTIN2	TIGIT	NECTIN2-TIGIT	high>low	tertile	26	8	18	0.1398787606001947	0.1076553770850257	0.02510124971532619	2.9802322387695312e-08	2.509919613066105e-08	2.8421709430403998e-14	26	0	high>low	yes
barrier_inhibitory	pair	CDH1_ITGAE_ITGB7	CDH1	ITGAE_ITGB7	CDH1	high>low	tertile	21	4	17	0.1295146275212116	0.1190229265784527	0.021424276521881815	9.5367431640625e-07	1.4919923914896611e-09	0.0	21	0	high>low	yes
barrier_inhibitory	pair	CDH1_KLRG1	CDH1	KLRG1	CDH1	high>low	tertile	20	4	16	0.07538201683562779	0.059460770948018105	0.014099707941825978	1.9073486328125e-06	8.974406824299977e-08	0.0	20	0	high>low	yes
barrier_inhibitory	pair	LGALS9_HAVCR2	LGALS9	HAVCR2	LGALS9	high>low	tertile	11	2	9	0.03783633270716043	0.01656926405978684	0.013520643111778148	0.001953125	0.005135452833332974	0.0	10	0	high>low	yes
barrier_inhibitory	pair	LGALS9_CD44	LGALS9	CD44	LGALS9	high>low	tertile	23	6	17	0.08670859716383666	0.06328494198427144	0.03551852974983477	0.010109186172485352	0.014637675179411341	4.8446095620006807e-14	19	4	high>low	yes
barrier_inhibitory	pair	LGALS9_CD45	LGALS9	PTPRC	LGALS9	high>low	tertile	22	6	16	0.11737767468275102	0.12608723504420236	0.04327771073217629	0.007443428039550781	0.006683886859277959	0.0	18	4	high>low	yes
barrier_inhibitory	FAMILY_AGGREGATE	FAMILY:barrier_inhibitory	CDH1|F11R|LGALS9|NECTIN2	T/NK	family	high>low	tertile	29	9	20	0.10788074139168316	0.08553333459234155	0.01639318851277514	9.313225746154785e-08	4.6783795737490206e-11	2.537652627714643e-14	28	1	high>low	yes
barrier_inhibitory	pair	JAM1_ITGAL_ITGB2	F11R	ITGAL_ITGB2	F11R	high>low	q4q1	25	9	16	0.2575817591425499	0.23455117433571984	0.03143716178854086	5.960464477539063e-08	2.536452925015047e-16	0.0	25	0	high>low	yes
barrier_inhibitory	pair	NECTIN2_TIGIT	NECTIN2	TIGIT	NECTIN2-TIGIT	high>low	q4q1	26	8	18	0.1518500900165709	0.10682795299392303	0.027087336401588172	2.9802322387695312e-08	2.071229703133311e-08	0.0	26	0	high>low	yes
barrier_inhibitory	pair	CDH1_ITGAE_ITGB7	CDH1	ITGAE_ITGB7	CDH1	high>low	q4q1	21	4	17	0.1419314813172595	0.133509977847172	0.022228918874714766	9.5367431640625e-07	1.7140581841213779e-10	0.0	21	0	high>low	yes
barrier_inhibitory	pair	CDH1_KLRG1	CDH1	KLRG1	CDH1	high>low	q4q1	20	4	16	0.0820337723017098	0.0577937002371699	0.015107845844414465	1.9073486328125e-06	5.6392327120370484e-08	3.739698609263684e-14	20	0	high>low	yes
barrier_inhibitory	pair	LGALS9_HAVCR2	LGALS9	HAVCR2	LGALS9	high>low	q4q1	10	1	9	0.050322577579159374	0.013826576686296527	0.025399386682827447	0.0390625	0.047563056040752914	0.0	8	1	high>low	yes
barrier_inhibitory	pair	LGALS9_CD44	LGALS9	CD44	LGALS9	high>low	q4q1	22	5	17	0.1021257524631416	0.08136195289751832	0.03692985835326975	0.009274482727050781	0.005685340091458484	1.6917684184764287e-14	17	5	high>low	yes
barrier_inhibitory	pair	LGALS9_CD45	LGALS9	PTPRC	LGALS9	high>low	q4q1	21	5	16	0.13971776506701777	0.13663438946274967	0.04438085394345952	0.005541801452636719	0.0016430507956530075	0.0	16	5	high>low	yes
barrier_inhibitory	FAMILY_AGGREGATE	FAMILY:barrier_inhibitory	CDH1|F11R|LGALS9|NECTIN2	T/NK	family	high>low	q4q1	29	9	20	0.11998514124401599	0.09308939418433307	0.01693571892709057	5.21540641784668e-08	1.3930702252677367e-12	1.2688263138573217e-14	28	1	high>low	yes
ifn_recruit_mhci	pair	CXCL9_CXCR3	CXCL9	CXCR3	CXCL9/10-CXCR3	low>high	median	0	0	0							0	0	flat/NA	thin
ifn_recruit_mhci	pair	CXCL10_CXCR3	CXCL10	CXCR3	CXCL9/10-CXCR3	low>high	median	3	0	3	-0.015403664783595674	0.0019519987758473828	0.02102387644662175	1.0	0.46375678827803646	0.0	2	1	low>high	direction_only
ifn_recruit_mhci	pair	CCL5_CCR5	CCL5	CCR5	CCL5	low>high	median	2	0	2	-0.0030629820686387944	-0.003062982068638794	0.002175845401676207	0.5	0.15921386382154779	0.0	0	2	low>high	thin
ifn_recruit_mhci	pair	CCL5_CCR1	CCL5	CCR1	CCL5	low>high	median	1	0	1	-0.002201617741881349	-0.002201617741881349					0	1	low>high	thin
ifn_recruit_mhci	pair	HLA-A_CD8A	HLA-A	CD8A	HLA-CD8	low>high	median	27	8	19	0.022784266588130795	0.011214080955804118	0.014545536157142512	0.09538766741752625	0.11725277118832476	2.7328566760003845e-14	18	9	high>low	no
ifn_recruit_mhci	pair	HLA-B_CD8A	HLA-B	CD8A	HLA-CD8	low>high	median	27	8	19	0.02144663516567523	0.009113101356525766	0.01599096439533549	0.1698138564825058	0.17986458525803117	0.0	18	9	high>low	no
ifn_recruit_mhci	pair	HLA-C_CD8A	HLA-C	CD8A	HLA-CD8	low>high	median	27	8	19	0.02086684242317009	0.014891245267415587	0.01681300122927398	0.27924175560474396	0.21456383141546065	2.7328566760003845e-14	18	9	high>low	no
ifn_recruit_mhci	FAMILY_AGGREGATE	FAMILY:ifn_recruit_mhci	CCL5|CXCL10|CXCL9|HLA-A|HLA-B|HLA-C	T/NK	family	low>high	median	27	8	19	0.019863790235075767	0.00943811896152924	0.015270392232927005	0.1775200217962265	0.19332548661385962	0.0	18	9	high>low	no
ifn_recruit_mhci	pair	CXCL9_CXCR3	CXCL9	CXCR3	CXCL9/10-CXCR3	low>high	tertile	0	0	0							0	0	flat/NA	thin
ifn_recruit_mhci	pair	CXCL10_CXCR3	CXCL10	CXCR3	CXCL9/10-CXCR3	low>high	tertile	3	0	3	-0.03249055364260575	0.0005376574965548807	0.03731765337671802	1.0	0.3839461836348147	2.2204460492503124e-14	2	1	low>high	direction_only
ifn_recruit_mhci	pair	CCL5_CCR5	CCL5	CCR5	CCL5	low>high	tertile	2	0	2	-0.01081479440631828	-0.01081479440631828	0.009873294314199406	0.5	0.2733597161861252	0.0	0	2	low>high	thin
ifn_recruit_mhci	pair	CCL5_CCR1	CCL5	CCR1	CCL5	low>high	tertile	1	0	1	-0.002336720820179632	-0.002336720820179632					0	1	low>high	thin
ifn_recruit_mhci	pair	HLA-A_CD8A	HLA-A	CD8A	HLA-CD8	low>high	tertile	26	8	18	0.034170593929825986	0.01635174993821309	0.016623898745742716	0.046331167221069336	0.039829748624916166	0.0	17	9	high>low	opposite
ifn_recruit_mhci	pair	HLA-B_CD8A	HLA-B	CD8A	HLA-CD8	low>high	tertile	26	8	18	0.03192696204565769	0.010212344937995249	0.017973970353232418	0.12910079956054688	0.07568532998012578	2.8421709430403998e-14	18	8	high>low	no
ifn_recruit_mhci	pair	HLA-C_CD8A	HLA-C	CD8A	HLA-CD8	low>high	tertile	26	8	18	0.03307999456526591	0.01575727609674446	0.01871928793457814	0.12266942858695984	0.07720127818417594	0.0	17	9	high>low	no
ifn_recruit_mhci	FAMILY_AGGREGATE	FAMILY:ifn_recruit_mhci	CCL5|CXCL10|CXCL9|HLA-A|HLA-B|HLA-C	T/NK	family	low>high	tertile	26	8	18	0.030444477854671238	0.009953155907281463	0.01727081752050322	0.15736517310142517	0.07793930031464419	0.0	16	10	high>low	no
ifn_recruit_mhci	pair	CXCL9_CXCR3	CXCL9	CXCR3	CXCL9/10-CXCR3	low>high	q4q1	0	0	0							0	0	flat/NA	thin
ifn_recruit_mhci	pair	CXCL10_CXCR3	CXCL10	CXCR3	CXCL9/10-CXCR3	low>high	q4q1	3	0	3	-0.06232820214365792	0.004303611611316216	0.06696902650756215	1.0	0.3520077716695905	0.0	2	1	low>high	direction_only
ifn_recruit_mhci	pair	CCL5_CCR5	CCL5	CCR5	CCL5	low>high	q4q1	2	0	2	-0.017862507430234785	-0.017862507430234785	0.01686686892862657	0.5	0.2895864621161155	0.0	0	2	low>high	thin
ifn_recruit_mhci	pair	CCL5_CCR1	CCL5	CCR1	CCL5	low>high	q4q1	1	0	1	-0.0024712863831474864	-0.0024712863831474864					0	1	low>high	thin
ifn_recruit_mhci	pair	HLA-A_CD8A	HLA-A	CD8A	HLA-CD8	low>high	q4q1	26	8	18	0.03717325892052563	0.026669446850702577	0.016919741255219087	0.03341016173362732	0.028017966944080798	2.8421709430403998e-14	18	8	high>low	opposite
ifn_recruit_mhci	pair	HLA-B_CD8A	HLA-B	CD8A	HLA-CD8	low>high	q4q1	26	8	18	0.03381616311600091	0.012216455351131722	0.017809520076203355	0.10482031106948853	0.057594865944113616	2.8421709430403998e-14	18	8	high>low	no
