tf	target	resource	confidence	effect	reference	program	note
KLF4	LAMA3	CollecTRI		Activation	TRRUST:11551969;DoRothEA:11551969;CollecTRI:11551969;CollecTRI2:11551969	keratin	CollecTRI via OmniPath; not a lung ChIP peak
KLF4	LAMC1	CollecTRI		Activation	CollecTRI2:12034813;CollecTRI:12034813	keratin	CollecTRI via OmniPath; not a lung ChIP peak
KLF4	LDLR	CollecTRI		Repression	CollecTRI2:18056793;CollecTRI:18056793	keratin	CollecTRI via OmniPath; not a lung ChIP peak
KLF4	LEFTY1	CollecTRI		Activation	CollecTRI2:16954384;CollecTRI:16954384;CollecTRI2:24161396	keratin	CollecTRI via OmniPath; not a lung ChIP peak
KLF4	LXN	CollecTRI		Repression	CollecTRI:23364479;DoRothEA:23364479;TRRUST:23364479;CollecTRI2:23364479	keratin	CollecTRI via OmniPath; not a lung ChIP peak
KLF4	MAPK7	CollecTRI		Activation	CollecTRI:20551324;CollecTRI2:20551324	keratin	CollecTRI via OmniPath; not a lung ChIP peak
KLF4	MAPK8	CollecTRI		Repression	CollecTRI:23451207;CollecTRI2:27872496;CollecTRI2:23451207	keratin	CollecTRI via OmniPath; not a lung ChIP peak
KLF4	MFN2	CollecTRI		Activation	CollecTRI2:36781680;CollecTRI2:20711222;CollecTRI:20711222	keratin	CollecTRI via OmniPath; not a lung ChIP peak
KLF4	MMP2	CollecTRI		Activation	TRRUST:22407433;CollecTRI2:26197891;DoRothEA:22407433;CollecTRI2:28612526;CollecTRI2:22407433;CollecTRI:22407433;CollecTRI2:32209259;CollecTRI2:30576919;CollecTRI2:23317647;CollecTRI2:31653828;CollecTRI2:29151932;CollecTRI2:33968038;CollecTRI2:31602225;CollecTRI2:24281002	keratin	CollecTRI via OmniPath; not a lung ChIP peak
KLF4	MSC	CollecTRI		Repression	CollecTRI:20519630;CollecTRI2:20519630	keratin	CollecTRI via OmniPath; not a lung ChIP peak
KLF4	MTF2	CollecTRI		Activation	CollecTRI:18831784;CollecTRI2:18831784	keratin	CollecTRI via OmniPath; not a lung ChIP peak
KLF4	MYC	CollecTRI		Activation	CollecTRI2:17974960;CollecTRI2:23287475;CollecTRI:17974960;CollecTRI2:26644403;CollecTRI2:28278702;CollecTRI2:35131381;CollecTRI2:16954505;CollecTRI2:30135075	keratin	CollecTRI via OmniPath; not a lung ChIP peak
KLF4	MYH10	CollecTRI		Repression	CollecTRI2:18511453;CollecTRI:18511453	keratin	CollecTRI via OmniPath; not a lung ChIP peak
KLF4	MYOCD	CollecTRI		Repression	CollecTRI2:24060351;CollecTRI2:25100730;CollecTRI2:23967268;CollecTRI:15623517;CollecTRI2:31336282;CollecTRI2:23860374;CollecTRI2:31982428;CollecTRI2:17704209;CollecTRI:23967268;CollecTRI2:15623517;CollecTRI:24060351;CollecTRI2:37642238;CollecTRI2:19168719;CollecTRI2:23702880;CollecTRI:23702880	keratin	CollecTRI via OmniPath; not a lung ChIP peak
KLF4	NANOG	CollecTRI		Activation	DoRothEA:19522013;TRRUST:19522013;CollecTRI2:22891678;CollecTRI2:34552088;CollecTRI2:26943822;CollecTRI2:19816951;CollecTRI2:30097516;CollecTRI:19522013;CollecTRI2:29526737;CollecTRI2:23000426;CollecTRI2:19447925;CollecTRI2:20071344;CollecTRI2:19522013;CollecTRI2:22308265;CollecTRI2:23132827	keratin	CollecTRI via OmniPath; not a lung ChIP peak
KLF4	NOS2	CollecTRI		Activation	CollecTRI:16169848;CollecTRI2:28558034;CollecTRI2:16169848;CollecTRI2:32967761;CollecTRI:20946687;CollecTRI2:28744810;CollecTRI2:20946687;CollecTRI2:25675838	keratin	CollecTRI via OmniPath; not a lung ChIP peak
KLF4	NOS3	CollecTRI		Activation	CollecTRI2:24797675;CollecTRI2:34043589;CollecTRI2:22430140;CollecTRI2:17339326;CollecTRI:22430140;CollecTRI2:30076931;CollecTRI2:24261709;CollecTRI2:32574508;CollecTRI:17339326;CollecTRI2:34942161;CollecTRI2:24156273;CollecTRI2:30917677;CollecTRI2:19858207	keratin	CollecTRI via OmniPath; not a lung ChIP peak
KLF4	NOTCH1	CollecTRI		Activation	CollecTRI2:20442780;CollecTRI2:19717984;CollecTRI2:25644173;CollecTRI2:24599951;CollecTRI2:27186392;CollecTRI:19717984;CollecTRI:20442780	keratin	CollecTRI via OmniPath; not a lung ChIP peak
KLF4	NPHS1	CollecTRI		Activation	CollecTRI2:26108068;CollecTRI2:31432191;CollecTRI2:31306741;CollecTRI:24812666;CollecTRI2:24812666	keratin	CollecTRI via OmniPath; not a lung ChIP peak
KLF4	NPNT	CollecTRI		Activation	CollecTRI:23612709;CollecTRI2:23612709	keratin	CollecTRI via OmniPath; not a lung ChIP peak
KLF4	NPPA	CollecTRI		Repression	CollecTRI:19729022;CollecTRI2:25100730;CollecTRI2:19729022	keratin	CollecTRI via OmniPath; not a lung ChIP peak
KLF4	ODC1	CollecTRI		Repression	CollecTRI2:12297499;CollecTRI:12297499;TRRUST:12297499;CollecTRI:15570219;CollecTRI2:15570219;DoRothEA:12297499	keratin	CollecTRI via OmniPath; not a lung ChIP peak
KLF4	PFKP	CollecTRI		Activation	CollecTRI2:21586797;TRRUST:21586797;CollecTRI:21586797;DoRothEA:21586797	keratin	CollecTRI via OmniPath; not a lung ChIP peak
KLF4	PLAUR	CollecTRI		Activation	CollecTRI2:15031282;CollecTRI2:37834299;CollecTRI:15031282	keratin	CollecTRI via OmniPath; not a lung ChIP peak
KLF4	POU5F1	CollecTRI		Activation	CollecTRI2:24892478;CollecTRI2:23272250;CollecTRI2:15358627;CollecTRI2:29105400;CollecTRI2:34117345;CollecTRI:20689077;CollecTRI2:19571885;CollecTRI2:20689077;CollecTRI2:28378634;CollecTRI2:27183216;CollecTRI2:37884729;CollecTRI2:23747203;CollecTRI2:20734354	keratin	CollecTRI via OmniPath; not a lung ChIP peak
KLF4	PSG5	CollecTRI		Activation	CollecTRI:16563348;CollecTRI2:16563348	keratin	CollecTRI via OmniPath; not a lung ChIP peak
KLF4	PTGS2	CollecTRI		Activation	CollecTRI2:28189744;CollecTRI:20946687;CollecTRI2:20946687;CollecTRI2:23895397	keratin	CollecTRI via OmniPath; not a lung ChIP peak
KLF4	RARA	CollecTRI		Repression	CollecTRI2:19531492;TRRUST:19531492;DoRothEA:19531492;CollecTRI:19531492	keratin	CollecTRI via OmniPath; not a lung ChIP peak
KLF4	SCARB1	CollecTRI		Activation	CollecTRI:20718868;CollecTRI2:20718868	keratin	CollecTRI via OmniPath; not a lung ChIP peak
KLF4	SCN2A	CollecTRI		Activation	CollecTRI2:28825355;CollecTRI:20331458;CollecTRI2:20331458	keratin	CollecTRI via OmniPath; not a lung ChIP peak
KLF4	SELE	CollecTRI		Repression	CollecTRI:24470523;CollecTRI2:24470523;CollecTRI2:29104011;CollecTRI2:29203245;CollecTRI:17209004;CollecTRI2:17209004	keratin	CollecTRI via OmniPath; not a lung ChIP peak
KLF4	SERPINE1	CollecTRI		Repression	CollecTRI:16169848;CollecTRI2:16169848;CollecTRI2:26232617;CollecTRI2:21122397;CollecTRI2:26839446	keratin	CollecTRI via OmniPath; not a lung ChIP peak
KLF4	SLC19A2	CollecTRI		Activation	CollecTRI2:12900388;CollecTRI2:34998824;CollecTRI:12900388	keratin	CollecTRI via OmniPath; not a lung ChIP peak
KLF4	SLC39A4	CollecTRI		Activation	CollecTRI:19147802;CollecTRI2:23013362;CollecTRI2:19147802	keratin	CollecTRI via OmniPath; not a lung ChIP peak
KLF4	SLC46A1	CollecTRI		Activation	CollecTRI2:28720846;CollecTRI2:23313509;CollecTRI:23313509	keratin	CollecTRI via OmniPath; not a lung ChIP peak
KLF4	SLC4A7	CollecTRI		Activation	CollecTRI2:24088818;CollecTRI:24088818	keratin	CollecTRI via OmniPath; not a lung ChIP peak
KLF4	SLC5A6	CollecTRI		Activation	CollecTRI2:16959947;CollecTRI2:17135299;CollecTRI2:34077272;CollecTRI2:25214397;CollecTRI:16959947;CollecTRI:17135299	keratin	CollecTRI via OmniPath; not a lung ChIP peak
KLF4	SNAI2	CollecTRI		Repression	CollecTRI2:27102441;CollecTRI:22937066;CollecTRI2:22203039;CollecTRI2:27123593;CollecTRI2:22937066;CollecTRI2:31538102;CollecTRI:22203039;CollecTRI2:36289744;CollecTRI2:27296948	keratin	CollecTRI via OmniPath; not a lung ChIP peak
KLF4	SOD1	CollecTRI		Repression	DoRothEA:23370975;TRRUST:23370975;CollecTRI2:23370975;CollecTRI:23370975	keratin	CollecTRI via OmniPath; not a lung ChIP peak
KLF4	SOX2	CollecTRI		Activation	CollecTRI2:30713093;CollecTRI:20689077;CollecTRI2:36661504;CollecTRI2:19571885;CollecTRI2:20689077;CollecTRI2:28378634;CollecTRI2:28256619;CollecTRI2:29526737;CollecTRI2:37884729;CollecTRI2:31284949	keratin	CollecTRI via OmniPath; not a lung ChIP peak
KLF4	SPRR1A	CollecTRI		Activation	CollecTRI:14647409;CollecTRI2:14647409	keratin	CollecTRI via OmniPath; not a lung ChIP peak
KLF4	SPRR2A	CollecTRI		Activation	CollecTRI:14647409;CollecTRI2:14647409	keratin	CollecTRI via OmniPath; not a lung ChIP peak
KLF4	STAR	CollecTRI		Repression	CollecTRI2:18056793;CollecTRI:18056793	keratin	CollecTRI via OmniPath; not a lung ChIP peak
KLF4	TAGLN	CollecTRI		Activation	TRRUST:19486889;CollecTRI2:10954723;DoRothEA:19486889;CollecTRI2:18511453;CollecTRI2:21252119;CollecTRI2:19486889;CollecTRI2:22811558;CollecTRI:18511453;CollecTRI:19486889;CollecTRI2:17659301	keratin	CollecTRI via OmniPath; not a lung ChIP peak
KLF4	TERT	CollecTRI		Activation	CollecTRI2:35506324;CollecTRI2:37502944;CollecTRI2:22723415;CollecTRI2:22308265;CollecTRI2:34789002;CollecTRI2:35508454;CollecTRI:20629177;CollecTRI2:27297181;CollecTRI2:28985359;CollecTRI2:20629177;CollecTRI:22723415	keratin	CollecTRI via OmniPath; not a lung ChIP peak
KLF4	TGFB1	CollecTRI		Activation	CollecTRI2:32967761;CollecTRI2:37179359;CollecTRI2:23646205;CollecTRI2:34891002;CollecTRI2:23045286;CollecTRI2:31538102;CollecTRI2:12538588;CollecTRI:23646205;CollecTRI2:31830379;CollecTRI2:22282354;CollecTRI2:36425528	keratin	CollecTRI via OmniPath; not a lung ChIP peak
KLF4	TGFBR1	CollecTRI		Activation	CollecTRI:20375011;CollecTRI2:20375011;CollecTRI2:31538102	keratin	CollecTRI via OmniPath; not a lung ChIP peak
KLF4	THBD	CollecTRI		Activation	CollecTRI2:24797675;CollecTRI2:29940355;CollecTRI2:17339326;CollecTRI2:19661484;TRRUST:19661484;CollecTRI:17339326;CollecTRI:19661484;DoRothEA:19661484	keratin	CollecTRI via OmniPath; not a lung ChIP peak
KLF4	TKT	CollecTRI		Activation	CollecTRI:18469187;CollecTRI2:18469187	keratin	CollecTRI via OmniPath; not a lung ChIP peak
KLF4	TNF	CollecTRI		Activation	CollecTRI2:22378047;CollecTRI2:26018498;CollecTRI2:35592698;CollecTRI2:31337692;CollecTRI:22378047;CollecTRI2:33613460;CollecTRI2:30807577;CollecTRI2:20946687;CollecTRI2:20816834	keratin	CollecTRI via OmniPath; not a lung ChIP peak
KLF4	TP53	CollecTRI		Activation	CollecTRI2:35506324;CollecTRI2:18511453;CollecTRI2:21132436;CollecTRI2:17308127;TRRUST:17308127;CollecTRI2:30578299;TRRUST:18511453;CollecTRI:16244670;CollecTRI2:12087069;SIGNOR:17308127;CollecTRI2:26729194;CollecTRI:17659301;CollecTRI2:18645021;DoRothEA:21132436;CollecTRI2:32789565;CollecTRI2:16244	keratin	CollecTRI via OmniPath; not a lung ChIP peak
KLF4	TRH	CollecTRI		Activation	CollecTRI:21182892;CollecTRI2:21182892	keratin	CollecTRI via OmniPath; not a lung ChIP peak
KLF4	VCAM1	CollecTRI		Repression	CollecTRI2:17339326;CollecTRI:24470523;CollecTRI2:36425528;CollecTRI2:24470523;CollecTRI2:29104011;CollecTRI2:30576919;CollecTRI2:26471129;CollecTRI:17209004;CollecTRI2:17209004	keratin	CollecTRI via OmniPath; not a lung ChIP peak
KLF4	VDR	CollecTRI		Repression	CollecTRI:22677193;DoRothEA:22677193;CollecTRI2:22677193;TRRUST:22677193	keratin	CollecTRI via OmniPath; not a lung ChIP peak
KLF4	VEGFA	CollecTRI		Activation	DoRothEA:23926105;CollecTRI2:34043589;CollecTRI:23926105;CollecTRI2:35733790;CollecTRI2:23926105;CollecTRI2:30607695;CollecTRI2:31140835;CollecTRI2:37908562;CollecTRI2:27431648;CollecTRI2:31281496;TRRUST:23926105;CollecTRI2:23451207;CollecTRI2:26214161;CollecTRI:23451207;CollecTRI2:28167653;CollecTR	keratin	CollecTRI via OmniPath; not a lung ChIP peak
KLF4	VIM	CollecTRI		Activation	CollecTRI:23451207;CollecTRI2:31432191;CollecTRI2:29587259;CollecTRI2:27296948;CollecTRI2:25954999;CollecTRI2:31538102;CollecTRI2:23451207;CollecTRI2:27386862;CollecTRI2:25137052	keratin	CollecTRI via OmniPath; not a lung ChIP peak
KLF4	ZNF750	CollecTRI		Activation	CollecTRI2:22364861;CollecTRI2:25228645;TRRUST:25228645;DoRothEA:25228645;CollecTRI:25228645	keratin	CollecTRI via OmniPath; not a lung ChIP peak
KLF4	ATF3	DoRothEA	A	Activation	CollecTRI2:21205742;CollecTRI:21205742;TRRUST:21205742;DoRothEA:21205742	keratin	DoRothEA via OmniPath; not a lung ChIP peak
KLF4	BIRC5	DoRothEA	A	Repression	DoRothEA:19361279;CollecTRI2:19361279;CollecTRI:19361279;TRRUST:19361279;CollecTRI2:35131381;HTRIdb:19361279	keratin	DoRothEA via OmniPath; not a lung ChIP peak
KLF4	CCND1	DoRothEA	A	Activation	CollecTRI2:19737957;CollecTRI2:23867820;CollecTRI:21224073;CollecTRI2:11005769;CollecTRI2:21132436;CollecTRI2:30587813;CollecTRI2:28278702;CollecTRI2:24715357;CollecTRI2:18314491;CollecTRI2:21224073;CollecTRI2:19041854;CollecTRI2:17671182;CollecTRI:19737957;HTRIdb:10908361;TRRUST:10908361;CollecTRI2	keratin	DoRothEA via OmniPath; not a lung ChIP peak
KLF4	CDH1	DoRothEA	A	Activation	CollecTRI2:35219646;CollecTRI:22854048;CollecTRI2:20356845;CollecTRI2:22407433;CollecTRI2:30154443;CollecTRI2:30097516;CollecTRI2:24573354;CollecTRI2:29568911;CollecTRI2:31538102;CollecTRI2:25137052;CollecTRI2:25879941;TRRUST:23376074;CollecTRI2:29587259;CollecTRI:22407433;CollecTRI2:26825466;Collec	keratin	DoRothEA via OmniPath; not a lung ChIP peak
KLF4	CDKN1A	DoRothEA	A	Activation	CollecTRI2:19737957;CollecTRI2:32373233;CollecTRI2:22750490;CollecTRI:21224073;CollecTRI2:21132436;CollecTRI2:23007394;CollecTRI:10749849;CollecTRI2:16357509;CollecTRI2:26644403;CollecTRI2:16372018;CollecTRI2:23045286;CollecTRI2:27531889;HTRIdb:21652709;CollecTRI2:18314491;CollecTRI2:23372771;Collec	keratin	DoRothEA via OmniPath; not a lung ChIP peak
KLF4	GPA33	DoRothEA	A	Activation	DoRothEA:19551868;CollecTRI2:12853980;CollecTRI:19551868;TRRUST:19551868;CollecTRI2:19551868;HTRIdb:19551868;CollecTRI:12853980	keratin	DoRothEA via OmniPath; not a lung ChIP peak
KLF4	LAMA3	DoRothEA	A	Activation	TRRUST:11551969;DoRothEA:11551969;CollecTRI:11551969;CollecTRI2:11551969	keratin	DoRothEA via OmniPath; not a lung ChIP peak
KLF4	NANOG	DoRothEA	A	Activation	DoRothEA:19522013;TRRUST:19522013;CollecTRI2:22891678;CollecTRI2:34552088;CollecTRI2:26943822;CollecTRI2:19816951;CollecTRI2:30097516;CollecTRI:19522013;CollecTRI2:29526737;CollecTRI2:23000426;CollecTRI2:19447925;CollecTRI2:20071344;CollecTRI2:19522013;CollecTRI2:22308265;CollecTRI2:23132827	keratin	DoRothEA via OmniPath; not a lung ChIP peak
KLF4	NDRG1	DoRothEA	B	Activation	CollecTRI2:37356737	keratin	DoRothEA via OmniPath; not a lung ChIP peak
KLF4	PFKP	DoRothEA	A	Activation	CollecTRI2:21586797;TRRUST:21586797;CollecTRI:21586797;DoRothEA:21586797	keratin	DoRothEA via OmniPath; not a lung ChIP peak
KLF4	RARA	DoRothEA	A	Repression	CollecTRI2:19531492;TRRUST:19531492;DoRothEA:19531492;CollecTRI:19531492	keratin	DoRothEA via OmniPath; not a lung ChIP peak
KLF4	THBD	DoRothEA	A	Activation	CollecTRI2:24797675;CollecTRI2:29940355;CollecTRI2:17339326;CollecTRI2:19661484;TRRUST:19661484;CollecTRI:17339326;CollecTRI:19661484;DoRothEA:19661484	keratin	DoRothEA via OmniPath; not a lung ChIP peak
KLF4	VDR	DoRothEA	A	Repression	CollecTRI:22677193;DoRothEA:22677193;CollecTRI2:22677193;TRRUST:22677193	keratin	DoRothEA via OmniPath; not a lung ChIP peak
KLF4	ALPI	TRRUST_v2		Activation	12919939	keratin	curated literature TF-target; not a ChIP peak
KLF4	ATF3	TRRUST_v2		Activation	21205742	keratin	curated literature TF-target; not a ChIP peak
KLF4	BDKRB2	TRRUST_v2		Activation	15632413	keratin	curated literature TF-target; not a ChIP peak
KLF4	BIRC5	TRRUST_v2		Repression	19361279	keratin	curated literature TF-target; not a ChIP peak
KLF4	CCNB1	TRRUST_v2		Repression	14627709	keratin	curated literature TF-target; not a ChIP peak
KLF4	CCND1	TRRUST_v2		Activation	21132436;21224073	keratin	curated literature TF-target; not a ChIP peak
KLF4	CD14	TRRUST_v2		Activation	17762869	keratin	curated literature TF-target; not a ChIP peak
KLF4	CDH1	TRRUST_v2		Activation	22407433;23376074	keratin	curated literature TF-target; not a ChIP peak
KLF4	CDH5	TRRUST_v2		Activation	20724706	keratin	curated literature TF-target; not a ChIP peak
KLF4	CDKN1A	TRRUST_v2		Activation	18645021;19737957;21132436;21652709	keratin	curated literature TF-target; not a ChIP peak
KLF4	CDKN1B	TRRUST_v2		Activation	22170594	keratin	curated literature TF-target; not a ChIP peak
KLF4	CDKN1C	TRRUST_v2		Activation	19544095	keratin	curated literature TF-target; not a ChIP peak
KLF4	CDX2	TRRUST_v2		Unknown	23202735	keratin	curated literature TF-target; not a ChIP peak
KLF4	CYP1A1	TRRUST_v2		Unknown	9651398	keratin	curated literature TF-target; not a ChIP peak
KLF4	GDF15	TRRUST_v2		Repression	22750490	keratin	curated literature TF-target; not a ChIP peak
KLF4	GPA33	TRRUST_v2		Activation	19551868	keratin	curated literature TF-target; not a ChIP peak
KLF4	HBA1	TRRUST_v2		Activation	20331458	keratin	curated literature TF-target; not a ChIP peak
KLF4	HBA2	TRRUST_v2		Activation	20331458	keratin	curated literature TF-target; not a ChIP peak
KLF4	HDC	TRRUST_v2		Repression	14670968;17827213	keratin	curated literature TF-target; not a ChIP peak
KLF4	HSPA8	TRRUST_v2		Activation	18379898	keratin	curated literature TF-target; not a ChIP peak
KLF4	IFITM3	TRRUST_v2		Repression	21531817	keratin	curated literature TF-target; not a ChIP peak
KLF4	IL1B	TRRUST_v2		Repression	22449968	keratin	curated literature TF-target; not a ChIP peak
KLF4	IL6	TRRUST_v2		Activation	23846700	keratin	curated literature TF-target; not a ChIP peak
KLF4	IVL	TRRUST_v2		Unknown	23599428	keratin	curated literature TF-target; not a ChIP peak
KLF4	KRT19	TRRUST_v2		Activation	10859317	keratin	curated literature TF-target; not a ChIP peak
KLF4	LAMA1	TRRUST_v2		Activation	17141338	keratin	curated literature TF-target; not a ChIP peak
KLF4	LAMA3	TRRUST_v2		Activation	11551969	keratin	curated literature TF-target; not a ChIP peak
KLF4	LXN	TRRUST_v2		Repression	23364479	keratin	curated literature TF-target; not a ChIP peak
KLF4	MMP2	TRRUST_v2		Activation	22407433	keratin	curated literature TF-target; not a ChIP peak
KLF4	NANOG	TRRUST_v2		Activation	19522013	keratin	curated literature TF-target; not a ChIP peak
KLF4	ODC1	TRRUST_v2		Repression	12297499	keratin	curated literature TF-target; not a ChIP peak
KLF4	PFKP	TRRUST_v2		Activation	21586797	keratin	curated literature TF-target; not a ChIP peak
KLF4	RARA	TRRUST_v2		Repression	19531492	keratin	curated literature TF-target; not a ChIP peak
KLF4	SOD1	TRRUST_v2		Repression	23370975	keratin	curated literature TF-target; not a ChIP peak
KLF4	TAGLN	TRRUST_v2		Unknown	19486889	keratin	curated literature TF-target; not a ChIP peak
KLF4	THBD	TRRUST_v2		Activation	19661484	keratin	curated literature TF-target; not a ChIP peak
KLF4	TP53	TRRUST_v2		Activation	21132436	keratin	curated literature TF-target; not a ChIP peak
KLF4	VDR	TRRUST_v2		Repression	22677193	keratin	curated literature TF-target; not a ChIP peak
KLF4	VEGFA	TRRUST_v2		Unknown	23926105	keratin	curated literature TF-target; not a ChIP peak
KLF4	ZNF750	TRRUST_v2		Unknown	25228645	keratin	curated literature TF-target; not a ChIP peak
TP63	AACS	CollecTRI		Activation	HTRIdb:17521434;DoRothEA:17521434;CollecTRI2:17521434;CollecTRI:17521434	keratin	CollecTRI via OmniPath; not a lung ChIP peak
TP63	ABCB1	CollecTRI		Activation	CollecTRI2:15634666;CollecTRI:15634666	keratin	CollecTRI via OmniPath; not a lung ChIP peak
TP63	ACOT11	CollecTRI		Activation	CollecTRI:9426609	keratin	CollecTRI via OmniPath; not a lung ChIP peak
TP63	ACTB	CollecTRI		Activation	CollecTRI:9032395	keratin	CollecTRI via OmniPath; not a lung ChIP peak
TP63	ADA	CollecTRI		Activation	CollecTRI2:19861536;CollecTRI2:16410722;DoRothEA:19861536;CollecTRI:16410722;HTRIdb:19861536;CollecTRI:19861536	keratin	CollecTRI via OmniPath; not a lung ChIP peak
TP63	AHCYL1	CollecTRI		Activation	HTRIdb:17521434;DoRothEA:17521434;CollecTRI2:17521434;CollecTRI:17521434	keratin	CollecTRI via OmniPath; not a lung ChIP peak
TP63	AHR	CollecTRI		Activation	HTRIdb:17521434;DoRothEA:17521434;PAZAR:17521434;CollecTRI:17521434;CollecTRI2:17521434	keratin	CollecTRI via OmniPath; not a lung ChIP peak
TP63	AKT1	CollecTRI		Activation	CollecTRI2:17653081;CollecTRI2:27019188;CollecTRI:21637289;CollecTRI2:24718831	keratin	CollecTRI via OmniPath; not a lung ChIP peak
TP63	ALDH2	CollecTRI		Activation	CollecTRI:23863842	keratin	CollecTRI via OmniPath; not a lung ChIP peak
TP63	ALOX12	CollecTRI		Activation	CollecTRI:19555433;CollecTRI2:19555433	keratin	CollecTRI via OmniPath; not a lung ChIP peak
TP63	APOD	CollecTRI		Activation	CollecTRI:19001418;CollecTRI2:19001418	keratin	CollecTRI via OmniPath; not a lung ChIP peak
TP63	AQP3	CollecTRI		Activation	CollecTRI2:18194839;CollecTRI:18194839	keratin	CollecTRI via OmniPath; not a lung ChIP peak
TP63	AR	CollecTRI		Activation	CollecTRI:21303954	keratin	CollecTRI via OmniPath; not a lung ChIP peak
TP63	ATM	CollecTRI		Activation	CollecTRI:20663147;CollecTRI2:20663147	keratin	CollecTRI via OmniPath; not a lung ChIP peak
TP63	AVP	CollecTRI		Activation	CollecTRI:11382762	keratin	CollecTRI via OmniPath; not a lung ChIP peak
TP63	AXL	CollecTRI		Activation	CollecTRI2:23264849;CollecTRI:23264849	keratin	CollecTRI via OmniPath; not a lung ChIP peak
TP63	B4GALT1	CollecTRI		Activation	HTRIdb:17521434;DoRothEA:17521434;PAZAR:17521434;CollecTRI:17521434;CollecTRI2:17521434	keratin	CollecTRI via OmniPath; not a lung ChIP peak
TP63	BAX	CollecTRI		Activation	CollecTRI2:17079275;CollecTRI2:20219920;CollecTRI:24117128;CollecTRI2:10606233;DoRothEA:16007146;CollecTRI2:36380314;CollecTRI2:10429649;CollecTRI2:24117128;CollecTRI2:30216500;CollecTRI2:16007146;CollecTRI2:14729977;CollecTRI2:9405685;CollecTRI2:21930790;TRRUST:16007146;CollecTRI:16007146	keratin	CollecTRI via OmniPath; not a lung ChIP peak
TP63	BBC3	CollecTRI		Activation	CollecTRI:24117128;CollecTRI2:16413471;CollecTRI2:21527555;CollecTRI2:16413463;CollecTRI2:24117128;CollecTRI2:21933882;CollecTRI2:14729977;CollecTRI:21527555	keratin	CollecTRI via OmniPath; not a lung ChIP peak
TP63	BCL2	CollecTRI		Activation	CollecTRI2:16413471;CollecTRI2:17446929;CollecTRI2:21527555;CollecTRI2:17018588;CollecTRI:21527555	keratin	CollecTRI via OmniPath; not a lung ChIP peak
TP63	BMAL1	CollecTRI		Activation	HTRIdb:17521434;DoRothEA:17521434;CollecTRI2:17521434;CollecTRI:17521434	keratin	CollecTRI via OmniPath; not a lung ChIP peak
TP63	BNC1	CollecTRI		Activation	CollecTRI2:34148047;CollecTRI2:21741828;CollecTRI:21741828	keratin	CollecTRI via OmniPath; not a lung ChIP peak
TP63	BRCA1	CollecTRI		Activation	CollecTRI:24556685;DoRothEA:24556685;TRRUST:24556685;CollecTRI2:24556685	keratin	CollecTRI via OmniPath; not a lung ChIP peak
TP63	CARM1	CollecTRI		Activation	CollecTRI:23343772;CollecTRI2:20219920	keratin	CollecTRI via OmniPath; not a lung ChIP peak
TP63	CASP1	CollecTRI		Activation	CollecTRI:16103071;CollecTRI2:23703390;CollecTRI:23703390;CollecTRI2:16103071	keratin	CollecTRI via OmniPath; not a lung ChIP peak
TP63	CCDC28A	CollecTRI		Activation	HTRIdb:17521434;DoRothEA:17521434;CollecTRI2:17521434;CollecTRI:17521434	keratin	CollecTRI via OmniPath; not a lung ChIP peak
TP63	CCND3	CollecTRI		Activation	HTRIdb:19861536;DoRothEA:19861536;CollecTRI2:19861536;CollecTRI:19861536	keratin	CollecTRI via OmniPath; not a lung ChIP peak
TP63	CD44	CollecTRI		Activation	CollecTRI:17935121;CollecTRI2:23235720;CollecTRI2:18614011;CollecTRI:21930790;CollecTRI2:17935121	keratin	CollecTRI via OmniPath; not a lung ChIP peak
TP63	CDC25A	CollecTRI		Repression	CollecTRI:17001315;CollecTRI2:17001315	keratin	CollecTRI via OmniPath; not a lung ChIP peak
TP63	CDC25C	CollecTRI		Activation	CollecTRI2:19861536;CollecTRI2:21715473;DoRothEA:19861536;CollecTRI2:23229819;HTRIdb:19861536;CollecTRI:19861536	keratin	CollecTRI via OmniPath; not a lung ChIP peak
TP63	CDH1	CollecTRI		Activation	CollecTRI2:26990571;CollecTRI:23837456;CollecTRI2:16862183;CollecTRI2:29311933;CollecTRI:22777354;CollecTRI2:25201509;CollecTRI2:23837456	keratin	CollecTRI via OmniPath; not a lung ChIP peak
TP63	CDH3	CollecTRI		Activation	CollecTRI2:18199584;CollecTRI:18199584	keratin	CollecTRI via OmniPath; not a lung ChIP peak
TP63	CDK1	CollecTRI		Activation	CollecTRI2:19861536;CollecTRI2:21715473;CollecTRI:11593387;DoRothEA:19861536;CollecTRI2:11593387;CollecTRI2:23229819;HTRIdb:19861536;CollecTRI:19861536	keratin	CollecTRI via OmniPath; not a lung ChIP peak
TP63	CDKN1A	CollecTRI		Activation	CollecTRI2:10383130;CollecTRI2:27122225;CollecTRI:15965232;CollecTRI2:20123734;CollecTRI:12374749;CollecTRI2:30635119;CollecTRI2:11511106;CollecTRI2:10873608;CollecTRI2:30487319;CollecTRI:10383130;CollecTRI2:23665236;TRRUST:16007146;CollecTRI2:20219920;CollecTRI:23665236;CollecTRI:21093383;CollecTRI	keratin	CollecTRI via OmniPath; not a lung ChIP peak
TP63	CDKN1B	CollecTRI		Activation	CollecTRI:19089994;CollecTRI2:19089994	keratin	CollecTRI via OmniPath; not a lung ChIP peak
