gene	rho	z	p	I2	k	n_pos	n_neg	epithelial_leak	fdr
CELF2-AS2					1	0	1	False	
CELF3	0.0006303602382673374	0.0006303603217594177	0.9980505146493494	0.5568872659655119	2	1	1	False	0.9997175553902903
CELF4	0.19332464157571796	0.19578860088681774	0.6363437045284153	0.8278950397614562	2	1	1	False	0.9662611502477051
CELF5	-0.17210355916312903	-0.17383362609196037	0.6162113981057704	0.7546775654826239	2	1	1	False	0.965550226045901
CELF6	-0.09451910060917267	-0.09480209257420295	0.580409653922591	0.0	2	0	2	False	0.9609529722438025
CELSR1	0.15757923820612285	0.15890331671537955	0.3541562800526259	0.0	2	2	0	False	0.930274646445858
CELSR2	-0.02994704066196475	-0.02995599790299391	0.9164348226002215	0.6380695536321707	2	1	1	False	0.9931288736013624
CELSR3	-0.03252777874770088	-0.0325392581107923	0.8495169114572493	0.0	2	1	1	False	0.9909303701701492
CEMIP	-0.013969209818119107	-0.013970118569574877	0.9350768586865152	0.0	2	1	1	False	0.9941530568513902
CEMIP2					1	0	1	False	
CEMP1					1	0	1	False	
CEND1	-0.05187125506643059	-0.0519178523834318	0.7620952523660622	0.0	2	0	2	False	0.9792501091671351
CENPA	0.3282012564091555	0.3408110300457921	0.04689439806741619	0.0	2	2	0	False	0.7695248544867458
CENPB	-0.033521732209095996	-0.033534296878048306	0.8449726751186095	0.0	2	1	1	False	0.9908552096093504
CENPBD1	-0.006493181328045029	-0.006493272584233417	0.9697977427474229	0.0	2	1	1	False	0.9962860025183446
CENPC	-0.13162703966111347	-0.13239521701339546	0.4401202664612901	0.0	2	0	2	False	0.9473825603327902
CENPE	-0.07146820255324181	-0.07159025629490638	0.6763570845148874	0.0	2	0	2	False	0.9721266772795291
CENPF	0.2054020115879744	0.208366049028497	0.22437661502168438	0.0	2	2	0	False	0.8850020209058043
CENPH	0.07374320624405194	0.0738773174378326	0.6666319179357967	0.0	2	1	1	False	0.9709694884816714
CENPI	-0.4022923551245893	-0.4263809134055636	0.23853820150510474	0.7745121884643394	2	0	2	False	0.8901685280807898
CENPJ	0.02923266040530543	0.029240991585421573	0.8646147204991794	0.0	2	1	1	False	0.9909303701701492
CENPK	-0.050190154608572395	-0.05023236228436906	0.8546078555268877	0.6074640904013703	2	1	1	False	0.9909303701701492
CENPL	0.026531561006533647	0.026537789035637045	0.8834521049787174	0.10191283441025023	2	1	1	False	0.9917549523174707
CENPM	0.21746279857024572	0.22099141792664703	0.1975405479939536	0.0	2	2	0	False	0.8788741958966746
CENPN	0.21049942120943244	0.21369386571527807	0.21275020564958402	0.0	2	2	0	False	0.8825130448575611
CENPO	0.27475567807432605	0.28200061017322525	0.10010764442927991	0.0	2	2	0	False	0.8224624503187897
CENPP	0.16003660787726104	0.16142426601795293	0.3465731062785945	0.0	2	2	0	False	0.9280596205374749
CENPQ	0.14174715546279884	0.14270810700020609	0.40533889596320805	0.0	2	2	0	False	0.9412707248585347
CENPS					1	1	0	False	
CENPT	0.07382900466793688	0.07396358553890305	0.7888271876738076	0.6131909182975056	2	1	1	False	0.9850832793099111
CENPU	0.21647467705056625	0.21995448210283167	0.3190055687363341	0.3949823624899948	2	1	1	False	0.9205368985239424
CENPV	0.13369852883794783	0.13450381712528844	0.43287273047816843	0.0	2	2	0	False	0.9461026149621976
CENPVL3					1	1	0	False	
CENPW	0.24978939523991914	0.25518817941744165	0.13675353130651816	0.0	2	2	0	False	0.8540536324225647
CENPX					1	1	0	False	
CEP104	-0.09418843305723476	-0.09446845476403161	0.6083018842548477	0.13361834645411785	2	1	1	False	0.9649188962017228
CEP112	-0.09558712357364355	-0.09587985331458414	0.6056393436223724	0.14632450780821832	2	1	1	False	0.9649188962017228
CEP120	-0.12728360775876557	-0.1279777467179941	0.4555272295352515	0.0	2	0	2	False	0.948699542400237
CEP126	0.061007244080274046	0.06108310084225702	0.7319337429663199	0.07454709471928869	2	1	1	False	0.9755672032755076
CEP128	0.11479134521666809	0.11529957335591196	0.501388741689568	0.0	2	2	0	False	0.9539279555506031
CEP131	0.10321519725312342	0.10358408823478386	0.545847740578873	0.0	2	2	0	False	0.9599596183047737
CEP135	-0.07277109502151424	-0.07289996104596463	0.6707811518671196	0.0	2	1	1	False	0.9717236229972325
CEP152	0.02778923983271785	0.02779639648700868	0.8712432881361399	0.0	2	1	1	False	0.9909303701701492
CEP162	-0.0987949352455357	-0.09911825815298214	0.5632953144215769	0.0	2	0	2	False	0.9603547905665863
CEP164	-0.0006631763454230247	-0.000663176442645336	0.9969146280389961	0.0	2	1	1	False	0.9997175553902903
CEP170	-0.00701197836560748	-0.0070120932902760485	0.9673858388497627	0.0	2	1	1	False	0.9962860025183446
CEP170B	0.3442145018615117	0.35886567850988693	0.03639126431314823	0.0	2	2	0	False	0.7695248544867458
CEP19	-0.2832019412732061	-0.2911597982705505	0.08955707549967275	0.0	2	0	2	False	0.8142101525446653
CEP192	-0.15608323507688324	-0.15736958966427533	0.358820720228184	0.0	2	0	2	False	0.9310535586163781
CEP250	-0.21459777636598146	-0.21798613967779	0.20370492280904218	0.0	2	0	2	False	0.8788741958966746
CEP290	-0.10437512195473941	-0.10475664554372864	0.5413114942625403	0.0	2	0	2	False	0.9599596183047737
CEP295	-0.08198716357505262	-0.08217161108530224	0.6318399518252447	0.0	2	0	2	False	0.9661675786212743
CEP295NL	0.11131959357928077	0.11178286911030652	0.5145298581283552	0.0	2	1	0	False	0.9567582350825796
CEP350	-0.08475207055298685	-0.08495587187187992	0.6203364250415369	0.0	2	0	2	False	0.965550226045901
CEP41	0.15871447546211	0.16006767521402296	0.3561949361874901	0.02265980759633228	2	1	1	False	0.9310452764093771
CEP44	-0.00962191947133744	-0.009622216424547445	0.9552568215818442	0.0	2	1	1	False	0.9950005024079623
CEP55	0.3232389643278175	0.3352597678254487	0.05059681324096295	0.0	2	2	0	False	0.7795658577853419
CEP57	-0.04484207547103678	-0.044872168109590244	0.7935932553365098	0.0	2	0	2	False	0.9857689295457011
CEP57L1	0.004364706453581614	0.004364734170748178	0.9796955871039528	0.0	2	1	1	False	0.9987136917456819
CEP63	-0.011552235349425287	-0.011552749288462208	0.9462923057549613	0.0	2	1	1	False	0.9941530568513902
CEP68	0.23770202690463343	0.2423371075625089	0.1576392542504601	0.0	2	2	0	False	0.8567004866162253
CEP70	0.10729518934165351	0.10770979357195509	0.5299707766582279	0.0	2	2	0	False	0.9599596183047737
CEP72	-0.05307192273402538	-0.05312183508387297	0.7567504191016212	0.0	2	1	1	False	0.9782768927416398
CEP76	-0.035796575423553134	-0.03581187703840206	0.8345908404012652	0.0	2	1	1	False	0.9900183834273693
CEP78	-0.11595864146085422	-0.11648261770532325	0.6479776207536462	0.5468761048910892	2	1	1	False	0.9670561570685444
CEP83	-0.1651496980252969	-0.16667621209884997	0.44849374356200544	0.39049520108962743	2	1	1	False	0.9484676270920254
CEP83-DT					1	1	0	False	
CEP85	-0.07672643359218548	-0.07687752909411849	0.6539589450240928	0.0	2	1	1	False	0.9680992689895567
CEP85L	-0.2398067770787861	-0.24456908993407736	0.1969704649978108	0.18050206549672984	2	0	2	False	0.8788741958966746
CEP89	0.0928094200640639	0.0930772798227426	0.5873163069603391	0.0	2	2	0	False	0.9618162230924131
CEP95	-0.2191576906876812	-0.22277113052396	0.3357883524473554	0.44960703874202124	2	1	1	False	0.9238162747925047
CEP97	0.12800955852228693	0.12871572182430163	0.4529324427420065	0.0	2	1	1	False	0.9485008736435319
CEPT1	-0.15356971262829994	-0.15479433365450615	0.36673912215068427	0.0	2	0	2	False	0.9339524010570917
CER1					1	1	0	False	
CERCAM	-0.27262674823976246	-0.279699294835749	0.3608574843760811	0.685128963568956	2	1	1	False	0.9315149972888792
CERK	0.04772505015162594	0.04776133388749809	0.7806331392909673	0.0	2	1	1	False	0.9832105305081219
CERKL	0.08280511859910827	0.0829951573140506	0.6284279051245379	0.0	2	2	0	False	0.9661675786212743
CERNA1					1	0	1	False	
CERNA2					1	0	1	False	
CERNA3					1	1	0	False	
CERS1	-0.04661158877417906	-0.046645389584642545	0.8561956362860473	0.5548372433800481	2	1	1	False	0.9909303701701492
CERS2	0.028238629530504867	0.028246139141670054	0.8691786383069643	0.0	2	1	1	False	0.9909303701701492
CERS3	-0.24064238298204327	-0.24545587007596506	0.15236105051446244	0.0	2	0	2	False	0.8561351132968809
CERS3-AS1					1	1	0	False	
CERS4	0.22194965503012432	0.22570585360511214	0.188147201441211	0.0	2	2	0	False	0.8785785551302379
CERS5	-0.04359980919784214	-0.04362746767364751	0.8217931545856663	0.21500376875014757	2	1	1	False	0.9885234691967383
CERS6	0.005940428757596568	0.0059404986357333225	0.9723677926059836	0.0	2	1	1	False	0.9969972415568367
CERS6-AS1					1	1	0	False	
CERT1					1	0	1	False	
CES1	-0.47909383741035144	-0.5218074959420528	0.002345170601224923	0.0	2	0	2	False	0.48498104852725
CES2	-0.1541931757932913	-0.1554329182043166	0.36476551366942767	0.0	2	0	2	False	0.9327526071924552
CES3	0.21996880986467005	0.2236233327393231	0.19225509907814986	0.0	2	2	0	False	0.8788741958966746
CES4A	0.005337036427396423	0.005337087101569307	0.9751736019274392	0.0	2	1	1	False	0.9977720833826846
CES5A					0	0	0	False	
CETN2	0.237501607024593	0.24212469607081244	0.45582794901089563	0.7201026889344053	2	1	1	False	0.948699542400237
CETN3	-0.20890211312268922	-0.21202308563682737	0.5824454171624862	0.8015568622688984	2	1	1	False	0.9609529722438025
CETP	-0.12552467749508964	-0.12619025541448725	0.461846755265067	0.0	2	1	1	False	0.9491548249749046
CFAP100	-0.24737802059608935	-0.2526179807008201	0.14075014778158537	0.0	2	0	2	False	0.854344315076325
CFAP126	0.16942732087937934	0.17107700045858185	0.43919324385163216	0.3973282458551916	2	1	1	False	0.9471608332191436
CFAP157	-0.1576847825287471	-0.15901155041286963	0.35382856819296216	0.0	2	0	2	False	0.930274646445858
CFAP161					1	1	0	False	
CFAP20	0.12075107489798775	0.12134314664337399	0.5901961862083436	0.419310735916963	2	1	1	False	0.9622074277762137
CFAP206	-0.053959604469646254	-0.05401206644511537	0.7528058729913665	0.0	2	1	1	False	0.977302296485103
CFAP221	0.3755134725264823	0.39482630946207015	0.02132315096190815	0.0	2	2	0	False	0.7414413732555972
CFAP298					1	0	1	False	
CFAP299					1	0	1	False	
CFAP300					1	1	0	False	
CFAP36	0.2387295593569138	0.24342645720063458	0.15578011254476373	0.0	2	2	0	False	0.8567004866162253
CFAP410					1	1	0	False	
CFAP43	0.01810792111342032	0.01810990067939607	0.9208284376271659	0.11345861929942393	2	1	1	False	0.9931288736013624
CFAP44	-0.03856240106688457	-0.038581532992276985	0.9114093230013953	0.7546062691205913	2	1	1	False	0.9926851990835633
CFAP44-AS1					1	0	1	False	
CFAP45	0.011824766458235667	0.011825317637535523	0.9450271437750979	0.0	2	1	1	False	0.9941530568513902
CFAP46	0.30842655346327025	0.31880561562139587	0.0630356139485661	0.0	2	2	0	False	0.7940534539230777
CFAP47					1	1	0	False	
CFAP52					1	1	0	False	
CFAP53	0.03982588965404674	0.039846965682514446	0.8300518914988545	0.14583986319326397	2	1	1	False	0.9896353872932884
CFAP54	0.1244000198805438	0.12504775688487285	0.4659114690032433	0.0	2	2	0	False	0.9492480042901589
CFAP57	0.09255662586853709	0.09282229527212295	0.5883405586141108	0.0	2	2	0	False	0.9618162230924131
CFAP58					1	1	0	False	
CFAP58-DT					1	0	1	False	
CFAP61					1	1	0	False	
CFAP65	0.23020219511221782	0.2344029659083916	0.2827046328829147	0.3809218306437588	2	2	0	False	0.9103531140921653
CFAP69	0.04784299794857885	0.0478795516126526	0.8225231132958433	0.3532156061168798	2	1	1	False	0.9888486769162373
CFAP70	0.2711816718855454	0.2781388515901353	0.10484312339569517	0.0	2	2	0	False	0.8240064055242581
CFAP73	-0.2800639134463792	-0.2877514243263323	0.22047435499892698	0.4654063497234174	2	0	2	False	0.8849581248981624
CFAP74	0.1271875640226556	0.1278801225545392	0.5482902221417115	0.3505321540001929	2	1	1	False	0.9599596183047737
CFAP77	0.4008480933365774	0.4246589733713846	0.0132801799318084	0.0	2	2	0	False	0.7305423320435213
CFAP97	-0.34751508254427516	-0.3626147358919833	0.03448204945432834	0.0	2	0	2	False	0.7695248544867458
CFAP97D1					1	1	0	False	
CFAP97D2					1	0	1	False	
CFAP99	-0.08888503322255722	-0.0891202293310218	0.6722098069675178	0.33575010236047664	2	1	1	False	0.9718283383956821
CFB	-0.2186300996666069	-0.22221698800502587	0.19506625856995818	0.0	2	0	2	False	0.8788741958966746
CFC1					0	0	0	False	
CFD	-0.3934988669035148	-0.4159332185773594	0.015296306192041056	0.0	2	0	2	False	0.7305423320435213
CFDP1	-0.07805539141724935	-0.078214494679991	0.6483432692877388	0.0	2	1	1	False	0.9672163474211248
CFH	-0.25726172585118096	-0.26317383722693627	0.4040729760273337	0.7034312859535866	2	1	1	False	0.9412707248585347
CFHR1	0.013746418372560782	0.013747284330227073	0.9361101990779759	0.0	2	1	1	False	0.9941530568513902
CFHR2					1	0	1	False	
CFHR3	-0.246091557203257	-0.2512481227829668	0.14291662955529172	0.0	2	0	2	False	0.854344315076325
CFHR4					0	0	0	False	
CFHR5					0	0	0	False	
CFI	-0.0816997493247736	-0.08188225864868925	0.6330406412127615	0.0	2	0	2	False	0.9661675786212743
CFL1	-0.12438882462993947	-0.12503638567650524	0.4659520244322355	0.0	2	1	1	False	0.9492480042901589
CFL2	-0.03602240797965315	-0.03603800118064875	0.833561644837947	0.0	2	1	1	False	0.9900183834273693
CFLAR	-0.20113035630696713	-0.2039102864301577	0.3469746658365702	0.3730249021403844	2	1	1	False	0.9280596205374749
CFLAR-AS1	-0.17022248875941556	-0.17189578246803444	0.31619097877432345	0.0	2	0	2	False	0.9205368985239424
CFP	-0.1862556483928796	-0.18845542957852657	0.27182279144597354	0.0	2	0	2	False	0.9079606074533142
CFTR	0.13038404460600167	0.13113051642077242	0.44450039770392913	0.0	2	2	0	False	0.9473825603327902
CGA	-0.29021563548937085	-0.2988017153657808	0.08145623829747921	0.0	2	0	2	False	0.8106386717871958
CGAS					1	0	1	False	
CGB1					0	0	0	False	
CGB2					0	0	0	False	
CGB3					0	0	0	False	
CGB5					1	1	0	False	
CGB7	0.11491537889516375	0.11542526507104249	0.5487331630869778	0.2051526863536728	2	1	1	False	0.9599596183047737
CGB8					0	0	0	False	
CGGBP1	-0.2822274283756316	-0.2901006283583503	0.09072936271923387	0.0	2	0	2	False	0.8142101525446653
CGN	0.3114853426091735	0.32218950818792597	0.06028935843625531	0.0	2	2	0	False	0.788771042445596
CGNL1	-0.07642278273365066	-0.07657208722265502	0.7642026523067387	0.5473909450502293	2	1	1	False	0.9796586536472153
CGREF1					1	1	0	False	
CGRRF1	-0.12303604292274342	-0.12366257794047511	0.6032056787479038	0.4790357974497379	2	1	1	False	0.9647491545456157
CH17-340M24.3					1	0	1	False	
CH25H	0.05330314032979525	0.05335370863089749	0.8721549325589847	0.7315773888419136	2	1	1	False	0.9909303701701492
CHAC1	-0.04996551313667229	-0.0500071560416739	0.7706006411798486	0.0	2	1	1	False	0.9802489014241118
CHAC2	-0.09257575420993142	-0.092841588931227	0.5882630287406325	0.0	2	0	2	False	0.9618162230924131
CHAD					1	1	0	False	
CHADL	0.42868957297991817	0.45829010181584867	0.007534055478406292	0.0	2	2	0	False	0.7060698067678455
CHAF1A	0.23854681611510062	0.24323267861974707	0.15610960300412968	0.0	2	2	0	False	0.8567004866162253
CHAF1B	-0.07450439410536935	-0.07464271066583085	0.8384813913440345	0.7799395015343784	2	1	1	False	0.9906596352345876
CHAMP1	-0.13861299007812783	-0.13951111647732933	0.4159414132797393	0.0	2	0	2	False	0.9416005089951425
CHAT					0	0	0	False	
CHCHD1	0.07148018452695247	0.07160229979355677	0.6948099694464831	0.11628213005749952	2	1	1	False	0.9732594115107658
CHCHD10	0.08313580160883911	0.08332813256088083	0.6270505954878526	0.0	2	1	1	False	0.9661675786212743
CHCHD2	0.3574725658564847	0.37398516368810253	0.04858746625441112	0.18114285089300297	2	2	0	False	0.7777933419634485
CHCHD3	0.16387267911541176	0.1653636704540193	0.3349318260262385	0.0	2	2	0	False	0.9232233336870477
CHCHD4	-0.17998024829372486	-0.18196227558530345	0.288683868017098	0.0	2	0	2	False	0.912562778205179
CHCHD5	0.11458092173215911	0.11508634530133104	0.5021804325929234	0.0	2	2	0	False	0.9540958452724299
CHCHD6	-0.032771381683302535	-0.03278312100425169	0.8876627463413355	0.4525711298901233	2	1	1	False	0.9922272016197714
CHCHD7	-0.10742821753581708	-0.10784437300087325	0.529456853799517	0.0	2	0	2	False	0.959688635192118
CHD1	-0.09749943058149971	-0.097810152487691	0.5684564102296918	0.0	2	1	1	False	0.960784521946308
CHD1L	-0.3224176005781751	-0.3343428439345585	0.05123132396186718	0.0	2	0	2	False	0.7795658577853419
CHD2	-0.1473796631933024	-0.1484608555091695	0.386672194744595	0.0	2	0	2	False	0.9379503028423574
CHD3	-0.146164687714954	-0.14721913053649055	0.39065635509839247	0.0	2	0	2	False	0.9384603790476029
CHD4	-0.02874830230435998	-0.028756226054741776	0.8668380436937844	0.0	2	1	1	False	0.9909303701701492
CHD5	-0.09666402377606786	-0.0969667971236299	0.5717957883852521	0.0	2	0	2	False	0.9609529722438025
CHD6	0.13169608840949176	0.132465483820565	0.4398776344658696	0.0	2	2	0	False	0.9473825603327902
CHD7	0.14249250806490069	0.14346882465097494	0.49204178321015024	0.3241969986601447	2	1	1	False	0.9529973648347265
CHD8	-0.06935915538533186	-0.06947069937981262	0.6854184820824873	0.0	2	1	1	False	0.9724727600272187
CHD9	-0.07068772770467943	-0.0708058183647916	0.6797052903444025	0.0	2	1	1	False	0.9724727600272187
CHDH	0.07709863008071846	0.0772519404314028	0.652384306164179	0.0	2	1	1	False	0.9680536588729097
CHEK1	0.1606245202194851	0.1620276899279046	0.3447734178373719	0.0	2	2	0	False	0.9280596205374749
CHEK2	-0.05540258313823297	-0.05545937284585224	0.7591580125893108	0.10057357403647783	2	1	1	False	0.9790300332209796
CHERP	-0.09175113379767823	-0.09200990405538469	0.5916093571012109	0.0	2	0	2	False	0.9630334442817594
CHFR	-0.3867462830997507	-0.4079683672643661	0.017367027552233242	0.0	2	0	2	False	0.7346821715595565
CHGA					1	1	0	False	
CHGB	-0.07314920906296743	-0.07328009863429043	0.8690499033966502	0.8506242802206071	2	1	1	False	0.9909303701701492
CHI3L1	-0.0160035295134017	-0.016004895960474826	0.9403326451056766	0.3553854918101905	2	1	1	False	0.9941530568513902
CHI3L2	-0.2489584650700701	-0.25430214931261297	0.13812128427152973	0.0	2	0	2	False	0.854344315076325
CHIA	0.13020626154076168	0.13094966303845468	0.5304682657633678	0.3238101782016159	2	1	1	False	0.9599596183047737
CHIC1	-0.3217911897212377	-0.33364391868155713	0.11398236354340822	0.338674292864957	2	0	2	False	0.8353565371462772
CHIC2	-0.4064509301710299	-0.43135242502820376	0.011896648199872472	0.0	2	0	2	False	0.7197042840627828
CHID1	0.1221389318428419	0.1227517795987501	0.5775503167889313	0.3931585397103839	2	1	1	False	0.9609529722438025
CHIT1	-0.08541552144606464	-0.08562416070166186	0.6175889315524341	0.0	2	0	2	False	0.965550226045901
CHKA	0.3802717130487154	0.40037725857783785	0.019565344410618225	0.0	2	2	0	False	0.7414413732555972
CHKB	-0.34739645538518354	-0.3624798210720119	0.03454924074391942	0.0	2	0	2	False	0.7695248544867458
CHKB-CPT1B					1	0	1	False	
CHKB-DT					1	1	0	False	
CHL1	0.005740350757864288	0.0057404138104095725	0.9732981328476309	0.0	2	1	1	False	0.9973604983922998
CHL1-AS1					0	0	0	False	
CHL1-AS2					1	0	1	False	
CHM	-0.04886282355164692	-0.04890176724937199	0.7755339345909413	0.0	2	0	2	False	0.9817588912531059
CHML	-0.03799560667940004	-0.03801390685707044	0.8245807022819371	0.0	2	1	1	False	0.9889529224502921
CHMP1A	-0.242027187918952	-0.24692631782781263	0.14991961015657737	0.0	2	0	2	False	0.8551246738765995
CHMP1B	-0.052223908824662345	-0.052271464062002844	0.7605242759930939	0.0	2	1	1	False	0.9791599394877806
CHMP1B-AS1					1	0	1	False	
CHMP2A	0.20612357308182253	0.20911951087462144	0.22270538134863138	0.0	2	2	0	False	0.8849929421343877
CHMP2B	0.14034426272974965	0.14127673852337108	0.41006578625281953	0.0	2	2	0	False	0.9412707248585347
CHMP3	0.042180771144760876	0.04220581413911466	0.8702140534462421	0.5580012315981983	2	1	1	False	0.9909303701701492
CHMP4A	-0.1682415179298658	-0.16985640417759526	0.3219666645661512	0.0	2	0	2	False	0.9205368985239424
CHMP4B	-0.11025506586131291	-0.11070511308869596	0.5185927306613609	0.0	2	0	2	False	0.9573509803414396
CHMP4C	0.19468401930413443	0.19720114370155514	0.5157117589045515	0.679491555789566	2	1	1	False	0.9567582350825796
CHMP5	0.030411557298505268	0.030420938010766323	0.859207539080918	0.0	2	2	0	False	0.9909303701701492
CHMP6	0.05447150367588271	0.05452547473719248	0.7505339240595401	0.0	2	2	0	False	0.9768364730564204
CHMP7	-0.05761594442502789	-0.05767982561568863	0.7366233200389947	0.0	2	0	2	False	0.9759037414053875
CHN1	0.06485011166982149	0.0649412516036834	0.704933443116335	0.0	2	1	1	False	0.9747050109568726
CHN2	-0.21426972692947732	-0.21764227888790083	0.2044190737923891	0.0	2	0	2	False	0.8800744862158818
CHODL	-0.21243077375171146	-0.21571562709270917	0.20845416801658578	0.0	2	0	2	False	0.8816567228587483
CHODL-AS1					1	0	1	False	
CHORDC1	-0.07045900726902875	-0.07057595306094079	0.741983591384055	0.35866179244223023	2	1	1	False	0.9759849521259829
CHP1	-0.20110295555403573	-0.2038817306558555	0.23450870986159567	0.0	2	0	2	False	0.8873959162203179
CHP2					0	0	0	False	
CHPF	0.008956666287762215	0.008956905806133567	0.9583475908107838	0.0	2	1	1	False	0.995512518601416
CHPF2	-0.14059997712435193	-0.14153760035379004	0.4092018940706035	0.0	2	0	2	False	0.9412707248585347
CHPT1	-0.2429621393132262	-0.2479196828111369	0.1482872532968745	0.0	2	0	2	False	0.854344315076325
CHRAC1	-0.13284309238363642	-0.13363291237995065	0.43585773801584626	0.0	2	0	2	False	0.9471608332191436
CHRD	0.11493684420428002	0.11544701768897915	0.5541005225076534	0.22650650419618185	2	1	1	False	0.9599596183047737
CHRDL1					1	1	0	False	
CHRDL2	0.09367819459365037	0.09395367413879249	0.5838022136866814	0.0	2	2	0	False	0.9609529722438025
CHRFAM7A	0.005002626930742748	0.005002668663743848	0.9767287521067228	0.0	2	1	1	False	0.9980195675161738
CHRM1					0	0	0	False	
CHRM2					0	0	0	False	
CHRM3	-0.15197316914809533	-0.15315963743381833	0.3718215733240422	0.0	2	0	2	False	0.9342359186021466
CHRM3-AS1					0	0	0	False	
CHRM3-AS2	-0.06281903998523089	-0.06290186902216259	0.7137847889784261	0.0	2	1	1	False	0.9747225240422419
CHRM4					1	1	0	False	
CHRM5					1	1	0	False	
CHRNA1	-0.03430862240916176	-0.034322093273287675	0.8413785400134699	0.0	2	1	1	False	0.9906912180910059
CHRNA10	-0.1809948555878584	-0.18301104752061437	0.614974630314895	0.7771012235136052	2	1	1	False	0.965550226045901
CHRNA2	-0.2029920273902684	-0.20585120333241613	0.2300195637507888	0.0	2	0	2	False	0.8867816147889503
CHRNA3					1	1	0	False	
CHRNA4					1	1	0	False	
CHRNA5	0.36285319194133553	0.380167809729742	0.026640849312340325	0.0	2	2	0	False	0.7414413732555972
CHRNA6	0.03516896232826023	0.035183472744475836	0.8374524818433655	0.0	2	2	0	False	0.9905058332679765
CHRNA7					1	1	0	False	
CHRNA9	0.049615910573989834	0.049656684616423474	0.7721637831888761	0.0	2	2	0	False	0.9806183529398658
CHRNB1	-0.1958150911125223	-0.19837704377497997	0.2473839152043864	0.0	2	0	2	False	0.8985752994583488
CHRNB2					1	1	0	False	
CHRNB3					1	0	1	False	
CHRNB4					1	1	0	False	
CHRND					1	1	0	False	
CHRNE	0.06841251626593205	0.06851954672291549	0.6894996433387466	0.0	2	1	1	False	0.9726549741852055
CHRNG					1	1	0	False	
CHROMR					1	0	1	False	
CHST1	-0.010363843902769322	-0.010364214984287145	0.9518105861318702	0.0	2	1	1	False	0.9946489047814141
CHST10	0.025777147038291752	0.025782858621165073	0.8804974740727072	0.0	2	1	1	False	0.9913593701936366
CHST11	-0.19341751921597325	-0.19588508634766136	0.2533723440832816	0.0	2	0	2	False	0.8996490049530506
CHST12	-0.3615831197395668	-0.3787059365372356	0.02722921272815559	0.0	2	0	2	False	0.7422917367037203
CHST13	0.08886036034229595	0.08909536002411399	0.6034046125601702	0.0	2	2	0	False	0.9647491545456157
CHST14	-0.31777575454404816	-0.32917107521206584	0.05493617104654213	0.0	2	0	2	False	0.7795658577853419
CHST15	0.22014871489199087	0.22381239318155674	0.19187946663826383	0.0	2	2	0	False	0.8788741958966746
CHST2	-0.1841570301781444	-0.1862822679939425	0.27738921529788585	0.0	2	0	2	False	0.9085474321163555
CHST3	0.12836591093506494	0.12907802768562351	0.45166160356423	0.0	2	2	0	False	0.9485008736435319
CHST4	-0.24286828655322276	-0.24781994472599417	0.14845053320709214	0.0	2	0	2	False	0.854344315076325
CHST5	-0.012344012508867557	-0.01234463953770176	0.959754906419234	0.5072587551264108	2	1	1	False	0.995512518601416
CHST6	-0.1961120109857615	-0.19868582123432982	0.5075360588326164	0.6718008772376282	2	1	1	False	0.9551720937759599
CHST7	0.07692757383944564	0.07707986359893138	0.6531078073277483	0.0	2	1	1	False	0.9680992689895567
CHST8					1	1	0	False	
CHST9	0.23191756023570265	0.23621507781577963	0.16840135786893773	0.0	2	2	0	False	0.8644610658736468
CHSY1	-0.11928367983245372	-0.1198543057768294	0.48463659526649583	0.0	2	0	2	False	0.9512478901474614
CHSY3	-0.05120464536185141	-0.051249467315948614	0.7650673341762599	0.0	2	0	2	False	0.9796586536472153
CHTF18	-0.060559630397739615	-0.0606338272541212	0.7236739551269454	0.0	2	0	2	False	0.9750034872677579
CHTF8	-0.32335488134192225	-0.3353892147487304	0.050507768658647346	0.0	2	0	2	False	0.7795658577853419
CHTOP	-0.17996708655290486	-0.18194867325801603	0.2887199140676302	0.0	2	0	2	False	0.912562778205179
CHUK	0.03159911325232601	0.03160963683763822	0.8537669184410918	0.0	2	1	1	False	0.9909303701701492
CHURC1	-0.37365066395804614	-0.3926594663631192	0.022045764867828666	0.0	2	0	2	False	0.7414413732555972
CHURC1-FNTB					1	0	1	False	
CIAO1	-0.24817243935046743	-0.2534643609664827	0.1394242412635586	0.0	2	0	2	False	0.854344315076325
CIAO2A					1	1	0	False	
CIAO2B					1	0	1	False	
CIAO3					1	0	1	False	
CIAPIN1	0.1413326529607684	0.14228513077867455	0.40673231385941677	0.0	2	2	0	False	0.9412707248585347
CIART	0.08293487084262746	0.08312580678463913	0.7417949905300931	0.5366780962144412	2	1	1	False	0.9759849521259829
CIB1	0.045524402527644885	0.04555589103043727	0.8789468754027352	0.6702394833338747	2	1	1	False	0.9913593701936366
CIB2	0.05268412452760248	0.052732949515267705	0.8948091318560117	0.8144698729721805	2	1	1	False	0.9922272016197714
CIB3					1	1	0	False	
CIB4					0	0	0	False	
CIC	-0.031686054814210406	-0.03169666553733513	0.853368861854929	0.0	2	1	1	False	0.9909303701701492
CIDEA					1	0	1	False	
CIDEB	-0.13322313311325737	-0.1340198001810051	0.4345302255199528	0.0	2	0	2	False	0.9470072723427265
CIDEC	-0.3821789798234914	-0.40260884981330575	0.08625769333642629	0.46469771383877373	2	0	2	False	0.8142101525446653
CIITA	-0.08828326756837827	-0.08851370416295634	0.6057711930577588	0.0	2	0	2	False	0.9649188962017228
