ligand	family	n_patients	frac_patients_pct10	best_receptor	best_receptor_frac	sender_expressed	receptor_expressed	potential
ANOS1	other	59	0.3050847457627119	FGFR1	0.03389830508474576	True	False	False
ANPEP	other	59	0.23728813559322035		0.0	True	False	False
ANTXR1	other	59	0.2711864406779661		0.0	True	False	False
ANXA1	other	59	0.9322033898305084	FPR1	0.06779661016949153	True	False	False
ANXA2	other	59	1.0	TLR2	0.03389830508474576	True	False	False
APELA	other	59	0.0		0.0	False	False	False
APLN	other	59	0.0		0.0	False	False	False
APOA1	other	59	0.0	LDLR	0.288135593220339	False	True	False
APOA2	other	59	0.0	LDLR	0.288135593220339	False	True	False
APOA4	other	59	0.0	LDLR	0.288135593220339	False	True	False
APOA5	other	59	0.0	LPL	0.05084745762711865	False	False	False
APOB	other	59	0.0	ITGB2	0.9830508474576272	False	True	False
APOC1	other	59	0.847457627118644		0.0	True	False	False
APOC2	other	59	0.0	LDLR	0.288135593220339	False	True	False
APOC3	other	59	0.0	LDLR	0.288135593220339	False	True	False
APOC4	other	59	0.0		0.0	False	False	False
APOD	other	59	0.4576271186440678		0.0	True	False	False
APOE	other	59	0.8135593220338984	SORL1	0.7288135593220338	True	True	True
APOO	other	59	0.7457627118644068		0.0	True	False	False
APP	other	59	0.9661016949152542	CD74	1.0	True	True	True
AREG	other	59	0.7796610169491526	EGFR	0.01694915254237288	True	False	False
ARF1	other	59	1.0		0.0	True	False	False
ARMH4	other	40	0.15		0.0	True	False	False
ARTN	other	59	0.05084745762711865	NCAM1	0.03389830508474576	False	False	False
ASIP	other	59	0.0	MGRN1	0.3389830508474576	False	True	False
ATP1B1	other	59	0.9830508474576272		0.0	True	False	False
AVP	other	59	0.03389830508474576		0.0	False	False	False
AZGP1	other	59	0.3898305084745763	ITGAV	0.1016949152542373	True	True	True
B2M	other	59	1.0	TAP1	0.9152542372881356	True	True	True
BACE1	other	59	0.3220338983050847	SELPLG	0.7966101694915254	True	True	True
BACE2	other	59	0.8305084745762712	APP	0.288135593220339	True	True	True
BCAN	other	59	0.0	EGFR	0.01694915254237288	False	False	False
BDNF	other	59	0.06779661016949153	SORT1	0.03389830508474576	False	False	False
BGN	other	59	0.1016949152542373	TLR2	0.03389830508474576	True	False	False
BMP1	other	59	0.4576271186440678	BMPR2	0.1864406779661017	True	True	True
BMP10	other	40	0.0	BMPR2	0.1864406779661017	False	True	False
BMP15	other	59	0.0	TGFBR1	0.22033898305084745	False	True	False
BMP2	other	59	0.3728813559322034	BMPR2	0.1864406779661017	True	True	True
BMP3	other	59	0.3220338983050847	BMPR2	0.1864406779661017	True	True	True
BMP4	other	59	0.3559322033898305	BMPR2	0.1864406779661017	True	True	True
BMP5	other	59	0.1016949152542373	BMPR2	0.1864406779661017	True	True	True
BMP6	other	59	0.01694915254237288	BMPR2	0.1864406779661017	False	True	False
BMP7	other	59	0.13559322033898305	BMPR2	0.1864406779661017	True	True	True
BMP8A	other	59	0.01694915254237288	TGFBR2	0.5423728813559322	False	True	False
BMP8B	other	59	0.06779661016949153	PLAUR	0.2711864406779661	False	True	False
BOC	other	59	0.06779661016949153		0.0	False	False	False
BPI	other	59	0.0		0.0	False	False	False
BST2	other	59	0.8305084745762712		0.0	True	False	False
BTC	other	59	0.3898305084745763	EGFR	0.01694915254237288	True	False	False
BTLA	other	59	0.03389830508474576	CD247	0.9491525423728814	False	True	False
BTN1A1	other	59	0.0	JAML	0.7457627118644068	False	True	False
BTN2A1	other	59	0.6101694915254238		0.0	True	False	False
BTNL8	other	59	0.0	LILRB1	0.01694915254237288	False	False	False
BTNL9	other	59	0.05084745762711865	IL6R	0.11864406779661017	False	True	False
C10ORF99	other	59	0.03389830508474576		0.0	False	False	False
C1QA	other	59	0.6101694915254238	CD93	0.01694915254237288	True	False	False
C1QB	other	59	0.5932203389830508	LRP1	0.06779661016949153	True	False	False
C1QTNF1	other	59	0.0847457627118644		0.0	False	False	False
C1QTNF5	other	59	0.0		0.0	False	False	False
C3	other	59	0.6610169491525424	ITGB2	0.9830508474576272	True	True	True
C4A	other	59	0.0	CD46	0.711864406779661	False	True	False
C4BPA	other	59	0.5084745762711864	BMPR2	0.1864406779661017	True	True	True
C4B_2	other	19	0.0	CD46	0.711864406779661	False	True	False
C5	other	59	0.2033898305084746	C5AR1	0.1016949152542373	True	True	True
C6ORF15	other	59	0.0		0.0	False	False	False
CA12	other	59	0.3050847457627119		0.0	True	False	False
CADM1	other	59	0.711864406779661	CADM1	0.05084745762711865	True	False	False
CADM2	other	59	0.06779661016949153	CADM1	0.05084745762711865	False	False	False
CADM3	other	59	0.0	IL2RG	0.9830508474576272	False	True	False
CADM4	other	59	0.3220338983050847	ERBB3	0.01694915254237288	True	False	False
CALCA	other	59	0.03389830508474576	RAMP2	0.03389830508474576	False	False	False
CALCB	other	59	0.03389830508474576	RAMP2	0.03389830508474576	False	False	False
CALM1	other	59	1.0		0.0	True	False	False
CALM2	other	59	1.0		0.0	True	False	False
CALM3	other	59	1.0		0.0	True	False	False
CALR	other	59	1.0	TAP1	0.9152542372881356	True	True	True
CAMP	other	59	0.05084745762711865	IGF1R	0.05084745762711865	False	False	False
CCK	other	59	0.06779661016949153		0.0	False	False	False
CCL1	other	59	0.0	CCR5	0.13559322033898305	False	True	False
CCL11	other	59	0.0	CXCR3	0.6949152542372882	False	True	False
CCL13	other	59	0.01694915254237288	CXCR3	0.6949152542372882	False	True	False
CCL14	other	59	0.0	CCR5	0.13559322033898305	False	True	False
CCL15	other	59	0.0847457627118644	CCR1	0.06779661016949153	False	False	False
CCL16	other	59	0.0	CCR5	0.13559322033898305	False	True	False
CCL17	other	59	0.05084745762711865	CCR4	0.0847457627118644	False	False	False
CCL18	other	59	0.2542372881355932	CCR5	0.13559322033898305	True	True	True
CCL19	other	59	0.0	CCR7	0.7288135593220338	False	True	False
CCL2	ext_ifn_recruit	59	0.4406779661016949	CCR5	0.13559322033898305	True	True	True
CCL20	other	59	0.559322033898305	CXCR3	0.6949152542372882	True	True	True
CCL21	other	59	0.0	CCR7	0.7288135593220338	False	True	False
CCL22	other	59	0.0	CCR7	0.7288135593220338	False	True	False
CCL23	other	59	0.0	CCR1	0.06779661016949153	False	False	False
CCL24	other	59	0.0		0.0	False	False	False
CCL25	other	59	0.0		0.0	False	False	False
CCL26	other	59	0.01694915254237288	CX3CR1	0.2033898305084746	False	True	False
CCL27	other	59	0.0		0.0	False	False	False
CCL28	other	59	0.576271186440678		0.0	True	False	False
CCL3	other	59	0.4745762711864407	CCR5	0.13559322033898305	True	True	True
CCL3L1	other	40	0.225	CCR5	0.13559322033898305	True	True	True
CCL3L3	other	38	0.3684210526315789	CCR5	0.13559322033898305	True	True	True
CCL4	ext_ifn_recruit	59	0.5932203389830508	CCR5	0.13559322033898305	True	True	True
CCL4L1	other	19	0.0	CCR5	0.13559322033898305	False	True	False
CCL4L2	other	59	0.4406779661016949	CCR5	0.13559322033898305	True	True	True
CCL5	core_ifn_recruit	59	0.4745762711864407	CXCR3	0.6949152542372882	True	True	True
CCL7	other	59	0.03389830508474576	CXCR3	0.6949152542372882	False	True	False
CCL8	other	59	0.01694915254237288	CCR5	0.13559322033898305	False	True	False
CCN1	other	40	0.425	ITGB2	0.9830508474576272	True	True	True
CCN2	other	40	0.275	ITGB2	0.9830508474576272	True	True	True
CCN3	other	40	0.025	NOTCH1	0.2033898305084746	False	True	False
CCN4	other	40	0.025	ITGB1	0.9661016949152542	False	True	False
CCN6	other	40	0.025	SORL1	0.7288135593220338	False	True	False
CD14	other	59	0.288135593220339	PLXND1	0.06779661016949153	True	False	False
CD160	other	59	0.0	TNFRSF14	0.9152542372881356	False	True	False
CD1B	other	59	0.0	IL6ST	0.5932203389830508	False	True	False
CD1D	other	59	0.0	CEACAM5	0.01694915254237288	False	False	False
CD2	other	59	0.13559322033898305	CD53	1.0	True	True	True
CD200	other	59	0.1016949152542373	CD200R1	0.03389830508474576	True	False	False
CD209	other	59	0.0	ICAM3	0.9491525423728814	False	True	False
CD22	other	59	0.0	PTPRC	0.9830508474576272	False	True	False
CD226	other	59	0.03389830508474576		0.0	False	False	False
CD24	ext_barrier	59	0.9491525423728814		0.0	True	False	False
CD244	other	59	0.0	LAT	0.9152542372881356	False	True	False
CD274	ext_barrier	59	0.1864406779661017	NCR3	0.3389830508474576	True	True	True
CD28	other	59	0.03389830508474576	CD247	0.9491525423728814	False	True	False
CD300A	other	59	0.01694915254237288		0.0	False	False	False
CD300C	other	59	0.0		0.0	False	False	False
CD300LF	other	59	0.0		0.0	False	False	False
CD320	other	59	0.8983050847457628	LRPAP1	0.9661016949152542	True	True	True
CD34	other	59	0.0	SELL	0.7457627118644068	False	True	False
CD38	other	59	0.15254237288135594	PECAM1	0.3389830508474576	True	True	True
CD40	other	59	0.6440677966101694	CD40LG	0.288135593220339	True	True	True
CD40LG	other	59	0.0	ITGB2	0.9830508474576272	False	True	False
CD44	other	59	0.9152542372881356	EPCAM	0.15254237288135594	True	True	True
CD47	ext_barrier	59	1.0	SIRPG	0.423728813559322	True	True	True
CD48	other	59	0.2711864406779661	CD2	0.9830508474576272	True	True	True
CD52	other	59	0.6101694915254238		0.0	True	False	False
CD55	other	59	0.9830508474576272	ADGRE5	0.9491525423728814	True	True	True
CD58	other	59	0.7457627118644068	CD2	0.9830508474576272	True	True	True
CD59	other	59	1.0	CD2	0.9830508474576272	True	True	True
CD5L	other	59	0.0	CD5	0.5423728813559322	False	True	False
CD6	other	59	0.03389830508474576	ALCAM	0.1864406779661017	False	True	False
CD7	other	59	0.3389830508474576	ADAM15	0.05084745762711865	True	False	False
CD70	other	59	0.01694915254237288	CD27	0.847457627118644	False	True	False
CD72	other	59	0.01694915254237288	SEMA4D	0.7288135593220338	False	True	False
CD79B	other	59	0.03389830508474576	CD244	0.2033898305084746	False	True	False
CD80	other	59	0.0	CTLA4	0.5254237288135594	False	True	False
CD82	other	59	0.9491525423728814	CD37	0.9830508474576272	True	True	True
CD86	other	59	0.01694915254237288	CTLA4	0.5254237288135594	False	True	False
CD9	other	59	1.0	IGSF8	0.23728813559322035	True	True	True
CD96	other	59	0.0847457627118644	NECTIN1	0.01694915254237288	False	False	False
CD99	other	59	0.9491525423728814	CD99	1.0	True	True	True
CDCP1	other	59	0.711864406779661	EGFR	0.01694915254237288	True	False	False
CDH1	core_barrier	59	0.9830508474576272	ITGAE	0.8983050847457628	True	True	True
CDH13	other	59	0.0	NCAM2	0.01694915254237288	False	False	False
CDH15	other	59	0.13559322033898305		0.0	True	False	False
CDH2	other	59	0.11864406779661017	CDH2	0.01694915254237288	True	False	False
CDH3	other	59	0.4576271186440678		0.0	True	False	False
CDH4	other	59	0.03389830508474576		0.0	False	False	False
CDH5	other	59	0.01694915254237288	CDH5	0.01694915254237288	False	False	False
CDH6	other	59	0.0		0.0	False	False	False
CDH9	other	59	0.0	BTN3A1	0.5084745762711864	False	True	False
CDHR2	other	59	0.03389830508474576	CD3D	0.9830508474576272	False	True	False
CEACAM1	ext_barrier	59	0.5254237288135594	HAVCR2	0.4745762711864407	True	True	True
CEACAM20	other	59	0.0		0.0	False	False	False
CEACAM21	other	59	0.01694915254237288		0.0	False	False	False
CEACAM3	other	59	0.0	CEACAM5	0.01694915254237288	False	False	False
CEACAM4	other	59	0.0		0.0	False	False	False
CEACAM5	other	59	0.4745762711864407	CD8A	0.8813559322033898	True	True	True
CEACAM6	other	59	0.9322033898305084	UXS1	0.4915254237288136	True	True	True
CEACAM7	other	59	0.03389830508474576	CEACAM6	0.1016949152542373	False	True	False
CEACAM8	other	59	0.0	CEACAM6	0.1016949152542373	False	True	False
CEL	other	59	0.06779661016949153	CXCR4	1.0	False	True	False
CER1	other	59	0.0		0.0	False	False	False
CFAP54	other	59	0.1016949152542373		0.0	True	False	False
CFC1	other	59	0.0		0.0	False	False	False
CFD	other	59	0.847457627118644		0.0	True	False	False
CFH	other	59	0.711864406779661	SELL	0.7457627118644068	True	True	True
CFP	other	59	0.01694915254237288	NCR1	0.01694915254237288	False	False	False
CGA	other	59	0.01694915254237288	ADRB2	0.3050847457627119	False	True	False
CGB3	other	40	0.0		0.0	False	False	False
CGB7	other	59	0.0		0.0	False	False	False
CHAD	other	59	0.0	ITGB1	0.9661016949152542	False	True	False
CHL1	other	59	0.288135593220339	SIRPA	0.03389830508474576	True	False	False
CIB1	other	59	1.0		0.0	True	False	False
CKLF	other	59	1.0	CCR4	0.0847457627118644	True	False	False
CLCF1	other	59	0.4406779661016949	SORL1	0.7288135593220338	True	True	True
CLDN1	other	59	0.6779661016949152		0.0	True	False	False
CLDN11	other	59	0.06779661016949153		0.0	False	False	False
CLDN14	other	59	0.01694915254237288		0.0	False	False	False
CLDN16	other	59	0.06779661016949153		0.0	False	False	False
CLDN19	other	59	0.0	CLDN7	0.0847457627118644	False	False	False
CLDN2	other	59	0.05084745762711865	CLDN3	0.1016949152542373	False	True	False
CLDN24	other	40	0.0		0.0	False	False	False
CLDN3	other	59	0.9661016949152542		0.0	True	False	False
CLEC11A	other	59	0.4576271186440678	ITGB1	0.9661016949152542	True	True	True
CLEC2A	other	59	0.0	KLRB1	0.9661016949152542	False	True	False
CLEC2B	other	59	0.6779661016949152	KLRB1	0.9661016949152542	True	True	True
CLEC2D	other	59	0.5423728813559322	KLRB1	0.9661016949152542	True	True	True
CLEC2L	other	59	0.05084745762711865	KLRB1	0.9661016949152542	False	True	False
CLEC3A	other	59	0.0	CLEC2B	0.9830508474576272	False	True	False
CLEC4G	other	59	0.0	LAG3	0.5423728813559322	False	True	False
CLMP	other	59	0.06779661016949153	JAML	0.7457627118644068	False	True	False
CLU	other	59	0.8305084745762712	TREM2	0.0847457627118644	True	False	False
CLUL1	other	59	0.01694915254237288		0.0	False	False	False
CMTM8	other	59	0.9661016949152542	EGFR	0.01694915254237288	True	False	False
CNMD	other	40	0.025		0.0	False	False	False
CNTF	other	59	0.0	IL6ST	0.5932203389830508	False	True	False
CNTN1	other	59	0.0847457627118644	FCGRT	0.423728813559322	False	True	False
CNTN2	other	59	0.01694915254237288	NRP1	0.05084745762711865	False	False	False
CNTN3	other	59	0.01694915254237288	APP	0.288135593220339	False	True	False
CNTN4	other	59	0.05084745762711865	APP	0.288135593220339	False	True	False
CNTN5	other	59	0.01694915254237288	SLAMF1	0.3389830508474576	False	True	False
CNTN6	other	59	0.0	NOTCH1	0.2033898305084746	False	True	False
COL10A1	other	59	0.01694915254237288	ITGB1	0.9661016949152542	False	True	False
COL11A1	other	59	0.01694915254237288	ITGB1	0.9661016949152542	False	True	False
COL11A2	other	59	0.01694915254237288	ITGB1	0.9661016949152542	False	True	False
COL12A1	other	59	0.06779661016949153	ITGB1	0.9661016949152542	False	True	False
COL13A1	other	59	0.03389830508474576	ITGB1	0.9661016949152542	False	True	False
COL14A1	other	59	0.0	CD44	1.0	False	True	False
COL15A1	other	59	0.03389830508474576	ITGB1	0.9661016949152542	False	True	False
COL16A1	other	59	0.1694915254237288	ITGB1	0.9661016949152542	True	True	True
COL17A1	other	59	0.288135593220339	ITGB1	0.9661016949152542	True	True	True
COL18A1	other	59	0.6440677966101694	ITGB1	0.9661016949152542	True	True	True
COL19A1	other	59	0.0	ITGB1	0.9661016949152542	False	True	False
COL1A1	other	59	0.711864406779661	CD44	1.0	True	True	True
COL1A2	other	59	0.13559322033898305	CD44	1.0	True	True	True
COL20A1	other	59	0.0	ITGB1	0.9661016949152542	False	True	False
COL21A1	other	59	0.2542372881355932	ITGB1	0.9661016949152542	True	True	True
COL22A1	other	59	0.03389830508474576	ITGB1	0.9661016949152542	False	True	False
COL24A1	other	59	0.0	ITGB1	0.9661016949152542	False	True	False
COL26A1	other	59	0.0	ITGB1	0.9661016949152542	False	True	False
COL27A1	other	59	0.3559322033898305	ITGB1	0.9661016949152542	True	True	True
COL28A1	other	59	0.1694915254237288	ITGB1	0.9661016949152542	True	True	True
COL2A1	other	59	0.0847457627118644	CD44	1.0	False	True	False
COL3A1	other	59	0.11864406779661017	ITGB1	0.9661016949152542	True	True	True
COL4A1	other	59	0.1016949152542373	ITGB1	0.9661016949152542	True	True	True
COL4A2	other	59	0.1694915254237288	ITGB1	0.9661016949152542	True	True	True
COL4A3	other	59	0.1864406779661017	CD47	0.9830508474576272	True	True	True
COL4A4	other	59	0.3389830508474576	CD47	0.9830508474576272	True	True	True
COL4A5	other	59	0.1016949152542373	CD47	0.9830508474576272	True	True	True
COL4A6	other	59	0.03389830508474576	CD47	0.9830508474576272	False	True	False
COL5A1	other	59	0.13559322033898305	ITGB1	0.9661016949152542	True	True	True
COL5A2	other	59	0.0847457627118644	ITGB1	0.9661016949152542	False	True	False
COL5A3	other	59	0.0	ITGB1	0.9661016949152542	False	True	False
COL6A1	other	59	0.4745762711864407	ITGB1	0.9661016949152542	True	True	True
COL6A2	other	59	0.3728813559322034	ITGB1	0.9661016949152542	True	True	True
COL6A3	other	59	0.05084745762711865	ITGB1	0.9661016949152542	False	True	False
COL6A5	other	59	0.0	ITGB1	0.9661016949152542	False	True	False
COL6A6	other	59	0.0	ITGB1	0.9661016949152542	False	True	False
COL7A1	other	59	0.11864406779661017	ITGB1	0.9661016949152542	True	True	True
COL8A1	other	59	0.23728813559322035	ITGB1	0.9661016949152542	True	True	True
COL8A2	other	59	0.05084745762711865	ITGB1	0.9661016949152542	False	True	False
COL9A1	other	59	0.05084745762711865	ITGB1	0.9661016949152542	False	True	False
COL9A2	other	59	0.3559322033898305	ITGB1	0.9661016949152542	True	True	True
COL9A3	other	59	0.11864406779661017	ITGB1	0.9661016949152542	True	True	True
COLQ	other	59	0.0		0.0	False	False	False
COMP	other	59	0.0	CD47	0.9830508474576272	False	True	False
COPA	other	59	1.0	CD74	1.0	True	True	True
CORIN	other	59	0.0		0.0	False	False	False
CORT	other	59	0.01694915254237288	SSTR2	0.01694915254237288	False	False	False
CP	other	59	0.6101694915254238	SLC40A1	0.06779661016949153	True	False	False
CPAMD8	other	59	0.15254237288135594		0.0	True	False	False
CRB3	other	59	0.9152542372881356	PATJ	0.175	True	True	True
CRH	other	59	0.0		0.0	False	False	False
CRHR2	other	59	0.0	GNAS	0.9830508474576272	False	True	False
CRISP2	other	59	0.0		0.0	False	False	False
CRISP3	other	59	0.0	A1BG	0.5254237288135594	False	True	False
CRLF1	other	59	0.2542372881355932	SORL1	0.7288135593220338	True	True	True
CRP	other	59	0.0	OLR1	0.1864406779661017	False	True	False
CRTAM	other	59	0.0	CADM1	0.05084745762711865	False	False	False
CSF1	other	59	0.423728813559322	CSF1R	0.03389830508474576	True	False	False
CSF2	other	59	0.13559322033898305	CSF1R	0.03389830508474576	True	False	False
CSF3	other	59	0.03389830508474576	CSF1R	0.03389830508474576	False	False	False
CSH1	other	59	0.0		0.0	False	False	False
CSH2	other	59	0.0		0.0	False	False	False
CSHL1	other	59	0.0		0.0	False	False	False
CTF1	other	59	0.1694915254237288	IL6ST	0.5932203389830508	True	True	True
CTHRC1	other	59	0.4745762711864407	FZD3	0.01694915254237288	True	False	False
CTSD	other	59	1.0	APP	0.288135593220339	True	True	True
CTSG	other	59	0.03389830508474576	F2R	0.2711864406779661	False	True	False
CX3CL1	other	59	0.4745762711864407	ITGB1	0.9661016949152542	True	True	True
CXADR	other	59	0.9491525423728814	JAML	0.7457627118644068	True	True	True
CXCL1	other	59	0.6610169491525424	CXCR2	0.01694915254237288	True	False	False
CXCL10	core_ifn_recruit	59	0.06779661016949153	CXCR3	0.6949152542372882	False	True	False
CXCL11	ext_ifn_recruit	59	0.0	CXCR3	0.6949152542372882	False	True	False
CXCL12	ext_ifn_recruit	59	0.01694915254237288	CXCR4	1.0	False	True	False
CXCL13	other	59	0.03389830508474576	CXCR3	0.6949152542372882	False	True	False
CXCL14	other	59	0.288135593220339	CXCR4	1.0	True	True	True
CXCL16	ext_ifn_recruit	59	0.9152542372881356	CXCR6	0.5084745762711864	True	True	True
CXCL17	other	59	0.847457627118644	GPR35	0.01694915254237288	True	False	False
CXCL2	other	59	0.847457627118644	DPP4	0.13559322033898305	True	True	True
CXCL3	other	59	0.7627118644067796	CXCR2	0.01694915254237288	True	False	False
CXCL5	other	59	0.06779661016949153	CXCR2	0.01694915254237288	False	False	False
CXCL6	other	59	0.0847457627118644	CXCR2	0.01694915254237288	False	False	False
CXCL8	other	59	0.8813559322033898	SDC1	0.05084745762711865	True	False	False
CXCL9	core_ifn_recruit	59	0.0	CXCR3	0.6949152542372882	False	True	False
CYTL1	other	59	0.0		0.0	False	False	False
DBH	other	59	0.0	ADRB2	0.3050847457627119	False	True	False
DCHS1	other	59	0.05084745762711865		0.0	False	False	False
DCN	other	59	0.1694915254237288	LRP1	0.06779661016949153	True	False	False
DEFB1	other	59	0.2033898305084746	CCR6	0.288135593220339	True	True	True
DEFB103B	other	19	0.0	CCR6	0.288135593220339	False	True	False
DEFB106B	other	19	0.0		0.0	False	False	False
DEFB4A	other	59	0.01694915254237288	CCR6	0.288135593220339	False	True	False
DEFB4B	other	59	0.0	CCR6	0.288135593220339	False	True	False
DHH	other	59	0.0	BOC	0.03389830508474576	False	False	False
DKK1	other	59	0.22033898305084745	LRP6	0.01694915254237288	True	False	False
DKK2	other	59	0.0	LRP6	0.01694915254237288	False	False	False
DKK3	other	59	0.1864406779661017		0.0	True	False	False
DKK4	other	59	0.0	LRP6	0.01694915254237288	False	False	False
DLK1	other	59	0.01694915254237288	NOTCH1	0.2033898305084746	False	True	False
DLK2	other	59	0.01694915254237288	NOTCH1	0.2033898305084746	False	True	False
DLL1	other	59	0.06779661016949153	NOTCH1	0.2033898305084746	False	True	False
DLL3	other	59	0.1864406779661017	NOTCH1	0.2033898305084746	True	True	True
DLL4	other	59	0.06779661016949153	NOTCH1	0.2033898305084746	False	True	False
DMP1	other	59	0.0	ITGAV	0.1016949152542373	False	True	False
DRAXIN	other	59	0.01694915254237288		0.0	False	False	False
DSC1	other	59	0.0		0.0	False	False	False
DSC2	other	59	0.6440677966101694		0.0	True	False	False
DSC3	other	59	0.0847457627118644		0.0	False	False	False
DSCAM	other	59	0.06779661016949153	PTPRK	0.01694915254237288	False	False	False
DSCAML1	other	59	0.01694915254237288	PTPRK	0.01694915254237288	False	False	False
DSG1	other	59	0.0		0.0	False	False	False
DSG2	other	59	0.8983050847457628		0.0	True	False	False
DSPP	other	59	0.0	ITGB1	0.9661016949152542	False	True	False
DUSP18	other	59	0.3898305084745763	RPSA	1.0	True	True	True
EBI3	other	59	0.01694915254237288	IL27RA	0.847457627118644	False	True	False
ECM1	other	59	0.2711864406779661		0.0	True	False	False
EDA	other	59	0.06779661016949153		0.0	False	False	False
EDIL3	other	59	0.22033898305084745	ITGB1	0.9661016949152542	True	True	True
EDN1	other	59	0.5932203389830508	ECE1	0.22033898305084745	True	True	True
EDN2	other	59	0.11864406779661017	EDNRB	0.01694915254237288	True	False	False
EDN3	other	59	0.0	EDNRB	0.01694915254237288	False	False	False
EFEMP1	other	59	0.6440677966101694	EGFR	0.01694915254237288	True	False	False
EFEMP2	other	59	0.4406779661016949	AQP1	0.03389830508474576	True	False	False
EFNA1	other	59	1.0	EPHA4	0.03389830508474576	True	False	False
EFNA2	other	59	0.0	EPHA4	0.03389830508474576	False	False	False
EFNA3	other	59	0.3050847457627119	EPHA4	0.03389830508474576	True	False	False
EFNA4	other	59	0.6949152542372882	EPHA4	0.03389830508474576	True	False	False
EFNA5	other	59	0.576271186440678	EPHA4	0.03389830508474576	True	False	False
EFNB1	other	59	0.3559322033898305	DAG1	0.05084745762711865	True	False	False
EFNB2	other	59	0.7288135593220338	PECAM1	0.3389830508474576	True	True	True
EFNB3	other	59	0.03389830508474576	EPHA4	0.03389830508474576	False	False	False
EGF	other	59	0.03389830508474576	EGFR	0.01694915254237288	False	False	False
EGFL8	other	59	0.05084745762711865	NCR3	0.3389830508474576	False	True	False
ELFN1	other	59	0.01694915254237288		0.0	False	False	False
EMC1	other	59	0.7796610169491526		0.0	True	False	False
ENAM	other	59	0.0	CD63	1.0	False	True	False
ENG	other	59	0.3050847457627119	BMPR2	0.1864406779661017	True	True	True
ENHO	other	59	0.06779661016949153		0.0	False	False	False
