gene	n_patients_measured	n_detected	frac
AC024257.1	9	0	0.0
AC024257.3	9	0	0.0
AC024257.4	9	0	0.0
AC024257.5	9	0	0.0
AC024267.1	9	0	0.0
AC024267.3	9	0	0.0
AC024267.4	9	0	0.0
AC024267.5	9	0	0.0
AC024267.6	9	0	0.0
AC024270.2	9	0	0.0
AC024270.3	9	0	0.0
AC024270.4	9	0	0.0
AC024337.1	9	0	0.0
AC024337.2	9	0	0.0
AC024361.2	9	0	0.0
AC024361.3	9	0	0.0
AC024382.1	9	0	0.0
AC024475.1	9	0	0.0
AC024475.3	9	0	0.0
AC024475.4	9	0	0.0
AC024559.1	9	0	0.0
AC024559.2	9	0	0.0
AC024560.1	9	0	0.0
AC024560.3	9	0	0.0
AC024563.1	9	0	0.0
AC024575.1	9	0	0.0
AC024579.1	9	0	0.0
AC024581.1	9	0	0.0
AC024587.2	9	0	0.0
AC024592.1	9	0	0.0
AC024592.2	9	0	0.0
AC024592.3	9	0	0.0
AC024597.1	9	0	0.0
AC024600.1	9	0	0.0
AC024601.1	9	0	0.0
AC024603.1	9	0	0.0
AC024610.1	9	0	0.0
AC024610.2	9	0	0.0
AC024614.1	9	0	0.0
AC024614.2	9	0	0.0
AC024614.4	9	0	0.0
AC024619.2	9	0	0.0
AC024619.3	9	0	0.0
AC024651.1	9	0	0.0
AC024651.2	9	0	0.0
AC024681.2	9	0	0.0
AC024884.2	9	0	0.0
AC024896.1	9	0	0.0
AC024901.1	9	0	0.0
AC024908.1	9	0	0.0
AC024909.1	9	0	0.0
AC024909.2	9	0	0.0
AC024933.1	9	0	0.0
AC024940.1	9	0	0.0
AC024941.1	9	0	0.0
AC024941.2	9	0	0.0
AC024958.1	9	0	0.0
AC025030.2	9	0	0.0
AC025031.1	9	0	0.0
AC025031.2	9	0	0.0
AC025031.4	9	0	0.0
AC025034.1	9	0	0.0
AC025035.1	9	0	0.0
AC025038.1	9	0	0.0
AC025040.1	9	0	0.0
AC025043.1	9	0	0.0
AC025048.1	9	0	0.0
AC025048.4	9	0	0.0
AC025154.1	9	0	0.0
AC025154.2	9	0	0.0
AC025159.1	9	0	0.0
AC025162.1	9	0	0.0
AC025164.1	9	7	0.7777777777777778
AC025165.1	9	0	0.0
AC025165.2	9	0	0.0
AC025165.3	9	0	0.0
AC025165.4	9	0	0.0
AC025165.5	9	0	0.0
AC025166.1	9	0	0.0
AC025171.2	9	0	0.0
AC025171.3	9	0	0.0
AC025171.4	9	0	0.0
AC025171.5	9	0	0.0
AC025174.1	9	0	0.0
AC025175.1	9	0	0.0
AC025176.1	9	0	0.0
AC025178.1	9	0	0.0
AC025180.1	9	0	0.0
AC025181.2	9	0	0.0
AC025183.1	9	0	0.0
AC025183.2	9	0	0.0
AC025183.3	9	0	0.0
AC025187.1	9	0	0.0
AC025188.1	9	0	0.0
AC025211.1	9	0	0.0
AC025219.1	9	0	0.0
AC025244.1	9	0	0.0
AC025244.2	9	0	0.0
AC025252.1	9	0	0.0
AC025253.1	9	0	0.0
AC025254.1	9	0	0.0
AC025257.1	9	0	0.0
AC025259.1	9	0	0.0
AC025259.3	9	0	0.0
AC025262.1	9	0	0.0
AC025263.1	9	0	0.0
AC025263.2	9	0	0.0
AC025265.1	9	0	0.0
AC025265.2	9	0	0.0
AC025265.3	9	0	0.0
AC025271.2	9	0	0.0
AC025271.3	9	0	0.0
AC025271.4	9	0	0.0
AC025272.1	9	0	0.0
AC025277.1	9	0	0.0
AC025278.1	9	0	0.0
AC025283.2	9	0	0.0
AC025283.3	9	0	0.0
AC025284.1	9	0	0.0
AC025287.2	9	0	0.0
AC025287.3	9	0	0.0
AC025287.4	9	0	0.0
AC025366.1	9	0	0.0
AC025370.1	9	0	0.0
AC025419.1	9	0	0.0
AC025423.1	9	0	0.0
AC025423.4	9	0	0.0
AC025428.1	9	0	0.0
AC025428.2	9	0	0.0
AC025430.1	9	0	0.0
AC025431.1	9	0	0.0
AC025434.1	9	0	0.0
AC025437.1	9	0	0.0
AC025437.2	9	0	0.0
AC025437.3	9	0	0.0
AC025437.4	9	0	0.0
AC025437.5	9	0	0.0
AC025442.1	9	0	0.0
AC025465.1	9	0	0.0
AC025465.2	9	0	0.0
AC025465.3	9	0	0.0
AC025465.4	9	0	0.0
AC025470.2	9	0	0.0
AC025475.1	9	0	0.0
AC025521.1	9	0	0.0
AC025524.1	9	0	0.0
AC025524.2	9	0	0.0
AC025539.1	9	0	0.0
AC025566.1	9	0	0.0
AC025569.1	9	0	0.0
AC025572.1	9	0	0.0
AC025575.1	9	0	0.0
AC025575.2	9	0	0.0
AC025576.1	9	0	0.0
AC025576.2	9	0	0.0
AC025580.1	9	0	0.0
AC025580.2	9	0	0.0
AC025580.3	9	0	0.0
AC025627.1	9	0	0.0
AC025674.2	9	0	0.0
AC025682.1	9	0	0.0
AC025741.1	9	0	0.0
AC025752.1	9	0	0.0
AC025754.1	9	0	0.0
AC025754.2	9	0	0.0
AC025773.1	9	0	0.0
AC025809.1	9	0	0.0
AC025810.1	9	0	0.0
AC025811.1	9	0	0.0
AC025822.1	9	0	0.0
AC025822.2	9	0	0.0
AC025871.1	9	0	0.0
AC025887.1	9	0	0.0
AC025887.2	9	0	0.0
AC025917.1	9	0	0.0
AC025918.1	9	0	0.0
AC025946.1	9	0	0.0
AC025947.1	9	0	0.0
AC026116.1	9	0	0.0
AC026150.1	9	0	0.0
AC026150.3	9	0	0.0
AC026191.1	9	0	0.0
AC026202.1	9	0	0.0
AC026202.2	9	0	0.0
AC026202.3	9	0	0.0
AC026250.1	9	0	0.0
AC026254.2	9	0	0.0
AC026304.1	9	0	0.0
AC026310.2	9	0	0.0
AC026316.2	9	0	0.0
AC026316.5	9	0	0.0
AC026320.1	9	0	0.0
AC026333.3	9	0	0.0
AC026333.4	9	0	0.0
AC026336.2	9	0	0.0
AC026336.3	9	0	0.0
AC026347.1	9	0	0.0
AC026353.1	9	0	0.0
AC026355.1	9	0	0.0
AC026355.2	9	0	0.0
AC026358.1	9	0	0.0
AC026367.1	9	0	0.0
AC026367.2	9	0	0.0
AC026367.3	9	0	0.0
AC026369.1	9	0	0.0
AC026369.2	9	0	0.0
AC026369.3	9	2	0.2222222222222222
AC026391.1	9	0	0.0
AC026398.1	9	0	0.0
AC026401.1	9	0	0.0
AC026401.3	9	0	0.0
AC026412.3	9	0	0.0
AC026414.1	9	0	0.0
AC026415.1	9	0	0.0
AC026427.1	9	0	0.0
AC026434.1	9	0	0.0
AC026458.2	9	0	0.0
AC026461.3	9	0	0.0
AC026461.4	9	0	0.0
AC026462.2	9	0	0.0
AC026462.3	9	0	0.0
AC026462.4	9	0	0.0
AC026464.1	9	0	0.0
AC026464.3	9	0	0.0
AC026464.4	9	0	0.0
AC026469.1	9	0	0.0
AC026470.2	9	0	0.0
AC026471.1	9	0	0.0
AC026471.2	9	0	0.0
AC026471.3	9	0	0.0
AC026471.4	9	0	0.0
AC026471.5	9	0	0.0
AC026495.1	9	0	0.0
AC026523.1	9	0	0.0
AC026583.1	9	0	0.0
AC026585.1	9	0	0.0
AC026620.1	9	0	0.0
AC026688.2	9	0	0.0
AC026691.1	9	0	0.0
AC026704.1	9	0	0.0
AC026719.1	9	0	0.0
AC026719.2	9	0	0.0
AC026725.1	9	0	0.0
AC026726.1	9	0	0.0
AC026740.1	9	0	0.0
AC026741.1	9	0	0.0
AC026746.1	9	0	0.0
AC026765.1	9	0	0.0
AC026765.2	9	0	0.0
AC026771.1	9	0	0.0
AC026774.1	9	0	0.0
AC026780.1	9	0	0.0
AC026780.2	9	0	0.0
AC026782.1	9	0	0.0
AC026782.2	9	0	0.0
AC026785.2	9	0	0.0
AC026785.3	9	0	0.0
AC026786.1	9	0	0.0
AC026786.2	9	0	0.0
AC026790.1	9	0	0.0
AC026801.2	9	0	0.0
AC026803.2	9	0	0.0
AC026888.1	9	0	0.0
AC026894.1	9	0	0.0
AC026904.1	9	0	0.0
AC026904.2	9	0	0.0
AC026904.3	9	0	0.0
AC026904.4	9	0	0.0
AC026950.2	9	0	0.0
AC026954.2	9	0	0.0
AC026954.3	9	0	0.0
AC026979.1	9	0	0.0
AC026979.2	9	5	0.5555555555555556
AC026979.3	9	0	0.0
AC026992.1	9	0	0.0
AC026992.2	9	0	0.0
AC027013.1	9	0	0.0
AC027018.1	9	0	0.0
AC027020.1	9	0	0.0
AC027020.2	9	0	0.0
AC027031.1	9	0	0.0
AC027031.2	9	0	0.0
AC027045.2	9	0	0.0
AC027045.3	9	0	0.0
AC027088.2	9	0	0.0
AC027088.3	9	0	0.0
AC027097.1	9	0	0.0
AC027097.2	9	0	0.0
AC027117.2	9	0	0.0
AC027130.1	9	0	0.0
AC027228.1	9	0	0.0
AC027228.2	9	0	0.0
AC027237.2	9	0	0.0
AC027237.3	9	0	0.0
AC027243.1	9	0	0.0
AC027243.2	9	0	0.0
AC027271.1	9	0	0.0
AC027277.1	9	0	0.0
AC027281.1	9	0	0.0
AC027287.2	9	0	0.0
AC027288.1	9	0	0.0
AC027288.3	9	0	0.0
AC027290.1	9	0	0.0
AC027306.1	9	0	0.0
AC027307.1	9	0	0.0
AC027307.2	9	0	0.0
AC027307.3	9	0	0.0
AC027309.1	9	0	0.0
AC027312.1	9	0	0.0
AC027315.1	9	0	0.0
AC027319.1	9	0	0.0
AC027328.1	9	0	0.0
AC027338.1	9	0	0.0
AC027338.2	9	0	0.0
AC027343.1	9	0	0.0
AC027343.2	9	0	0.0
AC027343.3	9	0	0.0
AC027449.1	9	0	0.0
AC027451.1	9	0	0.0
AC027458.1	9	0	0.0
AC027514.2	9	0	0.0
AC027541.1	9	0	0.0
AC027575.2	9	0	0.0
AC027601.1	9	0	0.0
AC027601.2	9	0	0.0
AC027601.3	9	0	0.0
AC027601.4	9	0	0.0
AC027607.1	9	0	0.0
AC027627.1	9	0	0.0
AC027644.3	9	0	0.0
AC027644.4	9	0	0.0
AC027682.1	9	0	0.0
AC027682.2	9	0	0.0
AC027682.3	9	0	0.0
AC027682.4	9	0	0.0
AC027682.5	9	0	0.0
AC027682.6	9	0	0.0
AC027688.1	9	0	0.0
AC027688.2	9	0	0.0
AC027698.1	9	0	0.0
AC027701.1	9	0	0.0
AC027702.1	9	0	0.0
AC027763.2	9	0	0.0
AC027779.1	9	0	0.0
AC027796.3	9	0	0.0
AC027796.4	9	0	0.0
AC027801.1	9	0	0.0
AC027801.3	9	0	0.0
AC027801.4	9	0	0.0
AC027804.1	9	0	0.0
AC027808.1	9	0	0.0
AC027808.2	9	0	0.0
AC032011.1	9	0	0.0
AC032019.1	9	0	0.0
AC032019.2	9	0	0.0
AC032044.1	9	0	0.0
AC034102.2	9	0	0.0
AC034102.3	9	0	0.0
AC034102.4	9	0	0.0
AC034102.5	9	0	0.0
AC034102.6	9	0	0.0
AC034102.7	9	0	0.0
AC034102.8	9	0	0.0
AC034111.1	9	0	0.0
AC034114.2	9	0	0.0
AC034187.1	9	0	0.0
AC034195.1	9	0	0.0
AC034198.2	9	0	0.0
AC034199.1	9	0	0.0
AC034206.1	9	0	0.0
AC034213.1	9	0	0.0
AC034223.1	9	0	0.0
AC034223.2	9	0	0.0
AC034226.1	9	0	0.0
AC034228.1	9	0	0.0
AC034228.2	9	0	0.0
AC034228.3	9	0	0.0
AC034229.1	9	0	0.0
AC034229.2	9	0	0.0
AC034229.3	9	0	0.0
AC034229.4	9	0	0.0
AC034231.1	9	0	0.0
AC034232.2	9	0	0.0
AC034234.1	9	0	0.0
AC034236.2	9	0	0.0
AC034236.3	9	0	0.0
AC034238.2	9	0	0.0
AC034238.3	9	0	0.0
AC034243.1	9	0	0.0
AC034245.1	9	0	0.0
AC035140.1	9	0	0.0
AC036101.1	9	0	0.0
AC036103.1	9	0	0.0
AC036108.1	9	0	0.0
AC036108.2	9	0	0.0
AC036108.3	9	0	0.0
AC036108.4	9	0	0.0
AC036176.1	9	0	0.0
AC036214.1	9	0	0.0
AC036214.3	9	0	0.0
AC036222.1	9	0	0.0
AC037198.2	9	0	0.0
AC037441.1	9	0	0.0
AC037450.1	9	0	0.0
AC037459.1	9	0	0.0
AC037459.2	9	0	0.0
AC037459.3	9	0	0.0
AC037459.4	9	0	0.0
AC037486.1	9	0	0.0
AC037487.1	9	0	0.0
AC037487.2	9	0	0.0
AC039056.1	9	0	0.0
AC040162.1	9	0	0.0
AC040162.3	9	0	0.0
AC040169.1	9	0	0.0
AC040170.1	9	0	0.0
AC040173.1	9	0	0.0
AC040914.1	9	0	0.0
AC040918.1	9	0	0.0
AC040934.1	9	0	0.0
AC040936.1	9	0	0.0
AC040963.1	9	0	0.0
AC040970.1	9	0	0.0
AC040977.1	9	0	0.0
AC040977.2	9	0	0.0
AC044781.1	9	0	0.0
AC044784.1	9	0	0.0
AC044784.2	9	0	0.0
AC044798.1	9	0	0.0
AC044798.2	9	0	0.0
AC044802.1	9	0	0.0
AC044802.2	9	0	0.0
AC044810.3	9	0	0.0
AC044839.1	9	0	0.0
AC044839.3	9	0	0.0
AC044839.4	9	0	0.0
AC044839.5	9	0	0.0
AC044840.1	9	0	0.0
AC044849.1	9	9	1.0
AC044873.1	9	0	0.0
AC046130.1	9	0	0.0
AC046130.2	9	0	0.0
AC046136.1	9	0	0.0
AC046143.1	9	0	0.0
AC046143.2	9	0	0.0
AC046158.1	9	0	0.0
AC046168.1	9	0	0.0
AC046168.2	9	0	0.0
AC046185.1	9	0	0.0
AC046195.1	9	0	0.0
AC046195.2	9	0	0.0
AC048337.1	9	0	0.0
AC048338.1	9	0	0.0
AC048341.1	9	0	0.0
AC048341.2	9	0	0.0
AC048344.1	9	0	0.0
AC048380.1	9	0	0.0
AC048382.1	9	0	0.0
AC048382.4	9	0	0.0
AC048382.5	9	0	0.0
AC048382.6	9	0	0.0
AC048383.1	9	0	0.0
AC048387.1	9	0	0.0
AC051619.4	9	0	0.0
AC051619.5	9	0	0.0
AC053503.1	9	0	0.0
AC053503.2	9	0	0.0
AC053503.4	9	0	0.0
AC053503.5	9	0	0.0
AC053513.1	9	0	0.0
AC053527.1	9	0	0.0
AC055713.1	9	0	0.0
AC055716.3	9	0	0.0
AC055717.1	9	0	0.0
AC055717.2	9	0	0.0
AC055720.1	9	0	0.0
AC055733.2	9	0	0.0
AC055736.1	9	0	0.0
AC055758.1	9	0	0.0
AC055758.2	9	0	0.0
AC055764.1	9	0	0.0
AC055764.2	9	0	0.0
AC055811.1	9	0	0.0
AC055811.2	9	0	0.0
AC055811.3	9	0	0.0
AC055822.1	9	0	0.0
AC055855.1	9	0	0.0
AC055855.2	9	0	0.0
AC055874.1	9	0	0.0
AC055876.5	9	0	0.0
AC055878.1	9	0	0.0
AC058791.1	9	9	1.0
AC058822.1	9	0	0.0
AC060234.1	9	0	0.0
AC060765.1	9	0	0.0
AC060766.4	9	0	0.0
AC060766.6	9	0	0.0
AC060780.1	9	0	0.0
AC060809.1	9	0	0.0
AC060814.3	9	0	0.0
AC060814.4	9	0	0.0
AC060814.5	9	0	0.0
AC060834.2	9	0	0.0
AC061709.1	9	0	0.0
AC061961.1	9	0	0.0
AC061975.1	9	0	0.0
AC061975.4	9	0	0.0
AC061975.6	9	0	0.0
AC061975.7	9	0	0.0
AC061979.1	9	0	0.0
AC061992.1	9	0	0.0
AC062004.1	9	0	0.0
AC062015.1	9	0	0.0
AC062017.1	9	0	0.0
AC062021.1	9	0	0.0
AC062029.1	9	0	0.0
AC062031.1	9	0	0.0
AC062032.1	9	0	0.0
AC062037.2	9	0	0.0
AC062039.1	9	0	0.0
AC063919.1	9	0	0.0
AC063923.2	9	0	0.0
AC063926.1	9	0	0.0
AC063943.1	9	0	0.0
AC063944.1	9	0	0.0
AC063944.3	9	0	0.0
AC063947.1	9	0	0.0
AC063948.1	9	0	0.0
AC063949.2	9	0	0.0
AC063952.4	9	0	0.0
AC063962.1	9	0	0.0
AC063976.1	9	0	0.0
AC063977.3	9	0	0.0
AC063977.6	9	0	0.0
AC063979.2	9	0	0.0
AC063980.1	9	0	0.0
AC064801.1	9	0	0.0
AC064802.1	9	0	0.0
AC064805.1	9	0	0.0
AC064805.2	9	0	0.0
AC064807.1	9	0	0.0
AC064807.2	9	0	0.0
AC064807.3	9	0	0.0
AC064807.4	9	0	0.0
AC064836.2	9	0	0.0
AC064836.3	9	0	0.0
AC064853.1	9	0	0.0
AC064871.1	9	0	0.0
AC064874.1	9	0	0.0
AC066595.1	9	0	0.0
AC066612.1	9	0	0.0
AC066612.2	9	0	0.0
AC066613.1	9	0	0.0
AC066613.2	9	0	0.0
AC067735.1	9	0	0.0
AC067747.1	9	0	0.0
AC067750.1	9	0	0.0
AC067773.1	9	0	0.0
AC067817.2	9	0	0.0
AC067838.1	9	0	0.0
AC067852.2	9	0	0.0
AC067863.1	9	0	0.0
AC067930.1	9	0	0.0
AC067930.2	9	0	0.0
AC067930.3	9	0	0.0
AC067930.4	9	0	0.0
AC067930.5	9	0	0.0
AC067945.2	9	0	0.0
AC067960.1	9	0	0.0
AC067968.1	9	0	0.0
AC067968.2	9	0	0.0
AC067969.1	9	0	0.0
AC067969.2	9	0	0.0
AC068014.1	9	0	0.0
AC068020.1	9	0	0.0
AC068025.1	9	0	0.0
AC068025.2	9	0	0.0
AC068051.1	9	0	0.0
AC068057.1	9	0	0.0
AC068075.1	9	0	0.0
AC068112.1	9	0	0.0
AC068134.1	9	0	0.0
AC068134.2	9	0	0.0
AC068135.2	9	0	0.0
AC068189.1	9	0	0.0
AC068205.1	9	0	0.0
AC068228.1	9	0	0.0
AC068234.1	9	0	0.0
AC068234.2	9	0	0.0
AC068234.3	9	0	0.0
AC068254.1	9	0	0.0
AC068282.1	9	0	0.0
AC068286.1	9	0	0.0
AC068295.1	9	0	0.0
AC068305.2	9	0	0.0
AC068313.1	9	0	0.0
AC068338.2	9	0	0.0
AC068338.3	9	0	0.0
AC068385.1	9	0	0.0
AC068389.1	9	0	0.0
AC068389.2	9	0	0.0
AC068389.3	9	0	0.0
AC068389.4	9	0	0.0
AC068397.1	9	0	0.0
AC068397.2	9	0	0.0
AC068408.1	9	0	0.0
AC068413.1	9	0	0.0
AC068418.1	9	0	0.0
AC068418.2	9	0	0.0
AC068446.2	9	0	0.0
AC068473.1	9	0	0.0
AC068473.2	9	0	0.0
AC068473.4	9	0	0.0
AC068473.5	9	0	0.0
AC068481.1	9	0	0.0
AC068483.1	9	0	0.0
AC068489.1	9	0	0.0
AC068490.1	9	0	0.0
AC068491.2	9	0	0.0
AC068491.3	9	0	0.0
AC068506.1	9	0	0.0
AC068512.1	9	0	0.0
AC068533.3	9	0	0.0
AC068533.4	9	0	0.0
AC068535.1	9	0	0.0
AC068544.1	9	0	0.0
AC068547.1	9	0	0.0
AC068580.2	9	0	0.0
AC068580.3	9	0	0.0
AC068580.4	9	0	0.0
AC068594.1	9	0	0.0
AC068594.2	9	0	0.0
AC068599.1	9	0	0.0
AC068620.1	9	0	0.0
AC068620.2	9	0	0.0
AC068631.1	9	0	0.0
AC068631.2	9	0	0.0
AC068633.1	9	0	0.0
AC068643.1	9	0	0.0
AC068643.2	9	0	0.0
AC068658.1	9	0	0.0
AC068672.1	9	0	0.0
AC068672.2	9	0	0.0
AC068675.1	9	0	0.0
AC068707.1	9	0	0.0
AC068721.1	9	0	0.0
AC068722.1	9	0	0.0
AC068722.2	9	0	0.0
AC068724.1	9	0	0.0
AC068724.3	9	0	0.0
AC068733.1	9	0	0.0
AC068733.3	9	0	0.0
AC068756.1	9	0	0.0
AC068759.1	9	0	0.0
AC068768.1	9	0	0.0
AC068768.2	9	0	0.0
AC068775.1	9	0	0.0
AC068789.1	9	0	0.0
AC068790.8	9	0	0.0
AC068790.9	9	0	0.0
AC068831.1	9	0	0.0
AC068831.4	9	0	0.0
AC068831.6	9	0	0.0
AC068831.7	9	0	0.0
AC068858.1	9	0	0.0
AC068870.1	9	0	0.0
AC068870.2	9	0	0.0
AC068875.1	9	0	0.0
AC068880.2	9	0	0.0
AC068880.3	9	0	0.0
AC068888.1	9	0	0.0
AC068896.1	9	0	0.0
AC068898.1	9	0	0.0
AC068944.1	9	0	0.0
AC068946.1	9	0	0.0
AC068946.2	9	0	0.0
AC068985.1	9	0	0.0
AC068987.1	9	0	0.0
AC068987.2	9	0	0.0
AC068987.3	9	0	0.0
AC068987.4	9	0	0.0
AC068987.5	9	0	0.0
AC068992.1	9	0	0.0
AC068993.2	9	0	0.0
AC069023.1	9	0	0.0
AC069029.1	9	0	0.0
AC069061.2	9	0	0.0
AC069113.2	9	0	0.0
AC069114.1	9	0	0.0
AC069120.1	9	0	0.0
AC069133.1	9	0	0.0
AC069148.1	9	0	0.0
AC069155.1	9	0	0.0
AC069185.1	9	0	0.0
AC069200.1	9	0	0.0
AC069209.1	9	0	0.0
AC069213.1	9	0	0.0
AC069222.1	9	0	0.0
AC069224.1	9	0	0.0
AC069228.1	9	0	0.0
AC069234.1	9	0	0.0
AC069234.2	9	0	0.0
AC069234.3	9	0	0.0
AC069234.4	9	0	0.0
AC069234.5	9	0	0.0
AC069235.1	9	0	0.0
AC069257.1	9	0	0.0
AC069257.3	9	0	0.0
AC069272.1	9	0	0.0
AC069277.1	9	0	0.0
AC069280.1	9	0	0.0
AC069281.1	9	0	0.0
AC069285.1	9	0	0.0
AC069287.1	9	0	0.0
AC069287.2	9	0	0.0
AC069287.3	9	0	0.0
AC069294.1	9	0	0.0
AC069307.1	9	0	0.0
AC069360.1	9	0	0.0
AC069368.1	9	0	0.0
AC069431.1	9	0	0.0
AC069437.1	9	0	0.0
AC069439.2	9	0	0.0
AC069444.1	9	0	0.0
AC069503.1	9	0	0.0
AC069503.2	9	0	0.0
AC069503.3	9	0	0.0
AC069540.2	9	0	0.0
AC069542.1	9	0	0.0
AC069544.1	9	0	0.0
AC069549.1	9	0	0.0
AC072022.1	9	0	0.0
AC072039.2	9	0	0.0
AC072061.1	9	0	0.0
AC072062.1	9	0	0.0
AC073023.1	9	0	0.0
AC073046.1	9	0	0.0
AC073050.1	9	0	0.0
AC073052.2	9	0	0.0
AC073062.1	9	0	0.0
AC073071.1	9	0	0.0
AC073072.1	9	0	0.0
AC073073.2	9	0	0.0
AC073082.1	9	0	0.0
AC073094.1	9	0	0.0
AC073111.1	9	0	0.0
AC073111.3	9	0	0.0
AC073111.5	9	0	0.0
AC073115.1	9	0	0.0
AC073115.2	9	0	0.0
AC073127.1	9	0	0.0
AC073167.1	9	0	0.0
AC073172.1	9	0	0.0
AC073172.2	9	0	0.0
AC073174.1	9	0	0.0
AC073176.1	9	0	0.0
AC073176.2	9	0	0.0
AC073176.3	9	0	0.0
AC073188.2	9	0	0.0
AC073188.3	9	0	0.0
AC073188.4	9	0	0.0
AC073188.5	9	0	0.0
AC073195.1	9	0	0.0
AC073218.1	9	0	0.0
AC073218.2	9	0	0.0
AC073254.1	9	0	0.0
AC073257.1	9	0	0.0
AC073263.1	9	0	0.0
AC073263.2	9	0	0.0
AC073283.1	9	0	0.0
AC073283.2	9	0	0.0
AC073283.3	9	0	0.0
AC073284.1	9	0	0.0
AC073288.1	9	0	0.0
AC073288.2	9	0	0.0
AC073311.1	9	0	0.0
AC073314.1	9	0	0.0
AC073316.1	9	0	0.0
AC073316.3	9	0	0.0
AC073320.1	9	0	0.0
AC073321.1	9	0	0.0
AC073323.1	9	0	0.0
AC073325.1	9	0	0.0
AC073332.1	9	0	0.0
AC073333.1	9	0	0.0
AC073335.2	9	0	0.0
AC073336.1	9	0	0.0
AC073342.1	9	0	0.0
AC073342.2	9	0	0.0
AC073343.2	9	0	0.0
AC073349.1	9	0	0.0
AC073352.1	9	0	0.0
AC073352.2	9	0	0.0
AC073359.1	9	0	0.0
AC073359.2	9	0	0.0
AC073365.1	9	0	0.0
AC073370.1	9	0	0.0
AC073389.1	9	0	0.0
AC073389.2	9	0	0.0
AC073389.3	9	0	0.0
AC073409.1	9	0	0.0
AC073429.1	9	0	0.0
AC073429.2	9	0	0.0
AC073486.1	9	0	0.0
AC073508.2	9	0	0.0
AC073508.3	9	0	0.0
AC073517.1	9	0	0.0
AC073521.1	9	0	0.0
AC073525.1	9	0	0.0
AC073529.1	9	0	0.0
AC073530.1	9	0	0.0
AC073534.2	9	0	0.0
AC073539.1	9	0	0.0
AC073539.3	9	0	0.0
AC073569.1	9	0	0.0
AC073569.2	9	0	0.0
AC073571.1	9	0	0.0
AC073573.1	9	0	0.0
AC073575.1	9	0	0.0
AC073575.2	9	0	0.0
AC073578.1	9	0	0.0
AC073578.2	9	0	0.0
AC073591.1	9	0	0.0
AC073592.1	9	0	0.0
AC073610.2	9	0	0.0
AC073610.3	9	0	0.0
AC073611.1	9	0	0.0
AC073612.1	9	0	0.0
AC073626.1	9	0	0.0
AC073636.1	9	0	0.0
AC073641.1	9	0	0.0
AC073651.1	9	0	0.0
AC073655.1	9	0	0.0
AC073655.2	9	0	0.0
AC073834.1	9	0	0.0
AC073842.1	9	0	0.0
AC073842.2	9	0	0.0
AC073848.1	9	0	0.0
AC073862.1	9	0	0.0
AC073863.1	9	0	0.0
AC073864.1	9	0	0.0
AC073869.3	9	0	0.0
AC073869.5	9	0	0.0
AC073878.1	9	0	0.0
AC073878.2	9	0	0.0
AC073896.1	9	0	0.0
AC073896.2	9	0	0.0
AC073896.3	9	0	0.0
AC073896.5	9	0	0.0
AC073911.1	9	0	0.0
AC073912.1	9	0	0.0
AC073912.2	9	0	0.0
AC073934.1	9	0	0.0
AC073941.1	9	0	0.0
AC073957.1	9	0	0.0
AC073957.2	9	0	0.0
AC073957.3	9	0	0.0
AC074011.1	9	0	0.0
AC074029.3	9	0	0.0
AC074031.1	9	0	0.0
AC074032.1	9	0	0.0
AC074035.1	9	0	0.0
AC074044.1	9	0	0.0
AC074050.2	9	0	0.0
AC074050.3	9	0	0.0
AC074050.4	9	0	0.0
AC074052.2	9	0	0.0
AC074099.1	9	0	0.0
AC074117.1	9	0	0.0
AC074124.1	9	0	0.0
AC074131.1	9	0	0.0
AC074135.1	9	0	0.0
AC074135.2	9	0	0.0
AC074138.1	9	0	0.0
AC074143.1	9	0	0.0
AC074183.1	9	0	0.0
AC074237.1	9	0	0.0
AC074254.1	9	0	0.0
AC074257.1	9	0	0.0
AC074286.1	9	0	0.0
AC074327.1	9	0	0.0
AC074344.2	9	0	0.0
AC074351.1	9	0	0.0
AC074366.1	9	0	0.0
AC074386.1	9	0	0.0
AC074387.1	9	0	0.0
AC074389.1	9	0	0.0
AC074389.2	9	0	0.0
AC074389.3	9	0	0.0
AC076966.1	9	0	0.0
AC076968.1	9	0	0.0
AC078776.1	9	0	0.0
AC078777.1	9	0	0.0
AC078778.1	9	0	0.0
AC078785.1	9	0	0.0
AC078785.2	9	0	0.0
AC078788.1	9	0	0.0
AC078788.2	9	0	0.0
AC078795.1	9	0	0.0
AC078795.2	9	0	0.0
AC078795.3	9	0	0.0
AC078802.1	9	0	0.0
AC078814.1	9	0	0.0
AC078820.1	9	0	0.0
AC078828.1	9	0	0.0
AC078842.1	9	0	0.0
AC078842.2	9	0	0.0
AC078845.1	9	0	0.0
AC078846.1	9	0	0.0
AC078850.1	9	0	0.0
AC078850.2	9	0	0.0
AC078851.1	9	0	0.0
AC078860.1	9	0	0.0
AC078864.1	9	0	0.0
AC078864.2	9	0	0.0
AC078865.1	9	0	0.0
AC078878.2	9	0	0.0
AC078880.1	9	0	0.0
AC078880.2	9	0	0.0
AC078880.3	9	0	0.0
AC078880.4	9	0	0.0
AC078880.5	9	0	0.0
AC078881.1	9	0	0.0
AC078883.1	9	0	0.0
AC078883.2	9	0	0.0
AC078883.3	9	0	0.0
AC078889.1	9	0	0.0
AC078905.1	9	0	0.0
AC078906.1	9	0	0.0
AC078909.1	9	0	0.0
AC078909.2	9	0	0.0
