ligand	family	split	n_patients	n_nonzero	mean_delta	median_delta	p_wilcoxon	meta_mu	meta_p	meta_I2	meta_k	cohorts_pos	cohorts_neg	mean_GSE123902	mean_GSE131907	mean_GSE205335	mean_GSE189357	n_GSE123902	n_GSE131907	n_GSE205335	n_GSE189357
ADAM21	other	delta_q4q1	59	10	0.0005289038173881033	0.0	0.02734375	0.0002612254139345867	0.08555748485091458	0.0	3	3	0	0.00034240980096092	0.0012512368622017947	0.0001908441349740381	0.0	10	19	21	9
ADAM23	other	delta_q4q1	59	18	-0.001976499878525417	0.0	0.03849029541015625	-0.001625681571872353	0.22545686039990265	0.5736226522277017	4	1	3	-0.00143915173059181	0.00027616714623642636	-0.0032754614447114997	-0.0042982734407369	10	19	21	9
ADAM28	other	delta_q4q1	59	55	0.03814093658249551	0.0167857105680384	2.157606107134368e-05	0.027570721618601024	0.05221995946517827	0.775833678874902	4	3	1	0.030635559931035217	0.027010962427259498	0.06931315133413683	-0.002758311675324511	10	19	21	9
ADAM29	other	delta_q4q1	59	10	0.0004413492993151204	0.0	0.10546875	0.000387682205647928	0.07122445917424601	0.0	3	3	0	0.00026790630363719996	0.0006403618508362632	0.0005330319265395763	0.0	10	19	21	9
ADAM7	other	delta_q4q1	40	1	4.3900382309905e-05	0.0					1	1	0	0.0		8.361977582839048e-05	0.0	10	0	21	9
ADAM9	other	delta_q4q1	59	59	0.1427693443875043	0.0938944945437924	1.793690245553794e-10	0.13857544445293618	7.48643815457491e-17	0.0	4	4	0	0.16283487631648494	0.10740748565898921	0.16902653492431755	0.13386034386293774	10	19	21	9
ADAMTS3	other	delta_q4q1	59	28	0.001049486131499539	0.0	0.3740789592266083	0.0005470927677938771	0.37645236332155185	0.0	4	3	1	0.0002641114069133005	0.002678185582549842	0.00045207848129488575	-0.000122289609588867	10	19	21	9
ADCYAP1	other	delta_q4q1	59	23	-0.006223691522870289	0.0	0.28614330291748047	0.0009153869278602206	0.7677024837956531	0.37770599056465853	4	2	2	0.0031925937145597704	-6.104715074378948e-05	0.00935288408016616	-0.06604160075714469	10	19	21	9
ADGRB1	other	delta_q4q1	59	43	0.0038624431281844163	0.0019184758165837	0.0005617564504518668	0.004132801872408749	0.0005500196108106421	0.0	4	4	0	0.007663140504216459	0.0012140287115916608	0.0039029093563798193	0.0051361219462775776	10	19	21	9
ADGRE5	other	delta_q4q1	59	59	0.008739636320673382	0.0101057118089222	0.18653611184036434	-0.00354957213325744	0.9239910134525585	0.8322514923221156	4	2	2	-0.03944727440646614	0.07738093576665121	0.01548928063663688	-0.09837793177237293	10	19	21	9
ADGRF5	other	delta_q4q1	59	54	0.15968478504300623	0.0572108534612084	7.21667092871662e-08	0.15522372987615893	0.003930563491346222	0.8739801826751534	4	4	0	0.2391510967422364	0.03589852152444186	0.07868339620055431	0.5217186801043296	10	19	21	9
ADIPOQ	other	delta_q4q1	59	2	-8.561074483612204e-05	0.0		8.121906816845701e-20	0.9999999999999996	0.29565260941152754	2	1	1	0.0	6.608031224894737e-05	-0.00030031237514577144	0.0	10	19	21	9
ADM	other	delta_q4q1	59	59	0.1653876683645762	0.0953048364843957	1.1664340509736015e-07	0.13282811433848501	0.10097926501683772	0.933629809624902	4	3	1	0.1759370240929607	0.17830371462422162	0.23327049354470758	-0.03199430552429799	10	19	21	9
ADM2	other	delta_q4q1	59	55	0.01751026170682516	0.0109738775656502	2.5661582307983653e-07	0.014171908559899925	1.2410320141714289e-09	0.0	4	4	0	0.0127500540471154	0.02672007227269708	0.013120938492128888	0.013598202079508822	10	19	21	9
AGRN	other	delta_q4q1	59	59	0.21129810969405563	0.1836569485580118	7.699600184405373e-11	0.2221233399631328	1.783379292537525e-22	0.40996090637142285	4	4	0	0.20852644294927627	0.18134690423309566	0.21120129859391976	0.27783395461726573	10	19	21	9
AGRP	other	delta_q4q1	59	23	-0.003381681185383205	0.0	0.032669782638549805	-0.00020363214927713019	0.6883865914755993	0.1158474413965581	4	0	4	-0.00196508722652508	-0.00015740893018623156	-0.0001161426189127837	-0.019382061444627934	10	19	21	9
AGT	other	delta_q4q1	59	44	0.034350694707303994	0.0044886337353849	2.0902382402709918e-07	0.027857098646380644	0.0001135324341482637	0.0	4	4	0	0.058058781598922714	0.03583624987128342	0.025462874197862844	0.025610451781355976	10	19	21	9
AHSG	other	delta_q4q1	59	19	-7.037626456505532e-05	0.0	0.7982521057128906	-0.00022039051432481507	0.31322991551060386	0.0	3	1	2	0.0	-0.00015628308620643685	6.18158957089494e-05	-0.0002756616423671	10	19	21	9
AIMP1	other	delta_q4q1	59	59	0.09135374045554996	0.069031818959863	1.643326879435095e-08	0.08978725260570734	4.057175039836528e-06	0.591782452152728	4	4	0	0.13936149947791693	0.047627795865940625	0.10683800581199869	0.09419216095482597	10	19	21	9
ALB	other	delta_q4q1	59	25	0.002052424531805736	0.0	0.14091521501541138	0.0035417230424575636	0.484744900224059	0.0	4	3	1	0.0077969310304031895	-0.011323530024003043	0.0009034740586958479	0.026588650255105723	10	19	21	9
ALCAM	other	delta_q4q1	59	59	0.2943100447488646	0.230625112784424	3.602332107739981e-11	0.3216573521895933	0.00019439813221888564	0.8864644490845144	4	4	0	0.3804323881962772	0.139759969747154	0.30224494821380776	0.5063761578371494	10	19	21	9
ALKAL1	other	delta_q4q1	40	28	0.01814603890331972	0.0029916010891098497	2.2873282432556152e-06	0.024215773522811467	0.00014969679250139334	0.0	2	2	0	0.0		0.02418145032035225	0.024225677711710157	10	0	21	9
ALKAL2	other	delta_q4q1	40	17	1.4534827279440036e-05	0.0	0.8536376953125	0.0011720840195524268	0.10412791440569562	0.0	2	1	1	0.0		0.0012698036857119476	-0.002898276034308145	10	0	21	9
ALOX5AP	other	delta_q4q1	59	59	-0.16462670869590887	-0.0424720474528869	1.839327390491251e-06	-0.19699227013168788	0.03264959257320831	0.9339266718842406	4	1	3	-0.25070227451502725	0.022489955292309054	-0.13252693377917413	-0.5389107343443964	10	19	21	9
AMBN	other	delta_q4q1	59	3	-0.0007038546077245458	0.0		-9.858232219938127e-05	0.6023976766783699	0.01721406603930138	2	0	2	0.0	0.0	-0.0019435648776917954	-7.917326935783333e-05	10	19	21	9
AMELX	other	delta_q4q1	59	2	-5.5516945577667797e-05	0.0					1	0	1	0.0	0.0	-0.00015597618043249522	0.0	10	19	21	9
AMELY	other	delta_q4q1	59	3	0.000151635823084778	0.0		-6.150814124275658e-05	0.3774336943095996	0.0	2	1	1	0.0	-7.023669436055263e-05	0.0004895719407072572	0.0	10	19	21	9
AMH	other	delta_q4q1	59	44	0.006692311770896705	0.0019457341599824	1.761025055202481e-05	0.006298840587169495	7.837120426033162e-06	0.0	4	4	0	0.00791708622196817	0.00473501564318622	0.0059486152484996575	0.011198812758243658	10	19	21	9
ANG	other	delta_q4q1	59	58	0.09394142233811535	0.0583715319831936	1.7301107024306218e-10	0.09045854357161963	2.032020178270586e-07	0.48863810173102595	4	4	0	0.1760878204399216	0.06878930854051478	0.07166036526520364	0.10775568674561473	10	19	21	9
ANGPT1	other	delta_q4q1	59	32	-0.005503272812903872	0.0	0.02941882098093629	-0.006266438917014262	0.0365104801197546	0.4022691261681552	4	0	4	-0.00756243019680672	-0.0028472969443058263	-0.002543402069399376	-0.015728745399340414	10	19	21	9
ANGPT2	other	delta_q4q1	59	46	-0.006049061136273795	0.0	0.13257092664233028	-0.0019158143618875037	0.5432624563924083	0.7088069484380285	4	2	2	-0.017023197353837803	0.002190761285309589	0.0011975192552255288	-0.0281594446980438	10	19	21	9
ANGPT4	other	delta_q4q1	59	9	-0.0002930512232279322	0.0	0.0546875	-0.00017613016761734002	0.4038539861466388	0.6740132311119607	3	1	2	0.0	-0.0002619631080653842	5.4869131665628574e-05	-0.0014961083202426556	10	19	21	9
ANGPTL1	other	delta_q4q1	59	23	0.0005397907311422324	0.0	0.6010458469390869	-0.0008674204455290265	0.6408428311145377	0.5378666881753421	4	2	2	-0.00099887580275283	0.0002919437761880368	0.005096945467573115	-0.007860708377965344	10	19	21	9
ANGPTL2	other	delta_q4q1	59	36	-0.0011103933314895965	0.0	0.5920094623870682	-3.568538381330217e-05	0.9890178455154953	0.48174372797696186	4	2	2	-0.013151757275983101	0.0014747530705402	0.0037101907719550905	-0.004436660927708433	10	19	21	9
ANGPTL3	other	delta_q4q1	59	6	2.9647342245389817e-05	0.0	0.84375	-0.0003938123497862217	0.6661631539190068	0.12425502414048713	2	1	1	0.0017996696087479599	0.0	-0.0007736906140476953	0.0	10	19	21	9
ANGPTL4	other	delta_q4q1	59	58	0.08381206183291147	0.0463366247166138	7.837312739103966e-09	0.07317602584101002	0.0002832658116868964	0.5615558849251122	4	4	0	0.06600021514306802	0.11052653827133217	0.08980696550132311	0.033217666003111275	10	19	21	9
ANGPTL5	other	delta_q4q1	59	16	-6.115595602751186e-05	0.0	0.632171630859375	0.0002373024602481749	0.3931453790041247	0.4077436134897823	4	2	2	-0.00043243273216676	0.00034832968081935264	0.0006077570619439143	-0.0020738929244828335	10	19	21	9
ANGPTL6	other	delta_q4q1	59	39	-0.0034869709684641004	0.0	0.23569341395341326	-0.001707549844621801	0.153789141908445	0.0	4	0	4	-0.00498261659460583	-0.0022946601514636377	-0.005165055258723376	-0.0004267130980359554	10	19	21	9
ANGPTL7	other	delta_q4q1	59	9	0.00017471000537148815	0.0	0.734375	-8.391085615743613e-05	0.1475941871614397	0.0	2	1	1	0.0	0.0	-8.618585000032858e-05	0.0013464214629916335	10	19	21	9
ANOS1	other	delta_q4q1	59	52	0.04044246262890826	0.0189095940222054	9.607048884924568e-07	0.03625784731334446	0.004671331813322881	0.780071854854763	4	4	0	0.037459980068561244	0.015007746972851569	0.029288024750762625	0.12347886468553106	10	19	21	9
ANPEP	other	delta_q4q1	59	53	0.04530111193427603	0.0046343492066835	4.397236427770176e-05	0.035706462543145766	0.00011527897422917265	0.0	4	4	0	0.07430226972723639	0.034650902672844035	0.027647925896520018	0.07675214580432949	10	19	21	9
ANTXR1	other	delta_q4q1	59	47	0.00876469731856226	0.0043282478337052	9.673860019177027e-05	0.01594835616293271	0.04376906888006001	0.6529849159295055	4	3	1	-0.02770214944568509	0.005123899636491275	0.0188729101334828	0.033383714483950125	10	19	21	9
ANXA1	other	delta_q4q1	59	59	0.26474435506496136	0.229037527109193	2.6681410229360958e-06	0.24101748050777	0.007275973510167515	0.6627919809133499	4	3	1	0.14692579453384916	0.2588474657767199	0.500973796491264	-0.14309917473111033	10	19	21	9
ANXA2	other	delta_q4q1	59	59	0.3917141478103858	0.366952224248195	5.90276399585723e-09	0.4418087831933336	0.009587723380296608	0.9419857361105655	4	4	0	0.6502742144657369	0.07700520241142046	0.44766649429532557	0.6382552611262857	10	19	21	9
APELA	other	delta_q4q1	59	18	-0.0004882056829918542	0.0	0.7337265014648438	-0.00020379937790401603	0.29563206794439845	0.0	4	1	3	-0.0011728466023039402	-0.0002717220373665579	0.0003125557427380858	-0.002052957906779467	10	19	21	9
APLN	other	delta_q4q1	59	34	-0.0016887987519564403	0.0	0.5317529394524172	-0.0001679821525970487	0.8895677469197869	0.0	4	1	3	-0.00115839657739992	-0.001147044059612163	0.0014270348901281112	-0.010692117350165557	10	19	21	9
APOA1	other	delta_q4q1	59	41	-0.00041980466816848676	0.0	0.4332855930115329	-0.0006053365967677101	0.5657154552272416	0.22817460310241414	4	1	3	-0.006867769510793422	-0.0009512182343952126	-0.0008344490085550415	0.008833977257684266	10	19	21	9
APOA2	other	delta_q4q1	59	10	-0.000726193553435195	0.0	0.625	1.5700525968487167e-05	0.916479303627398	0.20394950431601716	3	1	2	0.00020053449362441	-8.758739425564738e-05	-0.0020565049570506334	0.0	10	19	21	9
APOA4	other	delta_q4q1	59	2	-3.5710105805496616e-05	0.0		-4.8051534864358384e-20	0.9999999999999992	0.2264447968714275	2	1	1	0.0	-0.00013286452255362633	1.988236599974286e-05	0.0	10	19	21	9
APOA5	other	delta_q4q1	59	5	0.00017329977089215764	0.0	0.3125	0.00011851784107576634	0.2533120613528451	0.0	3	3	0	0.00018962819579023	0.0	0.00010743615219775714	0.000674693925398011	10	19	21	9
APOB	other	delta_q4q1	59	18	0.0009048383054946948	0.0	0.28372955322265625	0.0001545099072181496	0.5668771812458938	0.0	4	3	1	0.00507906395880422	5.173760107085259e-05	-0.0001449480952475429	0.0005173017795552222	10	19	21	9
APOC1	other	delta_q4q1	59	59	-0.08141338780989088	-0.0299682468185098	0.007372527255146432	-0.11102495525885121	0.10508200727397275	0.9208241903207066	4	1	3	-0.15910007984128025	0.05447068350722737	-0.03442884446329673	-0.39159181503098317	10	19	21	9
APOC2	other	delta_q4q1	59	32	-0.009191510587385307	0.0	0.0033791903406381607	-0.00688559003841273	0.11184498536502614	0.7732001766469405	4	1	3	-0.029539268230462528	0.0004892386876933579	-0.00507064995066059	-0.016635369828156575	10	19	21	9
APOC3	other	delta_q4q1	59	4	-0.000640689877455	0.0		0.00014394912383835137	0.8735466870625939	0.209879435391454	2	1	1	0.00051742172180856	0.0	-0.0020464247613300283	0.0	10	19	21	9
APOC4	other	delta_q4q1	59	4	-8.302804130498984e-05	0.0					1	0	1	0.0	0.0	-0.00023326925890449526	0.0	10	19	21	9
APOD	other	delta_q4q1	59	54	0.10938691068708724	0.0226199866008172	1.0733625790059346e-06	0.09408136431846208	0.00014073065133778705	0.0	4	4	0	0.2094268467328267	0.052037349976562675	0.10064047485645415	0.13971107129662796	10	19	21	9
APOE	other	delta_q4q1	59	58	-0.012507703142226783	0.0033340789837472	0.8193358602413572	-0.05583223682058871	0.5113817884906195	0.8957524241887925	4	2	2	-0.10690283764728406	0.11886198452826341	0.061230275946549895	-0.35701551220367683	10	19	21	9
APOO	other	delta_q4q1	59	59	0.044996856663191476	0.0351708996504095	9.39442855738963e-06	0.04769417133214419	0.00101036822494562	0.696973159861322	4	4	0	0.09320036850943621	0.01940919315230978	0.039987213178664084	0.05714496793201145	10	19	21	9
APP	other	delta_q4q1	59	59	0.3254508419481284	0.2693419200270232	4.752079594171518e-10	0.3330928714021869	2.431617184153482e-06	0.760764169975295	4	4	0	0.5221663443188708	0.20332998338682107	0.36767876342047795	0.26615694617458124	10	19	21	9
AREG	other	delta_q4q1	59	59	0.27748563928605013	0.2633304557533261	1.8317237693706647e-07	0.27653345433017124	1.5213488907609778e-08	0.0	4	4	0	0.3383937475531889	0.2969496083553467	0.2628238427016723	0.2029302207620399	10	19	21	9
ARF1	other	delta_q4q1	59	59	0.21514737326853756	0.2181606574363964	6.235993952637875e-08	0.23192488998636976	7.558140962480339e-05	0.7485423965824832	4	4	0	0.46401067162790055	0.14744741571061662	0.1469918649786081	0.24058424927913624	10	19	21	9
ARMH4	other	delta_q4q1	40	30	0.014424655607807946	0.0029008295346195498	0.0003800932317972183	0.01320408779190963	0.08827601160292764	0.4472996756839144	2	2	0	0.0		0.024163231008719362	0.0077287081254679224	10	0	21	9
ARTN	other	delta_q4q1	59	51	0.00801587322985337	0.0023349738247448	1.0552582418844811e-05	0.004950443155112507	0.12849246166586076	0.6581944625668279	4	4	0	0.00012731627857673033	0.012200718372444599	0.011158176050470203	0.0006142235154733221	10	19	21	9
ASIP	other	delta_q4q1	59	18	-5.916489043107809e-06	0.0	0.7660293579101562	0.0001418130579243054	0.578962182254567	0.0	4	2	2	0.00047257521760099	-0.00017093943771244214	0.0002057768952801733	-0.000683143390433389	10	19	21	9
ATP1B1	other	delta_q4q1	59	59	0.5655375978393518	0.4526376195146076	3.602332107739981e-11	0.615514015866907	4.3558126837885834e-07	0.8740648417157701	4	4	0	0.8306250457087364	0.36058931393361093	0.5175602802368354	0.8156116628580268	10	19	21	9
AVP	other	delta_q4q1	59	18	0.004468293242458063	0.0	0.04827880859375	0.0007174135077183837	0.03481648684197253	0.0	4	3	1	-0.00287300529235095	0.0009634090467614422	0.012836197355901932	0.0004993819851252555	10	19	21	9
AZGP1	other	delta_q4q1	59	55	0.1141777275225944	0.0188691623151388	6.46248147269715e-07	0.08432623534043572	0.00046388196426296394	0.07814003968993948	4	4	0	0.1798689490956638	0.08258306523462174	0.06518524625134801	0.22220311357114564	10	19	21	9
B2M	other	delta_q4q1	59	59	0.017560465490165825	0.0636506003671049	0.4921672916261939	-0.05970927648829985	0.7047139108251872	0.8975737213010917	4	2	2	-0.09093034716825485	0.18521708332849812	0.16341130767367731	-0.5561545676429284	10	19	21	9
BACE1	other	delta_q4q1	59	58	0.014160946312199616	0.0120991524671349	0.0016922364394889745	0.014780576395848816	0.00040950367176480353	0.0	4	4	0	0.010817591050250592	0.01524440076767814	0.013504986001700163	0.017119066810631488	10	19	21	9
BACE2	other	delta_q4q1	59	59	0.15476746801328056	0.0962530331075617	8.72209226556705e-08	0.13133430083002562	0.0024524119297388482	0.6256392286668225	4	4	0	0.2571293636344338	0.07207363852602958	0.2181268292088501	0.06776938122875573	10	19	21	9
BCAN	other	delta_q4q1	59	25	0.0010772282750341543	0.0	0.2002161741256714	0.0012416914861581112	0.14232146254663267	0.0	4	3	1	0.00137763883925698	-0.0006893256653624002	0.002608638064385438	0.0008995409026929667	10	19	21	9
BDNF	other	delta_q4q1	59	41	0.008968366484596355	0.0	0.03843086781580496	0.003879629690521886	0.06152237529211903	0.0	4	4	0	0.00184426918813477	0.011295439439236575	0.010854300271770565	0.007570808406351144	10	19	21	9
BGN	other	delta_q4q1	59	42	-0.033326973260951735	-0.0007556265837686	2.562085182944429e-05	-0.013020145290073925	0.08787582624339835	0.7639185354899383	4	0	4	-0.12633034856235537	-0.0027177426949974736	-0.006670387918759448	-0.05680807547485541	10	19	21	9
BMP1	other	delta_q4q1	59	56	0.02725439550051631	0.0201296580179202	3.799795315010065e-05	0.02672605208344625	0.13875672084334426	0.8026436751006023	4	3	1	-0.009548793849442759	0.013152198921614422	0.03744644782501798	0.0741366765765376	10	19	21	9
BMP10	other	delta_q4q1	40	1	-5.2158189065775e-06	0.0					1	0	1	0.0		-9.934893155385715e-06	0.0	10	0	21	9
BMP15	other	delta_q4q1	59	2	0.00043537871282201695	0.0					1	1	0	0.0	0.0	0.0012232068598332859	0.0	10	19	21	9
BMP2	other	delta_q4q1	59	52	0.07184225170993329	0.0182204504986826	3.2408955603613266e-08	0.07128426233725124	0.015785099281812754	0.7538531335274422	4	4	0	0.12394090323303475	0.017484456332929617	0.06632875750509694	0.14157502673589079	10	19	21	9
BMP3	other	delta_q4q1	59	52	0.06227512432165916	0.0192990659280014	5.742039605927044e-07	0.058931288222657564	0.004514556214719403	0.8066397745552207	4	4	0	0.09552070602090876	0.024896735168806656	0.026471174125786104	0.1877880722133298	10	19	21	9
BMP4	other	delta_q4q1	59	53	0.02367226268559432	0.0062669558066839	0.0010382574583878684	0.022394620573458562	0.0005893195059620712	0.0	4	4	0	0.0138055779156219	0.01887829434251269	0.035031324827309585	0.018251367268067066	10	19	21	9
BMP5	other	delta_q4q1	59	37	0.010743952988018036	0.0	0.0037106389791006222	0.008524006480974322	0.10362443082295894	0.5739044433097206	4	3	1	0.02184655800770153	0.01607861046997011	0.007681589359616848	-0.005708814362815244	10	19	21	9
BMP6	other	delta_q4q1	59	29	0.001612420992614286	0.0	0.1432539001107216	0.0006120782036191856	0.594529322928427	0.20190608209762925	4	3	1	-0.004805115387246221	0.00020157572569020422	0.006551852550989428	0.00019612778642368912	10	19	21	9
BMP7	other	delta_q4q1	59	43	0.01922693601753385	0.0020236587076984	2.784335788419412e-05	0.00449827217080176	0.062465039570510736	0.5244163071896926	4	4	0	0.0030781644301407798	0.010551522709272933	0.04202966247506845	0.0022784152533851555	10	19	21	9
BMP8A	other	delta_q4q1	59	26	0.0002641889679407915	0.0	0.3940727114677429	0.00012257850675474746	0.14341619398444508	0.0	4	4	0	0.00032325314866969994	0.0001046529471662158	0.00033958468350443803	0.0003594370302287111	10	19	21	9
BMP8B	other	delta_q4q1	59	53	0.008255811422303319	0.0028673960135122	0.00011143937775564472	0.005675693825680709	0.0010043576574850005	0.0	4	4	0	0.00453265199252644	0.006364796092839773	0.013477380883549534	0.004201136630237278	10	19	21	9
BOC	other	delta_q4q1	59	34	0.00419371041416075	0.0	0.5542359455721453	0.00013183153908636632	0.9653484950913649	0.6882949115290563	4	2	2	-0.00276521466085997	0.0018826228245394261	0.01419448912218201	-0.006530338243109711	10	19	21	9
BPI	other	delta_q4q1	59	9	-3.101670122288474e-05	0.0	0.359375	5.824321698307948e-05	0.24737706547773497	0.0	4	3	1	0.00011747655157074001	4.678574230876316e-05	-0.0003360157196179953	0.00035140556891708895	10	19	21	9
BST2	other	delta_q4q1	59	59	0.08444946624803326	0.0650512309661621	0.014463371273591784	0.09079699758964217	0.20990757122518178	0.6943934978127948	4	3	1	0.18216065726923283	0.17882983953762413	0.10741673894230078	-0.27695628145128226	10	19	21	9
BTC	other	delta_q4q1	59	56	0.04432927684582319	0.0251747209230789	3.5461701200907853e-10	0.04747072725751212	0.00020519788834891237	0.7723003403113277	4	4	0	0.06489587816740174	0.021290540651010395	0.04461672339800967	0.06944412094468339	10	19	21	9
BTLA	other	delta_q4q1	59	28	-0.006488241764463873	0.0	7.204711437225342e-05	-0.004591641972380756	0.04622044453118649	0.48022708602919545	4	0	4	-0.01204541575928743	-0.0011752572997739737	-0.009439205662712304	-0.004644322099758922	10	19	21	9
BTN1A1	other	delta_q4q1	59	4	-0.000585391322225583	0.0		-0.00010353404521818909	0.740618592642362	0.08146193422010141	2	0	2	0.0	-3.8591138263405266e-05	-0.0016097550659192714	0.0	10	19	21	9
BTN2A1	other	delta_q4q1	59	59	0.040286587850177094	0.0390973499950863	6.303977829970406e-07	0.03249795766013167	0.020976654353600306	0.8549976495210628	4	4	0	0.014132148744562801	0.03766001052534969	0.06964067973471512	0.006399191256017645	10	19	21	9
BTNL8	other	delta_q4q1	59	19	-0.0008510570220193795	0.0	0.24125289916992188	9.737010796835183e-05	0.5247184451943254	0.0	4	2	2	-0.00019552511687253001	0.00016262208457504208	0.0010653648258862904	-0.008191066008995112	10	19	21	9
BTNL9	other	delta_q4q1	59	39	-0.008480435889352038	0.0	0.044357797647535335	0.00039399480496954636	0.8796325230078781	0.26133394521467224	4	2	2	-0.00289682360127208	0.0009903022867103841	0.007238773263058092	-0.07135638482564075	10	19	21	9
C10ORF99	other	delta_q4q1	59	7	0.015916746833683604	0.0	0.296875	0.011427217444496242	0.5277516005905794	0.4683676516448727	2	2	0	0.00139015549531333	0.0	0.04405650039210473	0.0	10	19	21	9
C1QA	other	delta_q4q1	59	56	-0.06301679767070434	-0.0053562224803557	0.015407590435068534	-0.07928312401084128	0.07978996396876807	0.8595908839852184	4	1	3	-0.1412327170814211	0.01837110560570617	-0.012769483502456285	-0.26517286052379774	10	19	21	9
C1QB	other	delta_q4q1	59	58	-0.055227782169102194	-0.0040372072801904	0.043707865303566906	-0.07126861088531335	0.1088794440393376	0.8585333044106677	4	1	3	-0.1270772042157446	0.03136961487206995	-0.02449971122210634	-0.22991065030274216	10	19	21	9
C1QTNF1	other	delta_q4q1	59	41	-0.0001512523882042642	0.0	0.1338770055808709	0.0002745652523732033	0.8891745305646863	0.0	4	2	2	-0.00326935669419548	0.0006139064414978264	0.0034447320261535674	-0.0066926576555311566	10	19	21	9
C1QTNF5	other	delta_q4q1	59	7	0.001022503562566488	0.0	0.046875	0.0010036038222451286	0.3128518744293176	0.44677999684618447	2	2	0	0.0	0.0	0.002693419619010586	0.0004184331324667222	10	19	21	9
C3	other	delta_q4q1	59	56	0.19416378604193862	0.0389638006066795	6.228997504800169e-07	0.17682563487283967	0.0003266297446472243	0.3039630940935527	4	4	0	0.18570299825374198	0.10914989183642299	0.1674009546692108	0.4454850445546106	10	19	21	9
C4A	other	delta_q4q1	59	18	0.0011833289533000474	0.0	0.030364990234375	0.0008538692762533837	0.07832609757908301	0.0	3	3	0	0.0	0.0006631698960566053	0.0024933465454083617	0.0005395447517835222	10	19	21	9
C4BPA	other	delta_q4q1	59	45	0.14133848057570583	0.008208852025525	7.229262109831325e-05	0.05904122284025849	0.118754961195839	0.8399205963262745	4	3	1	0.3042178925245237	0.015419239601315957	-0.0012149098561519986	0.5588154425861772	10	19	21	9
C4B_2	other	delta_q4q1	19	0	0.0	0.0					0	0	0	0.0			0.0	10	0	0	9
