accession,fileName,category,size_bytes,is_raw,protein_table_candidate,download_http,tier,keep_for_download
PXD009041,pY-M2_run2.raw,RAW,775569097,True,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009041/pY-M2_run2.raw,core_lung_io,True
PXD009041,pY-D2_run2.raw_F004919.dta,PEAK,5941104,,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009041/pY-D2_run2.raw_F004919.dta,core_lung_io,True
PXD009041,pY-D1_run1.raw_F004911.dta,PEAK,5995602,,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009041/pY-D1_run1.raw_F004911.dta,core_lung_io,True
PXD009041,pY-D1_run2.rawF004913.mzid_pY-D1_run2.raw_F004913.MGF,PEAK,7151586,,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009041/pY-D1_run2.rawF004913.mzid_pY-D1_run2.raw_F004913.MGF,core_lung_io,True
PXD009041,pY-M3_run2.raw,RAW,809324778,True,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009041/pY-M3_run2.raw,core_lung_io,True
PXD009041,pY-D2_run1.rawF004917.mzid.gz,RESULT,15732101,,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009041/pY-D2_run1.rawF004917.mzid.gz,core_lung_io,True
PXD009041,pY-M1_run2.raw_F004931.dta,PEAK,5314003,,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009041/pY-M1_run2.raw_F004931.dta,core_lung_io,True
PXD009041,pY-M2_run1.raw,RAW,786692039,True,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009041/pY-M2_run1.raw,core_lung_io,True
PXD009041,pY-D1_run1.rawF004911.mzid_pY-D1_run1.raw_F004911.MGF,PEAK,6485643,,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009041/pY-D1_run1.rawF004911.mzid_pY-D1_run1.raw_F004911.MGF,core_lung_io,True
PXD009041,pY-D3_run2.rawF004926.mzid.gz,RESULT,13097357,,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009041/pY-D3_run2.rawF004926.mzid.gz,core_lung_io,True
PXD009041,F004926.dat,SEARCH,39737277,,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009041/F004926.dat,core_lung_io,True
PXD009041,pY-D3_run1.rawF004923.mzid_pY-D3_run1.raw_F004923.MGF,PEAK,7756671,,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009041/pY-D3_run1.rawF004923.mzid_pY-D3_run1.raw_F004923.MGF,core_lung_io,True
PXD009041,pY-M3_run2.rawF004940.mzid_pY-M3_run2.raw_F004940.MGF,PEAK,7286002,,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009041/pY-M3_run2.rawF004940.mzid_pY-M3_run2.raw_F004940.MGF,core_lung_io,True
PXD009041,pY-M2_run1.raw_F004934.dta,PEAK,7109227,,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009041/pY-M2_run1.raw_F004934.dta,core_lung_io,True
PXD009041,pY-D1_run2.rawF004913.mzid.gz,RESULT,13418359,,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009041/pY-D1_run2.rawF004913.mzid.gz,core_lung_io,True
PXD009041,pY-D3_run2.raw,RAW,791176791,True,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009041/pY-D3_run2.raw,core_lung_io,True
PXD009041,pY-M1_run1.raw,RAW,800111709,True,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009041/pY-M1_run1.raw,core_lung_io,True
PXD009041,pY-D3_run1.rawF004923.mzid.gz,RESULT,14421375,,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009041/pY-D3_run1.rawF004923.mzid.gz,core_lung_io,True
PXD009041,pY-M2_run2.rawF004937.mzid.gz,RESULT,12970334,,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009041/pY-M2_run2.rawF004937.mzid.gz,core_lung_io,True
PXD009041,pY-M2_run1.rawF004934.mzid.gz,RESULT,14058600,,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009041/pY-M2_run1.rawF004934.mzid.gz,core_lung_io,True
PXD009041,pY-D1_run2.raw_F004913.dta,PEAK,6451838,,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009041/pY-D1_run2.raw_F004913.dta,core_lung_io,True
PXD009041,pY-M3_run1.raw,RAW,762194617,True,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009041/pY-M3_run1.raw,core_lung_io,True
PXD009041,pY-M1_run1.raw_F004928.dta,PEAK,8008585,,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009041/pY-M1_run1.raw_F004928.dta,core_lung_io,True
PXD009041,F004911.dat,SEARCH,38441946,,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009041/F004911.dat,core_lung_io,True
PXD009041,pY-D3_run2.rawF004926.mzid_pY-D3_run2.raw_F004926.MGF,PEAK,6635882,,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009041/pY-D3_run2.rawF004926.mzid_pY-D3_run2.raw_F004926.MGF,core_lung_io,True
PXD009041,F004928.dat,SEARCH,43425389,,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009041/F004928.dat,core_lung_io,True
PXD009041,pY-D2_run2.rawF004919.mzid_pY-D2_run2.raw_F004919.MGF,PEAK,6749997,,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009041/pY-D2_run2.rawF004919.mzid_pY-D2_run2.raw_F004919.MGF,core_lung_io,True
PXD009041,F004919.dat,SEARCH,37558266,,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009041/F004919.dat,core_lung_io,True
PXD009041,F004931.dat,SEARCH,33727797,,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009041/F004931.dat,core_lung_io,True
PXD009041,pY-D3_run1.raw_F004923.dta,PEAK,6976635,,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009041/pY-D3_run1.raw_F004923.dta,core_lung_io,True
PXD009041,pY-M1_run1.rawF004928.mzid_pY-M1_run1.raw_F004928.MGF,PEAK,8686249,,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009041/pY-M1_run1.rawF004928.mzid_pY-M1_run1.raw_F004928.MGF,core_lung_io,True
PXD009041,pY-M3_run2.raw_F004940.dta,PEAK,6443207,,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009041/pY-M3_run2.raw_F004940.dta,core_lung_io,True
PXD009041,pY-M3_run1.rawF004939.mzid_pY-M3_run1.raw_F004939.MGF,PEAK,8433008,,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009041/pY-M3_run1.rawF004939.mzid_pY-M3_run1.raw_F004939.MGF,core_lung_io,True
PXD009041,pY-M2_run1.raw (F004934).pride.mztab.gz,OTHER,1680098,,True,https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009041/generated/pY-M2_run1.raw (F004934).pride.mztab.gz,core_lung_io,True
PXD009041,pY-D2_run2.raw (F004919).pride.mztab.gz,OTHER,1530084,,True,https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009041/generated/pY-D2_run2.raw (F004919).pride.mztab.gz,core_lung_io,True
PXD009041,pY-M1_run1.raw (F004928).pride.mztab.gz,OTHER,1708028,,True,https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009041/generated/pY-M1_run1.raw (F004928).pride.mztab.gz,core_lung_io,True
PXD009041,pY-D3_run1.raw (F004923).pride.mztab.gz,OTHER,1735284,,True,https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009041/generated/pY-D3_run1.raw (F004923).pride.mztab.gz,core_lung_io,True
PXD009041,pY-M2_run2.raw (F004937).pride.mztab.gz,OTHER,1582775,,True,https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009041/generated/pY-M2_run2.raw (F004937).pride.mztab.gz,core_lung_io,True
PXD009041,pY-D1_run2.raw (F004913).pride.mztab.gz,OTHER,1612388,,True,https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009041/generated/pY-D1_run2.raw (F004913).pride.mztab.gz,core_lung_io,True
PXD009041,pY-M3_run2.raw (F004940).pride.mztab.gz,OTHER,1801788,,True,https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009041/generated/pY-M3_run2.raw (F004940).pride.mztab.gz,core_lung_io,True
PXD009041,pY-D2_run1.raw (F004917).pride.mztab.gz,OTHER,1826830,,True,https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009041/generated/pY-D2_run1.raw (F004917).pride.mztab.gz,core_lung_io,True
PXD009041,pY-D3_run2.raw (F004926).pride.mztab.gz,OTHER,1562960,,True,https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009041/generated/pY-D3_run2.raw (F004926).pride.mztab.gz,core_lung_io,True
PXD009041,pY-M1_run2.raw (F004931).pride.mztab.gz,OTHER,1320062,,True,https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009041/generated/pY-M1_run2.raw (F004931).pride.mztab.gz,core_lung_io,True
PXD009041,pY-M3_run1.raw (F004939).pride.mztab.gz,OTHER,1933052,,True,https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009041/generated/pY-M3_run1.raw (F004939).pride.mztab.gz,core_lung_io,True
PXD009041,pY-D1_run1.raw (F004911).pride.mztab.gz,OTHER,1408191,,True,https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009041/generated/pY-D1_run1.raw (F004911).pride.mztab.gz,core_lung_io,True
PXD010657,BMDM_flox_554.raw,RAW,674429102,True,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD010657/BMDM_flox_554.raw,core_lung_io,True
PXD010657,BMDM_cre_558.pep.xml,OTHER,19007549,,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD010657/BMDM_cre_558.pep.xml,core_lung_io,True
PXD010657,BMDM_flox_556.raw,RAW,637849860,True,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD010657/BMDM_flox_556.raw,core_lung_io,True
PXD010657,BMDM_flox_555.raw,RAW,629051642,True,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD010657/BMDM_flox_555.raw,core_lung_io,True
PXD010657,BMDM_cre_558.msf,SEARCH,677527552,,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD010657/BMDM_cre_558.msf,core_lung_io,True
PXD010657,BMDM_flox_557.pep.xml,OTHER,19774924,,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD010657/BMDM_flox_557.pep.xml,core_lung_io,True
PXD010657,BMDM_flox_557.msf,SEARCH,646868992,,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD010657/BMDM_flox_557.msf,core_lung_io,True
PXD010657,MultiConsensus.pep.xml,OTHER,143301762,,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD010657/MultiConsensus.pep.xml,core_lung_io,True
PXD010657,BMDM_cre_553.msf,SEARCH,658530304,,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD010657/BMDM_cre_553.msf,core_lung_io,True
PXD010657,uniprot-Mouse.fasta,FASTA,141671832,,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD010657/uniprot-Mouse.fasta,core_lung_io,True
PXD010657,BMDM_flox_556-01.pep.xml,OTHER,17582498,,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD010657/BMDM_flox_556-01.pep.xml,core_lung_io,True
PXD010657,BMDM_flox_555.pep.xml,OTHER,14700536,,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD010657/BMDM_flox_555.pep.xml,core_lung_io,True
PXD010657,BMDM_cre_552.msf,SEARCH,673292288,,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD010657/BMDM_cre_552.msf,core_lung_io,True
PXD010657,BMDM_cre_552.raw,RAW,709952924,True,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD010657/BMDM_cre_552.raw,core_lung_io,True
PXD010657,BMDM_cre_560.msf,SEARCH,654655488,,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD010657/BMDM_cre_560.msf,core_lung_io,True
PXD010657,BMDM_flox_555.msf,SEARCH,549060608,,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD010657/BMDM_flox_555.msf,core_lung_io,True
PXD010657,BMDM_cre_560.pep.xml,OTHER,20982680,,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD010657/BMDM_cre_560.pep.xml,core_lung_io,True
PXD010657,BMDM_cre_552.pep.xml,OTHER,18011963,,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD010657/BMDM_cre_552.pep.xml,core_lung_io,True
PXD010657,BMDM_cre_553.raw,RAW,690078052,True,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD010657/BMDM_cre_553.raw,core_lung_io,True
PXD010657,BMDM_flox_557.raw,RAW,682249834,True,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD010657/BMDM_flox_557.raw,core_lung_io,True
PXD010657,BMDM_flox_556-01.msf,SEARCH,588660736,,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD010657/BMDM_flox_556-01.msf,core_lung_io,True
PXD010657,BMDM_flox_554.msf,SEARCH,622825472,,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD010657/BMDM_flox_554.msf,core_lung_io,True
PXD010657,BMDM_cre_553.pep.xml,OTHER,16869847,,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD010657/BMDM_cre_553.pep.xml,core_lung_io,True
PXD010657,BMDM_flox_554.pep.xml,OTHER,16296840,,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD010657/BMDM_flox_554.pep.xml,core_lung_io,True
PXD010657,BMDM_cre_558.raw,RAW,695558620,True,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD010657/BMDM_cre_558.raw,core_lung_io,True
PXD010657,BMDM_cre_560.raw,RAW,687503392,True,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD010657/BMDM_cre_560.raw,core_lung_io,True
PXD010786,20180618_Rix-revision_TMT-IMAC_Fx5_run2.rawF006500.mzid_20180618_Rix-revision_TMT-IMAC_Fx5_run2.raw_F006500.MGF,PEAK,8436771,,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD010786/20180618_Rix-revision_TMT-IMAC_Fx5_run2.rawF006500.mzid_20180618_Rix-revision_TMT-IMAC_Fx5_run2.raw_F006500.MGF,core_lung_io,True
PXD010786,20180618_Rix-revision_TMT-IMAC_Fx12_run2.rawF006514.mzid_20180618_Rix-revision_TMT-IMAC_Fx12_run2.raw_F006514.MGF,PEAK,4687742,,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD010786/20180618_Rix-revision_TMT-IMAC_Fx12_run2.rawF006514.mzid_20180618_Rix-revision_TMT-IMAC_Fx12_run2.raw_F006514.MGF,core_lung_io,True
PXD010786,20180618_Rix-revision_TMT-IMAC_Fx6.rawF006501.mzid_20180618_Rix-revision_TMT-IMAC_Fx6.raw_F006501.MGF,PEAK,3893244,,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD010786/20180618_Rix-revision_TMT-IMAC_Fx6.rawF006501.mzid_20180618_Rix-revision_TMT-IMAC_Fx6.raw_F006501.MGF,core_lung_io,True
PXD010786,20180618_Rix-revision_TMT-IMAC_Fx10.raw_F006509.dta,PEAK,10089269,,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD010786/20180618_Rix-revision_TMT-IMAC_Fx10.raw_F006509.dta,core_lung_io,True
PXD010786,20180618_Rix-revision_TMT-IMAC_Fx9_run2.rawF006508.mzid_20180618_Rix-revision_TMT-IMAC_Fx9_run2.raw_F006508.MGF,PEAK,5067417,,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD010786/20180618_Rix-revision_TMT-IMAC_Fx9_run2.rawF006508.mzid_20180618_Rix-revision_TMT-IMAC_Fx9_run2.raw_F006508.MGF,core_lung_io,True
PXD010786,20180618_Rix-revision_TMT-IMAC_Fx6_run2.rawF006502.mzid.gz,RESULT,8502181,,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD010786/20180618_Rix-revision_TMT-IMAC_Fx6_run2.rawF006502.mzid.gz,core_lung_io,True
PXD010786,20180618_Rix-revision_TMT-IMAC_Fx2_run2.rawF006494.mzid.gz,RESULT,11978876,,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD010786/20180618_Rix-revision_TMT-IMAC_Fx2_run2.rawF006494.mzid.gz,core_lung_io,True
PXD010786,20180618_Rix-revision_TMT-IMAC_Fx10_run2.rawF006510.mzid.gz,RESULT,11357660,,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD010786/20180618_Rix-revision_TMT-IMAC_Fx10_run2.rawF006510.mzid.gz,core_lung_io,True
PXD010786,F006506.dat,SEARCH,74241353,,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD010786/F006506.dat,core_lung_io,True
PXD010786,20180618_Rix-revision_TMT-IMAC_Fx11.rawF006511.mzid_20180618_Rix-revision_TMT-IMAC_Fx11.raw_F006511.MGF,PEAK,6189014,,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD010786/20180618_Rix-revision_TMT-IMAC_Fx11.rawF006511.mzid_20180618_Rix-revision_TMT-IMAC_Fx11.raw_F006511.MGF,core_lung_io,True
PXD010786,20180618_Rix-revision_TMT-IMAC_Fx4.rawF006497.mzid.gz,RESULT,10298581,,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD010786/20180618_Rix-revision_TMT-IMAC_Fx4.rawF006497.mzid.gz,core_lung_io,True
PXD010786,20180618_Rix-revision_TMT-IMAC_Fx8.raw_F006505.dta,PEAK,9087331,,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD010786/20180618_Rix-revision_TMT-IMAC_Fx8.raw_F006505.dta,core_lung_io,True
PXD010786,20180618_Rix-revision_TMT-IMAC_Fx10_run2.raw,RAW,619017387,True,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD010786/20180618_Rix-revision_TMT-IMAC_Fx10_run2.raw,core_lung_io,True
PXD010786,20180618_Rix-revision_TMT-IMAC_Fx4_run2.rawF006498.mzid.gz,RESULT,10513273,,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD010786/20180618_Rix-revision_TMT-IMAC_Fx4_run2.rawF006498.mzid.gz,core_lung_io,True
PXD010786,20180618_Rix-revision_TMT-IMAC_Fx12.rawF006513.mzid_20180618_Rix-revision_TMT-IMAC_Fx12.raw_F006513.MGF,PEAK,4887276,,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD010786/20180618_Rix-revision_TMT-IMAC_Fx12.rawF006513.mzid_20180618_Rix-revision_TMT-IMAC_Fx12.raw_F006513.MGF,core_lung_io,True
PXD010786,20180618_Rix-revision_TMT-IMAC_Fx3.raw,RAW,669132528,True,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD010786/20180618_Rix-revision_TMT-IMAC_Fx3.raw,core_lung_io,True
PXD010786,20180618_Rix-revision_TMT-IMAC_Fx5_run2.raw_F006500.dta,PEAK,12675983,,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD010786/20180618_Rix-revision_TMT-IMAC_Fx5_run2.raw_F006500.dta,core_lung_io,True
PXD010786,20180618_Rix-revision_TMT-IMAC_Fx5_run2.raw,RAW,702286186,True,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD010786/20180618_Rix-revision_TMT-IMAC_Fx5_run2.raw,core_lung_io,True
PXD010786,20180618_Rix-revision_TMT-IMAC_Fx8.raw,RAW,599671545,True,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD010786/20180618_Rix-revision_TMT-IMAC_Fx8.raw,core_lung_io,True
PXD010786,F006493.dat,SEARCH,92604792,,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD010786/F006493.dat,core_lung_io,True
PXD010786,20180618_Rix-revision_TMT-IMAC_Fx1_run2.rawF006492.mzid.gz,RESULT,8491225,,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD010786/20180618_Rix-revision_TMT-IMAC_Fx1_run2.rawF006492.mzid.gz,core_lung_io,True
PXD010786,20180618_Rix-revision_TMT-IMAC_Fx10_run2.raw_F006510.dta,PEAK,9694420,,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD010786/20180618_Rix-revision_TMT-IMAC_Fx10_run2.raw_F006510.dta,core_lung_io,True
PXD010786,20180618_Rix-revision_TMT-IMAC_Fx3_run2.rawF006496.mzid.gz,RESULT,11349131,,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD010786/20180618_Rix-revision_TMT-IMAC_Fx3_run2.rawF006496.mzid.gz,core_lung_io,True
PXD010786,20180618_Rix-revision_TMT-IMAC_Fx11_run2.rawF006512.mzid.gz,RESULT,9333807,,False,https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD010786/20180618_Rix-revision_TMT-IMAC_Fx11_run2.rawF006512.mzid.gz,core_lung_io,True
