accession,fileName,category,size_bytes,download_http
PXD062630,011321-Koranyi-NSCLC-urine-EVs-1.raw,RAW,580580092,https://ftp.pride.ebi.ac.uk/pride/data/archive/2025/04/PXD062630/011321-Koranyi-NSCLC-urine-EVs-1.raw
PXD062630,011321-Koranyi-NSCLC-urine-EVs-9.raw,RAW,537015001,https://ftp.pride.ebi.ac.uk/pride/data/archive/2025/04/PXD062630/011321-Koranyi-NSCLC-urine-EVs-9.raw
PXD062630,011321-Koranyi-NSCLC-urine-EVs-49.raw,RAW,577435802,https://ftp.pride.ebi.ac.uk/pride/data/archive/2025/04/PXD062630/011321-Koranyi-NSCLC-urine-EVs-49.raw
PXD062630,011321-Koranyi-NSCLC-urine-EVs-30.raw,RAW,602545769,https://ftp.pride.ebi.ac.uk/pride/data/archive/2025/04/PXD062630/011321-Koranyi-NSCLC-urine-EVs-30.raw
PXD062630,011321-Koranyi-NSCLC-urine-EVs-43.raw,RAW,569785978,https://ftp.pride.ebi.ac.uk/pride/data/archive/2025/04/PXD062630/011321-Koranyi-NSCLC-urine-EVs-43.raw
PXD062630,011321-Koranyi-NSCLC-urine-EVs-45.raw,RAW,595365447,https://ftp.pride.ebi.ac.uk/pride/data/archive/2025/04/PXD062630/011321-Koranyi-NSCLC-urine-EVs-45.raw
PXD062630,011321-Koranyi-NSCLC-urine-EVs-3.raw,RAW,542475285,https://ftp.pride.ebi.ac.uk/pride/data/archive/2025/04/PXD062630/011321-Koranyi-NSCLC-urine-EVs-3.raw
PXD062630,011321-Koranyi-NSCLC-urine-EVs-38.raw,RAW,523301147,https://ftp.pride.ebi.ac.uk/pride/data/archive/2025/04/PXD062630/011321-Koranyi-NSCLC-urine-EVs-38.raw
PXD062630,011321-Koranyi-NSCLC-urine-EVs-46.raw,RAW,574308038,https://ftp.pride.ebi.ac.uk/pride/data/archive/2025/04/PXD062630/011321-Koranyi-NSCLC-urine-EVs-46.raw
PXD062630,011321-Koranyi-NSCLC-urine-EVs-28.raw,RAW,524367010,https://ftp.pride.ebi.ac.uk/pride/data/archive/2025/04/PXD062630/011321-Koranyi-NSCLC-urine-EVs-28.raw
PXD062630,011321-Koranyi-NSCLC-urine-EVs-48.raw,RAW,568313684,https://ftp.pride.ebi.ac.uk/pride/data/archive/2025/04/PXD062630/011321-Koranyi-NSCLC-urine-EVs-48.raw
PXD062630,011321-Koranyi-NSCLC-urine-EVs-4.raw,RAW,542007752,https://ftp.pride.ebi.ac.uk/pride/data/archive/2025/04/PXD062630/011321-Koranyi-NSCLC-urine-EVs-4.raw
PXD062630,011321-Koranyi-NSCLC-urine-EVs-7.raw,RAW,546424501,https://ftp.pride.ebi.ac.uk/pride/data/archive/2025/04/PXD062630/011321-Koranyi-NSCLC-urine-EVs-7.raw
PXD062630,011321-Koranyi-NSCLC-urine-EVs-12.raw,RAW,544173701,https://ftp.pride.ebi.ac.uk/pride/data/archive/2025/04/PXD062630/011321-Koranyi-NSCLC-urine-EVs-12.raw
PXD062630,011321-Koranyi-NSCLC-urine-EVs-quant_reanalysis_with_bacteria_viruses_fungi.mzTab,RESULT,11680981,https://ftp.pride.ebi.ac.uk/pride/data/archive/2025/04/PXD062630/011321-Koranyi-NSCLC-urine-EVs-quant_reanalysis_with_bacteria_viruses_fungi.mzTab
PXD062630,011321-Koranyi-NSCLC-urine-EVs-33.raw,RAW,550086618,https://ftp.pride.ebi.ac.uk/pride/data/archive/2025/04/PXD062630/011321-Koranyi-NSCLC-urine-EVs-33.raw
PXD062630,011321-Koranyi-NSCLC-urine-EVs-21.raw,RAW,553774865,https://ftp.pride.ebi.ac.uk/pride/data/archive/2025/04/PXD062630/011321-Koranyi-NSCLC-urine-EVs-21.raw
PXD062630,011321-Koranyi-NSCLC-urine-EVs-23.raw,RAW,560230768,https://ftp.pride.ebi.ac.uk/pride/data/archive/2025/04/PXD062630/011321-Koranyi-NSCLC-urine-EVs-23.raw
PXD062630,011321-Koranyi-NSCLC-urine-EVs-36.raw,RAW,575191225,https://ftp.pride.ebi.ac.uk/pride/data/archive/2025/04/PXD062630/011321-Koranyi-NSCLC-urine-EVs-36.raw
PXD062630,011321-Koranyi-NSCLC-urine-EVs-27.raw,RAW,568982397,https://ftp.pride.ebi.ac.uk/pride/data/archive/2025/04/PXD062630/011321-Koranyi-NSCLC-urine-EVs-27.raw
PXD062630,011321-Koranyi-NSCLC-urine-EVs-40.raw,RAW,537519310,https://ftp.pride.ebi.ac.uk/pride/data/archive/2025/04/PXD062630/011321-Koranyi-NSCLC-urine-EVs-40.raw
PXD062630,011321-Koranyi-NSCLC-urine-EVs-32.raw,RAW,518882991,https://ftp.pride.ebi.ac.uk/pride/data/archive/2025/04/PXD062630/011321-Koranyi-NSCLC-urine-EVs-32.raw
PXD062630,011321-Koranyi-NSCLC-urine-EVs-41.raw,RAW,525891711,https://ftp.pride.ebi.ac.uk/pride/data/archive/2025/04/PXD062630/011321-Koranyi-NSCLC-urine-EVs-41.raw
PXD062630,011321-Koranyi-NSCLC-urine-EVs-13.raw,RAW,555429400,https://ftp.pride.ebi.ac.uk/pride/data/archive/2025/04/PXD062630/011321-Koranyi-NSCLC-urine-EVs-13.raw
PXD062630,011321-Koranyi-NSCLC-urine-EVs-31.raw,RAW,528904052,https://ftp.pride.ebi.ac.uk/pride/data/archive/2025/04/PXD062630/011321-Koranyi-NSCLC-urine-EVs-31.raw
PXD062630,011321-Koranyi-NSCLC-urine-EVs-50.raw,RAW,577430677,https://ftp.pride.ebi.ac.uk/pride/data/archive/2025/04/PXD062630/011321-Koranyi-NSCLC-urine-EVs-50.raw
PXD062630,011321-Koranyi-NSCLC-urine-EVs-44.raw,RAW,559157588,https://ftp.pride.ebi.ac.uk/pride/data/archive/2025/04/PXD062630/011321-Koranyi-NSCLC-urine-EVs-44.raw
PXD062630,011321-Koranyi-NSCLC-urine-EVs-25.raw,RAW,564637744,https://ftp.pride.ebi.ac.uk/pride/data/archive/2025/04/PXD062630/011321-Koranyi-NSCLC-urine-EVs-25.raw
PXD062630,011321-Koranyi-NSCLC-urine-EVs-29.raw,RAW,562103803,https://ftp.pride.ebi.ac.uk/pride/data/archive/2025/04/PXD062630/011321-Koranyi-NSCLC-urine-EVs-29.raw
PXD062630,011321-Koranyi-NSCLC-urine-EVs-18.raw,RAW,557251324,https://ftp.pride.ebi.ac.uk/pride/data/archive/2025/04/PXD062630/011321-Koranyi-NSCLC-urine-EVs-18.raw
PXD062630,011321-Koranyi-NSCLC-urine-EVs-39.raw,RAW,557546329,https://ftp.pride.ebi.ac.uk/pride/data/archive/2025/04/PXD062630/011321-Koranyi-NSCLC-urine-EVs-39.raw
PXD062630,011321-Koranyi-NSCLC-urine-EVs-15.raw,RAW,555412589,https://ftp.pride.ebi.ac.uk/pride/data/archive/2025/04/PXD062630/011321-Koranyi-NSCLC-urine-EVs-15.raw
PXD062630,011321-Koranyi-NSCLC-urine-EVs-26.raw,RAW,512450615,https://ftp.pride.ebi.ac.uk/pride/data/archive/2025/04/PXD062630/011321-Koranyi-NSCLC-urine-EVs-26.raw
PXD062630,011321-Koranyi-NSCLC-urine-EVs-51.raw,RAW,531588577,https://ftp.pride.ebi.ac.uk/pride/data/archive/2025/04/PXD062630/011321-Koranyi-NSCLC-urine-EVs-51.raw
PXD062630,011321-Koranyi-NSCLC-urine-EVs-22.raw,RAW,536653602,https://ftp.pride.ebi.ac.uk/pride/data/archive/2025/04/PXD062630/011321-Koranyi-NSCLC-urine-EVs-22.raw
PXD062630,011321-Koranyi-NSCLC-urine-EVs-16.raw,RAW,540466669,https://ftp.pride.ebi.ac.uk/pride/data/archive/2025/04/PXD062630/011321-Koranyi-NSCLC-urine-EVs-16.raw
