cohort,feature,rho_naive,lo,hi,p_naive,n,rho_adj_purity,p_adj,q_naive,q_adj
LUAD,score_epithelial,0.46182514715746664,0.3919390117034286,0.5264119231920903,2.979424282648086e-29,528,0.4540480671353863,1.6538194252693595e-27,4.171193995707321e-28,2.1499652528501674e-26
LUAD,score_immune,-0.05485172077467878,-0.13953045141707868,0.030623431616936474,0.208262702269279,528,-0.027349979307150548,0.5361317856132081,0.2650616210699914,0.5808094344143088
LUAD,score_fibroblast,0.058017509871640165,-0.027450205394986386,0.14264313730730616,0.18315520777196517,528,0.10216299908491262,0.02052440808803139,0.25641729088075127,0.026681730514440803
LUAD,score_endothelial,0.000251091350620375,-0.08508254808535483,0.08558107413399474,0.9954074289751385,528,0.03264331948115284,0.4602287400226152,0.9954074289751385,0.5439066927539998
LUAD,score_myeloid,0.11111273251629733,0.0260276964016824,0.19459946362999175,0.010617524036895238,528,0.15982961076746424,0.00027457159067962434,0.01651614850183704,0.00044617883485438954
LUAD,score_Tcell,-0.02623146448541111,-0.11131411780635836,0.059232937699984854,0.5475548667118666,528,-0.003463002171438202,0.9375728903443072,0.5896744718435486,0.9375728903443072
LUAD,score_NK,-0.1309590580878644,-0.21390054148288623,-0.04614288721656834,0.0025691753068035534,528,-0.11926833514570953,0.006787671463082274,0.004496056786906218,0.009804414335563285
LUAD,score_B_plasma,-0.18756923354854366,-0.2686019089966345,-0.10390040789900241,1.4354883372349818e-05,528,-0.19290480976605257,1.0615525085160224e-05,3.349472786881624e-05,1.9714546586726128e-05
LUAD,module_CD47,0.3034137336533824,0.22387831598748323,0.37893461276860635,1.0482953312647346e-12,528,0.3040396187927277,1.8720043512051284e-12,3.669033659426571e-12,4.867211313133333e-12
LUAD,module_Galectin,0.3967491170225914,0.322329882812773,0.46629438648445337,2.3742893971964174e-21,528,0.43715439329497846,2.1061309782215236e-25,1.6620025780374924e-20,1.3689851358439903e-24
LUAD,module_Nectin,0.33886603885133215,0.2610837339133898,0.41227644703715105,1.183263370908002e-15,528,0.3367846176277979,4.2527823605501816e-15,5.521895730904009e-15,1.842872356238412e-14
LUAD,module_TGFB,0.251956229886197,0.17028553241889494,0.33018902109372583,4.337875559371776e-09,528,0.3066846794103695,1.1765756712622832e-12,1.2146051566240972e-08,3.8238709316024204e-12
LUAD,module_TGFB_activity_FTBRS,0.18519373002071018,0.10146536230757015,0.2663169615316978,1.848541253681467e-05,528,0.23108353690017075,1.1698395172178265e-07,3.6970825073629345e-05,2.534652287305291e-07
LUAD,purity,0.04193647362180809,-0.04462824146970838,0.12787612991500472,0.3422162227475301,515,,,0.39925225987211843,
LUSC,score_epithelial,0.16267585943650548,0.07615822941333417,0.24676223135469585,0.00025571486073737524,501,0.17571003247813724,8.92693005428749e-05,0.0005966680083872089,0.0001934168178428956
LUSC,score_immune,-0.22460204690221156,-0.3061806491880143,-0.13974876372729117,3.7791208229598265e-07,501,-0.2564558736957329,7.89024547228239e-09,1.3226922880359392e-06,3.4191063713223693e-08
LUSC,score_fibroblast,-0.1431202614690937,-0.2278662815386369,-0.05622220966221053,0.001318081789034495,501,-0.1596805034411921,0.0003769507355224652,0.0023853240680232943,0.0006125449452240059
LUSC,score_endothelial,-0.13327270558484625,-0.2183266758742475,-0.046209250157151716,0.00279947719529381,501,-0.14724703818448404,0.0010541475306797914,0.004354742303790371,0.0015226575443152543
LUSC,score_myeloid,-0.17402915284967915,-0.25770329781536266,-0.08776420698685068,9.022186975945229e-05,501,-0.1998286628868423,7.959727850703026e-06,0.0002526212353264664,2.0695292411827866e-05
LUSC,score_Tcell,-0.25577107140301075,-0.3358488922822688,-0.17202250723672508,6.341025775123483e-09,501,-0.28479351423891647,1.2373084292353777e-10,4.438718042586438e-08,8.042504790029955e-10
LUSC,score_NK,-0.22810000715700077,-0.3095180963524624,-0.14336174281942207,2.456251859857455e-07,501,-0.24686260800462156,2.8921958897265564e-08,1.146250867933479e-06,9.399636641611308e-08
LUSC,score_B_plasma,-0.14269475391845793,-0.22745441638005245,-0.055789193477464465,0.0013630423245847396,501,-0.16401596103863186,0.00025862189080863264,0.0023853240680232943,0.00048029779721603204
LUSC,module_CD47,0.007275329818450748,-0.08037885110205602,0.09481785080803938,0.8709599202937112,501,0.005595910090913112,0.901466872674061,0.9024593092422653,0.901466872674061
LUSC,module_Galectin,0.04489796502612306,-0.04287361747489051,0.13198180717012084,0.3158859318298534,501,0.0512942065426318,0.25611807085216187,0.4020366405107225,0.3026849928252822
LUSC,module_Nectin,0.3508628957224993,0.27160826501163426,0.425390771135032,5.848136225370347e-16,501,0.3437568184249194,4.299892598154513e-15,8.187390715518486e-15,5.589860377600867e-14
LUSC,module_TGFB,-0.03320457093780567,-0.12045713523514577,0.05455707793036864,0.4583497753107229,501,-0.035900246800207036,0.42688308970903127,0.5347414045291767,0.4624566805181172
LUSC,module_TGFB_activity_FTBRS,-0.10512622563637666,-0.19097046067357398,-0.017686151677014622,0.018588060004144535,501,-0.11657295306153105,0.009654483765226247,0.02602328400580235,0.012550828894794122
LUSC,purity,0.005533614511546653,-0.0828183464232164,0.0937992656447292,0.9024593092422653,493,,,0.9024593092422653,
