cohort,gene,axis,is_control,mean_log2tpm,rho_naive,rho_naive_lo,rho_naive_hi,p_naive,n,rho_adj_purity,rho_adj_lo,rho_adj_hi,p_adj,n_adj,rho_adj_epithelial,p_adj_epithelial,cliffs_delta_hi_vs_lo,p_tertile,n_high,n_low,q_naive,q_adj,q_tertile,attenuation,sign_flip
LUAD,NECTIN3,Nectin,False,2.611573732536137,0.20609916800104816,0.12292928633648513,0.2863942218608828,1.7886759765562417e-06,528,0.20840041086273417,0.12415101448314016,0.2896665641538504,1.8821309185943426e-06,515,0.21878214676961374,3.934148625786565e-07,0.24451188016528924,7.287675495240789e-05,176,176,4.87820720878975e-06,4.3433790429100215e-06,0.00018219188738101974,-0.011165706703262002,False
LUAD,PVR,Nectin,False,4.666614631542571,0.017771479479151756,-0.06766294597655084,0.10294717935025408,0.6836981632588709,528,0.011615943895643773,-0.0749464368596183,0.09800457302404177,0.792766891782763,515,-0.19003030233982915,1.1223397666395636e-05,0.04958677685950419,0.42138314218164274,176,176,0.7072739619919354,0.792766891782763,0.45148193805176007,0.34637158885557184,False
LUAD,TIGIT,Nectin,False,2.326338172564404,-0.04201031484104604,-0.12688726373793013,0.043477359965654626,0.335316177083121,528,-0.025590153614937498,-0.11182973742346661,0.06103201090086885,0.5626895724893417,515,0.042275800479752525,0.332728725536914,-0.0833548553719008,0.17640328062338706,176,176,0.37257353009235666,0.6028816848100089,0.2035422468731389,0.3908602277378145,False
LUAD,CD96,Nectin,False,2.7821542630493767,-0.06620219114704073,-0.15068277749919862,0.019238305438548077,0.12869397050382905,528,-0.051762454469869,-0.13763338691584576,0.03488078665479116,0.24141219329034797,515,0.055492298845285615,0.20342174587340245,-0.13332902892561982,0.030560731602992757,176,176,0.15443276460459487,0.27855253071963226,0.045841097404489134,0.21811569114230445,False
LUAD,CD226,Nectin,False,1.057933218052458,-0.11306509926954461,-0.19650106357500324,-0.02800346162541502,0.009316307180459105,528,-0.09850610850649713,-0.18343045891502874,-0.012122297114764898,0.02553017894698545,515,0.02268953105552486,0.6032713819777431,-0.16457902892561982,0.007590124475016265,176,176,0.016440542083163125,0.03647168420997921,0.013394337308852233,0.12876644390802838,False
LUAD,TGFB2,TGFB,False,2.6066415372086262,0.3056810338687,0.22625081561207527,0.3810728256027657,6.974428835285567e-13,528,0.3293712335033235,0.25000590396925176,0.4043401425644311,1.8013793358376097e-14,515,0.30173115957193186,1.4857720575947115e-12,0.4082515495867769,3.5108426746283316e-11,176,176,6.974428835285567e-12,1.8013793358376097e-13,3.5108426746283315e-10,-0.07749973668565646,False
LUAD,TGFB1,TGFB,False,6.090110917117784,0.2828965539505638,0.202451942954666,0.35954883393071946,3.573054071692687e-11,528,0.3202378236937664,0.24040921490225192,0.39576366772589283,1.0112599472649315e-13,515,0.23782341734329007,3.274161310212841e-08,0.3632489669421488,3.787703221754295e-09,176,176,2.143832443015612e-10,7.584449604486987e-13,1.6233013807518408e-08,-0.13199619868726997,False
LUAD,JUNB,TGFB,False,7.824541282821049,0.24802061753471993,0.1662064016477603,0.3264435660917513,7.646860834743253e-09,528,0.27865642629788584,0.1969150270443392,0.35655057957167974,1.2761234614063297e-10,515,0.17616809322465432,4.7736230862875324e-05,0.3211518595041323,1.8865754109164917e-07,176,176,2.548953611581084e-08,5.469100548884269e-10,5.659726232749476e-07,-0.12352121798453819,False
LUAD,TGFBR2,TGFB,False,6.24585995284947,0.15365258335606305,0.06922845257992537,0.23589151899670002,0.00039505855417497804,528,0.17534260541734487,0.09022374958245102,0.2579183935691923,6.425396424145182e-05,515,0.14789827228863692,0.0006594387301125663,0.1764591942148761,0.0042026686233653104,176,176,0.0008465540446606672,0.00013768706623168246,0.007880003668809957,-0.14116275553284363,False
LUAD,LTBP1,TGFB,False,4.86970925274686,0.14086469339300398,0.05620851681379226,0.22350986755702995,0.0011730679113637012,528,0.16062574895934079,0.07518310933310952,0.24372696833223562,0.0002556418705376161,515,0.1455121993106165,0.00080705238195291,0.18078512396694224,0.003360033116502339,176,176,0.0023461358227274023,0.0004793285072580302,0.006720066233004678,-0.14028394972759184,False
LUAD,SKIL,TGFB,False,5.156899681536558,0.10919139454505673,0.024083980584647547,0.1927274727608269,0.012052908562684178,528,0.10838537383153403,0.02210550199721734,0.19306270391645997,0.013950702449662506,515,0.03844002792288259,0.378492184060103,0.14727530991735538,0.016893156671524998,176,176,0.01957871097628033,0.022027424920519744,0.026673405270828943,0.007381723778517202,False
LUAD,SMAD7,TGFB,False,4.366086250743474,0.08176455587972792,-0.00359232464387882,0.16593859913088285,0.0604498322021051,528,0.08869411407775712,0.0022240874405542854,0.17384763440467257,0.04444160940872666,515,0.046494939509895084,0.28669406822577287,0.1146048553719008,0.0630348949238476,176,176,0.08420881967089161,0.06060219464826362,0.09004984989121086,-0.08475014782960821,False
LUAD,SERPINE1,TGFB,False,6.1600582544848335,0.08135506667606632,-0.0040045500641502805,0.16553769140154306,0.06175313442532051,528,0.10065581277654752,0.014293153415820293,0.18552780122682772,0.022473517060134375,515,0.007696171527733208,0.8600896057580599,0.10931043388429762,0.07622157405319427,176,176,0.08420881967089161,0.03371027559020156,0.10032842652969817,-0.23724086143683598,False
LUAD,TGFBR3,TGFB,False,2.492053119746305,0.05599206681769106,-0.02948060515666583,0.14065186206565256,0.19894664996796552,528,0.08271571539439956,-0.0037985461819275887,0.16800095063422613,0.06093847646502032,515,0.10856204582133151,0.01264340453453577,0.05507489669421495,0.37182024966139926,176,176,0.22955382688611406,0.0761730955812754,0.413133610734888,-0.47727562305781834,False
LUAD,TGFB3,TGFB,False,3.6333970782633216,-0.009564134763662713,-0.09481856741148195,0.07582956809240674,0.8264543344878983,528,0.0262816081277143,-0.06034263926216109,0.11251295134820118,0.5521795478236929,515,0.04018087344970619,0.3572629713473123,-0.026407541322314043,0.6686949611291955,176,176,0.8264543344878983,0.6028816848100089,0.6686949611291955,-1.7479336894714987,True
LUAD,TGFBR1,TGFB,False,4.937826196749733,-0.03266820756319758,-0.11767199714266208,0.05281082632663465,0.4538095044280252,528,-0.018226483593272527,-0.10454876495454928,0.06836837665161527,0.6801553389313021,515,-0.0495116775275482,0.2565383761597444,-0.034865702479338845,0.5719555282753085,176,176,0.486224469030027,0.7036089713082435,0.5916781326985949,0.44207273821152027,False
LUAD,UBC,negative_control,True,8.967780029932523,0.39365042149107177,0.3190352892985855,0.4634156854389776,5.1331881327850345e-21,528,0.38610218909069843,0.30996574241985664,0.4573181193855409,1.0183004989660519e-19,515,0.21524319240728204,6.098323857977652e-07,0.4914127066115703,1.5528231302532864e-15,176,176,5.133188132785035e-20,5.09150249483026e-19,7.764115651266431e-15,0.019174963338746354,False
LUAD,ACTB,negative_control,True,11.954105747413466,0.3773420382682785,0.3017255683433519,0.4482408222805276,2.602012966377873e-19,528,0.40304755988973323,0.3279938152452311,0.4730450492175417,1.6927313378502104e-21,515,0.21723687552148974,4.768305796329184e-07,0.49567407024793386,8.85204213013792e-16,176,176,1.3010064831889365e-18,1.6927313378502103e-20,7.764115651266431e-15,-0.06812260234620049,False
LUAD,PPIA,negative_control,True,7.376416162792349,0.21952207533197052,0.1367519256887755,0.2992483074195279,3.4956977317222774e-07,528,0.21460512679428462,0.1305409542407743,0.2956056049552531,9.064963252660217e-07,515,0.08123316251285144,0.06239475140476675,0.32722107438016534,1.1043820059536903e-07,176,176,1.1652325772407592e-06,3.0216544175534055e-06,3.681273353178968e-07,0.02239842407762538,False
LUAD,GAPDH,negative_control,True,10.488142506494144,0.17001566549153746,0.08593050697224992,0.25169594126719613,8.636226879217357e-05,528,0.1635288961092215,0.07814705328262753,0.24652928579692426,0.0001964606865756436,515,-0.03690286555126063,0.39786727307087943,0.25942665289256195,2.568604526221772e-05,176,176,0.00021590567198043393,0.0003929213731512872,6.421511315554431e-05,0.038153951070107994,False
LUAD,HPRT1,negative_control,True,6.122550937571537,0.1583640485447626,0.0740326720095802,0.2404465919174346,0.00025880677767686365,528,0.15113166063805195,0.06550072917189396,0.2345529215246804,0.0005864261476085299,515,0.06175591550440403,0.15686815163733095,0.2304364669421488,0.00018525513892044926,176,176,0.0005176135553537273,0.0009773769126808832,0.0003705102778408985,0.045669379970835866,False
LUAD,PGK1,negative_control,True,8.394516254446751,0.1429308165066802,0.05831018289585191,0.22551216343722874,0.0009896913585287503,528,0.13591041481556634,0.050011183690558056,0.2198137029207428,0.0020141282955436915,515,0.04245770739188149,0.3306507953410627,0.20357696280991733,0.0009581962738516706,176,176,0.0016494855975479172,0.0028773261364909877,0.0015969937897527843,0.04911748118913006,False
LUAD,B2M,negative_control,True,10.640396000723568,0.13953643645285535,0.05485780628352635,0.22222227503365324,0.0013069778575140365,528,0.17480818911705215,0.08967689543349941,0.2574036800592182,6.769493535999355e-05,515,0.19199386186391573,9.063237525056357e-06,0.1438533057851239,0.01962177467203452,176,176,0.0018671112250200521,0.00016923733839998388,0.025116805522613236,-0.25277808120113443,False
LUAD,TBP,negative_control,True,4.2736975446008465,0.10265649966788484,0.0174777862760183,0.186355863800033,0.018298949920482716,528,0.11442310542224285,0.028215239469625095,0.19894144417526222,0.009421514667555603,515,0.028553286694089176,0.5130732243480166,0.143304493801653,0.02009344441809059,176,176,0.022873687400603394,0.011776893334444503,0.025116805522613236,-0.11462114715020899,False
LUAD,SDHA,negative_control,True,1.8196237629621443,0.05596084686677422,-0.02951189599089107,0.14062116341250752,0.19919758929471418,528,0.03854196316947835,-0.04810547815180907,0.1246136655824233,0.3832065369386761,515,0.0028407992249354355,0.9481262040717727,0.07973915289256195,0.1959253905297067,176,176,0.22133065477190464,0.3832065369386761,0.21769487836634077,0.3112691224770945,False
LUAD,RPL13A,negative_control,True,10.173309814700223,0.05106227945945577,-0.034419510959633186,0.13580237277857443,0.24147609124640254,528,0.04786437747909712,-0.03878325904211812,0.1337975895871822,0.27874654845156815,515,0.005589289795132085,0.8981436327303334,0.03738378099173545,0.5444949781199426,176,176,0.24147609124640254,0.30971838716840905,0.5444949781199426,0.06262748185571754,False
LUSC,CD47,CD47,False,5.72083653046775,0.007275329818450748,-0.08037885110205602,0.09481785080803938,0.8709599202937112,501,0.005595910090913112,-0.0828463431516932,0.09395070438690697,0.901466872674061,493,0.0548935853218891,0.22045854463700434,-0.003908350962745222,0.9512005934311669,167,167,0.899596532618349,0.9325519372490286,0.9512005934311669,0.23083760729012026,False
LUSC,SIRPA,CD47,False,5.414643742360698,-0.06082739844997017,-0.14764360814187885,0.026918995952170253,0.17403268463274157,501,-0.06905117148646178,-0.15649715017018218,0.019468941398088586,0.12612585095833578,493,-0.013304008262874801,0.7666533886869542,-0.0823622216644555,0.19324166435031953,167,167,0.20883922155928988,0.15135102115000293,0.23188999722038342,-0.13519850011760037,False
LUSC,THBS1,CD47,False,6.099204182299648,-0.0889785051411122,-0.17521568966767187,-0.0013863592725166976,0.046526702957907465,501,-0.09329240151934202,-0.18020747080038144,-0.004931804581510392,0.03858596964768251,493,-0.06603755362089178,0.14033123457243604,-0.13987593674925602,0.027107250960795033,167,167,0.07346321519669599,0.06430994941280418,0.04280092256967637,-0.0484824550759575,False
LUSC,LGALS3,Galectin,False,8.147371510727703,0.2717945463654365,0.18868416497960938,0.3510392523636451,6.202339920523978e-10,501,0.27978299956156477,0.19623524950174814,0.3592976979420748,2.6723271979646103e-10,493,0.260852172462256,3.198961504346743e-09,0.30029760837606223,2.0829831183442983e-06,167,167,3.721403952314387e-09,1.3361635989823052e-09,7.811186693791118e-06,-0.02939151393195205,False
LUSC,CD44,Galectin,False,7.594836954976905,0.15047775365603455,0.06371470752235014,0.23498308937617696,0.0007275160961270268,501,0.1536003112792044,0.06609653019241632,0.2387595934121204,0.0006292991510622112,493,0.15176106281473842,0.0006623007839972474,0.20642547240847642,0.0011075060819082316,167,167,0.0016788832987546772,0.0014522288101435643,0.002555783265942073,-0.0207509585124952,False
LUSC,LGALS8,Galectin,False,4.390829439662897,0.07849912923157669,-0.00916686126551897,0.16496763934932074,0.07919622157398293,501,0.08225689643049612,-0.006189380710678562,0.16942616508569946,0.06830405989507657,493,0.05241992375302265,0.24199456000661096,0.10265696152604975,0.1048509087474165,167,167,0.10783210724055968,0.0890922520370564,0.13676205488793455,-0.04787017685041839,False
LUSC,LGALS3BP,Galectin,False,9.284685615931217,0.07760851205954625,-0.010062854855453496,0.16409582033319292,0.08267128221776242,501,0.0823253094958289,-0.006120503814729803,0.16949306660848562,0.06807395858011181,493,0.04435670433551033,0.32224703223252393,0.11205134640897851,0.07668674214376694,167,167,0.10783210724055968,0.0890922520370564,0.10955248877680993,-0.060776805418761626,False
LUSC,LGALS9,Galectin,False,4.846673373731473,-0.08604671135816018,-0.1723504948779389,0.001568060833399769,0.054261114681160585,501,-0.09066751423156723,-0.17764493847447507,-0.0022845548679516245,0.04441753435750618,493,-0.08481428694330492,0.05806930696949047,-0.12130230556850374,0.05530904105318381,167,167,0.08139167202174089,0.07013294898553607,0.08296356157977572,-0.05370109793241773,False
LUSC,LGALS1,Galectin,False,9.253901858583498,-0.1291046592074815,-0.2142840694809616,-0.04197645859192631,0.003795714000642644,501,-0.1380199456703966,-0.2236919199200031,-0.05023155750932814,0.0021525121657618037,493,-0.0798345859791566,0.0744992191428382,-0.19444942450428482,0.002123273046471505,167,167,0.007116963751204957,0.0046125260694895795,0.00424654609294301,-0.06905472287090375,False
LUSC,HAVCR2,Galectin,False,3.981547308420143,-0.2035308396004209,-0.286033836441717,-0.11803239342376054,4.381501081587026e-06,501,-0.2286036357861238,-0.3107255005446685,-0.14309413357362258,2.9626736920117533e-07,493,-0.1663908110961733,0.00018594481912236557,-0.2977876582165011,2.531994435640232e-06,167,167,1.4605003605290088e-05,9.875578973372512e-07,8.439981452134107e-06,-0.12318917484410097,False
LUSC,LAG3,Galectin,False,2.975928674197872,-0.2726641891832096,-0.35186248790160785,-0.18958981489982282,5.442813028012384e-10,501,-0.2892047691955596,-0.36819279709661734,-0.20607194849458715,6.2015343366637e-11,493,-0.24943863571874517,1.574333266724455e-08,-0.37365986589694866,3.535308152923148e-09,167,167,3.721403952314387e-09,6.201534336663701e-10,2.1211848917538887e-08,-0.06066282507394449,False
LUSC,NECTIN4,Nectin,False,6.345340034208966,0.5233355440513395,0.45666891557889877,0.5841573701522538,1.4230006878837595e-36,501,0.5313962570591793,0.46483093304535206,0.5919882267940122,3.3331417116514247e-37,493,0.5056492752726348,8.217783595706892e-34,0.6503280863422856,8.953721705917565e-25,167,167,4.2690020636512784e-35,9.999425134954274e-36,2.6861165117752696e-23,-0.015402571255601405,False
LUSC,NECTIN1,Nectin,False,7.446142335933183,0.31596297444950744,0.2348608023221541,0.39269637022192555,4.4586229553900147e-13,501,0.3207540577427683,0.23913343166960446,0.3978735959529981,3.097925307279977e-13,493,0.2992175686529703,8.42757718214376e-12,0.4360500555774678,5.5568166717918105e-12,167,167,6.687934433085022e-12,4.646887960919966e-12,8.335225007687715e-11,-0.015163432682605338,False
LUSC,PVR,Nectin,False,4.503432097624274,0.13434616026910323,0.04729988608297866,0.2193673517587116,0.002584798076712247,501,0.12708786051439516,0.03912616196119047,0.21309506569869363,0.004754235969965783,493,0.10414662536732494,0.019843283697663153,0.16999533866398941,0.007232100524218148,167,167,0.005538853021526243,0.008914192443685843,0.013560188482909028,0.05402684929862733,False
LUSC,NECTIN2,Nectin,False,6.372453751711265,0.09212071474580719,0.0045545176818608275,0.1782848995369309,0.03928637810016319,501,0.08778787300149937,-0.0006181948896035251,0.1748323465275205,0.05165057370471505,493,0.059149386438337496,0.18667932559178532,0.10782028756857542,0.08849757570385261,167,167,0.06547729683360531,0.07378653386387864,0.12067851232343538,0.04703439130127918,False
LUSC,NECTIN3,Nectin,False,2.281994540632883,-0.030594986787937473,-0.11788199039474974,0.05716116945045466,0.4944439056401335,501,-0.02788663737426783,-0.11600193810561345,0.060664183182593215,0.537167325557376,493,-0.028682548364341677,0.522245618214676,-0.036824554483846694,0.5609762005753045,167,167,0.5705121988155386,0.619808452566203,0.6472802314330437,0.08852265348051891,False
LUSC,TIGIT,Nectin,False,2.1727115976527496,-0.22455200096743574,-0.30613288518738735,-0.13969708858664667,3.8022973297047094e-07,501,-0.2473849153663908,-0.3285999863558627,-0.16253821614525493,2.6984161079794425e-08,493,-0.1978019844345778,8.349594233927004e-06,-0.3213453332855247,3.8176751127825306e-07,167,167,1.425861498639266e-06,1.011906040492291e-07,1.6361464769067989e-06,-0.10168207943186514,False
LUSC,CD96,Nectin,False,2.4662660666711447,-0.23697974568790708,-0.31798136492935536,-0.1525436180857088,7.973697394762006e-08,501,-0.2538402057580265,-0.33473019852158065,-0.16923656961398076,1.1303422431421089e-08,493,-0.20669405633740126,3.151757572754871e-06,-0.35071175015238987,2.991652442734653e-08,167,167,3.417298883469431e-07,4.8443238991804664e-08,1.4958262213673264e-07,-0.07114726206316369,False
LUSC,CD226,Nectin,False,0.763323393917136,-0.2659820214671482,-0.34553375716547624,-0.18263460348741437,1.4675314527289537e-09,501,-0.28429520102919265,-0.36355947398580163,-0.20094406844341386,1.3367075391869975e-10,493,-0.23835773633930069,6.873589156015193e-08,-0.38854028470006097,8.26500524077429e-10,167,167,7.3376572636447686e-09,8.261600596221293e-10,6.1987539305807174e-09,-0.06885119325370015,False
LUSC,JUNB,TGFB,False,8.116831880307634,0.28902479397439695,0.2066542074938652,0.3673272318302266,4.2714028782206724e-11,501,0.2841037331961435,0.20074417918626378,0.3633786999245079,1.376933432703549e-10,493,0.3101468723062179,1.3086036536503181e-12,0.3892932697479292,7.668092548245472e-10,167,167,4.2714028782206724e-10,8.261600596221293e-10,6.1987539305807174e-09,0.017026431229596795,False
LUSC,TGFB1,TGFB,False,6.539018398043822,0.1670283655795978,0.08060483767281092,0.25095923759529604,0.00017287322708940754,501,0.16798189324063562,0.08078019363789156,0.25263163117365084,0.00018171148106269083,493,0.1890130906239066,2.0971325851784303e-05,0.2144573129190721,0.0007024515094274696,167,167,0.000471472437516566,0.0004542787026567271,0.0017561287735686742,-0.0057087768160157815,False
LUSC,SERPINE1,TGFB,False,7.2783964618848875,0.07070458286614023,-0.01700368903054078,0.1573330253235936,0.11396762996066209,501,0.07719942232027667,-0.011278820648692005,0.16447820670996002,0.08716164475292452,493,0.10170241321495403,0.02294536369507549,0.08408333034529747,0.18409600073701904,167,167,0.14245953745082762,0.10895205594115566,0.2301200009212738,-0.09185881863460876,False
LUSC,LTBP1,TGFB,False,5.588815354188877,0.013905766156929171,-0.07378707246791874,0.10138521232734908,0.7561878218514955,501,0.012060123222951722,-0.07642262359794527,0.10035440271504002,0.7895956335291638,493,0.025913304892960613,0.5632061079041154,0.014880418803112416,0.814521689304831,167,167,0.8402086909461061,0.8725939288890322,0.8727018099694618,0.13272500868697368,False
LUSC,SKIL,TGFB,False,5.429149938342409,-0.005650976930600951,-0.09320778737045271,0.08199256508805705,0.899596532618349,501,-0.010608976364927459,-0.098917477259721,0.07786531974353103,0.81442100029643,493,-0.01812226634316717,0.6860324476372401,-0.02857757538814587,0.6519459279150744,167,167,0.899596532618349,0.8725939288890322,0.7243843643500827,-0.8773703193651601,False
LUSC,TGFBR3,TGFB,False,2.9565269221121087,-0.008808884433735347,-0.096337494537166,0.07885491890152085,0.8440773135115855,501,-0.0019218331720919227,-0.09030776091426165,0.08649413188455735,0.966084223737988,493,-0.04240949259706939,0.34396632327365706,-0.008605543404209492,0.8922707201567595,167,167,0.899596532618349,0.966084223737988,0.923038676024234,0.7818301299615322,False
LUSC,TGFBR2,TGFB,False,5.085965874168045,-0.08212515208626572,-0.16851573375187423,0.005517495247165585,0.06625099719948122,501,-0.0891494979235927,-0.17616244458155614,-0.0007541711398170451,0.04811647559575085,493,-0.05969459351905446,0.18264358114076817,-0.1436767184194485,0.02320541376894948,167,167,0.0946442817135446,0.07217471339362627,0.038675689614915805,-0.08553221100824837,False
LUSC,TGFB2,TGFB,False,2.278428550761938,-0.11817273074213813,-0.20366726243075617,-0.030889555842206016,0.008103183995895918,501,-0.11402801116711282,-0.20040911335831493,-0.02588769449705372,0.011370849867314304,493,-0.10410526902766055,0.019892571710214583,-0.1550790634300262,0.014276352336035596,167,167,0.014299736463345737,0.020066205648201715,0.02519356294594517,0.03507340102065848,False
LUSC,TGFBR1,TGFB,False,4.884689419123866,-0.13283937304673524,-0.21790652067781427,-0.04576904068905184,0.002890646350518051,501,-0.13288818405442487,-0.2187200441260568,-0.04501573534509993,0.003144850534520814,493,-0.14846367433377233,0.0008687367299678077,-0.20133385922765246,0.0014665451893400316,167,167,0.005781292701036102,0.006289701069041628,0.0031425968343000675,-0.0003674438276102254,False
LUSC,TGFB3,TGFB,False,4.018746107534347,-0.1659701354097416,-0.24993910456988186,-0.07952341174101861,0.00019030805732747584,501,-0.1792445013758899,-0.2634709580431128,-0.09230585810936134,6.384008948570481e-05,493,-0.1297452713720576,0.0036581887086386015,-0.2316683997274911,0.000251608805935956,167,167,0.0004757701433186896,0.00017410933496101315,0.0006862058343707891,-0.07998044909330826,False
LUSC,SMAD7,TGFB,False,3.813468914002017,-0.1921383686809648,-0.27511068852601095,-0.10632506812090348,1.489011225490571e-05,501,-0.2084349445912628,-0.2914656931803562,-0.12228692254275707,3.11843034004479e-06,493,-0.16162314019978719,0.0002846941086305912,-0.2594212772060669,4.14561244190223e-05,167,167,4.467033676471713e-05,9.35529102013437e-06,0.0001243683732570669,-0.08481687453773268,False
LUSC,UBC,negative_control,True,9.203860302238958,0.16354347877949282,0.0770443323404619,0.24759910547878805,0.00023670147897564473,501,0.17556799700275352,0.08854092015462808,0.25993496391217075,9.046803346549874e-05,493,0.11613126014170382,0.009347567988509485,0.200616730610635,0.0015249656861964834,167,167,0.0023670147897564475,0.0009046803346549874,0.015249656861964833,-0.07352490183649252,False
