cohort,gene,axis,is_control,mean_log2tpm,rho_naive,rho_naive_lo,rho_naive_hi,p_naive,n,rho_adj_purity,rho_adj_lo,rho_adj_hi,p_adj,n_adj,rho_adj_epithelial,p_adj_epithelial,cliffs_delta_hi_vs_lo,p_tertile,n_high,n_low,q_naive,q_adj,q_tertile,attenuation,sign_flip
LUAD,CD47,CD47,False,6.465024335660979,0.3034137336533824,0.22387831598748323,0.37893461276860635,1.0482953312647346e-12,528,0.3040396187927277,0.22342767405686645,0.3805207230885198,1.8720043512051284e-12,515,0.2806562168369719,5.385180749024285e-11,0.3815211776859504,6.028840824196212e-10,176,176,7.862214984485509e-12,9.360021756025643e-12,4.521630618147159e-09,-0.002062810841846341,False
LUAD,SIRPA,CD47,False,5.044587352137493,0.10875752825674452,0.023645150088271314,0.19230466559670206,0.012399850284977542,528,0.1659557174875934,0.08062585515471102,0.24887075627276514,0.0001571082396772163,515,0.14915359599716382,0.0005922369169835881,0.15386105371900816,0.012564548327364929,176,176,0.01957871097628033,0.0003142164793544326,0.02094091387894155,-0.5259239534740143,False
LUAD,THBS1,CD47,False,6.4485985664253835,0.07144894057385136,-0.013968037153658628,0.15583067796862152,0.10100992689112935,528,0.08494189602247859,-0.0015566269258043101,0.1701787858527267,0.05428482487267947,515,0.06953007691693748,0.11086758847848742,0.09755940082644621,0.11356239296463658,176,176,0.1262624086139117,0.07080629331219061,0.1362748715575639,-0.1888475230039357,False
LUAD,LGALS3,Galectin,False,8.816464274233711,0.4331862220632341,0.3612062378616951,0.5000344803668302,1.457103063630628e-25,528,0.4437191281592874,0.3714882651594999,0.510611019803643,3.307304857566441e-26,515,0.3439883149584797,4.3881085421709176e-16,0.5263429752066116,1.3490269915007752e-17,176,176,2.185654595445942e-24,4.960957286349662e-25,2.0235404872511628e-16,-0.024314961001958624,False
LUAD,LGALS3BP,Galectin,False,9.908115330037528,0.2748544566921226,0.19407442891433704,0.3519321170797442,1.3199537742883374e-10,528,0.26784043976732563,0.18565397843858156,0.3463054515678492,6.799910173709651e-10,515,0.13310352154424182,0.0021988719948493195,0.36763946280991733,2.4546921583018673e-09,176,176,6.599768871441688e-10,2.549966315141119e-09,1.4130203739630139e-08,0.025519021991532442,False
LUAD,LGALS9,Galectin,False,5.175511943151547,0.26832657071498756,0.18728293294008808,0.3457420038366819,3.696375778409381e-10,528,0.30562612428572766,0.22508874312376792,0.3820155053305674,1.41768570935125e-12,515,0.23266610462056217,6.559699382277238e-08,0.35575929752066116,7.848168110371668e-09,176,176,1.5841610478897348e-09,8.5061142561075e-12,2.9430630413893754e-08,-0.1390080507918059,False
LUAD,LGALS1,Galectin,False,9.056131033201885,0.1902489446469311,0.10664849050882444,0.27117837327950217,1.0751001701309115e-05,528,0.2365260820371309,0.1531723576273819,0.3165379265402566,5.7454493026985214e-08,515,0.1480449629234955,0.0006512361468096439,0.2545196280991735,3.6423519730820006e-05,176,176,2.6877504253272788e-05,1.5669407189177787e-07,9.933687199314548e-05,-0.2432451726661724,False
LUAD,CD44,Galectin,False,6.46634348064998,0.18668703441482176,0.10299597932030624,0.2677534464223055,1.5774232282750558e-05,528,0.2150100588314768,0.13095821725750437,0.2959929809852531,8.63631829595878e-07,515,0.27431277840416995,1.4979841562614673e-10,0.1946022727272727,0.001594521516884735,176,176,3.640207449865513e-05,2.159079573989695e-06,0.003416831821895861,-0.1517139339935134,False
LUAD,LGALS8,Galectin,False,4.4405524152553415,0.12872507877583514,0.043875202679599046,0.2117311670832211,0.0030445480186753974,528,0.12578236604052556,0.039727455794174964,0.20998511969508415,0.004288911065549485,515,0.14470934793163465,0.0008632292205049231,0.2004777892561984,0.0011450026279329244,176,176,0.00570852753501637,0.007148185109249142,0.0026423137567682872,0.022860446179520988,False
LUAD,HAVCR2,Galectin,False,4.454660978604999,0.07824479319692443,-0.007134659737942181,0.16249168995277277,0.07242738635212824,528,0.13100272926920326,0.04502578604872884,0.21505325371592662,0.002923781429191304,515,0.1423816584647584,0.0010471833044845419,0.10634039256198347,0.08455378911162544,176,176,0.09447050393755857,0.005159614286808184,0.10569223638953179,-0.674267691391286,False
LUAD,LAG3,Galectin,False,2.8904895812290405,-0.0850096670169989,-0.16911472033065691,0.0003245033905091271,0.05090508322212562,528,-0.07359189692092517,-0.1590665655652828,0.012977790837740252,0.09558558543610349,515,-0.065579173017725,0.1327073057512227,-0.10905216942148765,0.07691846033943527,176,176,0.07635762483318843,0.1147027025233242,0.10032842652969817,0.13431143182563676,False
LUAD,NECTIN4,Nectin,False,5.720408103599978,0.4928038686329186,0.42535919284310847,0.5548051044595623,1.174986502693655e-33,528,0.4873603274250742,0.41851375171633404,0.5506378239146086,5.093816905157973e-32,515,0.3664929405773779,3.381643776752448e-18,0.6071151859504131,6.857934208127071e-23,176,176,3.524959508080965e-32,1.5281450715473919e-30,2.0573802624381215e-21,0.011046060216502118,False
LUAD,NECTIN1,Nectin,False,4.196970378967483,0.25372357059726813,0.17211823320032435,0.33187016787558477,3.3523557917927637e-09,528,0.2524867045146488,0.1697054477903683,0.33172986012328465,6.450422992282549e-09,515,0.12306080530852583,0.004667980703661629,0.36621900826446274,2.826040747926028e-09,176,176,1.2571334219222865e-08,1.9351268976847647e-08,1.4130203739630139e-08,0.004874856836153518,False
LUAD,NECTIN2,Nectin,False,6.874545716273286,0.24641192090426806,0.16453984709437655,0.32491188761229933,9.614312500293233e-09,528,0.25325839989448556,0.17050600466040827,0.3324633492541879,5.7806751557842065e-09,515,-0.018723299774510548,0.6680410887175752,0.3295454545454546,8.973744461835298e-08,176,176,2.8842937500879704e-08,1.9268917185947355e-08,2.9912481539450993e-07,-0.027784690631413866,False
