cell_type,gene,n_cells,n_samples,mean_log2tpm,pct_expr,median
Endothelial cells,CD96,655,11,0.024440165609121323,1.8320610687022902,0.0
Endothelial cells,HAVCR2,655,11,0.016688290983438492,1.2213740458015268,0.0
Endothelial cells,JUNB,655,11,3.717761993408203,90.07633587786259,3.925473928451538
Endothelial cells,LAG3,655,11,0.016649045050144196,1.2213740458015268,0.0
Endothelial cells,LGALS1,655,11,2.073415517807007,67.93893129770993,2.1221604347229004
Endothelial cells,LGALS3,655,11,1.1054691076278687,51.45038167938931,0.9194125533103943
Endothelial cells,LGALS3BP,655,11,0.07220448553562164,4.732824427480916,0.0
Endothelial cells,LGALS8,655,11,0.252265602350235,17.404580152671755,0.0
Endothelial cells,LGALS9,655,11,0.599526584148407,35.57251908396947,0.0
Endothelial cells,LTBP1,655,11,0.20447543263435364,11.297709923664122,0.0
Endothelial cells,NECTIN1,655,11,0.014448005706071854,1.3740458015267176,0.0
Endothelial cells,NECTIN3,655,11,0.07290459424257278,5.648854961832061,0.0
Endothelial cells,NECTIN4,655,11,0.003948827739804983,0.3053435114503817,0.0
Endothelial cells,PVR,655,11,0.14239002764225006,9.770992366412214,0.0
Endothelial cells,SERPINE1,655,11,0.14064668118953705,8.396946564885496,0.0
Endothelial cells,SIRPA,655,11,0.18894049525260925,12.51908396946565,0.0
Endothelial cells,SKIL,655,11,0.3441992700099945,20.916030534351147,0.0
Endothelial cells,SMAD7,655,11,0.09591275453567505,6.7175572519083975,0.0
Endothelial cells,TGFB1,655,11,0.64570552110672,37.25190839694656,0.0
Endothelial cells,TGFB2,655,11,0.08053740113973618,5.4961832061068705,0.0
Endothelial cells,TGFB3,655,11,0.048119064420461655,3.3587786259541987,0.0
Endothelial cells,TGFBR1,655,11,0.07577862590551376,5.038167938931298,0.0
Endothelial cells,TGFBR2,655,11,1.2908812761306763,59.69465648854961,1.4549936056137085
Endothelial cells,TGFBR3,655,11,0.5001721382141113,27.938931297709924,0.0
Endothelial cells,THBS1,655,11,0.24843405187129974,15.114503816793892,0.0
Endothelial cells,TIGIT,655,11,0.018420422449707985,0.9160305343511451,0.0
Epithelial cells,TACSTD2,17301,27,2.0853004455566406,81.57909947401885,2.2245864868164062
Epithelial cells,CD226,17301,27,0.004112377762794495,0.5317611698745738,0.0
Epithelial cells,CD44,17301,27,0.676180899143219,42.30391306860875,0.0
Epithelial cells,CD47,17301,27,1.5517715215682983,76.34818796601353,1.6559511423110962
Epithelial cells,CD96,17301,27,0.03266853094100952,3.560487833073233,0.0
Epithelial cells,HAVCR2,17301,27,0.007297874428331852,1.179122594069707,0.0
Epithelial cells,JUNB,17301,27,1.9702211618423462,80.75833766834288,1.9978386163711548
Epithelial cells,LAG3,17301,27,0.022685466334223747,3.086526790358939,0.0
Epithelial cells,LGALS1,17301,27,1.3309811353683472,58.002427605340735,0.9351397752761841
Epithelial cells,LGALS3,17301,27,2.274726390838623,85.46326801918964,2.405027151107788
Epithelial cells,LGALS3BP,17301,27,1.3196653127670288,67.3776082307381,1.3389302492141724
Epithelial cells,LGALS8,17301,27,0.2612212002277374,29.027223859892494,0.0
Epithelial cells,LGALS9,17301,27,0.4076768755912781,36.25801976764349,0.0
Epithelial cells,LTBP1,17301,27,0.08579734712839127,9.797121553667418,0.0
Epithelial cells,NECTIN1,17301,27,0.16995322704315186,20.84850586671291,0.0
Epithelial cells,NECTIN3,17301,27,0.07698576152324677,9.779781515519334,0.0
Epithelial cells,NECTIN4,17301,27,0.3851611614227295,34.85347667764869,0.0
Epithelial cells,PVR,17301,27,0.09778112173080444,13.47320964106121,0.0
Epithelial cells,SERPINE1,17301,27,0.03406408801674843,3.612507947517485,0.0
Epithelial cells,SIRPA,17301,27,0.01531163789331913,2.381365239003526,0.0
Epithelial cells,SKIL,17301,27,0.3449203372001648,34.362175596786315,0.0
Epithelial cells,SMAD7,17301,27,0.08479540050029755,11.490665279463615,0.0
Epithelial cells,TGFB1,17301,27,0.2086915373802185,23.49575169065372,0.0
Epithelial cells,TGFB2,17301,27,0.08584699034690857,9.958961909716201,0.0
Epithelial cells,TGFB3,17301,27,0.013251074589788914,1.8438240564129242,0.0
Epithelial cells,TGFBR1,17301,27,0.0677221342921257,9.531240968730131,0.0
Epithelial cells,TGFBR2,17301,27,0.2866958975791931,30.876827929021445,0.0
Epithelial cells,TGFBR3,17301,27,0.020652351900935173,2.9073463961620716,0.0
Epithelial cells,THBS1,17301,27,0.10727773606777191,11.70452574995665,0.0
Epithelial cells,TIGIT,17301,27,0.009795091114938259,1.2658227848101267,0.0
Fibroblasts,TACSTD2,1866,19,0.11651384085416794,8.306538049303322,0.0
Fibroblasts,CD226,1866,19,0.011756316758692265,1.0182207931404073,0.0
Fibroblasts,CD44,1866,19,0.9951959252357483,55.948553054662376,0.9788699746131897
Fibroblasts,CD47,1866,19,0.601836621761322,41.58628081457664,0.0
Fibroblasts,CD96,1866,19,0.02836661972105503,2.197213290460879,0.0
Fibroblasts,HAVCR2,1866,19,0.010678456164896488,1.1789924973204717,0.0
Fibroblasts,JUNB,1866,19,4.489375114440918,94.48017148981779,4.92076301574707
Fibroblasts,LAG3,1866,19,0.059688907116651535,4.930332261521972,0.0
Fibroblasts,LGALS1,1866,19,4.357755661010742,97.58842443729904,4.441397666931152
Fibroblasts,LGALS3,1866,19,2.2622482776641846,84.994640943194,2.499423027038574
Fibroblasts,LGALS3BP,1866,19,1.799106240272522,78.02786709539122,1.9928343296051025
Fibroblasts,LGALS8,1866,19,0.18840919435024261,15.969989281886388,0.0
Fibroblasts,LGALS9,1866,19,0.18247157335281372,13.879957127545554,0.0
Fibroblasts,LTBP1,1866,19,1.0868275165557861,58.89603429796356,1.0801589488983154
Fibroblasts,NECTIN1,1866,19,0.0272917952388525,2.8938906752411575,0.0
Fibroblasts,NECTIN3,1866,19,0.13297376036643982,11.093247588424438,0.0
Fibroblasts,NECTIN4,1866,19,0.0032590918708592653,0.3215434083601286,0.0
Fibroblasts,PVR,1866,19,0.04770534485578537,4.340836012861737,0.0
Fibroblasts,SERPINE1,1866,19,0.3180522918701172,19.935691318327976,0.0
Fibroblasts,SIRPA,1866,19,0.13289707899093628,11.57556270096463,0.0
Fibroblasts,SKIL,1866,19,0.5214401483535767,37.62057877813505,0.0
Fibroblasts,SMAD7,1866,19,0.11855869740247726,9.967845659163988,0.0
Fibroblasts,TGFB1,1866,19,0.4325252175331116,31.29689174705252,0.0
Fibroblasts,TGFB2,1866,19,0.03689439594745636,3.054662379421222,0.0
Fibroblasts,TGFB3,1866,19,0.4483206868171692,30.385852090032156,0.0
Fibroblasts,TGFBR1,1866,19,0.13408136367797852,11.52197213290461,0.0
Fibroblasts,TGFBR2,1866,19,0.4396687150001526,32.475884244372985,0.0
Fibroblasts,TGFBR3,1866,19,0.2213473916053772,16.773847802786708,0.0
Fibroblasts,THBS1,1866,19,0.4755006432533264,27.974276527331188,0.0
Fibroblasts,TIGIT,1866,19,0.02426879294216633,1.822079314040729,0.0
MAST cells,TACSTD2,1809,11,0.039400599896907806,2.1006080707573247,0.0
MAST cells,CD226,1809,11,0.07122852653265,3.26147042564953,0.0
MAST cells,CD44,1809,11,2.635908365249634,80.92868988391376,2.9734294414520264
MAST cells,CD47,1809,11,0.41710716485977173,19.56882255389718,0.0
MAST cells,CD96,1809,11,0.012358425185084343,0.6633499170812603,0.0
MAST cells,HAVCR2,1809,11,0.42327216267585754,19.458264234383638,0.0
MAST cells,JUNB,1809,11,3.9627907276153564,90.76838032061913,4.2433977127075195
MAST cells,LAG3,1809,11,0.0028218042571097612,0.16583747927031509,0.0
MAST cells,LGALS1,1809,11,2.675722599029541,77.61194029850746,2.996093511581421
MAST cells,LGALS3,1809,11,1.9836530685424805,65.39524599226093,2.331672191619873
MAST cells,LGALS3BP,1809,11,0.06375593692064285,3.095632946379215,0.0
MAST cells,LGALS8,1809,11,0.26450881361961365,12.65892758430072,0.0
MAST cells,LGALS9,1809,11,0.23709259927272797,11.608623548922056,0.0
MAST cells,LTBP1,1809,11,0.0019629248417913914,0.16583747927031509,0.0
MAST cells,NECTIN1,1809,11,0.015405339188873768,0.8844665561083471,0.0
MAST cells,NECTIN3,1809,11,0.002436501905322075,0.11055831951354339,0.0
MAST cells,NECTIN4,1809,11,0.002539014909416437,0.11055831951354339,0.0
MAST cells,PVR,1809,11,0.009792724624276161,0.4975124378109453,0.0
MAST cells,SERPINE1,1809,11,0.006758138537406921,0.3869541182974019,0.0
MAST cells,SIRPA,1809,11,0.05795532092452049,2.9297954671089,0.0
MAST cells,SKIL,1809,11,0.8906514644622803,35.98673300165838,0.0
MAST cells,SMAD7,1809,11,0.10867362469434738,5.4173576561636265,0.0
MAST cells,TGFB1,1809,11,0.36996757984161377,16.804864566058598,0.0
MAST cells,TGFB2,1809,11,0.0012610581470653415,0.055279159756771695,0.0
MAST cells,TGFB3,1809,11,0.0,0.0,0.0
MAST cells,TGFBR1,1809,11,0.050148192793130875,2.4322830292979547,0.0
MAST cells,TGFBR2,1809,11,0.12524773180484772,5.970149253731343,0.0
MAST cells,TGFBR3,1809,11,0.0032399038318544626,0.16583747927031509,0.0
MAST cells,THBS1,1809,11,0.04510674253106117,1.8242122719734661,0.0
MAST cells,TIGIT,1809,11,0.009370486252009869,0.4975124378109453,0.0
Myeloid cells,TACSTD2,18628,27,0.15215708315372467,10.242645479922698,0.0
Myeloid cells,CD226,18628,27,0.08192531019449234,7.547777539188319,0.0
Myeloid cells,CD44,18628,27,2.107477903366089,82.95039725144943,2.301201343536377
Myeloid cells,CD47,18628,27,0.871825098991394,54.64891561090831,0.7976830005645752
Myeloid cells,CD96,18628,27,0.020974863320589066,2.10435902941808,0.0
Myeloid cells,HAVCR2,18628,27,0.6488074064254761,45.05046167060339,0.0
Myeloid cells,JUNB,18628,27,2.812493324279785,87.34163624651063,3.02030611038208
Myeloid cells,LAG3,18628,27,0.05662277340888977,4.520077302984754,0.0
Myeloid cells,LGALS1,18628,27,4.316690921783447,97.0474554434185,4.534784317016602
Myeloid cells,LGALS3,18628,27,2.413088798522949,80.07837663732016,2.5104455947875977
Myeloid cells,LGALS3BP,18628,27,0.7354899644851685,42.19454584496457,0.0
Myeloid cells,LGALS8,18628,27,0.3149508833885193,26.422589649989263,0.0
Myeloid cells,LGALS9,18628,27,1.241369366645813,67.00665664590937,1.3692042827606201
Myeloid cells,LTBP1,18628,27,0.004560855682939291,0.3704101352802233,0.0
Myeloid cells,NECTIN1,18628,27,0.020904626697301865,2.125832080738673,0.0
Myeloid cells,NECTIN3,18628,27,0.002082205144688487,0.2415718273566674,0.0
Myeloid cells,NECTIN4,18628,27,0.02399340830743313,2.168778183379858,0.0
Myeloid cells,PVR,18628,27,0.061289481818675995,6.484861498818982,0.0
Myeloid cells,SERPINE1,18628,27,0.043636567890644073,3.5269486794073437,0.0
Myeloid cells,SIRPA,18628,27,0.6264656782150269,45.00214730513206,0.0
Myeloid cells,SKIL,18628,27,0.47898703813552856,34.668241357096846,0.0
Myeloid cells,SMAD7,18628,27,0.12595607340335846,11.246510629160404,0.0
Myeloid cells,TGFB1,18628,27,0.6413789391517639,46.00064419153962,0.0
Myeloid cells,TGFB2,18628,27,0.015724124386906624,1.4655357526304489,0.0
Myeloid cells,TGFB3,18628,27,0.003080339403823018,0.2576766158471119,0.0
Myeloid cells,TGFBR1,18628,27,0.24311375617980957,20.844964569465322,0.0
Myeloid cells,TGFBR2,18628,27,0.4081956148147583,32.236418295039726,0.0
Myeloid cells,TGFBR3,18628,27,0.007094133645296097,0.622718488297187,0.0
Myeloid cells,THBS1,18628,27,0.14310142397880554,7.757139789564096,0.0
Myeloid cells,TIGIT,18628,27,0.02179921418428421,1.8091045737599312,0.0
NK cells,TACSTD2,3868,27,0.08063201606273651,3.386763185108583,0.0
NK cells,CD226,3868,27,0.2436012625694275,10.573940020682523,0.0
NK cells,CD44,3868,27,0.9853602647781372,36.944157187176835,0.0
NK cells,CD47,3868,27,0.8884601593017578,35.315408479834545,0.0
NK cells,CD96,3868,27,0.4709668755531311,19.932781799379523,0.0
NK cells,HAVCR2,3868,27,0.4831448197364807,19.36401240951396,0.0
NK cells,JUNB,3868,27,2.244915008544922,68.43329886246123,2.565904378890991
NK cells,LAG3,3868,27,0.2828124165534973,11.452947259565667,0.0
NK cells,LGALS1,3868,27,2.1224968433380127,61.91830403309204,2.5099334716796875
NK cells,LGALS3,3868,27,0.43960341811180115,17.81282316442606,0.0
NK cells,LGALS3BP,3868,27,0.053988561034202576,2.3009307135470527,0.0
NK cells,LGALS8,3868,27,0.14983326196670532,6.618407445708377,0.0
NK cells,LGALS9,3868,27,0.22128981351852417,9.927611168562564,0.0
NK cells,LTBP1,3868,27,0.0011736663291230798,0.0517063081695967,0.0
NK cells,NECTIN1,3868,27,0.029397686943411827,1.1633919338159255,0.0
NK cells,NECTIN3,3868,27,0.0139866778627038,0.6204756980351602,0.0
NK cells,NECTIN4,3868,27,0.006863608956336975,0.3102378490175801,0.0
NK cells,PVR,3868,27,0.007630349136888981,0.3360910031023785,0.0
NK cells,SERPINE1,3868,27,0.002663646824657917,0.12926577042399173,0.0
NK cells,SIRPA,3868,27,0.0037824627943336964,0.1809720785935884,0.0
NK cells,SKIL,3868,27,0.24611921608448029,10.031023784901757,0.0
NK cells,SMAD7,3868,27,0.13299323618412018,5.584281282316442,0.0
NK cells,TGFB1,3868,27,0.8556696176528931,34.332988624612206,0.0
NK cells,TGFB2,3868,27,0.0014913349878042936,0.07755946225439503,0.0
NK cells,TGFB3,3868,27,0.0030510954093188047,0.12926577042399173,0.0
NK cells,TGFBR1,3868,27,0.13695578277111053,6.023784901758014,0.0
NK cells,TGFBR2,3868,27,0.15729375183582306,6.954498448810755,0.0
NK cells,TGFBR3,3868,27,0.2922092378139496,12.125129265770424,0.0
NK cells,THBS1,3868,27,0.014924107119441032,0.672182006204757,0.0
NK cells,TIGIT,3868,27,0.5309898257255554,20.708376421923475,0.0
T lymphocytes,TACSTD2,39375,27,0.05927012488245964,2.6946031746031744,0.0
T lymphocytes,CD226,39375,27,0.15644654631614685,7.624126984126985,0.0
T lymphocytes,CD44,39375,27,1.7195894718170166,64.59428571428572,2.0488455295562744
T lymphocytes,CD47,39375,27,0.6991845965385437,31.497142857142858,0.0
T lymphocytes,CD96,39375,27,0.5863926410675049,25.59238095238095,0.0
T lymphocytes,HAVCR2,39375,27,0.11135860532522202,4.866031746031746,0.0
T lymphocytes,JUNB,39375,27,3.2454397678375244,84.80253968253967,3.47261905670166
T lymphocytes,LAG3,39375,27,0.3457200527191162,13.876825396825396,0.0
T lymphocytes,LGALS1,39375,27,1.3161064386367798,43.3168253968254,0.0
T lymphocytes,LGALS3,39375,27,0.6422415971755981,26.01650793650794,0.0
T lymphocytes,LGALS3BP,39375,27,0.16807420551776886,8.281904761904762,0.0
T lymphocytes,LGALS8,39375,27,0.2317323386669159,11.273650793650795,0.0
T lymphocytes,LGALS9,39375,27,0.17541953921318054,8.713650793650794,0.0
T lymphocytes,LTBP1,39375,27,0.002770925872027874,0.14476190476190476,0.0
T lymphocytes,NECTIN1,39375,27,0.004961664322763681,0.23873015873015874,0.0
T lymphocytes,NECTIN3,39375,27,0.03868703171610832,1.7853968253968253,0.0
T lymphocytes,NECTIN4,39375,27,0.003261219710111618,0.15746031746031744,0.0
T lymphocytes,PVR,39375,27,0.004754162859171629,0.23873015873015874,0.0
T lymphocytes,SERPINE1,39375,27,0.0018155249999836087,0.09142857142857143,0.0
T lymphocytes,SIRPA,39375,27,0.006004767958074808,0.2946031746031746,0.0
T lymphocytes,SKIL,39375,27,0.30590447783470154,13.44,0.0
T lymphocytes,SMAD7,39375,27,0.12532296776771545,5.572063492063492,0.0
T lymphocytes,TGFB1,39375,27,0.5205081105232239,23.276190476190475,0.0
T lymphocytes,TGFB2,39375,27,0.0011512187775224447,0.055873015873015866,0.0
T lymphocytes,TGFB3,39375,27,0.0031524982769042253,0.1523809523809524,0.0
T lymphocytes,TGFBR1,39375,27,0.045064445585012436,2.2095238095238097,0.0
T lymphocytes,TGFBR2,39375,27,0.18706081807613373,9.137777777777778,0.0
T lymphocytes,TGFBR3,39375,27,0.08024862408638,3.7714285714285714,0.0
T lymphocytes,THBS1,39375,27,0.01115548238158226,0.5282539682539683,0.0
T lymphocytes,TIGIT,39375,27,0.5997817516326904,22.80888888888889,0.0
Undetermined,TACSTD2,375,15,0.04028930142521858,3.2,0.0
Undetermined,CD226,375,15,0.002756668021902442,0.26666666666666666,0.0
Undetermined,CD44,375,15,0.6385822892189026,37.6,0.0
Undetermined,CD47,375,15,0.7549463510513306,45.86666666666667,0.0
Undetermined,CD96,375,15,0.03558246046304703,2.666666666666667,0.0
Undetermined,HAVCR2,375,15,0.020452184602618217,1.6,0.0
Undetermined,JUNB,375,15,0.8784871697425842,47.46666666666667,0.0
Undetermined,LAG3,375,15,0.06367365270853043,4.0,0.0
Undetermined,LGALS1,375,15,1.3403270244598389,60.0,1.3379302024841309
Undetermined,LGALS3,375,15,0.28172415494918823,16.0,0.0
Undetermined,LGALS3BP,375,15,0.042800914496183395,2.933333333333333,0.0
Undetermined,LGALS8,375,15,0.17223192751407623,12.8,0.0
Undetermined,LGALS9,375,15,0.46920010447502136,29.86666666666667,0.0
Undetermined,LTBP1,375,15,0.003581011202186346,0.26666666666666666,0.0
Undetermined,NECTIN1,375,15,0.2897278964519501,19.466666666666665,0.0
Undetermined,NECTIN3,375,15,0.0,0.0,0.0
Undetermined,NECTIN4,375,15,0.0020389577839523554,0.26666666666666666,0.0
Undetermined,PVR,375,15,0.0037252153269946575,0.26666666666666666,0.0
Undetermined,SERPINE1,375,15,0.0,0.0,0.0
Undetermined,SIRPA,375,15,0.009685729630291462,0.8,0.0
Undetermined,SKIL,375,15,0.10715930163860321,8.0,0.0
Undetermined,SMAD7,375,15,0.0,0.0,0.0
Undetermined,TGFB1,375,15,0.5374107360839844,33.6,0.0
Undetermined,TGFB2,375,15,0.003029403043910861,0.26666666666666666,0.0
Undetermined,TGFB3,375,15,0.0033182583283632994,0.26666666666666666,0.0
Undetermined,TGFBR1,375,15,0.03291555866599083,2.666666666666667,0.0
Undetermined,TGFBR2,375,15,0.47797679901123047,31.2,0.0
Undetermined,TGFBR3,375,15,0.010304058901965618,0.8,0.0
Undetermined,THBS1,375,15,0.0,0.0,0.0
Undetermined,TIGIT,375,15,0.014771324582397938,1.0666666666666667,0.0
