Samples,geneID,value,cell_line,Responder,Baseline,GSE_ID,Mouse_treatment,pvalue,label,label2,num,count
SRX3178240,Epcam,0.752640845173326,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=7),Responders,0,GSE103725,BRAFi; antiPDL2;,0.915211114628412,NA,NA,2,7
SRX3178239,Epcam,0.314200606346847,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=7),Responders,0,GSE103725,BRAFi; antiPDL2;,0.915211114628412,NA,NA,2,7
SRX3178241,Epcam,1.08086800070988,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=7),Non-responders,0,GSE103725,BRAFi; antiPDL2;,1,NA,NA,2,7
SRX3178242,Epcam,0.314763488037752,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=7),Non-responders,0,GSE103725,BRAFi; antiPDL2;,1,NA,NA,2,7
SRX3178236,Epcam,1.80781619878615,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=7),Baseline,1,GSE103725,BRAFi,NA,NA,NA,2,7
SRX3178237,Epcam,0.426193399834225,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=7),Baseline,1,GSE103725,BRAFi,NA,NA,NA,2,7
SRX3178238,Epcam,1.13136763602501,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=7),Baseline,1,GSE103725,BRAFi,NA,NA,NA,2,7
SRX7813730,Epcam,6.22181791467732,YTN16_GSE146027_day7_antiCTLA4(n=9),Responders,0,GSE146027,antiCTLA4,0.0504247489259794,NA,NA,2,9
SRX7813728,Epcam,5.97263182061235,YTN16_GSE146027_day7_antiCTLA4(n=9),Responders,0,GSE146027,antiCTLA4,0.0504247489259794,NA,NA,2,9
SRX7813729,Epcam,5.88657704519108,YTN16_GSE146027_day7_antiCTLA4(n=9),Responders,0,GSE146027,antiCTLA4,0.0504247489259794,NA,NA,2,9
SRX7813726,Epcam,5.84958602623719,YTN16_GSE146027_day7_antiCTLA4(n=9),Responders,0,GSE146027,antiCTLA4,0.0504247489259794,NA,NA,2,9
SRX7813727,Epcam,5.72946804429958,YTN16_GSE146027_day7_antiCTLA4(n=9),Responders,0,GSE146027,antiCTLA4,0.0504247489259794,NA,NA,2,9
SRX7813685,Epcam,1.92046443142769,YTN16_GSE146027_day7_antiCTLA4(n=9),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,9
SRX7813686,Epcam,3.71838497212562,YTN16_GSE146027_day7_antiCTLA4(n=9),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,9
SRX7813688,Epcam,5.02700666857157,YTN16_GSE146027_day7_antiCTLA4(n=9),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,9
SRX7813689,Epcam,5.51980490071861,YTN16_GSE146027_day7_antiCTLA4(n=9),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,9
SRX7813738,Epcam,8.79677357049514,YTN16_GSE146027_day21_antiCTLA4(n=10),Responders,0,GSE146027,antiCTLA4,0.161140265756298,NA,NA,2,10
SRX7813737,Epcam,6.11997999945389,YTN16_GSE146027_day21_antiCTLA4(n=10),Responders,0,GSE146027,antiCTLA4,0.161140265756298,NA,NA,2,10
SRX7813736,Epcam,5.92219037795745,YTN16_GSE146027_day21_antiCTLA4(n=10),Responders,0,GSE146027,antiCTLA4,0.161140265756298,NA,NA,2,10
SRX7813740,Epcam,5.35232074981005,YTN16_GSE146027_day21_antiCTLA4(n=10),Responders,0,GSE146027,antiCTLA4,0.161140265756298,NA,NA,2,10
SRX7813739,Epcam,5.25355317826605,YTN16_GSE146027_day21_antiCTLA4(n=10),Responders,0,GSE146027,antiCTLA4,0.161140265756298,NA,NA,2,10
SRX7813705,Epcam,8.40604150489182,YTN16_GSE146027_day21_antiCTLA4(n=10),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,10
SRX7813706,Epcam,8.59985982588855,YTN16_GSE146027_day21_antiCTLA4(n=10),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,10
SRX7813707,Epcam,8.17593441756847,YTN16_GSE146027_day21_antiCTLA4(n=10),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,10
SRX7813708,Epcam,8.29054850915496,YTN16_GSE146027_day21_antiCTLA4(n=10),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,10
SRX7813709,Epcam,7.43998316803728,YTN16_GSE146027_day21_antiCTLA4(n=10),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,10
SRX7813734,Epcam,6.7483373131667,YTN16_GSE146027_day14_antiCTLA4(n=9),Responders,0,GSE146027,antiCTLA4,0.571549848458836,NA,NA,2,9
SRX7813732,Epcam,6.43471018372998,YTN16_GSE146027_day14_antiCTLA4(n=9),Responders,0,GSE146027,antiCTLA4,0.571549848458836,NA,NA,2,9
SRX7813731,Epcam,6.21707571513284,YTN16_GSE146027_day14_antiCTLA4(n=9),Responders,0,GSE146027,antiCTLA4,0.571549848458836,NA,NA,2,9
SRX7813735,Epcam,6.11483438826629,YTN16_GSE146027_day14_antiCTLA4(n=9),Responders,0,GSE146027,antiCTLA4,0.571549848458836,NA,NA,2,9
SRX7813733,Epcam,5.75908207226608,YTN16_GSE146027_day14_antiCTLA4(n=9),Responders,0,GSE146027,antiCTLA4,0.571549848458836,NA,NA,2,9
SRX7813695,Epcam,6.53294267208949,YTN16_GSE146027_day14_antiCTLA4(n=9),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,9
SRX7813696,Epcam,4.20178431700789,YTN16_GSE146027_day14_antiCTLA4(n=9),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,9
SRX7813697,Epcam,6.04096195617945,YTN16_GSE146027_day14_antiCTLA4(n=9),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,9
SRX7813699,Epcam,5.67317390646203,YTN16_GSE146027_day14_antiCTLA4(n=9),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,9
SRX7813719,Epcam,5.47487715623568,YTN16_GSE146027_day10_antiPD1(n=8),Non-responders,0,GSE146027,antiPD1,0.293678158874342,NA,NA,2,8
SRX7813718,Epcam,4.55045079863837,YTN16_GSE146027_day10_antiPD1(n=8),Non-responders,0,GSE146027,antiPD1,0.293678158874342,NA,NA,2,8
SRX7813721,Epcam,4.5176279449918,YTN16_GSE146027_day10_antiPD1(n=8),Non-responders,0,GSE146027,antiPD1,0.293678158874342,NA,NA,2,8
SRX7813720,Epcam,3.21507887611347,YTN16_GSE146027_day10_antiPD1(n=8),Non-responders,0,GSE146027,antiPD1,0.293678158874342,NA,NA,2,8
SRX7813710,Epcam,6.10691296580528,YTN16_GSE146027_day10_antiPD1(n=8),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,8
SRX7813711,Epcam,5.45543868576911,YTN16_GSE146027_day10_antiPD1(n=8),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,8
SRX7813712,Epcam,5.38709535417755,YTN16_GSE146027_day10_antiPD1(n=8),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,8
SRX7813713,Epcam,5.60300744814124,YTN16_GSE146027_day10_antiPD1(n=8),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,8
SRX7813725,Epcam,5.5806061746047,YTN16_GSE146027_anti_IL17_day10_antiPD1(n=8),Responders,0,GSE146027,antiPD1; antiIL17,0.0239900686460265,*,NA,2,8
SRX7813724,Epcam,4.98052901273872,YTN16_GSE146027_anti_IL17_day10_antiPD1(n=8),Responders,0,GSE146027,antiPD1; antiIL17,0.0239900686460265,NA,NA,2,8
SRX7813722,Epcam,4.75286262188318,YTN16_GSE146027_anti_IL17_day10_antiPD1(n=8),Responders,0,GSE146027,antiPD1; antiIL17,0.0239900686460265,NA,NA,2,8
SRX7813723,Epcam,4.64611714010272,YTN16_GSE146027_anti_IL17_day10_antiPD1(n=8),Responders,0,GSE146027,antiPD1; antiIL17,0.0239900686460265,NA,NA,2,8
SRX7813714,Epcam,5.81769017245297,YTN16_GSE146027_anti_IL17_day10_antiPD1(n=8),Baseline,1,GSE146027,anti_IL17,NA,NA,NA,2,8
SRX7813715,Epcam,5.78771618510007,YTN16_GSE146027_anti_IL17_day10_antiPD1(n=8),Baseline,1,GSE146027,anti_IL17,NA,NA,NA,2,8
SRX7813716,Epcam,5.50955185023625,YTN16_GSE146027_anti_IL17_day10_antiPD1(n=8),Baseline,1,GSE146027,anti_IL17,NA,NA,NA,2,8
SRX7813717,Epcam,5.94218783281681,YTN16_GSE146027_anti_IL17_day10_antiPD1(n=8),Baseline,1,GSE146027,anti_IL17,NA,NA,NA,2,8
SRX5100602,Epcam,0.914118252245338,T11_GSE124821_UV_end_antiCTLA4&antiPD1(n=9),Responders,0,GSE124821,antiPD1; antiCTLA4;,0.231580199156962,NA,NA,2,9
SRX5100681,Epcam,0.870404177369718,T11_GSE124821_UV_end_antiCTLA4&antiPD1(n=9),Responders,0,GSE124821,antiPD1; antiCTLA4;,0.231580199156962,NA,NA,2,9
SRX5100600,Epcam,0.567734290100301,T11_GSE124821_UV_end_antiCTLA4&antiPD1(n=9),Responders,0,GSE124821,antiPD1; antiCTLA4;,0.231580199156962,NA,NA,2,9
SRX5100603,Epcam,0.546399137006045,T11_GSE124821_UV_end_antiCTLA4&antiPD1(n=9),Responders,0,GSE124821,antiPD1; antiCTLA4;,0.231580199156962,NA,NA,2,9
SRX5100684,Epcam,0.328753759595512,T11_GSE124821_UV_end_antiCTLA4&antiPD1(n=9),Responders,0,GSE124821,antiPD1; antiCTLA4;,0.231580199156962,NA,NA,2,9
SRX5100641,Epcam,1.58224912672538,T11_GSE124821_UV_end_antiCTLA4&antiPD1(n=9),Baseline,1,GSE124821,no_treatment,NA,NA,NA,2,9
SRX5100723,Epcam,0.241658386435484,T11_GSE124821_UV_end_antiCTLA4&antiPD1(n=9),Baseline,1,GSE124821,no_treatment,NA,NA,NA,2,9
SRX5100858,Epcam,0.849520549465178,T11_GSE124821_UV_end_antiCTLA4&antiPD1(n=9),Baseline,1,GSE124821,no_treatment,NA,NA,NA,2,9
SRX5100866,Epcam,1.39910928224371,T11_GSE124821_UV_end_antiCTLA4&antiPD1(n=9),Baseline,1,GSE124821,no_treatment,NA,NA,NA,2,9
SRX5100788,Epcam,1.6548607707377,T11_GSE124821_UV_day7_antiCTLA4&antiPD1(n=8),Responders,0,GSE124821,antiPD1; antiCTLA4;,0.500840229883574,NA,NA,2,8
SRX5100790,Epcam,1.59225609248332,T11_GSE124821_UV_day7_antiCTLA4&antiPD1(n=8),Responders,0,GSE124821,antiPD1; antiCTLA4;,0.500840229883574,NA,NA,2,8
SRX5100789,Epcam,0.908771412851358,T11_GSE124821_UV_day7_antiCTLA4&antiPD1(n=8),Responders,0,GSE124821,antiPD1; antiCTLA4;,0.500840229883574,NA,NA,2,8
SRX5100787,Epcam,0.0857468810806419,T11_GSE124821_UV_day7_antiCTLA4&antiPD1(n=8),Responders,0,GSE124821,antiPD1; antiCTLA4;,0.500840229883574,NA,NA,2,8
SRX5100688,Epcam,0.277675352715547,T11_GSE124821_UV_day7_antiCTLA4&antiPD1(n=8),Baseline,1,GSE124821,no_treatment,NA,NA,NA,2,8
