Samples,geneID,value,cell_line,Responder,Baseline,GSE_ID,Mouse_treatment,pvalue,label,label2,num,count
SRX3178240,Pdcd1,1.97741046447478,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=7),Responders,0,GSE103725,BRAFi; antiPDL2;,0.0953001320879549,NA,NA,2,7
SRX3178239,Pdcd1,1.03600535085559,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=7),Responders,0,GSE103725,BRAFi; antiPDL2;,0.0953001320879549,NA,NA,2,7
SRX3178242,Pdcd1,0.988035442764868,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=7),Non-responders,0,GSE103725,BRAFi; antiPDL2;,1,NA,NA,2,7
SRX3178241,Pdcd1,0.686586315585262,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=7),Non-responders,0,GSE103725,BRAFi; antiPDL2;,1,NA,NA,2,7
SRX3178236,Pdcd1,0.737741617736614,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=7),Baseline,1,GSE103725,BRAFi,NA,NA,NA,2,7
SRX3178237,Pdcd1,0.756591850114238,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=7),Baseline,1,GSE103725,BRAFi,NA,NA,NA,2,7
SRX3178238,Pdcd1,0.109938045933155,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=7),Baseline,1,GSE103725,BRAFi,NA,NA,NA,2,7
SRX7813730,Pdcd1,2.03380849100832,YTN16_GSE146027_day7_antiCTLA4(n=9),Responders,0,GSE146027,antiCTLA4,0.749184362820344,NA,NA,2,9
SRX7813726,Pdcd1,1.63614478303224,YTN16_GSE146027_day7_antiCTLA4(n=9),Responders,0,GSE146027,antiCTLA4,0.749184362820344,NA,NA,2,9
SRX7813727,Pdcd1,1.42681166730202,YTN16_GSE146027_day7_antiCTLA4(n=9),Responders,0,GSE146027,antiCTLA4,0.749184362820344,NA,NA,2,9
SRX7813729,Pdcd1,1.26486906821679,YTN16_GSE146027_day7_antiCTLA4(n=9),Responders,0,GSE146027,antiCTLA4,0.749184362820344,NA,NA,2,9
SRX7813728,Pdcd1,1.25960875023092,YTN16_GSE146027_day7_antiCTLA4(n=9),Responders,0,GSE146027,antiCTLA4,0.749184362820344,NA,NA,2,9
SRX7813685,Pdcd1,0.626687702736209,YTN16_GSE146027_day7_antiCTLA4(n=9),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,9
SRX7813686,Pdcd1,2.24998833544414,YTN16_GSE146027_day7_antiCTLA4(n=9),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,9
SRX7813688,Pdcd1,2.09510108962389,YTN16_GSE146027_day7_antiCTLA4(n=9),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,9
SRX7813689,Pdcd1,1.63884723884408,YTN16_GSE146027_day7_antiCTLA4(n=9),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,9
SRX7813739,Pdcd1,4.2851769188916,YTN16_GSE146027_day21_antiCTLA4(n=10),Responders,0,GSE146027,antiCTLA4,0.0370272841658694,*,NA,2,10
SRX7813736,Pdcd1,4.06396760165004,YTN16_GSE146027_day21_antiCTLA4(n=10),Responders,0,GSE146027,antiCTLA4,0.0370272841658694,NA,NA,2,10
SRX7813740,Pdcd1,4.00462354423241,YTN16_GSE146027_day21_antiCTLA4(n=10),Responders,0,GSE146027,antiCTLA4,0.0370272841658694,NA,NA,2,10
SRX7813738,Pdcd1,3.61766005176816,YTN16_GSE146027_day21_antiCTLA4(n=10),Responders,0,GSE146027,antiCTLA4,0.0370272841658694,NA,NA,2,10
SRX7813737,Pdcd1,3.53651461313353,YTN16_GSE146027_day21_antiCTLA4(n=10),Responders,0,GSE146027,antiCTLA4,0.0370272841658694,NA,NA,2,10
SRX7813705,Pdcd1,3.20023643626033,YTN16_GSE146027_day21_antiCTLA4(n=10),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,10
SRX7813706,Pdcd1,3.80136769718812,YTN16_GSE146027_day21_antiCTLA4(n=10),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,10
SRX7813707,Pdcd1,3.03770024760861,YTN16_GSE146027_day21_antiCTLA4(n=10),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,10
SRX7813708,Pdcd1,2.42874620216028,YTN16_GSE146027_day21_antiCTLA4(n=10),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,10
SRX7813709,Pdcd1,3.03139202008433,YTN16_GSE146027_day21_antiCTLA4(n=10),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,10
SRX7813734,Pdcd1,4.75015063336389,YTN16_GSE146027_day14_antiCTLA4(n=7),Responders,0,GSE146027,antiCTLA4,0.0135111412629915,*,NA,2,7
SRX7813732,Pdcd1,4.59307034380914,YTN16_GSE146027_day14_antiCTLA4(n=7),Responders,0,GSE146027,antiCTLA4,0.0135111412629915,NA,NA,2,7
SRX7813731,Pdcd1,4.51899814964196,YTN16_GSE146027_day14_antiCTLA4(n=7),Responders,0,GSE146027,antiCTLA4,0.0135111412629915,NA,NA,2,7
SRX7813695,Pdcd1,3.18286436200498,YTN16_GSE146027_day14_antiCTLA4(n=7),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,7
SRX7813696,Pdcd1,2.95561392251688,YTN16_GSE146027_day14_antiCTLA4(n=7),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,7
SRX7813697,Pdcd1,4.19769998135043,YTN16_GSE146027_day14_antiCTLA4(n=7),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,7
SRX7813699,Pdcd1,4.36480114436025,YTN16_GSE146027_day14_antiCTLA4(n=7),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,7
SRX7813719,Pdcd1,2.60782503632272,YTN16_GSE146027_day10_antiPD1(n=8),Non-responders,0,GSE146027,antiPD1,0.808668661559731,NA,NA,2,8
SRX7813721,Pdcd1,2.42250240420985,YTN16_GSE146027_day10_antiPD1(n=8),Non-responders,0,GSE146027,antiPD1,0.808668661559731,NA,NA,2,8
SRX7813720,Pdcd1,2.17251311767943,YTN16_GSE146027_day10_antiPD1(n=8),Non-responders,0,GSE146027,antiPD1,0.808668661559731,NA,NA,2,8
SRX7813718,Pdcd1,1.63121140344437,YTN16_GSE146027_day10_antiPD1(n=8),Non-responders,0,GSE146027,antiPD1,0.808668661559731,NA,NA,2,8
SRX7813710,Pdcd1,2.09114972822927,YTN16_GSE146027_day10_antiPD1(n=8),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,8
SRX7813711,Pdcd1,1.91527345111811,YTN16_GSE146027_day10_antiPD1(n=8),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,8
SRX7813712,Pdcd1,2.34244835986225,YTN16_GSE146027_day10_antiPD1(n=8),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,8
SRX7813713,Pdcd1,2.02758014285183,YTN16_GSE146027_day10_antiPD1(n=8),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,8
SRX7813722,Pdcd1,2.48765201309027,YTN16_GSE146027_anti_IL17_day10_antiPD1(n=8),Responders,0,GSE146027,antiPD1; antiIL17,0.0893085664310573,NA,NA,2,8
SRX7813724,Pdcd1,2.47642523996768,YTN16_GSE146027_anti_IL17_day10_antiPD1(n=8),Responders,0,GSE146027,antiPD1; antiIL17,0.0893085664310573,NA,NA,2,8
SRX7813725,Pdcd1,2.32494306035745,YTN16_GSE146027_anti_IL17_day10_antiPD1(n=8),Responders,0,GSE146027,antiPD1; antiIL17,0.0893085664310573,NA,NA,2,8
SRX7813723,Pdcd1,2.15533183974024,YTN16_GSE146027_anti_IL17_day10_antiPD1(n=8),Responders,0,GSE146027,antiPD1; antiIL17,0.0893085664310573,NA,NA,2,8
SRX7813714,Pdcd1,1.96738518002024,YTN16_GSE146027_anti_IL17_day10_antiPD1(n=8),Baseline,1,GSE146027,anti_IL17,NA,NA,NA,2,8
SRX7813715,Pdcd1,2.05139159276482,YTN16_GSE146027_anti_IL17_day10_antiPD1(n=8),Baseline,1,GSE146027,anti_IL17,NA,NA,NA,2,8
SRX7813716,Pdcd1,1.13796904567159,YTN16_GSE146027_anti_IL17_day10_antiPD1(n=8),Baseline,1,GSE146027,anti_IL17,NA,NA,NA,2,8
SRX7813717,Pdcd1,2.01487050021571,YTN16_GSE146027_anti_IL17_day10_antiPD1(n=8),Baseline,1,GSE146027,anti_IL17,NA,NA,NA,2,8
SRX5100600,Pdcd1,1.63769463086887,T11_GSE124821_UV_end_antiCTLA4&antiPD1(n=9),Responders,0,GSE124821,antiPD1; antiCTLA4;,0.0169820770633849,*,NA,2,9
SRX5100603,Pdcd1,1.32341791789351,T11_GSE124821_UV_end_antiCTLA4&antiPD1(n=9),Responders,0,GSE124821,antiPD1; antiCTLA4;,0.0169820770633849,NA,NA,2,9
SRX5100681,Pdcd1,1.29272816241685,T11_GSE124821_UV_end_antiCTLA4&antiPD1(n=9),Responders,0,GSE124821,antiPD1; antiCTLA4;,0.0169820770633849,NA,NA,2,9
SRX5100684,Pdcd1,0.904585058936474,T11_GSE124821_UV_end_antiCTLA4&antiPD1(n=9),Responders,0,GSE124821,antiPD1; antiCTLA4;,0.0169820770633849,NA,NA,2,9
SRX5100602,Pdcd1,0.434746173559014,T11_GSE124821_UV_end_antiCTLA4&antiPD1(n=9),Responders,0,GSE124821,antiPD1; antiCTLA4;,0.0169820770633849,NA,NA,2,9
SRX5100641,Pdcd1,0.637830006909016,T11_GSE124821_UV_end_antiCTLA4&antiPD1(n=9),Baseline,1,GSE124821,no_treatment,NA,NA,NA,2,9
SRX5100723,Pdcd1,0.346878620163644,T11_GSE124821_UV_end_antiCTLA4&antiPD1(n=9),Baseline,1,GSE124821,no_treatment,NA,NA,NA,2,9
SRX5100858,Pdcd1,0.262244313991524,T11_GSE124821_UV_end_antiCTLA4&antiPD1(n=9),Baseline,1,GSE124821,no_treatment,NA,NA,NA,2,9
SRX5100866,Pdcd1,0.114071125510857,T11_GSE124821_UV_end_antiCTLA4&antiPD1(n=9),Baseline,1,GSE124821,no_treatment,NA,NA,NA,2,9
SRX5100787,Pdcd1,3.23378853409242,T11_GSE124821_UV_day7_antiCTLA4&antiPD1(n=8),Responders,0,GSE124821,antiPD1; antiCTLA4;,7.85665955766489e-05,***,NA,2,8
SRX5100789,Pdcd1,2.95308621823298,T11_GSE124821_UV_day7_antiCTLA4&antiPD1(n=8),Responders,0,GSE124821,antiPD1; antiCTLA4;,7.85665955766489e-05,NA,NA,2,8
SRX5100790,Pdcd1,2.61368440077692,T11_GSE124821_UV_day7_antiCTLA4&antiPD1(n=8),Responders,0,GSE124821,antiPD1; antiCTLA4;,7.85665955766489e-05,NA,NA,2,8
SRX5100788,Pdcd1,2.54767783887371,T11_GSE124821_UV_day7_antiCTLA4&antiPD1(n=8),Responders,0,GSE124821,antiPD1; antiCTLA4;,7.85665955766489e-05,NA,NA,2,8
SRX5100688,Pdcd1,0.267264911513902,T11_GSE124821_UV_day7_antiCTLA4&antiPD1(n=8),Baseline,1,GSE124821,no_treatment,NA,NA,NA,2,8
SRX5100710,Pdcd1,0.365013857452974,T11_GSE124821_UV_day7_antiCTLA4&antiPD1(n=8),Baseline,1,GSE124821,no_treatment,NA,NA,NA,2,8
SRX5100793,Pdcd1,0.834590682840933,T11_GSE124821_UV_day7_antiCTLA4&antiPD1(n=8),Baseline,1,GSE124821,no_treatment,NA,NA,NA,2,8
SRX5100794,Pdcd1,1.36367067623406,T11_GSE124821_UV_day7_antiCTLA4&antiPD1(n=8),Baseline,1,GSE124821,no_treatment,NA,NA,NA,2,8
SRX5100601,Pdcd1,1.64451852327736,T11_GSE124821_UV_day3_antiCTLA4&antiPD1(n=7),Responders,0,GSE124821,antiPD1; antiCTLA4;,0.0714790726831532,NA,NA,2,7
SRX5100850,Pdcd1,1.1753655525599,T11_GSE124821_UV_day3_antiCTLA4&antiPD1(n=7),Responders,0,GSE124821,antiPD1; antiCTLA4;,0.0714790726831532,NA,NA,2,7
