Samples,geneID,value,cell_line,Responder,Baseline,GSE_ID,Mouse_treatment,pvalue,label,label2,num,count
SRX3178240,Cd8a,4.68198369226037,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=7),Responders,0,GSE103725,BRAFi; antiPDL2;,0.0010186728814157,**,NA,2,7
SRX3178239,Cd8a,0.93894088779288,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=7),Responders,0,GSE103725,BRAFi; antiPDL2;,0.0010186728814157,NA,NA,2,7
SRX3178242,Cd8a,2.34354943033911,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=7),Non-responders,0,GSE103725,BRAFi; antiPDL2;,0.822422146619677,NA,NA,2,7
SRX3178241,Cd8a,0.395409769610054,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=7),Non-responders,0,GSE103725,BRAFi; antiPDL2;,0.822422146619677,NA,NA,2,7
SRX3178236,Cd8a,0.259757686879824,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=7),Baseline,1,GSE103725,BRAFi,NA,NA,NA,2,7
SRX3178237,Cd8a,0.616505568139894,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=7),Baseline,1,GSE103725,BRAFi,NA,NA,NA,2,7
SRX3178238,Cd8a,0.353227479662158,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=7),Baseline,1,GSE103725,BRAFi,NA,NA,NA,2,7
SRX7813730,Cd8a,2.85754533494846,YTN16_GSE146027_day7_antiCTLA4(n=9),Responders,0,GSE146027,antiCTLA4,0.644381183908734,NA,NA,2,9
SRX7813726,Cd8a,2.18670686856695,YTN16_GSE146027_day7_antiCTLA4(n=9),Responders,0,GSE146027,antiCTLA4,0.644381183908734,NA,NA,2,9
SRX7813727,Cd8a,2.04226155224319,YTN16_GSE146027_day7_antiCTLA4(n=9),Responders,0,GSE146027,antiCTLA4,0.644381183908734,NA,NA,2,9
SRX7813728,Cd8a,1.77516350777497,YTN16_GSE146027_day7_antiCTLA4(n=9),Responders,0,GSE146027,antiCTLA4,0.644381183908734,NA,NA,2,9
SRX7813729,Cd8a,1.70078281680701,YTN16_GSE146027_day7_antiCTLA4(n=9),Responders,0,GSE146027,antiCTLA4,0.644381183908734,NA,NA,2,9
SRX7813685,Cd8a,1.23602475726986,YTN16_GSE146027_day7_antiCTLA4(n=9),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,9
SRX7813686,Cd8a,2.37116851549843,YTN16_GSE146027_day7_antiCTLA4(n=9),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,9
SRX7813688,Cd8a,3.27810625577532,YTN16_GSE146027_day7_antiCTLA4(n=9),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,9
SRX7813689,Cd8a,2.58150719925597,YTN16_GSE146027_day7_antiCTLA4(n=9),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,9
SRX7813740,Cd8a,5.68837576393653,YTN16_GSE146027_day21_antiCTLA4(n=9),Responders,0,GSE146027,antiCTLA4,0.0040395079371675,**,NA,2,9
SRX7813738,Cd8a,5.54704239412151,YTN16_GSE146027_day21_antiCTLA4(n=9),Responders,0,GSE146027,antiCTLA4,0.0040395079371675,NA,NA,2,9
SRX7813737,Cd8a,5.02801725115276,YTN16_GSE146027_day21_antiCTLA4(n=9),Responders,0,GSE146027,antiCTLA4,0.0040395079371675,NA,NA,2,9
SRX7813736,Cd8a,4.81661573070241,YTN16_GSE146027_day21_antiCTLA4(n=9),Responders,0,GSE146027,antiCTLA4,0.0040395079371675,NA,NA,2,9
SRX7813705,Cd8a,4.27102057093536,YTN16_GSE146027_day21_antiCTLA4(n=9),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,9
SRX7813706,Cd8a,5.02006356574261,YTN16_GSE146027_day21_antiCTLA4(n=9),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,9
SRX7813707,Cd8a,3.87594948133925,YTN16_GSE146027_day21_antiCTLA4(n=9),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,9
SRX7813708,Cd8a,3.3563200505827,YTN16_GSE146027_day21_antiCTLA4(n=9),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,9
SRX7813709,Cd8a,3.80356359157028,YTN16_GSE146027_day21_antiCTLA4(n=9),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,9
