term	es	nes	nom_p	n_set_in_rank	mean_stat	lead_genes	n_lead	cohort	contrast	n_high	n_low	bucket	expected	primary	source	enrichr_name	n	fdr_all	fdr_primary
GOBP_TIGHT_JUNCTION_ORGANIZATION	0.4743264603644494	2.055077644156838	0.000999000999000999	75	0.6489695527151579	FRMPD2,PARD3,F11R,RAMP2,PRKCH,EPHA2,MPDZ,NPHP1,CLDN1,CLDN8,CLDN7,MPP7,TGFB3,CLDN3,CLDN4,EXT1,CLDN16,CLDN5,APC,TJP1,ROCK2,TBCD,CLDN9,SRF,PATJ	33	GSE241934	tacstd2_quartile	9	9	TJ	UP	True	MSigDB v2023.2.Hs (embedded; Enrichr GO_2023 lacks these exact terms)		82	0.002331002331002331	0.002331002331002331
KRT_EPITHELIAL	0.5855304541974844	1.7892733874633489	0.004995004995004995	17	0.838643427299827	KRT5,KRT15,KRT17,KRT14,KRT13,KRT6C,KRT16,KRT4,KRT19,KRT7,KRT6A	11	GSE241934	tacstd2_quartile	9	9	KERATIN_BARRIER	UP	True	Fixed keratin cytokeratin panel (simple + squamous; not an MSigDB set)		17	0.008741258741258742	0.008741258741258742
HALLMARK_INTERFERON_ALPHA_RESPONSE	-0.28788518189271556	-1.5530027100871835	0.001998001998001998	96	-0.31140913551328403	IFI44L,TXNIP,USP18,PSME2,OAS1,IFITM3,SP110,IL15,PARP12,TRIM5,STAT2,IFI35,SAMD9L,PARP9,CCRL2,CASP8,PSMB9,UBE2L6,HLA-C,TAP1,PSMB8,TMEM140,C1S	23	GSE241934	tacstd2_quartile	9	9	HALLMARK_CONTEXT	UNDIRECTED	True	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Interferon Alpha Response	97	0.003996003996003996	0.003996003996003996
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.23655871349385996	1.183280979738677	0.14785214785214784	198	0.11305297127975483	VCAM1,SPPL2A,SOCS3,GBP6,NFKBIA,CD69,RAPGEF6,VAMP5,IL4R,NFKB1,SLC25A28,TNFAIP3,GCH1,IL2RB,P2RY14,PIM1,SELP,PELI1,CD38,FGL2,ARID5B,RIPK1,GPR18,PTPN2,IRF2	35	GSE241934	tacstd2_quartile	9	9	HALLMARK_CONTEXT	UNDIRECTED	True	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Interferon Gamma Response	200	0.14785214785214787	0.14785214785214787
CUSTOM_MHC_I_ANTIGEN_PRESENTATION	-0.6167610655796948	-2.227857413707966	0.000999000999000999	21	-0.6810322767634643	HLA-F,PSMB10,HLA-A,PSMB9,HLA-C,HLA-G,TAP1,PSMB8,CALR	9	GSE241934	tacstd2_quartile	9	9	MHC_I	UNDIRECTED	True	Locked custom classical MHC-I / antigen-processing panel (not MSigDB; MHC-II excluded)		21	0.002331002331002331	0.002331002331002331
HALLMARK_APICAL_JUNCTION	0.30458280527808457	1.5764231575538201	0.000999000999000999	200	0.04436963902695135	VCAM1,CLDN4,NEGR1,NECTIN4,SLIT2,DSC3,CX3CL1,ICAM5,CTNND1,LDLRAP1,LAMC2,CLDN9,CLDN7,CLDN6,TMEM8B,ACTG2,BAIAP2,ICAM4,FBN1,SHROOM2,B4GALT1,EGFR,TJP1,EVL,MMP2	73	GSE241934	tacstd2_spearman	35	35	TJ	UP	True	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Apical Junction	200	0.002797202797202797	0.002797202797202797
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.3750514891491862	1.9266494576868138	0.000999000999000999	198	0.08056404727286351	JUN,VCAM1,RHOB,CXCL8,ELN,GADD45B,TNFAIP3,NID2,PRRX1,SLIT2,SAT1,OXTR,THBS1,DCN,LAMC2,CXCL6,POSTN,BASP1,LAMA2,TGFBR3,CXCL1,IGFBP3,TIMP3,PTHLH,MXRA5	88	GSE241934	tacstd2_spearman	35	35	EMT	DOWN	True	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Epithelial Mesenchymal Transition	200	0.002797202797202797	0.002797202797202797
KEGG_TIGHT_JUNCTION	0.3587743253599749	1.783318869480965	0.000999000999000999	163	0.056780517220196496	JUN,RUNX1,F11R,CLDN4,SYNPO,EZR,PARD3,MYH11,PRKCE,CLDN1,MAPK10,CLDN3,PRKAG2,MARVELD2,RAPGEF6,CLDN9,CLDN7,AMOT,NEDD4L,CLDN6,TUBA1A,PPP2CA,MPDZ,AMOTL2,TIAM1	55	GSE241934	tacstd2_spearman	35	35	TJ	UP	True	Enrichr KEGG_2021_Human	Tight junction	169	0.002797202797202797	0.002797202797202797
GOBP_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY	0.47409957750558845	1.9007573809356175	0.000999000999000999	43	0.11031808244290311	CLDN4,FRMPD2,PARD3,RAMP2,CLDN1,CLDN3,MARVELD2,CLDN9,CLDN7,CLDN6,TBCD,CLDN22,CLDN8,GRHL2,CLDN16,CLDN5,OCLN,OCEL1,DLG1,CLDN11	20	GSE241934	tacstd2_spearman	35	35	TJ	UP	True	Enrichr GO_Biological_Process_2023	Bicellular Tight Junction Assembly (GO:0070830)	47	0.002797202797202797	0.002797202797202797
GOBP_EPIDERMAL_CELL_DIFFERENTIATION	0.3916236439112853	1.6382079737071038	0.002997002997002997	53	0.07070828844772296	OVOL1,EPHA2,ANXA1,GATA6,CSTA,TGM3,JAG1,PPP3CA,UGCG,TGM1,KRT16,DSP,CFLAR,OVOL2,POU2F3,IVL,CASP3,WNT16,FGFR1,EVPL,KRT10	21	GSE241934	tacstd2_spearman	35	35	KERATIN_BARRIER	UP	True	Enrichr GO_Biological_Process_2023	Epidermal Cell Differentiation (GO:0009913)	54	0.005994005994005994	0.005994005994005994
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	0.38901770667433927	1.5374079205417206	0.008991008991008992	45	0.08199595543897241	SOX9,HEY2,S100A4,WNT4,TGFBR3,DDX5,IGF1,NOTCH4,FOXF2,TGFB1,HNRNPAB,GSK3B,ROCK1,FGFR1,RBPJ,ROCK2,BMP7,TGFB2,TGFBR1,CUL7,LIMS1,DLG5	22	GSE241934	tacstd2_spearman	35	35	EMT	DOWN	True	Enrichr GO_Biological_Process_2023	Epithelial To Mesenchymal Transition (GO:0001837)	47	0.013986013986013988	0.013986013986013988
GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	0.5066448587389524	1.6180042027141015	0.013986013986013986	19	0.10677089427455468	CLDN4,CLDN1,TMEM79,TP63,UGCG,KRT16	6	GSE241934	tacstd2_spearman	35	35	KERATIN_BARRIER	UP	True	Enrichr GO_Biological_Process_2023	Establishment Of Skin Barrier (GO:0061436)	19	0.019580419580419582	0.019580419580419582
GOBP_KERATINOCYTE_DIFFERENTIATION	0.46016163589731973	1.8091574327434965	0.001998001998001998	41	0.09908154588395493	EPHA2,ANXA1,CSTA,TGM3,JAG1,PPP3CA,EXPH5,UGCG,TGM1,KRT16,DSP,CFLAR,POU2F3,IVL,CASP3,WNT16,FGFR1,EVPL,KRT10,CERS3,S100A7,SPRR1A	22	GSE241934	tacstd2_spearman	35	35	KERATIN_BARRIER	UP	True	Enrichr GO_Biological_Process_2023	Keratinocyte Differentiation (GO:0030216)	42	0.004662004662004662	0.004662004662004662
GOBP_KERATINIZATION	-0.28197262816011137	-1.2058940656444659	0.08591408591408592	59	-0.009105758330559717	KRTAP6-3,SPRR2B,SPRR2G,KRT2,KRT1,KRT71,KRT72,KRT77,KRT85,LCE3A,LCE1E,LCE2A,LCE5A,LCE1D,CASP14,CYP26B1	16	GSE241934	tacstd2_spearman	35	35	KERATIN_BARRIER	UP	True	MSigDB v2023.2.Hs (embedded; Enrichr GO_2023 lacks these exact terms)		83	0.09090909090909091	0.09090909090909091
GOBP_TIGHT_JUNCTION_ORGANIZATION	0.46676220710980676	2.0443186316344746	0.000999000999000999	76	0.11109043040980385	F11R,CLDN4,FRMPD2,EPHA2,PARD3,RAMP2,NPHP1,CLDN1,CLDN3,TGFB3,MARVELD2,CLDN9,CLDN7,CLDN6,PRKCH,MPDZ,TBCD,TJP1,SRF,CLDN22,CLDN8,GRHL2,CLDN16,AFDN,CLDN5	33	GSE241934	tacstd2_spearman	35	35	TJ	UP	True	MSigDB v2023.2.Hs (embedded; Enrichr GO_2023 lacks these exact terms)		82	0.002797202797202797	0.002797202797202797
KRT_EPITHELIAL	0.48963398581413153	1.5136217549435216	0.024975024975024976	17	0.12160005437905849	KRT5,KRT17,KRT15,KRT16,KRT6C,KRT10,KRT19,KRT4,KRT14,KRT13	10	GSE241934	tacstd2_spearman	35	35	KERATIN_BARRIER	UP	True	Fixed keratin cytokeratin panel (simple + squamous; not an MSigDB set)		17	0.031786395422759066	0.031786395422759066
HALLMARK_INTERFERON_ALPHA_RESPONSE	-0.24068881232370248	-1.1355905380266187	0.09090909090909091	96	-0.04522933322517284	RIPK2,SAMD9,IFIT2,IFI35,NMI,UBA7,RTP4,USP18,EPSTI1,IFI44L,GBP2,CD74,CXCL10,PLSCR1,IFIH1,BATF2,OAS1,IFITM1,B2M,BST2,CASP1,CSF1,TXNIP,TRIM21,PARP12	47	GSE241934	tacstd2_spearman	35	35	HALLMARK_CONTEXT	UNDIRECTED	True	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Interferon Alpha Response	97	0.09090909090909091	0.09090909090909091
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.23325952628940394	1.2004581306378743	0.059940059940059943	198	0.019307389329884996	SOCS3,VCAM1,GBP6,NFKB1,NFKBIA,TNFAIP3,SLC25A28,PIM1,GCH1,SPPL2A,CDKN1A,CD69,RAPGEF6,PELI1,CD38,P2RY14,VAMP5,ISG20,FGL2,IL4R,IL6,CMPK2,MT2A,ICAM1,TRIM14	59	GSE241934	tacstd2_spearman	35	35	HALLMARK_CONTEXT	UNDIRECTED	True	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Interferon Gamma Response	200	0.06993006993006994	0.06993006993006994
CUSTOM_MHC_I_ANTIGEN_PRESENTATION	-0.5290906648347968	-1.7570962994236907	0.003996003996003996	21	-0.11122261243958671	TAP1,HLA-C,HLA-A,TAP2,PSMB8,HLA-F,PSMB9,CALR,HLA-G	9	GSE241934	tacstd2_spearman	35	35	MHC_I	UNDIRECTED	True	Locked custom classical MHC-I / antigen-processing panel (not MSigDB; MHC-II excluded)		21	0.006993006993006993	0.006993006993006993
HALLMARK_APICAL_JUNCTION	0.2236456222618144	1.2828048786878927	0.008991008991008992	194	0.06548649595079077	ITGB1,ICAM1,GNAI2,CTNND1,CNN2,LAMC2,B4GALT1,ICAM4,JUP,ITGA3,RHOF,CD209,PTPRC,PCDH1,AMH,NEXN,FSCN1,SRC,ITGA2,CDH15,CLDN6,NF2,LAMA3,MYH9,CTNNA1	65	GSE131907	tacstd2_median	10	10	TJ	UP	True	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Apical Junction	200	0.014985014985014986	0.014985014985014986
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.27788335428520805	1.5943316091800792	0.000999000999000999	198	0.1513572856540587	ANPEP,CXCL6,PDLIM4,ITGB1,LAMC2,TNFAIP3,ITGB5,PTX3,TPM4,PLAUR,CTHRC1,MCM7,IL15,COL6A3,THBS1,JUN,ITGB3,TGM2,ITGA2,FN1,MMP3,GPC1,COL1A1,VEGFA,FAS	49	GSE131907	tacstd2_median	10	10	EMT	DOWN	True	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Epithelial Mesenchymal Transition	200	0.0024975024975024975	0.0024975024975024975
KEGG_TIGHT_JUNCTION	0.3204181961093972	1.759728351534079	0.000999000999000999	161	0.2310064625312937	ITGB1,AMOTL2,CTTN,YBX3,TUBA1C,PRKCZ,MAP3K5,RHOA,RAB8A,ERBB2,SYNPO,EZR,JUN,CD1A,MYH14,SRC,WAS,CLDN1,CLDN16,CLDN6,CD1E,NF2,CLDN23,TJP3,AMOT	43	GSE131907	tacstd2_median	10	10	TJ	UP	True	Enrichr KEGG_2021_Human	Tight junction	169	0.0024975024975024975	0.0024975024975024975
GOBP_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY	0.25963386719537	1.123150053079612	0.07292707292707293	45	-0.025778807713641643	ECT2,CLDN1,GRHL2,CLDN16,CLDN6,ARL2,CLDN23,MICALL2,PARD3,CLDN9,CLDN4	11	GSE131907	tacstd2_median	10	10	TJ	UP	True	Enrichr GO_Biological_Process_2023	Bicellular Tight Junction Assembly (GO:0070830)	47	0.08414662260816107	0.08414662260816107
GOBP_EPIDERMAL_CELL_DIFFERENTIATION	0.4534847667636145	2.023097774094726	0.000999000999000999	52	0.402509466960192	ST14,OVOL1,EREG,CASP3,ERCC3,CFLAR,KRT16,MED1,PPP3CA,EVPL,SPRR1B,SPRR2F,SPRR3,SPRR1A,ANXA1,BCR,CTNNB1	17	GSE131907	tacstd2_median	10	10	KERATIN_BARRIER	UP	True	Enrichr GO_Biological_Process_2023	Epidermal Cell Differentiation (GO:0009913)	54	0.0024975024975024975	0.0024975024975024975
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	-0.2797771962477973	-1.0939590826834305	0.2047952047952048	45	-0.27725707555283796	LEF1,SNAI2,FGFR1,NOTCH4,NOG,WNT5A,HEY1,HEY2,WNT4,HGF,TBX3,TGFBR1,SOX9,OLFM1	14	GSE131907	tacstd2_median	10	10	EMT	DOWN	True	Enrichr GO_Biological_Process_2023	Epithelial To Mesenchymal Transition (GO:0001837)	47	0.21942343370914802	0.21942343370914802
GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	0.4583212750207861	1.5900209074614426	0.013986013986013986	19	0.34068139290531896	LSR,KRT16,IL18,CLDN1,KDF1,TP63,SFN,CLDN4	8	GSE131907	tacstd2_median	10	10	KERATIN_BARRIER	UP	True	Enrichr GO_Biological_Process_2023	Establishment Of Skin Barrier (GO:0061436)	19	0.018731268731268732	0.018731268731268732
GOBP_KERATINOCYTE_DIFFERENTIATION	0.4930294607252216	2.1030622038545816	0.000999000999000999	40	0.5165337969872139	ST14,EREG,CASP3,CFLAR,KRT16,MED1,EXPH5,PPP3CA,EVPL,SPRR1B,SPRR2F,SPRR3,SPRR1A,ANXA1,BCR	15	GSE131907	tacstd2_median	10	10	KERATIN_BARRIER	UP	True	Enrichr GO_Biological_Process_2023	Keratinocyte Differentiation (GO:0030216)	42	0.0024975024975024975	0.0024975024975024975
GOBP_KERATINIZATION	0.2993371950063898	1.38493065637265	0.014985014985014986	62	0.07800827532179035	KRT17,KRT86,KRT80,KRT16,KRT7,KLK5,PPL,EVPL,KRT81,SPRR1B,SPRR2F,SPRR3,CDH3,SPRR1A,SFN,SHARPIN,LIPN,CASP14,LCE3A	19	GSE131907	tacstd2_median	10	10	KERATIN_BARRIER	UP	True	MSigDB v2023.2.Hs (embedded; Enrichr GO_2023 lacks these exact terms)		83	0.018731268731268732	0.018731268731268732
GOBP_CORNIFICATION	0.2698721130408697	0.7371056762012799	0.3386613386613387	9	-0.09943462111748874	KLK5,LIPN,CASP14	3	GSE131907	tacstd2_median	10	10	KERATIN_BARRIER	UP	True	MSigDB v2023.2.Hs (embedded; Enrichr GO_2023 lacks these exact terms)		9	0.3386613386613387	0.3386613386613387
GOBP_TIGHT_JUNCTION_ORGANIZATION	0.2995353152476161	1.4512817903219783	0.003996003996003996	76	0.06360090682343704	EPHB2,LSR,TNF,ECT2,PLEC,CLDN1,GRHL2,CLDN16,CLDN6,ARL2,CLDN23,MICALL2,GPBAR1,PARD3,CLDN9,CLDN4,NPHP4,TJP1,SRF	19	GSE131907	tacstd2_median	10	10	TJ	UP	True	MSigDB v2023.2.Hs (embedded; Enrichr GO_2023 lacks these exact terms)		82	0.007492507492507492	0.007492507492507492
KRT_EPITHELIAL	0.5367875726562192	1.8108333388128206	0.003996003996003996	17	0.6980289494006352	KRT17,KRT16,KRT7,KRT15,KRT19,KRT14,KRT8,KRT18,KRT6A,KRT5,KRT6C	11	GSE131907	tacstd2_median	10	10	KERATIN_BARRIER	UP	True	Fixed keratin cytokeratin panel (simple + squamous; not an MSigDB set)		17	0.007492507492507492	0.007492507492507492
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.5156007836184797	2.5928259052363716	0.000999000999000999	95	0.6047095861184562	CSF1,CD47,PARP14,BATF2,GBP4,CNP,IL15,PARP12,B2M,IFIT2,MOV10,IRF7,SP110,CASP1,PARP9,CMPK2,C1S,TRIM25,NMI,TAP1,GBP2,ELF1,IFIT3,LY6E,IL7	55	GSE131907	tacstd2_median	10	10	HALLMARK_CONTEXT	UNDIRECTED	True	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Interferon Alpha Response	97	0.0024975024975024975	0.0024975024975024975
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.48430867351345697	2.7768110958340086	0.000999000999000999	198	0.5936579136542112	ICAM1,CD38,CCL5,PARP14,MYD88,GBP6,HLA-DQA1,BATF2,TNFAIP3,GZMA,GBP4,CASP3,FCGR1A,TNFAIP2,ITGB7,CMKLR1,IL15,FGL2,SAMHD1,PARP12,B2M,CIITA,IFIT2,IL10RA,STAT1	108	GSE131907	tacstd2_median	10	10	HALLMARK_CONTEXT	UNDIRECTED	True	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Interferon Gamma Response	200	0.0024975024975024975	0.0024975024975024975
CUSTOM_MHC_I_ANTIGEN_PRESENTATION	0.4504083026894373	1.5887541103988096	0.013986013986013986	21	0.37355277326066993	B2M,TAP1,HLA-E,HLA-F,ERAP2,PSMB10,PSMB9,TAP2,IRF1	9	GSE131907	tacstd2_median	10	10	MHC_I	UNDIRECTED	True	Locked custom classical MHC-I / antigen-processing panel (not MSigDB; MHC-II excluded)		21	0.018731268731268732	0.018731268731268732
HALLMARK_APICAL_JUNCTION	0.1915325839423416	1.067611906938772	0.1088911088911089	193	0.054899044309937514	ITGB1,ICAM4,CTNND1,TUBG1,LAMA3,GNAI2,DSC3,TAOK2,PTK2,JUP,LAMC2,CLDN6,CLDN9,ICAM2,CLDN4,CDH15,NF2,NEXN,CD209,ARPC2,CNN2,MAPK13,WASL,PTPRC,MPZL2	29	GSE131907	tacstd2_quartile	6	6	TJ	UP	True	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Apical Junction	200	0.23601398601398604	0.23601398601398604
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.1662076253018196	0.9434732143832252	0.2217782217782218	198	-0.056587984196640746	FN1,ANPEP,ITGB1,LAMA3,PDLIM4,CXCL6,JUN,LAMC2,COL6A3,MCM7,CAPG,SERPINH1,CTHRC1,OXTR,PTX3,CALU,QSOX1,IGFBP4,GPC1,IGFBP3,MEST,SDC1,BDNF,CXCL12,FAS	32	GSE131907	tacstd2_quartile	6	6	EMT	DOWN	True	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Epithelial Mesenchymal Transition	200	0.25874125874125875	0.25874125874125875
KEGG_TIGHT_JUNCTION	0.28117493962132667	1.5187201352502566	0.002997002997002997	159	0.2650351450714598	PRKCZ,ITGB1,ERBB2,AMOTL2,PRKCI,JUN,CLDN6,TUBA1B,CLDN3,SCRIB,TJP3,CLDN9,ARHGAP17,CLDN4,CLDN16,CLDN23,CTTN,EZR,NF2,ARPC2,SYNPO,MAP3K5,CD1A,MYH9,MYH14	38	GSE131907	tacstd2_quartile	6	6	TJ	UP	True	Enrichr KEGG_2021_Human	Tight junction	169	0.04195804195804196	0.04195804195804196
GOBP_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY	0.2759326807305071	1.1849358563075283	0.0969030969030969	45	0.12586314616461178	GRHL2,CLDN6,CLDN3,ARL2,CLDN9,CLDN4,CLDN16,CLDN23	8	GSE131907	tacstd2_quartile	6	6	TJ	UP	True	Enrichr GO_Biological_Process_2023	Bicellular Tight Junction Assembly (GO:0070830)	47	0.23601398601398604	0.23601398601398604
GOBP_EPIDERMAL_CELL_DIFFERENTIATION	0.27314145826481145	1.1874505508662647	0.07392607392607392	49	0.23211552302849356	ERCC3,ST14,EVPL,CASP3,OVOL1,BCR,EREG,CFLAR,PPP3CA,CTNNB1,SPRR1A,ASAH1,MED1,SPRR3,IVL	15	GSE131907	tacstd2_quartile	6	6	KERATIN_BARRIER	UP	True	Enrichr GO_Biological_Process_2023	Epidermal Cell Differentiation (GO:0009913)	54	0.23601398601398604	0.23601398601398604
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	-0.290347040198717	-1.152174914877801	0.15284715284715283	45	-0.20440094755308852	HGF,EOMES,FGFR1,NOTCH4,HEY2,HEYL,HEY1,TGFBR1,SOX9,FOXF2,HNRNPAB,OLFM1	12	GSE131907	tacstd2_quartile	6	6	EMT	DOWN	True	Enrichr GO_Biological_Process_2023	Epithelial To Mesenchymal Transition (GO:0001837)	47	0.23776223776223773	0.23776223776223773
GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	0.33790480037186194	1.1253887454826852	0.11988011988011989	19	0.19346641487466573	LSR,KDF1,MET,CLDN4,TP63,TMEM79,IL18	7	GSE131907	tacstd2_quartile	6	6	KERATIN_BARRIER	UP	True	Enrichr GO_Biological_Process_2023	Establishment Of Skin Barrier (GO:0061436)	19	0.23601398601398604	0.23601398601398604
GOBP_KERATINOCYTE_DIFFERENTIATION	0.3150389136973508	1.2753693990325459	0.053946053946053944	37	0.2534641309096368	ST14,EVPL,CASP3,EXPH5,BCR,EREG,CFLAR,PPP3CA,SPRR1A,ASAH1,MED1,SPRR3,IVL	13	GSE131907	tacstd2_quartile	6	6	KERATIN_BARRIER	UP	True	Enrichr GO_Biological_Process_2023	Keratinocyte Differentiation (GO:0030216)	42	0.23601398601398604	0.23601398601398604
GOBP_KERATINIZATION	0.22232757416216758	0.9737873082730849	0.1928071928071928	54	0.006516441607200132	KRT86,SHARPIN,EVPL,KRT81,KRT80,KRT17,PPL,KLK5,KRT7,SPRR1A,LIPN,KRT72,KRT73,TMEM79,SPRR3,IVL,CDH3,KRT83	18	GSE131907	tacstd2_quartile	6	6	KERATIN_BARRIER	UP	True	MSigDB v2023.2.Hs (embedded; Enrichr GO_2023 lacks these exact terms)		83	0.2453909726636999	0.2453909726636999
GOBP_TIGHT_JUNCTION_ORGANIZATION	0.24741529893951414	1.1646446285052254	0.07792207792207792	76	0.1157991305841453	EPHB2,LSR,GRHL2,CLDN6,CLDN3,ARL2,CLDN9,CLDN4,CLDN16,CLDN23	10	GSE131907	tacstd2_quartile	6	6	TJ	UP	True	MSigDB v2023.2.Hs (embedded; Enrichr GO_2023 lacks these exact terms)		82	0.23601398601398604	0.23601398601398604
KRT_EPITHELIAL	0.2706902026141227	0.8753548942449598	0.27172827172827174	17	0.16648348633583757	KRT17,KRT19,KRT7,KRT8,KRT18,KRT14,KRT15	7	GSE131907	tacstd2_quartile	6	6	KERATIN_BARRIER	UP	True	Fixed keratin cytokeratin panel (simple + squamous; not an MSigDB set)		17	0.2926304464766003	0.2926304464766003
HALLMARK_INTERFERON_ALPHA_RESPONSE	-0.15971913121048112	-0.7582013488154989	0.5564435564435565	95	-0.0833317469467407	CXCL11,TMEM140,ISG20,HELZ2,OGFR,LPAR6	6	GSE131907	tacstd2_quartile	6	6	HALLMARK_CONTEXT	UNDIRECTED	True	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Interferon Alpha Response	97	0.5564435564435565	0.5564435564435565
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.17210810348525377	0.9690403716811047	0.1888111888111888	197	0.04220088363356868	CCL5,PTPN6,IL10RA,ITGB7,CD38,CASP3,GBP6,HLA-DQA1,GZMA,LY6E,SSPN,IRF2,STAT4,MYD88,CSF2RB,ICAM1,FCGR1A,CXCL9,FAS,BATF2,CIITA,IRF5,GBP4,BPGM,SRI	27	GSE131907	tacstd2_quartile	6	6	HALLMARK_CONTEXT	UNDIRECTED	True	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Interferon Gamma Response	200	0.2453909726636999	0.2453909726636999
CUSTOM_MHC_I_ANTIGEN_PRESENTATION	-0.356607213915526	-1.1928311539766665	0.13486513486513488	21	-0.28937249275656934	HLA-A,TAPBP,HLA-C,IRF1,HLA-G,PSMB8,ERAP1,NLRC5,CANX	9	GSE131907	tacstd2_quartile	6	6	MHC_I	UNDIRECTED	True	Locked custom classical MHC-I / antigen-processing panel (not MSigDB; MHC-II excluded)		21	0.23601398601398604	0.23601398601398604
HALLMARK_APICAL_JUNCTION	0.27767414153130526	1.465890326366148	0.001998001998001998	194	0.03087419061251094	ICAM1,CTNND1,ITGB1,LAMC2,ICAM4,LAMA3,JUP,ITGA2,CD209,MYH9,TAOK2,MSN,CDH1,CLDN9,RHOF,NEXN,DMP1,CDH3,MPZL2,CNN2,DSC3,B4GALT1,CDH15,AMH,GNAI2	64	GSE131907	tacstd2_spearman	21	21	TJ	UP	True	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Apical Junction	200	0.004995004995004995	0.004995004995004995
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.24683126937594413	1.3270705989872191	0.006993006993006993	198	0.017441871890461924	ITGB1,LAMC2,LAMA3,JUN,ANPEP,SDC1,FN1,ITGA2,PTX3,PDLIM4,CXCL6,COL6A3,SERPINH1,OXTR,ITGB5,THBS1,GPC1,TNC,FAS,VEGFA,PLAUR,IGFBP3,TIMP3,CTHRC1,PLOD2	48	GSE131907	tacstd2_spearman	21	21	EMT	DOWN	True	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Epithelial Mesenchymal Transition	200	0.013111888111888112	0.013111888111888112
KEGG_TIGHT_JUNCTION	0.3418700059932011	1.76609680388618	0.000999000999000999	161	0.0704579837572063	PRKCZ,AMOTL2,ITGB1,JUN,EZR,MYH9,CLDN16,RAB8A,MSN,IGSF5,CLDN9,CTTN,CLDN23,TJP3,YBX3,ARHGAP17,MYH14,PRKCI,CD1A,CCND1,NF2,TUBA1B,TUBA8,ACTN4,MAP3K5	72	GSE131907	tacstd2_spearman	21	21	TJ	UP	True	Enrichr KEGG_2021_Human	Tight junction	169	0.003746253746253746	0.003746253746253746
GOBP_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY	0.34054164215989924	1.3993057518507541	0.017982017982017984	45	0.05128824195242643	GRHL2,CLDN16,CLDN9,CLDN23,ECT2,CLDN6,CLDN3,MICALL2,ARL2,CLDN1,CLDN4,PARD3,PAK2,PECAM1,PDCD6IP,MARVELD3,OCLN,DLG1	18	GSE131907	tacstd2_spearman	21	21	TJ	UP	True	Enrichr GO_Biological_Process_2023	Bicellular Tight Junction Assembly (GO:0070830)	47	0.024520933611842707	0.024520933611842707
GOBP_EPIDERMAL_CELL_DIFFERENTIATION	0.4195489577324849	1.7770560018380417	0.001998001998001998	52	0.0873878972681398	ST14,ERCC3,EVPL,OVOL1,TGM1,CASP3,EREG,CFLAR,IVL,KRT16,PPP3CA,SPRR1A,MED1,SPRR3,GATA6,SPRR1B,BCR,CTNNB1,EPHA2,POU2F3,SCEL	21	GSE131907	tacstd2_spearman	21	21	KERATIN_BARRIER	UP	True	Enrichr GO_Biological_Process_2023	Epidermal Cell Differentiation (GO:0009913)	54	0.004995004995004995	0.004995004995004995
