cohort	matrix	pair	n	rho	p	ci_low	ci_high	rho_adj_epithelial	p_adj_epithelial	verdict_crude	verdict_adj	n_genes_in_score	genes_used	present	note
NSCLC_tumor	FPKM_log2p1	CLDN4 vs CD8A	199	-0.10160956296634689	0.1532779888806903	-0.23178482513971832	0.040361394825451126	-0.037874696371627554	0.5962783459122541	NO_EVIDENCE	NO_EVIDENCE	1	CD8A	True	primary
NSCLC_tumor	FPKM_log2p1	CLDN4 vs CD274	199	-0.10276534186081926	0.14863270526566805	-0.24303687552888353	0.04032205030792499	-0.05415868151715924	0.44856386565097445	NO_EVIDENCE	NO_EVIDENCE	1	CD274	True	primary
NSCLC_tumor	FPKM_log2p1	CLDN4 vs ImmuneScore	199	0.11795340338053907	0.09706489377614069	-0.02595751173504527	0.2557981256917044	0.17866459009965258	0.011788517908240533	NO_EVIDENCE	OPPOSITE	141	LCP2,LSP1,FYB,PLEK,HCK,IL10RA,LILRB1,NCKAP1L,LAIR1,NCF2,CYBB,PTPRC,IL7R,LAPTM5,CD53,EVI2B,SLA,ITGB2,GIMAP4,MYO1F,HCLS1,MNDA,IL2RG,CD48,AOAH,CCL5,LTB,GMFG,GIMAP6,GZMK,LST1,GPR65,LILRB2,WIPF1,CD37,BIN2,FCER1G,IKZF1,TYROBP,FGL2,FLI1,IRF8,ARHGAP15,SH2B3,TNFRSF1B,DOCK2,CD2,ARHGEF6,CORO1A,LY96,LYZ,ITGAL,TNFAIP3,RNASE6,TGFB1,PSTPIP1,CST7,RGS1,FGR,SELL,MICAL1,TRAF3IP3,ITGA4,MAFB,ARHGDIB,IL4R,RHOH,HLA-DPA1,NKG7,NCF4,LPXN,ITK,SELPLG,HLA-DPB1,CD3D,CD300A,IL2RB,ADCY7,PTGER4,SRGN,CD247,CCR7,MSN,ALOX5AP,PTGER2,RAC2,GBP2,VAV1,CLEC2B,P2RY14,NFKBIA,S100A9,IFI30,MFSD1,RASSF2,TPP1,RHOG,CLEC4A,GZMB,PVRIG,S100A8,CASP1,BCL2A1,HLA-E,KLRB1,GNLY,RAB27A,IL18RAP,TPST2,EMP3,GMIP,LCK,IL32,PTPRCAP,LGALS9,CCDC69,SAMHD1,TAP1,GBP1,CTSS,GZMH,ADAM8,GLRX,PRF1,CD69,HLA-B,HLA-DMA,CD74,KLRK1,PTPRE,HLA-DRA,VNN2,TCIRG1,RABGAP1L,CSTA,ZAP70,HLA-F,HLA-G,CD52,CD302,CD27	True	primary
NSCLC_tumor	FPKM_log2p1	CLDN4 vs IFNg_Ayers	199	-0.01700776610324349	0.8115476953861627	-0.15090063265052753	0.12554018463862793	0.017924975403493363	0.8020847855494129	NO_EVIDENCE	NO_EVIDENCE	6	IFNG,STAT1,CXCL9,CXCL10,IDO1,HLA-DRA	True	primary
NSCLC_tumor	FPKM_log2p1	CLDN4 vs MHC-I	199	0.15215775848941676	0.031918049606664264	0.008789237209768937	0.28467124703892344	0.12527302450579234	0.0786589317350414	OPPOSITE	NO_EVIDENCE	6	HLA-A,HLA-B,HLA-C,B2M,TAP1,TAP2	True	primary
NSCLC_tumor	FPKM_log2p1	CLDN4 vs TACSTD2	199	0.27067001675041874	0.00011034389327103753	0.1376448156383696	0.3960738726379203	0.1572397431987085	0.026943819129670928	OPPOSITE	OPPOSITE	1	TACSTD2	True	companion
NSCLC_tumor	FPKM_log2p1	CLDN4 vs epithelial mean-z	199	0.628906654484544	2.619164099623791e-23	0.5307689692934349	0.7121823629912633			OPPOSITE	NO_EVIDENCE	6	EPCAM,KRT8,KRT18,KRT19,CDH1,KRT7	True	companion
NSCLC_tumor	featureCounts_log2CPM	CLDN4 vs CD8A	199	-0.09128825947921426	0.19972126511200816	-0.22129459566016185	0.05160406856701598	-0.04622174515012113	0.5178744752198982	NO_EVIDENCE	NO_EVIDENCE	1	CD8A	True	primary
NSCLC_tumor	featureCounts_log2CPM	CLDN4 vs CD274	199	-0.09111161869955839	0.20059634849395974	-0.22907661544772492	0.05222502106264899	-0.050182911362564885	0.48261196438610826	NO_EVIDENCE	NO_EVIDENCE	1	CD274	True	primary
NSCLC_tumor	featureCounts_log2CPM	CLDN4 vs ImmuneScore	199	0.11522917618395007	0.10508833938274675	-0.028379194974652844	0.25537827689437315	0.16837013485990224	0.017733791750029117	NO_EVIDENCE	OPPOSITE	141	LCP2,LSP1,FYB,PLEK,HCK,IL10RA,LILRB1,NCKAP1L,LAIR1,NCF2,CYBB,PTPRC,IL7R,LAPTM5,CD53,EVI2B,SLA,ITGB2,GIMAP4,MYO1F,HCLS1,MNDA,IL2RG,CD48,AOAH,CCL5,LTB,GMFG,GIMAP6,GZMK,LST1,GPR65,LILRB2,WIPF1,CD37,BIN2,FCER1G,IKZF1,TYROBP,FGL2,FLI1,IRF8,ARHGAP15,SH2B3,TNFRSF1B,DOCK2,CD2,ARHGEF6,CORO1A,LY96,LYZ,ITGAL,TNFAIP3,RNASE6,TGFB1,PSTPIP1,CST7,RGS1,FGR,SELL,MICAL1,TRAF3IP3,ITGA4,MAFB,ARHGDIB,IL4R,RHOH,HLA-DPA1,NKG7,NCF4,LPXN,ITK,SELPLG,HLA-DPB1,CD3D,CD300A,IL2RB,ADCY7,PTGER4,SRGN,CD247,CCR7,MSN,ALOX5AP,PTGER2,RAC2,GBP2,VAV1,CLEC2B,P2RY14,NFKBIA,S100A9,IFI30,MFSD1,RASSF2,TPP1,RHOG,CLEC4A,GZMB,PVRIG,S100A8,CASP1,BCL2A1,HLA-E,KLRB1,GNLY,RAB27A,IL18RAP,TPST2,EMP3,GMIP,LCK,IL32,PTPRCAP,LGALS9,CCDC69,SAMHD1,TAP1,GBP1,CTSS,GZMH,ADAM8,GLRX,PRF1,CD69,HLA-B,HLA-DMA,CD74,KLRK1,PTPRE,HLA-DRA,VNN2,TCIRG1,RABGAP1L,CSTA,ZAP70,HLA-F,HLA-G,CD52,CD302,CD27	True	primary
