cohort	matrix	endpoint	n_Q4	n_Q1	median_Q4	median_Q1	U	p	rank_biserial_Q4_minus_Q1
NSCLC_tumor	FPKM_log2p1	CD8A	50	50	2.7575532614087663	3.3904037571891132	942.0	0.03401872989521157	-0.24639999999999995
NSCLC_tumor	FPKM_log2p1	CD274	50	50	3.007675628596365	3.22648591941663	1059.0	0.1890910788582626	-0.15280000000000005
NSCLC_tumor	FPKM_log2p1	ImmuneScore	50	50	0.07031940345762185	0.003633051523170069	1422.0	0.237090608990298	0.13759999999999994
NSCLC_tumor	FPKM_log2p1	IFNg_Ayers	50	50	-0.2285622708001535	0.04085874201420579	1157.0	0.5236830890423975	-0.07440000000000002
NSCLC_tumor	FPKM_log2p1	MHC-I	50	50	-0.07001139959087511	-0.40157753822571424	1512.0	0.07143001591138717	0.2096
NSCLC_tumor	featureCounts_log2CPM	CD8A	50	50	3.8336527528303943	4.452702259176208	977.0	0.06030378874985999	-0.21840000000000004
NSCLC_tumor	featureCounts_log2CPM	CD274	50	50	4.64377638045881	4.93752519472206	1041.0	0.15061531823974889	-0.16720000000000002
NSCLC_tumor	featureCounts_log2CPM	ImmuneScore	50	50	0.05138189274307874	-0.058054153960036534	1418.0	0.2482072248628715	0.13440000000000007
NSCLC_tumor	featureCounts_log2CPM	IFNg_Ayers	50	50	-0.2427758378641978	-0.03305374144119222	1195.0	0.707130135998675	-0.04400000000000004
NSCLC_tumor	featureCounts_log2CPM	MHC-I	50	50	-0.17596020551611594	-0.34896544142692976	1358.0	0.45864151796675745	0.08640000000000003
LUAD_AC_unspecified	FPKM_log2p1	CD8A	27	27	2.9042085385104772	2.6551044882614803	395.0	0.6037612321081915	0.08367626886145407
LUAD_AC_unspecified	FPKM_log2p1	CD274	27	27	2.9415138898574256	2.7093171069491433	395.0	0.6037612321081915	0.08367626886145407
LUAD_AC_unspecified	FPKM_log2p1	ImmuneScore	27	27	0.05673107844477328	-0.32625059294595743	481.0	0.04477125279959498	0.3196159122085047
LUAD_AC_unspecified	FPKM_log2p1	IFNg_Ayers	27	27	-0.1935771157640632	-0.49957985126364085	453.0	0.12790940188317093	0.24279835390946491
LUAD_AC_unspecified	FPKM_log2p1	MHC-I	27	27	-0.06404847649867801	-0.4161797313124764	475.0	0.05704088200796153	0.30315500685871055
LUAD_AC_unspecified	featureCounts_log2CPM	CD8A	27	27	3.996921891197339	3.8657403247797197	372.0	0.9036119592653111	0.020576131687242816
LUAD_AC_unspecified	featureCounts_log2CPM	CD274	27	27	4.4649377282536715	4.476065235180869	362.0	0.9723987389204038	-0.006858710562414272
LUAD_AC_unspecified	featureCounts_log2CPM	ImmuneScore	27	27	0.041164009521262715	-0.23241808505170816	442.0	0.18282792394786307	0.2126200274348422
LUAD_AC_unspecified	featureCounts_log2CPM	IFNg_Ayers	27	27	-0.24693000990643502	-0.4489020512085358	417.0	0.3683338067333185	0.1440329218106995
LUAD_AC_unspecified	featureCounts_log2CPM	MHC-I	27	27	-0.14563553626400907	-0.3686011124269764	423.0	0.3156685604494983	0.16049382716049387
LUSC_squamous	FPKM_log2p1	CD8A	17	17	2.8143822530446454	3.741477772865802	102.0	0.14800104348373633	-0.2941176470588235
LUSC_squamous	FPKM_log2p1	CD274	17	17	2.9583638622646675	3.305325613256075	125.0	0.5128366746384507	-0.1349480968858131
LUSC_squamous	FPKM_log2p1	ImmuneScore	17	17	0.053650653825329894	0.3721052151710008	119.0	0.38918941278422226	-0.17647058823529416
LUSC_squamous	FPKM_log2p1	IFNg_Ayers	17	17	-0.20478507653794073	0.34946032603397575	110.0	0.24156658696897282	-0.23875432525951557
LUSC_squamous	FPKM_log2p1	MHC-I	17	17	0.07211076607905925	-0.1601379224040961	141.0	0.9177005935174078	-0.02422145328719727
LUSC_squamous	featureCounts_log2CPM	CD8A	17	17	4.053043370413854	4.728688716078784	108.0	0.21498754421706923	-0.25259515570934254
LUSC_squamous	featureCounts_log2CPM	CD274	17	17	4.781683928125206	5.0355353381542765	131.0	0.6543221444173015	-0.09342560553633217
LUSC_squamous	featureCounts_log2CPM	ImmuneScore	17	17	0.09088597584374397	0.36313383978618846	137.0	0.8094739516199263	-0.05190311418685123
LUSC_squamous	featureCounts_log2CPM	IFNg_Ayers	17	17	-0.1605120028933474	0.4666065114096957	113.0	0.28563352706656997	-0.2179930795847751
LUSC_squamous	featureCounts_log2CPM	MHC-I	17	17	0.20085797112522297	0.020208949724281233	147.0	0.9450795155118642	0.01730103806228378
LargeCell_NOS_extra	FPKM_log2p1	CD8A	6	6	2.492449010178849	3.9633828459969216	9.0	0.17965367965367965	-0.5
LargeCell_NOS_extra	FPKM_log2p1	CD274	6	6	3.556836423177928	3.5798739331848752	14.0	0.5887445887445888	-0.2222222222222222
LargeCell_NOS_extra	FPKM_log2p1	ImmuneScore	6	6	0.14353912969726582	-0.08603152773989209	17.0	0.9372294372294373	-0.05555555555555558
LargeCell_NOS_extra	FPKM_log2p1	IFNg_Ayers	6	6	-0.3824733790377502	0.24873002623509222	13.0	0.48484848484848486	-0.2777777777777778
LargeCell_NOS_extra	FPKM_log2p1	MHC-I	6	6	-0.3958421087410955	0.2156796567785884	15.0	0.6991341991341992	-0.16666666666666663
LargeCell_NOS_extra	featureCounts_log2CPM	CD8A	6	6	3.53937671667886	5.035686720360718	9.0	0.17965367965367965	-0.5
LargeCell_NOS_extra	featureCounts_log2CPM	CD274	6	6	5.223437201073278	5.077675489180111	13.0	0.48484848484848486	-0.2777777777777778
LargeCell_NOS_extra	featureCounts_log2CPM	ImmuneScore	6	6	0.1433344773885744	-0.08022532964752904	17.0	0.9372294372294373	-0.05555555555555558
LargeCell_NOS_extra	featureCounts_log2CPM	IFNg_Ayers	6	6	-0.38634374621884243	0.22314323125710833	14.0	0.5887445887445888	-0.2222222222222222
