dataset	cohort	histology	n	unit	matrix	CLDN4	CD8A_n	CD8A_rho	CD8A_p	CD8A_rho_adj	CD8A_p_adj	CD8A_verdict_adj	CD274_n	CD274_rho	CD274_p	CD274_rho_adj	CD274_p_adj	CD274_verdict_adj	ImmuneScore_n	ImmuneScore_rho	ImmuneScore_p	ImmuneScore_rho_adj	ImmuneScore_p_adj	ImmuneScore_verdict_adj	IFNg_Ayers_n	IFNg_Ayers_rho	IFNg_Ayers_p	IFNg_Ayers_rho_adj	IFNg_Ayers_p_adj	IFNg_Ayers_verdict_adj	MHC1_n	MHC1_rho	MHC1_p	MHC1_rho_adj	MHC1_p_adj	MHC1_verdict_adj
GSE81089	NSCLC_tumor	NSCLC tumor (all histologies)	199	patient/array (tumor GSM)	Cufflinks FPKM log2(FPKM+1)	ENSG00000189143	199	-0.10160956296634689	0.1532779888806903	-0.037874696371627554	0.5962783459122541	NO_EVIDENCE	199	-0.10276534186081926	0.14863270526566805	-0.05415868151715924	0.44856386565097445	NO_EVIDENCE	199	0.11795340338053907	0.09706489377614069	0.17866459009965258	0.011788517908240533	OPPOSITE	199	-0.01700776610324349	0.8115476953861627	0.017924975403493363	0.8020847855494129	NO_EVIDENCE	199	0.15215775848941676	0.031918049606664264	0.12527302450579234	0.0786589317350414	NO_EVIDENCE
GSE81089	LUAD_AC_unspecified	LUAD (AC unspecified, code 2)	108	patient/array (tumor GSM)	Cufflinks FPKM log2(FPKM+1)	ENSG00000189143	108	-0.010698600512542036	0.9124946258653406	0.06805948898158058	0.48608313410923915	NO_EVIDENCE	108	0.004858669867672696	0.9601976748579187	0.026342808567379302	0.7876693531199469	NO_EVIDENCE	108	0.1328703306753551	0.170422367797807	0.22499533048787088	0.019806546141749065	OPPOSITE	108	0.09788790762811168	0.31351848441722335	0.1193689349597327	0.22070974698906418	NO_EVIDENCE	108	0.16753836920174914	0.08307393170711695	0.14194696724653522	0.1447135863387305	NO_EVIDENCE
GSE81089	LUSC_squamous	LUSC (squamous, code 1)	67	patient/array (tumor GSM)	Cufflinks FPKM log2(FPKM+1)	ENSG00000189143	67	-0.24403384148774845	0.04657870811246361	-0.2028133794142064	0.1024259265568678	NO_EVIDENCE	67	0.01632213265224679	0.895698694608917	0.04661004602326635	0.7101691403293273	NO_EVIDENCE	67	-0.07482640274563016	0.5473080337001501	0.010977708833676098	0.9302884405885549	NO_EVIDENCE	67	-0.14705882352941177	0.23501278076339766	-0.1390009009480594	0.26567135027991784	NO_EVIDENCE	67	0.0012371298587277519	0.9920725273552561	0.015834062935839666	0.8995842225778885	NO_EVIDENCE
