block	outcome	conditioner	rho_unadj	p_unadj	rho_partial	p_partial	I2	ci_lo	ci_hi	attenuation	percent_attenuated	perm_p_attenuation	k	N
funnel7	tnk	none	-0.06704255212546362	0.08116461337359679	-0.06704255212546362	0.08116461337359679	0.7850299471574934	-0.14164360233048207	0.008315701779707568	0.0	0.0		7	3444
funnel7	tnk	CLDN4	-0.06704255212546362	0.08116461337359679	0.0012130178411683943	0.9753624114342037	0.7931039613750243	-0.07562416578751222	0.07803588091813754	0.06825556996663201	101.80932527583131	9.999000099990002e-05	7	3444
funnel7	tnk	CLDN3	-0.06704255212546362	0.08116461337359679	-0.052400381115560286	0.11857313455263813	0.715669966726415	-0.11776161942448087	0.013412913435570786	0.01464217100990333	21.840115785720585	9.999000099990002e-05	7	3444
funnel7	tnk	CLDN7	-0.06704255212546362	0.08116461337359679	-0.024008609199762665	0.4936337202731097	0.7394739809273646	-0.09250221986785896	0.04471114233111651	0.04303394292570095	64.1889987200474	9.999000099990002e-05	7	3444
funnel7	tnk	EPCAM	-0.06704255212546362	0.08116461337359679	-0.045566558075479734	0.20147566891562674	0.7485769067078589	-0.11505166115068848	0.024362283312046838	0.021475994049983883	32.03337786096455	9.999000099990002e-05	7	3444
funnel7	tnk	MUC1	-0.06704255212546362	0.08116461337359679	-0.05161991239370547	0.23992536597879488	0.8356316823620694	-0.13696825340643212	0.034489193037871346	0.015422639731758149	23.004255122770655	9.999000099990002e-05	7	3444
funnel7	tnk	KRT19	-0.06704255212546362	0.08116461337359679	-0.036197604936570336	0.29160889799756373	0.7279069645822305	-0.10314765213808301	0.031078950304929746	0.03084494718889328	46.00801462803797	9.999000099990002e-05	7	3444
funnel7	cd3	none	-0.06375934458388922	0.08900701762227116	-0.06375934458388922	0.08900701762227116	0.7736855672348435	-0.1365680399657063	0.009734487284496364	0.0	0.0		7	3444
funnel7	cd3	CLDN4	-0.06375934458388922	0.08900701762227116	-0.0035673492352025172	0.9218128424123302	0.757637051791336	-0.07466477778159664	0.06756616286430987	0.06019199534868671	94.40497819028096		7	3444
funnel7	cd3	CLDN3	-0.06375934458388922	0.08900701762227116	-0.04725116189031688	0.18012008045505812	0.742456212984775	-0.11590708798797307	0.021854132640398947	0.01650818269357234	25.891393334277854		7	3444
funnel7	cd3	CLDN7	-0.06375934458388922	0.08900701762227116	-0.019136977096817297	0.5731342651104605	0.7218443891458589	-0.08550721105480076	0.04740234538548311	0.04462236748707193	69.98561195741519		7	3444
funnel7	cd3	EPCAM	-0.06375934458388922	0.08900701762227116	-0.04185646733960024	0.24013050154297422	0.7479506717015044	-0.11129779863605346	0.027991613071280404	0.021902877244288986	34.352419064582776		7	3444
funnel7	cd3	MUC1	-0.06375934458388922	0.08900701762227116	-0.05212919040826145	0.21200799424628092	0.8178452068114216	-0.133316335914704	0.02975292998184308	0.011630154175627773	18.240705345278116		7	3444
funnel7	cd3	KRT19	-0.06375934458388922	0.08900701762227116	-0.029892529618374835	0.3449690786070554	0.6791731229104484	-0.09169965148050509	0.03214403119077224	0.033866814965514386	53.116629705870416		7	3444
funnel7	cd8a	none	-0.07525870506266341	0.03299610613284607	-0.07525870506266341	0.03299610613284607	0.7443700678196798	-0.14371218292635082	-0.0060884762972691735	0.0	0.0		7	3444
funnel7	cd8a	CLDN4	-0.07525870506266341	0.03299610613284607	-0.018544769787577742	0.5866035380447066	0.7241571449449291	-0.08519099018351711	0.048266657095743085	0.05671393527508567	75.3586382171516		7	3444
funnel7	cd8a	CLDN3	-0.07525870506266341	0.03299610613284607	-0.06038481798613597	0.057292423118632516	0.6820301953602091	-0.12217619215755511	0.0018728557104725832	0.01487388707652744	19.76367659281786		7	3444
funnel7	cd8a	CLDN7	-0.07525870506266341	0.03299610613284607	-0.0367982901232756	0.23679526556467323	0.6677422874382422	-0.09749641628940851	0.024172572844720082	0.03846041493938781	51.10427412664639		7	3444
