block	outcome	index	control	meta_partial_CLDN4	meta_partial_control	delta_partial_CLDN4_minus_control	perm_p_two_sided	n_perm	N	q_bh
funnel7	tnk	CLDN4	CLDN3	0.0012130178411683943	-0.052400381115560286	0.05361339895672868	9.999000099990002e-05	10000	3444	0.0001666500016665
funnel7	tnk	CLDN4	CLDN7	0.0012130178411683943	-0.024008609199762665	0.02522162704093106	0.005699430056994301	10000	3444	0.005699430056994301
funnel7	tnk	CLDN4	EPCAM	0.0012130178411683943	-0.045566558075479734	0.04677957591664813	9.999000099990002e-05	10000	3444	0.0001666500016665
funnel7	tnk	CLDN4	MUC1	0.0012130178411683943	-0.05161991239370547	0.052832930234873864	9.999000099990002e-05	10000	3444	0.0001666500016665
funnel7	tnk	CLDN4	KRT19	0.0012130178411683943	-0.036197604936570336	0.03741062277773873	0.0006999300069993001	10000	3444	0.0008749125087491251
