gene	kind	k	cohorts	include_GSE207422	include_IIT	include_Real	include_GSE291670	n_NMPR	n_MPR	n_patients	hedges_g	g_se	ci95_lo	ci95_hi	p	p_source	I2	NMPR_gt_MPR_g	NMPR_gt_MPR_p05
TACSTD2	leave-one-in	1	GSE207422	True	False	False	False	8	4	12	0.32343123763410053	0.6159209826713951	-0.8837738884018337	1.5306363636700349	0.6828282828282828	mwu	0.0	True	False
TACSTD2	leave-one-in	1	IIT	False	True	False	False	7	4	11	-0.01158782200713115	0.6267880394401869	-1.2400923793098975	1.2169167352956354	1.0	mwu	0.0	False	False
TACSTD2	leave-one-in	1	Real	False	False	True	False	18	6	24	-0.18150099251814591	0.47213189534616407	-1.1068795073966275	0.7438775223603357	1.0	mwu	0.0	False	False
TACSTD2	leave-one-in	1	GSE291670	False	False	False	True	3	3	6	-1.031937364667854	0.8691420446143827	-2.735455772112044	0.671581042776336	0.2	mwu	0.0	False	False
TACSTD2	k=2	2	GSE207422 + IIT	True	True	False	False	15	8	23	0.15885110858073107	0.4393135940003547	-0.7022035356599642	1.0199057528214264	0.7176589385365255	iv_fe	0.0	True	False
TACSTD2	k=2	2	GSE207422 + Real	True	False	True	False	26	10	36	0.005382341891603555	0.37470866853945367	-0.7290466484457256	0.7398113322289328	0.9885395236790346	iv_fe	0.0	True	False
TACSTD2	k=2	2	GSE207422 + GSE291670	True	False	False	True	11	7	18	-0.1296758902502812	0.5025305816831831	-1.11463583034932	0.8552840498487577	0.7963715846808324	iv_fe	0.3822799697252975	False	False
TACSTD2	k=2	2	IIT + Real	False	True	True	False	25	10	35	-0.11999266077817612	0.37711530008842276	-0.8591386489514847	0.6191533273951324	0.7503441496087631	iv_fe	0.0	False	False
TACSTD2	k=2	2	IIT + GSE291670	False	True	False	True	10	7	17	-0.3606846683686119	0.5083809110265483	-1.3571112539806465	0.6357419172434227	0.4780283916174426	iv_fe	0.0	False	False
TACSTD2	k=2	2	Real + GSE291670	False	False	True	True	21	9	30	-0.375272163836822	0.41487228997872666	-1.1884218521951262	0.43787752452148226	0.3657045573890627	iv_fe	0.0	False	False
TACSTD2	leave-one-out	3	GSE207422 + IIT + Real	True	True	True	False	33	14	47	0.0009142046828901852	0.32161843378842986	-0.6294579255424323	0.6312863349082126	0.9977320055600782	iv_fe	0.0	True	False
TACSTD2	leave-one-out	3	GSE207422 + IIT + GSE291670	True	True	False	True	18	11	29	-0.08346951580808286	0.3920745367741008	-0.8519356078853204	0.6849965762691548	0.8314112352059357	iv_fe	0.0	False	False
TACSTD2	leave-one-out	3	GSE207422 + Real + GSE291670	True	False	True	True	29	13	42	-0.15720324042488568	0.34409270114256196	-0.8316249346643071	0.5172184538145358	0.647769484986982	iv_fe	0.0	False	False
TACSTD2	leave-one-out	3	IIT + Real + GSE291670	False	True	True	True	28	13	41	-0.2644775505033451	0.34595349466722214	-0.9425464000511005	0.4135912990444103	0.44457604553641517	iv_fe	0.0	False	False
TACSTD2	full	4	GSE207422 + IIT + Real + GSE291670	True	True	True	True	36	17	53	-0.12348119639573829	0.3016296046352929	-0.7146752214809124	0.46771282868943587	0.6822606471019754	iv_fe	0.0	False	False
CLDN4	leave-one-in	1	GSE207422	True	False	False	False	8	4	12	-0.2479022742004526	0.6144596385427388	-1.4522431657442205	0.9564386173433153	0.5696969696969697	mwu	0.0	False	False
CLDN4	leave-one-in	1	IIT	False	True	False	False	7	4	11	-0.47860827293817837	0.635034824448879	-1.7232765288579812	0.7660599829816244	0.5272727272727272	mwu	0.0	False	False
CLDN4	leave-one-in	1	Real	False	False	True	False	18	6	24	0.41121770381458606	0.47512644515690955	-0.5200301286929567	1.3424655363221287	0.45368361615501207	mwu	0.0	True	False
CLDN4	leave-one-in	1	GSE291670	False	False	False	True	3	3	6	-0.7838338734552281	0.8472699068761887	-2.4444828909325578	0.8768151440221017	0.4	mwu	0.0	False	False
CLDN4	k=2	2	GSE207422 + IIT	True	True	False	False	15	8	23	-0.3594573119329791	0.4415833524459881	-1.2249606827271158	0.5060460588611577	0.4156339717929911	iv_fe	0.0	False	False
CLDN4	k=2	2	GSE207422 + Real	True	False	True	False	26	10	36	0.16458799403408672	0.37586667257184153	-0.5721106842067226	0.9012866722748961	0.661466532678701	iv_fe	0.0	True	False
CLDN4	k=2	2	GSE207422 + GSE291670	True	False	False	True	11	7	18	-0.43262174176681273	0.49742021785251556	-1.4075653687577432	0.5423218852241178	0.38444747276576363	iv_fe	0.0	False	False
CLDN4	k=2	2	IIT + Real	False	True	True	False	25	10	35	0.09187064403634548	0.3804314942280072	-0.6537750846505487	0.8375163727232396	0.8091748720523588	iv_fe	0.20557956841154898	True	False
CLDN4	k=2	2	IIT + GSE291670	False	True	False	True	10	7	17	-0.5883970449481736	0.5081480541121978	-1.5843672310080812	0.40757314111173404	0.24689487772091434	iv_fe	0.0	False	False
