gene	U	p	n_kl_gt_kp	n_kl_lt_kp	n_tie_pairs	cliffs_delta	complete_separation	hits_floor	delta_mean	mean_kl	mean_kp
Tacstd2	8.0	0.13333333333333333	8	0	0	1.0	True	False	4.208555008069605	5.844420674321493	1.6358656662518882
Cldn4	8.0	0.13333333333333333	8	0	0	1.0	True	False	6.173310240554148	8.811434836320952	2.638124595766804
Stk11	0.0	0.13333333333333333	0	8	0	-1.0	True	False	-2.3835818519071275	2.1858419222345358	4.569423774141663
Trp53	8.0	0.13333333333333333	8	0	0	1.0	True	False	3.0040072492684384	5.497718406013873	2.4937111567454346
