collection	rank_metric	n_genes_ranked	Name	Term	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Lead_genes
hallmark_50	welch_t	15254	prerank	HALLMARK_NOTCH_SIGNALING	-0.577103834448666	-1.7988325060930388	0.008130081300813009	0.015612024580634445	0.088	10/30	15.29%	Tcf7l2;Arrb1;St3gal6;Psen2;Psenen;Aph1a;Dll1;Prkca;Heyl;Wnt2
hallmark_50	welch_t	15254	prerank	HALLMARK_COMPLEMENT	-0.4257345656138653	-1.7668812980480189	0.004048582995951417	0.017854177047002158	0.114	52/149	22.08%	Hnf4a;Pik3r5;Zeb1;Cpq;Itgam;Plek;Lipa;C1qa;C1qc;Gngt2;Olr1;Fcer1g;Ctss;Mmp12;F10;F3;Cfb;Lcp2;F7;Cdh13;Prss36;S100a13;C2;Dock10;Was;Msrb1;Cd36;Timp2;Apoc1;Lgmn;Cfh;Serping1;Notch4;F5;Dpp4;Spock2;Stx4a;Gzma;Prcp;C1s1;Dyrk2;Ctso;Lck;Ccl5;Irf2;Ctsb;Brpf3;Rhog;Raf1;Ctsc;Me1;Psmb9
hallmark_50	welch_t	15254	prerank	HALLMARK_ALLOGRAFT_REJECTION	-0.4239167731824625	-1.746594992446388	0.0	0.01791349324981612	0.128	54/138	18.91%	Cdkn2a;Il18;Ccr1;Itgal;Hcls1;Map4k1;Socs5;Ctss;Apbb1;Bcl3;Cfp;Tlr1;Ncf4;Ly86;Fcgr2b;Lcp2;Tgfb1;Spi1;Il1b;Ccl7;Rps9;Igsf6;Cd74;Rps3a1;Ccr5;Pf4;Ptprc;Gpr65;H2-DMa;Fgr;H2-Aa;Itgb2;C2;Tgfb2;Was;Cd86;Ccl22;H2-DMb2;Il16;H2-Oa;Il2rg;Cd2;Ccr2;H2-Ob;Thy1;Cd3d;Irf8;Cxcl9;Cd79a;Gzma;Klrd1;Lck;Cd4;Ccl5
hallmark_50	welch_t	15254	prerank	HALLMARK_APOPTOSIS	-0.41825716140445685	-1.7279101522649545	0.005479452054794521	0.018788407241322042	0.151	32/142	15.83%	Bgn;Ppp2r5b;Dap;Il18;Cav1;Retsat;Egr3;Plcb2;Psen2;Bmp2;Casp2;Pdcd4;Rela;Il1b;Pak1;Rara;Gpx4;Gpx3;Sod1;Tgfb2;Gstm2;Igfbp6;Txnip;Timp2;Dap3;Cd38;Dcn;Pdgfrb;Mmp2;Cd2;Tgfbr3;Tnfsf10
hallmark_50	welch_t	15254	prerank	HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.3770201768648955	1.721848800447743	0.0	0.007413661731090015	0.034	35/95	23.69%	Vav3;Egfr;Ptpn11;Actr2;Sfn;Mapk8;Akt1;Mapk9;Pik3r3;Map3k7;Ppp2r1b;Tbk1;Smad2;Slc2a1;Cltc;Tiam1;Cdk4;Mapk1;Calr;Cdkn1a;Arf1;Acaca;Ripk1;Pikfyve;Pdk1;Arpc3;Cab39l;Ube2n;Mapkap1;Prkaa2;Dapp1;Rac1;Cab39;Prkar2a;Hras
hallmark_50	welch_t	15254	prerank	HALLMARK_COAGULATION	-0.42581324222788597	-1.68613761448675	0.011444921316165951	0.02269833361014228	0.2	30/101	14.76%	Hnf4a;Cpq;Ctse;Proc;S100a1;Gng12;Plek;C1qa;Olr1;Gda;F10;F3;Cfb;Pros1;Pf4;Trf;Apoa1;S100a13;Ctsk;C2;Cfi;Apoc1;Lgmn;Cfh;Serping1;Dpp4;Fbn1;Mmp2;Vwf;Pecam1
hallmark_50	welch_t	15254	prerank	HALLMARK_INTERFERON_GAMMA_RESPONSE	-0.3948353075929658	-1.647810116780904	0.0026109660574412533	0.028649725959143002	0.275	56/159	22.08%	Vcam1;Cd274;Ifit2;St3gal5;Ifit3;Cxcl10;Sspn;Lgals3bp;Ifi27;Vamp5;Cfb;Lcp2;Slc25a28;Ccl7;Cd74;Cmklr1;Il10ra;H2-DMa;Socs3;Batf2;H2-Aa;Itgb7;Irf5;Nod1;Fcgr1;Txnip;Sp110;Cd86;Fgl2;Cd38;Cfh;Serping1;Dhx58;Il18bp;Slamf7;Ciita;Tnfsf10;Irf8;Cxcl9;Gzma;Oas2;C1s1;Xcl1;Xaf1;Il15ra;Ccl5;Lysmd2;Irf2;Stat2;Irf9;Icam1;Bst2;Ifi30;Mvp;Arid5b;Psmb9
hallmark_50	welch_t	15254	prerank	HALLMARK_INFLAMMATORY_RESPONSE	-0.3804332942285824	-1.587223302211788	0.003911342894393742	0.040388941734233214	0.387	60/159	21.37%	Pik3r5;Msr1;Calcrl;Ndp;Il18;Marco;C3ar1;Slc7a2;Cxcl10;Emp3;Abca1;Olr1;Tlr1;F3;Cybb;Rela;Gabbr1;Lcp2;Adgre1;Clec5a;Il1b;Ccl7;Cmklr1;Cx3cl1;Ccl24;Ebi3;Il10ra;Ccr7;Adm;Cd48;P2rx7;Itga5;Lpar1;Lamp3;Ptgir;Ccl17;Scarf1;Cd82;Icam4;Il7r;Ccl22;Cxcl15;Ptger2;Csf3r;Tnfsf10;Mep1a;Aplnr;Cxcl9;Gpc3;Il15ra;Lck;Ccl5;Bdkrb1;Hpn;Icam1;Il1r1;Rhog;Icosl;Raf1;Bst2
hallmark_50	welch_t	15254	prerank	HALLMARK_KRAS_SIGNALING_UP	-0.377549826028758	-1.5815705423736386	0.007832898172323759	0.03875325250512096	0.403	55/170	15.06%	Ptprr;Sema3b;Adamdec1;Rbp4;G0s2;Tmem158;Angptl4;Gpnmb;C3ar1;Nr1h4;Cxcl10;Map4k1;Fcer1g;Ctss;Tspan7;Gprc5b;Cfb;Bmp2;Laptm5;Btc;Mall;Csf2ra;Il1b;Arg1;Anxa10;Abcb1a;Cmklr1;Cdadc1;Gypc;Il10ra;Dock2;Akt2;Ace;Kif5c;Klf4;Itgb2;Mmd;Cidea;Spp1;Sox9;Ikzf1;Cd37;Spon1;Clec4a3;Il7r;Cfh;Sparcl1;Plvap;F13a1;Cxcr4;Hkdc1;Pecam1;Il2rg;Ush1c;Adgrl4
hallmark_50	welch_t	15254	prerank	HALLMARK_IL6_JAK_STAT3_SIGNALING	-0.4112824190424259	-1.534127886643305	0.03519061583577713	0.0489313045366857	0.505	37/72	31.40%	Pik3r5;Ccr1;Cxcl10;Tgfb1;Csf2ra;Il1b;Ccl7;Tnfrsf1a;Pf4;Ebi3;Socs3;Cd36;Il3ra;Il1r2;Cd38;Reg1;Il2rg;Csf3r;Acvrl1;Cxcl9;Il15ra;Pdgfc;Stat2;Irf9;Il1r1;Cxcl13;Ltb;Acvr1b;Fas;Tnfrsf21;Socs1;Stat3;Osmr;Ptpn1;Myd88;Ifngr1;Stat1
hallmark_50	welch_t	15254	prerank	HALLMARK_UV_RESPONSE_DN	-0.36311175992358885	-1.484884324739067	0.023968042609853527	0.0634683370109379	0.633	28/128	14.29%	Efemp1;Grk5;Dab2;Plpp3;Cav1;Pparg;Anxa4;Slc22a18;Prkce;F3;Dbp;Pias3;Rbpms;Atp2b4;Mrps31;Rgs4;Add3;Ltbp1;Col1a1;Lpar1;Pik3cd;Col1a2;Igfbp5;Col3a1;Col5a2;Mgll;Pdgfrb;Prkca
hallmark_50	welch_t	15254	prerank	HALLMARK_TGF_BETA_SIGNALING	0.36441926763094606	1.4835761721804694	0.01818181818181818	0.037840565085771945	0.188	15/53	17.30%	Slc20a1;Smurf1;Nog;Ctnnb1;Map3k7;Sptbn1;Smurf2;Tgfbr1;Tjp1;Bmpr1a;Thbs1;Apc;Smad7;Bcar3;Ppm1a
hallmark_50	welch_t	15254	prerank	HALLMARK_PEROXISOME	-0.381941449001134	-1.4517718064212821	0.04664723032069971	0.07257930576316227	0.705	23/85	15.87%	Dlg4;Gstk1;Abcd3;Retsat;Aldh1a1;Abcc5;Pex11b;Ehhadh;Ech1;Eci2;Hsd17b11;Pex6;Scgb1a1;Abcb1a;Pex11a;Sod1;Acox1;Nr1i2;Acsl5;Idh2;Ttr;Alb;Acaa1a
hallmark_50	welch_t	15254	prerank	HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.33529436648120176	1.4470100767980194	0.02710843373493976	0.04500824884275944	0.247	29/68	21.41%	Errfi1;Fdft1;Hsd17b7;Sc5d;Ctnnb1;Actg1;Cyp51;Hmgcr;Mvk;Ldlr;Hmgcs1;Cxcl16;Lss;Sqle;Pdk3;Fads2;Acat2;Idi1;Nfil3;Nsdhl;Mal2;Cpeb2;Fasn;Fdps;Pmvk;Gnai1;Mvd;Gpx8;Atf3
hallmark_50	welch_t	15254	prerank	HALLMARK_INTERFERON_ALPHA_RESPONSE	-0.37260180258157294	-1.4074299036832298	0.055232558139534885	0.09378633117422355	0.816	35/81	33.51%	Ifit2;Ifit3;Cxcl10;Lgals3bp;Ifi27;Slc25a28;Cd74;Batf2;Lamp3;Txnip;Sp110;Dhx58;C1s1;Irf2;Stat2;Irf9;Bst2;Ifi30;Psmb9;Cd47;B2m;Ccrl2;Irf7;Isg15;Oas1a;Gbp3;Ube2l6;Trim26;Trafd1;Rtp4;Psmb8;Usp18;Ifitm1;Trim14;Psme1
hallmark_50	welch_t	15254	prerank	HALLMARK_KRAS_SIGNALING_DN	-0.3767105311930521	-1.4025832351046044	0.06475903614457831	0.09129810369588792	0.822	22/73	16.14%	Hnf1a;Selenop;Kcnd1;Pdk2;Thnsl2;Gamt;Scgb1a1;Coq8a;Camk1d;Copz2;Atp4a;Kmt2d;Gpr19;Tgfb2;Tff2;Slc25a23;Synpo;Sphk2;Igfbp2;Fgfr3;Hc;Pdcd1
hallmark_50	welch_t	15254	prerank	HALLMARK_PROTEIN_SECRETION	0.30749448450941685	1.385007241595655	0.03873239436619718	0.06573446734899813	0.363	42/91	28.42%	Egfr;Ap2b1;Ykt6;Gosr2;Snx2;Cltc;Arfgef1;Mapk1;Sec24d;Arf1;Rer1;Ap3s1;Tpd52;Atp6v1h;Arfgef2;Atp7a;Lman1;Mon2;Gnas;Ap3b1;Napg;Copb2;Rab5a;Dnm1l;Ap1g1;Igf2r;Arcn1;Vps4b;Cln5;Dst;Zw10;Rab2a;Cav2;Krt18;Copb1;Tmx1;Snap23;Pam;Gla;Clcn3;Kif1b;Stam
hallmark_50	welch_t	15254	prerank	HALLMARK_GLYCOLYSIS	0.2741575046808631	1.3582204070754824	0.01694915254237288	0.0750914070792981	0.434	50/177	18.47%	Eno1b;Gpr87;Hs6st2;Egfr;Gpc1;Ecd;Cd44;Rpe;Psmc4;Tpbg;Ppp2cb;G6pdx;Vegfa;Ier3;B4galt7;Plod2;Polr3k;Gale;Ak4;Slc25a13;Got2;Homer1;Me2;Cldn3;Hk2;Pdk3;Pfkfb1;Ddit4;Agrn;B3gnt3;Aldoa;Gpc4;Gmppb;B3galt6;Met;Nsdhl;Hdlbp;Pkp2;Pkm;Pgm2;Tgfa;Galk2;Zfp292;Pgk1;Bpnt1;Aldh7a1;Mif;Arpp19;Copb2;Ldha
hallmark_50	welch_t	15254	prerank	HALLMARK_ADIPOGENESIS	-0.3088664485292594	-1.32571709735307	0.062340966921119595	0.1363745409584971	0.935	50/193	15.96%	Cmbl;Angptl4;Phldb1;Pparg;Retsat;Hadh;Phyh;Sspn;Abca1;Adcy6;Acadm;Coq9;Cd302;Apoe;Acaa2;Ucp2;Pdcd4;Itih5;Ech1;Mylk;Elmod3;Aldh2;Rtn3;Bckdha;Gpx4;Gpx3;Sod1;Decr1;Cyp4b1;Etfb;Lpl;Acox1;Echs1;Cidea;Sqor;Cd36;Cox8a;Tst;Cavin1;Stat5a;Mgll;Bcl6;Sparcl1;Araf;Lama4;Sncg;Sult1a1;Angpt1;Lpcat3;Qdpr
hallmark_50	welch_t	15254	prerank	HALLMARK_MYOGENESIS	-0.31334899496172114	-1.3095244254837057	0.07343124165554073	0.14423203000026225	0.952	85/151	34.57%	Ctf1;Sspn;Psen2;Aebp1;Tgfb1;Camk2b;Cox6a2;Fkbp1b;Mylk;Hspb2;Cdh13;Pygm;Lsp1;Cox7a1;Fgf2;Col6a2;Col1a1;Gpx3;Akt2;Pcx;Col6a3;Igf1;Ptgis;Cd36;Des;Col3a1;Ppfia4;Tagln;Hdac5;Spdef;Sod3;Reep1;Fxyd1;Ppp1r3c;Aplnr;Myh11;Gja5;Pfkm;Fabp3;Rit1;Nqo1;Mef2d;Cryab;Foxo4;Myom1;Sorbs3;Apod;Dmpk;Fhl1;Vipr1;Sirt2;Acsl1;Ncam1;Pgam2;Myl7;Tcap;Sorbs1;Tsc2;Myl4;Myl6b;Sh2b1;Clu;Bag1;Actc1;Itga7;Cfd;Dapk2;Mybpc3;Mapk12;Col4a2;Hspb8;Syngr2;Kcnh2;Gaa;Mras;Actn2;Mapre3;Sln;Crat;Col15a1;Eif4a2;Ckmt2;Tnni2;Csrp3;Prnp
hallmark_50	welch_t	15254	prerank	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.27906978953359185	1.2888839404754657	0.04746835443037975	0.11412233914756618	0.614	56/102	36.57%	Cebpb;Eif4a1;Nabp1;Wfs1;Eif2ak3;Gosr2;Vegfa;Kif5b;Eif2s1;Eif4a3;Cnot2;Dnaja4;Ddit4;Dcp1a;Calr;Eif4g1;Tubb2a;Pop4;Exoc2;Ssr1;Nfyb;Zbtb17;Sdad1;Paip1;Atf3;Exosc10;Dcp2;Chac1;Nop56;Hspa9;Xpot;Slc30a5;Khsrp;Hsp90b1;Asns;Hyou1;Exosc9;Eef2;Hspa5;Nop14;Serp1;Eif4e;Cnot6;Dnajc3;Spcs1;Slc7a5;Ddx10;Mthfd2;Aldh18a1;Ern1;Npm1;Edem1;Lsm1;Sec11a;Kdelr3;Wipi1
hallmark_50	welch_t	15254	prerank	HALLMARK_FATTY_ACID_METABOLISM	-0.30011434408266696	-1.2393881564392606	0.13297872340425532	0.2059873775120412	0.988	38/135	18.87%	G0s2;Cryz;Retsat;Hadh;Aldh1a1;Cpt1a;Acadm;Acaa2;Hsd17b10;Ehhadh;Gstz1;Ech1;Eci2;Gpd1;Hsd17b11;Hpgd;Eci1;Pcbd1;Pts;Decr1;Glul;Acox1;Echs1;Cidea;Gabarapl1;Cd36;Acsl5;Acadvl;Mgll;Inmt;Car4;Fmo1;Acaa1a;Hmgcs2;Acsm3;Acss1;Cbr3;Maoa
hallmark_50	welch_t	15254	prerank	HALLMARK_ESTROGEN_RESPONSE_EARLY	0.2494146342136369	1.2360528445780723	0.08974358974358974	0.15557600825007487	0.757	33/166	10.02%	Opn3;Svil;Foxc1;Lrig1;Tubb2b;Slc19a2;Bhlhe40;Zfp185;Gja1;Mybl1;Wfs1;Fdft1;Tpd52l1;Sfn;Cldn7;Lad1;Cd44;Pmaip1;Flnb;Tpbg;Retreg1;Endod1;Slc2a1;Slc39a6;Ovol2;Elf1;Fos;Rhobtb3;Igf1r;Nxt1;Snx24;Tiam1;Tsku
hallmark_50	welch_t	15254	prerank	HALLMARK_MYC_TARGETS_V2	0.29581465047663913	1.2152935366052255	0.15963855421686746	0.16814596676208327	0.797	35/56	39.41%	Rabepk;Utp20;Supv3l1;Hk2;Cdk4;Pus1;Mrto4;Farsa;Bysl;Noc4l;Imp4;Ipo4;Rrp12;Nop56;Wdr43;Nip7;Dusp2;Ddx18;Pes1;Ung;Plk4;Hspd1;Mphosph10;Npm1;Aimp2;Mcm4;Tmem97;Ndufaf4;Tfb2m;Mcm5;Pa2g4;Cbx3;Mybbp1a;Rrp9;Tbrg4
hallmark_50	welch_t	15254	prerank	HALLMARK_ESTROGEN_RESPONSE_LATE	-0.2839253839366401	-1.1919536581013717	0.15816993464052287	0.25252884744663523	0.994	39/157	17.82%	Sema3b;Igfbp4;Papss2;Slc26a2;Cav1;Itpk1;Anxa9;Egr3;Sord;Xbp1;Blvrb;Aldh3b1;Pdcd4;Chpt1;Atp2b4;Add3;Etfb;Dnajc12;Klf4;Cish;Tff3;Mapt;Tst;Nab2;Idh2;Mdk;Cxcl14;Arl3;Zfp36;Fgfr3;Batf;Agr2;Rnaseh2a;Olfm1;Hmgcs2;Cxcl12;Krt19;Ptger3;Fkbp5
hallmark_50	welch_t	15254	prerank	HALLMARK_ANDROGEN_RESPONSE	0.26015794537332243	1.1735579246713859	0.16610169491525423	0.20710201335832013	0.878	22/87	13.54%	Map7;Abcc4;Appbp2;Stk39;Actn1;Akt1;Dhcr24;Hmgcr;Itgav;Hmgcs1;Cdc14b;Camkk2;Gsr;Pgm3;Srp19;Ell2;Ube2i;Sec24d;H1f0;Acsl3;Tpd52;Idi1
hallmark_50	welch_t	15254	prerank	HALLMARK_APICAL_JUNCTION	-0.27385334819743895	-1.1476310731295833	0.21045918367346939	0.3077863840195679	0.999	43/161	16.67%	Vcam1;Cd274;Cldn18;Wnk4;Layn;Cercam;Hadh;Thbs3;Pkd1;Slit2;Rras;Atp1a3;Gamt;Pbx2;Shc1;Sirpa;Itga9;Cx3cl1;Amigo1;Rac2;Ptprc;Tgfbi;Nexn;Adam15;Akt2;Tmem8b;Tspan4;Cd86;Arhgef6;Icam4;Cdh11;Taok2;Mdk;Cldn5;Fbn1;Mmp2;Vwf;Pecam1;Stx4a;Arpc2;Thy1;Icam2;Cdsn
