sample,patient,threshold,n_high,n_low,high_mean,low_mean,delta,ratio,high_events,low_events,degree_high,degree_low
LUAD-5 R1,Lung5,3.2032646373303826,8918,8919,0.09834043507512895,0.1181746832604552,-0.019834248185326253,0.8321616133160106,877.0,1054.0,28.817447858264185,29.671824195537617
LUAD-5 R2,Lung5,3.0701173218729525,8957,8957,0.09791224740426482,0.11588701574187786,-0.017974768337613037,0.8448940269749519,877.0,1038.0,30.76230880875293,31.72825722898292
LUAD-5 R3,Lung5,3.0637723102856707,7942,7951,0.1149584487534626,0.11872720412526726,-0.003768755371804655,0.9682570191088784,913.0,944.0,27.59405691261647,28.154697522324234
LUSC-6,Lung6,0.0,24655,41541,0.07333198134252687,0.07549168291567367,-0.002159701573146794,0.9713915296396394,1808.0,3136.0,26.329912796592982,26.2211790760935
LUAD-9 R1,Lung9,0.0,10433,28431,0.2960797469567718,0.29787907565685345,-0.0017993287000816482,0.9939595330886738,3089.0,8469.0,32.30221412824691,33.43519397840385
LUAD-9 R2,Lung9,0.0,25449,69427,0.15089001532476717,0.2852924654673254,-0.13440245014255822,0.5288959001339228,3840.0,19807.0,27.96691422059806,29.397050138994917
LUAD-12,Lung12,0.0,5919,12348,0.13870586247676972,0.33997408487204406,-0.20126822239527434,0.40798951640380005,821.0,4198.0,18.27099172157459,19.98785228377065
LUAD-13,Lung13,0.0,9053,16977,0.943223240914614,0.9985274194498439,-0.05530417853522995,0.944614261503504,8539.0,16952.0,29.623218822489783,30.460210873534784
