cut,radius_um,class_name,estimand,mean_high,mean_low,delta,ratio,pooled_ratio,mean_section_ratio,max_section_ratio,min_section_ratio,sections_high_lt_low,patients_high_lt_low,full_sign,min_high,min_low,min_high_events,min_low_events,n_high_min,n_low_min,section_sign_p,patient_sign_p,section_wilcoxon_p,patient_wilcoxon_p,floor_ok,contact_full_sign,contact_floor_ok,contact_min_high,contact_min_low,eligible
detected,4,immune,count,0.00012024091310154067,0.00026519268580181874,-0.00014495177270027807,0.4534096132326891,0.4227209192925541,0.2783292631811246,0.5215408008109478,0.0,5/8,3/5,False,0.0,0.0,0.0,0.0,5919,6018,0.36328125,0.5,0.21875,0.25,False,,,,,False
detected,4,immune,frac0,0.00012024091310154067,0.00026519268580181874,-0.00014495177270027807,0.4534096132326891,0.4227209192925541,0.2783292631811246,0.5215408008109478,0.0,5/8,3/5,False,0.0,0.0,0.0,0.0,5919,6018,0.36328125,0.5,0.21875,0.25,False,,,,,False
detected,4,cd8nk,count,0.0,2.3889160525952534e-05,-2.3889160525952534e-05,0.0,0.0,0.0,0.0,0.0,2/8,2/5,False,0.0,0.0,0.0,0.0,5919,6018,0.96484375,0.8125,0.5,0.5,False,,,,,False
detected,4,cd8nk,frac0,0.0,2.3889160525952534e-05,-2.3889160525952534e-05,0.0,0.0,0.0,0.0,0.0,2/8,2/5,False,0.0,0.0,0.0,0.0,5919,6018,0.96484375,0.8125,0.5,0.5,False,,,,,False
detected,4,cd8,count,0.0,2.2088708252341404e-05,-2.2088708252341404e-05,0.0,0.0,0.0,0.0,0.0,1/8,1/5,False,0.0,0.0,0.0,0.0,5919,6018,0.99609375,0.96875,1.0,1.0,False,,,,,False
detected,4,cd8,frac0,0.0,2.2088708252341404e-05,-2.2088708252341404e-05,0.0,0.0,0.0,0.0,0.0,1/8,1/5,False,0.0,0.0,0.0,0.0,5919,6018,0.99609375,0.96875,1.0,1.0,False,,,,,False
detected,5,immune,frac,0.02847412667493038,0.05380492136839393,-0.02533079469346355,0.5292104504711096,0.39078346855983775,0.4775885444145301,0.7304559270516717,0.0,8/8,5/5,True,0.0,0.007155635062611807,0.0,4.0,77,291,0.00390625,0.03125,0.0078125,0.0625,False,True,False,0.0,0.007155635062611807,False
detected,5,immune,count,0.0005845534481058753,0.0017641109508675938,-0.0011795575027617185,0.3313586641579378,0.3172270743544652,0.30790547883924146,0.43644011458547377,0.0,8/8,5/5,True,0.0,9.629041188223683e-05,0.0,4.0,5919,6018,0.00390625,0.03125,0.0078125,0.0625,False,True,False,0.0,0.007155635062611807,False
detected,5,immune,frac0,0.0005765919181562858,0.0017066145291785863,-0.0011300226110223005,0.33785714834726405,0.317255050990355,0.3068232118484785,0.43644011458547377,0.0,8/8,5/5,True,0.0,9.629041188223683e-05,0.0,4.0,5919,6018,0.00390625,0.03125,0.0078125,0.0625,False,True,False,0.0,0.007155635062611807,False
detected,5,cd8nk,frac,0.0013056092843326886,0.006068648938697704,-0.0047630396543650155,0.21514002499094378,0.1646634615384615,0.1374708624708625,0.4916530278232406,0.0,6/8,5/5,False,0.0,0.0,0.0,0.0,77,291,0.14453125,0.03125,0.03125,0.0625,False,False,False,0.0,0.0,False
detected,5,cd8nk,count,3.2526939550191974e-05,0.00021944318026525516,-0.0001869162407150632,0.1482248822263447,0.13033895011520416,0.08597440817941071,0.28850614755839543,0.0,6/8,5/5,False,0.0,0.0,0.0,0.0,5919,6018,0.14453125,0.03125,0.03125,0.0625,False,False,False,0.0,0.0,False
detected,5,cd8nk,frac0,3.2526939550191974e-05,0.0002048570966336777,-0.00017233015708348573,0.15877868077158266,0.1336809744771325,0.08597440817941071,0.28850614755839543,0.0,6/8,5/5,False,0.0,0.0,0.0,0.0,5919,6018,0.14453125,0.03125,0.03125,0.0625,False,False,False,0.0,0.0,False
detected,5,cd8,frac,0.0013056092843326886,0.004655387422661892,-0.0033497781383292034,0.2804512634065926,0.21055327868852458,0.21256105596531133,0.5711522520033159,0.0,5/8,4/5,False,0.0,0.0,0.0,0.0,77,291,0.36328125,0.1875,0.0625,0.125,False,False,False,0.0,0.0,False
detected,5,cd8,count,3.2526939550191974e-05,0.00016674904544137289,-0.00013422210589118092,0.19506522189734565,0.1681792904712312,0.13564647574644556,0.38972623117383226,0.0,5/8,4/5,False,0.0,0.0,0.0,0.0,5919,6018,0.36328125,0.1875,0.0625,0.125,False,False,False,0.0,0.0,False
detected,5,cd8,frac0,3.2526939550191974e-05,0.0001616874970124775,-0.00012916055746228552,0.20117164376464963,0.1709363280199399,0.13564647574644556,0.38972623117383226,0.0,5/8,4/5,False,0.0,0.0,0.0,0.0,5919,6018,0.36328125,0.1875,0.0625,0.125,False,False,False,0.0,0.0,False
detected,6,immune,frac,0.03369716894157543,0.06283769542710099,-0.029140526485525564,0.536257237197186,0.3988990896889239,0.5196855524748887,0.8596748743165389,0.3140850535464846,8/8,5/5,True,0.00474934036939314,0.014461538461538461,4.0,17.5,253,876,0.00390625,0.03125,0.0078125,0.0625,True,True,True,0.00474934036939314,0.014461538461538461,True
detected,6,immune,count,0.0022321430327202018,0.006341454526050164,-0.004109311493329963,0.3519922793029178,0.32596379092762745,0.34481535143063524,0.5423632724933561,0.23121916842847076,8/8,5/5,True,0.00016223889677550193,0.000577742471293421,4.0,19.0,5919,6018,0.00390625,0.03125,0.0078125,0.0625,False,True,True,0.00474934036939314,0.014461538461538461,False
detected,6,immune,frac0,0.0021755727345682476,0.005973090247997049,-0.003797517513428801,0.36422900780676815,0.33350243675104607,0.35486479795505926,0.5601302760020201,0.22951902748414377,8/8,5/5,True,0.00016223889677550193,0.0005657061698081413,4.0,17.5,5919,6018,0.00390625,0.03125,0.0078125,0.0625,False,True,True,0.00474934036939314,0.014461538461538461,False
detected,6,cd8nk,frac,0.004518086630788201,0.007968232075826476,-0.0034501454450382744,0.567012429833073,0.3973189402912283,0.5483682334604144,1.7168515583729531,0.0,6/8,4/5,False,0.0,0.0,0.0,0.0,253,876,0.14453125,0.1875,0.078125,0.1875,False,False,False,0.0,0.0,False
detected,6,cd8nk,count,0.0003229393854101764,0.0008105349038794858,-0.00048759551846930943,0.39842748765596964,0.3409710931283822,0.3668329912472513,1.1232610018251876,0.0,6/8,4/5,False,0.0,0.0,0.0,0.0,5919,6018,0.14453125,0.1875,0.0390625,0.125,False,False,False,0.0,0.0,False
detected,6,cd8nk,frac0,0.0003066759156350804,0.0007786310902499307,-0.0004719551746148503,0.3938654896719335,0.33218134154630863,0.36211195590265144,1.1232610018251876,0.0,6/8,4/5,False,0.0,0.0,0.0,0.0,5919,6018,0.14453125,0.1875,0.0546875,0.125,False,False,False,0.0,0.0,False
detected,6,cd8,frac,0.00350900475653664,0.005873268585426779,-0.0023642638288901394,0.5974534802040998,0.43037693619440104,0.9048267750358068,2.5752773375594296,0.0,4/8,3/5,False,0.0,0.0,0.0,0.0,253,876,0.63671875,0.5,0.1875,0.25,False,False,False,0.0,0.0,False
detected,6,cd8,count,0.0002617909348144106,0.0006017157832877714,-0.0003399248484733608,0.4350740699936214,0.37453721297472464,0.6097080867377418,1.6848915027377815,0.0,4/8,3/5,False,0.0,0.0,0.0,0.0,5919,6018,0.63671875,0.5,0.125,0.25,False,False,False,0.0,0.0,False
