gene	n_ADC	n_SCC	median_ADC	median_SCC	U	p	rank_biserial_ADC_minus_SCC
CLDN4	40	18	9.402965542499999	7.9216887915	567.0	0.0005190827626626402	0.575
CD8A	40	18	6.6414497505	6.100257986	388.0	0.6439370472761585	0.07777777777777772
CD274	40	18	6.823029612999999	7.345514227500001	261.0	0.09781893331400571	-0.275
TACSTD2	40	18	12.580158695000002	13.2600208	254.0	0.07620023468562648	-0.2944444444444444
