rule	q	n	n_high	n_low	resp_high	nonresp_high	resp_low	nonresp_low	OR	OR_lo	OR_hi	haldane	fisher_p	cohort	endpoint	gene	adjust	note
quantile	0.75	22.0	6.0	16.0	2.0	4.0	5.0	11.0	1.1	0.1489151070223077	8.125434848048965	False	1.0	GSE166449	deposited_responder	CLDN4	none	Pre-treatment advanced lung cancer. Response is the GEO title (7 responders, 15 non-responders). Expression values are already on a log scale (CLDN4 max about 3) and were not logged again.
tertile_ends	0.67	14.0	7.0	7.0	2.0	5.0	1.0	6.0	2.4	0.1649024713088102	34.92973728218627	False	1.0	GSE166449	deposited_responder	CLDN4	none	Pre-treatment advanced lung cancer. Response is the GEO title (7 responders, 15 non-responders). Expression values are already on a log scale (CLDN4 max about 3) and were not logged again.
quantile	0.25	22.0	16.0	6.0	6.0	10.0	1.0	5.0	3.0	0.27941264124022064	32.2104252694222	False	0.6158176189135942	GSE166449	deposited_responder	CLDN4	keratin	Pre-treatment advanced lung cancer. Response is the GEO title (7 responders, 15 non-responders). Expression values are already on a log scale (CLDN4 max about 3) and were not logged again.
quantile	0.33	22.0	15.0	7.0	5.0	10.0	2.0	5.0	1.25	0.17607302615130624	8.87415883144579	False	1.0	GSE166449	deposited_responder	CLDN4	keratin	Pre-treatment advanced lung cancer. Response is the GEO title (7 responders, 15 non-responders). Expression values are already on a log scale (CLDN4 max about 3) and were not logged again.
median	0.5	22.0	11.0	11.0	4.0	7.0	3.0	8.0	1.5238095238095237	0.2498031094882507	9.295302486864442	False	1.0	GSE166449	deposited_responder	CLDN4	keratin	Pre-treatment advanced lung cancer. Response is the GEO title (7 responders, 15 non-responders). Expression values are already on a log scale (CLDN4 max about 3) and were not logged again.
quantile	0.67	22.0	7.0	15.0	3.0	4.0	4.0	11.0	2.0625	0.3133681113959875	13.57478982481581	False	0.6302244582043344	GSE166449	deposited_responder	CLDN4	keratin	Pre-treatment advanced lung cancer. Response is the GEO title (7 responders, 15 non-responders). Expression values are already on a log scale (CLDN4 max about 3) and were not logged again.
quantile	0.75	22.0	6.0	16.0	3.0	3.0	4.0	12.0	3.0	0.42257526276313506	21.297981195469905	False	0.33408387278356316	GSE166449	deposited_responder	CLDN4	keratin	Pre-treatment advanced lung cancer. Response is the GEO title (7 responders, 15 non-responders). Expression values are already on a log scale (CLDN4 max about 3) and were not logged again.
tertile_ends	0.67	14.0	7.0	7.0	3.0	4.0	2.0	5.0	1.875	0.20356626883588794	17.2701745731472	False	1.0	GSE166449	deposited_responder	CLDN4	keratin	Pre-treatment advanced lung cancer. Response is the GEO title (7 responders, 15 non-responders). Expression values are already on a log scale (CLDN4 max about 3) and were not logged again.
quantile	0.25	22.0	16.0	6.0	6.0	10.0	1.0	5.0	3.0	0.27941264124022064	32.2104252694222	False	0.6158176189135942	GSE166449	deposited_responder	TACSTD2	none	Pre-treatment advanced lung cancer. Response is the GEO title (7 responders, 15 non-responders). Expression values are already on a log scale (CLDN4 max about 3) and were not logged again.
quantile	0.33	22.0	15.0	7.0	6.0	9.0	1.0	6.0	4.0	0.3793361710534344	42.17894633028862	False	0.35009147199549684	GSE166449	deposited_responder	TACSTD2	none	Pre-treatment advanced lung cancer. Response is the GEO title (7 responders, 15 non-responders). Expression values are already on a log scale (CLDN4 max about 3) and were not logged again.
median	0.5	22.0	11.0	11.0	5.0	6.0	2.0	9.0	3.75	0.5399147451110786	26.045778759212943	False	0.3614551083591332	GSE166449	deposited_responder	TACSTD2	none	Pre-treatment advanced lung cancer. Response is the GEO title (7 responders, 15 non-responders). Expression values are already on a log scale (CLDN4 max about 3) and were not logged again.
quantile	0.67	22.0	7.0	15.0	2.0	5.0	5.0	10.0	0.8	0.112686736736836	5.679461652125305	False	1.0	GSE166449	deposited_responder	TACSTD2	none	Pre-treatment advanced lung cancer. Response is the GEO title (7 responders, 15 non-responders). Expression values are already on a log scale (CLDN4 max about 3) and were not logged again.
quantile	0.75	22.0	6.0	16.0	2.0	4.0	5.0	11.0	1.1	0.1489151070223077	8.125434848048965	False	1.0	GSE166449	deposited_responder	TACSTD2	none	Pre-treatment advanced lung cancer. Response is the GEO title (7 responders, 15 non-responders). Expression values are already on a log scale (CLDN4 max about 3) and were not logged again.
tertile_ends	0.67	14.0	7.0	7.0	2.0	5.0	1.0	6.0	2.4	0.1649024713088102	34.92973728218627	False	1.0	GSE166449	deposited_responder	TACSTD2	none	Pre-treatment advanced lung cancer. Response is the GEO title (7 responders, 15 non-responders). Expression values are already on a log scale (CLDN4 max about 3) and were not logged again.
quantile	0.25	22.0	16.0	6.0	6.0	10.0	1.0	5.0	3.0	0.27941264124022064	32.2104252694222	False	0.6158176189135942	GSE166449	deposited_responder	TACSTD2	keratin	Pre-treatment advanced lung cancer. Response is the GEO title (7 responders, 15 non-responders). Expression values are already on a log scale (CLDN4 max about 3) and were not logged again.
quantile	0.33	22.0	15.0	7.0	6.0	9.0	1.0	6.0	4.0	0.3793361710534344	42.17894633028862	False	0.35009147199549684	GSE166449	deposited_responder	TACSTD2	keratin	Pre-treatment advanced lung cancer. Response is the GEO title (7 responders, 15 non-responders). Expression values are already on a log scale (CLDN4 max about 3) and were not logged again.
median	0.5	22.0	11.0	11.0	5.0	6.0	2.0	9.0	3.75	0.5399147451110786	26.045778759212943	False	0.3614551083591332	GSE166449	deposited_responder	TACSTD2	keratin	Pre-treatment advanced lung cancer. Response is the GEO title (7 responders, 15 non-responders). Expression values are already on a log scale (CLDN4 max about 3) and were not logged again.
quantile	0.67	22.0	7.0	15.0	5.0	2.0	2.0	13.0	16.25	1.7740638853101673	148.84610536662433	False	0.013550755230321792	GSE166449	deposited_responder	TACSTD2	keratin	Pre-treatment advanced lung cancer. Response is the GEO title (7 responders, 15 non-responders). Expression values are already on a log scale (CLDN4 max about 3) and were not logged again.
quantile	0.75	22.0	6.0	16.0	4.0	2.0	3.0	13.0	8.666666666666666	1.0494501373847251	71.57187219803616	False	0.05356975326015574	GSE166449	deposited_responder	TACSTD2	keratin	Pre-treatment advanced lung cancer. Response is the GEO title (7 responders, 15 non-responders). Expression values are already on a log scale (CLDN4 max about 3) and were not logged again.
tertile_ends	0.67	14.0	7.0	7.0	5.0	2.0	1.0	6.0	15.0	1.030640445680064	218.3108580136642	False	0.10256410256410255	GSE166449	deposited_responder	TACSTD2	keratin	Pre-treatment advanced lung cancer. Response is the GEO title (7 responders, 15 non-responders). Expression values are already on a log scale (CLDN4 max about 3) and were not logged again.
quantile	0.25	27.0	20.0	7.0	5.0	15.0	2.0	5.0	0.8333333333333334	0.12131339577099923	5.724383857454066	False	1.0	GSE135222	PFS_ge_180d	CLDN4	none	Tumor RNA, anti-PD-1/PD-L1. Public GEO has PFS time in days and a 0/1 flag, not RECIST. 1 is treated as the event because those samples have the shorter times. Benefit = PFS time >= 180 days. Early censoring (time < 180 and flag 0) is excluded. This is not ORR and not DCR.
quantile	0.33	27.0	18.0	9.0	5.0	13.0	2.0	7.0	1.3461538461538463	0.20546288568959933	8.819744604640896	False	1.0	GSE135222	PFS_ge_180d	CLDN4	none	Tumor RNA, anti-PD-1/PD-L1. Public GEO has PFS time in days and a 0/1 flag, not RECIST. 1 is treated as the event because those samples have the shorter times. Benefit = PFS time >= 180 days. Early censoring (time < 180 and flag 0) is excluded. This is not ORR and not DCR.
median	0.5	27.0	14.0	13.0	2.0	12.0	5.0	8.0	0.26666666666666666	0.04118160135175788	1.7267689642203692	False	0.20869565217391303	GSE135222	PFS_ge_180d	CLDN4	none	Tumor RNA, anti-PD-1/PD-L1. Public GEO has PFS time in days and a 0/1 flag, not RECIST. 1 is treated as the event because those samples have the shorter times. Benefit = PFS time >= 180 days. Early censoring (time < 180 and flag 0) is excluded. This is not ORR and not DCR.
quantile	0.67	27.0	9.0	18.0	2.0	7.0	5.0	13.0	0.7428571428571429	0.11338196793972997	4.867059063458975	False	1.0	GSE135222	PFS_ge_180d	CLDN4	none	Tumor RNA, anti-PD-1/PD-L1. Public GEO has PFS time in days and a 0/1 flag, not RECIST. 1 is treated as the event because those samples have the shorter times. Benefit = PFS time >= 180 days. Early censoring (time < 180 and flag 0) is excluded. This is not ORR and not DCR.
quantile	0.75	27.0	7.0	20.0	1.0	6.0	6.0	14.0	0.3888888888888889	0.038101349066395805	3.969270684817265	False	0.6333637377115638	GSE135222	PFS_ge_180d	CLDN4	none	Tumor RNA, anti-PD-1/PD-L1. Public GEO has PFS time in days and a 0/1 flag, not RECIST. 1 is treated as the event because those samples have the shorter times. Benefit = PFS time >= 180 days. Early censoring (time < 180 and flag 0) is excluded. This is not ORR and not DCR.
tertile_ends	0.67	18.0	9.0	9.0	2.0	7.0	2.0	7.0	1.0	0.10834538977367628	9.229742050759238	False	1.0	GSE135222	PFS_ge_180d	CLDN4	none	Tumor RNA, anti-PD-1/PD-L1. Public GEO has PFS time in days and a 0/1 flag, not RECIST. 1 is treated as the event because those samples have the shorter times. Benefit = PFS time >= 180 days. Early censoring (time < 180 and flag 0) is excluded. This is not ORR and not DCR.
quantile	0.25	27.0	20.0	7.0	5.0	15.0	2.0	5.0	0.8333333333333334	0.12131339577099923	5.724383857454066	False	1.0	GSE135222	PFS_ge_180d	CLDN4	keratin	Tumor RNA, anti-PD-1/PD-L1. Public GEO has PFS time in days and a 0/1 flag, not RECIST. 1 is treated as the event because those samples have the shorter times. Benefit = PFS time >= 180 days. Early censoring (time < 180 and flag 0) is excluded. This is not ORR and not DCR.
quantile	0.33	27.0	18.0	9.0	4.0	14.0	3.0	6.0	0.5714285714285714	0.09671211078212084	3.3763156403496017	False	0.6526603830951656	GSE135222	PFS_ge_180d	CLDN4	keratin	Tumor RNA, anti-PD-1/PD-L1. Public GEO has PFS time in days and a 0/1 flag, not RECIST. 1 is treated as the event because those samples have the shorter times. Benefit = PFS time >= 180 days. Early censoring (time < 180 and flag 0) is excluded. This is not ORR and not DCR.
median	0.5	27.0	14.0	13.0	3.0	11.0	4.0	9.0	0.6136363636363636	0.10803411837232843	3.48546915039488	False	0.6776167471819646	GSE135222	PFS_ge_180d	CLDN4	keratin	Tumor RNA, anti-PD-1/PD-L1. Public GEO has PFS time in days and a 0/1 flag, not RECIST. 1 is treated as the event because those samples have the shorter times. Benefit = PFS time >= 180 days. Early censoring (time < 180 and flag 0) is excluded. This is not ORR and not DCR.
quantile	0.67	27.0	9.0	18.0	1.0	8.0	6.0	12.0	0.25	0.02510726372104283	2.4893194533029774	False	0.3632107023411371	GSE135222	PFS_ge_180d	CLDN4	keratin	Tumor RNA, anti-PD-1/PD-L1. Public GEO has PFS time in days and a 0/1 flag, not RECIST. 1 is treated as the event because those samples have the shorter times. Benefit = PFS time >= 180 days. Early censoring (time < 180 and flag 0) is excluded. This is not ORR and not DCR.
quantile	0.75	27.0	7.0	20.0	0.0	7.0	7.0	13.0	0.12	0.005982232067266755	2.407128282233167	True	0.13687713252930644	GSE135222	PFS_ge_180d	CLDN4	keratin	Tumor RNA, anti-PD-1/PD-L1. Public GEO has PFS time in days and a 0/1 flag, not RECIST. 1 is treated as the event because those samples have the shorter times. Benefit = PFS time >= 180 days. Early censoring (time < 180 and flag 0) is excluded. This is not ORR and not DCR.
tertile_ends	0.67	18.0	9.0	9.0	1.0	8.0	3.0	6.0	0.25	0.020551652600029762	3.0411179682897864	False	0.5764705882352941	GSE135222	PFS_ge_180d	CLDN4	keratin	Tumor RNA, anti-PD-1/PD-L1. Public GEO has PFS time in days and a 0/1 flag, not RECIST. 1 is treated as the event because those samples have the shorter times. Benefit = PFS time >= 180 days. Early censoring (time < 180 and flag 0) is excluded. This is not ORR and not DCR.
quantile	0.25	27.0	20.0	7.0	4.0	16.0	3.0	4.0	0.3333333333333333	0.05214524148993415	2.1308005857554506	False	0.32783351913786696	GSE135222	PFS_ge_180d	TACSTD2	none	Tumor RNA, anti-PD-1/PD-L1. Public GEO has PFS time in days and a 0/1 flag, not RECIST. 1 is treated as the event because those samples have the shorter times. Benefit = PFS time >= 180 days. Early censoring (time < 180 and flag 0) is excluded. This is not ORR and not DCR.
quantile	0.33	27.0	18.0	9.0	4.0	14.0	3.0	6.0	0.5714285714285714	0.09671211078212084	3.3763156403496017	False	0.6526603830951656	GSE135222	PFS_ge_180d	TACSTD2	none	Tumor RNA, anti-PD-1/PD-L1. Public GEO has PFS time in days and a 0/1 flag, not RECIST. 1 is treated as the event because those samples have the shorter times. Benefit = PFS time >= 180 days. Early censoring (time < 180 and flag 0) is excluded. This is not ORR and not DCR.
median	0.5	27.0	14.0	13.0	3.0	11.0	4.0	9.0	0.6136363636363636	0.10803411837232843	3.48546915039488	False	0.6776167471819646	GSE135222	PFS_ge_180d	TACSTD2	none	Tumor RNA, anti-PD-1/PD-L1. Public GEO has PFS time in days and a 0/1 flag, not RECIST. 1 is treated as the event because those samples have the shorter times. Benefit = PFS time >= 180 days. Early censoring (time < 180 and flag 0) is excluded. This is not ORR and not DCR.
quantile	0.67	27.0	9.0	18.0	2.0	7.0	5.0	13.0	0.7428571428571429	0.11338196793972997	4.867059063458975	False	1.0	GSE135222	PFS_ge_180d	TACSTD2	none	Tumor RNA, anti-PD-1/PD-L1. Public GEO has PFS time in days and a 0/1 flag, not RECIST. 1 is treated as the event because those samples have the shorter times. Benefit = PFS time >= 180 days. Early censoring (time < 180 and flag 0) is excluded. This is not ORR and not DCR.
quantile	0.75	27.0	7.0	20.0	1.0	6.0	6.0	14.0	0.3888888888888889	0.038101349066395805	3.969270684817265	False	0.6333637377115638	GSE135222	PFS_ge_180d	TACSTD2	none	Tumor RNA, anti-PD-1/PD-L1. Public GEO has PFS time in days and a 0/1 flag, not RECIST. 1 is treated as the event because those samples have the shorter times. Benefit = PFS time >= 180 days. Early censoring (time < 180 and flag 0) is excluded. This is not ORR and not DCR.
tertile_ends	0.67	18.0	9.0	9.0	2.0	7.0	3.0	6.0	0.5714285714285714	0.0703027808162573	4.644632949844693	False	1.0	GSE135222	PFS_ge_180d	TACSTD2	none	Tumor RNA, anti-PD-1/PD-L1. Public GEO has PFS time in days and a 0/1 flag, not RECIST. 1 is treated as the event because those samples have the shorter times. Benefit = PFS time >= 180 days. Early censoring (time < 180 and flag 0) is excluded. This is not ORR and not DCR.
quantile	0.25	27.0	20.0	7.0	3.0	17.0	4.0	3.0	0.1323529411764706	0.019099091523972204	0.9171798049177082	False	0.049582784365393054	GSE135222	PFS_ge_180d	TACSTD2	keratin	Tumor RNA, anti-PD-1/PD-L1. Public GEO has PFS time in days and a 0/1 flag, not RECIST. 1 is treated as the event because those samples have the shorter times. Benefit = PFS time >= 180 days. Early censoring (time < 180 and flag 0) is excluded. This is not ORR and not DCR.
quantile	0.33	27.0	18.0	9.0	2.0	16.0	5.0	4.0	0.1	0.013914872467597643	0.7186555265444322	False	0.02345191040843214	GSE135222	PFS_ge_180d	TACSTD2	keratin	Tumor RNA, anti-PD-1/PD-L1. Public GEO has PFS time in days and a 0/1 flag, not RECIST. 1 is treated as the event because those samples have the shorter times. Benefit = PFS time >= 180 days. Early censoring (time < 180 and flag 0) is excluded. This is not ORR and not DCR.
median	0.5	27.0	14.0	13.0	1.0	13.0	6.0	7.0	0.08974358974358974	0.008927228679535895	0.9021738088246727	False	0.032850241545893714	GSE135222	PFS_ge_180d	TACSTD2	keratin	Tumor RNA, anti-PD-1/PD-L1. Public GEO has PFS time in days and a 0/1 flag, not RECIST. 1 is treated as the event because those samples have the shorter times. Benefit = PFS time >= 180 days. Early censoring (time < 180 and flag 0) is excluded. This is not ORR and not DCR.
quantile	0.67	27.0	9.0	18.0	1.0	8.0	6.0	12.0	0.25	0.02510726372104283	2.4893194533029774	False	0.3632107023411371	GSE135222	PFS_ge_180d	TACSTD2	keratin	Tumor RNA, anti-PD-1/PD-L1. Public GEO has PFS time in days and a 0/1 flag, not RECIST. 1 is treated as the event because those samples have the shorter times. Benefit = PFS time >= 180 days. Early censoring (time < 180 and flag 0) is excluded. This is not ORR and not DCR.
quantile	0.75	27.0	7.0	20.0	1.0	6.0	6.0	14.0	0.3888888888888889	0.038101349066395805	3.969270684817265	False	0.6333637377115638	GSE135222	PFS_ge_180d	TACSTD2	keratin	Tumor RNA, anti-PD-1/PD-L1. Public GEO has PFS time in days and a 0/1 flag, not RECIST. 1 is treated as the event because those samples have the shorter times. Benefit = PFS time >= 180 days. Early censoring (time < 180 and flag 0) is excluded. This is not ORR and not DCR.
tertile_ends	0.67	18.0	9.0	9.0	1.0	8.0	5.0	4.0	0.1	0.008545370787645924	1.1702242358467392	False	0.13122171945701355	GSE135222	PFS_ge_180d	TACSTD2	keratin	Tumor RNA, anti-PD-1/PD-L1. Public GEO has PFS time in days and a 0/1 flag, not RECIST. 1 is treated as the event because those samples have the shorter times. Benefit = PFS time >= 180 days. Early censoring (time < 180 and flag 0) is excluded. This is not ORR and not DCR.
quantile	0.25	24.0	18.0	6.0	7.0	11.0	2.0	4.0	1.2727272727272727	0.18216111127455803	8.89231899942872	False	1.0	GSE207422	MPR	CLDN4	none	Neoadjuvant toripalimab plus platinum chemotherapy. Pre-treatment biopsies only. MPR includes MPR and MPR (pCR) versus NMPR. Not RECIST ORR.
quantile	0.33	24.0	16.0	8.0	6.0	10.0	3.0	5.0	1.0	0.1732400118281132	5.77233855763176	False	1.0	GSE207422	MPR	CLDN4	none	Neoadjuvant toripalimab plus platinum chemotherapy. Pre-treatment biopsies only. MPR includes MPR and MPR (pCR) versus NMPR. Not RECIST ORR.
median	0.5	24.0	12.0	12.0	2.0	10.0	7.0	5.0	0.14285714285714285	0.02129918560579241	0.9581663657485581	False	0.08937945887737245	GSE207422	MPR	CLDN4	none	Neoadjuvant toripalimab plus platinum chemotherapy. Pre-treatment biopsies only. MPR includes MPR and MPR (pCR) versus NMPR. Not RECIST ORR.
quantile	0.67	24.0	8.0	16.0	1.0	7.0	8.0	8.0	0.14285714285714285	0.01413516267953599	1.443786939562556	False	0.17818377611081881	GSE207422	MPR	CLDN4	none	Neoadjuvant toripalimab plus platinum chemotherapy. Pre-treatment biopsies only. MPR includes MPR and MPR (pCR) versus NMPR. Not RECIST ORR.
quantile	0.75	24.0	6.0	18.0	1.0	5.0	8.0	10.0	0.25	0.02408870325859237	2.5945771895258174	False	0.35094653630122746	GSE207422	MPR	CLDN4	none	Neoadjuvant toripalimab plus platinum chemotherapy. Pre-treatment biopsies only. MPR includes MPR and MPR (pCR) versus NMPR. Not RECIST ORR.
tertile_ends	0.67	16.0	8.0	8.0	1.0	7.0	3.0	5.0	0.23809523809523808	0.01882342987456475	3.011637240470709	False	0.5692307692307692	GSE207422	MPR	CLDN4	none	Neoadjuvant toripalimab plus platinum chemotherapy. Pre-treatment biopsies only. MPR includes MPR and MPR (pCR) versus NMPR. Not RECIST ORR.
quantile	0.25	24.0	18.0	6.0	6.0	12.0	3.0	3.0	0.5	0.076558179430594	3.265490400364663	False	0.6349074266694403	GSE207422	MPR	CLDN4	keratin	Neoadjuvant toripalimab plus platinum chemotherapy. Pre-treatment biopsies only. MPR includes MPR and MPR (pCR) versus NMPR. Not RECIST ORR.
quantile	0.33	24.0	16.0	8.0	5.0	11.0	4.0	4.0	0.45454545454545453	0.07953600005012759	2.597711352314887	False	0.4120339211199354	GSE207422	MPR	CLDN4	keratin	Neoadjuvant toripalimab plus platinum chemotherapy. Pre-treatment biopsies only. MPR includes MPR and MPR (pCR) versus NMPR. Not RECIST ORR.
median	0.5	24.0	12.0	12.0	4.0	8.0	5.0	7.0	0.7	0.13301233969717982	3.683868738160308	False	1.0	GSE207422	MPR	CLDN4	keratin	Neoadjuvant toripalimab plus platinum chemotherapy. Pre-treatment biopsies only. MPR includes MPR and MPR (pCR) versus NMPR. Not RECIST ORR.
quantile	0.67	24.0	8.0	16.0	4.0	4.0	5.0	11.0	2.2	0.3849542402426176	12.572922945204054	False	0.4120339211199354	GSE207422	MPR	CLDN4	keratin	Neoadjuvant toripalimab plus platinum chemotherapy. Pre-treatment biopsies only. MPR includes MPR and MPR (pCR) versus NMPR. Not RECIST ORR.
