rule	q	n	n_high	n_low	resp_high	nonresp_high	resp_low	nonresp_low	OR	OR_lo	OR_hi	haldane	fisher_p	cohort	endpoint	gene	adjust	note
quantile	0.25	16.0	12.0	4.0	3.0	9.0	2.0	2.0	0.3333333333333333	0.03161134758778621	3.514912194190719	False	0.5467032967032966	GSE126044	deposited_responder	CLDN4	none	Pre-treatment NSCLC biopsies. Response is the GEO label responder/non-responder, not a RECIST string.
quantile	0.33	16.0	11.0	5.0	2.0	9.0	3.0	2.0	0.14814814814814814	0.014049487816793865	1.5621831974180973	False	0.24450549450549453	GSE126044	deposited_responder	CLDN4	none	Pre-treatment NSCLC biopsies. Response is the GEO label responder/non-responder, not a RECIST string.
median	0.5	16.0	8.0	8.0	1.0	7.0	4.0	4.0	0.14285714285714285	0.01158411713792811	1.7617366107674075	False	0.28205128205128205	GSE126044	deposited_responder	CLDN4	none	Pre-treatment NSCLC biopsies. Response is the GEO label responder/non-responder, not a RECIST string.
quantile	0.67	16.0	5.0	11.0	1.0	4.0	4.0	7.0	0.4375	0.035476358734904866	5.395318370475186	False	1.0	GSE126044	deposited_responder	CLDN4	none	Pre-treatment NSCLC biopsies. Response is the GEO label responder/non-responder, not a RECIST string.
quantile	0.75	16.0	4.0	12.0	0.0	4.0	5.0	7.0	0.15151515151515152	0.006676373652558489	3.438519521725975	True	0.24450549450549453	GSE126044	deposited_responder	CLDN4	none	Pre-treatment NSCLC biopsies. Response is the GEO label responder/non-responder, not a RECIST string.
tertile_ends	0.67	10.0	5.0	5.0	1.0	4.0	3.0	2.0	0.16666666666666666	0.009845155341875564	2.8214666821586105	False	0.5238095238095238	GSE126044	deposited_responder	CLDN4	none	Pre-treatment NSCLC biopsies. Response is the GEO label responder/non-responder, not a RECIST string.
quantile	0.25	16.0	12.0	4.0	4.0	8.0	1.0	3.0	1.5	0.11575051636600679	19.438358209007273	False	1.0	GSE126044	deposited_responder	CLDN4	keratin	Pre-treatment NSCLC biopsies. Response is the GEO label responder/non-responder, not a RECIST string.
quantile	0.33	16.0	11.0	5.0	3.0	8.0	2.0	3.0	0.5625	0.060631918170774	5.218476662882741	False	1.0	GSE126044	deposited_responder	CLDN4	keratin	Pre-treatment NSCLC biopsies. Response is the GEO label responder/non-responder, not a RECIST string.
median	0.5	16.0	8.0	8.0	1.0	7.0	4.0	4.0	0.14285714285714285	0.01158411713792811	1.7617366107674075	False	0.28205128205128205	GSE126044	deposited_responder	CLDN4	keratin	Pre-treatment NSCLC biopsies. Response is the GEO label responder/non-responder, not a RECIST string.
quantile	0.67	16.0	5.0	11.0	0.0	5.0	5.0	6.0	0.10743801652892562	0.004792561771234206	2.4085088407106965	True	0.11858974358974357	GSE126044	deposited_responder	CLDN4	keratin	Pre-treatment NSCLC biopsies. Response is the GEO label responder/non-responder, not a RECIST string.
quantile	0.75	16.0	4.0	12.0	0.0	4.0	5.0	7.0	0.15151515151515152	0.006676373652558489	3.438519521725975	True	0.24450549450549453	GSE126044	deposited_responder	CLDN4	keratin	Pre-treatment NSCLC biopsies. Response is the GEO label responder/non-responder, not a RECIST string.
tertile_ends	0.67	10.0	5.0	5.0	0.0	5.0	2.0	3.0	0.12727272727272726	0.004605767790252999	3.5169699917824597	True	0.4444444444444444	GSE126044	deposited_responder	CLDN4	keratin	Pre-treatment NSCLC biopsies. Response is the GEO label responder/non-responder, not a RECIST string.
quantile	0.25	16.0	12.0	4.0	3.0	9.0	2.0	2.0	0.3333333333333333	0.03161134758778621	3.514912194190719	False	0.5467032967032966	GSE126044	deposited_responder	TACSTD2	none	Pre-treatment NSCLC biopsies. Response is the GEO label responder/non-responder, not a RECIST string.
quantile	0.33	16.0	11.0	5.0	3.0	8.0	2.0	3.0	0.5625	0.060631918170774	5.218476662882741	False	1.0	GSE126044	deposited_responder	TACSTD2	none	Pre-treatment NSCLC biopsies. Response is the GEO label responder/non-responder, not a RECIST string.
median	0.5	16.0	8.0	8.0	2.0	6.0	3.0	5.0	0.5555555555555556	0.06490315194177332	4.755423520656354	False	1.0	GSE126044	deposited_responder	TACSTD2	none	Pre-treatment NSCLC biopsies. Response is the GEO label responder/non-responder, not a RECIST string.
quantile	0.67	16.0	5.0	11.0	1.0	4.0	4.0	7.0	0.4375	0.035476358734904866	5.395318370475186	False	1.0	GSE126044	deposited_responder	TACSTD2	none	Pre-treatment NSCLC biopsies. Response is the GEO label responder/non-responder, not a RECIST string.
quantile	0.75	16.0	4.0	12.0	1.0	3.0	4.0	8.0	0.6666666666666666	0.051444673940447466	8.639270315114343	False	1.0	GSE126044	deposited_responder	TACSTD2	none	Pre-treatment NSCLC biopsies. Response is the GEO label responder/non-responder, not a RECIST string.
tertile_ends	0.67	10.0	5.0	5.0	1.0	4.0	2.0	3.0	0.375	0.02215159951922002	6.3483000348568766	False	1.0	GSE126044	deposited_responder	TACSTD2	none	Pre-treatment NSCLC biopsies. Response is the GEO label responder/non-responder, not a RECIST string.
quantile	0.25	16.0	12.0	4.0	4.0	8.0	1.0	3.0	1.5	0.11575051636600679	19.438358209007273	False	1.0	GSE126044	deposited_responder	TACSTD2	keratin	Pre-treatment NSCLC biopsies. Response is the GEO label responder/non-responder, not a RECIST string.
quantile	0.33	16.0	11.0	5.0	3.0	8.0	2.0	3.0	0.5625	0.060631918170774	5.218476662882741	False	1.0	GSE126044	deposited_responder	TACSTD2	keratin	Pre-treatment NSCLC biopsies. Response is the GEO label responder/non-responder, not a RECIST string.
median	0.5	16.0	8.0	8.0	2.0	6.0	3.0	5.0	0.5555555555555556	0.06490315194177332	4.755423520656354	False	1.0	GSE126044	deposited_responder	TACSTD2	keratin	Pre-treatment NSCLC biopsies. Response is the GEO label responder/non-responder, not a RECIST string.
quantile	0.67	16.0	5.0	11.0	1.0	4.0	4.0	7.0	0.4375	0.035476358734904866	5.395318370475186	False	1.0	GSE126044	deposited_responder	TACSTD2	keratin	Pre-treatment NSCLC biopsies. Response is the GEO label responder/non-responder, not a RECIST string.
quantile	0.75	16.0	4.0	12.0	0.0	4.0	5.0	7.0	0.15151515151515152	0.006676373652558489	3.438519521725975	True	0.24450549450549453	GSE126044	deposited_responder	TACSTD2	keratin	Pre-treatment NSCLC biopsies. Response is the GEO label responder/non-responder, not a RECIST string.
tertile_ends	0.67	10.0	5.0	5.0	1.0	4.0	2.0	3.0	0.375	0.02215159951922002	6.3483000348568766	False	1.0	GSE126044	deposited_responder	TACSTD2	keratin	Pre-treatment NSCLC biopsies. Response is the GEO label responder/non-responder, not a RECIST string.
quantile	0.25	22.0	16.0	6.0	6.0	10.0	1.0	5.0	3.0	0.27941264124022064	32.2104252694222	False	0.6158176189135942	GSE166449	deposited_responder	CLDN4	none	Pre-treatment advanced lung cancer. Response is the GEO title (7 responders, 15 non-responders). Expression values are already on a log scale (CLDN4 max about 3) and were not logged again.
quantile	0.33	22.0	15.0	7.0	6.0	9.0	1.0	6.0	4.0	0.3793361710534344	42.17894633028862	False	0.35009147199549684	GSE166449	deposited_responder	CLDN4	none	Pre-treatment advanced lung cancer. Response is the GEO title (7 responders, 15 non-responders). Expression values are already on a log scale (CLDN4 max about 3) and were not logged again.
median	0.5	22.0	11.0	11.0	3.0	8.0	4.0	7.0	0.65625	0.10758122195734238	4.0031527311593935	False	1.0	GSE166449	deposited_responder	CLDN4	none	Pre-treatment advanced lung cancer. Response is the GEO title (7 responders, 15 non-responders). Expression values are already on a log scale (CLDN4 max about 3) and were not logged again.
quantile	0.67	22.0	7.0	15.0	2.0	5.0	5.0	10.0	0.8	0.112686736736836	5.679461652125305	False	1.0	GSE166449	deposited_responder	CLDN4	none	Pre-treatment advanced lung cancer. Response is the GEO title (7 responders, 15 non-responders). Expression values are already on a log scale (CLDN4 max about 3) and were not logged again.
