cohort	malig_def	immune_def	score	n_patients	unit	note	spearman_rho	spearman_p	n_q1	n_q4	n_compared	q4q1_r_rb	q4q1_p	median_tnk_q1	median_tnk_q4	delta_median_tnk	thin
GSE148071	marker_epi_putative	same_patient_tnk_fraction	pct_pos	25	patient	eligible ≥25 epi and ≥25 T/NK; putative malignant	0.06923076923076923	0.7422865391098581	7	6	13	0.0	1.0	0.08013937282229965	0.0737881061264146	-0.006351266695885052	False
GSE148071	marker_epi_putative	same_patient_tnk_fraction	mean	25	patient	eligible ≥25 epi and ≥25 T/NK; putative malignant	0.18923076923076923	0.364968831611586	7	6	13	-0.04761904761904767	0.9452214452214451	0.08013937282229965	0.0922002471022079	0.012060874279908249	False
GSE205335	author_malig	same_patient_tnk_fraction	pct_pos	22	patient	locked 22-patient author-malignant extract	-0.43534726143421804	0.042861326301676765	6	6	12	-0.7777777777777778	0.025974025974025976	0.5142311424633498	0.11640665785333915	-0.39782448461001063	False
GSE205335	author_malig	same_patient_tnk_fraction	mean	22	patient	locked 22-patient author-malignant extract	-0.20045172219085267	0.3710825718233011	6	6	12	-0.5555555555555556	0.13203463203463203	0.3305750083837795	0.16582536241770124	-0.16474964596607827	False
