pair	score	k	n_patients	combo_rho_dl	combo_rho_p	combo_rho_I2	combo_rho_ci95_lo	combo_rho_ci95_hi	stacked_rank_rho	stacked_rank_p	stacked_n	q4q1_r_dl	q4q1_p_dl	q4q1_I2	stacked_q4q1_r	stacked_q4q1_p	stacked_n_q1	stacked_n_q4	stacked_median_tnk_q1	stacked_median_tnk_q4	includes_gse131907	dual_high
GSE148071+GSE205335	pct_pos	2	47	-0.1895493368385202	0.473744627466523	65.83557278931342	-0.6149272812923655	0.321274064569899	-0.15495360071231815	0.29833949579288854	47	-0.47345720211706044	0.3222846357731971	80.47110585723134	-0.3076923076923077	0.20116781630321023	13	12	0.2530737704918033	0.10747136788380934	False	False
GSE148071+GSE205335	mean	2	47	0.0032588235821775697	0.9868125732552283	37.05227523011468	-0.3654643240218881	0.3710979680524982	-0.023589951153218585	0.8749363056198514	47	-0.3161994276447654	0.25757654269384933	36.96750303334158	-0.23076923076923073	0.3411606266705748	13	12	0.26026823134953897	0.13831637918325224	False	False
