target	interaction_name	pathway_name	annotation	ligand	receptor	ligand_genes	receptor_genes	ligand_class	n_patients_scored	n_patients_detected	n_cohorts	cohorts	median_prob_high	median_prob_low	median_delta	mean_delta	n_delta_pos	n_delta_neg	n_delta_zero	frac_delta_pos	wilcoxon_p	n_wilcoxon	fdr_bh
CXCL13T	GDF15_TGFBR2	GDF	Secreted Signaling	GDF15	TGFBR2	GDF15	TGFBR2	other	34	18	3	GSE148071+GSE207422+GSE253013	0.003599404642361	0.0	0.001347912837058	0.0269636052217443	17	1	16	0.5	7.62939453125e-05	18	0.0018463134765625
CXCL13T	CD274_PDCD1	PD-L1	Cell-Cell Contact	CD274	PDCD1	CD274	PDCD1	inhibitory	34	8	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0049128912532169	5	3	26	0.1470588235294117	0.640625	8	0.8308799342105263
TNK	MDK_NCL	MK	Secreted Signaling	MDK	NCL	MDK	NCL	other	50	50	3	GSE148071+GSE207422+GSE253013	0.6376088935708544	0.5928654631768924	0.0564965300297656	0.0870732014108019	36	14	0	0.72	2.4281497463363166e-05	50	0.0009712598985345
TNK	NECTIN2_TIGIT	NECTIN	Cell-Cell Contact	NECTIN2	TIGIT	NECTIN2	TIGIT	barrier|inhibitory	50	42	3	GSE148071+GSE207422+GSE253013	0.0715624326187139	0.0357930933566988	0.0217315755729015	0.0420656246488696	37	5	8	0.74	1.267972038476728e-08	42	1.5215664461720737e-06
TNK	CD99_CD99	CD99	Cell-Cell Contact	CD99	CD99	CD99	CD99	other	50	49	3	GSE148071+GSE207422+GSE253013	0.4336128660588975	0.4473004849049883	0.0196755503038874	0.019858737095506	35	14	1	0.7	0.0046627187166805	49	0.0279763123000833
TNK	LGALS9_CD45	GALECTIN	Secreted Signaling	LGALS9	PTPRC	LGALS9	PTPRC	inhibitory	50	38	3	GSE148071+GSE207422+GSE253013	0.2274523893075691	0.0756668309636548	0.0175566145327098	0.0497436698241329	29	9	12	0.58	0.0004415161020006	38	0.0075688474628675
TNK	CD55_ADGRE5	ADGRE	Cell-Cell Contact	CD55	ADGRE5	CD55	ADGRE5	other	50	37	3	GSE148071+GSE207422+GSE253013	0.1130749496960797	0.0520910568249665	0.0072878155335757	0.0315908214771752	31	6	13	0.62	1.6080884961411357e-06	37	9.648530976846814e-05
TNK	LGALS9_CD44	GALECTIN	Secreted Signaling	LGALS9	CD44	LGALS9	CD44	inhibitory	50	38	3	GSE148071+GSE207422+GSE253013	0.1000327434670531	0.0177928067805989	0.0064519715940404	0.0281285274551323	29	9	12	0.58	0.0007260712809511	38	0.00813213261691
TNK	HLA-E_CD8A	MHC-I	Cell-Cell Contact	HLA-E	CD8A	HLA-E	CD8A	inhibitory	50	39	3	GSE148071+GSE207422+GSE253013	0.277494703368551	0.2668577868837274	0.005367690075708	0.0175253810325822	29	10	11	0.58	0.0003880121694237	39	0.0075688474628675
TNK	JAM1_ITGAL_ITGB2	JAM	Cell-Cell Contact	F11R	ITGAL_ITGB2	F11R	ITGAL|ITGB2	barrier	50	33	3	GSE148071+GSE207422+GSE253013	0.1004644653482287	0.098936493532986	0.0048098058151268	0.0209806031028177	29	4	17	0.58	0.000144574092701	33	0.0043372227810323
TNK	CD274_PDCD1	PD-L1	Cell-Cell Contact	CD274	PDCD1	CD274	PDCD1	inhibitory	50	6	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0012800701144275	4	2	44	0.08	0.4375	6	0.65625
TNK	CXCL16_CXCR6	CXCL	Secreted Signaling	CXCL16	CXCR6	CXCL16	CXCR6	recruit	50	23	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0118401486559413	19	4	27	0.38	0.000638723373413	23	0.00813213261691
TNK	GDF15_TGFBR2	GDF	Secreted Signaling	GDF15	TGFBR2	GDF15	TGFBR2	other	50	13	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0158928579258697	12	1	37	0.24	0.001220703125	13	0.009765625
TNK	HLA-E_CD8B	MHC-I	Cell-Cell Contact	HLA-E	CD8B	HLA-E	CD8B	inhibitory	50	26	3	GSE148071+GSE207422+GSE253013	0.0157292347814561	0.0138290420984767	0.0	0.0120668464027687	20	6	24	0.4	0.0007454454898834	26	0.00813213261691
