sample	n_malignant	n_high	n_low	histology	Patient	timing	CLDN4_high	CLDN4_low	ELF3_prior_high	ELF3_prior_low	GRHL1_prior_high	GRHL1_prior_low	GRHL2_prior_high	GRHL2_prior_low	KLF4_prior_high	KLF4_prior_low	KLF5_prior_high	KLF5_prior_low	OVOL1_prior_high	OVOL1_prior_low	OVOL2_prior_high	OVOL2_prior_low	TFAP2A_prior_high	TFAP2A_prior_low	SP1_prior_high	SP1_prior_low	TP63_prior_high	TP63_prior_low	NKX2-1_prior_high	NKX2-1_prior_low	SOX2_prior_high	SOX2_prior_low	FOXA1_prior_high	FOXA1_prior_low	ELF3_RNA_high	ELF3_RNA_low	GRHL1_RNA_high	GRHL1_RNA_low	GRHL2_RNA_high	GRHL2_RNA_low	KLF4_RNA_high	KLF4_RNA_low	KLF5_RNA_high	KLF5_RNA_low	OVOL1_RNA_high	OVOL1_RNA_low	OVOL2_RNA_high	OVOL2_RNA_low	TFAP2A_RNA_high	TFAP2A_RNA_low	SP1_RNA_high	SP1_RNA_low	TP63_RNA_high	TP63_RNA_low	NKX2-1_RNA_high	NKX2-1_RNA_low	SOX2_RNA_high	SOX2_RNA_low	FOXA1_RNA_high	FOXA1_RNA_low
BD_immune01	878	439	439	LUSC	P01	pre	2.839991087226113	0.34963197015321895	0.034599194382194026	0.038904208128521765	0.0	0.0	0.026676790685902306	0.02416776565559685	0.045937618343504925	0.04924368390604454	0.03455469856620798	0.026053808274165546	0.0492036215570564	0.020772000870310427	0.0008059252154684357	0.0	0.023716538627599867	0.022172615899255035	0.02414649966854157	0.025526214403795152	0.03273615300950153	0.025456651952275977	0.015919921573387053	0.027106666804811178	0.0034020764388825774	0.005347144119473576	0.005567731124460179	0.007386213762456568	1.5553634350071401	0.3988471507030962	0.3080430605755522	0.10037713802318146	0.1670404474068113	0.10901239644802685	1.4338862843259923	0.42938299299185195	1.6423676113668608	0.7728713490143521	0.23623131846613368	0.04275312156563746	0.08167658897185474	0.025358986732648133	0.33891592325730313	0.1851889640020641	0.5146710627586898	0.3711975246350066	0.813817015731701	0.5722151876887607	0.018171876020078824	0.005739183843127456	1.2069018810319385	0.8531769404805076	0.13272645419274748	0.044351934958537675
BD_immune03	1244	622	622	LUSC	P03	post	1.6505237882787847	0.3258776096255473	0.007521483236494236	0.00712606295192181	0.0	0.0	0.01843891615426562	0.017689588386829883	0.0426568413934085	0.037830542325803795	0.026011232081633168	0.023319920021561587	0.02134586496012569	0.015565291697745016	0.0	0.0008038585209003215	0.024379318631045806	0.021631056453156088	0.02382480755239063	0.0222526884008011	0.025218237360731862	0.02387130742182358	0.0242420712771966	0.023628339138107662	0.0027117931783131764	0.0034656129426818205	0.005822290178969596	0.006223103655184772	0.7325464372665694	0.4875101835613227	0.28738131519807386	0.2153376969186488	0.33671444225689945	0.27308929095317386	0.47719990074104607	0.2402776198053183	0.9887079299153656	0.764711925345805	0.05157033643552413	0.025289113506888786	0.04792284036498733	0.03240079765744717	0.48838240906836	0.3523229897710046	0.36914735866005094	0.2925871788053779	1.2563444863651372	1.0625244122180382	0.003108046785339555	0.004999985876473632	2.4138223967500183	1.9344799484055193	0.2870301207471495	0.19109986608476992
BD_immune04	69	69	0	LUAD	P04	post	0.7331842841790462		0.030467053922431493		0.0		0.03393931689126197		0.04327962115433511		0.027135067943611042		0.012265634564134436		0.0		0.021196337675675404		0.024914256342080242		0.022672100017637774		0.039904511681780934		0.006875212723165939		0.009557873235316719		0.4420238494541108		0.05544889711282285		0.02221865839875712		0.09591250618424756		0.2724924387284326		0.012598719653072186		0.01348754067163125		0.09100370465633757		0.5056285815325894		0.0		0.018817672560042985		0.056490609352098174		0.03061051126544037	
BD_immune05	1443	722	721	LUAD	P05	pre	1.6656093094386815	0.10662201303932925	0.03876621021977488	0.032521089879291205	0.0	0.0	0.014385802919116812	0.01336269476279696	0.0561843276820861	0.04726166143514125	0.028582181831926685	0.025491939125051034	0.0012806459567406255	0.0032578750003379535	0.0	8.921981328726346e-05	0.019207580065121254	0.017760557638146386	0.023745029145776874	0.022321458848862885	0.016409863719967232	0.016448056202782828	0.027883973296326893	0.024764506255450444	0.0029542153321129847	0.0033309888992785553	0.006230157807184895	0.006125451452413034	0.9313103713997846	0.5928815849266686	0.0943249721128735	0.06340250148477554	0.15972660984861414	0.10518066188314763	0.4533088660866466	0.20810887074523277	0.8440746511552404	0.6496285196518633	0.15402502022606185	0.09832110350258907	0.044672569770316334	0.021510697287732868	1.0284921545695114	0.7242955600454623	0.4162170297042203	0.3372444829583159	0.0009463904347750769	0.0	0.0021893729819810297	0.0026976276713173626	0.0020921599207400095	0.0	0.27522015455957927	0.15987642947129546
BD_immune06	25	25	0	LUAD	P06	post	0.0		0.029779577147998202		0.0		0.04563742690058479		0.026088137009189643		0.02303781676413256		0.019012345679012343		0.0		0.017644908840729275		0.026339740135321237		0.022077445866919555		0.03606454407623998		0.007566694514062935		0.009891915261565068		0.0		0.0		0.0		0.05011051873981472		0.08674355345335519		0.0		0.0		0.0		1.113518472540508		0.0		0.0		0.0		0.0	
BD_immune07	4483	2242	2241	LUSC	P07	post	2.3865163228677932	1.0679508505202313	0.0364972393471384	0.03948803661690296	0.0	0.0	0.0230438570407583	0.010038464449089405	0.070583857241975	0.06686032396549905	0.05476828159207613	0.04731480394177968	0.01306978998028656	0.00586665483680444	0.0	0.0	0.0271963474381411	0.027948505216063586	0.02810835348228145	0.02721822207341676	0.04093419914115721	0.03888439979470769	0.013287395204125776	0.014881681564657783	0.003522683207175437	0.003042958678365804	0.008733448836179221	0.008324035238300258	1.4393704539227612	1.420685182117917	0.336760312293389	0.20877108780271553	0.48027645371466976	0.49461938723422777	1.919716577684768	1.5914264614395588	1.9781686866671773	1.7523253674754986	0.2126796221739351	0.06785373288841363	0.05738182181477574	0.0668508133812508	0.5860146054997291	0.5667308762041073	0.4826618198242182	0.5049764377951883	1.0482972863615043	1.2473518867797104	0.0033431880820697134	0.0038637754046382633	2.0257769782466215	1.9622283490179684	0.39291651227591784	0.41280868537036003
BD_immune08	29	29	0	LUAD	P08	pre	0.0910534940934674		0.03580901856763925		0.0		0.018108489614841697		0.045186601561374704		0.027645358607246078		0.037933275077860686		0.0		0.020500085999312006		0.02355191409145436		0.021666857420033464		0.029669213476432678		0.009051684127304211		0.012233976192325708		0.0456482421726536		0.018082198647867014		0.0		0.3987094845083849		0.03865890085646646		0.0		0.0		0.0		0.4748697146088959		0.02988313184479992		0.018082198647867014		0.0		0.0	
BD_immune09	292	146	146	LUSC	P09	post	2.7442778308492173	0.6551109052570475	0.039061585294462006	0.02879300464015676	0.0	0.0	0.032718497156132335	0.013368180725787071	0.051115409814490566	0.048990376912601136	0.03759886779353254	0.029452321824347785	0.011985188745582883	0.011188549761008304	0.003264439637907554	0.0	0.02369163238474914	0.021219225794138857	0.02381474299928448	0.02204508370291446	0.036298555224294225	0.030583647815082566	0.020487863494352318	0.02287963482187627	0.003470879125769777	0.0029877458740712767	0.00490780301677207	0.0046050956148611134	0.48208099372635477	0.24632711377147784	0.25530486497472715	0.20280499841708102	0.1372253065548834	0.1744368873413618	0.6730715248669725	0.25357386202697085	1.0926402763543281	1.1019329099931963	0.25816590001061157	0.04178862144429183	0.04283182137720066	0.05339264701926348	0.5722278660524399	0.28731132699329076	0.7305708160717034	0.6596395745601551	0.7541150654787285	0.9960627653169424	0.0	0.0	2.2788805083389163	2.1875264789208133	0.12557578287077803	0.11404664923384618
BD_immune10	428	428	0	LUSC	P10	post	0.7994041301551749		0.020300721850156186		0.0		0.012848417773405478		0.04477955256130982		0.02707720755679437		0.01626480965307002		0.0		0.02477287541512752		0.025497976504848613		0.028604416024484887		0.029934830441744144		0.007487089131621021		0.008656255761772516		0.7394742412163808		0.11459136869922104		0.06043050185480156		0.4312385060916857		1.1638428852419604		0.06331699482588427		0.040996372629761475		0.35008285162281944		0.20254707497361338		0.3052841260689239		0.0		0.4135095493070229		0.061156039810401366	
BD_immune12	682	682	0	LUAD	P12	post	0.3846586741997768		0.023259399532744186		0.00020579307506302411		0.02143849359469054		0.03331535706323482		0.027478005865102642		0.013611878071414008		0.0007459998971034625		0.012946963139837403		0.021627851318366278		0.01586564956683802		0.02861754373261636		0.005562524209949224		0.006893400721890612		0.6107903735726028		0.027357282854751704		0.04544140983140924		0.3496795371517385		0.7093905521988054		0.005403357441268563		0.03893316788600165		0.08719951346463334		0.3256059002030587		0.0019254943201642023		0.0064672948235790706		0.0039294431361004255		0.19753508932473554	
BD_immune13	89	89	0	LUSC	P13	post	0.013118351952767275		0.03032646438914919		0.0033510743150009853		0.029919837045798016		0.03241337191292838		0.03919311387081937		0.032262303699323217		0.0		0.023642080526277136		0.027529973647544483		0.02345432363173345		0.04715596732154982		0.00852505796326021		0.008530640713034571		0.019887769141229326		0.0		0.0		0.2317065761412518		0.03543424579704987		0.0		0.0		0.009496578233188065		0.4168319841345765		0.013118351952767275		0.0		0.019887769141229326		0.013118351952767275	
BD_immune15	106	106	0	LUAD	P15	post	0.1273662614437813		0.028347507617616848		0.0		0.045001655081098976		0.03002346668558188		0.027134502923976612		0.01629335392989812		0.002013682003751517		0.016444427406844896		0.026924041192125357		0.022835795080085045		0.04100361257207776		0.009544301004082533		0.012987932290653708		0.22196723833528623		0.00808798937784687		0.0064170121262833845		0.2379178625978307		0.15956310505906013		0.0		0.0		0.06799195902658528		0.4770705188902488		0.0		0.022398442104517007		0.08495958673478003		0.08423326498003142	
