regulon	tf	kind	n_targets	n_high_specific	mean_r	targets	elf3_given	note
ELF3_prior	ELF3	public_prior	26			ANGPT1;AR;CCL20;CCND3;CLDN7;COL2A1;EGR1;EHF;ERBB2;FOLH1;GADD45GIP1;HP;IL1B;ITGB6;KRT4;KRT8;LYZ;MED23;MMP13;MMP9;NOTCH3;POU5F1;PTGS2;TGFB1;TGFBR2;TIMP3	True	TRRUST+DoRothEA+CollecTRI union; CLDN4 held out; not ChIP
GRHL1_prior	GRHL1	public_prior	1			IGF2	False	TRRUST+DoRothEA+CollecTRI union; CLDN4 held out; not ChIP
GRHL2_prior	GRHL2	public_prior	10			CDC42SE1;CDH1;CLDN3;ERBB3;LAD1;LIPH;NKX2-1;RAB25;TERT;ZEB1	False	TRRUST+DoRothEA+CollecTRI union; CLDN4 held out; not ChIP
KLF4_prior	KLF4	public_prior	112			ACTA2;ACTG2;AGRP;ALPL;AQP3;ASS1;ATF3;BDKRB2;BIRC3;BIRC5;CCL2;CCNB1;CCND1;CCND2;CCNE1;CD14;CD55;CD86;CDH1;CDH2;CDH5;CDK4;CDKN1A;CDKN1B;CDKN1C;CDKN2B;CEBPB;CIITA;CLMP;COL8A1;CTBP2;CTNNB1;CXCL10;DLK2;EDN1;ENG;EPCAM;F3;FOXM1;GDF15;GHRL;GPA33;GSTP1;HBA1;HBA2;HDC;HMGB1;HSP90AA1;HSP90AB1;HSPA1A;HSPA8;ID3;IFITM3;IL10;IL1B;IL6;ITGAD;IVL;KPNA2;KRT19;KRT4;LAMA1;LAMA3;LAMC1;LDLR;LXN;MAPK7;MAPK8;MFN2;MMP2;MSC;MTF2;MYC;MYH10;MYOCD;NANOG;NDRG1;NOS3;NOTCH1;NPNT;ODC1;PFKP;PLAUR;POU5F1;PTGS2;RARA;SCARB1;SCN2A;SELE;SERPINE1;SLC19A2;SLC39A4;SLC46A1;SLC4A7;SLC5A6;SNAI2;SOD1;SOX2;STAR;TAGLN;TERT;TGFB1;TGFBR1;THBD;TKT;TNF;TP53;VCAM1;VDR;VEGFA;VIM;ZNF750	False	TRRUST+DoRothEA+CollecTRI union; CLDN4 held out; not ChIP
KLF5_prior	KLF5	public_prior	75			ABCG2;ANP32B;APLN;B3GNT9;BIRC5;CCNA2;CCNB1;CCND1;CCNE1;CD55;CDK1;CDKN1A;CDKN2B;CDT1;CEBPA;CTSD;CXCR4;DCN;DHCR24;DYM;E2F3;EGF;EGFR;EGR1;F3;FASN;FGFBP1;FOXA1;FOXO1;FOXQ1;GADD45G;GPS2;GRHL3;GSTP1;GZMA;HFE;HIF1A;HK1;HK3;ICAM1;ILK;ITGB2;JUP;KLF4;LAMA1;LAMB3;LTF;MAOB;MAP3K14;MAPK1;MMP9;MYC;MYH10;MYH11;MYH14;MYOCD;NLRP3;NOTCH1;PDGFA;PDGFB;PIAS1;PIM1;PLAT;PLG;PPARG;PTK6;RARA;SERPINE1;SHH;SMURF2;SOX17;SOX9;TAGLN;TCL1A;VEGFA	False	TRRUST+DoRothEA+CollecTRI union; CLDN4 held out; not ChIP
OVOL1_prior	OVOL1	public_prior	9			CDH2;CHUK;GADD45A;GADD45B;ID2;LEMD3;MYC;OVOL2;SGK1	False	TRRUST+DoRothEA+CollecTRI union; CLDN4 held out; not ChIP
OVOL2_prior	OVOL2	public_prior	1			SMAD4	False	TRRUST+DoRothEA+CollecTRI union; CLDN4 held out; not ChIP
TFAP2A_prior	TFAP2A	public_prior	272			ABCA1;ABL1;ACADVL;ACAN;ACHE;ADA;ADAMTS7;ADD1;ADM;ADRA1A;ADRA2B;ANXA5;AP3B1;APAF1;APOE;APP;AQP1;ASXL1;ASXL2;AXIN1;AXL;BACE1;BAG3;BCL2;BDKRB2;BST2;C3;CA2;CALB2;CALR;CARM1;CBX5;CCL13;CCNB1;CCND2;CCND3;CD36;CD44;CD5;CD82;CDH1;CDH3;CDKN1A;CDKN1B;CEBPA;CFD;CFTR;CHD5;CHGB;CITED2;CKB;COL10A1;COL1A1;COL2A1;COMMD7;CRABP2;CREBBP;CRX;CRYAB;CSF2;CSTA;CTBP1;CTNNAL1;CTNNB1;CTSG;CXCL1;CYP17A1;DCBLD2;DCC;DEK;DMD;DST;ECM1;EGFR;ERBB2;ERBB3;ESR1;ESR2;ETS1;F2R;FABP4;FAS;FBLN1;FGFR1;FHIT;FMR1;FOXA1;FOXP3;FREM2;FST;FXN;GALNT3;GCLC;GDNF;GGT1;GJB2;GNRH1;GPRC5A;GPX1;GPX4;GRIN1;GUSB;GZMB;HGF;HIF1A;HIP1;HK2;HLA-DQA1;HMOX1;HOXA4;HOXA7;HOXA9;HPGDS;HPN;HRK;HSD17B1;HSPB1;HTT;ICAM1;IFNGR1;IGF1R;IGF2;IGFBP3;IGFBP5;IL6;ILK;IMPDH2;INHA;INSR;IRF6;IRS1;ITGA10;ITGAX;ITPR1;IVL;JUP;KCNE1;KCTD1;KCTD10;KCTD13;KIT;KLF12;KLF16;KRAS;KRT10;KRT5;L1CAM;LAMB1;LIPA;LNPEP;LPL;LTA;LTF;MAP3K8;MAPT;MCAM;MEIS1;MIA;MLIP;MMP2;MMP9;MPG;MUC4;MXI1;MYB;MYC;MYH11;NEFL;NF1;NME3;NPM1;NQO1;NR2F2;NR3C1;NRP1;NUP214;OAT;OGA;PDLIM7;PECAM1;PI3;PIGR;PITX2;PLAUR;PLIN2;POLD2;POMGNT2;POU4F3;PPARD;PPL;PPP2CA;PPP2R1A;PRKACA;PRKCA;PRKCG;PRPH;PSMC6;PTEN;PTGDS;PTGER4;PTGS2;PTHLH;PTPA;PVR;RAD21;RAD51B;RB1;RBL2;RECQL4;RET;RRM2;S100A4;S100B;SAA1;SCD;SERPINE1;SLC10A7;SLC16A1;SLC19A1;SLC1A2;SLC1A3;SLC25A21;SLC34A1;SLC5A5;SLC5A6;SLC9A1;SMARCA4;SMARCB1;SMPD1;SNAP91;SOD1;SOD2;SOX17;SOX2;SOX6;SOX9;SP1;SP2;SP3;SPHK1;SPRY2;ST3GAL4;ST3GAL5;SYN2;TAF7;TALDO1;TARBP2;TERT;TFAP2C;TGFA;TGFB3;TGFBR1;TGFBR2;TH;TIMP2;TLR2;TNF;TNFAIP1;TNFAIP3;TNFRSF11A;TNK1;TP53;TP53BP1;TP63;TP73;UBC;ULBP1;UNG;USF1;VDR;VEGFA;WDTC1	False	TRRUST+DoRothEA+CollecTRI union; CLDN4 held out; not ChIP
SP1_prior	SP1	public_prior	1172			A4GALT;AACS;ABCA1;ABCA2;ABCB1;ABCB8;ABCC1;ABCC2;ABCC3;ABCC6;ABCC8;ABCG1;ABCG2;ABL1;ABO;ACACA;ACACB;ACAN;ACAT1;ACHE;ACKR1;ACLY;ACO1;ACP5;ACSBG1;ACSL4;ACSS1;ACSS2;ACTA1;ACTA2;ACTB;ACTG2;ACVRL1;ADA;ADAM10;ADAM15;ADAM17;ADAM23;ADAMTS1;ADAMTS13;ADAMTS4;ADCY4;ADGRE5;ADGRG1;ADH1B;ADH5;ADH6;ADM;ADO;ADRA1A;ADRA2A;ADRA2B;ADRB1;AEBP1;AGA;AGER;AGT;AGTRAP;AHR;AKAP12;AKR1B10;AKR1C3;AKT1;ALCAM;ALDH3A1;ALDH7A1;ALDOA;ALDOC;ALG3;ALMS1;ALOX15B;ALOX5;AMACR;ANXA5;APAF1;APBB1;APEX1;APLN;APLNR;APOA1;APOB;APOBEC3G;APOE;APP;APRT;AQP5;AR;AREG;ARF6;ARG1;ARHGAP18;ARHGDIA;ARNT;ASF1A;ASF1B;ASNS;ASPH;ASPN;ATF2;ATM;ATP12A;ATP1A1;ATP1A2;ATP1A3;ATP1B1;ATP2A2;ATP2A3;ATP2C1;ATP7A;AXL;B3GAT3;B3GNT9;B4GALT1;B4GALT5;BACE1;BACE2;BACH1;BAG2;BAX;BBC3;BCL2;BCL2L1;BDNF;BGN;BIRC5;BLMH;BLOC1S3;BLOC1S6;BMI1;BMP2;BMP4;BMP6;BMP7;BMPR1A;BRCA1;BRD1;BRD7;BRK1;BSG;BTK;C1QBP;C1QTNF3;CA2;CACNA1A;CACNA1G;CAD;CADM1;CALM1;CALM3;CARM1;CASP3;CASP8;CAT;CAV1;CBFB;CCL19;CCL2;CCL20;CCL5;CCNA1;CCNA2;CCNB1;CCND1;CCND2;CCND3;CCNE1;CCNG2;CCR7;CD14;CD151;CD163;CD19;CD1D;CD248;CD28;CD2AP;CD33;CD34;CD40;CD44;CD55;CD7;CD74;CD82;CD83;CD9;CD99;CDC25A;CDC25B;CDC25C;CDC42BPG;CDH1;CDH11;CDH13;CDH2;CDH3;CDH5;CDK1;CDK2;CDK4;CDK5;CDK6;CDKN1A;CDKN1B;CDKN1C;CDKN2A;CDKN2B;CDKN2C;CDKN2D;CEACAM1;CEACAM5;CEBPA;CEBPD;CEND1;CENPH;CENPW;CENPX;CEP131;CERS2;CES1;CES2;CES3;CETP;CFLAR;CFTR;CHD5;CHGB;CHI3L1;CIC;CIRBP;CISH;CKM;CLCN2;CLDN1;CLDN3;CLEC2D;CLMP;CLU;COL10A1;COL11A2;COL18A1;COL1A1;COL1A2;COL2A1;COL3A1;COL5A1;COL5A2;COL5A3;COL6A1;COL7A1;COL8A1;COMP;COPS5;COX17;COX4I1;COX5B;COX6A1;CP;CPOX;CPS1;CR1;CREB1;CREBBP;CREM;CRMP1;CRYAB;CS;CSF1;CSF2;CSNK2A1;CSRP2;CTGF;CTH;CTNND1;CTNS;CTSB;CTSD;CTSE;CTSG;CTSL;CXADR;CXCL1;CXCL12;CXCL14;CXCL2;CXCL5;CXCL8;CXCR4;CYBRD1;CYCS;CYGB;CYP17A1;CYP19A1;CYP1B1;CYP27A1;CYP2E1;CYP2F1;CYP2J2;CYP3A5;CYP46A1;CYP51A1;CYP7B1;DAG1;DAPK2;DAXX;DBF4;DCAF6;DCK;DDB1;DDB2;DDIT3;DDIT4;DHCR24;DHCR7;DHFR;DIO2;DKC1;DLC1;DLEC1;DLK2;DLST;DMD;DMPK;DNASE2;DNMT1;DNMT3A;DNMT3B;DOK7;DPYD;DPYSL2;DRD2;DRG2;DUOXA1;DUT;E2F1;EAPP;EBP;ECEL1;ECM1;EDF1;EDNRB;EEF1A1;EEF1A2;EFNB2;EGF;EGFR;EGR1;EIF2AK1;EIF2AK2;ELANE;ELAVL1;ELF1;ELF4;ELMO3;ELN;EMB;EMC7;ENG;EPAS1;EPHB1;EPHB2;EPHX1;EPHX2;EPOR;ERBB2;ERCC3;EREG;ERVW-1;ESR1;ESR2;ETS1;ETS2;ETV2;EVPL;EXO1;EZR;F13A1;F2R;F3;F7;FABP6;FAS;FASLG;FASN;FBLN1;FBN1;FBP1;FCER1G;FDX1;FECH;FES;FGF2;FGF4;FGFBP1;FGFR1;FGFR3;FGFR4;FGG;FGL2;FHL2;FLG;FLNA;FLT1;FMR1;FN1;FOLR1;FOLR2;FOLR3;FOS;FOSB;FOSL1;FOXA1;FOXM1;FOXP3;FPGS;FSCN1;FST;FTH1;FURIN;FUS;FUT4;FXR2;FYN;FZD5;GABPA;GABRB3;GAD2;GAPDH;GATA1;GATA3;GATA6;GCH1;GCLC;GCNT1;GDA;GDF15;GFAP;GFER;GGH;GHR;GIPR;GIT1;GJA1;GJA5;GJB2;GLS2;GLTP;GM2A;GNAI2;GNRH1;GP6;GPC3;GPC4;GPR39;GRIA1;GRIN1;GRK2;GSN;GSPT1;GSTK1;GSTM2;GSTP1;GTF2B;GUCY1A1;GYPA;HAS1;HAS2;HBA1;HBEGF;HCK;HCN2;HCN4;HDAC4;HDAC7;HDC;HDLBP;HGF;HHEX;HIF1A;HINFP;HIST2H4A;HK2;HLA-DQA1;HLA-DQB1;HLA-DRB1;HLA-G;HLTF;HMBS;HMGA1;HMGA2;HMOX1;HNF4A;HOOK2;HOXA4;HOXB7;HP;HPGDS;HPN;HPSE;HRAS;HSD11B2;HSD17B1;HSD17B11;HSD17B2;HSD17B4;HSD17B7;HSF1;HSPA1A;HSPA1B;HSPA4;HSPB1;HTR7;HTT;HYAL1;ICAM1;ID1;ID4;IER3;IFI16;IFITM3;IFNG;IFNGR1;IGF1;IGF1R;IGF2;IGFBP2;IGFBP3;IGFBP4;IGFBP7;IKBKB;IL10;IL12A;IL12B;IL1A;IL1B;IL21R;IL24;IL2RB;IL6;ILK;IMPDH2;INPP5J;INSR;IP6K2;IRF3;IRF5;IRS2;ISG20;ITGA11;ITGA2;ITGA2B;ITGA5;ITGA6;ITGAD;ITGAM;ITGAV;ITGAX;ITGB1;ITGB2;IVL;JAK3;JAM2;JUN;JUND;JUP;KAT2B;KAT5;KCNA5;KCNE1;KCNH2;KCNJ2;KCNMA1;KCNMB1;KCNN3;KCNQ1;KCNQ2;KCNQ3;KCNQ5;KCTD10;KCTD11;KCTD13;KDM5B;KDR;KEAP1;KEL;KIF2C;KIRREL2;KISS1R;KIT;KL;KLF13;KLF16;KLF4;KLF6;KLF8;KLK1;KMT2A;KNTC1;KRAS;KRT16;KRT18;KRT19;KRT4;KRT5;L1CAM;LAMA1;LAMA3;LAMC1;LAMTOR5;LARGE1;LAT;LBR;LCAT;LCP1;LDHA;LDHC;LDLR;LGALS1;LGALS3;LHB;LHX4;LIPA;LIPE;LIPH;LITAF;LMNA;LMO4;LOXL4;LPL;LRP2;LRP5;LSP1;LTA;LTB;LTBP4;LTC4S;LTF;LYPD3;LYZ;MACC1;MACROD1;MAOA;MAOB;MAP2K1;MAP3K1;MAP3K5;MAPK1;MAPK14;MAPK8;MAT2A;MAT2B;MAZ;MB;MBP;MCAM;MCL1;MCTS1;MDC1;MDM2;ME1;ME3;MECP2;MEFV;MEN1;MET;MFN2;MGARP;MGAT1;MGMT;MGP;MGST1;MIA;MICA;MICB;MIER1;MIF;MKI67;MLIP;MLX;MME;MMP1;MMP11;MMP14;MMP2;MMP28;MMP9;MMRN1;MNDA;MPG;MPO;MS4A1;MSH6;MSRB1;MST1R;MSX1;MT1A;MT2A;MTA1;MTA2;MTTP;MUC1;MUC2;MUC4;MUC5AC;MUC5B;MUC6;MVP;MX2;MXI1;MYB;MYBL1;MYBL2;MYC;MYCN;MYH11;NAB2;NAGS;NANOG;NAPEPLD;NASP;NCOA3;NDRG1;NDUFS8;NDUFV1;NDUFV2;NECTIN2;NEFL;NES;NEU1;NEU3;NF1;NF2;NFATC1;NFATC2;NFIC;NFKB1;NFKB2;NFKBIA;NFYA;NGFR;NKX2-1;NKX3-1;NLRP1;NME5;NOL7;NOS1;NOS3;NOTCH1;NOX4;NPM3;NPR1;NQO2;NR3C1;NR3C2;NR4A1;NRF1;NRIP1;NRP1;NT5E;NTF3;NTRK1;OAS1;OAT;ODC1;OPRM1;ORC2;ORM1;OSM;OXCT1;OXTR;P2RX1;P2RX4;P2RX7;P4HA1;PADI1;PADI2;PADI4;PAPSS1;PAPSS2;PARG;PARK7;PARP1;PAX6;PC;PCNA;PCYT1A;PDCD4;PDE6A;PDE6B;PDGFA;PDGFB;PDGFC;PDGFD;PDGFRA;PDHA1;PDIA2;PDIA3;PDK4;PDLIM7;PDPN;PEBP1;PECAM1;PELO;PEMT;PER1;PER3;PGLYRP2;PGR;PHGDH;PI3;PIAS4;PIK3R1;PIM1;PKD1;PKM;PLA2G4A;PLAA;PLAT;PLAU;PLAUR;PLD1;PLG;PLIN2;PLK4;PMAIP1;PMEPA1;PML;PNOC;PODXL;POLA1;POLB;POLD1;POLD2;POLDIP3;POLE2;POLI;POLL;POMC;PON1;POR;POU5F1;PPARA;PPARG;PPL;PPP1CC;PPP1R14A;PPP1R9B;PPP2CA;PPP2R1A;PPP2R1B;PPP2R2B;PRDM1;PRDX6;PREX1;PRKAA1;PRKACA;PRKCA;PRKCB;PRKCD;PRKCE;PRKCG;PRKCZ;PRKG1;PRLR;PRND;PRNP;PROC;PROCR;PROM1;PROS1;PRPH;PSAP;PSEN1;PSIP1;PSMA5;PSMB5;PTEN;PTGER4;PTGES;PTGFR;PTGIR;PTGIS;PTGS2;PTH1R;PTHLH;PTK2;PTK2B;PTK6;PTK7;PTMA;PTN;PTPA;PTPRJ;PTTG1;PTX3;RAB20;RAC2;RAD9A;RAF1;RARA;RARG;RASSF1;RB1;RBL2;RECK;RECQL4;REL;RELA;REST;RET;RETN;RFC1;RGN;RIPK1;RLIM;RNASE2;RNLS;ROBO4;RORA;ROS1;RPS27A;RPS3A;RRM1;RRM2;RUNX1;RUNX2;RYR2;S100A10;S100A12;S100A6;S100A8;SAA1;SCARB1;SCARF1;SCD;SCGB1A1;SCN5A;SCNN1A;SCNN1B;SCNN1G;SCTR;SELENOP;SELL;SELP;SERPINA1;SERPINB1;SERPINB5;SERPINC1;SERPINE1;SERPINE2;SERPINH1;SETDB1;SF1;SFTPB;SGK1;SGPL1;SH3GL1;SH3PXD2A;SIGIRR;SIN3A;SIRT1;SKAP2;SKIL;SKP2;SLC10A7;SLC11A1;SLC11A2;SLC13A4;SLC15A1;SLC19A1;SLC19A2;SLC19A3;SLC1A3;SLC1A5;SLC22A4;SLC25A20;SLC25A5;SLC29A1;SLC2A1;SLC2A3;SLC31A1;SLC39A1;SLC39A8;SLC3A2;SLC4A2;SLC4A7;SLC5A1;SLC5A2;SLC5A5;SLC5A8;SLC6A3;SLC7A5;SLC9A2;SMAD3;SMAD4;SMAD7;SMARCA1;SMARCC1;SMPD1;SNAI2;SNAP25;SNAPC1;SNCG;SND1;SNRPN;SOCS1;SOCS3;SOD1;SOD2;SOD3;SOX17;SOX9;SP2;SP3;SP4;SP5;SPARC;SPHK1;SPI1;SPINT1;SPN;SPP1;SPRY2;SQSTM1;SRC;SREBF1;SREBF2;SRF;SRSF7;SSTR2;ST3GAL3;ST3GAL5;ST6GAL1;ST6GALNAC3;ST6GALNAC4;ST8SIA1;ST8SIA4;STAR;STARD3;STAT4;STC1;STK11;STK38;STXBP2;SULT1A1;SULT1A3;SUMO1;SUMO2;SUMO3;SYN1;SYP;SYT11;TAF7;TAGLN;TAL1;TARBP2;TAT;TBC1D14;TBK1;TBX2;TBX21;TCF3;TCL1A;TCN2;TEC;TERF2;TERT;TESC;TF;TFAP2A;TFAP2C;TFB1M;TFB2M;TFPI2;TGFA;TGFB1;TGFBI;TGFBR1;TGFBR2;TGM1;TGM3;TGM4;TH;THBD;THBS1;TICAM1;TIGAR;TIMP1;TIMP2;TIMP3;TINF2;TK1;TKT;TLR2;TLR4;TM7SF2;TMPO;TNC;TNF;TNFAIP1;TNFRSF10B;TNFRSF11A;TNFRSF1B;TNFRSF8;TNFSF10;TNFSF11;TNFSF13;TNFSF14;TNFSF15;TNIP1;TNK1;TNNC1;TNNI3;TNNT1;TNNT2;TNXB;TOP2B;TOP3A;TP53;TP73;TPI1;TPK1;TPM2;TPMT;TRIM25;TRPV1;TSG101;TSPO;TTF1;TWIST1;TXLNG;TXN;TYMP;TYMS;UBC;UBE2B;UCP2;UCP3;UGCG;UGDH;UGT2B15;UGT8;ULBP1;UNG;USF2;USP22;USP7;UTRN;VAMP2;VCAM1;VDR;VEGFA;VIM;VLDLR;WAS;WEE1;WNK1;WNT9A;WRN;WT1;XIAP;XPC;XRCC1;XRCC5;XYLT1;XYLT2;YEATS4;YY1;ZBTB10;ZBTB14;ZBTB7A;ZNF148	False	TRRUST+DoRothEA+CollecTRI union; CLDN4 held out; not ChIP
TP63_prior	TP63	public_prior	185			AACS;ABCB1;ACOT11;ACTB;ADA;AHCYL1;AHR;AKT1;ALDH2;APOD;AQP3;AR;ATM;AXL;B4GALT1;BAX;BBC3;BCL2;BHLHE40;BNC1;BRCA1;CARM1;CASP1;CCDC28A;CCND3;CD44;CDC25A;CDC25C;CDH1;CDH3;CDK1;CDKN1A;CDKN1B;CDKN1C;CDKN2A;CHN1;CHUK;CKAP5;CKS1B;CKS2;CLDN1;CSF1;CSF2;CTBP1;CTNNB1;DDB2;DDR1;DEC1;DHRS3;DYNC1H1;EBP;EEF1A2;EGFR;EPHA2;ERBB2;EVPL;FAS;FASN;FBXO32;FDXR;FGFR3;FLOT2;FLT1;GADD45A;GATA3;GDF15;GLS2;GPR158;GRB10;HBP1;HES1;HGF;HLA-DQB1;HSF2;HSPA4;ID2;ID3;IFNG;IGF1R;IGFBP2;IGFBP3;IGFBP7;IL12A;IL12B;IL13;IL16;IL1A;IL2RB;IL6;IL7;INSR;IREB2;ITCH;JAG1;JAG2;KCTD1;KIAA1671;KLF12;KLF4;KMT5A;KRT5;LGALS1;LRMDA;LYN;MARK3;MCCC1;MDM2;ME3;MFGE8;MGMT;MMP2;MRPL41;MRPL42;MXD3;NAPA;NFYA;NOTCH1;NOTCH2NLA;NQO1;NR3C1;OGG1;PERP;PJA2;PLEC;PMAIP1;POF1B;POLD2;POLI;PPARA;PRODH;PTEN;PTGS2;RBL2;RNGTT;RUNX1;S100A2;SAMD9L;SATB1;SENP2;SERPINB5;SERPINF1;SFN;SGIP1;SHH;SHQ1;SKP2;SLC22A4;SLC38A4;SMARCA1;SMARCA4;SMARCD3;SPATA18;SPPL2A;STAT6;STXBP1;SUN1;SYN3;SYNE3;TADA3;TCF4;TERT;THOP1;THSD4;TNF;TNFSF10;TNFSF4;TP53;TP53BP2;TP73;TPRG1;TRAF4;TTC39A;VAV3;VDR;VEGFA;VIM;WIPF1;WNT4;WWP1;XPC;YAP1;YBX1;YTHDF3;ZNF750;ZNRF2	False	TRRUST+DoRothEA+CollecTRI union; CLDN4 held out; not ChIP
