tf	target	pearson_r_high	pearson_r_low	in_top	high_specific
AATF	RAN	0.19333672303339003	0.16015031683049194	True	False
AATF	SLC7A5	0.1789410620043022	0.10789975692453252	True	False
AATF	NCL	0.1710565318362521	0.16913775359982697	True	False
AATF	SLC3A2	0.16879841594893402	0.12224170909943989	True	False
AATF	NOP58	0.16689525496929103	0.17614211696741058	True	False
AATF	EPCAM	0.16344796773869347	0.1589384468212523	True	False
AATF	SYNCRIP	0.1631071956022736	0.14764213185389774	True	False
AATF	HDGF	0.16300663372500257	0.16285203674624116	True	False
AATF	SPTBN1	0.16277288264828182	0.12763700044342974	True	False
AATF	RSL1D1	0.1598885419450231	0.15276184487092068	True	False
AATF	PA2G4	0.1598375442975181	0.1640368521759295	True	False
AATF	KRT8	0.15718189344585018	0.1378130989427836	True	False
AATF	PSME3	0.15672423352125897	0.12328968195176654	True	False
AATF	EIF3A	0.15650100785390744	0.13646918334819058	True	False
AATF	PPP1R14B	0.15482617950519434	0.09376767257051405	True	True
AATF	JPT2	0.15453478168169274	0.08715665477387355	True	True
AATF	PEBP1	0.1544975138449049	0.15094577751769164	True	False
AATF	GTPBP4	0.1543470504698075	0.1117709986288025	True	False
AATF	XRCC5	0.15355219459714653	0.13985184156270664	True	False
AATF	SEPT2	0.1531211880158368	0.13467830212712353	True	False
AATF	DDX21	0.15263893679034762	0.13125339495990204	True	False
AATF	KHDRBS1	0.15204089159402	0.14311939612126207	True	False
AATF	RCN1	0.1514352790993193	0.0928337840645967	True	True
AATF	ITGB1	0.15103760109355355	0.13746015405031128	True	False
AATF	EIF4H	0.15075877517930386	0.13332184673293546	True	False
AATF	EIF5B	0.15034187554769654	0.12454996513272533	True	False
AATF	EZR	0.14973730298425397	0.11924716574213653	True	False
AATF	CCT5	0.14968207120157487	0.14948484177254806	True	False
AATF	PTGES3	0.14958188446018017	0.1539754135722093	True	False
AATF	SSBP1	0.14953141818810733	0.13434980703389277	True	False
AATF	METAP2	0.14859696468867475	0.12827428768184215	True	False
AATF	NPM1	0.14828487868267085	0.11386582626948448	True	False
AATF	PDCD6	0.14757982331463895	0.09396105290391021	True	False
AATF	G3BP1	0.14653041556849106	0.12295669015912672	True	False
AATF	NOLC1	0.14568057656902514	0.13693239031429985	True	False
AATF	PDIA4	0.14563221306238575	0.11855231816755714	True	False
AATF	UTP4	0.14521670121562932	0.12602373612629833	True	False
AATF	PSMB2	0.14484752467847226	0.10417195433067461	True	False
AATF	CCDC47	0.1445188651041992	0.09923816663511249	True	False
AATF	SET	0.1444827472900054	0.1364608353503882	True	False
AATF	YWHAG	0.14432373011606667	0.14544553196158932	True	False
AATF	RDX	0.14391664437174054	0.13680134565461743	True	False
AATF	SEPT9	0.1433738921444318	0.11891427610511271	True	False
AATF	GSPT1	0.14316609549886342	0.12675025078082353	True	False
AATF	BANF1	0.14230691259193318	0.11295079399379099	True	False
AATF	MORF4L2	0.1420616825474573	0.08900705556061853	True	False
AATF	PHB	0.141936319500611	0.12847931373633315	True	False
AATF	SERBP1	0.14170249360680018	0.14597471437655238	True	False
AATF	HNRNPF	0.1416493687022398	0.13309373950356002	True	False
AATF	PKM	0.14144466193102437	0.09959264413177084	True	False
ABL1	DDR1	0.1573236642556816	0.13522432106469284	True	False
ABL1	PKM	0.14635152523071782	0.05144252728189032	True	False
ABL1	GPI	0.1433275481429036	0.10580251485329481	True	False
ABL1	NUCKS1	0.14183596251273448	0.121817726203333	True	False
ABL1	DSG2	0.1417879410786708	0.1152263958909899	True	False
ABL1	HNRNPA1	0.14026910494720748	0.1074975097348479	True	False
ABL1	RPS2	0.1379881845798292	0.04501444415939984	True	False
ABL1	HSP90AB1	0.1366950600899542	0.11634362236836143	True	False
ABL1	NCL	0.13407160685867292	0.11940195953501419	True	False
ABL1	MTATP6P1	0.13349849211012982	0.07833147179569264	True	False
ABL1	RPL7L1	0.13311169373156487	0.11299457225128962	True	False
ABL1	MDH1	0.1328263781800432	0.10116491809882185	True	False
ABL1	NONO	0.13227513510881309	0.09849691708081464	True	False
ABL1	STARD7	0.1322327248676251	0.1054544756578348	True	False
ABL1	YWHAE	0.13176405136802088	0.09366651279199918	True	False
ABL1	ATP2A2	0.13155652425790834	0.12803850832581634	True	False
ABL1	SET	0.1313366521086256	0.11931165822945797	True	False
ABL1	HACD3	0.1310192971779939	0.1183357003451184	True	False
ABL1	DSP	0.13098810702008942	0.14285574640093968	True	False
ABL1	PTPRF	0.13075706747036495	0.13307174362475158	True	False
ABL1	ADH5	0.1305225150438334	0.0833877297084997	True	False
ABL1	SYNCRIP	0.13026254816923116	0.08279557729090936	True	False
ABL1	PSMD2	0.12983584109537935	0.09760225249244467	True	False
ABL1	LAPTM4B	0.1297811583170158	0.10112845647065774	True	False
ABL1	MRPL3	0.12973513623246113	0.0704157819248397	True	False
ABL1	BAZ1B	0.12925683475892896	0.0815314264946399	True	False
ABL1	ANP32B	0.1289936315642395	0.1032283079987201	True	False
ABL1	AFG3L2	0.12886918900339175	0.08589521976118256	True	False
ABL1	HDGF	0.12832139997359382	0.11684278348083442	True	False
ABL1	PGD	0.12807395972201766	0.05933409995456191	True	False
ABL1	EEF1A1	0.12778588416289013	0.055167120168075325	True	False
ABL1	RPL8	0.12752081378783928	0.061341129196257345	True	False
ABL1	ILF2	0.12725015703777767	0.07420067260468734	True	False
ABL1	RPS11	0.1270413350555354	0.052396268113521494	True	False
ABL1	RPS17	0.1265889271964155	0.06278023540437429	True	False
ABL1	RPL18	0.12578516220771083	0.06661986891626262	True	False
ABL1	FSCN1	0.12527028966198592	0.10108646902218854	True	False
ABL1	GAPDH	0.12515509620833565	0.03973577695308795	True	False
ABL1	CRTAP	0.12492182557244719	0.0699417445503773	True	False
ABL1	ILF3	0.1241148113891873	0.11463655606475091	True	False
ABL1	MT-CO1	0.12371664374480909	0.07938696429850335	True	False
ABL1	FKBP4	0.12350627319899342	0.10196413229754411	True	False
ABL1	KHSRP	0.12334970556396532	0.12493951705910332	True	False
ABL1	TUFM	0.12330892782326418	0.06423919399018156	True	False
ABL1	MT-ND4L	0.12309927221918346	0.09970747906625041	True	False
ABL1	RPL31	0.12251410734193133	0.01876273476406365	True	False
ABL1	RPLP1	0.12236526713827339	0.041810958861246375	True	False
ABL1	SSRP1	0.12233275749133857	0.0774368019207844	True	False
ABL1	TOMM20	0.1221942456577869	0.04362936930451472	True	False
ABL1	MT-CO3	0.12216813676015958	0.0588115064480365	True	False
ADNP	SPARCL1	0.19441055656024092	0.13691330004140298	True	False
ADNP	ATP1A1	0.18206673279003135	0.14983069268643903	True	False
ADNP	ATP2A2	0.1819747614255736	0.1353000164511638	True	False
ADNP	IRF2BP2	0.1773331952115002	0.10816773810911608	True	False
ADNP	MAP1B	0.17262695998813665	0.1093852503520285	True	False
ADNP	ATN1	0.17035503912169814	0.14613147067144222	True	False
ADNP	SOX4	0.17031010838567168	0.09720803221545887	True	True
ADNP	KRT5	0.16978884472627195	0.09491756272939927	True	True
ADNP	SDAD1	0.16917518655434174	0.13520470187032124	True	False
ADNP	CCT4	0.1678029256381414	0.1065319047338376	True	False
ADNP	STARD7	0.1675205378493156	0.1031900361069877	True	False
ADNP	SCARB2	0.16525644495139225	0.1176341463311598	True	False
ADNP	HNRNPA1	0.16435890754768154	0.11916935961167538	True	False
ADNP	EHBP1	0.1643088397151317	0.14415972912958988	True	False
ADNP	ITPRIPL2	0.16394222492227573	0.08588434854695544	True	True
ADNP	UHMK1	0.16367484218253428	0.09697205757876662	True	True
ADNP	PSME4	0.16151046306241768	0.11168622910427342	True	False
ADNP	FBXO7	0.16137099976276933	0.10359840477236378	True	False
ADNP	BCL11A	0.16105768959871117	0.13416888773889088	True	False
ADNP	APH1A	0.1601467853207554	0.09974583626035485	True	True
ADNP	KRT15	0.15890084469783472	0.1256073010590751	True	False
ADNP	NCL	0.15884922421478698	0.1391608105855045	True	False
ADNP	XPO1	0.1586121560606283	0.1379746946954679	True	False
ADNP	NOTCH3	0.1585163571462961	0.15413028777271126	True	False
ADNP	PCYOX1	0.1584385581024485	0.11065451160517524	True	False
ADNP	TCF4	0.15835312034860227	0.10805497816673741	True	False
ADNP	JADE2	0.15723254070890857	0.13770953430911237	True	False
ADNP	AL022718.1	0.15672643690353222	0.09727577484506096	True	True
ADNP	PRXL2A	0.15629994822804788	0.06343209944716181	True	True
ADNP	DCTN5	0.15505347132075775	0.10105480950504028	True	False
ADNP	F11R	0.15442682085883228	0.12467568269113041	True	False
ADNP	NIPSNAP1	0.1539538982081933	0.08459741735570647	True	True
ADNP	PKP1	0.1539234816011927	0.13317912627966993	True	False
ADNP	SLC1A5	0.15329183629231247	0.15309822522078692	True	False
ADNP	SEMA4B	0.1532905556506157	0.07939109584392177	True	True
ADNP	DSP	0.15298507931396702	0.1145206529060457	True	False
ADNP	NFE2L1	0.1515109601092522	0.13201254472651097	True	False
ADNP	NCKAP1	0.15150341842333642	0.0987284003707724	True	True
ADNP	BPTF	0.15143008612275438	0.09700427479934352	True	True
ADNP	MYH11	0.15112662699764678	0.07387578032146098	True	True
ADNP	DSG2	0.15099827467731472	0.10611869040977524	True	False
ADNP	WDR43	0.1502140070873227	0.11954062791285879	True	False
ADNP	HSP90B1	0.1499073656595384	0.08792487099491583	True	False
ADNP	MAZ	0.1496821145014136	0.13176603258125136	True	False
ADNP	ABCC1	0.1494501011001261	0.11231617250009579	True	False
ADNP	MYC	0.1491184773986399	0.06364621335391074	True	False
ADNP	G3BP2	0.14894873305579592	0.09923916412197303	True	False
ADNP	PRRC2B	0.14887976758230723	0.10733264635690001	True	False
ADNP	DDR1	0.14847320449098333	0.13482432323144317	True	False
ADNP	PTPRF	0.14775157404149228	0.09959998359325321	True	False
ADNP2	CDKN2A	0.25377441239010706	0.1915703604065266	True	False
ADNP2	EIF4G1	0.253150371661698	0.22866601466746542	True	False
ADNP2	KHSRP	0.24906996433009185	0.1922066011218986	True	False
ADNP2	CLDN1	0.24828197762251736	0.2533285964382525	True	False
ADNP2	EIF4A2	0.24787594416981568	0.22806904569525255	True	False
ADNP2	RAP2B	0.2477060221563325	0.2425980982191838	True	False
ADNP2	SERPINB5	0.24750874331713732	0.23619501251509137	True	False
ADNP2	NMRAL2P	0.24444192263387668	0.2319268703940844	True	False
ADNP2	TFRC	0.24292276970049698	0.23657073539117274	True	False
ADNP2	SOX2	0.23968960358514177	0.15980828735320504	True	False
ADNP2	SFN	0.23554159642819694	0.19479120927751303	True	False
ADNP2	PKP1	0.23551640141816285	0.20606299842373155	True	False
ADNP2	ALDH3A1	0.23273555009424374	0.23512249722101256	True	False
ADNP2	FBXO45	0.2304119556963116	0.20109717676945751	True	False
ADNP2	TBL1XR1	0.23029228156485626	0.2486279269012016	True	False
ADNP2	HSPA1B	0.22966829320044954	0.15991821461543065	True	False
ADNP2	ATP2B1	0.22928641191644786	0.21060638232768492	True	False
ADNP2	EIF2S2	0.2284493850394864	0.20443534702489527	True	False
ADNP2	SUMO3	0.22601868018384205	0.1777367936736718	True	False
ADNP2	SDC1	0.2257498328080054	0.18127423884374297	True	False
ADNP2	DSC3	0.22510553896996624	0.18192606523918833	True	False
ADNP2	BRD2	0.225055357269782	0.22439973945467687	True	False
ADNP2	KLF4	0.22467335236482944	0.23544239333363182	True	False
ADNP2	SET	0.22374495477895776	0.23374613258349017	True	False
ADNP2	JUN	0.2234980671129693	0.20025908188744385	True	False
ADNP2	TRA2B	0.22236122539428563	0.24946478447858803	True	False
ADNP2	PERP	0.22210350291427758	0.20993856191837815	True	False
ADNP2	DSP	0.22129905098330305	0.1859920667663935	True	False
ADNP2	DKC1	0.22013263989289464	0.19805055984225128	True	False
ADNP2	CERS6	0.21964093300879975	0.18468778615999354	True	False
ADNP2	CALB2	0.2191741205997774	0.19302540653830552	True	False
ADNP2	TP63	0.21847517285426377	0.17683680673814506	True	False
ADNP2	LRRC58	0.21844688741713664	0.21787680097161422	True	False
ADNP2	DVL3	0.21838461439439236	0.2068869419604804	True	False
ADNP2	NAA50	0.21783242111927384	0.21989548163647052	True	False
ADNP2	HSP90AA1	0.2157823430410008	0.19691324720870457	True	False
ADNP2	NCBP2	0.21512080213544307	0.20469326509167104	True	False
