Samples,geneID,value,cell_line,Responder,Baseline,GSE_ID,Mouse_treatment,pvalue,label,label2,num,count
SRX3178240,Ifng,0.576658252935225,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=7),Responders,0,GSE103725,BRAFi; antiPDL2;,0.682767041506219,NA,NA,2,7
SRX3178239,Ifng,0.338464257911998,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=7),Responders,0,GSE103725,BRAFi; antiPDL2;,0.682767041506219,NA,NA,2,7
SRX3178242,Ifng,0.229684359686115,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=7),Non-responders,0,GSE103725,BRAFi; antiPDL2;,1,NA,NA,2,7
SRX3178241,Ifng,0.164943984401166,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=7),Non-responders,0,GSE103725,BRAFi; antiPDL2;,1,NA,NA,2,7
SRX3178236,Ifng,0.229233977162445,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=7),Baseline,1,GSE103725,BRAFi,NA,NA,NA,2,7
SRX3178237,Ifng,0.629193951474266,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=7),Baseline,1,GSE103725,BRAFi,NA,NA,NA,2,7
SRX3178238,Ifng,0.0967619113649536,YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=7),Baseline,1,GSE103725,BRAFi,NA,NA,NA,2,7
SRX7813727,Ifng,3.34915166024777,YTN16_GSE146027_day7_antiCTLA4(n=9),Responders,0,GSE146027,antiCTLA4,0.27645175910585,NA,NA,2,9
SRX7813730,Ifng,3.17134391537133,YTN16_GSE146027_day7_antiCTLA4(n=9),Responders,0,GSE146027,antiCTLA4,0.27645175910585,NA,NA,2,9
SRX7813726,Ifng,2.28138460600112,YTN16_GSE146027_day7_antiCTLA4(n=9),Responders,0,GSE146027,antiCTLA4,0.27645175910585,NA,NA,2,9
SRX7813728,Ifng,1.84317466309176,YTN16_GSE146027_day7_antiCTLA4(n=9),Responders,0,GSE146027,antiCTLA4,0.27645175910585,NA,NA,2,9
SRX7813729,Ifng,1.69715462643368,YTN16_GSE146027_day7_antiCTLA4(n=9),Responders,0,GSE146027,antiCTLA4,0.27645175910585,NA,NA,2,9
SRX7813685,Ifng,1.5895314868038,YTN16_GSE146027_day7_antiCTLA4(n=9),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,9
SRX7813686,Ifng,2.04268495640579,YTN16_GSE146027_day7_antiCTLA4(n=9),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,9
SRX7813688,Ifng,2.2984424816257,YTN16_GSE146027_day7_antiCTLA4(n=9),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,9
SRX7813689,Ifng,1.70189854379932,YTN16_GSE146027_day7_antiCTLA4(n=9),Baseline,1,GSE146027,no_treatment,NA,NA,NA,2,9
SRX7813739,Ifng,3.08773573939417,YTN16_GSE146027_day21_antiCTLA4(n=10),Responders,0,GSE146027,antiCTLA4,0.227348769748707,NA,NA,2,10
SRX7813740,Ifng,2.94076099963928,YTN16_GSE146027_day21_antiCTLA4(n=10),Responders,0,GSE146027,antiCTLA4,0.227348769748707,NA,NA,2,10
SRX7813736,Ifng,2.76817183018962,YTN16_GSE146027_day21_antiCTLA4(n=10),Responders,0,GSE146027,antiCTLA4,0.227348769748707,NA,NA,2,10
SRX7813737,Ifng,2.67256473918115,YTN16_GSE146027_day21_antiCTLA4(n=10),Responders,0,GSE146027,antiCTLA4,0.227348769748707,NA,NA,2,10
SRX7813738,Ifng,2.41498898784249,YTN16_GSE146027_day21_antiCTLA4(n=10),Responders,0,GSE146027,antiCTLA4,0.227348769748707,NA,NA,2,10
