Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[strain]	Characteristics[age]	Unit[time unit]	Term Source REF	Term Accession Number	Characteristics[developmental stage]	Characteristics[sex]	Characteristics[genotype]	Characteristics[organism part]	Characteristics[sampling site]	Characteristics[individual]	Characteristics[cell type]	Characteristics[immunophenotype]	Material Type	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRATEGY]	Comment[cdna read]	Comment[cdna read offset]	Comment[cdna read size]	Comment[cell barcode offset]	Comment[cell barcode read]	Comment[cell barcode size]	Comment[end bias]	Comment[input molecule]	Comment[library construction]	Comment[primer]	Comment[sample barcode offset]	Comment[sample barcode read]	Comment[sample barcode size]	Comment[single cell isolation]	Comment[spike in]	Comment[umi barcode offset]	Comment[umi barcode read]	Comment[umi barcode size]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Comment[read_type]	Comment[read_index]	Factor Value[compound]	Factor Value[dose]	Unit[mass unit]	Term Source REF	Term Accession Number	Factor Value[stimulus]
Lung_KPneo_control	ERS14439185	SAMEA112328270	Mus musculus	C57BL/6JO	8	week	EFO	UO_0000034	adult	female	KrasG12D/WT; Tp53	lung	neoplasm	pool of 4 mice	leukocyte	CD45 positive	cell	P-MTAB-129093	P-MTAB-129097	P-MTAB-129098	P-MTAB-129094	P-MTAB-129095	Lung_KPneo_control	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	read2	0	91	0	read1	16	3 prime tag	polyA RNA	10x 3' v3	oligo-dT	0	index1,index2	8	10x technology	none	16	read1	12	P-MTAB-129096	Center for Omics Sciences San Raffaele Hospital Milan	Lung_KPneo_control	sequencing assay	ERX10233092	Lung_KPneo_control_R1.fastq.gz	Lung_KPneo_control_R1.fastq.gz	ERR10782508	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR107/ERR10782508/Lung_KPneo_control_R1.fastq.gz	cell_barcode,umi_barcode	read1	none					anti-IgG antibody, 200 microgram
Lung_KPneo_control	ERS14439185	SAMEA112328270	Mus musculus	C57BL/6JO	8	week	EFO	UO_0000034	adult	female	KrasG12D/WT; Tp53	lung	neoplasm	pool of 4 mice	leukocyte	CD45 positive	cell	P-MTAB-129093	P-MTAB-129097	P-MTAB-129098	P-MTAB-129094	P-MTAB-129095	Lung_KPneo_control	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	read2	0	91	0	read1	16	3 prime tag	polyA RNA	10x 3' v3	oligo-dT	0	index1,index2	8	10x technology	none	16	read1	12	P-MTAB-129096	Center for Omics Sciences San Raffaele Hospital Milan	Lung_KPneo_control	sequencing assay	ERX10233092	Lung_KPneo_control_R2.fastq.gz	Lung_KPneo_control_R2.fastq.gz	ERR10782508	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR107/ERR10782508/Lung_KPneo_control_R2.fastq.gz	single	read2	none					anti-IgG antibody, 200 microgram
Lung_KPneo_control	ERS14439185	SAMEA112328270	Mus musculus	C57BL/6JO	8	week	EFO	UO_0000034	adult	female	KrasG12D/WT; Tp53	lung	neoplasm	pool of 4 mice	leukocyte	CD45 positive	cell	P-MTAB-129093	P-MTAB-129097	P-MTAB-129098	P-MTAB-129094	P-MTAB-129095	Lung_KPneo_control	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	read2	0	91	0	read1	16	3 prime tag	polyA RNA	10x 3' v3	oligo-dT	0	index1,index2	8	10x technology	none	16	read1	12	P-MTAB-129096	Center for Omics Sciences San Raffaele Hospital Milan	Lung_KPneo_control	sequencing assay	ERX10233092	Lung_KPneo_control_I2.fastq.gz	Lung_KPneo_control_I2.fastq.gz	ERR10782508	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR107/ERR10782508/Lung_KPneo_control_I2.fastq.gz	sample_barcode	index1	none					anti-IgG antibody, 200 microgram
Lung_KPneo_control	ERS14439185	SAMEA112328270	Mus musculus	C57BL/6JO	8	week	EFO	UO_0000034	adult	female	KrasG12D/WT; Tp53	lung	neoplasm	pool of 4 mice	leukocyte	CD45 positive	cell	P-MTAB-129093	P-MTAB-129097	P-MTAB-129098	P-MTAB-129094	P-MTAB-129095	Lung_KPneo_control	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	read2	0	91	0	read1	16	3 prime tag	polyA RNA	10x 3' v3	oligo-dT	0	index1,index2	8	10x technology	none	16	read1	12	P-MTAB-129096	Center for Omics Sciences San Raffaele Hospital Milan	Lung_KPneo_control	sequencing assay	ERX10233092	Lung_KPneo_control_I1.fastq.gz	Lung_KPneo_control_I1.fastq.gz	ERR10782508	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR107/ERR10782508/Lung_KPneo_control_I1.fastq.gz	sample_barcode	index2	none					anti-IgG antibody, 200 microgram
Lung_KPneo_treated	ERS14439186	SAMEA112328271	Mus musculus	C57BL/6JO	8	week	EFO	UO_0000034	adult	female	KrasG12D/WT; Tp53	lung	neoplasm	pool of 4 mice	leukocyte	CD45 positive	cell	P-MTAB-129093	P-MTAB-129097	P-MTAB-129098	P-MTAB-129094	P-MTAB-129095	Lung_KPneo_treated	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	read2	0	91	0	read1	16	3 prime tag	polyA RNA	10x 3' v3	oligo-dT	0	index1,index2	8	10x technology	none	16	read1	12	P-MTAB-129096	Center for Omics Sciences San Raffaele Hospital Milan	Lung_KPneo_treated	sequencing assay	ERX10233093	Lung_KPneo_treated_R2.fastq.gz	Lung_KPneo_treated_R2.fastq.gz	ERR10782509	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR107/ERR10782509/Lung_KPneo_treated_R2.fastq.gz	single	read2	Flt3L	30	microgram	EFO	UO_0000023	anti-CD40 antibody, 200 microgram
Lung_KPneo_treated	ERS14439186	SAMEA112328271	Mus musculus	C57BL/6JO	8	week	EFO	UO_0000034	adult	female	KrasG12D/WT; Tp53	lung	neoplasm	pool of 4 mice	leukocyte	CD45 positive	cell	P-MTAB-129093	P-MTAB-129097	P-MTAB-129098	P-MTAB-129094	P-MTAB-129095	Lung_KPneo_treated	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	read2	0	91	0	read1	16	3 prime tag	polyA RNA	10x 3' v3	oligo-dT	0	index1,index2	8	10x technology	none	16	read1	12	P-MTAB-129096	Center for Omics Sciences San Raffaele Hospital Milan	Lung_KPneo_treated	sequencing assay	ERX10233093	Lung_KPneo_treated_I2.fastq.gz	Lung_KPneo_treated_I2.fastq.gz	ERR10782509	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR107/ERR10782509/Lung_KPneo_treated_I2.fastq.gz	sample_barcode	index2	Flt3L	30	microgram	EFO	UO_0000023	anti-CD40 antibody, 200 microgram
Lung_KPneo_treated	ERS14439186	SAMEA112328271	Mus musculus	C57BL/6JO	8	week	EFO	UO_0000034	adult	female	KrasG12D/WT; Tp53	lung	neoplasm	pool of 4 mice	leukocyte	CD45 positive	cell	P-MTAB-129093	P-MTAB-129097	P-MTAB-129098	P-MTAB-129094	P-MTAB-129095	Lung_KPneo_treated	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	read2	0	91	0	read1	16	3 prime tag	polyA RNA	10x 3' v3	oligo-dT	0	index1,index2	8	10x technology	none	16	read1	12	P-MTAB-129096	Center for Omics Sciences San Raffaele Hospital Milan	Lung_KPneo_treated	sequencing assay	ERX10233093	Lung_KPneo_treated_R1.fastq.gz	Lung_KPneo_treated_R1.fastq.gz	ERR10782509	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR107/ERR10782509/Lung_KPneo_treated_R1.fastq.gz	cell_barcode,umi_barcode	read1	Flt3L	30	microgram	EFO	UO_0000023	anti-CD40 antibody, 200 microgram
Lung_KPneo_treated	ERS14439186	SAMEA112328271	Mus musculus	C57BL/6JO	8	week	EFO	UO_0000034	adult	female	KrasG12D/WT; Tp53	lung	neoplasm	pool of 4 mice	leukocyte	CD45 positive	cell	P-MTAB-129093	P-MTAB-129097	P-MTAB-129098	P-MTAB-129094	P-MTAB-129095	Lung_KPneo_treated	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	read2	0	91	0	read1	16	3 prime tag	polyA RNA	10x 3' v3	oligo-dT	0	index1,index2	8	10x technology	none	16	read1	12	P-MTAB-129096	Center for Omics Sciences San Raffaele Hospital Milan	Lung_KPneo_treated	sequencing assay	ERX10233093	Lung_KPneo_treated_I1.fastq.gz	Lung_KPneo_treated_I1.fastq.gz	ERR10782509	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR107/ERR10782509/Lung_KPneo_treated_I1.fastq.gz	sample_barcode	index1	Flt3L	30	microgram	EFO	UO_0000023	anti-CD40 antibody, 200 microgram
