interaction_name	pathway_name	annotation	ligand	receptor	ligand_genes	receptor_genes	ligand_class	direction	n_mal_high	n_mal_low	n_tnk	n_patients_mal_high	n_patients_mal_low	n_patients_tnk	prob_high	prob_low	delta_prob	pval_high	pval_low	sig_high	sig_low	sig_diff	ligand_mean_high	ligand_mean_low	receptor_mean_partner	ligand_prop_high	ligand_prop_low	receptor_prop_partner
COL1A1_CD44	COLLAGEN	ECM-Receptor	COL1A1	CD44	COL1A1	CD44	other	outgoing	10379	10379	34741	30	32	32	0.4003661341615914	0.20522883082129564	0.19513730334029575	0.009900990099009901	1.0	True	False	True	0.3068092465400696	0.11865704506635666	1.0881098508834839	0.38741689920425415	0.25532326102256775	0.5948591232299805
LAMB3_CD44	LAMININ	ECM-Receptor	LAMB3	CD44	LAMB3	CD44	other	outgoing	10379	10379	34741	30	32	32	0.49037554306653713	0.333063110865179	0.15731243220135815	0.009900990099009901	1.0	True	False	True	0.44215628504753113	0.2294769436120987	1.0881098508834839	0.5239425897598267	0.3727719485759735	0.5948591232299805
IGFBP3_TMEM219	IGFBP	Secreted Signaling	IGFBP3	TMEM219	IGFBP3	TMEM219	other	outgoing	10379	10379	34741	30	32	32	0.2366314358017281	0.09620420112643469	0.14042723467529342	0.009900990099009901	1.0	True	False	True	0.6716317534446716	0.2306305170059204	0.23076872527599335	0.4860776662826538	0.26052606105804443	0.24178923666477203
LAMA5_CD44	LAMININ	ECM-Receptor	LAMA5	CD44	LAMA5	CD44	other	outgoing	10379	10379	34741	30	32	32	0.2813663287424084	0.16484507229231313	0.11652125645009528	0.009900990099009901	1.0	True	False	True	0.17991270124912262	0.09069976955652237	1.0881098508834839	0.3562000095844269	0.25908082723617554	0.5948591232299805
CD99_CD99	CD99	Cell-Cell Contact	CD99	CD99	CD99	CD99	other	outgoing	10379	10379	34741	30	32	32	0.6411297584286981	0.5627295795481788	0.07840017888051931	0.009900990099009901	1.0	True	False	True	0.8091222047805786	0.5828479528427124	1.1039880514144897	0.6704884767532349	0.5321322083473206	0.6014507412910461
COL6A1_CD44	COLLAGEN	ECM-Receptor	COL6A1	CD44	COL6A1	CD44	other	outgoing	10379	10379	34741	30	32	32	0.08278542721656273	0.016229427484269844	0.0665559997322929	0.009900990099009901	1.0	True	False	True	0.04147440940141678	0.007580653298646212	1.0881098508834839	0.18431447446346283	0.12737257778644562	0.5948591232299805
APP_CD74	APP	Cell-Cell Contact	APP	CD74	APP	CD74	other	outgoing	10379	10379	34741	30	32	32	0.7396298021912932	0.6787091478855315	0.06092065430576166	0.009900990099009901	1.0	True	False	True	0.75432950258255	0.56094890832901	1.882920742034912	0.6754022836685181	0.5590133666992188	0.775711715221405
HLA-E_CD8A	MHC-I	Cell-Cell Contact	HLA-E	CD8A	HLA-E	CD8A	inhibitory	outgoing	10379	10379	34741	30	32	32	0.35241597934496594	0.2954161564261925	0.056999822918773424	0.009900990099009901	1.0	True	False	True	0.821259617805481	0.6327360272407532	0.33132103085517883	0.693130373954773	0.5915791392326355	0.24829451739788055
ICAM1_SPN	ICAM	Cell-Cell Contact	ICAM1	SPN	ICAM1	SPN	other	outgoing	10379	10379	34741	30	32	32	0.16547775483598126	0.1117071136433579	0.053770641192623356	0.009900990099009901	1.0	True	False	True	0.5276692509651184	0.3346453011035919	0.18789270520210266	0.5039984583854675	0.4195972681045532	0.21599838137626648
HLA-B_CD8A	MHC-I	Cell-Cell Contact	HLA-B	CD8A	HLA-B	CD8A	other	outgoing	10379	10379	34741	30	32	32	0.5698391404788649	0.5169688991957541	0.0528702412831108	0.009900990099009901	1.0	True	False	True	1.999136209487915	1.6151405572891235	0.33132103085517883	0.8703150749206543	0.786010205745697	0.24829451739788055
HLA-B_CD8B	MHC-I	Cell-Cell Contact	HLA-B	CD8B	HLA-B	CD8B	other	outgoing	10379	10379	34741	30	32	32	0.4472593147255703	0.395310486899005	0.05194882782656529	0.009900990099009901	1.0	True	False	True	1.999136209487915	1.6151405572891235	0.20237906277179718	0.8703150749206543	0.786010205745697	0.2008865624666214
HLA-C_CD8A	MHC-I	Cell-Cell Contact	HLA-C	CD8A	HLA-C	CD8A	other	outgoing	10379	10379	34741	30	32	32	0.5418727457096025	0.49253304467891734	0.04933970103068519	0.009900990099009901	1.0	True	False	True	1.7849751710891724	1.4646997451782227	0.33132103085517883	0.8412178158760071	0.7585509419441223	0.24829451739788055
HLA-C_CD8B	MHC-I	Cell-Cell Contact	HLA-C	CD8B	HLA-C	CD8B	other	outgoing	10379	10379	34741	30	32	32	0.4194428152040931	0.3721941486199598	0.04724866658413329	0.009900990099009901	1.0	True	False	True	1.7849751710891724	1.4646997451782227	0.20237906277179718	0.8412178158760071	0.7585509419441223	0.2008865624666214
HLA-E_CD8B	MHC-I	Cell-Cell Contact	HLA-E	CD8B	HLA-E	CD8B	inhibitory	outgoing	10379	10379	34741	30	32	32	0.24948111196691566	0.20388824062629987	0.04559287134061579	0.009900990099009901	1.0	True	False	True	0.821259617805481	0.6327360272407532	0.20237906277179718	0.693130373954773	0.5915791392326355	0.2008865624666214
ICAM1_ITGAL_ITGB2	ICAM	Cell-Cell Contact	ICAM1	ITGAL_ITGB2	ICAM1	ITGAL|ITGB2	other	outgoing	10379	10379	34741	30	32	32	0.1353533809014031	0.0903120776471182	0.04504130325428489	0.009900990099009901	1.0	True	False	True	0.5276692509651184	0.3346453011035919	0.14833330651248888	0.5039984583854675	0.4195972681045532	0.12328372895717621
LGALS9_CD45	GALECTIN	Secreted Signaling	LGALS9	PTPRC	LGALS9	PTPRC	inhibitory	outgoing	10379	10379	34741	30	32	32	0.22331329870343303	0.17990385777396864	0.04340944092946439	0.009900990099009901	1.0	True	False	True	0.10612370818853378	0.08096911758184433	1.3546475172042847	0.27025726437568665	0.23788419365882874	0.6842923164367676
HLA-A_CD8A	MHC-I	Cell-Cell Contact	HLA-A	CD8A	HLA-A	CD8A	other	outgoing	10379	10379	34741	30	32	32	0.5807598700394653	0.537787150159243	0.04297271988022222	0.009900990099009901	1.0	True	False	True	2.090522050857544	1.755858063697815	0.33132103085517883	0.8450717926025391	0.7811927795410156	0.24829451739788055
HLA-A_CD8B	MHC-I	Cell-Cell Contact	HLA-A	CD8B	HLA-A	CD8B	other	outgoing	10379	10379	34741	30	32	32	0.4583339026980784	0.41544322490084407	0.04289067779723432	0.009900990099009901	1.0	True	False	True	2.090522050857544	1.755858063697815	0.20237906277179718	0.8450717926025391	0.7811927795410156	0.2008865624666214
CDH1_ITGAE_ITGB7	CDH1	Cell-Cell Contact	CDH1	ITGAE_ITGB7	CDH1	ITGAE|ITGB7	barrier|inhibitory	outgoing	10379	10379	34741	30	32	32	0.10686436641457907	0.06791831710392489	0.03894604931065418	0.009900990099009901	1.0	True	False	True	0.6608892679214478	0.40248170495033264	0.09052255496212347	0.6422584056854248	0.4883900284767151	0.1496790498495102
HLA-F_CD8A	MHC-I	Cell-Cell Contact	HLA-F	CD8A	HLA-F	CD8A	inhibitory	outgoing	10379	10379	34741	30	32	32	0.08016743584337746	0.04159988625208484	0.03856754959129262	0.009900990099009901	1.0	True	False	True	0.13152557611465454	0.06550376862287521	0.33132103085517883	0.29530784487724304	0.2266114205121994	0.24829451739788055
COL6A2_CD44	COLLAGEN	ECM-Receptor	COL6A2	CD44	COL6A2	CD44	other	outgoing	10379	10379	34741	30	32	32	0.043314870388318216	0.004777186951654071	0.038537683436664145	0.009900990099009901	1.0	True	False	True	0.020804882049560547	0.0022057138849049807	1.0881098508834839	0.14905096590518951	0.11031891405582428	0.5948591232299805
LGALS9_CD44	GALECTIN	Secreted Signaling	LGALS9	CD44	LGALS9	CD44	inhibitory	outgoing	10379	10379	34741	30	32	32	0.18761833149341972	0.1498092176805817	0.037809113812838024	0.009900990099009901	1.0	True	False	True	0.10612370818853378	0.08096911758184433	1.0881098508834839	0.27025726437568665	0.23788419365882874	0.5948591232299805
LAMC2_CD44	LAMININ	ECM-Receptor	LAMC2	CD44	LAMC2	CD44	other	outgoing	10379	10379	34741	30	32	32	0.06589220137231003	0.030420299298273737	0.03547190207403629	0.009900990099009901	1.0	True	False	True	0.03241412341594696	0.014417077414691448	1.0881098508834839	0.17660661041736603	0.14394450187683105	0.5948591232299805
JAM1_ITGAL_ITGB2	JAM	Cell-Cell Contact	F11R	ITGAL_ITGB2	F11R	ITGAL|ITGB2	barrier	outgoing	10379	10379	34741	30	32	32	0.10972421252114184	0.07875910444604553	0.03096510807509631	0.009900990099009901	1.0	True	False	True	0.4154408872127533	0.2881767153739929	0.14833330651248888	0.545042872428894	0.4478273391723633	0.12328372895717621
