term	nes	fdr	fdr_context	rank_pos_barrier	rank_pos_all	n_set_in_rank	lead_genes
KRT_EPITHELIAL	2.3200426908430867	0.007742257742257742	0.003518220909525257	1	4	17	KRT10,KRT19,KRT16,KRT18,KRT7,KRT14,KRT8,KRT6A,KRT17,KRT15,KRT6B,KRT6C
GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	2.234800758831178	0.007742257742257742	0.003518220909525257	2	6	19	KDF1,SFN,CLDN4,LSR,MET,KRT16,CLDN1,STMN1,TMEM79,TP63,FA2H
CUSTOM_EPITHELIAL_ADHESION	2.019400694222785	0.007742257742257742	0.005580626270281442	3	9	22	NECTIN4,CLDN4,JUP,CLDN7,EPCAM,CDH1,CLDN1,CLDN3,DSG2,NECTIN2,CGN,TJP3
