term	es	nes	nom_p	n_set_in_rank	mean_stat	lead_genes	n_lead	fdr	rank_pos_all	rank_pos_barrier	is_barrier	cohort	universe	report_universe	fdr_barrier_universe
HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.6399308750338975	3.2373104751250477	0.000999000999000999	199	1.0796295780881056	ICAM1,TRIP10,G0S2,CLCF1,TNC,SDC4,CCL2,ZFP36,EDN1,HBEGF,EHD1,CSF2,F3,FOSL1,IFIT2,JUN,LAMB3,NINJ1,VEGFA,CCND1,OLR1,IER3,DUSP1,MYC,PTGS2	123	0.0016791718919378495	1.0		False	concordant4_malignant	context	context	
GOBP_KERATINIZATION	0.7456580941136874	2.871034934328754	0.000999000999000999	44	1.505698142659019	KRT86,EVPL,PPL,CDH3,TMEM79,SHARPIN,KRT80,SPRR2D,KRT17,SFN,KRT16,IVL,KRT7,SPRR1B,KRT5,SPRR1A,CERS3,KRT6C,KRT6A,KLK5,SPRR3,KRT77,KRT6B,TGM1,LIPK	32	0.0016791718919378495	2.0	1.0	True	concordant4_malignant	context	context	
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.566471329289677	2.8554315162812087	0.000999000999000999	199	0.8718233208070224	TGFBI,SERPINH1,LAMC2,NT5E,QSOX1,TNC,SDC4,SDC1,ANPEP,IGFBP3,COL1A1,CAPG,COL6A3,FUCA1,FMOD,THBS1,MMP14,FN1,PDLIM4,EFEMP2,JUN,IGFBP4,NOTCH2,VEGFA,FBLN2	86	0.0016791718919378495	3.0		False	concordant4_malignant	context	context	
HALLMARK_INFLAMMATORY_RESPONSE	0.5609484022956992	2.8350832804913715	0.000999000999000999	194	0.855214373146512	ICAM1,LY6E,GNA15,ICAM4,AHR,ADORA2B,TNFSF15,CCL2,SCARF1,EDN1,HBEGF,IRAK2,F3,PDPN,MMP14,CXCL9,AXL,P2RY2,PCDH7,CMKLR1,OLR1,TNFSF10,CCL17,CX3CL1,MYC	81	0.0016791718919378495	4.0		False	concordant4_malignant	context	context	
GOBP_KERATINOCYTE_DIFFERENTIATION	0.7144686217226194	2.6719602484336336	0.000999000999000999	39	1.1513820235246404	EVPL,EPHA2,ADAM9,SCEL,ST14,KRT16,ANXA1,IVL,SPRR1B,SPRR1A,CERS3,CFLAR,SPRR3,TGM1,EREG,WNT5A,CSTA,UGCG,JAG1,DSP,ASAH1,EXPH5,CDSN,SPRR2F	24	0.0016791718919378495	5.0	2.0	True	concordant4_malignant	context	context	
CUSTOM_EPITHELIAL_ADHESION	0.7823628802777851	2.6349685162312158	0.000999000999000999	23	1.7482432151425784	NECTIN4,DSG2,JUP,CLDN4,OCLN,CDH1,NECTIN2,TJP1,CLDN1,NECTIN1,F11R,CLDN7,CTNNA1,TJP3,CGN,DSP,EPCAM,MARVELD2,CLDN3,CTNNB1,PKP2	21	0.0016791718919378495	6.0	3.0	True	concordant4_malignant	context	context	
HALLMARK_APOPTOSIS	0.533645925279112	2.6173329746512692	0.000999000999000999	160	0.7196516187286864	EMP1,PTK2,GNA15,GPX3,ERBB2,BCL10,HSPB1,JUN,CCND1,ANXA1,TGFB2,TNFSF10,TIMP3,ERBB3,FAS,CAV1,LGALS3,IER3,IGFBP6,IFNGR1,RARA,SAT1,BGN,PLAT,TNFRSF12A	76	0.0016791718919378495	7.0		False	concordant4_malignant	context	context	
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.5178735349441985	2.592882203723189	0.000999000999000999	198	0.7081446184600606	ICAM1,LY6E,GBP6,CCL2,IRF5,SSPN,CXCL9,IFIT2,VAMP8,CMKLR1,TNFSF10,FAS,HLA-DQA1,PTGS2,NMI,CD74,IRF2,IFITM3,PELI1,PARP14,HLA-DMA,CCL5,HLA-DRB1,NOD1,IL7	116	0.0016791718919378495	8.0		False	concordant4_malignant	context	context	
HALLMARK_APICAL_JUNCTION	0.5067386273182205	2.5555299260293656	0.000999000999000999	194	0.7226986967596868	ICAM1,TGFBI,MPZL2,PTK2,ICAM4,NECTIN4,CDH3,ADAM9,CTNND1,LAMC2,WASL,BAIAP2,JUP,ADAM15,CRAT,CLDN4,COL17A1,LAMB3,ICAM5,NEXN,DSC3,MSN,CDH1,ITGA3,SDC3	71	0.0016791718919378495	9.0	4.0	True	concordant4_malignant	context	context	
HALLMARK_P53_PATHWAY	0.5018168399099673	2.5016517677576706	0.000999000999000999	195	0.6984983777971487	EPHA2,PTPN14,RAP2B,TP63,CDKN2B,TM4SF1,SDC1,BAIAP2,HBEGF,ZFP36L1,CTSD,FUCA1,PHLDA3,RHBDF2,HEXIM1,NDRG1,KRT17,VAMP8,ST14,MKNK2,SFN,JUN,PLXNB2,NINJ1,ZMAT3	73	0.0016791718919378495	10.0		False	concordant4_malignant	context	context	
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.5553558322936568	2.4784707050031343	0.000999000999000999	96	0.7303453097069711	LY6E,CD47,IFIT2,NMI,TRIM5,CD74,IRF2,IFITM3,PARP14,CSF1,IL7,GBP4,RTP4,BST2,IFI44L,HERC6,TRIM26,TRIM21,ELF1,MOV10,RSAD2,LAMP3,IRF7,PROCR,CMPK2	60	0.0016791718919378495	11.0		False	concordant4_malignant	context	context	
GOBP_EPIDERMAL_CELL_DIFFERENTIATION	0.6417522535889444	2.457244175531331	0.000999000999000999	50	0.9666757810815513	EVPL,OVOL1,EPHA2,ADAM9,SCEL,ST14,KRT16,ANXA1,IVL,GATA6,SPRR1B,SPRR1A,CERS3,CFLAR,SPRR3,TGM1,EREG,WNT5A,CSTA,UGCG,JAG1,SPINK5,DSP,ASAH1,CDSN	26	0.0016791718919378495	12.0	5.0	True	concordant4_malignant	context	context	
GOBP_INTERMEDIATE_FILAMENT_ORGANIZATION	0.620859848909155	2.4374036820903116	0.000999000999000999	48	1.0287082716819358	KRT86,EPPK1,KRT19,KRT14,KRT13,KRT80,KRT32,KRT17,KRT16,KRT7,KRT5,PKP1,KRT15,KRT6A,KRT77,KRT6B,KRT39,KRT81,KRT27,DSP,KRT78,MTM1,KRT4,DNAJB6,KRT36	27	0.0016791718919378495	13.0	6.0	True	concordant4_malignant	context	context	
HALLMARK_COAGULATION	0.5177637776065304	2.434395404667018	0.000999000999000999	124	0.7722087500898492	ADAM9,CAPN2,F3,THBS1,CTSH,MMP14,FN1,LTA4H,ANXA1,OLR1,TIMP3,PRSS23,THBD,C1QA,CTSO,ITGA2,PLAU,CD9,PLAT,MMP15,SERPINB2,SPARC,MMP2,MMP7,HPN	73	0.0016791718919378495	14.0		False	concordant4_malignant	context	context	
GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	0.781917069820728	2.4231439250378437	0.000999000999000999	17	1.5730802433076498	TP63,TMEM79,LSR,CLDN4,SFN,KRT16,KDF1,MET,CLDN1,IL18,ALOX12,UGCG	12	0.0016791718919378495	15.0	7.0	True	concordant4_malignant	context	context	
