cohort	kegg_present	kegg_nes	kegg_fdr	kegg_rank_pos_all	kegg_rank_pos_barrier	kegg_is_positive
concordant4_malignant	True	2.048374215645325	0.0016791718919378495	27.0	12.0	True
OncoSG_LUAD	True	-0.999711126794403	0.3357048357048357			False
GSE31210_LUAD	True	1.99000662308878	0.00333000333000333	4.0	3.0	True
