term	es	nes	nom_p	n_set_in_rank	mean_stat	lead_genes	n_lead	fdr	rank_pos_all	rank_pos_barrier	is_barrier	cohort	universe	fdr_barrier_universe
GOBP_KERATINIZATION	0.7456580941136874	2.871034934328754	0.000999000999000999	44	1.505698142659019	KRT86,EVPL,PPL,CDH3,TMEM79,SHARPIN,KRT80,SPRR2D,KRT17,SFN,KRT16,IVL,KRT7,SPRR1B,KRT5,SPRR1A,CERS3,KRT6C,KRT6A,KLK5,SPRR3,KRT77,KRT6B,TGM1,LIPK	32	0.0016791718919378495	2.0	1.0	True	concordant4_malignant	barrier_subset_of_context	0.0016095016095016095
GOBP_KERATINOCYTE_DIFFERENTIATION	0.7144686217226194	2.6719602484336336	0.000999000999000999	39	1.1513820235246404	EVPL,EPHA2,ADAM9,SCEL,ST14,KRT16,ANXA1,IVL,SPRR1B,SPRR1A,CERS3,CFLAR,SPRR3,TGM1,EREG,WNT5A,CSTA,UGCG,JAG1,DSP,ASAH1,EXPH5,CDSN,SPRR2F	24	0.0016791718919378495	5.0	2.0	True	concordant4_malignant	barrier_subset_of_context	0.0016095016095016095
CUSTOM_EPITHELIAL_ADHESION	0.7823628802777851	2.6349685162312158	0.000999000999000999	23	1.7482432151425784	NECTIN4,DSG2,JUP,CLDN4,OCLN,CDH1,NECTIN2,TJP1,CLDN1,NECTIN1,F11R,CLDN7,CTNNA1,TJP3,CGN,DSP,EPCAM,MARVELD2,CLDN3,CTNNB1,PKP2	21	0.0016791718919378495	6.0	3.0	True	concordant4_malignant	barrier_subset_of_context	0.0016095016095016095
HALLMARK_APICAL_JUNCTION	0.5067386273182205	2.5555299260293656	0.000999000999000999	194	0.7226986967596868	ICAM1,TGFBI,MPZL2,PTK2,ICAM4,NECTIN4,CDH3,ADAM9,CTNND1,LAMC2,WASL,BAIAP2,JUP,ADAM15,CRAT,CLDN4,COL17A1,LAMB3,ICAM5,NEXN,DSC3,MSN,CDH1,ITGA3,SDC3	71	0.0016791718919378495	9.0	4.0	True	concordant4_malignant	barrier_subset_of_context	0.0016095016095016095
GOBP_EPIDERMAL_CELL_DIFFERENTIATION	0.6417522535889444	2.457244175531331	0.000999000999000999	50	0.9666757810815513	EVPL,OVOL1,EPHA2,ADAM9,SCEL,ST14,KRT16,ANXA1,IVL,GATA6,SPRR1B,SPRR1A,CERS3,CFLAR,SPRR3,TGM1,EREG,WNT5A,CSTA,UGCG,JAG1,SPINK5,DSP,ASAH1,CDSN	26	0.0016791718919378495	12.0	5.0	True	concordant4_malignant	barrier_subset_of_context	0.0016095016095016095
GOBP_INTERMEDIATE_FILAMENT_ORGANIZATION	0.620859848909155	2.4374036820903116	0.000999000999000999	48	1.0287082716819358	KRT86,EPPK1,KRT19,KRT14,KRT13,KRT80,KRT32,KRT17,KRT16,KRT7,KRT5,PKP1,KRT15,KRT6A,KRT77,KRT6B,KRT39,KRT81,KRT27,DSP,KRT78,MTM1,KRT4,DNAJB6,KRT36	27	0.0016791718919378495	13.0	6.0	True	concordant4_malignant	barrier_subset_of_context	0.0016095016095016095
GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	0.781917069820728	2.4231439250378437	0.000999000999000999	17	1.5730802433076498	TP63,TMEM79,LSR,CLDN4,SFN,KRT16,KDF1,MET,CLDN1,IL18,ALOX12,UGCG	12	0.0016791718919378495	15.0	7.0	True	concordant4_malignant	barrier_subset_of_context	0.0016095016095016095
KRT_EPITHELIAL	0.8105014070020461	2.4220275160149614	0.000999000999000999	17	1.7602863539625189	KRT19,KRT14,KRT13,KRT17,KRT16,KRT7,KRT8,KRT5,KRT6C,KRT15,KRT6A,KRT6B,KRT18,KRT4	14	0.0016791718919378495	16.0	8.0	True	concordant4_malignant	barrier_subset_of_context	0.0016095016095016095
GOBP_REGULATION_OF_EPIDERMAL_CELL_DIFFERENTIATION	0.6901524593460934	2.0983610435350255	0.000999000999000999	17	1.0414142711039418	BMP4,ERRFI1,ZFP36,ZFP36L1,SFN,SULT2B1,KDF1,AQP3	8	0.0016791718919378495	22.0	9.0	True	concordant4_malignant	barrier_subset_of_context	0.0016095016095016095
GOBP_TIGHT_JUNCTION_ORGANIZATION	0.49082640198835364	2.0909875949815304	0.000999000999000999	74	0.6398037270012349	EPHA2,CLDN23,GRHL2,LSR,PLEC,CLDN4,OCLN,MICALL2,TJP1,CLDN1,CLDN16,EPHB2,F11R,CLDN7,MPP7,ILDR1,CLDN6,PARD3,CLDN9,MARVELD3,POF1B,EXT1,SNAI2,PDCD6IP,MYO1C	31	0.0016791718919378495	23.0	10.0	True	concordant4_malignant	barrier_subset_of_context	0.0016095016095016095
GOBP_APICAL_JUNCTION_ASSEMBLY	0.5406274312134096	2.0857687102915836	0.000999000999000999	49	0.7183324408926272	CLDN23,GRHL2,RHOC,CLDN4,OCLN,MICALL2,CLDN1,CLDN16,CLDN7,VCL,CTNNA1,CLDN6,PARD3,CLDN9,MARVELD3,POF1B,PDCD6IP,RHOA,ARL2,MARVELD2,RAB13,CLDN3,CLDN8	23	0.0016791718919378495	24.0	11.0	True	concordant4_malignant	barrier_subset_of_context	0.0016095016095016095
KEGG_TIGHT_JUNCTION	0.4224434043718818	2.048374215645325	0.000999000999000999	154	0.506115367396103	SYNPO,ERBB2,CLDN23,AMOTL2,PRKCZ,CLDN4,OCLN,PRKCE,JUN,MICALL2,MSN,CCND1,TJP1,CLDN1,PARD6B,SCRIB,CLDN16,EZR,CTTN,MYH14,LLGL2,MYL9,ARHGEF18,CRB3,F11R	61	0.0016791718919378495	27.0	12.0	True	concordant4_malignant	barrier_subset_of_context	0.0016095016095016095
GOBP_TIGHT_JUNCTION_ASSEMBLY	0.5016374891925566	1.976367119216583	0.000999000999000999	47	0.6891517443057281	CLDN23,GRHL2,LSR,CLDN4,OCLN,MICALL2,CLDN1,CLDN16,CLDN7,ILDR1,CLDN6,PARD3,CLDN9,MARVELD3,POF1B,PDCD6IP,ARL2,MARVELD2,RAB13,CLDN3,CLDN8	21	0.0016791718919378495	30.0	13.0	True	concordant4_malignant	barrier_subset_of_context	0.0016095016095016095
GOBP_REGULATION_OF_KERATINOCYTE_PROLIFERATION	0.6076961887285837	1.951434007371519	0.000999000999000999	20	1.020674786888915	EPPK1,CDH3,ZFP36,ZFP36L1,NOTCH2,MDK,LRG1,TGM1,SNAI2,FGF7	10	0.0016791718919378495	33.0	14.0	True	concordant4_malignant	barrier_subset_of_context	0.0016095016095016095
GOBP_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY	0.5102647401741877	1.9054801294303287	0.000999000999000999	42	0.6702887287965561	CLDN23,GRHL2,CLDN4,OCLN,MICALL2,CLDN1,CLDN16,CLDN7,CLDN6,PARD3,CLDN9,MARVELD3,POF1B,PDCD6IP,ARL2,MARVELD2,RAB13,CLDN3,CLDN8	19	0.0016791718919378495	34.0	15.0	True	concordant4_malignant	barrier_subset_of_context	0.0016095016095016095
GOBP_PROTEIN_LOCALIZATION_TO_CELL_CELL_JUNCTION	0.6473802939893847	1.901938255160735	0.000999000999000999	15	1.1567419458109305	LSR,TJP1,SCRIB,ARHGEF18,F11R,ILDR1,TJP3,CGNL1,DSP,CDH5,PAK2,JAK1	12	0.0016791718919378495	35.0	16.0	True	concordant4_malignant	barrier_subset_of_context	0.0016095016095016095
GOBP_CELL_CELL_JUNCTION_ORGANIZATION	0.44837978128119416	1.8750622913875796	0.000999000999000999	66	0.6112320642143646	TRPV4,CDH3,DSG2,CTNND1,PKP3,OCLN,CDH1,TGFB2,TJP1,CLDN1,PARD6B,FSCN1,PKP1,CDH11,GJA4,CDH15,SMAD3,TJP3,NLGN2,MARVELD3,DSP,LIMS1,PRKCI,DSG1,MARVELD2	34	0.0016791718919378495	36.0	17.0	True	concordant4_malignant	barrier_subset_of_context	0.0016095016095016095
