term	es	nes	nom_p	n_set_in_rank	mean_stat	lead_genes	n_lead	fdr	rank_pos_all	rank_pos_barrier	is_barrier	cohort	universe	fdr_barrier_universe
GOBP_CELL_CELL_JUNCTION_ASSEMBLY	0.4410617769200485	1.8648898506357314	0.000999000999000999	69	0.4831540120883743	TRPV4,CDH3,CTNND1,RHOC,JUP,PKP3,GJB6,CDH1,GJB2,TJP1,PARD6B,FSCN1,CD9,PKP1,CDH11,VCL,GJA4,CDH15,CTNNA1	19	0.0016791718919378495	37.0	18.0	True	concordant4_malignant	barrier_subset_of_context	0.0016095016095016095
GOBP_EPITHELIAL_CELL_CELL_ADHESION	0.6807547843934942	1.7957107575779685	0.002997002997002997	11	1.3215618450349362	PLEKHA7,CCN3,JUP,ITGB5,VCL,KIFC3,CAMSAP3,DSP	8	0.004735264735264736	40.0	19.0	True	concordant4_malignant	barrier_subset_of_context	0.004574372995425627
CUSTOM_CLAUDIN_PANEL	0.5468886419918613	1.7149681271609423	0.008991008991008992	19	0.7588146952236783	CLDN23,CLDN4,CLDN1,CLDN16,CLDN7,CLDN6,CLDN9,CLDN3,CLDN8	9	0.012914358368903825	44.0	20.0	True	concordant4_malignant	barrier_subset_of_context	0.012416155273298132
GOBP_REGULATION_OF_KERATINOCYTE_DIFFERENTIATION	0.506950682161951	1.6757019322202305	0.003996003996003996	22	0.6321436494530693	GRHL2,ERRFI1,ZFP36,ZFP36L1,AQP3,PLAAT4,TRIM16	7	0.006070852224698379	45.0	21.0	True	concordant4_malignant	barrier_subset_of_context	0.005794205794205794
GOBP_REGULATION_OF_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY	0.5358059471320482	1.6292385296597947	0.013986013986013986	15	0.735999613857451	EPHA2,TJP1,F11R,SNAI2,MYO1C,ROCK2,SNAI1,PRKCH	8	0.01973026973026973	46.0	22.0	True	concordant4_malignant	barrier_subset_of_context	0.018436109345200253
GOBP_POSITIVE_REGULATION_OF_EPIDERMAL_CELL_DIFFERENTIATION	0.5107156756636722	1.5404763753545343	0.026973026973026972	16	0.5857729194990543	SFN,SULT2B1,KDF1,PLAAT4,TRIM16	5	0.035514485514485515	50.0	23.0	True	concordant4_malignant	barrier_subset_of_context	0.03400946879207749
GOBP_REGULATION_OF_KERATINOCYTE_MIGRATION	0.47553903507239415	1.202239712547517	0.12287712287712288	10	0.5709535931621531	EPPK1,FGF7,MMP9,ARF6	4	0.15408401122686835	55.0	24.0	True	concordant4_malignant	barrier_subset_of_context	0.1484765234765235
GOBP_ADHERENS_JUNCTION_ORGANIZATION	0.2938292439400894	1.0615031344737522	0.18981018981018982	34	0.06335604594977473	CDH3,CDH1,INAVA,TJP1,CDH11,VCL,CDH15	7	0.23069238453853838	58.0	25.0	True	concordant4_malignant	barrier_subset_of_context	0.2161684469376777
GOBP_CELL_CELL_JUNCTION_MAINTENANCE	0.3942264164131406	1.0485539478933226	0.1938061938061938	12	0.3537026184679273	INAVA,TJP1,NLGN2,F2RL1,MYADM,CSF1R	6	0.23198014107105014	59.0	26.0	True	concordant4_malignant	barrier_subset_of_context	0.2161684469376777
GOBP_ADHERENS_JUNCTION_ASSEMBLY	0.3260777966837184	0.8244983176768927	0.3596403596403596	9	0.13587538919255188	VCL,SMAD7,CTNNB1,PAK2	4	0.385006885006885	67.0	27.0	True	concordant4_malignant	barrier_subset_of_context	0.3724846581989439
GOBP_POSITIVE_REGULATION_OF_KERATINOCYTE_MIGRATION	0.33514492305451304	0.8175781615401576	0.3386613386613387	8	0.12821999039483328	FGF7,MMP9,ARF6	3	0.3768203627358557	68.0	28.0	True	concordant4_malignant	barrier_subset_of_context	0.36374736374736377
GOBP_POSITIVE_REGULATION_OF_KERATINOCYTE_DIFFERENTIATION	0.27765392002350237	0.741456639367767	0.4225774225774226	11	0.23239104412072037	PLAAT4,TRIM16,ETV4,PRKCH,NME2,ZBED2	6	0.43355345952748553	70.0	29.0	True	concordant4_malignant	barrier_subset_of_context	0.4225774225774226
