term	es	nes	nom_p	n_set_in_rank	mean_stat	lead_genes	n_lead	fdr	rank_pos_all	rank_pos_barrier	is_barrier	cohort	universe	fdr_barrier_universe
GOBP_REGULATION_OF_KERATINOCYTE_PROLIFERATION	-0.28791684058483524	-0.9236396199560424	0.3066933066933067	23	-0.3339441620980349	FGFR2,PRKD1,KLF9,NOTCH2,SNAI2,FGF10,FGF7,MED1	8	0.3357048357048357			True	OncoSG_LUAD	barrier_subset_of_context	0.32784456922387956
KEGG_TIGHT_JUNCTION	-0.21389566469118113	-0.999711126794403	0.3046953046953047	168	-0.2474894112049301	SYMPK,RHOA,ACTN1,TIAM1,RAP1A,MYL2,ARPC4,MSN,MAP2K7,TUBA1A,RAPGEF6,CLDN18,ITGB1,RAPGEF2,PRKACA,MYH9,CD1B,RDX,CD1C,ACTR3,SYNPO,LLGL1,PRKCE,TUBA1B,PARD6G	51	0.3357048357048357			True	OncoSG_LUAD	barrier_subset_of_context	0.32784456922387956
GOBP_CELL_CELL_JUNCTION_MAINTENANCE	-0.46148741230728313	-1.2188922462594698	0.12287712287712288	12	-1.289768277613683	MYADM,FERMT2,F2R,CSF1R,KIRREL1	5	0.16316470414831072			True	OncoSG_LUAD	barrier_subset_of_context	0.16561699170394822
GOBP_REGULATION_OF_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY	-0.4343894184726768	-1.2373036873797476	0.11488511488511488	15	-1.3497082980953956	PRKACA,SNAI2,TNF,ROCK1,ROCK2,MYO1C,PRKCH	7	0.15509490509490512			True	OncoSG_LUAD	barrier_subset_of_context	0.16188357097448006
GOBP_REGULATION_OF_KERATINOCYTE_DIFFERENTIATION	-0.39435708820936966	-1.2667823222153283	0.1038961038961039	23	-0.6090435090426335	ROCK1,ROCK2,PRKCH,HOXA7,NCOA3,MED1	6	0.1450962830273175			True	OncoSG_LUAD	barrier_subset_of_context	0.1533704390847248
GOBP_CELL_CELL_JUNCTION_ORGANIZATION	-0.32552800512396585	-1.3051819228237869	0.05094905094905095	67	-0.6593000430609326	CDH22,LIMS1,CDH2,CDH17,CTNND2,CSK,TGFB1,FLCN,MYADM,CDH6,CDH11,TLN2,CD177,F2R,NLGN4X,CDH13,CSF1R,TGFB3,GJA4,CDH5,KIRREL1,GJC1,DCHS1,TLN1	24	0.08422190054843116			True	OncoSG_LUAD	barrier_subset_of_context	0.08774558774558776
GOBP_POSITIVE_REGULATION_OF_KERATINOCYTE_DIFFERENTIATION	-0.5176897479857325	-1.3140773818047846	0.08591408591408592	10	-1.4609820559136177	PRKCH,NCOA3,MED1	3	0.12426858855430285			True	OncoSG_LUAD	barrier_subset_of_context	0.14017561385982438
GOBP_CELL_CELL_JUNCTION_ASSEMBLY	-0.34601784174561506	-1.4066876372996382	0.023976023976023976	69	-0.9034051164263335	TJP1,GJA1,WDR1,RHOA,RAMP2,CDH22,PAK2,CDH2,GJD3,CDH17,CTNND2,SMAD7,FLCN,VCL,CDH6,CDH11,TLN2,PIP5K1C,CLDN11,CDH13,GJA4,CNTNAP1,MPDZ,CDH5,JAM3	29	0.04623947481090338			True	OncoSG_LUAD	barrier_subset_of_context	0.05308976737548166
GOBP_POSITIVE_REGULATION_OF_KERATINOCYTE_MIGRATION	-0.5859150632866911	-1.4609658277348323	0.04895104895104895	9	-2.312273299880115	IQSEC1,FGF10,FGF7,MAP4K4,MAPRE2	5	0.08422190054843116			True	OncoSG_LUAD	barrier_subset_of_context	0.08774558774558776
HALLMARK_APICAL_JUNCTION	-0.3114426396248594	-1.485077814419719	0.001998001998001998	197	-0.8159700919363	ACTN3,NF2,RHOF,ADAM9,SGCE,TRAF1,AMIGO1,TJP1,PKD1,MAP4K2,SYMPK,LIMA1,ACTN1,PCDH1,NF1,ACTN2,CAP1,CALB2,MSN,AKT2,ADRA1B,MMP9,IRS1,CLDN18,SDC3	81	0.005580626270281442			True	OncoSG_LUAD	barrier_subset_of_context	0.007742257742257742
GOBP_ADHERENS_JUNCTION_ORGANIZATION	-0.43294215190215724	-1.5053521185112448	0.02097902097902098	34	-1.403458811447904	CDH22,PAK2,CDH2,CDH17,CSK,SMAD7,VCL,CDH6,FERMT2,CDH11,PIP5K1C,CDH13,CDH5,JAM3,DCHS1	15	0.041446358519529256			True	OncoSG_LUAD	barrier_subset_of_context	0.05002689618074234
GOBP_ADHERENS_JUNCTION_ASSEMBLY	-0.6273639180392404	-1.5146607930731242	0.030969030969030968	9	-2.387254928092517	RAMP2,PAK2,SMAD7,VCL,PIP5K1C,JAM3	6	0.058337011825383915			True	OncoSG_LUAD	barrier_subset_of_context	0.061938061938061936
GOBP_REGULATION_OF_KERATINOCYTE_MIGRATION	-0.6409968616320093	-1.6215081374201143	0.00999000999000999	10	-2.825898021558585	IQSEC1,FGF10,FGF7,MAP4K4,MAPRE2,PTEN	6	0.021294494978705506			True	OncoSG_LUAD	barrier_subset_of_context	0.025807525807525808
