cohort	term	nes	fdr	fdr_context	rank_pos_barrier	rank_pos_all	n_set_in_rank	lead_genes
concordant4_malignant	GOBP_KERATINIZATION	2.871034934328754	0.0016095016095016095	0.0016791718919378495	1	2	44	KRT86,EVPL,PPL,CDH3,TMEM79,SHARPIN,KRT80,SPRR2D,KRT17,SFN,KRT16,IVL,KRT7,SPRR1B,KRT5,SPRR1A,CERS3,KRT6C,KRT6A,KLK5,SPRR3,KRT77,KRT6B,TGM1,LIPK
concordant4_malignant	GOBP_KERATINOCYTE_DIFFERENTIATION	2.6719602484336336	0.0016095016095016095	0.0016791718919378495	2	5	39	EVPL,EPHA2,ADAM9,SCEL,ST14,KRT16,ANXA1,IVL,SPRR1B,SPRR1A,CERS3,CFLAR,SPRR3,TGM1,EREG,WNT5A,CSTA,UGCG,JAG1,DSP,ASAH1,EXPH5,CDSN,SPRR2F
concordant4_malignant	CUSTOM_EPITHELIAL_ADHESION	2.6349685162312158	0.0016095016095016095	0.0016791718919378495	3	6	23	NECTIN4,DSG2,JUP,CLDN4,OCLN,CDH1,NECTIN2,TJP1,CLDN1,NECTIN1,F11R,CLDN7,CTNNA1,TJP3,CGN,DSP,EPCAM,MARVELD2,CLDN3,CTNNB1,PKP2
OncoSG_LUAD	KRT_EPITHELIAL	2.3200426908430867	0.007742257742257742	0.003518220909525257	1	4	17	KRT10,KRT19,KRT16,KRT18,KRT7,KRT14,KRT8,KRT6A,KRT17,KRT15,KRT6B,KRT6C
OncoSG_LUAD	GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	2.234800758831178	0.007742257742257742	0.003518220909525257	2	6	19	KDF1,SFN,CLDN4,LSR,MET,KRT16,CLDN1,STMN1,TMEM79,TP63,FA2H
OncoSG_LUAD	CUSTOM_EPITHELIAL_ADHESION	2.019400694222785	0.007742257742257742	0.005580626270281442	3	9	22	NECTIN4,CLDN4,JUP,CLDN7,EPCAM,CDH1,CLDN1,CLDN3,DSG2,NECTIN2,CGN,TJP3
GSE31210_LUAD	CUSTOM_EPITHELIAL_ADHESION	2.7648189710720974	0.004995004995004995	0.00333000333000333	1	1	22	CLDN4,CDH1,CGN,F11R,OCLN,CLDN3,CLDN1,NECTIN4,EPCAM,MARVELD2,CTNNA1,DSG2,CLDN7,JUP,TJP3
GSE31210_LUAD	KRT_EPITHELIAL	2.0723436770532424	0.004995004995004995	0.00333000333000333	2	3	17	KRT19,KRT7,KRT18,KRT8,KRT10,KRT16,KRT4,KRT15,KRT6B,KRT17,KRT13,KRT6A,KRT6C
GSE31210_LUAD	KEGG_TIGHT_JUNCTION	1.99000662308878	0.004995004995004995	0.00333000333000333	3	4	160	CLDN4,CGN,F11R,OCLN,EZR,CLDN3,CTTN,CLDN1,ERBB2,LLGL2,MARVELD2,AMOT,CRB3,MARVELD3,MYH14,PATJ,CDC42,RAC1,CLDN23,EPB41L4B,MICALL2,PARD6B,AFDN,CLDN7,DLG3
