term	es	nes	nom_p	n_set_in_rank	mean_stat	lead_genes	n_lead	fdr	rank_pos_all	rank_pos_barrier	is_barrier	cohort	universe
GOBP_CELL_CELL_JUNCTION_ASSEMBLY	0.4410617769200485	1.8648898506357314	0.000999000999000999	69	0.4831540120883743	TRPV4,CDH3,CTNND1,RHOC,JUP,PKP3,GJB6,CDH1,GJB2,TJP1,PARD6B,FSCN1,CD9,PKP1,CDH11,VCL,GJA4,CDH15,CTNNA1	19	0.0016791718919378495	37.0	18.0	True	concordant4_malignant	context
HALLMARK_XENOBIOTIC_METABOLISM	0.37119276291524805	1.8316648367913622	0.000999000999000999	184	0.3535666392195671	EPHA2,IDH1,CES1,CYP2S1,COMT,JUP,IGFBP4,NINJ1,TNFRSF1A,TGFB2,XDH,FAS,CYP2J2,SPINT2,PPARD,ABCC3,DHRS1,SERTAD1,POR,ACOX1,ALDH3A1,ADH1C,EPHX1,NDRG2,ENPEP	69	0.0016791718919378495	38.0		False	concordant4_malignant	context
HALLMARK_MYOGENESIS	0.3700182449554977	1.8242694860250575	0.000999000999000999	177	0.42491698238363723	GPX3,IGFBP3,COL1A1,HBEGF,COL6A3,SYNGR2,CRAT,SSPN,SVIL,PLXNB2,CNN3,RYR1,ERBB3,AGRN,ITGB4,FABP3,KLF5,HSPB8,TNNC2,SPARC,GADD45B,APLNR,TNNI2,ITGB5,EPHB3	71	0.0016791718919378495	39.0		False	concordant4_malignant	context
GOBP_EPITHELIAL_CELL_CELL_ADHESION	0.6807547843934942	1.7957107575779685	0.002997002997002997	11	1.3215618450349362	PLEKHA7,CCN3,JUP,ITGB5,VCL,KIFC3,CAMSAP3,DSP	8	0.004735264735264736	40.0	19.0	True	concordant4_malignant	context
HALLMARK_NOTCH_SIGNALING	0.4987076984959952	1.7740033901589076	0.003996003996003996	32	0.6711484735897724	NOTCH3,DTX2,NOTCH2,CCND1,MAML2,PPARD,HES1,APH1A,DTX4,WNT5A,TCF7L2,JAG1,ARRB1,KAT2A,WNT2	15	0.006070852224698379	41.0		False	concordant4_malignant	context
HALLMARK_APICAL_SURFACE	0.44701648687879064	1.735901499343337	0.001998001998001998	43	0.45132530047429686	EPHB4,HSPB1,AFAP1L2,CX3CL1,PLAUR,ATP6V0A4,ATP8B1,LYPD3,B4GALT1,CRYBG1,DCBLD2,RTN4RL1,RHCG,NTNG1,SHROOM2,CROCC,ADAM10	17	0.0032212685273909766	42.0		False	concordant4_malignant	context
HALLMARK_ADIPOGENESIS	0.34950785735202283	1.7323960501975089	0.000999000999000999	194	0.2665228462422173	GPX3,IDH1,ATL2,RNF11,APLP2,RAB34,ANGPTL4,CD151,CRAT,SSPN,SLC66A3,SCP2,NABP1,ABCA1,IFNGR1,POR,CD302,ACOX1,REEP6,HSPB8,PPARG,ME1,CAVIN1,SOWAHC,CMPK1	70	0.0016791718919378495	43.0		False	concordant4_malignant	context
CUSTOM_CLAUDIN_PANEL	0.5468886419918613	1.7149681271609423	0.008991008991008992	19	0.7588146952236783	CLDN23,CLDN4,CLDN1,CLDN16,CLDN7,CLDN6,CLDN9,CLDN3,CLDN8	9	0.012914358368903825	44.0	20.0	True	concordant4_malignant	context
GOBP_REGULATION_OF_KERATINOCYTE_DIFFERENTIATION	0.506950682161951	1.6757019322202305	0.003996003996003996	22	0.6321436494530693	GRHL2,ERRFI1,ZFP36,ZFP36L1,AQP3,PLAAT4,TRIM16	7	0.006070852224698379	45.0	21.0	True	concordant4_malignant	context
GOBP_REGULATION_OF_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY	0.5358059471320482	1.6292385296597947	0.013986013986013986	15	0.735999613857451	EPHA2,TJP1,F11R,SNAI2,MYO1C,ROCK2,SNAI1,PRKCH	8	0.01973026973026973	46.0	22.0	True	concordant4_malignant	context
HALLMARK_GLYCOLYSIS	0.3202211825570266	1.598620101617827	0.000999000999000999	196	0.25937101714381383	DSC2,TGFBI,GPR87,ADORA2B,IDH1,B3GNT3,NT5E,QSOX1,SDC1,IGFBP3,ANGPTL4,XYLT2,VEGFA,SDC3,HS6ST2,AGRN,IER3,GPC1,PLOD1,MET,IL13RA1,EGFR,TGFA,TSTA3,ME1	54	0.0016791718919378495	47.0		False	concordant4_malignant	context
HALLMARK_UV_RESPONSE_UP	0.32007072162658534	1.5524466992824788	0.000999000999000999	153	0.22734978796064614	ICAM1,GPX3,MARK2,CDKN2B,MMP14,DNAJB1,PRKCD,GRINA,AQP3,FOS,JUNB,CYB5R1,CXCL2,SELENOW,EPHX1,ATF3,TYRO3,NAT1,NXF1,SPR,ATP6V1C1,RRAD,MAOA,FOSB,CA2	45	0.0016791718919378495	48.0		False	concordant4_malignant	context
HALLMARK_ANDROGEN_RESPONSE	0.340964160324139	1.545807020859233	0.004995004995004995	98	0.21267778403098048	ALDH1A3,KRT19,STEAP4,NDRG1,CCND1,TMPRSS2,SAT1,GPD1L,TMEM50A,TSC22D1,KRT8,NCOA4,HPGD,B4GALT1,MYL12A,SPDEF,ITGAV,PLPP1,DHCR24,ADAMTS1,BMPR1B,MAP7,GUCY1A1	23	0.00744538480387537	49.0		False	concordant4_malignant	context
GOBP_POSITIVE_REGULATION_OF_EPIDERMAL_CELL_DIFFERENTIATION	0.5107156756636722	1.5404763753545343	0.026973026973026972	16	0.5857729194990543	SFN,SULT2B1,KDF1,PLAAT4,TRIM16	5	0.035514485514485515	50.0	23.0	True	concordant4_malignant	context
HALLMARK_HEME_METABOLISM	0.2911054633735848	1.4308735076075136	0.005994005994005994	182	0.2241240086195426	ICAM4,BCAM,ACP5,HEBP1,NFE2,SLC6A9,MBOAT2,ARHGEF12,ENDOD1,IGSF3,SLC10A3,YPEL5,AQP3,PDZK1IP1,NCOA4,PPP2R5B,CLIC2,CTSE,ADIPOR1,PIGQ,FBXO34,CAST,KEL,CCDC28A,NEK7	67	0.00876900876900877	51.0		False	concordant4_malignant	context
HALLMARK_BILE_ACID_METABOLISM	0.30851696987492505	1.4065551736455342	0.01898101898101898	104	0.1579844761079132	IDH1,CH25H,SULT2B1,SCP2,PRDX5,ABCA1,NR3C2,BCAR3,LONP2,RXRA,PEX13,ABCA4,NPC1,ABCA9,DHCR24,HSD17B6,AQP9,AR,FDXR,CYP7B1,GCLM,ABCA8,CYP27A1,HSD3B7,SLC22A18	31	0.026307026307026308	52.0		False	concordant4_malignant	context
HALLMARK_PEROXISOME	0.29888814837706346	1.3617453264238624	0.025974025974025976	102	0.228894513434677	IDH1,DHRS3,BCL10,CRAT,STS,VPS4B,SEMA3C,SULT2B1,SCP2,PRDX5,ACOX1,PABPC1,LONP2,CRABP2,SCGB1A1,FABP6,PEX13,DHCR24,HMGCL,ACAA1,HSD3B7,SLC35B2,ACSL5,SERPINA6,EPHX2	30	0.03477878054149241	53.0		False	concordant4_malignant	context
HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.3085916340214843	1.325458432149564	0.022977022977022976	73	0.1462961159012667	ERRFI1,MAL2,CXCL16,LGALS3,PLAUR,CD9,S100A11,TNFRSF12A,GPX8,PPARG,ATF3,FBXO6,STX5,LDLR,SEMA3B,GSTM2	16	0.031296289916979574	54.0		False	concordant4_malignant	context
GOBP_REGULATION_OF_KERATINOCYTE_MIGRATION	0.47553903507239415	1.202239712547517	0.12287712287712288	10	0.5709535931621531	EPPK1,FGF7,MMP9,ARF6	4	0.15408401122686835	55.0	24.0	True	concordant4_malignant	context
HALLMARK_PROTEIN_SECRETION	0.26190799253319846	1.158834744680942	0.1108891108891109	96	0.20540119786762945	CAV2,VAMP3,SSPN,VPS4B,SNAP23,SGMS1,ABCA1,EGFR,CTSC,ATP7A,ATP1A1,RER1,PPT1,MON2,STAM,KRT18,RAB2A,SEC31A,OCRL,ADAM10,TMED2,DST,AP2M1,RAB14,PAM	26	0.14129418968128646	56.0		False	concordant4_malignant	context
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	0.28344989162586104	1.1242768385896404	0.14185814185814186	46	0.16244431304661636	HMGA2,TGFB2,DLG5,S100A4,WNT5A,LIMS1,TGFBR3,FOXF2,SNAI2,ROCK2,CTNNB1,BMP7,TGFB1,SNAI1	14	0.17510614385614384	57.0		False	concordant4_malignant	context
GOBP_ADHERENS_JUNCTION_ORGANIZATION	0.2938292439400894	1.0615031344737522	0.18981018981018982	34	0.06335604594977473	CDH3,CDH1,INAVA,TJP1,CDH11,VCL,CDH15	7	0.23069238453853838	58.0	25.0	True	concordant4_malignant	context
GOBP_CELL_CELL_JUNCTION_MAINTENANCE	0.3942264164131406	1.0485539478933226	0.1938061938061938	12	0.3537026184679273	INAVA,TJP1,NLGN2,F2RL1,MYADM,CSF1R	6	0.23198014107105014	59.0	26.0	True	concordant4_malignant	context
HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.25953129183448936	0.9919136677311179	0.27172827172827174	41	0.026617783286206346	PPARD,MYC,NUMB,DKK1,WNT6,DKK4,ADAM17,JAG1,CTNNB1,HDAC11,KAT2A	11	0.3203960218885592	60.0		False	concordant4_malignant	context
HALLMARK_MITOTIC_SPINDLE	0.1927504484860807	0.9621980257993605	0.31868131868131866	199	-0.010252669168477469	SYNPO,NET1,WASL,CDC42EP1,ARHGEF12,NOTCH2,ARHGAP27,RASA1,CDC42EP4,FSCN1,EZR,ABI1,CDC42EP2,CTTN,STK38L,CD2AP,PXN,ARHGAP29,NEDD9,VCL,ARAP3,ACTN4,PKD2,TUBD1,MYO9B	25	0.3596546310832025	61.0		False	concordant4_malignant	context
HALLMARK_KRAS_SIGNALING_DN	0.19239599213098735	0.9452765477791433	0.34765234765234765	168	0.008414148691311005	SYNPO,EDN2,EDN1,KRT13,EFHD1,RYR1,TGFB2,CLDN16,SLC30A3,KRT5,PRODH,SERPINB2,PKP1,SLC6A14,LYPD3,KRT15,SCGB1A1,UPK3B,SPRR3,TGM1,TCF7L1,CALML5,IFI44L,IFNG,BMPR1B	26	0.38145188145188147	62.0		False	concordant4_malignant	context
HALLMARK_HEDGEHOG_SIGNALING	0.25420962739118097	0.944508633856762	0.2887112887112887	35	0.06511812370528197	CELSR1,VEGFA,RASA1,SHH,NRP2,OPHN1,NRP1,ADGRG1,PML	9	0.3354145854145854	63.0		False	concordant4_malignant	context
HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.20488381181414173	0.9120182580126841	0.38161838161838163	103	0.06401818718369144	RALB,CAB39,MKNK2,SFN,TNFRSF1A,EGFR,DAPP1,GNA14,NOD1,MYD88,MAPK10,TBK1,SLC2A1,TSC2	14	0.3966822651033177	64.0		False	concordant4_malignant	context
HALLMARK_FATTY_ACID_METABOLISM	0.18853136022225428	0.9118019351578696	0.3786213786213786	149	0.019473565065737736	G0S2,IDH1,CRAT,ACOX1,ALDH3A1,ADH1C,REEP6,EPHX1,ME1,HPGD,ADH7,S100A10,RDH16,MAOA,CA2,LGALS1,DHCR24,HMGCL,XIST,BMPR1B,METAP1,CYP1A1,NSDHL,ALAD,ACAA1	46	0.3966822651033177	65.0		False	concordant4_malignant	context
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	0.22878885151822304	0.8837258937720616	0.36063936063936064	48	0.07816099967672398	GPX3,FES,JUNB,PTPA,MGST1,GPX4,GCLM,HMOX2,PRNP,MBP,PRDX1,LSP1,PDLIM1,TXN,EGLN2,NQO1,ABCC1	17	0.385006885006885	66.0		False	concordant4_malignant	context
GOBP_ADHERENS_JUNCTION_ASSEMBLY	0.3260777966837184	0.8244983176768927	0.3596403596403596	9	0.13587538919255188	VCL,SMAD7,CTNNB1,PAK2	4	0.385006885006885	67.0	27.0	True	concordant4_malignant	context
GOBP_POSITIVE_REGULATION_OF_KERATINOCYTE_MIGRATION	0.33514492305451304	0.8175781615401576	0.3386613386613387	8	0.12821999039483328	FGF7,MMP9,ARF6	3	0.3768203627358557	68.0	28.0	True	concordant4_malignant	context
