term	es	nes	nom_p	n_set_in_rank	mean_stat	lead_genes	n_lead	fdr	rank_pos_all	rank_pos_barrier	is_barrier	cohort	universe
HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.6399308750338975	3.2373104751250477	0.000999000999000999	199	1.0796295780881056	ICAM1,TRIP10,G0S2,CLCF1,TNC,SDC4,CCL2,ZFP36,EDN1,HBEGF,EHD1,CSF2,F3,FOSL1,IFIT2,JUN,LAMB3,NINJ1,VEGFA,CCND1,OLR1,IER3,DUSP1,MYC,PTGS2	123	0.0016791718919378495	1.0		False	concordant4_malignant	context
GOBP_KERATINIZATION	0.7456580941136874	2.871034934328754	0.000999000999000999	44	1.505698142659019	KRT86,EVPL,PPL,CDH3,TMEM79,SHARPIN,KRT80,SPRR2D,KRT17,SFN,KRT16,IVL,KRT7,SPRR1B,KRT5,SPRR1A,CERS3,KRT6C,KRT6A,KLK5,SPRR3,KRT77,KRT6B,TGM1,LIPK	32	0.0016791718919378495	2.0	1.0	True	concordant4_malignant	context
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.566471329289677	2.8554315162812087	0.000999000999000999	199	0.8718233208070224	TGFBI,SERPINH1,LAMC2,NT5E,QSOX1,TNC,SDC4,SDC1,ANPEP,IGFBP3,COL1A1,CAPG,COL6A3,FUCA1,FMOD,THBS1,MMP14,FN1,PDLIM4,EFEMP2,JUN,IGFBP4,NOTCH2,VEGFA,FBLN2	86	0.0016791718919378495	3.0		False	concordant4_malignant	context
HALLMARK_INFLAMMATORY_RESPONSE	0.5609484022956992	2.8350832804913715	0.000999000999000999	194	0.855214373146512	ICAM1,LY6E,GNA15,ICAM4,AHR,ADORA2B,TNFSF15,CCL2,SCARF1,EDN1,HBEGF,IRAK2,F3,PDPN,MMP14,CXCL9,AXL,P2RY2,PCDH7,CMKLR1,OLR1,TNFSF10,CCL17,CX3CL1,MYC	81	0.0016791718919378495	4.0		False	concordant4_malignant	context
GOBP_KERATINOCYTE_DIFFERENTIATION	0.7144686217226194	2.6719602484336336	0.000999000999000999	39	1.1513820235246404	EVPL,EPHA2,ADAM9,SCEL,ST14,KRT16,ANXA1,IVL,SPRR1B,SPRR1A,CERS3,CFLAR,SPRR3,TGM1,EREG,WNT5A,CSTA,UGCG,JAG1,DSP,ASAH1,EXPH5,CDSN,SPRR2F	24	0.0016791718919378495	5.0	2.0	True	concordant4_malignant	context
CUSTOM_EPITHELIAL_ADHESION	0.7823628802777851	2.6349685162312158	0.000999000999000999	23	1.7482432151425784	NECTIN4,DSG2,JUP,CLDN4,OCLN,CDH1,NECTIN2,TJP1,CLDN1,NECTIN1,F11R,CLDN7,CTNNA1,TJP3,CGN,DSP,EPCAM,MARVELD2,CLDN3,CTNNB1,PKP2	21	0.0016791718919378495	6.0	3.0	True	concordant4_malignant	context
HALLMARK_APOPTOSIS	0.533645925279112	2.6173329746512692	0.000999000999000999	160	0.7196516187286864	EMP1,PTK2,GNA15,GPX3,ERBB2,BCL10,HSPB1,JUN,CCND1,ANXA1,TGFB2,TNFSF10,TIMP3,ERBB3,FAS,CAV1,LGALS3,IER3,IGFBP6,IFNGR1,RARA,SAT1,BGN,PLAT,TNFRSF12A	76	0.0016791718919378495	7.0		False	concordant4_malignant	context
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.5178735349441985	2.592882203723189	0.000999000999000999	198	0.7081446184600606	ICAM1,LY6E,GBP6,CCL2,IRF5,SSPN,CXCL9,IFIT2,VAMP8,CMKLR1,TNFSF10,FAS,HLA-DQA1,PTGS2,NMI,CD74,IRF2,IFITM3,PELI1,PARP14,HLA-DMA,CCL5,HLA-DRB1,NOD1,IL7	116	0.0016791718919378495	8.0		False	concordant4_malignant	context
HALLMARK_APICAL_JUNCTION	0.5067386273182205	2.5555299260293656	0.000999000999000999	194	0.7226986967596868	ICAM1,TGFBI,MPZL2,PTK2,ICAM4,NECTIN4,CDH3,ADAM9,CTNND1,LAMC2,WASL,BAIAP2,JUP,ADAM15,CRAT,CLDN4,COL17A1,LAMB3,ICAM5,NEXN,DSC3,MSN,CDH1,ITGA3,SDC3	71	0.0016791718919378495	9.0	4.0	True	concordant4_malignant	context
HALLMARK_P53_PATHWAY	0.5018168399099673	2.5016517677576706	0.000999000999000999	195	0.6984983777971487	EPHA2,PTPN14,RAP2B,TP63,CDKN2B,TM4SF1,SDC1,BAIAP2,HBEGF,ZFP36L1,CTSD,FUCA1,PHLDA3,RHBDF2,HEXIM1,NDRG1,KRT17,VAMP8,ST14,MKNK2,SFN,JUN,PLXNB2,NINJ1,ZMAT3	73	0.0016791718919378495	10.0		False	concordant4_malignant	context
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.5553558322936568	2.4784707050031343	0.000999000999000999	96	0.7303453097069711	LY6E,CD47,IFIT2,NMI,TRIM5,CD74,IRF2,IFITM3,PARP14,CSF1,IL7,GBP4,RTP4,BST2,IFI44L,HERC6,TRIM26,TRIM21,ELF1,MOV10,RSAD2,LAMP3,IRF7,PROCR,CMPK2	60	0.0016791718919378495	11.0		False	concordant4_malignant	context
GOBP_EPIDERMAL_CELL_DIFFERENTIATION	0.6417522535889444	2.457244175531331	0.000999000999000999	50	0.9666757810815513	EVPL,OVOL1,EPHA2,ADAM9,SCEL,ST14,KRT16,ANXA1,IVL,GATA6,SPRR1B,SPRR1A,CERS3,CFLAR,SPRR3,TGM1,EREG,WNT5A,CSTA,UGCG,JAG1,SPINK5,DSP,ASAH1,CDSN	26	0.0016791718919378495	12.0	5.0	True	concordant4_malignant	context
GOBP_INTERMEDIATE_FILAMENT_ORGANIZATION	0.620859848909155	2.4374036820903116	0.000999000999000999	48	1.0287082716819358	KRT86,EPPK1,KRT19,KRT14,KRT13,KRT80,KRT32,KRT17,KRT16,KRT7,KRT5,PKP1,KRT15,KRT6A,KRT77,KRT6B,KRT39,KRT81,KRT27,DSP,KRT78,MTM1,KRT4,DNAJB6,KRT36	27	0.0016791718919378495	13.0	6.0	True	concordant4_malignant	context
HALLMARK_COAGULATION	0.5177637776065304	2.434395404667018	0.000999000999000999	124	0.7722087500898492	ADAM9,CAPN2,F3,THBS1,CTSH,MMP14,FN1,LTA4H,ANXA1,OLR1,TIMP3,PRSS23,THBD,C1QA,CTSO,ITGA2,PLAU,CD9,PLAT,MMP15,SERPINB2,SPARC,MMP2,MMP7,HPN	73	0.0016791718919378495	14.0		False	concordant4_malignant	context
GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	0.781917069820728	2.4231439250378437	0.000999000999000999	17	1.5730802433076498	TP63,TMEM79,LSR,CLDN4,SFN,KRT16,KDF1,MET,CLDN1,IL18,ALOX12,UGCG	12	0.0016791718919378495	15.0	7.0	True	concordant4_malignant	context
KRT_EPITHELIAL	0.8105014070020461	2.4220275160149614	0.000999000999000999	17	1.7602863539625189	KRT19,KRT14,KRT13,KRT17,KRT16,KRT7,KRT8,KRT5,KRT6C,KRT15,KRT6A,KRT6B,KRT18,KRT4	14	0.0016791718919378495	16.0	8.0	True	concordant4_malignant	context
HALLMARK_ALLOGRAFT_REJECTION	0.47849346363745393	2.362386708102765	0.000999000999000999	188	0.6171042841540021	ICAM1,CD47,CCL2,CAPG,BCL10,UBE2D1,CXCL9,TGFB2,FAS,HLA-DOA,HLA-DQA1,TLR2,IL27RA,EGFR,IFNGR1,ABI1,HLA-DRA,CD74,HLA-E,CCL11,HLA-DMA,IGSF6,CSF1,CXCL13,CCL5	96	0.0016791718919378495	17.0		False	concordant4_malignant	context
HALLMARK_ANGIOGENESIS	0.610850475076406	2.2505383348111216	0.000999000999000999	35	0.7945851294896462	PTK2,VEGFA,OLR1,THBD,CXCL6,PDGFA,SLCO2A1,SERPINA5,POSTN,ITGAV,COL3A1,TNFRSF21,LUM,S100A4,FSTL1,JAG1,NRP1,APOH	18	0.0016791718919378495	18.0		False	concordant4_malignant	context
HALLMARK_IL6_JAK_STAT3_SIGNALING	0.517460341259834	2.248888034912004	0.000999000999000999	86	0.7471345335370615	CSF2,CXCL9,JUN,TNFRSF1A,FAS,CSF2RA,TLR2,IL13RA1,IFNGR1,OSMR,CD9,TNFRSF12A,CRLF2,CSF1,CXCL13,ITGB3,LTBR,IL7,MAP3K8,MYD88,TNFRSF21,PLA2G2A,CD44,IFNGR2,IL1R1	49	0.0016791718919378495	19.0		False	concordant4_malignant	context
HALLMARK_KRAS_SIGNALING_UP	0.4301404170662983	2.1642290241446642	0.000999000999000999	197	0.5217629967423716	EMP1,MPZL2,ADAM8,ALDH1A3,G0S2,ENG,IGFBP3,JUP,EVI5,HBEGF,GALNT3,ANGPTL4,FUCA1,CSF2,TSPAN1,CLEC4A,CMKLR1,MALL,CSF2RA,PTGS2,KLF4,PLAUR,TOR1AIP2,ITGA2,PLAU	84	0.0016791718919378495	20.0		False	concordant4_malignant	context
HALLMARK_COMPLEMENT	0.4318249201045823	2.1621794261955167	0.000999000999000999	194	0.5067979716375483	ADAM9,CTSD,EHD1,F3,CTSH,MMP14,FN1,PRKCD,LTA4H,OLR1,LGALS3,C1QC,C1QA,PLAUR,CTSO,PPP4C,LTF,STX4,PLAT,MMP15,IRF2,SERPINB2,DOCK9,ME1,CTSC	100	0.0016791718919378495	21.0		False	concordant4_malignant	context
GOBP_REGULATION_OF_EPIDERMAL_CELL_DIFFERENTIATION	0.6901524593460934	2.0983610435350255	0.000999000999000999	17	1.0414142711039418	BMP4,ERRFI1,ZFP36,ZFP36L1,SFN,SULT2B1,KDF1,AQP3	8	0.0016791718919378495	22.0	9.0	True	concordant4_malignant	context
GOBP_TIGHT_JUNCTION_ORGANIZATION	0.49082640198835364	2.0909875949815304	0.000999000999000999	74	0.6398037270012349	EPHA2,CLDN23,GRHL2,LSR,PLEC,CLDN4,OCLN,MICALL2,TJP1,CLDN1,CLDN16,EPHB2,F11R,CLDN7,MPP7,ILDR1,CLDN6,PARD3,CLDN9,MARVELD3,POF1B,EXT1,SNAI2,PDCD6IP,MYO1C	31	0.0016791718919378495	23.0	10.0	True	concordant4_malignant	context
GOBP_APICAL_JUNCTION_ASSEMBLY	0.5406274312134096	2.0857687102915836	0.000999000999000999	49	0.7183324408926272	CLDN23,GRHL2,RHOC,CLDN4,OCLN,MICALL2,CLDN1,CLDN16,CLDN7,VCL,CTNNA1,CLDN6,PARD3,CLDN9,MARVELD3,POF1B,PDCD6IP,RHOA,ARL2,MARVELD2,RAB13,CLDN3,CLDN8	23	0.0016791718919378495	24.0	11.0	True	concordant4_malignant	context
HALLMARK_TGF_BETA_SIGNALING	0.5178345266892136	2.073316207949234	0.000999000999000999	53	0.6523051319815152	RAB31,ENG,THBS1,CDH1,TJP1,BCAR3,SMURF1,JUNB,ACVR1,SKI,SERPINE1,SMAD3,LTBP2,IFNGR2,SMURF2,WWTR1,PPP1R15A,TGIF1,RHOA,ID1,KLF10,SMAD7,CDK9,CTNNB1	24	0.0016791718919378495	25.0		False	concordant4_malignant	context
HALLMARK_UV_RESPONSE_DN	0.42721663360499584	2.0701921921894324	0.000999000999000999	144	0.4984174968239026	EFEMP1,RND3,ERBB2,ADORA2B,COL1A1,F3,PRKCE,DLC1,NOTCH2,RBPMS,MT1E,CAV1,DUSP1,ANXA4,MYC,TJP1,MET,CCN1,ARHGEF9,PPARG,TGFBR2,SIPA1L1,ITGB3,CITED2,RXRA	57	0.0016791718919378495	26.0		False	concordant4_malignant	context
KEGG_TIGHT_JUNCTION	0.4224434043718818	2.048374215645325	0.000999000999000999	154	0.506115367396103	SYNPO,ERBB2,CLDN23,AMOTL2,PRKCZ,CLDN4,OCLN,PRKCE,JUN,MICALL2,MSN,CCND1,TJP1,CLDN1,PARD6B,SCRIB,CLDN16,EZR,CTTN,MYH14,LLGL2,MYL9,ARHGEF18,CRB3,F11R	61	0.0016791718919378495	27.0	12.0	True	concordant4_malignant	context
HALLMARK_ESTROGEN_RESPONSE_EARLY	0.40617057159973274	2.021158156393811	0.000999000999000999	200	0.4349006905584272	ZNF185,RAB31,KRT19,DHRS3,KRT13,RHOD,ESRP2,MINDY1,LAD1,ENDOD1,P2RY2,DLC1,SFN,SVIL,CELSR1,IGFBP4,CCND1,SULT2B1,PRSS23,MYC,MYOF,MREG,AQP3,FOS,KLF4	63	0.0016791718919378495	28.0		False	concordant4_malignant	context
HALLMARK_HYPOXIA	0.3939974062293473	1.9861348358923092	0.000999000999000999	195	0.4759209535194488	TGFBI,ADORA2B,EDN2,SDC4,ERRFI1,IGFBP3,ZFP36,ANGPTL4,F3,NDRG1,JUN,VEGFA,SULT2B1,MT1E,SDC3,CAV1,PRDX5,IER3,DUSP1,GPC1,FOS,EGFR,PLAUR,CCN1,KLF6	83	0.0016791718919378495	29.0		False	concordant4_malignant	context
GOBP_TIGHT_JUNCTION_ASSEMBLY	0.5016374891925566	1.976367119216583	0.000999000999000999	47	0.6891517443057281	CLDN23,GRHL2,LSR,CLDN4,OCLN,MICALL2,CLDN1,CLDN16,CLDN7,ILDR1,CLDN6,PARD3,CLDN9,MARVELD3,POF1B,PDCD6IP,ARL2,MARVELD2,RAB13,CLDN3,CLDN8	21	0.0016791718919378495	30.0	13.0	True	concordant4_malignant	context
HALLMARK_IL2_STAT5_SIGNALING	0.3896568234155749	1.9574898413429016	0.000999000999000999	197	0.44832091520510925	EMP1,AHR,SPRED2,HOPX,NT5E,DHRS3,CAPG,PLEC,SYNGR2,CSF2,NFKBIZ,NDRG1,AHNAK,IRF6,TNFSF10,CYFIP1,ANXA4,MYC,KLF6,IFNGR1,IKZF2,IFITM3,CDCP1,RNH1,GADD45B	88	0.0016791718919378495	31.0		False	concordant4_malignant	context
HALLMARK_ESTROGEN_RESPONSE_LATE	0.38723689618569623	1.9564328611340243	0.000999000999000999	200	0.33706539895713056	LAMC2,RAB31,KRT19,LSR,ZFP36,KRT13,PKP3,ST14,SFN,IGFBP4,CCND1,SULT2B1,CDH1,PERP,PRSS23,CAV1,DLG5,MYOF,FOS,MDK,KLF4,CLIC3,EMP2,LTF,CD9	60	0.0016791718919378495	32.0		False	concordant4_malignant	context
GOBP_REGULATION_OF_KERATINOCYTE_PROLIFERATION	0.6076961887285837	1.951434007371519	0.000999000999000999	20	1.020674786888915	EPPK1,CDH3,ZFP36,ZFP36L1,NOTCH2,MDK,LRG1,TGM1,SNAI2,FGF7	10	0.0016791718919378495	33.0	14.0	True	concordant4_malignant	context
GOBP_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY	0.5102647401741877	1.9054801294303287	0.000999000999000999	42	0.6702887287965561	CLDN23,GRHL2,CLDN4,OCLN,MICALL2,CLDN1,CLDN16,CLDN7,CLDN6,PARD3,CLDN9,MARVELD3,POF1B,PDCD6IP,ARL2,MARVELD2,RAB13,CLDN3,CLDN8	19	0.0016791718919378495	34.0	15.0	True	concordant4_malignant	context
GOBP_PROTEIN_LOCALIZATION_TO_CELL_CELL_JUNCTION	0.6473802939893847	1.901938255160735	0.000999000999000999	15	1.1567419458109305	LSR,TJP1,SCRIB,ARHGEF18,F11R,ILDR1,TJP3,CGNL1,DSP,CDH5,PAK2,JAK1	12	0.0016791718919378495	35.0	16.0	True	concordant4_malignant	context
GOBP_CELL_CELL_JUNCTION_ORGANIZATION	0.44837978128119416	1.8750622913875796	0.000999000999000999	66	0.6112320642143646	TRPV4,CDH3,DSG2,CTNND1,PKP3,OCLN,CDH1,TGFB2,TJP1,CLDN1,PARD6B,FSCN1,PKP1,CDH11,GJA4,CDH15,SMAD3,TJP3,NLGN2,MARVELD3,DSP,LIMS1,PRKCI,DSG1,MARVELD2	34	0.0016791718919378495	36.0	17.0	True	concordant4_malignant	context
