term	es	nes	nom_p	n_set_in_rank	mean_stat	lead_genes	n_lead	fdr	rank_pos_all	rank_pos_barrier	is_barrier	cohort	universe
GOBP_KERATINOCYTE_DIFFERENTIATION	0.47764447948816174	1.863700289689558	0.001998001998001998	40	1.267964105716943	KRT10,ST14,KRT16,EPHA2,EXPH5,IVL,PIP5K1A,SPRR3,SPRR1B,S100A7,EVPL,CDSN,ANXA1,SPRR1A,AKR1C3,SCEL,POU2F3,WNT5A	18	0.005580626270281442	11.0	5.0	True	OncoSG_LUAD	context
HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.41210558607415515	1.799018737008461	0.001998001998001998	73	1.0024179314940358	TNFRSF12A,S100A11,LGALS3,ERRFI1,EBP,MAL2,TM7SF2,FDPS,TRIB3,HSD17B7,CHKA,PCYT2,DHCR7,FBXO6,GUSB,ACAT2,MVK,CD9,CYP51A1,FDFT1,SQLE,GSTM2,ECH1,SC5D,PMVK	25	0.005580626270281442	12.0		False	OncoSG_LUAD	context
GOBP_EPIDERMAL_CELL_DIFFERENTIATION	0.44425814289988924	1.7933190430264854	0.000999000999000999	52	1.1363063849665638	KRT10,ST14,KRT16,OVOL2,EPHA2,IVL,PIP5K1A,SPRR3,SPRR1B,OVOL1,HDAC1,S100A7,EVPL,CDSN,HDAC2,ANXA1,SPRR1A,AKR1C3,SCEL,POU2F3,WNT5A	21	0.003518220909525257	13.0	6.0	True	OncoSG_LUAD	context
HALLMARK_MTORC1_SIGNALING	0.34279137158210676	1.7446177426793565	0.000999000999000999	196	0.8104044596776516	HSPE1,PSMA3,IFRD1,PSMG1,PPIA,ARPC5L,COPS5,EBP,TM7SF2,PSMD14,CTH,HMBS,TRIB3,PSPH,TUBG1,PSMB5,MTHFD2L,SLC2A1,DHCR7,PRDX1,SLC1A5,PSMD12,SLC9A3R1,GSR,SRD5A1	72	0.003518220909525257	14.0		False	OncoSG_LUAD	context
GOBP_TIGHT_JUNCTION_ASSEMBLY	0.424441355840568	1.711995265596851	0.003996003996003996	51	0.875565016858466	CHAF1B,MICALL2,CLDN4,LSR,CLDN7,MARVELD3,ILDR1,CLDN9,CLDN1,GRHL2,CLDN3,PATJ,CLDN12,OCEL1,CLDN16	15	0.010114885114885114	15.0	7.0	True	OncoSG_LUAD	context
CUSTOM_CLAUDIN_PANEL	0.5018298514668975	1.692071132278065	0.001998001998001998	24	1.1821539319063052	CLDN4,CLDN7,CLDN9,CLDN1,CLDN3,CLDN12,CLDN16,CLDN8,CLDN6	9	0.005580626270281442	16.0	8.0	True	OncoSG_LUAD	context
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	0.4094968026315482	1.6567071236754336	0.004995004995004995	49	0.8855918080921076	GLRX2,LAMTOR5,NDUFB4,SOD1,TXN,MGST1,NDUFA6,GPX4,PRDX1,NQO1,GSR	11	0.011559868702725845	17.0		False	OncoSG_LUAD	context
HALLMARK_P53_PATHWAY	0.29035173660546454	1.506816253669662	0.000999000999000999	194	0.5431370572992621	PERP,WRAP73,TRAF4,FAM162A,TM4SF1,SFN,ST14,SDC1,UPP1,EPS8L2,HRAS,INHBB,DCXR,S100A10,TRIB3,IP6K2,PIDD1,PHLDA3,SOCS1,VAMP8,HINT1,CDKN2A,GADD45A,KRT17,RAB40C	60	0.003518220909525257	18.0		False	OncoSG_LUAD	context
GOBP_INTERMEDIATE_FILAMENT_ORGANIZATION	0.3561176614604093	1.5029266383120239	0.004995004995004995	63	0.9118618763141565	KRT10,KRT19,KRT16,KRT7,KRT80,KRT14,KRT6A,KRT17,KRT15,KRT81,KRT78,KRT6B,KRT32,KRT9,KRT39,KRT77,KRT40,KRT74,KRT31,KRT34,KRT23,KRT82,KRT86	23	0.011559868702725845	19.0	9.0	True	OncoSG_LUAD	context
GOBP_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY	0.37900084040729864	1.4718810638087652	0.007992007992007992	46	0.6723871260939258	CHAF1B,MICALL2,CLDN4,CLDN7,MARVELD3,CLDN9,CLDN1,GRHL2,CLDN3,OCEL1,CLDN16,CLDN8,CLDN6	13	0.01798201798201798	20.0	10.0	True	OncoSG_LUAD	context
HALLMARK_FATTY_ACID_METABOLISM	0.29257152929371477	1.4505362039143714	0.002997002997002997	156	0.605270068212152	ECI1,CCDC58,PTS,MIF,HADH,NTHL1,BPHL,FH,CBR3,UROD,BLVRA,CRYZ,S100A10,HSD17B7,MCEE,CBR1,ACOT8,GCDH,REEP6,HMGCL,GSTZ1,ACAT2,D2HGDH,BCKDHB,ALDOA	61	0.008091908091908092	21.0		False	OncoSG_LUAD	context
HALLMARK_PEROXISOME	0.29156417231235066	1.374334325046609	0.008991008991008992	104	0.6068439121841778	SOD1,SLC25A4,PRDX5,CDK7,GNPAT,HRAS,FDPS,ACOT8,PEX14,PRDX1,HMGCL,PEX13,SLC25A17,NUDT19,SIAH1,SCP2,CTPS1,DHRS3,CNBP,TSPO,BCL10,CTBP1,ABCD3,DHCR24,TOP2A	42	0.019683019683019685	22.0		False	OncoSG_LUAD	context
GOBP_APICAL_JUNCTION_ASSEMBLY	0.3225621180556148	1.3249100509700293	0.03196803196803197	53	0.5567285141823483	CHAF1B,MICALL2,CLDN4,CLDN7,MARVELD3,CLDN9,CLDN1,GRHL2,CLDN3,OCEL1,CLDN16,CLDN8,CLDN6,FBF1	14	0.05885024066842248	23.0	11.0	True	OncoSG_LUAD	context
HALLMARK_ESTROGEN_RESPONSE_LATE	0.25180601632245714	1.288717127436213	0.012987012987012988	198	0.28171067958085055	BTG3,PERP,KRT19,NXT1,GALE,RBBP8,TFAP2C,SFN,ST14,LSR,MDK,OVOL2,DCXR,PKP3,RNASEH2A,CDH1,TSTA3,TST,DHCR7,CKB,TPBG,MAPK13,METTL3,SLC9A3R1,LLGL2	55	0.026973026973026972	24.0		False	OncoSG_LUAD	context
HALLMARK_ADIPOGENESIS	0.24237796904386136	1.234550057267265	0.01998001998001998	198	0.2570997450651297	NDUFAB1,UQCRQ,SLC25A10,NDUFS3,SOD1,HADH,RAB34,MRPL15,COQ9,AK2,COX7B,DDT,TST,GPX4,DHRS7,SDHB,MCCC1,DHCR7,PEX14,GADD45A,SLC1A5,CHCHD10,CMPK1,REEP6,NDUFB7	50	0.04045954045954046	25.0		False	OncoSG_LUAD	context
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.25776293083135526	1.1957755869316093	0.04595404595404595	109	0.4561946370403367	LSM4,PAIP1,EXOSC4,BANF1,IMP3,CKS1B,CEBPB,NHP2,YIF1A,EXOSC9,POP4,EIF4A3,EXOSC5,ERO1A,ASNS,EIF4EBP1,KDELR3,HSPA9,HSPA5,PREB,EXOSC10,NFYA,EIF2S1,BAG3,EXOSC1	42	0.08091908091908091	26.0		False	OncoSG_LUAD	context
GOBP_REGULATION_OF_EPIDERMAL_CELL_DIFFERENTIATION	0.3737026090703258	1.1855023691362336	0.0999000999000999	18	0.12153364395382996	KDF1,SFN,ERRFI1	3	0.1419632998580367	27.0	12.0	True	OncoSG_LUAD	context
HALLMARK_XENOBIOTIC_METABOLISM	0.217772151647846	1.1219927871291084	0.07292707292707293	199	0.14031980225260554	SPINT2,PTS,JUP,UPP1,BPHL,CYP2J2,ABCC3,AHCY,DCXR,ARG2,SLC35B1,DDT,HES6,CBR1,DHRS7,SAR1B,SLC1A5,NQO1,GNMT,GSR,DHPS,EPHA2,GSS,XDH,BCAR1	57	0.11359794052101745	28.0		False	OncoSG_LUAD	context
HALLMARK_UV_RESPONSE_UP	0.22202020934082373	1.083385913392343	0.08591408591408592	156	0.2411489838686551	BTG3,POLR2H,SPR,SLC25A4,SELENOW,UROD,SIGMAR1,EPCAM,CHKA,RFC4,TST,CDC34,POLG2,CYB5R1,E2F5,IGFBP2,CLTB,GLS,ASNS,PRPF3,ATP6V1F,CLCN2,TUBA4A,ALDOA,CDKN1C	31	0.12426858855430285	29.0		False	OncoSG_LUAD	context
GOBP_TIGHT_JUNCTION_ORGANIZATION	0.2427617017829937	1.056645443295296	0.13286713286713286	79	-0.026259057581250477	MICALL2,CLDN4,LSR,CLDN7,MARVELD3,ILDR1,CLDN9,CLDN1,GRHL2,CLDN3,PATJ,EPHA2,CLDN12,OCEL1,CLDN16,NPHP1,IKBKB,CLDN8,CLDN6	19	0.17082917082917082	30.0	13.0	True	OncoSG_LUAD	context
GOBP_PROTEIN_LOCALIZATION_TO_CELL_CELL_JUNCTION	0.33017467603319406	0.9794604459352478	0.2177822177822178	15	0.07915832283484375	CHAF1B,LSR,ILDR1	3	0.26328894985611406	31.0	14.0	True	OncoSG_LUAD	context
GOBP_POSITIVE_REGULATION_OF_EPIDERMAL_CELL_DIFFERENTIATION	0.32954127405630723	0.954862256133464	0.24675324675324675	15	0.1417466203155475	KDF1,SFN,NME2,ETV4	4	0.29201233549059635	32.0	15.0	True	OncoSG_LUAD	context
HALLMARK_G2M_CHECKPOINT	0.1854660831932416	0.9415314319274767	0.24875124875124874	194	0.2354487482469854	KIF22,SRSF2,CKS2,SFPQ,CKS1B,DTYMK,HMGN2,NASP,MNAT1,SAP30,ORC6,RPA2,UBE2C,CDK1,STMN1,TRAIP,SNRPD1,ORC5,CDC7,CDC20,RBM14,GSPT1,GINS2,JPT1,AURKA	83	0.29201233549059635	33.0		False	OncoSG_LUAD	context
GOBP_POSITIVE_REGULATION_OF_KERATINOCYTE_PROLIFERATION	0.3373587793716144	0.9029392433002836	0.26973026973026976	11	-0.16790395570380792	MDK,CDH3	2	0.307720448565519	34.0	16.0	True	OncoSG_LUAD	context
HALLMARK_SPERMATOGENESIS	0.18065534237280345	0.8750630920725285	0.2987012987012987	128	0.11380453768018262	PSMG1,PHKG2,PCSK4,CCT6B,RPL39L,RFC4,OAZ3,PCSK1N,TSN,SPATA6,CDK1,ZC2HC1C,MAP7,NPHP1,AURKA,CNIH2,TNNI3,MLF1,TALDO1,TEKT2,CDKN3,NEK2,DDX4,DMC1,COIL	47	0.3357048357048357	35.0		False	OncoSG_LUAD	context
GOBP_CORNIFICATION	-0.29305764272041374	-0.7093496117234799	0.46053946053946054	9	0.02377690701163695	LIPN,CYP26B1	2	0.46629620379620385			True	OncoSG_LUAD	context
GOBP_EPITHELIAL_CELL_CELL_ADHESION	-0.31962236983783815	-0.7866071943844601	0.4065934065934066	10	-0.280042675121947	VCL,SERPINB8,KIT	3	0.41688691055779664			True	OncoSG_LUAD	context
HALLMARK_NOTCH_SIGNALING	-0.24149103327419943	-0.82534180227963	0.3936063936063936	32	-0.08467995079850693	DTX4,FZD7,FBXW11,NOTCH2,DLL1,MAML2,DTX1,ARRB1,NOTCH1,WNT2,HEYL	11	0.41405347898854394			False	OncoSG_LUAD	context
HALLMARK_BILE_ACID_METABOLISM	-0.19284621095487853	-0.841378389328001	0.4775224775224775	112	-0.36402791355647796	GC,HAO1,HSD17B4,TFCP2L1,FADS2,PAOX,RXRG,NR1I2,PIPOX,CYP7B1,AR,MLYCD,DIO2,SLC29A1,HSD3B1,NR1H4,ALDH9A1,ABCG8,ALDH1A1,RXRA,LIPE,OPTN,CYP27A1,ABCG4,ABCA3	40	0.47752247752247745			False	OncoSG_LUAD	context
HALLMARK_TGF_BETA_SIGNALING	-0.23298480350025788	-0.9045850260934939	0.3776223776223776	54	-0.48421670609892303	KLF10,SERPINE1,SMAD1,PPP1R15A,TJP1,FURIN,RHOA,NCOR2,FKBP1A,LTBP2,XIAP,RAB31,TGFBR1,TGFB1,ID2,SMAD7,ENG,SKI,BMPR2,SPTBN1,APC,HIPK2	22	0.402465955097534			False	OncoSG_LUAD	context
HALLMARK_PROTEIN_SECRETION	-0.210135930047762	-0.9074439199528109	0.40559440559440557	94	-0.3413819781403003	ARCN1,YKT6,SNAP23,DST,ARFGEF1,GLA,STX12,RPS6KA3,AP2M1,TMED10,RAB14,ARFGEF2,GOSR2,ADAM10,IGF2R,MAPK1,GALC,AP3B1,VAMP3,STX7,VPS4B,SNX2,GOLGA4,SSPN,M6PR	27	0.41688691055779664			False	OncoSG_LUAD	context
GOBP_REGULATION_OF_KERATINOCYTE_PROLIFERATION	-0.28791684058483524	-0.9236396199560424	0.3066933066933067	23	-0.3339441620980349	FGFR2,PRKD1,KLF9,NOTCH2,SNAI2,FGF10,FGF7,MED1	8	0.3357048357048357			True	OncoSG_LUAD	context
HALLMARK_HYPOXIA	-0.20323039573612586	-0.971145740586597	0.36363636363636365	197	-0.31543442358388374	RRAGD,SDC3,LARGE1,KLF7,CHST3,CXCR4,KLHL24,CAV1,MYH9,LXN,TGM2,KLF6,SLC2A5,FOXO3,TKTL1,PYGM,COL5A1,BGN,MAP3K1,HMOX1,SLC2A3,NAGK,AMPD3,PCK1,PLIN2	43	0.39272727272727276			False	OncoSG_LUAD	context
KEGG_TIGHT_JUNCTION	-0.21389566469118113	-0.999711126794403	0.3046953046953047	168	-0.2474894112049301	SYMPK,RHOA,ACTN1,TIAM1,RAP1A,MYL2,ARPC4,MSN,MAP2K7,TUBA1A,RAPGEF6,CLDN18,ITGB1,RAPGEF2,PRKACA,MYH9,CD1B,RDX,CD1C,ACTR3,SYNPO,LLGL1,PRKCE,TUBA1B,PARD6G	51	0.3357048357048357			True	OncoSG_LUAD	context
HALLMARK_KRAS_SIGNALING_DN	-0.21373197052748136	-1.024662952301268	0.25674325674325676	194	-0.48713933671514303	GRID2,TCF7L1,IRS4,P2RX6,SNN,CLSTN3,MAST3,THRB,EDAR,SGK1,SLC16A7,ARHGDIG,HNF1A,SNCB,MYH7,ZNF112,ITIH3,ZBTB16,KCND1,CPEB3,CPB1,MTHFR,KCNMB1,PDK2,ABCG4	53	0.2970886256600543			False	OncoSG_LUAD	context
HALLMARK_APOPTOSIS	-0.22810851923253525	-1.0654744738648763	0.20279720279720279	159	-0.1903017922806078	SMAD7,TNF,CD69,IGF2R,PLCB2,BGN,BCL2L11,HMOX1,LEF1,F2R,EGR3,BTG2,PPP3R1,CCND2,IL1B,AVPR1A,PLPPR4,ROCK1,TGFBR3,SOD2,CD14,ADD1,PEA15,SATB1,DCN	38	0.24888747616020343			False	OncoSG_LUAD	context
HALLMARK_ESTROGEN_RESPONSE_EARLY	-0.23430902985124988	-1.1200060956565905	0.14785214785214784	197	-0.34545821893888673	GJA1,AR,MED24,KLF4,TIAM1,SLC1A4,PRSS23,THSD4,SLC7A2,MINDY1,RASGRP1,NCOR2,GLA,TUBB2B,CALB2,RPS6KA2,MAPT,ABAT,REEP1,RET,MPPED2,CHPT1,DLC1,HR,RAB31	66	0.18424652270806116			False	OncoSG_LUAD	context
HALLMARK_APICAL_SURFACE	-0.3041047260566833	-1.139918400509799	0.14385614385614387	44	-0.7819085329128869	SLC22A12,NCOA6,NTNG1,FLOT2,RHCG,MAL,SLC2A4,AFAP1L2,GHRL,CD160,ADAM10,SULF2,MDGA1,SCUBE1,GAS1,ADIPOR2,SRPX,IL2RG,THY1,IL2RB	20	0.1820679320679321			False	OncoSG_LUAD	context
HALLMARK_INTERFERON_ALPHA_RESPONSE	-0.26570333549262626	-1.1459903532849784	0.1258741258741259	95	-0.7277026581334918	CXCL10,USP18,HELZ2,LPAR6,RSAD2,TRIM5,GMPR,IRF9,CXCL11,BATF2,EIF2AK2,BST2,PARP14,OASL,DDX60,ISG20,UBE2L6,IFIT2,GBP2,LAMP3,NUB1,ADAR,TRIM26,CASP1,IFIT3	44	0.16444845477103542			False	OncoSG_LUAD	context
HALLMARK_WNT_BETA_CATENIN_SIGNALING	-0.3276845981534159	-1.1872668990616726	0.1108891108891109	42	-0.7545255683139349	WNT1,HDAC5,TP53,NCOR2,PTCH1,HEY2,DLL1,MAML1,LEF1,NOTCH4,AXIN2,CCND2,TCF7,FRAT1,NOTCH1,NKD1,RBPJ	17	0.15223759291555902			False	OncoSG_LUAD	context
HALLMARK_HEME_METABOLISM	-0.2509215872016611	-1.195197350767161	0.08191808191808192	193	-0.44997158801370457	AHSP,LPIN2,SPTA1,KDM7A,TRAK2,SYNJ1,LRP10,ALAS2,SMOX,EPB41,OPTN,KEL,NR3C1,CA1,KLF3,DCAF10,GYPA,ALAD,ARHGEF12,ATP6V0A1,ANK1,PICALM,FOXJ2,ACSL6,CTSB	63	0.12287712287712288			False	OncoSG_LUAD	context
GOBP_CELL_CELL_JUNCTION_MAINTENANCE	-0.46148741230728313	-1.2188922462594698	0.12287712287712288	12	-1.289768277613683	MYADM,FERMT2,F2R,CSF1R,KIRREL1	5	0.16316470414831072			True	OncoSG_LUAD	context
HALLMARK_TNFA_SIGNALING_VIA_NFKB	-0.25607292880499966	-1.2291492410093068	0.05094905094905095	196	-0.6034039929126337	JAG1,GADD45B,CXCL11,PDLIM5,CD44,DDX58,G0S2,HBEGF,FOSL2,TNIP1,MAP2K3,KLF2,BCL2A1,MYC,KLF10,SERPINE1,BTG1,FOSB,NFKB2,PPP1R15A,KYNU,SNN,TRAF1,IER2,GEM	83	0.08422190054843116			False	OncoSG_LUAD	context
GOBP_REGULATION_OF_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY	-0.4343894184726768	-1.2373036873797476	0.11488511488511488	15	-1.3497082980953956	PRKACA,SNAI2,TNF,ROCK1,ROCK2,MYO1C,PRKCH	7	0.15509490509490512			True	OncoSG_LUAD	context
HALLMARK_PI3K_AKT_MTOR_SIGNALING	-0.28903580221521963	-1.2545231204348353	0.059940059940059943	103	-0.727352686819272	TIAM1,ADCY2,NCK1,PLCB1,HSP90B1,MAP2K6,RPS6KA3,AP2M1,IRAK4,YWHAB,GRK2,CXCR4,ACTR3,PTPN11,PLCG1,MAPK1,RALB,MAPKAP1,GSK3B,MYD88,PRKAR2A,RIPK1,RPTOR,IL2RG,CAB39	35	0.0951989187283305			False	OncoSG_LUAD	context
HALLMARK_COAGULATION	-0.2811644659498325	-1.2612298396147794	0.052947052947052944	135	-0.6681939783114725	F2RL2,HMGCS2,ADAM9,WDR1,FURIN,GP9,PRSS23,ITGB3,APOC1,USP11,F8,APOC3,HTRA1,PF4,CSRP1,TIMP3,MMP9,OLR1,KLF7,FGA,PROS1,APOC2,CTSO,ITIH1,C2	47	0.08577422577422578			False	OncoSG_LUAD	context
GOBP_REGULATION_OF_KERATINOCYTE_DIFFERENTIATION	-0.39435708820936966	-1.2667823222153283	0.1038961038961039	23	-0.6090435090426335	ROCK1,ROCK2,PRKCH,HOXA7,NCOA3,MED1	6	0.1450962830273175			True	OncoSG_LUAD	context
HALLMARK_PANCREAS_BETA_CELLS	-0.35774880082220173	-1.2917462913920301	0.07792207792207792	39	-0.9239253344334676	INSM1,SCGN,ELP4,ABCC8,PCSK2,HNF1A,PAK3,SST,PCSK1,LMO2,FOXO1,MAFB,AKT3	13	0.11908845871110023			False	OncoSG_LUAD	context
GOBP_CELL_CELL_JUNCTION_ORGANIZATION	-0.32552800512396585	-1.3051819228237869	0.05094905094905095	67	-0.6593000430609326	CDH22,LIMS1,CDH2,CDH17,CTNND2,CSK,TGFB1,FLCN,MYADM,CDH6,CDH11,TLN2,CD177,F2R,NLGN4X,CDH13,CSF1R,TGFB3,GJA4,CDH5,KIRREL1,GJC1,DCHS1,TLN1	24	0.08422190054843116			True	OncoSG_LUAD	context
HALLMARK_ANDROGEN_RESPONSE	-0.30006301546194397	-1.30629074813343	0.03596403596403597	98	-0.6143504013367221	ACTN1,SGK1,GNAI3,RPS6KA3,PTPN21,KLK2,ZBTB10,TNFAIP8,ANKH,LIFR,ABHD2,FKBP5,SLC26A2,SRF,UBE2J1,HERC3,GUCY1A1,CDK6,PLPP1,ELK4,ARID5B,SPCS3,PTK2B,IQGAP2,AKAP12	32	0.06473526473526474			False	OncoSG_LUAD	context
GOBP_POSITIVE_REGULATION_OF_KERATINOCYTE_DIFFERENTIATION	-0.5176897479857325	-1.3140773818047846	0.08591408591408592	10	-1.4609820559136177	PRKCH,NCOA3,MED1	3	0.12426858855430285			True	OncoSG_LUAD	context
GOBP_CELL_CELL_JUNCTION_ASSEMBLY	-0.34601784174561506	-1.4066876372996382	0.023976023976023976	69	-0.9034051164263335	TJP1,GJA1,WDR1,RHOA,RAMP2,CDH22,PAK2,CDH2,GJD3,CDH17,CTNND2,SMAD7,FLCN,VCL,CDH6,CDH11,TLN2,PIP5K1C,CLDN11,CDH13,GJA4,CNTNAP1,MPDZ,CDH5,JAM3	29	0.04623947481090338			True	OncoSG_LUAD	context
GOBP_POSITIVE_REGULATION_OF_KERATINOCYTE_MIGRATION	-0.5859150632866911	-1.4609658277348323	0.04895104895104895	9	-2.312273299880115	IQSEC1,FGF10,FGF7,MAP4K4,MAPRE2	5	0.08422190054843116			True	OncoSG_LUAD	context
HALLMARK_APICAL_JUNCTION	-0.3114426396248594	-1.485077814419719	0.001998001998001998	197	-0.8159700919363	ACTN3,NF2,RHOF,ADAM9,SGCE,TRAF1,AMIGO1,TJP1,PKD1,MAP4K2,SYMPK,LIMA1,ACTN1,PCDH1,NF1,ACTN2,CAP1,CALB2,MSN,AKT2,ADRA1B,MMP9,IRS1,CLDN18,SDC3	81	0.005580626270281442			True	OncoSG_LUAD	context
GOBP_ADHERENS_JUNCTION_ORGANIZATION	-0.43294215190215724	-1.5053521185112448	0.02097902097902098	34	-1.403458811447904	CDH22,PAK2,CDH2,CDH17,CSK,SMAD7,VCL,CDH6,FERMT2,CDH11,PIP5K1C,CDH13,CDH5,JAM3,DCHS1	15	0.041446358519529256			True	OncoSG_LUAD	context
GOBP_ADHERENS_JUNCTION_ASSEMBLY	-0.6273639180392404	-1.5146607930731242	0.030969030969030968	9	-2.387254928092517	RAMP2,PAK2,SMAD7,VCL,PIP5K1C,JAM3	6	0.058337011825383915			True	OncoSG_LUAD	context
HALLMARK_MYOGENESIS	-0.3330706467362254	-1.594996293660257	0.001998001998001998	198	-1.0306639110843214	ACTN3,MYL4,DMD,TPM3,HSPB2,FXYD1,HDAC5,MYOM2,MYL2,ACTN2,ITGB5,MYH7,AEBP1,CASQ1,AKT2,REEP1,FHL1,SORBS1,MYH8,PKIA,CRYAB,ITGB1,LARGE1,NCAM1,MEF2A	79	0.005580626270281442			False	OncoSG_LUAD	context
GOBP_REGULATION_OF_KERATINOCYTE_MIGRATION	-0.6409968616320093	-1.6215081374201143	0.00999000999000999	10	-2.825898021558585	IQSEC1,FGF10,FGF7,MAP4K4,MAPRE2,PTEN	6	0.021294494978705506			True	OncoSG_LUAD	context
HALLMARK_MITOTIC_SPINDLE	-0.3638924600185675	-1.7405747390836839	0.000999000999000999	196	-0.987808473928945	KIF5B,DST,TIAM1,NF1,PLEKHG2,NCK1,CLASP1,ARAP3,TUBGCP3,ARFGEF1,MAPRE1,RASAL2,DOCK4,ARHGAP5,EPB41,CEP192,RFC1,LATS1,RAPGEF6,FGD4,KIF20B,BRCA2,NOTCH2,CDC42EP2,ARHGEF12	78	0.003518220909525257			False	OncoSG_LUAD	context
HALLMARK_ANGIOGENESIS	-0.489997930103017	-1.7515128131939697	0.003996003996003996	36	-1.5487322692320746	STC1,PGLYRP1,PF4,OLR1,FGFR1,SLCO2A1,NRP1,FSTL1,VTN,COL3A1,VAV2,VCAN,CCND2,COL5A2,LPL,POSTN,LUM,KCNJ8	18	0.010114885114885114			False	OncoSG_LUAD	context
HALLMARK_HEDGEHOG_SIGNALING	-0.5063818388391182	-1.7867307041668368	0.004995004995004995	36	-1.507202943335911	CDK5R1,NF1,TLE3,PTCH1,HEY2,GLI1,NRCAM,DPYSL2,NRP1,MYH9,SCG2,CRMP1,CDK6,NRP2,LDB1,THY1,CNTFR,RTN1,UNC5C	19	0.011559868702725845			False	OncoSG_LUAD	context
